group,n,L_total__mean,L_total__min,L_total__p01,L_total__p05,L_total__p25,L_total__median,L_total__p75,L_total__p95,L_total__p99,L_total__max,L_ledger__mean,L_ledger__min,L_ledger__p01,L_ledger__p05,L_ledger__p25,L_ledger__median,L_ledger__p75,L_ledger__p95,L_ledger__p99,L_ledger__max,L_core__mean,L_core__min,L_core__p01,L_core__p05,L_core__p25,L_core__median,L_core__p75,L_core__p95,L_core__p99,L_core__max,L_outside_ledger__mean,L_outside_ledger__min,L_outside_ledger__p01,L_outside_ledger__p05,L_outside_ledger__p25,L_outside_ledger__median,L_outside_ledger__p75,L_outside_ledger__p95,L_outside_ledger__p99,L_outside_ledger__max,fraction_outside_ledger__mean,fraction_outside_ledger__min,fraction_outside_ledger__p01,fraction_outside_ledger__p05,fraction_outside_ledger__p25,fraction_outside_ledger__median,fraction_outside_ledger__p75,fraction_outside_ledger__p95,fraction_outside_ledger__p99,fraction_outside_ledger__max,fraction_inside_ledger__mean,fraction_inside_ledger__min,fraction_inside_ledger__p01,fraction_inside_ledger__p05,fraction_inside_ledger__p25,fraction_inside_ledger__median,fraction_inside_ledger__p75,fraction_inside_ledger__p95,fraction_inside_ledger__p99,fraction_inside_ledger__max,fraction_core__mean,fraction_core__min,fraction_core__p01,fraction_core__p05,fraction_core__p25,fraction_core__median,fraction_core__p75,fraction_core__p95,fraction_core__p99,fraction_core__max
op10,30706,4085.5921643978377,1210.0,1452.0,1689.0,2461.25,3412.0,4976.0,8485.75,12780.95,57946.0,4085.5921643978377,1210.0,1452.0,1689.0,2461.25,3412.0,4976.0,8485.75,12780.95,57946.0,3863.324236305608,1138.0,1374.0,1597.25,2329.0,3223.0,4702.75,8013.5,12107.700000000004,55130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9458603014304323,0.5523333333333333,0.8866839851516253,0.9312363965475375,0.9430880259263422,0.9482428971328539,0.9524308288154366,0.9578215646037338,0.9613898233490654,0.970913321698662
op11,8733,30209.414405129966,1678.0,5203.96,9917.6,18332.0,26568.0,37669.0,63811.79999999999,90115.76000000004,159900.0,30209.414405129966,1678.0,5203.96,9917.6,18332.0,26568.0,37669.0,63811.79999999999,90115.76000000004,159900.0,28879.53807397229,1590.0,4856.72,9426.8,17527.0,25406.0,35991.0,61008.79999999999,86254.12000000005,154093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95548240144956,0.656149388280747,0.9315973909288056,0.9444551545970209,0.9539671107910215,0.9569228851069135,0.9594544269621078,0.9627356619023547,0.9648743552390576,0.9684837165869032
op12,2294,12168.421098517872,1340.0,2063.62,3490.35,6842.75,10519.0,15924.0,26103.8,36296.81000000005,57902.0,12168.421098517872,1340.0,2063.62,3490.35,6842.75,10519.0,15924.0,26103.8,36296.81000000005,57902.0,11499.585004359198,1259.0,1899.55,3291.1,6467.0,9935.0,15019.25,24729.84999999999,34267.27000000009,54762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9448508926757957,0.7982439753409303,0.8981561528721077,0.9313186010609863,0.9417403316986874,0.9461920798172089,0.9501770941623741,0.9561890922686193,0.9590133828146276,0.9626225490196079
op13,332,5685.825301204819,1235.0,1355.92,1751.5,2727.25,4086.0,6454.5,14181.799999999996,26755.549999999985,47725.0,5685.825301204819,1235.0,1355.92,1751.5,2727.25,4086.0,6454.5,14181.799999999996,26755.549999999985,47725.0,5309.864457831325,1129.0,1233.82,1642.3,2568.25,3833.5,6030.25,13356.299999999996,24653.619999999988,43197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9322336482599035,0.8245877061469266,0.8820178699066591,0.8996931943472399,0.9223232651422915,0.9366570888664544,0.9452734439263548,0.9531498077055286,0.958628319970434,0.9633322611772274
op14,3076,21104.141417425228,2179.0,3437.75,6768.5,12702.5,18818.5,26290.25,45029.0,60662.0,85156.0,21104.141417425228,2179.0,3437.75,6768.5,12702.5,18818.5,26290.25,45029.0,60662.0,85156.0,20130.147919375813,2074.0,3231.75,6396.5,12117.5,17964.5,25114.0,42847.75,58049.25,81408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9527905395452851,0.6060295969773299,0.8994669445755368,0.9401253443771572,0.9520196513226252,0.9552463180835016,0.9575717663515878,0.9605880231304902,0.9625341356958016,0.9683229813664597
op15,5734,6128.826648064179,1292.0,1601.31,2246.0,3472.75,4994.0,7546.25,13467.799999999985,22398.74,50847.0,6128.826648064179,1292.0,1601.31,2246.0,3472.75,4994.0,7546.25,13467.799999999985,22398.74,50847.0,5827.028601325427,1226.0,1522.29,2139.9500000000003,3309.0,4748.5,7169.75,12816.64999999999,21337.010000000002,48697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9507301041745554,0.49135802469135803,0.9119171362280412,0.9405173993481615,0.9486146146693295,0.9522919105203225,0.9555901548421506,0.96,0.9627463461268674,0.9746490579977836
op16,9005,9028.499167129372,1226.0,1931.1200000000001,3041.0,5217.0,7765.0,11664.0,18531.799999999996,27485.919999999976,79774.0,9028.499167129372,1226.0,1931.1200000000001,3041.0,5217.0,7765.0,11664.0,18531.799999999996,27485.919999999976,79774.0,8603.81843420322,1153.0,1839.08,2893.0,4967.0,7383.0,11128.0,17697.999999999993,26170.15999999985,74088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9526588285489735,0.7452011943694014,0.9158300424210377,0.9406272102633536,0.9500569525979147,0.9542076240709662,0.9575954103267648,0.9619055704550298,0.9649561667940201,0.9729461404815091
op17,4371,15175.734156943492,1190.0,1756.1000000000001,3824.5,8888.5,13667.0,19647.5,30918.0,43584.40000000001,98917.0,15175.734156943492,1190.0,1756.1000000000001,3824.5,8888.5,13667.0,19647.5,30918.0,43584.40000000001,98917.0,14412.492793411118,1131.0,1621.9,3598.0,8437.5,12986.0,18686.0,29302.0,41501.70000000001,94125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9488764360049579,0.7441234084231146,0.8988246445713739,0.9375958197845263,0.9473787918071039,0.9509316770186336,0.9536245264341734,0.9570928709727973,0.9593686842724615,0.9657712305025996
op18,15373,25775.788720483964,1485.0,4734.92,8067.2,14568.0,21969.0,32766.0,56397.799999999996,81287.7200000001,150725.0,25775.788720483964,1485.0,4734.92,8067.2,14568.0,21969.0,32766.0,56397.799999999996,81287.7200000001,150725.0,24540.772783451506,1392.0,4459.24,7665.4,13878.0,20918.0,31205.0,53732.4,77417.00000000009,143918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.951611639685901,0.7171383421922137,0.9278096710118535,0.9402451142928012,0.9498655997999625,0.9528579587891569,0.9554150013581157,0.9589019725375779,0.9613578127019267,0.9681947518178944
op19,2117,4144.225791213982,1194.0,1423.32,1665.0,2369.0,3161.0,4471.0,8338.599999999991,21245.40000000011,107715.0,4144.225791213982,1194.0,1423.32,1665.0,2369.0,3161.0,4471.0,8338.599999999991,21245.40000000011,107715.0,3877.217288615966,1106.0,1336.48,1555.8,2219.0,2950.0,4175.0,7762.199999999998,20115.44000000009,102093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9347333117017309,0.6463878326996197,0.8431817340706367,0.9154737384780486,0.9324452901998097,0.9384314683606156,0.9433324668572914,0.9496215158743708,0.9552575405247715,0.9613568805735269
op20,17373,17500.906176250504,2233.0,4022.24,6365.6,10822.0,15732.0,21838.0,35262.399999999994,48757.399999999994,84966.0,17500.906176250504,2233.0,4022.24,6365.6,10822.0,15732.0,21838.0,35262.399999999994,48757.399999999994,84966.0,16634.391239279343,2122.0,3794.36,6039.2,10287.0,14963.0,20757.0,33509.0,46381.959999999875,81435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9503370405144256,0.7407149489322191,0.9269278983915759,0.9395087333782257,0.9486069005341418,0.9514998330869379,0.9539489102413874,0.9574237370225996,0.9597125619490842,0.9640643161565284
op21,15404,14130.155219423526,1257.0,1724.03,3492.15,7843.5,12243.0,18349.5,31117.149999999943,43797.34999999996,94547.0,14130.155219423526,1257.0,1724.03,3492.15,7843.5,12243.0,18349.5,31117.149999999943,43797.34999999996,94547.0,13477.72221500909,1181.0,1621.0,3276.3,7471.0,11674.5,17519.25,29756.09999999999,41713.94,90945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9522791880530812,0.4835918854415274,0.8994246815244104,0.9398055291246276,0.9507482212650619,0.9546804586845852,0.9578140078166446,0.961759820234679,0.9650706923666754,0.9740029542097489
op22,889,15177.277840269966,1396.0,2109.48,4203.4000000000015,8819.0,13742.0,19849.0,32390.799999999996,42471.12,76395.0,15177.277840269966,1396.0,2109.48,4203.4000000000015,8819.0,13742.0,19849.0,32390.799999999996,42471.12,76395.0,14254.422947131608,1293.0,1986.92,3564.8,8313.0,12920.0,18509.0,30358.199999999968,39957.8,72469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9388142988037608,0.4894459102902375,0.8631466364991408,0.921843513007664,0.9369545127836534,0.9421950598421187,0.946629503458243,0.9526389294333137,0.9561768832350913,0.9625857870267877
op23,299,8559.314381270902,1349.0,1460.58,1818.3,2887.0,4192.0,7441.0,33601.39999999971,71923.57999999996,89466.0,8559.314381270902,1349.0,1460.58,1818.3,2887.0,4192.0,7441.0,33601.39999999971,71923.57999999996,89466.0,7942.200668896321,1228.0,1352.36,1677.5,2666.0,3918.0,6920.0,31122.19999999975,66092.77999999996,82939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9277067774419698,0.7834378920953576,0.8630220774483108,0.895598890362793,0.9186435786252186,0.9322709163346613,0.9406228687902775,0.949897404419502,0.9542869353800902,0.9645919958419958
op24,154093,19636.598774765887,86.0,844.9200000000001,1713.0,5447.0,12288.0,27103.0,60775.399999999965,95352.31999999995,312083.0,18863.63160558883,85.0,810.0,1644.6000000000004,5230.0,11804.0,26027.0,58382.0,91670.51999999976,300047.0,10941.077557059698,53.0,440.9200000000001,897.0,2930.0,6748.0,15094.0,34287.0,53826.0,178884.0,772.9671691770554,1.0,31.0,66.0,213.0,485.0,1072.0,2391.0,3720.0,12036.0,0.03954901160973307,0.011627906976744186,0.027003186376753318,0.030795890994029546,0.03700440528634361,0.03958715101864827,0.04232873144047929,0.0472910927456382,0.05180566036974405,0.09782608695652174,0.9604509883902668,0.9021739130434783,0.9481943396302559,0.9527089072543617,0.9576712685595207,0.9604128489813517,0.9629955947136564,0.9692041090059704,0.9729968136232466,0.9883720930232558,0.5475639580473114,0.25608272506082724,0.4825256091277144,0.5082769183324563,0.5355953115360889,0.5513446485313493,0.5630273587317821,0.5748033108393126,0.5832184161014403,0.7180962343096234
op25,634083,31767.720725835577,3.0,608.0,1295.0,9065.0,25629.0,45821.5,85211.90000000002,126567.18000000005,685696.0,30491.438176074742,3.0,583.0,1241.0,8720.0,24614.0,43970.0,81742.90000000002,121417.54000000015,657632.0,17791.517279283627,1.0,320.0,690.0,4915.0,14326.0,25775.0,47893.90000000002,71040.0,382331.0,1276.2825497608358,0.0,24.0,53.0,340.0,1010.0,1851.0,3481.0,5186.0,28064.0,0.03973230825818406,0.0,0.027754138062827994,0.031161473087818695,0.037401127716302184,0.04016316284907436,0.0423431460442575,0.04651796368291773,0.05178446466060182,0.25,0.960267691741816,0.75,0.9482155353393982,0.9534820363170823,0.9576568539557425,0.9598368371509256,0.9625988722836978,0.9688385269121813,0.972245861937172,1.0,0.5529028221047888,0.16403508771929826,0.49005056871465635,0.5158198495022899,0.5396576654399355,0.5534574982277503,0.5661219233261315,0.5904522613065326,0.6194643916238409,0.7777777777777778
op26,175832,16530.286313071567,84.0,620.0,1464.0,4461.0,10556.0,23272.0,50324.0,76906.28000000003,291966.0,15865.593913508348,81.0,594.0,1408.0,4287.0,10130.0,22329.0,48324.44999999998,73872.45000000001,280939.0,9175.34883866418,40.0,327.0,774.0,2406.0,5757.0,12895.25,28307.0,43496.69,164787.0,664.6923995632194,2.0,23.0,56.0,173.0,425.0,943.0,2018.0,3086.6900000000023,11155.0,0.039924841970263615,0.00819672131147541,0.026835335275146612,0.030875111041090197,0.03741616660783621,0.040187477157162185,0.04277915802521585,0.04736508894611406,0.05219942519163439,0.08890180127832656,0.9600751580297365,0.9110981987216734,0.9478005748083655,0.9526349110538859,0.9572208419747841,0.9598125228428378,0.9625838333921638,0.9691248889589098,0.9731646647248534,0.9918032786885246,0.5465571772495434,0.15310865775711796,0.4890364260011019,0.511540574988398,0.5346827946140397,0.5493803974573312,0.5609988869228014,0.5731158963908365,0.5824272526431565,0.813141683778234
op27,139307,30060.17805996827,332.0,1150.0,2397.0,6695.0,17747.0,39574.0,99810.39999999979,165869.70000000013,520239.0,28748.493995276618,318.0,1104.0,2302.0,6425.5,16966.0,37829.5,95404.59999999969,158695.00000000023,496497.0,16398.90887751513,179.0,607.0,1270.0,3583.0,9451.0,21477.5,55164.09999999995,92048.94,293089.0,1311.6840646916523,7.0,43.0,90.0,261.0,776.0,1748.0,4393.0,7326.820000000007,23742.0,0.04217912394682895,0.01249024199843872,0.027522935779816515,0.031053733426378228,0.03942661602345447,0.04335603173611545,0.04580980899287215,0.049491917588771826,0.053086745269014496,0.09698444425132528,0.957820876053171,0.9030155557486748,0.9469132547309855,0.9505080824112282,0.9541901910071278,0.9566439682638845,0.9605733839765456,0.9689462665736218,0.9724770642201835,0.9875097580015613,0.5383482304040246,0.30726256983240224,0.47870360591379507,0.5044163010605103,0.5274869469254426,0.5394754722108982,0.5522619245869325,0.5661516741494214,0.5763850456950687,0.7528121223389421
op28,259312,29288.021992811748,504.0,2199.0,4109.0,10512.0,20492.0,38313.25,85038.0,135016.5699999998,401288.0,28117.605004781883,481.0,2111.11,3944.0,10092.0,19682.0,36766.0,81616.44999999998,129633.23999999976,386020.0,16187.446701271056,245.0,1149.0,2155.0,5643.0,11213.0,21205.0,47508.0,75800.11999999988,221167.0,1170.4169880298637,12.0,84.0,162.0,412.0,814.0,1545.0,3399.0,5357.0,15268.0,0.039956967754816476,0.011448701012769706,0.02874695804614345,0.03194018451509523,0.03778716833023616,0.04016110624081683,0.04251907068367581,0.046354992248839495,0.04989791045148584,0.08636149126946673,0.9600430322451837,0.9136385087305333,0.9501020895485142,0.9536450077511605,0.9574809293163242,0.9598388937591832,0.9622128316697638,0.9680598154849048,0.9712530419538565,0.9885512989872303,0.5450000735639197,0.3353588727432849,0.49423829372714245,0.5123387533897561,0.5336479182284808,0.547592035725418,0.5583315663442123,0.5703091443407033,0.5782833993628329,0.7253461710258574
op29,115426,24937.553350198395,198.0,1082.25,2237.0,6120.0,15584.0,35472.0,77336.25,116207.75,263135.0,23937.96156845078,192.0,1040.0,2151.0,5889.0,14959.5,34041.0,74241.75,111537.0,252444.0,13860.87800842098,88.0,580.0,1200.25,3328.0,8518.0,19628.0,43512.5,65639.25,150076.0,999.5917817476131,4.0,39.0,82.0,229.0,623.0,1434.0,3114.0,4693.75,10801.0,0.03940186314566541,0.010150044130626656,0.026550544543127243,0.03009913304763312,0.03702059655947203,0.03979722758878401,0.042331520320887786,0.046679488528726165,0.05100320450392795,0.09205298013245033,0.9605981368543345,0.9079470198675497,0.9489967954960721,0.9533205114712738,0.9576684796791122,0.960202772411216,0.962979403440528,0.9699008669523669,0.9734494554568728,0.9898499558693733,0.5487876336366997,0.2949838932351588,0.5035326005087306,0.5191403619300159,0.5384595028850904,0.5498647990135296,0.5597606805457339,0.575892139204502,0.5856472731225941,0.7811735941320294
