basis,matrix_id,technology,model,n_cells,spearman,r2,mae,unseen_process_family
BALANCED_PCA160,HVS::5fff0955-173e-407d-b160-64f513ca6db6,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9691384817468481,0.8743607698608464,0.029354324125469365,False
BALANCED_PCA160,HVS::6201fd7d-f35b-4487-bace-99426881237b,10x 3' v3,PROCESS_BASE,2048,,-0.6551884851834675,0.11044049437133543,False
BALANCED_PCA160,HVS::6201fd7d-f35b-4487-bace-99426881237b,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9795409387559447,0.9041197185985208,0.02233654102364055,False
BALANCED_PCA160,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,10x 3' v3,PROCESS_BASE,2048,,-0.9169723991611156,0.11365906750648093,False
BALANCED_PCA160,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9778889742117166,0.885744690144376,0.02241806719368703,False
BALANCED_PCA160,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,10x 3' v3,PROCESS_BASE,1207,,-0.011349981627791328,0.08294497247686478,False
BALANCED_PCA160,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,10x 3' v3,PROCESS_PLUS_QUALITY,1207,0.9667983665949592,0.9078203629644382,0.024201052637329246,False
BALANCED_PCA160,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,10x 3' v3,PROCESS_BASE,2048,,-3.1451535140032387,0.1888981991748384,False
BALANCED_PCA160,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.8167590935682997,0.6761678390242565,0.047323119597906665,False
BALANCED_PCA160,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,10x 3' v3,PROCESS_BASE,2048,,-1.704382074508625,0.1266838985294751,False
BALANCED_PCA160,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9792239546601964,0.8444859636223128,0.024315453476123374,False
BALANCED_PCA160,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,10x 3' v3,PROCESS_BASE,2048,,-0.13118039355748756,0.09786848296421502,False
BALANCED_PCA160,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9685764232948391,0.8775183698151264,0.031043831839067525,False
BALANCED_PCA160,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,10x 3' v3,PROCESS_BASE,512,,-1.8012040047618085,0.15757320366181052,False
BALANCED_PCA160,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,10x 3' v3,PROCESS_PLUS_QUALITY,512,0.8720847853080188,0.7603088014670865,0.0422542412896523,False
BALANCED_PCA160,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,10x 3' v3,PROCESS_BASE,2048,,-0.31556920822465195,0.09435555039548382,False
BALANCED_PCA160,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9747969145402408,0.912745391194179,0.02148317741692772,False
BALANCED_PCA160,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,10x 3' v3,PROCESS_BASE,2048,,-1.613963651677381,0.16750373338757596,False
BALANCED_PCA160,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9327874354487,0.7550820351598578,0.046559404896234856,False
BALANCED_PCA160,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,10x 3' v3,PROCESS_BASE,2048,,-0.4411110847516413,0.10105108585969623,False
BALANCED_PCA160,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9388197885732383,0.8373178209054803,0.034142335725575006,False
BALANCED_PCA160,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,10x 3' v3,PROCESS_BASE,2048,,-0.0004461998024445357,0.0915186989979927,False
BALANCED_PCA160,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9729183563656167,0.8992710178061171,0.026903271399205904,False
BALANCED_PCA160,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,10x 3' v3,PROCESS_BASE,2048,,-0.7018123183262106,0.10662156626293257,False
BALANCED_PCA160,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9812421414051098,0.8920448297313248,0.022335930741952906,False
BALANCED_PCA160,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,10x 3' v3,PROCESS_BASE,2048,,-2.7330685881789685,0.17787334377181338,False
BALANCED_PCA160,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.6504775539656942,0.3649395834093845,0.06776724192005633,False
BALANCED_PCA160,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,10x 3' v3,PROCESS_BASE,2048,,-0.10132597597676529,0.08217789188264356,False
BALANCED_PCA160,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.971468874901563,0.901513209739232,0.02237139260693967,False
BALANCED_PCA160,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,10x 3' v3,PROCESS_BASE,2048,,-0.00601856969147363,0.09783630030091922,False
BALANCED_PCA160,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9758652372485965,0.9031566287058562,0.02922796290094915,False
BALANCED_PCA160,HVS::e813d04b-7833-4b02-b14f-0247d6128516,10x 3' v3,PROCESS_BASE,1491,,-0.028062783302673644,0.08777168543398563,False
BALANCED_PCA160,HVS::e813d04b-7833-4b02-b14f-0247d6128516,10x 3' v3,PROCESS_PLUS_QUALITY,1491,0.9701918693187247,0.8995105037552785,0.026182753700059853,False
BALANCED_PCA160,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,10x 3' v3,PROCESS_BASE,508,,-0.945084629494201,0.14610483417340547,False
BALANCED_PCA160,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,10x 3' v3,PROCESS_PLUS_QUALITY,508,0.8704571040929668,0.7624040722271835,0.0468618121555326,False
BALANCED_PCA160,NPH52_exact_source_objects,snRNA-seq,PROCESS_BASE,246,,-0.11357165960126148,0.10124221702998415,True
BALANCED_PCA160,NPH52_exact_source_objects,snRNA-seq,PROCESS_PLUS_QUALITY,246,0.9089425520380956,0.7011274500845727,0.050965575617423195,True
BALANCED_PCA160,sea_ad_ang_rna_final_2026,10xMulti,PROCESS_BASE,2048,,-0.02390869348492375,0.13063068064615957,False
BALANCED_PCA160,sea_ad_ang_rna_final_2026,10xMulti,PROCESS_PLUS_QUALITY,2048,0.9718845803582724,0.8692177871022224,0.04084381981029091,False
BALANCED_PCA160,sea_ad_caudate_rna_all_2025,UNKNOWN / NOT PROVIDED,PROCESS_BASE,2048,,-0.04339899946490955,0.15137650687904236,True
BALANCED_PCA160,sea_ad_caudate_rna_all_2025,UNKNOWN / NOT PROVIDED,PROCESS_PLUS_QUALITY,2048,0.9875419872636693,0.8867435546190852,0.03824406191517874,True
BALANCED_PCA160,sea_ad_fi_rna_final_2026,10xMulti,PROCESS_BASE,2048,,-0.0895171724919741,0.12819536418409808,False
BALANCED_PCA160,sea_ad_fi_rna_final_2026,10xMulti,PROCESS_PLUS_QUALITY,2048,0.9598324449892212,0.8617834692541164,0.04046240847957408,False
BALANCED_PCA160,sea_ad_hip_rna_final_2026,10xMulti,PROCESS_BASE,2048,,-0.040401215339949115,0.13027611323375246,False
BALANCED_PCA160,sea_ad_hip_rna_final_2026,10xMulti,PROCESS_PLUS_QUALITY,2048,0.982478964143874,0.8933639581583314,0.03666093751933256,False
BALANCED_PCA160,sea_ad_itg_rna_final_2026,10xV3.1_HT,PROCESS_BASE,2048,,-0.022845644068650195,0.11196673138004998,False
BALANCED_PCA160,sea_ad_itg_rna_final_2026,10xV3.1_HT,PROCESS_PLUS_QUALITY,2048,0.9874080817927319,0.9017270773456129,0.03348408456993929,False
BALANCED_PCA160,sea_ad_lec_rna_final_2026,10xMulti,PROCESS_BASE,2048,,-0.039374364074542756,0.1279917549547515,False
BALANCED_PCA160,sea_ad_lec_rna_final_2026,10xMulti,PROCESS_PLUS_QUALITY,2048,0.9804525547622278,0.8947451773315083,0.03456369244859062,False
BALANCED_PCA160,sea_ad_mec_rna_final_2026,10Xv3.1,PROCESS_BASE,2048,,-0.01533213647820375,0.12357852456683897,False
BALANCED_PCA160,sea_ad_mec_rna_final_2026,10Xv3.1,PROCESS_PLUS_QUALITY,2048,0.985483824074137,0.8937973732189795,0.0361560340784787,False
BALANCED_PCA160,sea_ad_mtg_rna_final_2026,10Xv3.1,PROCESS_BASE,2048,-0.07824267077974846,-0.022962948021259866,0.10704776260111103,False
BALANCED_PCA160,sea_ad_mtg_rna_final_2026,10Xv3.1,PROCESS_PLUS_QUALITY,2048,0.9820251943529117,0.8858424465361247,0.03257254165755932,False
BALANCED_PCA160,sea_ad_pfc_a9_rna_final_2026,10Xv3.1,PROCESS_BASE,2048,-0.07601102468029618,-0.017137537050219143,0.1158714698438342,False
BALANCED_PCA160,sea_ad_pfc_a9_rna_final_2026,10Xv3.1,PROCESS_PLUS_QUALITY,2048,0.9851048306439413,0.9048919541935544,0.03230373599890836,False
BALANCED_PCA160,sea_ad_stg_rna_final_2026,10xV3.1_HT,PROCESS_BASE,2048,,-0.043679777096629735,0.10746862181746152,False
BALANCED_PCA160,sea_ad_stg_rna_final_2026,10xV3.1_HT,PROCESS_PLUS_QUALITY,2048,0.9883054178265736,0.8784335933200351,0.03269151276685771,False
BALANCED_PCA160,sea_ad_v1c_rna_final_2026,10xV3.1_HT,PROCESS_BASE,2048,0.1574636900630475,0.01684656610258861,0.105073157728858,False
BALANCED_PCA160,sea_ad_v1c_rna_final_2026,10xV3.1_HT,PROCESS_PLUS_QUALITY,2048,0.9841784652785278,0.9023534040669914,0.03217035499267566,False
BALANCED_REP160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,10x 3' v3,PROCESS_BASE,2048,,-0.048139669243937755,0.09098290676495457,False
BALANCED_REP160,HVS::19cd530b-622c-4bd8-b738-dbf169412cb0,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.976017132737102,0.9034983022095382,0.02443764323574053,False
BALANCED_REP160,HVS::38374d1b-6549-4429-b59a-ff2706dacd96,10x 3' v3,PROCESS_BASE,2048,,-1.590004535697664,0.11253994974065579,False
BALANCED_REP160,HVS::38374d1b-6549-4429-b59a-ff2706dacd96,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.974276394038235,0.8519053625199483,0.02166975327514814,False
BALANCED_REP160,HVS::42c9001a-3a29-4952-aaa0-b55e73851a5c,10x 3' v3,PROCESS_BASE,455,,-5.379619781548444,0.12601466914571371,False
BALANCED_REP160,HVS::42c9001a-3a29-4952-aaa0-b55e73851a5c,10x 3' v3,PROCESS_PLUS_QUALITY,455,0.9697376701666061,0.7277398216746493,0.020609535142171453,False
BALANCED_REP160,HVS::4afcaa14-e1c1-4b2b-b5af-c5b8936c3ddd,10x 3' v3,PROCESS_BASE,2048,,-0.04888699619638248,0.09702990882018292,False
BALANCED_REP160,HVS::4afcaa14-e1c1-4b2b-b5af-c5b8936c3ddd,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9800354711609713,0.900623249285959,0.02572260670734189,False
BALANCED_REP160,HVS::57f3c92b-a07a-41da-b660-88eb9f93c4c9,10x 3' v3,PROCESS_BASE,2048,,-0.5190647388946916,0.10961124790301496,False
BALANCED_REP160,HVS::57f3c92b-a07a-41da-b660-88eb9f93c4c9,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9827028602100278,0.8761344877800907,0.0251124250456878,False
BALANCED_REP160,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,10x 3' v3,PROCESS_BASE,246,,-1.2851740084921137,0.08769219366584124,False
BALANCED_REP160,HVS::5e9da577-f665-44af-b9b4-fa0d5ad1964d,10x 3' v3,PROCESS_PLUS_QUALITY,246,0.9656114287326463,0.5378740183497519,0.03867916685991745,False
BALANCED_REP160,HVS::5fff0955-173e-407d-b160-64f513ca6db6,10x 3' v3,PROCESS_BASE,2048,,-0.1126072087804526,0.08747128213450131,False
BALANCED_REP160,HVS::5fff0955-173e-407d-b160-64f513ca6db6,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9680435381076726,0.8620047937995071,0.0291424960909212,False
BALANCED_REP160,HVS::6201fd7d-f35b-4487-bace-99426881237b,10x 3' v3,PROCESS_BASE,2048,,-0.6158985522015521,0.10273809993353575,False
BALANCED_REP160,HVS::6201fd7d-f35b-4487-bace-99426881237b,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.978027908480861,0.898349021843436,0.02168998599865266,False
BALANCED_REP160,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,10x 3' v3,PROCESS_BASE,2048,,-0.857214626198403,0.10543284782302965,False
BALANCED_REP160,HVS::77dc6994-2777-4fad-a445-4ff7d143a682,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9768228224167999,0.8785391419329506,0.021722747778353764,False
BALANCED_REP160,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,10x 3' v3,PROCESS_BASE,1207,,-0.021392643144091172,0.07620750290176045,False
BALANCED_REP160,HVS::7958eba0-1d79-42e3-8947-a198f98578f2,10x 3' v3,PROCESS_PLUS_QUALITY,1207,0.965391320336924,0.9034908350461271,0.022825370359766742,False
BALANCED_REP160,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,10x 3' v3,PROCESS_BASE,2048,,-2.9169370646284065,0.17869930423640973,False
BALANCED_REP160,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.8093548258751104,0.658411668742886,0.04715021083736104,False
BALANCED_REP160,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,10x 3' v3,PROCESS_BASE,2048,,-1.5995594307916838,0.11758652022185767,False
BALANCED_REP160,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9784016467982177,0.8367988705069884,0.023246280249826896,False
BALANCED_REP160,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,10x 3' v3,PROCESS_BASE,2048,,-0.13530291057158594,0.09414266536593416,False
BALANCED_REP160,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9685147946385421,0.8598358364820716,0.03147472378304931,False
BALANCED_REP160,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,10x 3' v3,PROCESS_BASE,512,,-1.2283087444217897,0.11306486612300903,False
BALANCED_REP160,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,10x 3' v3,PROCESS_PLUS_QUALITY,512,0.8491114880523225,0.4490965964387251,0.054658049063172495,False
BALANCED_REP160,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,10x 3' v3,PROCESS_BASE,2048,,-0.2874307260166713,0.08826749323414267,False
BALANCED_REP160,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9737053823364695,0.9057194352771061,0.020712635381005318,False
BALANCED_REP160,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,10x 3' v3,PROCESS_BASE,2048,,-1.5949194375122784,0.16095893900016162,False
BALANCED_REP160,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9339675092104784,0.718612793387274,0.048494611466398725,False
BALANCED_REP160,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,10x 3' v3,PROCESS_BASE,2048,,-0.4475736213704593,0.09554449256996508,False
BALANCED_REP160,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9367363972631448,0.8317115401742975,0.03259278527163622,False
BALANCED_REP160,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,10x 3' v3,PROCESS_BASE,2048,,-7.426037600199997e-05,0.08643518781681701,False
BALANCED_REP160,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.974218456912716,0.8919729487499212,0.026092282192681143,False
BALANCED_REP160,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,10x 3' v3,PROCESS_BASE,2048,,-0.6606497421544733,0.09904452973033163,False
BALANCED_REP160,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9797433436050041,0.8843442051904706,0.02179996224655671,False
BALANCED_REP160,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,10x 3' v3,PROCESS_BASE,2048,,-2.412590488113684,0.16213991912346878,False
BALANCED_REP160,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.6189775384872839,0.29161833622817623,0.06910011594625474,False
BALANCED_REP160,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,10x 3' v3,PROCESS_BASE,2048,,-0.09297803701829488,0.0770491758141787,False
BALANCED_REP160,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9699995143524145,0.8956714451689617,0.02164535427362726,False
BALANCED_REP160,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,10x 3' v3,PROCESS_BASE,2048,,-0.007206279846143637,0.09291658637844978,False
BALANCED_REP160,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,10x 3' v3,PROCESS_PLUS_QUALITY,2048,0.9747713650962987,0.8908456585896614,0.029104392111970124,False
BALANCED_REP160,HVS::e813d04b-7833-4b02-b14f-0247d6128516,10x 3' v3,PROCESS_BASE,1491,,-0.03194492028400453,0.08231176616779462,False
BALANCED_REP160,HVS::e813d04b-7833-4b02-b14f-0247d6128516,10x 3' v3,PROCESS_PLUS_QUALITY,1491,0.9697198611718171,0.8910439596320137,0.025694769429654297,False
BALANCED_REP160,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,10x 3' v3,PROCESS_BASE,508,,-0.5794460386170377,0.10283595019550033,False
BALANCED_REP160,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,10x 3' v3,PROCESS_PLUS_QUALITY,508,0.8345235603062319,0.3373434307462916,0.0656888589355447,False
BALANCED_REP160,NPH52_exact_source_objects,snRNA-seq,PROCESS_BASE,246,,-0.06006569817629326,0.0633517290068856,True
BALANCED_REP160,NPH52_exact_source_objects,snRNA-seq,PROCESS_PLUS_QUALITY,246,0.8587772029913968,-1.0405733255526948,0.09062846446601264,True
BALANCED_REP160,sea_ad_ang_rna_final_2026,10xMulti,PROCESS_BASE,2048,,-0.02567742873650225,0.12374569926634482,False
BALANCED_REP160,sea_ad_ang_rna_final_2026,10xMulti,PROCESS_PLUS_QUALITY,2048,0.9700571846330374,0.8476337312700188,0.04153819991766912,False
BALANCED_REP160,sea_ad_caudate_rna_all_2025,UNKNOWN / NOT PROVIDED,PROCESS_BASE,2048,,-0.007359803770418782,0.13770171015563457,True
BALANCED_REP160,sea_ad_caudate_rna_all_2025,UNKNOWN / NOT PROVIDED,PROCESS_PLUS_QUALITY,2048,0.9872980371567398,0.8572624821765906,0.04306963725849744,True
BALANCED_REP160,sea_ad_fi_rna_final_2026,10xMulti,PROCESS_BASE,2048,,-0.08447000995039611,0.12034509792074227,False
BALANCED_REP160,sea_ad_fi_rna_final_2026,10xMulti,PROCESS_PLUS_QUALITY,2048,0.9540890559989944,0.8375056395437279,0.04180317903440034,False
BALANCED_REP160,sea_ad_hip_rna_final_2026,10xMulti,PROCESS_BASE,2048,,-0.042843387478709305,0.1217106320609473,False
BALANCED_REP160,sea_ad_hip_rna_final_2026,10xMulti,PROCESS_PLUS_QUALITY,2048,0.9799641037716503,0.8708209631941015,0.037567100233622946,False
BALANCED_REP160,sea_ad_itg_rna_final_2026,10xV3.1_HT,PROCESS_BASE,2048,,-0.0233213764403839,0.10569140657297194,False
BALANCED_REP160,sea_ad_itg_rna_final_2026,10xV3.1_HT,PROCESS_PLUS_QUALITY,2048,0.9870352756055356,0.8939325185396826,0.03303614444354934,False
BALANCED_REP160,sea_ad_lec_rna_final_2026,10xMulti,PROCESS_BASE,2048,,-0.039815241834826764,0.11957742361757372,False
BALANCED_REP160,sea_ad_lec_rna_final_2026,10xMulti,PROCESS_PLUS_QUALITY,2048,0.9788401416345279,0.8748009992029083,0.035222246408802164,False
BALANCED_REP160,sea_ad_mec_rna_final_2026,10Xv3.1,PROCESS_BASE,2048,,-0.01837474112116122,0.11719473853437148,False
BALANCED_REP160,sea_ad_mec_rna_final_2026,10Xv3.1,PROCESS_PLUS_QUALITY,2048,0.9852238760491019,0.8829337896239007,0.035794965171116334,False
BALANCED_REP160,sea_ad_mtg_rna_final_2026,10Xv3.1,PROCESS_BASE,2048,-0.0811971131626211,-0.025457386392989667,0.10057527611130224,False
BALANCED_REP160,sea_ad_mtg_rna_final_2026,10Xv3.1,PROCESS_PLUS_QUALITY,2048,0.9819934353142228,0.8721390268567215,0.03277447083770882,False
BALANCED_REP160,sea_ad_pfc_a9_rna_final_2026,10Xv3.1,PROCESS_BASE,2048,-0.07690556335084246,-0.016741487859101234,0.10930261951074013,False
BALANCED_REP160,sea_ad_pfc_a9_rna_final_2026,10Xv3.1,PROCESS_PLUS_QUALITY,2048,0.98497442915426,0.8939983194310133,0.032398226717340564,False
BALANCED_REP160,sea_ad_stg_rna_final_2026,10xV3.1_HT,PROCESS_BASE,2048,,-0.040517295534184816,0.10165648025847826,False
BALANCED_REP160,sea_ad_stg_rna_final_2026,10xV3.1_HT,PROCESS_PLUS_QUALITY,2048,0.9885565816149907,0.8710489411330835,0.03157732652849072,False
BALANCED_REP160,sea_ad_v1c_rna_final_2026,10xV3.1_HT,PROCESS_BASE,2048,0.15399322443636368,0.01598907935052918,0.09909580405367477,False
BALANCED_REP160,sea_ad_v1c_rna_final_2026,10xV3.1_HT,PROCESS_PLUS_QUALITY,2048,0.9836416335890613,0.8942125760124529,0.03208626676766259,False
