basis,holdout_type,holdout_id,heldout_matrices,status,shared_label_count,n_queries,n_queries_excluded_incompatible_label,balanced_accuracy,macro_f1,neighbor_purity,median_nearest_support_distance,median_canonical_correlation,reference_norm_median,query_norm_median,median_norm_shift,mean_coordinate_variance_ratio
BALANCED_REP160,dataset_id,sea_ad_caudate_rna_all_2025,1,not_identifiable_incompatible_label_vocabularies,0,0,128,,,,0.42465752363204956,0.999597430229187,19.984046936035156,16.64887046813965,-3.335176467895508,0.5511835813522339
BALANCED_REP160,dataset_id,sea_ad_fi_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9953125,0.24646568298339844,0.9992756843566895,19.988685607910156,21.24913787841797,1.2604522705078125,0.7544225454330444
BALANCED_REP160,dataset_id,sea_ad_hip_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.9791666666666666,0.9860110658732645,0.9901041666666667,0.3108291029930115,0.9994410276412964,19.954917907714844,21.07038688659668,1.115468978881836,0.7277554273605347
BALANCED_REP160,dataset_id,sea_ad_itg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9984375000000001,0.21672016382217407,0.9995248317718506,20.131568908691406,19.894927978515625,-0.23664093017578125,0.547569751739502
BALANCED_REP160,dataset_id,sea_ad_lec_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.9731060606060606,0.9614978498277305,0.9651041666666667,0.37880435585975647,0.9993888139724731,20.092491149902344,20.512409210205078,0.4199180603027344,0.8335478901863098
BALANCED_REP160,dataset_id,sea_ad_mec_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,1.0,0.2739999294281006,0.9994058609008789,20.032703399658203,20.50082778930664,0.4681243896484375,0.6984494924545288
BALANCED_REP160,dataset_id,sea_ad_mtg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9984375000000001,0.24000956118106842,0.9994979500770569,20.079891204833984,20.510417938232422,0.4305267333984375,0.6157625317573547
BALANCED_REP160,dataset_id,sea_ad_pfc_a9_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9984375,0.23271869122982025,0.9995099902153015,20.09685516357422,20.237899780273438,0.14104461669921875,0.6141839623451233
BALANCED_REP160,dataset_id,sea_ad_stg_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,1.0,1.0,0.9984375,0.22732797265052795,0.9995945692062378,20.15283203125,19.826519012451172,-0.3263130187988281,0.5490538477897644
BALANCED_REP160,dataset_id,sea_ad_v1c_rna_final_2026,1,identifiable_shared_label_vocabulary,3,128,0,0.99625468164794,0.9873640726565823,0.990625,0.29863786697387695,0.9995166063308716,20.166488647460938,20.170005798339844,0.00351715087890625,0.6511243581771851
