run_id,condition,target,target_alias,n_donors,pooled_oof_spearman,pooled_oof_pearson,r2,mae,rmse,official_module_target_spearman,delta_vs_module_mean_baseline,trust_status
stage27c_non_graph_rescue,module_plus_residual_ridge,Iba1,percent Iba1 positive area_Grey matter,84,0.05230333097094259,0.016158251082854437,-0.18382317946911209,0.36473720222271705,0.47830292176273936,0.0291181532854105,0.02318517768553209,module_reproduction_passed
stage27c_non_graph_rescue,module_plus_residual_ridge,NeuN,percent NeuN positive area_Grey matter,84,0.4486989976713577,0.49139014787411844,0.21957374656664075,0.39729883250883635,0.48306872206420126,0.405770983092032,0.04292801457932566,module_reproduction_passed
stage27c_non_graph_rescue,module_ridge,6e10/Aβ,percent 6e10 positive area_Grey matter,84,0.3267793864533765,0.3255556865310878,0.10350327623688427,0.5882562835703113,0.6939639106786586,0.3267793864533765,0.0,module_reproduction_passed
stage27c_non_graph_rescue,module_ridge,AT8,percent AT8 positive area_Grey matter,84,0.5417434443656981,0.6695784261298133,0.4467223725579884,0.34024277011831083,0.43145486215537093,0.5417434443656981,0.0,module_reproduction_passed
stage27c_non_graph_rescue,module_ridge,GFAP,percent GFAP positive area_Grey matter,84,0.2607876885694037,0.22860790578721307,0.04206547005791095,0.5079478588200631,0.6094340079582222,0.2607876885694037,0.0,module_reproduction_passed
stage27c_non_graph_rescue,module_ridge,Iba1,percent Iba1 positive area_Grey matter,84,0.029118153285410554,-0.03398128556792194,-0.08971408609529341,0.35645826492788857,0.45889771644311844,0.0291181532854105,5.204170427930421e-17,module_reproduction_passed
stage27c_non_graph_rescue,module_ridge,NeuN,percent NeuN positive area_Grey matter,84,0.405770983092032,0.42258626113394765,0.16465059438125484,0.4057524227490763,0.499777922238183,0.405770983092032,0.0,module_reproduction_passed
stage27c_non_graph_rescue,stacked_linear_fusion,6e10/Aβ,percent 6e10 positive area_Grey matter,84,0.1833552698187709,0.11589621944832317,0.01134532002032873,0.618405327102999,0.7287605343291681,0.3267793864533765,-0.1434241166346056,module_reproduction_passed
stage27c_non_graph_rescue,stacked_linear_fusion,AT8,percent AT8 positive area_Grey matter,84,0.5309911916573858,0.6454390292895945,0.412552450883402,0.3593267074475075,0.4445784025260359,0.5417434443656981,-0.01075225270831226,module_reproduction_passed
stage27c_non_graph_rescue,stacked_linear_fusion,GFAP,percent GFAP positive area_Grey matter,84,0.16456413890857546,0.10476272981124511,0.0044488858836969625,0.5191831150150176,0.6212845482146765,0.2607876885694037,-0.09622354966082824,module_reproduction_passed
stage27c_non_graph_rescue,stacked_linear_fusion,Iba1,percent Iba1 positive area_Grey matter,84,-0.3027032499746887,-0.3344169047299503,-0.0836450305407701,0.36491968570060695,0.4576180393203734,0.0291181532854105,-0.33182140326009923,module_reproduction_passed
stage27c_non_graph_rescue,stacked_linear_fusion,NeuN,percent NeuN positive area_Grey matter,84,0.43867571124835475,0.46270930702328833,0.2139698834526178,0.3992376256362895,0.4847999611431851,0.405770983092032,0.03290472815632273,module_reproduction_passed
stage27c_non_graph_rescue,tiny_late_fusion_mlp,6e10/Aβ,percent 6e10 positive area_Grey matter,84,0.190199453275286,0.14771360606332481,-0.044129599066853764,0.6165532531710911,0.748927427917322,0.3267793864533765,-0.1365799331780905,module_reproduction_passed
stage27c_non_graph_rescue,tiny_late_fusion_mlp,AT8,percent AT8 positive area_Grey matter,84,0.31442745773008,0.3370722297483585,0.058074269366604425,0.46569920188535346,0.5629530069753539,0.5417434443656981,-0.22731598663561808,module_reproduction_passed
stage27c_non_graph_rescue,tiny_late_fusion_mlp,GFAP,percent GFAP positive area_Grey matter,84,0.09039181937835375,0.047549485241528765,-0.0931398950767941,0.5255084912211239,0.6510234668231449,0.2607876885694037,-0.17039586919104996,module_reproduction_passed
stage27c_non_graph_rescue,tiny_late_fusion_mlp,Iba1,percent Iba1 positive area_Grey matter,84,-0.11045864128784044,-0.1123402577445295,-0.14965511974458323,0.38112085183199074,0.4713498823534836,0.0291181532854105,-0.13957679457325095,module_reproduction_passed
stage27c_non_graph_rescue,tiny_late_fusion_mlp,NeuN,percent NeuN positive area_Grey matter,84,0.4160777564037663,0.44868890496854513,0.19081508768405153,0.402391592732753,0.49188872913302023,0.405770983092032,0.010306773311734296,module_reproduction_passed
stage27c_non_graph_rescue,tiny_module_mlp,6e10/Aβ,percent 6e10 positive area_Grey matter,84,0.12068441834565151,0.16088074679651895,-0.02417188801887593,0.6275826616857636,0.7417353166485774,0.3267793864533765,-0.20609496810772499,module_reproduction_passed
stage27c_non_graph_rescue,tiny_module_mlp,AT8,percent AT8 positive area_Grey matter,84,0.26297991257619074,0.33428311840303787,0.10920244276812463,0.44649538252454085,0.5474611704645516,0.5417434443656981,-0.27876353178950736,module_reproduction_passed
stage27c_non_graph_rescue,tiny_module_mlp,GFAP,percent GFAP positive area_Grey matter,84,0.12511896324794977,0.12559667260870366,-0.048525162393966426,0.5281165944452685,0.6375998404598936,0.2607876885694037,-0.13566872532145394,module_reproduction_passed
stage27c_non_graph_rescue,tiny_module_mlp,Iba1,percent Iba1 positive area_Grey matter,84,0.07265363976916069,0.040488453644968274,-0.15622609212357053,0.35831486484954633,0.4726949874972294,0.0291181532854105,0.043535486483750184,module_reproduction_passed
stage27c_non_graph_rescue,tiny_module_mlp,NeuN,percent NeuN positive area_Grey matter,84,0.41536903918193785,0.42521249123625854,0.17999050391966587,0.3992839429453472,0.4951678326876256,0.405770983092032,0.009598056089905826,module_reproduction_passed
