model,target,module,perturbation,intervention,n_genes_perturbed,genes,mean_delta_model_scale,mean_delta_raw_scale,median_delta_raw_scale,abs_mean_delta_raw_scale,n_donors,n_cells,source_file,target_short,effect_direction
upgrade_fine_08,percent 6e10 positive area_Grey matter,complement,complement,global_mean,9,C1QA;C1QB;C1QC;C3;C4A;C4B;CFH;SERPING1;VSIG4,-0.0084210960194468,-0.0213749669492244,-0.0209507942199707,0.0213749669492244,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_6e10.csv,A beta/6e10,down
upgrade_fine_08,percent 6e10 positive area_Grey matter,lysosome_phagocytosis,lysosome_phagocytosis,global_mean,10,CD68;CTSB;CTSD;CTSS;FCGR3A;LAMP1;LAMP2;LAPTM5;MERTK;NPC2,-0.0082958471029996,-0.0212994199246168,-0.0189189910888671,0.0212994199246168,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_6e10.csv,A beta/6e10,down
upgrade_fine_08,percent 6e10 positive area_Grey matter,inflammatory_signaling,inflammatory_signaling,global_mean,11,CCL2;CCL3;CCL4;CXCL8;IL18;IL1B;IL27RA;IL6;NFKBIA;TNF;TNFRSF11B,-0.0059517039917409,-0.0150324422866106,-0.0146231651306152,0.0150324422866106,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_6e10.csv,A beta/6e10,down
upgrade_fine_08,percent 6e10 positive area_Grey matter,senescence_stress,senescence_stress,global_mean,10,CDKN1A;CDKN2A;DDIT3;FOS;GADD45A;HSP90AA1;HSPA1A;HSPA1B;JUN;SERPINE1,-0.0037909164093434,-0.0096850777044892,-0.0082297325134277,0.0096850777044892,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_6e10.csv,A beta/6e10,down
upgrade_fine_08,percent 6e10 positive area_Grey matter,homeostatic_microglia,homeostatic_microglia,global_mean,10,CSF1R;CX3CR1;GPR34;HEXB;OLFML3;P2RY12;P2RY13;SALL1;SELPLG;TMEM119,-0.003077523317188,-0.0077305678278207,-0.0084277391433715,0.0077305678278207,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_6e10.csv,A beta/6e10,down
upgrade_fine_08,percent 6e10 positive area_Grey matter,lipid_metabolism,lipid_metabolism,global_mean,9,ABCA1;ABCA7;APOE;CLU;LPL;MSR1;PLCG2;SORL1;TREM2,-0.0006700413650833,-0.0017666717758402,-0.0010572671890258,0.0017666717758402,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_6e10.csv,A beta/6e10,down
upgrade_fine_08,percent GFAP positive area_Grey matter,homeostatic_microglia,homeostatic_microglia,global_mean,10,CSF1R;CX3CR1;GPR34;HEXB;OLFML3;P2RY12;P2RY13;SALL1;SELPLG;TMEM119,0.016489390283823,0.0974610671401023,0.0803291797637939,0.0974610671401023,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,up
upgrade_fine_08,percent GFAP positive area_Grey matter,lysosome_phagocytosis,lysosome_phagocytosis,global_mean,10,CD68;CTSB;CTSD;CTSS;FCGR3A;LAMP1;LAMP2;LAPTM5;MERTK;NPC2,0.0141573874279856,0.0829115360975265,0.0702385902404785,0.0829115360975265,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,up
upgrade_fine_08,percent GFAP positive area_Grey matter,lipid_metabolism,lipid_metabolism,global_mean,9,ABCA1;ABCA7;APOE;CLU;LPL;MSR1;PLCG2;SORL1;TREM2,0.0131737040355801,0.078498899936676,0.0673079490661621,0.078498899936676,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,up
upgrade_fine_08,percent GFAP positive area_Grey matter,senescence_stress,senescence_stress,global_mean,10,CDKN1A;CDKN2A;DDIT3;FOS;GADD45A;HSP90AA1;HSPA1A;HSPA1B;JUN;SERPINE1,0.0108247697353363,0.0635551214218139,0.056020975112915,0.0635551214218139,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,up
upgrade_fine_08,percent GFAP positive area_Grey matter,disease_associated_microglia,disease_associated_microglia,global_mean,13,APOE;AXL;CD9;CLEC7A;CST7;CTSD;GPNMB;ITGAX;LGALS3;LPL;SPP1;TREM2;TYROBP,0.0085993194952607,0.0497753694653511,0.0406985282897949,0.0497753694653511,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,up
upgrade_fine_08,percent GFAP positive area_Grey matter,plaque_response,plaque_response,global_mean,12,APOE;AXL;CLEC7A;CST7;CTSD;GPNMB;ITGAX;LGALS3;LPL;SPP1;TREM2;TYROBP,0.0082723340019583,0.0478520505130291,0.0387492179870605,0.0478520505130291,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,up
upgrade_fine_08,percent GFAP positive area_Grey matter,antigen_presentation,antigen_presentation,global_mean,10,B2M;CD74;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;TAP1;TAP2,0.0044385395012795,0.0240834504365921,0.022252082824707,0.0240834504365921,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,up
upgrade_fine_08,percent GFAP positive area_Grey matter,vascular_barrier_myeloid,vascular_barrier_myeloid,global_mean,10,C1QA;C1QB;C1QC;CD163;F13A1;LYVE1;MARCO;MERTK;MRC1;MSR1,0.0025491160340607,0.012529875151813,0.0196599960327148,0.012529875151813,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,up
upgrade_fine_08,percent GFAP positive area_Grey matter,complement,complement,global_mean,9,C1QA;C1QB;C1QC;C3;C4A;C4B;CFH;SERPING1;VSIG4,-0.0014524133875966,-0.0099196350201964,-0.0062017440795898,0.0099196350201964,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,down
upgrade_fine_08,percent GFAP positive area_Grey matter,inflammatory_signaling,inflammatory_signaling,global_mean,11,CCL2;CCL3;CCL4;CXCL8;IL18;IL1B;IL27RA;IL6;NFKBIA;TNF;TNFRSF11B,-0.0003642439842224,-0.0029312798287719,0.000251293182373,0.0029312798287719,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_gfap.csv,GFAP,down
upgrade_fine_08,percent Iba1 positive area_Grey matter,lysosome_phagocytosis,lysosome_phagocytosis,global_mean,10,CD68;CTSB;CTSD;CTSS;FCGR3A;LAMP1;LAMP2;LAPTM5;MERTK;NPC2,0.0093723554164171,0.0380447097122669,0.0326689481735229,0.0380447097122669,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,lipid_metabolism,lipid_metabolism,global_mean,9,ABCA1;ABCA7;APOE;CLU;LPL;MSR1;PLCG2;SORL1;TREM2,0.0084319720044732,0.0349079556763172,0.0309464931488037,0.0349079556763172,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,homeostatic_microglia,homeostatic_microglia,global_mean,10,CSF1R;CX3CR1;GPR34;HEXB;OLFML3;P2RY12;P2RY13;SALL1;SELPLG;TMEM119,0.0068418844603002,0.0280400291085243,0.0240294933319091,0.0280400291085243,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,disease_associated_microglia,disease_associated_microglia,global_mean,13,APOE;AXL;CD9;CLEC7A;CST7;CTSD;GPNMB;ITGAX;LGALS3;LPL;SPP1;TREM2;TYROBP,0.0068697859533131,0.0274810101836919,0.0255041122436523,0.0274810101836919,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,plaque_response,plaque_response,global_mean,12,APOE;AXL;CLEC7A;CST7;CTSD;GPNMB;ITGAX;LGALS3;LPL;SPP1;TREM2;TYROBP,0.0067553399130702,0.0270134974271059,0.0248746871948242,0.0270134974271059,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,senescence_stress,senescence_stress,global_mean,10,CDKN1A;CDKN2A;DDIT3;FOS;GADD45A;HSP90AA1;HSPA1A;HSPA1B;JUN;SERPINE1,0.005500363651663,0.0227465908974409,0.0245254039764404,0.0227465908974409,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,complement,complement,global_mean,9,C1QA;C1QB;C1QC;C3;C4A;C4B;CFH;SERPING1;VSIG4,0.0040884176269173,0.0164420437067747,0.0153322219848632,0.0164420437067747,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,vascular_barrier_myeloid,vascular_barrier_myeloid,global_mean,10,C1QA;C1QB;C1QC;CD163;F13A1;LYVE1;MARCO;MERTK;MRC1;MSR1,0.0038659870624542,0.0148375462740659,0.0110135078430175,0.0148375462740659,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,antigen_presentation,antigen_presentation,global_mean,10,B2M;CD74;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;TAP1;TAP2,0.0029673655517399,0.0108487522229552,0.0122764110565185,0.0108487522229552,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,up
upgrade_fine_08,percent Iba1 positive area_Grey matter,inflammatory_signaling,inflammatory_signaling,global_mean,11,CCL2;CCL3;CCL4;CXCL8;IL18;IL1B;IL27RA;IL6;NFKBIA;TNF;TNFRSF11B,-7.73725059843855e-06,-0.0004890901618637,-0.0002624988555908,0.0004890901618637,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_iba1.csv,Iba1,down
upgrade_fine_08,percent NeuN positive area_Grey matter,lysosome_phagocytosis,lysosome_phagocytosis,global_mean,10,CD68;CTSB;CTSD;CTSS;FCGR3A;LAMP1;LAMP2;LAPTM5;MERTK;NPC2,0.0261359717696905,0.0923472046852111,0.0830235481262207,0.0923472046852111,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,plaque_response,plaque_response,global_mean,12,APOE;AXL;CLEC7A;CST7;CTSD;GPNMB;ITGAX;LGALS3;LPL;SPP1;TREM2;TYROBP,0.0242568533867597,0.0866793319582939,0.0724046230316162,0.0866793319582939,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,disease_associated_microglia,disease_associated_microglia,global_mean,13,APOE;AXL;CD9;CLEC7A;CST7;CTSD;GPNMB;ITGAX;LGALS3;LPL;SPP1;TREM2;TYROBP,0.0240119267255067,0.0858040302991867,0.0716235637664794,0.0858040302991867,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,antigen_presentation,antigen_presentation,global_mean,10,B2M;CD74;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;TAP1;TAP2,0.0223783887922763,0.0806358233094215,0.0740259885787963,0.0806358233094215,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,senescence_stress,senescence_stress,global_mean,10,CDKN1A;CDKN2A;DDIT3;FOS;GADD45A;HSP90AA1;HSPA1A;HSPA1B;JUN;SERPINE1,0.0186450071632862,0.0659310966730117,0.0640792846679687,0.0659310966730117,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,homeostatic_microglia,homeostatic_microglia,global_mean,10,CSF1R;CX3CR1;GPR34;HEXB;OLFML3;P2RY12;P2RY13;SALL1;SELPLG;TMEM119,0.0175915751606225,0.0620566606521606,0.0572463274002075,0.0620566606521606,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,vascular_barrier_myeloid,vascular_barrier_myeloid,global_mean,10,C1QA;C1QB;C1QC;CD163;F13A1;LYVE1;MARCO;MERTK;MRC1;MSR1,0.0172140561044216,0.0610408782958984,0.0553679466247558,0.0610408782958984,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,lipid_metabolism,lipid_metabolism,global_mean,9,ABCA1;ABCA7;APOE;CLU;LPL;MSR1;PLCG2;SORL1;TREM2,0.0146664548665285,0.0518771409988403,0.0479152202606201,0.0518771409988403,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,complement,complement,global_mean,9,C1QA;C1QB;C1QC;C3;C4A;C4B;CFH;SERPING1;VSIG4,0.0121772037819027,0.0434654280543327,0.0399606227874755,0.0434654280543327,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
upgrade_fine_08,percent NeuN positive area_Grey matter,inflammatory_signaling,inflammatory_signaling,global_mean,11,CCL2;CCL3;CCL4;CXCL8;IL18;IL1B;IL27RA;IL6;NFKBIA;TNF;TNFRSF11B,0.0057411668822169,0.0201824512332677,0.0182137489318847,0.0201824512332677,84,11666,results\tables\v2_1_upgrade_fine_08_module_counterfactual_neun.csv,NeuN,up
