model,latent_dim,latent_factor,module,correlation,abs_correlation
fine_bridge_06,8,z_8,vascular_barrier_myeloid,-0.33189102064565734,0.33189102064565734
fine_bridge_06,8,z_8,synapse_pruning,-0.31311544681278725,0.31311544681278725
fine_bridge_06,9,z_9,lysosome_phagocytosis,0.43301132039318885,0.43301132039318885
fine_bridge_06,9,z_9,vascular_barrier_myeloid,0.3314437401704464,0.3314437401704464
fine_bridge_06,9,z_9,synapse_pruning,0.3136450988053952,0.3136450988053952
fine_bridge_06,10,z_10,lysosome_phagocytosis,-0.43174286782772037,0.43174286782772037
fine_bridge_06,10,z_10,vascular_barrier_myeloid,-0.33072943544017575,0.33072943544017575
fine_bridge_06,10,z_10,synapse_pruning,-0.31183660881315306,0.31183660881315306
fine_bridge_06,11,z_11,lysosome_phagocytosis,-0.4344064700428023,0.4344064700428023
fine_bridge_06,11,z_11,vascular_barrier_myeloid,-0.3325525089730333,0.3325525089730333
fine_bridge_06,11,z_11,synapse_pruning,-0.31437584832140497,0.31437584832140497
fine_bridge_06,12,z_12,lysosome_phagocytosis,0.43311237608324377,0.43311237608324377
fine_bridge_06,12,z_12,vascular_barrier_myeloid,0.33184617776235525,0.33184617776235525
fine_bridge_06,12,z_12,synapse_pruning,0.3123659369346704,0.3123659369346704
fine_bridge_06,13,z_13,lysosome_phagocytosis,0.4369166778339187,0.4369166778339187
fine_bridge_06,13,z_13,vascular_barrier_myeloid,0.3354859189380461,0.3354859189380461
fine_bridge_06,13,z_13,synapse_pruning,0.31882743683050324,0.31882743683050324
fine_bridge_06,14,z_14,lysosome_phagocytosis,-0.4287156217066914,0.4287156217066914
fine_bridge_06,14,z_14,vascular_barrier_myeloid,-0.32874372819255304,0.32874372819255304
fine_bridge_06,14,z_14,synapse_pruning,-0.30671831081515494,0.30671831081515494
fine_bridge_06,15,z_15,lysosome_phagocytosis,-0.43447528981311473,0.43447528981311473
fine_bridge_06,15,z_15,vascular_barrier_myeloid,-0.3333931331615651,0.3333931331615651
fine_bridge_06,15,z_15,synapse_pruning,-0.3147140108522956,0.3147140108522956
fine_bridge_06,16,z_16,lysosome_phagocytosis,-0.43205940542868326,0.43205940542868326
fine_bridge_06,16,z_16,vascular_barrier_myeloid,-0.33051907908394706,0.33051907908394706
fine_bridge_06,16,z_16,synapse_pruning,-0.3118951782013587,0.3118951782013587
fine_bridge_06,17,z_17,lysosome_phagocytosis,-0.4311599409706126,0.4311599409706126
fine_bridge_06,17,z_17,vascular_barrier_myeloid,-0.3303634630865988,0.3303634630865988
fine_bridge_06,17,z_17,synapse_pruning,-0.31037365203802575,0.31037365203802575
fine_bridge_06,18,z_18,lysosome_phagocytosis,-0.433138332590881,0.433138332590881
fine_bridge_06,18,z_18,vascular_barrier_myeloid,-0.3310066868134737,0.3310066868134737
fine_bridge_06,18,z_18,synapse_pruning,-0.31336371211458114,0.31336371211458114
fine_bridge_06,19,z_19,lysosome_phagocytosis,0.43356519273815397,0.43356519273815397
fine_bridge_06,19,z_19,vascular_barrier_myeloid,0.33192578498986897,0.33192578498986897
fine_bridge_06,19,z_19,synapse_pruning,0.3131446116656733,0.3131446116656733
fine_bridge_06,20,z_20,lysosome_phagocytosis,0.39729419190172655,0.39729419190172655
fine_bridge_06,20,z_20,vascular_barrier_myeloid,0.29188805221151604,0.29188805221151604
fine_bridge_06,20,z_20,synapse_pruning,0.26152636683944497,0.26152636683944497
fine_bridge_06,21,z_21,lysosome_phagocytosis,-0.43643328779446805,0.43643328779446805
fine_bridge_06,21,z_21,vascular_barrier_myeloid,-0.333713285825608,0.333713285825608
fine_bridge_06,21,z_21,synapse_pruning,-0.32070469754722186,0.32070469754722186
fine_bridge_06,22,z_22,lysosome_phagocytosis,-0.4329363117687796,0.4329363117687796
fine_bridge_06,22,z_22,vascular_barrier_myeloid,-0.3311882173338856,0.3311882173338856
fine_bridge_06,22,z_22,synapse_pruning,-0.312970960541672,0.312970960541672
fine_bridge_06,23,z_23,lysosome_phagocytosis,0.43283731989582935,0.43283731989582935
fine_bridge_06,23,z_23,vascular_barrier_myeloid,0.3310179581084305,0.3310179581084305
fine_bridge_06,23,z_23,synapse_pruning,0.31329608443011914,0.31329608443011914
fine_bridge_06,24,z_24,lysosome_phagocytosis,-0.43172604255737884,0.43172604255737884
fine_bridge_06,24,z_24,vascular_barrier_myeloid,-0.33058098673402053,0.33058098673402053
fine_bridge_06,24,z_24,synapse_pruning,-0.31233961818430767,0.31233961818430767
fine_bridge_06,25,z_25,lysosome_phagocytosis,0.4366383665012748,0.4366383665012748
fine_bridge_06,25,z_25,vascular_barrier_myeloid,0.33389760572229976,0.33389760572229976
fine_bridge_06,25,z_25,synapse_pruning,0.31834108420286206,0.31834108420286206
fine_bridge_06,26,z_26,lysosome_phagocytosis,0.43390703230802846,0.43390703230802846
fine_bridge_06,26,z_26,vascular_barrier_myeloid,0.33245395587619264,0.33245395587619264
fine_bridge_06,26,z_26,synapse_pruning,0.3131880972972425,0.3131880972972425
fine_bridge_06,27,z_27,lysosome_phagocytosis,0.4184315638888216,0.4184315638888216
fine_bridge_06,27,z_27,vascular_barrier_myeloid,0.3225722719539564,0.3225722719539564
fine_bridge_06,27,z_27,complement,0.2997079809237347,0.2997079809237347
fine_bridge_06,28,z_28,senescence_stress,-0.1209837471395811,0.1209837471395811
fine_bridge_06,28,z_28,antigen_presentation,-0.11315424895699538,0.11315424895699538
fine_bridge_06,28,z_28,disease_associated_microglia,-0.07768100212796387,0.07768100212796387
fine_bridge_06,29,z_29,lysosome_phagocytosis,0.43258918655648165,0.43258918655648165
fine_bridge_06,29,z_29,vascular_barrier_myeloid,0.33111029313963114,0.33111029313963114
fine_bridge_06,29,z_29,synapse_pruning,0.31301361184696563,0.31301361184696563
fine_bridge_06,30,z_30,lysosome_phagocytosis,0.42794822382456515,0.42794822382456515
fine_bridge_06,30,z_30,vascular_barrier_myeloid,0.3273795897546855,0.3273795897546855
fine_bridge_06,30,z_30,synapse_pruning,0.307886977482077,0.307886977482077
fine_bridge_06,31,z_31,lysosome_phagocytosis,-0.43224155692395033,0.43224155692395033
fine_bridge_06,31,z_31,vascular_barrier_myeloid,-0.33074156955921535,0.33074156955921535
fine_bridge_06,31,z_31,synapse_pruning,-0.31166765492546145,0.31166765492546145
fine_bridge_06,32,z_32,lysosome_phagocytosis,-0.43377358970700075,0.43377358970700075
fine_bridge_06,32,z_32,vascular_barrier_myeloid,-0.33213937634370644,0.33213937634370644
fine_bridge_06,32,z_32,synapse_pruning,-0.3135297947073877,0.3135297947073877
fine_bridge_06,33,z_33,lysosome_phagocytosis,0.437649446820918,0.437649446820918
fine_bridge_06,33,z_33,vascular_barrier_myeloid,0.33350146449321094,0.33350146449321094
fine_bridge_06,33,z_33,synapse_pruning,0.32642717858720227,0.32642717858720227
fine_bridge_06,34,z_34,lysosome_phagocytosis,0.4348584055376192,0.4348584055376192
fine_bridge_06,34,z_34,vascular_barrier_myeloid,0.33258166839827175,0.33258166839827175
fine_bridge_06,34,z_34,synapse_pruning,0.31545651000442126,0.31545651000442126
fine_bridge_06,35,z_35,lysosome_phagocytosis,-0.4324983702316471,0.4324983702316471
fine_bridge_06,35,z_35,vascular_barrier_myeloid,-0.3312013975694664,0.3312013975694664
fine_bridge_06,35,z_35,synapse_pruning,-0.31459135969846075,0.31459135969846075
fine_bridge_06,36,z_36,lysosome_phagocytosis,0.43299612223063155,0.43299612223063155
fine_bridge_06,36,z_36,vascular_barrier_myeloid,0.33110712100307405,0.33110712100307405
fine_bridge_06,36,z_36,synapse_pruning,0.3135803910864482,0.3135803910864482
fine_bridge_06,37,z_37,lysosome_phagocytosis,-0.43431975691449265,0.43431975691449265
fine_bridge_06,37,z_37,vascular_barrier_myeloid,-0.3329634359518431,0.3329634359518431
fine_bridge_06,37,z_37,synapse_pruning,-0.3142657104441277,0.3142657104441277
fine_bridge_06,38,z_38,lysosome_phagocytosis,0.4362183089000691,0.4362183089000691
fine_bridge_06,38,z_38,vascular_barrier_myeloid,0.3339138596442631,0.3339138596442631
fine_bridge_06,38,z_38,synapse_pruning,0.31782562792872193,0.31782562792872193
fine_bridge_06,39,z_39,lysosome_phagocytosis,-0.4222897361532397,0.4222897361532397
fine_bridge_06,39,z_39,vascular_barrier_myeloid,-0.3280663480885144,0.3280663480885144
fine_bridge_06,39,z_39,complement,-0.30527941510465467,0.30527941510465467
fine_bridge_06,40,z_40,oxidative_stress,-0.15592767136336277,0.15592767136336277
fine_bridge_06,40,z_40,at8_associated_first_pass,-0.13180439254156423,0.13180439254156423
fine_bridge_06,40,z_40,lysosome_phagocytosis,-0.11988076163900384,0.11988076163900384
fine_bridge_06,41,z_41,lysosome_phagocytosis,0.4317969373670066,0.4317969373670066
fine_bridge_06,41,z_41,vascular_barrier_myeloid,0.3308366036075671,0.3308366036075671
fine_bridge_06,41,z_41,synapse_pruning,0.3124000117948852,0.3124000117948852
fine_bridge_06,42,z_42,lysosome_phagocytosis,-0.43597478021981734,0.43597478021981734
fine_bridge_06,42,z_42,vascular_barrier_myeloid,-0.3336068150580917,0.3336068150580917
fine_bridge_06,42,z_42,synapse_pruning,-0.31769560881070974,0.31769560881070974
fine_bridge_06,43,z_43,lysosome_phagocytosis,0.42942315428150757,0.42942315428150757
fine_bridge_06,43,z_43,vascular_barrier_myeloid,0.3282797155836636,0.3282797155836636
fine_bridge_06,43,z_43,synapse_pruning,0.3116027411382198,0.3116027411382198
fine_bridge_06,44,z_44,lysosome_phagocytosis,0.4324959758616869,0.4324959758616869
fine_bridge_06,44,z_44,vascular_barrier_myeloid,0.3310076379857519,0.3310076379857519
fine_bridge_06,44,z_44,synapse_pruning,0.3121742836978867,0.3121742836978867
fine_bridge_06,45,z_45,lysosome_phagocytosis,0.4344680011176302,0.4344680011176302
fine_bridge_06,45,z_45,vascular_barrier_myeloid,0.33224214344042424,0.33224214344042424
fine_bridge_06,45,z_45,synapse_pruning,0.31441801022605004,0.31441801022605004
fine_bridge_06,46,z_46,lysosome_phagocytosis,-0.4263683073255597,0.4263683073255597
fine_bridge_06,46,z_46,vascular_barrier_myeloid,-0.3266068963972057,0.3266068963972057
fine_bridge_06,46,z_46,synapse_pruning,-0.3041972452259163,0.3041972452259163
fine_bridge_06,47,z_47,lysosome_phagocytosis,-0.43210307099482825,0.43210307099482825
fine_bridge_06,47,z_47,vascular_barrier_myeloid,-0.33059934287793663,0.33059934287793663
fine_bridge_06,47,z_47,synapse_pruning,-0.3120233216801898,0.3120233216801898
fine_bridge_06,48,z_48,lysosome_phagocytosis,-0.4331495750674562,0.4331495750674562
fine_bridge_06,48,z_48,vascular_barrier_myeloid,-0.33107462477593014,0.33107462477593014
fine_bridge_06,48,z_48,synapse_pruning,-0.3130660093484859,0.3130660093484859
fine_bridge_06,49,z_49,lysosome_phagocytosis,-0.3375851777930883,0.3375851777930883
fine_bridge_06,49,z_49,vascular_barrier_myeloid,-0.2590304801056441,0.2590304801056441
fine_bridge_06,49,z_49,synapse_pruning,-0.1988865980750896,0.1988865980750896
fine_bridge_06,50,z_50,lysosome_phagocytosis,0.43348246135990937,0.43348246135990937
fine_bridge_06,50,z_50,vascular_barrier_myeloid,0.3319862955145342,0.3319862955145342
fine_bridge_06,50,z_50,synapse_pruning,0.31216982286133704,0.31216982286133704
fine_bridge_06,51,z_51,lysosome_phagocytosis,0.43713061273532483,0.43713061273532483
fine_bridge_06,51,z_51,vascular_barrier_myeloid,0.33480519882657994,0.33480519882657994
fine_bridge_06,51,z_51,synapse_pruning,0.3169151485786315,0.3169151485786315
fine_bridge_06,52,z_52,lysosome_phagocytosis,-0.43172324521734423,0.43172324521734423
fine_bridge_06,52,z_52,vascular_barrier_myeloid,-0.33007067129571466,0.33007067129571466
fine_bridge_06,52,z_52,synapse_pruning,-0.31206137896379216,0.31206137896379216
fine_bridge_06,53,z_53,lysosome_phagocytosis,-0.4323786165743264,0.4323786165743264
fine_bridge_06,53,z_53,vascular_barrier_myeloid,-0.33191961237151113,0.33191961237151113
fine_bridge_06,53,z_53,synapse_pruning,-0.31225303220717243,0.31225303220717243
fine_bridge_06,54,z_54,lysosome_phagocytosis,0.4254554593016652,0.4254554593016652
fine_bridge_06,54,z_54,vascular_barrier_myeloid,0.3254742748298645,0.3254742748298645
fine_bridge_06,54,z_54,synapse_pruning,0.30476018628688367,0.30476018628688367
fine_bridge_06,55,z_55,lysosome_phagocytosis,0.43368002187500626,0.43368002187500626
fine_bridge_06,55,z_55,vascular_barrier_myeloid,0.3321343554597174,0.3321343554597174
fine_bridge_06,55,z_55,synapse_pruning,0.3135704200751531,0.3135704200751531
fine_bridge_06,56,z_56,lysosome_phagocytosis,0.43133101269818463,0.43133101269818463
fine_bridge_06,56,z_56,vascular_barrier_myeloid,0.3312187677689468,0.3312187677689468
fine_bridge_06,56,z_56,synapse_pruning,0.31223108161607693,0.31223108161607693
fine_bridge_06,57,z_57,lysosome_phagocytosis,0.43272462848315496,0.43272462848315496
fine_bridge_06,57,z_57,vascular_barrier_myeloid,0.3315970502140446,0.3315970502140446
fine_bridge_06,57,z_57,synapse_pruning,0.3121729565799573,0.3121729565799573
fine_bridge_06,58,z_58,lysosome_phagocytosis,-0.43012173936845227,0.43012173936845227
fine_bridge_06,58,z_58,vascular_barrier_myeloid,-0.329273971942572,0.329273971942572
fine_bridge_06,58,z_58,synapse_pruning,-0.31180307013405645,0.31180307013405645
fine_bridge_06,59,z_59,lysosome_phagocytosis,-0.4317879741319202,0.4317879741319202
fine_bridge_06,59,z_59,vascular_barrier_myeloid,-0.3306079775077834,0.3306079775077834
fine_bridge_06,59,z_59,synapse_pruning,-0.3128883752324028,0.3128883752324028
fine_bridge_06,60,z_60,lysosome_phagocytosis,-0.43391123268372755,0.43391123268372755
fine_bridge_06,60,z_60,vascular_barrier_myeloid,-0.33249567607991215,0.33249567607991215
fine_bridge_06,60,z_60,synapse_pruning,-0.3190021150393876,0.3190021150393876
fine_bridge_06,61,z_61,lysosome_phagocytosis,0.43472286504247865,0.43472286504247865
fine_bridge_06,61,z_61,vascular_barrier_myeloid,0.3329545738522494,0.3329545738522494
fine_bridge_06,61,z_61,synapse_pruning,0.3143548767053612,0.3143548767053612
fine_bridge_06,62,z_62,lysosome_phagocytosis,-0.4365223044793915,0.4365223044793915
fine_bridge_06,62,z_62,vascular_barrier_myeloid,-0.33497891872212826,0.33497891872212826
fine_bridge_06,62,z_62,synapse_pruning,-0.32081687523073593,0.32081687523073593
fine_bridge_06,63,z_63,lysosome_phagocytosis,-0.4331804140732282,0.4331804140732282
fine_bridge_06,63,z_63,vascular_barrier_myeloid,-0.3316287276884479,0.3316287276884479
fine_bridge_06,63,z_63,synapse_pruning,-0.31322731876835197,0.31322731876835197
fine_bridge_06,64,z_64,lysosome_phagocytosis,-0.4340741058746491,0.4340741058746491
fine_bridge_06,64,z_64,vascular_barrier_myeloid,-0.3322861457823692,0.3322861457823692
fine_bridge_06,64,z_64,synapse_pruning,-0.3145674647089384,0.3145674647089384
fine_bridge_06,65,z_65,lysosome_phagocytosis,-0.43392719008373415,0.43392719008373415
fine_bridge_06,65,z_65,vascular_barrier_myeloid,-0.3322608366513627,0.3322608366513627
fine_bridge_06,65,z_65,synapse_pruning,-0.31407554568107177,0.31407554568107177
fine_bridge_06,66,z_66,lysosome_phagocytosis,-0.43694623171726243,0.43694623171726243
fine_bridge_06,66,z_66,vascular_barrier_myeloid,-0.33449396076215604,0.33449396076215604
fine_bridge_06,66,z_66,synapse_pruning,-0.3198468031232427,0.3198468031232427
fine_bridge_06,67,z_67,lysosome_phagocytosis,0.43393307782996965,0.43393307782996965
fine_bridge_06,67,z_67,vascular_barrier_myeloid,0.33274058800536827,0.33274058800536827
fine_bridge_06,67,z_67,synapse_pruning,0.31503028830023594,0.31503028830023594
fine_bridge_06,68,z_68,lysosome_phagocytosis,-0.43022566759325337,0.43022566759325337
fine_bridge_06,68,z_68,vascular_barrier_myeloid,-0.32927760258375666,0.32927760258375666
fine_bridge_06,68,z_68,synapse_pruning,-0.310483712029404,0.310483712029404
fine_bridge_06,69,z_69,lysosome_phagocytosis,0.43499286595647013,0.43499286595647013
fine_bridge_06,69,z_69,vascular_barrier_myeloid,0.33304152455770164,0.33304152455770164
fine_bridge_06,69,z_69,synapse_pruning,0.31516765466076135,0.31516765466076135
fine_bridge_06,70,z_70,lysosome_phagocytosis,0.4322798945970864,0.4322798945970864
fine_bridge_06,70,z_70,vascular_barrier_myeloid,0.330847063215499,0.330847063215499
fine_bridge_06,70,z_70,synapse_pruning,0.31250088437195883,0.31250088437195883
fine_bridge_06,71,z_71,lysosome_phagocytosis,-0.42903772672512347,0.42903772672512347
fine_bridge_06,71,z_71,vascular_barrier_myeloid,-0.32859283246564536,0.32859283246564536
fine_bridge_06,71,z_71,synapse_pruning,-0.30802125882657133,0.30802125882657133
fine_bridge_06,72,z_72,lysosome_phagocytosis,0.43267327841361075,0.43267327841361075
fine_bridge_06,72,z_72,vascular_barrier_myeloid,0.33142271866732514,0.33142271866732514
fine_bridge_06,72,z_72,synapse_pruning,0.3121372841710365,0.3121372841710365
fine_bridge_06,73,z_73,lysosome_phagocytosis,0.4359297004387367,0.4359297004387367
fine_bridge_06,73,z_73,vascular_barrier_myeloid,0.3328859446835387,0.3328859446835387
fine_bridge_06,73,z_73,synapse_pruning,0.309952648209925,0.309952648209925
fine_bridge_06,74,z_74,lysosome_phagocytosis,-0.4325226649930429,0.4325226649930429
fine_bridge_06,74,z_74,vascular_barrier_myeloid,-0.3312983647830231,0.3312983647830231
fine_bridge_06,74,z_74,synapse_pruning,-0.3122296726516759,0.3122296726516759
fine_bridge_06,75,z_75,homeostatic_microglia,0.09327898964374998,0.09327898964374998
fine_bridge_06,75,z_75,antigen_presentation,-0.07424786001848029,0.07424786001848029
fine_bridge_06,75,z_75,inflammatory_signaling,-0.05597536567562487,0.05597536567562487
fine_bridge_06,76,z_76,lysosome_phagocytosis,-0.43302156885556636,0.43302156885556636
fine_bridge_06,76,z_76,vascular_barrier_myeloid,-0.3311913460849631,0.3311913460849631
fine_bridge_06,76,z_76,synapse_pruning,-0.31235031211159175,0.31235031211159175
fine_bridge_06,77,z_77,lysosome_phagocytosis,-0.43400259261520835,0.43400259261520835
fine_bridge_06,77,z_77,vascular_barrier_myeloid,-0.3317980833941825,0.3317980833941825
fine_bridge_06,77,z_77,synapse_pruning,-0.3142525304785859,0.3142525304785859
fine_bridge_06,78,z_78,lysosome_phagocytosis,-0.4340646936852438,0.4340646936852438
fine_bridge_06,78,z_78,vascular_barrier_myeloid,-0.33165733516268786,0.33165733516268786
fine_bridge_06,78,z_78,synapse_pruning,-0.31318840817412863,0.31318840817412863
fine_bridge_06,79,z_79,lysosome_phagocytosis,0.43500630563713893,0.43500630563713893
fine_bridge_06,79,z_79,vascular_barrier_myeloid,0.33306958341501636,0.33306958341501636
fine_bridge_06,79,z_79,synapse_pruning,0.3147816312911414,0.3147816312911414
fine_bridge_06,80,z_80,lysosome_phagocytosis,0.4331718152266914,0.4331718152266914
fine_bridge_06,80,z_80,vascular_barrier_myeloid,0.331734455797332,0.331734455797332
fine_bridge_06,80,z_80,synapse_pruning,0.31250736897716985,0.31250736897716985
fine_bridge_06,81,z_81,lysosome_phagocytosis,-0.43098729390333457,0.43098729390333457
fine_bridge_06,81,z_81,vascular_barrier_myeloid,-0.32821434573631764,0.32821434573631764
fine_bridge_06,81,z_81,synapse_pruning,-0.31292536105959545,0.31292536105959545
fine_bridge_06,82,z_82,lysosome_phagocytosis,0.432799098492496,0.432799098492496
fine_bridge_06,82,z_82,vascular_barrier_myeloid,0.3308395122135549,0.3308395122135549
fine_bridge_06,82,z_82,synapse_pruning,0.31296078786317244,0.31296078786317244
fine_bridge_06,83,z_83,lysosome_phagocytosis,-0.4333321817443896,0.4333321817443896
fine_bridge_06,83,z_83,vascular_barrier_myeloid,-0.33152025772761484,0.33152025772761484
fine_bridge_06,83,z_83,synapse_pruning,-0.31479245596267824,0.31479245596267824
fine_bridge_06,84,z_84,lysosome_phagocytosis,-0.4324758364979928,0.4324758364979928
fine_bridge_06,84,z_84,vascular_barrier_myeloid,-0.33104534488572984,0.33104534488572984
fine_bridge_06,84,z_84,synapse_pruning,-0.3128065343334329,0.3128065343334329
fine_bridge_06,85,z_85,lysosome_phagocytosis,-0.4319131539923972,0.4319131539923972
fine_bridge_06,85,z_85,vascular_barrier_myeloid,-0.3304435801977999,0.3304435801977999
fine_bridge_06,85,z_85,synapse_pruning,-0.31171740288785305,0.31171740288785305
fine_bridge_06,86,z_86,lysosome_phagocytosis,-0.43791476371942767,0.43791476371942767
fine_bridge_06,86,z_86,vascular_barrier_myeloid,-0.3356647698914966,0.3356647698914966
fine_bridge_06,86,z_86,synapse_pruning,-0.31912661679853394,0.31912661679853394
fine_bridge_06,87,z_87,lysosome_phagocytosis,0.4327318912975152,0.4327318912975152
fine_bridge_06,87,z_87,vascular_barrier_myeloid,0.33141155568504027,0.33141155568504027
fine_bridge_06,87,z_87,synapse_pruning,0.3126325087030328,0.3126325087030328
fine_bridge_06,88,z_88,lysosome_phagocytosis,0.43268313824243976,0.43268313824243976
fine_bridge_06,88,z_88,vascular_barrier_myeloid,0.33119393829794347,0.33119393829794347
fine_bridge_06,88,z_88,synapse_pruning,0.31252112287139094,0.31252112287139094
fine_bridge_06,89,z_89,lysosome_phagocytosis,0.4375679893733201,0.4375679893733201
fine_bridge_06,89,z_89,vascular_barrier_myeloid,0.3354061980554445,0.3354061980554445
fine_bridge_06,89,z_89,synapse_pruning,0.3175005663948476,0.3175005663948476
fine_bridge_06,90,z_90,lysosome_phagocytosis,0.43512840662092644,0.43512840662092644
fine_bridge_06,90,z_90,vascular_barrier_myeloid,0.3334507365185499,0.3334507365185499
fine_bridge_06,90,z_90,synapse_pruning,0.3157712097545078,0.3157712097545078
fine_bridge_06,91,z_91,lysosome_phagocytosis,0.4333655607176796,0.4333655607176796
fine_bridge_06,91,z_91,vascular_barrier_myeloid,0.33227447583488706,0.33227447583488706
fine_bridge_06,91,z_91,synapse_pruning,0.31403581837653766,0.31403581837653766
fine_bridge_06,92,z_92,lysosome_phagocytosis,-0.43298629177779585,0.43298629177779585
fine_bridge_06,92,z_92,vascular_barrier_myeloid,-0.33163876611179105,0.33163876611179105
fine_bridge_06,92,z_92,synapse_pruning,-0.31301808631106054,0.31301808631106054
fine_bridge_06,93,z_93,lysosome_phagocytosis,-0.43414421985619195,0.43414421985619195
fine_bridge_06,93,z_93,vascular_barrier_myeloid,-0.3325078550640943,0.3325078550640943
fine_bridge_06,93,z_93,synapse_pruning,-0.3133585082090479,0.3133585082090479
fine_bridge_06,94,z_94,lysosome_phagocytosis,-0.4330920945733002,0.4330920945733002
fine_bridge_06,94,z_94,vascular_barrier_myeloid,-0.33065634170857966,0.33065634170857966
fine_bridge_06,94,z_94,synapse_pruning,-0.3133773294948378,0.3133773294948378
fine_bridge_06,95,z_95,lysosome_phagocytosis,-0.43254646036107536,0.43254646036107536
fine_bridge_06,95,z_95,vascular_barrier_myeloid,-0.33112504483786226,0.33112504483786226
fine_bridge_06,95,z_95,synapse_pruning,-0.31260965659069123,0.31260965659069123
fine_bridge_06,96,z_96,lysosome_phagocytosis,0.4325985598851271,0.4325985598851271
fine_bridge_06,96,z_96,vascular_barrier_myeloid,0.33149010724663047,0.33149010724663047
fine_bridge_06,96,z_96,synapse_pruning,0.3137535869576085,0.3137535869576085
fine_bridge_06,97,z_97,lysosome_phagocytosis,0.43243456218098425,0.43243456218098425
fine_bridge_06,97,z_97,vascular_barrier_myeloid,0.33073073259886715,0.33073073259886715
fine_bridge_06,97,z_97,synapse_pruning,0.3128982270018796,0.3128982270018796
fine_bridge_06,98,z_98,lysosome_phagocytosis,-0.4329153452431163,0.4329153452431163
fine_bridge_06,98,z_98,vascular_barrier_myeloid,-0.33046052789186997,0.33046052789186997
fine_bridge_06,98,z_98,synapse_pruning,-0.3134035150493457,0.3134035150493457
fine_bridge_06,99,z_99,lysosome_phagocytosis,0.43211894894956276,0.43211894894956276
fine_bridge_06,99,z_99,vascular_barrier_myeloid,0.33109847951133914,0.33109847951133914
fine_bridge_06,99,z_99,synapse_pruning,0.31141783439499443,0.31141783439499443
fine_bridge_06,100,z_100,lysosome_phagocytosis,0.43279212163985953,0.43279212163985953
fine_bridge_06,100,z_100,vascular_barrier_myeloid,0.33124949725304287,0.33124949725304287
fine_bridge_06,100,z_100,synapse_pruning,0.31251993103544823,0.31251993103544823
fine_bridge_06,101,z_101,lysosome_phagocytosis,-0.4324447117828641,0.4324447117828641
fine_bridge_06,101,z_101,vascular_barrier_myeloid,-0.33127186245495693,0.33127186245495693
fine_bridge_06,101,z_101,synapse_pruning,-0.31261421978187026,0.31261421978187026
fine_bridge_06,102,z_102,lysosome_phagocytosis,-0.43191209974389894,0.43191209974389894
fine_bridge_06,102,z_102,vascular_barrier_myeloid,-0.3306462930451486,0.3306462930451486
fine_bridge_06,102,z_102,synapse_pruning,-0.3116532307634276,0.3116532307634276
fine_bridge_06,103,z_103,lysosome_phagocytosis,-0.451900869759597,0.451900869759597
fine_bridge_06,103,z_103,vascular_barrier_myeloid,-0.347004313124941,0.347004313124941
fine_bridge_06,103,z_103,synapse_pruning,-0.3330269947233027,0.3330269947233027
fine_bridge_06,104,z_104,lysosome_phagocytosis,0.42772890612999714,0.42772890612999714
fine_bridge_06,104,z_104,vascular_barrier_myeloid,0.3260681279968206,0.3260681279968206
