analysis_label,model_variant,latent_dim,seed,fold_id,6e10/A_beta_spearman,AT8_spearman,GFAP_spearman,Iba1_spearman,NeuN_spearman,mean_target_spearman,n_donors
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,3,0.01764705882352941,0.25588235294117645,0.014705882352941175,0.5529411764705882,0.29705882352941176,0.2276470588235294,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,4,-0.0411764705882353,0.22352941176470587,0.22647058823529412,0.21470588235294116,0.38235294117647056,0.2011764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,607,5,0.3911764705882353,0.42352941176470593,0.16764705882352943,0.07352941176470588,0.5117647058823529,0.3135294117647059,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,1,0.1764705882352941,0.30882352941176466,0.4764705882352941,-0.15,0.5764705882352941,0.2776470588235294,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,2,0.4617647058823529,0.4382352941176471,0.3205882352941176,0.2352941176470588,0.44705882352941173,0.38058823529411767,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,3,0.2823529411764706,0.36764705882352944,0.4764705882352941,-0.36176470588235293,0.6852941176470588,0.29,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,4,0.03529411764705882,0.4588235294117647,-0.14411764705882352,0.37941176470588234,0.5794117647058823,0.2617647058823529,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,701,5,0.3588235294117647,0.4705882352941176,0.4058823529411764,0.2058823529411765,-0.0058823529411764705,0.2870588235294117,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,1,0.3558823529411765,0.6,0.2441176470588235,0.1647058823529412,0.7852941176470588,0.43,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,2,0.37058823529411766,0.6735294117647058,0.36176470588235293,0.10882352941176471,0.2588235294117647,0.35470588235294115,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,3,0.1647058823529412,0.12058823529411765,0.3147058823529411,0.3411764705882353,0.06470588235294117,0.2011764705882353,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,4,0.36764705882352944,0.5588235294117647,0.4382352941176471,0.2352941176470588,0.6588235294117648,0.45176470588235296,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,809,5,0.0588235294117647,-0.2029411764705882,0.06176470588235294,-0.011764705882352941,0.12352941176470587,0.005882352941176472,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,1,0.2029411764705882,0.5588235294117647,0.1323529411764706,-0.16176470588235295,0.7382352941176471,0.29411764705882354,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,2,0.4852941176470588,0.5088235294117647,0.40294117647058825,-0.2676470588235294,0.3911764705882353,0.3041176470588235,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,3,0.2647058823529412,0.0,-0.24705882352941175,0.5617647058823529,0.29705882352941176,0.17529411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,4,0.06176470588235294,0.19411764705882353,0.30882352941176466,0.21764705882352942,0.36470588235294116,0.22941176470588234,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,911,5,0.15882352941176472,0.5705882352941177,0.3382352941176471,-0.3558823529411765,0.4911764705882353,0.24058823529411769,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,1,0.33529411764705885,0.5235294117647059,-0.11176470588235293,0.36470588235294116,0.38235294117647056,0.2988235294117647,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,2,0.049999999999999996,0.4676470588235294,0.0588235294117647,0.14411764705882352,0.23823529411764705,0.19176470588235298,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,3,0.5588235294117647,0.28823529411764703,0.4147058823529412,0.008823529411764706,0.3941176470588235,0.3329411764705882,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,4,-0.16176470588235295,0.7735294117647058,0.33529411764705885,-0.17352941176470588,0.4088235294117647,0.23647058823529407,16
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,16,1009,5,0.07058823529411765,0.02647058823529412,-0.055882352941176466,0.28823529411764703,0.8117647058823528,0.22823529411764704,16
