feature_name,state,module,statistic,pathology_used_to_define_feature
state_programming__Micro-PVM_1__oxidative_stress_antioxidant__high_cell_fraction,Micro-PVM_1,oxidative_stress_antioxidant,high_cell_fraction,False
state_programming__Micro-PVM_1__inflammatory_transport_state_modulation__mean,Micro-PVM_1,inflammatory_transport_state_modulation,mean,False
state_programming__Micro-PVM_1__inflammatory_transport_state_modulation__q75,Micro-PVM_1,inflammatory_transport_state_modulation,q75,False
state_programming__Micro-PVM_1__inflammatory_transport_state_modulation__q90,Micro-PVM_1,inflammatory_transport_state_modulation,q90,False
state_programming__Micro-PVM_1__inflammatory_transport_state_modulation__q95,Micro-PVM_1,inflammatory_transport_state_modulation,q95,False
state_programming__Micro-PVM_1__inflammatory_transport_state_modulation__high_cell_fraction,Micro-PVM_1,inflammatory_transport_state_modulation,high_cell_fraction,False
state_programming__Micro-PVM_2__n_cells,Micro-PVM_2,,n_cells,False
state_programming__Micro-PVM_2__fraction_of_microglia_pvm,Micro-PVM_2,,fraction_of_microglia_pvm,False
state_programming__Micro-PVM_2__endolysosomal_autophagy_proteostasis__mean,Micro-PVM_2,endolysosomal_autophagy_proteostasis,mean,False
state_programming__Micro-PVM_2__endolysosomal_autophagy_proteostasis__q75,Micro-PVM_2,endolysosomal_autophagy_proteostasis,q75,False
state_programming__Micro-PVM_2__endolysosomal_autophagy_proteostasis__q90,Micro-PVM_2,endolysosomal_autophagy_proteostasis,q90,False
state_programming__Micro-PVM_2__endolysosomal_autophagy_proteostasis__q95,Micro-PVM_2,endolysosomal_autophagy_proteostasis,q95,False
state_programming__Micro-PVM_2__endolysosomal_autophagy_proteostasis__high_cell_fraction,Micro-PVM_2,endolysosomal_autophagy_proteostasis,high_cell_fraction,False
state_programming__Micro-PVM_2__glial_activation_dam_like__mean,Micro-PVM_2,glial_activation_dam_like,mean,False
state_programming__Micro-PVM_2__glial_activation_dam_like__q75,Micro-PVM_2,glial_activation_dam_like,q75,False
state_programming__Micro-PVM_2__glial_activation_dam_like__q90,Micro-PVM_2,glial_activation_dam_like,q90,False
state_programming__Micro-PVM_2__glial_activation_dam_like__q95,Micro-PVM_2,glial_activation_dam_like,q95,False
state_programming__Micro-PVM_2__glial_activation_dam_like__high_cell_fraction,Micro-PVM_2,glial_activation_dam_like,high_cell_fraction,False
state_programming__Micro-PVM_2__oxidative_stress_antioxidant__mean,Micro-PVM_2,oxidative_stress_antioxidant,mean,False
state_programming__Micro-PVM_2__oxidative_stress_antioxidant__q75,Micro-PVM_2,oxidative_stress_antioxidant,q75,False
state_programming__Micro-PVM_2__oxidative_stress_antioxidant__q90,Micro-PVM_2,oxidative_stress_antioxidant,q90,False
state_programming__Micro-PVM_2__oxidative_stress_antioxidant__q95,Micro-PVM_2,oxidative_stress_antioxidant,q95,False
state_programming__Micro-PVM_2__oxidative_stress_antioxidant__high_cell_fraction,Micro-PVM_2,oxidative_stress_antioxidant,high_cell_fraction,False
state_programming__Micro-PVM_2__inflammatory_transport_state_modulation__mean,Micro-PVM_2,inflammatory_transport_state_modulation,mean,False
state_programming__Micro-PVM_2__inflammatory_transport_state_modulation__q75,Micro-PVM_2,inflammatory_transport_state_modulation,q75,False
state_programming__Micro-PVM_2__inflammatory_transport_state_modulation__q90,Micro-PVM_2,inflammatory_transport_state_modulation,q90,False
state_programming__Micro-PVM_2__inflammatory_transport_state_modulation__q95,Micro-PVM_2,inflammatory_transport_state_modulation,q95,False
state_programming__Micro-PVM_2__inflammatory_transport_state_modulation__high_cell_fraction,Micro-PVM_2,inflammatory_transport_state_modulation,high_cell_fraction,False
state_programming__Micro-PVM_2_1-SEAAD__n_cells,Micro-PVM_2_1-SEAAD,,n_cells,False
state_programming__Micro-PVM_2_1-SEAAD__fraction_of_microglia_pvm,Micro-PVM_2_1-SEAAD,,fraction_of_microglia_pvm,False
state_programming__Micro-PVM_2_3-SEAAD__n_cells,Micro-PVM_2_3-SEAAD,,n_cells,False
state_programming__Micro-PVM_2_3-SEAAD__fraction_of_microglia_pvm,Micro-PVM_2_3-SEAAD,,fraction_of_microglia_pvm,False
state_programming__Micro-PVM_3-SEAAD__n_cells,Micro-PVM_3-SEAAD,,n_cells,False
state_programming__Micro-PVM_3-SEAAD__fraction_of_microglia_pvm,Micro-PVM_3-SEAAD,,fraction_of_microglia_pvm,False
state_programming__Micro-PVM_2_3-SEAAD__endolysosomal_autophagy_proteostasis__mean,Micro-PVM_2_3-SEAAD,endolysosomal_autophagy_proteostasis,mean,False
state_programming__Micro-PVM_2_3-SEAAD__endolysosomal_autophagy_proteostasis__q75,Micro-PVM_2_3-SEAAD,endolysosomal_autophagy_proteostasis,q75,False
state_programming__Micro-PVM_2_3-SEAAD__endolysosomal_autophagy_proteostasis__q90,Micro-PVM_2_3-SEAAD,endolysosomal_autophagy_proteostasis,q90,False
state_programming__Micro-PVM_2_3-SEAAD__endolysosomal_autophagy_proteostasis__q95,Micro-PVM_2_3-SEAAD,endolysosomal_autophagy_proteostasis,q95,False
state_programming__Micro-PVM_2_3-SEAAD__endolysosomal_autophagy_proteostasis__high_cell_fraction,Micro-PVM_2_3-SEAAD,endolysosomal_autophagy_proteostasis,high_cell_fraction,False
state_programming__Micro-PVM_2_3-SEAAD__glial_activation_dam_like__mean,Micro-PVM_2_3-SEAAD,glial_activation_dam_like,mean,False
state_programming__Micro-PVM_2_3-SEAAD__glial_activation_dam_like__q75,Micro-PVM_2_3-SEAAD,glial_activation_dam_like,q75,False
state_programming__Micro-PVM_2_3-SEAAD__glial_activation_dam_like__q90,Micro-PVM_2_3-SEAAD,glial_activation_dam_like,q90,False
state_programming__Micro-PVM_2_3-SEAAD__glial_activation_dam_like__q95,Micro-PVM_2_3-SEAAD,glial_activation_dam_like,q95,False
state_programming__Micro-PVM_2_3-SEAAD__glial_activation_dam_like__high_cell_fraction,Micro-PVM_2_3-SEAAD,glial_activation_dam_like,high_cell_fraction,False
state_programming__Micro-PVM_2_3-SEAAD__oxidative_stress_antioxidant__mean,Micro-PVM_2_3-SEAAD,oxidative_stress_antioxidant,mean,False
state_programming__Micro-PVM_2_3-SEAAD__oxidative_stress_antioxidant__q75,Micro-PVM_2_3-SEAAD,oxidative_stress_antioxidant,q75,False
state_programming__Micro-PVM_2_3-SEAAD__oxidative_stress_antioxidant__q90,Micro-PVM_2_3-SEAAD,oxidative_stress_antioxidant,q90,False
state_programming__Micro-PVM_2_3-SEAAD__oxidative_stress_antioxidant__q95,Micro-PVM_2_3-SEAAD,oxidative_stress_antioxidant,q95,False
state_programming__Micro-PVM_2_3-SEAAD__oxidative_stress_antioxidant__high_cell_fraction,Micro-PVM_2_3-SEAAD,oxidative_stress_antioxidant,high_cell_fraction,False
state_programming__Micro-PVM_2_3-SEAAD__inflammatory_transport_state_modulation__mean,Micro-PVM_2_3-SEAAD,inflammatory_transport_state_modulation,mean,False
state_programming__Micro-PVM_2_3-SEAAD__inflammatory_transport_state_modulation__q75,Micro-PVM_2_3-SEAAD,inflammatory_transport_state_modulation,q75,False
state_programming__Micro-PVM_2_3-SEAAD__inflammatory_transport_state_modulation__q90,Micro-PVM_2_3-SEAAD,inflammatory_transport_state_modulation,q90,False
state_programming__Micro-PVM_2_3-SEAAD__inflammatory_transport_state_modulation__q95,Micro-PVM_2_3-SEAAD,inflammatory_transport_state_modulation,q95,False
state_programming__Micro-PVM_2_3-SEAAD__inflammatory_transport_state_modulation__high_cell_fraction,Micro-PVM_2_3-SEAAD,inflammatory_transport_state_modulation,high_cell_fraction,False
state_programming__Micro-PVM_3-SEAAD__endolysosomal_autophagy_proteostasis__mean,Micro-PVM_3-SEAAD,endolysosomal_autophagy_proteostasis,mean,False
state_programming__Micro-PVM_3-SEAAD__endolysosomal_autophagy_proteostasis__q75,Micro-PVM_3-SEAAD,endolysosomal_autophagy_proteostasis,q75,False
state_programming__Micro-PVM_3-SEAAD__endolysosomal_autophagy_proteostasis__q90,Micro-PVM_3-SEAAD,endolysosomal_autophagy_proteostasis,q90,False
state_programming__Micro-PVM_3-SEAAD__endolysosomal_autophagy_proteostasis__q95,Micro-PVM_3-SEAAD,endolysosomal_autophagy_proteostasis,q95,False
state_programming__Micro-PVM_3-SEAAD__endolysosomal_autophagy_proteostasis__high_cell_fraction,Micro-PVM_3-SEAAD,endolysosomal_autophagy_proteostasis,high_cell_fraction,False
state_programming__Micro-PVM_3-SEAAD__glial_activation_dam_like__mean,Micro-PVM_3-SEAAD,glial_activation_dam_like,mean,False
state_programming__Micro-PVM_3-SEAAD__glial_activation_dam_like__q75,Micro-PVM_3-SEAAD,glial_activation_dam_like,q75,False
state_programming__Micro-PVM_3-SEAAD__glial_activation_dam_like__q90,Micro-PVM_3-SEAAD,glial_activation_dam_like,q90,False
state_programming__Micro-PVM_3-SEAAD__glial_activation_dam_like__q95,Micro-PVM_3-SEAAD,glial_activation_dam_like,q95,False
state_programming__Micro-PVM_3-SEAAD__glial_activation_dam_like__high_cell_fraction,Micro-PVM_3-SEAAD,glial_activation_dam_like,high_cell_fraction,False
state_programming__Micro-PVM_3-SEAAD__oxidative_stress_antioxidant__mean,Micro-PVM_3-SEAAD,oxidative_stress_antioxidant,mean,False
state_programming__Micro-PVM_3-SEAAD__oxidative_stress_antioxidant__q75,Micro-PVM_3-SEAAD,oxidative_stress_antioxidant,q75,False
state_programming__Micro-PVM_3-SEAAD__oxidative_stress_antioxidant__q90,Micro-PVM_3-SEAAD,oxidative_stress_antioxidant,q90,False
state_programming__Micro-PVM_3-SEAAD__oxidative_stress_antioxidant__q95,Micro-PVM_3-SEAAD,oxidative_stress_antioxidant,q95,False
state_programming__Micro-PVM_3-SEAAD__oxidative_stress_antioxidant__high_cell_fraction,Micro-PVM_3-SEAAD,oxidative_stress_antioxidant,high_cell_fraction,False
state_programming__Micro-PVM_3-SEAAD__inflammatory_transport_state_modulation__mean,Micro-PVM_3-SEAAD,inflammatory_transport_state_modulation,mean,False
state_programming__Micro-PVM_3-SEAAD__inflammatory_transport_state_modulation__q75,Micro-PVM_3-SEAAD,inflammatory_transport_state_modulation,q75,False
state_programming__Micro-PVM_3-SEAAD__inflammatory_transport_state_modulation__q90,Micro-PVM_3-SEAAD,inflammatory_transport_state_modulation,q90,False
state_programming__Micro-PVM_3-SEAAD__inflammatory_transport_state_modulation__q95,Micro-PVM_3-SEAAD,inflammatory_transport_state_modulation,q95,False
state_programming__Micro-PVM_3-SEAAD__inflammatory_transport_state_modulation__high_cell_fraction,Micro-PVM_3-SEAAD,inflammatory_transport_state_modulation,high_cell_fraction,False
state_programming__Lymphocyte__n_cells,Lymphocyte,,n_cells,False
state_programming__Lymphocyte__fraction_of_microglia_pvm,Lymphocyte,,fraction_of_microglia_pvm,False
state_programming__Lymphocyte__endolysosomal_autophagy_proteostasis__mean,Lymphocyte,endolysosomal_autophagy_proteostasis,mean,False
state_programming__Lymphocyte__endolysosomal_autophagy_proteostasis__q75,Lymphocyte,endolysosomal_autophagy_proteostasis,q75,False
state_programming__Lymphocyte__endolysosomal_autophagy_proteostasis__q90,Lymphocyte,endolysosomal_autophagy_proteostasis,q90,False
state_programming__Lymphocyte__endolysosomal_autophagy_proteostasis__q95,Lymphocyte,endolysosomal_autophagy_proteostasis,q95,False
state_programming__Lymphocyte__endolysosomal_autophagy_proteostasis__high_cell_fraction,Lymphocyte,endolysosomal_autophagy_proteostasis,high_cell_fraction,False
state_programming__Lymphocyte__glial_activation_dam_like__mean,Lymphocyte,glial_activation_dam_like,mean,False
state_programming__Lymphocyte__glial_activation_dam_like__q75,Lymphocyte,glial_activation_dam_like,q75,False
state_programming__Lymphocyte__glial_activation_dam_like__q90,Lymphocyte,glial_activation_dam_like,q90,False
state_programming__Lymphocyte__glial_activation_dam_like__q95,Lymphocyte,glial_activation_dam_like,q95,False
state_programming__Lymphocyte__glial_activation_dam_like__high_cell_fraction,Lymphocyte,glial_activation_dam_like,high_cell_fraction,False
state_programming__Lymphocyte__oxidative_stress_antioxidant__mean,Lymphocyte,oxidative_stress_antioxidant,mean,False
state_programming__Lymphocyte__oxidative_stress_antioxidant__q75,Lymphocyte,oxidative_stress_antioxidant,q75,False
state_programming__Lymphocyte__oxidative_stress_antioxidant__q90,Lymphocyte,oxidative_stress_antioxidant,q90,False
state_programming__Lymphocyte__oxidative_stress_antioxidant__q95,Lymphocyte,oxidative_stress_antioxidant,q95,False
state_programming__Lymphocyte__oxidative_stress_antioxidant__high_cell_fraction,Lymphocyte,oxidative_stress_antioxidant,high_cell_fraction,False
state_programming__Lymphocyte__inflammatory_transport_state_modulation__mean,Lymphocyte,inflammatory_transport_state_modulation,mean,False
state_programming__Lymphocyte__inflammatory_transport_state_modulation__q75,Lymphocyte,inflammatory_transport_state_modulation,q75,False
state_programming__Lymphocyte__inflammatory_transport_state_modulation__q90,Lymphocyte,inflammatory_transport_state_modulation,q90,False
state_programming__Lymphocyte__inflammatory_transport_state_modulation__q95,Lymphocyte,inflammatory_transport_state_modulation,q95,False
state_programming__Lymphocyte__inflammatory_transport_state_modulation__high_cell_fraction,Lymphocyte,inflammatory_transport_state_modulation,high_cell_fraction,False
state_programming__Micro-PVM_4-SEAAD__n_cells,Micro-PVM_4-SEAAD,,n_cells,False
state_programming__Micro-PVM_4-SEAAD__fraction_of_microglia_pvm,Micro-PVM_4-SEAAD,,fraction_of_microglia_pvm,False
state_programming__Monocyte__endolysosomal_autophagy_proteostasis__mean,Monocyte,endolysosomal_autophagy_proteostasis,mean,False
state_programming__Monocyte__endolysosomal_autophagy_proteostasis__q75,Monocyte,endolysosomal_autophagy_proteostasis,q75,False
state_programming__Monocyte__endolysosomal_autophagy_proteostasis__q90,Monocyte,endolysosomal_autophagy_proteostasis,q90,False
state_programming__Monocyte__endolysosomal_autophagy_proteostasis__q95,Monocyte,endolysosomal_autophagy_proteostasis,q95,False
state_programming__Monocyte__endolysosomal_autophagy_proteostasis__high_cell_fraction,Monocyte,endolysosomal_autophagy_proteostasis,high_cell_fraction,False
state_programming__Monocyte__glial_activation_dam_like__mean,Monocyte,glial_activation_dam_like,mean,False
state_programming__Monocyte__glial_activation_dam_like__q75,Monocyte,glial_activation_dam_like,q75,False
state_programming__Monocyte__glial_activation_dam_like__q90,Monocyte,glial_activation_dam_like,q90,False
state_programming__Monocyte__glial_activation_dam_like__q95,Monocyte,glial_activation_dam_like,q95,False
state_programming__Monocyte__glial_activation_dam_like__high_cell_fraction,Monocyte,glial_activation_dam_like,high_cell_fraction,False
state_programming__Monocyte__oxidative_stress_antioxidant__mean,Monocyte,oxidative_stress_antioxidant,mean,False
state_programming__Monocyte__oxidative_stress_antioxidant__q75,Monocyte,oxidative_stress_antioxidant,q75,False
state_programming__Monocyte__oxidative_stress_antioxidant__q90,Monocyte,oxidative_stress_antioxidant,q90,False
state_programming__Monocyte__oxidative_stress_antioxidant__q95,Monocyte,oxidative_stress_antioxidant,q95,False
state_programming__Monocyte__oxidative_stress_antioxidant__high_cell_fraction,Monocyte,oxidative_stress_antioxidant,high_cell_fraction,False
state_programming__Monocyte__inflammatory_transport_state_modulation__mean,Monocyte,inflammatory_transport_state_modulation,mean,False
state_programming__Monocyte__inflammatory_transport_state_modulation__q75,Monocyte,inflammatory_transport_state_modulation,q75,False
state_programming__Monocyte__inflammatory_transport_state_modulation__q90,Monocyte,inflammatory_transport_state_modulation,q90,False
state_programming__Monocyte__inflammatory_transport_state_modulation__q95,Monocyte,inflammatory_transport_state_modulation,q95,False
state_programming__Monocyte__inflammatory_transport_state_modulation__high_cell_fraction,Monocyte,inflammatory_transport_state_modulation,high_cell_fraction,False
state_programming__Micro-PVM_2_1-SEAAD__endolysosomal_autophagy_proteostasis__mean,Micro-PVM_2_1-SEAAD,endolysosomal_autophagy_proteostasis,mean,False
state_programming__Micro-PVM_2_1-SEAAD__endolysosomal_autophagy_proteostasis__q75,Micro-PVM_2_1-SEAAD,endolysosomal_autophagy_proteostasis,q75,False
state_programming__Micro-PVM_2_1-SEAAD__endolysosomal_autophagy_proteostasis__q90,Micro-PVM_2_1-SEAAD,endolysosomal_autophagy_proteostasis,q90,False
state_programming__Micro-PVM_2_1-SEAAD__endolysosomal_autophagy_proteostasis__q95,Micro-PVM_2_1-SEAAD,endolysosomal_autophagy_proteostasis,q95,False
state_programming__Micro-PVM_2_1-SEAAD__endolysosomal_autophagy_proteostasis__high_cell_fraction,Micro-PVM_2_1-SEAAD,endolysosomal_autophagy_proteostasis,high_cell_fraction,False
state_programming__Micro-PVM_2_1-SEAAD__glial_activation_dam_like__mean,Micro-PVM_2_1-SEAAD,glial_activation_dam_like,mean,False
state_programming__Micro-PVM_2_1-SEAAD__glial_activation_dam_like__q75,Micro-PVM_2_1-SEAAD,glial_activation_dam_like,q75,False
state_programming__Micro-PVM_2_1-SEAAD__glial_activation_dam_like__q90,Micro-PVM_2_1-SEAAD,glial_activation_dam_like,q90,False
state_programming__Micro-PVM_2_1-SEAAD__glial_activation_dam_like__q95,Micro-PVM_2_1-SEAAD,glial_activation_dam_like,q95,False
state_programming__Micro-PVM_2_1-SEAAD__glial_activation_dam_like__high_cell_fraction,Micro-PVM_2_1-SEAAD,glial_activation_dam_like,high_cell_fraction,False
state_programming__Micro-PVM_2_1-SEAAD__oxidative_stress_antioxidant__mean,Micro-PVM_2_1-SEAAD,oxidative_stress_antioxidant,mean,False
state_programming__Micro-PVM_2_1-SEAAD__oxidative_stress_antioxidant__q75,Micro-PVM_2_1-SEAAD,oxidative_stress_antioxidant,q75,False
state_programming__Micro-PVM_2_1-SEAAD__oxidative_stress_antioxidant__q90,Micro-PVM_2_1-SEAAD,oxidative_stress_antioxidant,q90,False
state_programming__Micro-PVM_2_1-SEAAD__oxidative_stress_antioxidant__q95,Micro-PVM_2_1-SEAAD,oxidative_stress_antioxidant,q95,False
state_programming__Micro-PVM_2_1-SEAAD__oxidative_stress_antioxidant__high_cell_fraction,Micro-PVM_2_1-SEAAD,oxidative_stress_antioxidant,high_cell_fraction,False
state_programming__Micro-PVM_2_1-SEAAD__inflammatory_transport_state_modulation__mean,Micro-PVM_2_1-SEAAD,inflammatory_transport_state_modulation,mean,False
state_programming__Micro-PVM_2_1-SEAAD__inflammatory_transport_state_modulation__q75,Micro-PVM_2_1-SEAAD,inflammatory_transport_state_modulation,q75,False
state_programming__Micro-PVM_2_1-SEAAD__inflammatory_transport_state_modulation__q90,Micro-PVM_2_1-SEAAD,inflammatory_transport_state_modulation,q90,False
state_programming__Micro-PVM_2_1-SEAAD__inflammatory_transport_state_modulation__q95,Micro-PVM_2_1-SEAAD,inflammatory_transport_state_modulation,q95,False
state_programming__Micro-PVM_2_1-SEAAD__inflammatory_transport_state_modulation__high_cell_fraction,Micro-PVM_2_1-SEAAD,inflammatory_transport_state_modulation,high_cell_fraction,False
state_programming__Micro-PVM_4-SEAAD__endolysosomal_autophagy_proteostasis__mean,Micro-PVM_4-SEAAD,endolysosomal_autophagy_proteostasis,mean,False
state_programming__Micro-PVM_4-SEAAD__endolysosomal_autophagy_proteostasis__q75,Micro-PVM_4-SEAAD,endolysosomal_autophagy_proteostasis,q75,False
state_programming__Micro-PVM_4-SEAAD__endolysosomal_autophagy_proteostasis__q90,Micro-PVM_4-SEAAD,endolysosomal_autophagy_proteostasis,q90,False
state_programming__Micro-PVM_4-SEAAD__endolysosomal_autophagy_proteostasis__q95,Micro-PVM_4-SEAAD,endolysosomal_autophagy_proteostasis,q95,False
state_programming__Micro-PVM_4-SEAAD__endolysosomal_autophagy_proteostasis__high_cell_fraction,Micro-PVM_4-SEAAD,endolysosomal_autophagy_proteostasis,high_cell_fraction,False
state_programming__Micro-PVM_4-SEAAD__glial_activation_dam_like__mean,Micro-PVM_4-SEAAD,glial_activation_dam_like,mean,False
state_programming__Micro-PVM_4-SEAAD__glial_activation_dam_like__q75,Micro-PVM_4-SEAAD,glial_activation_dam_like,q75,False
state_programming__Micro-PVM_4-SEAAD__glial_activation_dam_like__q90,Micro-PVM_4-SEAAD,glial_activation_dam_like,q90,False
state_programming__Micro-PVM_4-SEAAD__glial_activation_dam_like__q95,Micro-PVM_4-SEAAD,glial_activation_dam_like,q95,False
state_programming__Micro-PVM_4-SEAAD__glial_activation_dam_like__high_cell_fraction,Micro-PVM_4-SEAAD,glial_activation_dam_like,high_cell_fraction,False
state_programming__Micro-PVM_4-SEAAD__oxidative_stress_antioxidant__mean,Micro-PVM_4-SEAAD,oxidative_stress_antioxidant,mean,False
state_programming__Micro-PVM_4-SEAAD__oxidative_stress_antioxidant__q75,Micro-PVM_4-SEAAD,oxidative_stress_antioxidant,q75,False
state_programming__Micro-PVM_4-SEAAD__oxidative_stress_antioxidant__q90,Micro-PVM_4-SEAAD,oxidative_stress_antioxidant,q90,False
state_programming__Micro-PVM_4-SEAAD__oxidative_stress_antioxidant__q95,Micro-PVM_4-SEAAD,oxidative_stress_antioxidant,q95,False
state_programming__Micro-PVM_4-SEAAD__oxidative_stress_antioxidant__high_cell_fraction,Micro-PVM_4-SEAAD,oxidative_stress_antioxidant,high_cell_fraction,False
state_programming__Micro-PVM_4-SEAAD__inflammatory_transport_state_modulation__mean,Micro-PVM_4-SEAAD,inflammatory_transport_state_modulation,mean,False
state_programming__Micro-PVM_4-SEAAD__inflammatory_transport_state_modulation__q75,Micro-PVM_4-SEAAD,inflammatory_transport_state_modulation,q75,False
state_programming__Micro-PVM_4-SEAAD__inflammatory_transport_state_modulation__q90,Micro-PVM_4-SEAAD,inflammatory_transport_state_modulation,q90,False
state_programming__Micro-PVM_4-SEAAD__inflammatory_transport_state_modulation__q95,Micro-PVM_4-SEAAD,inflammatory_transport_state_modulation,q95,False
state_programming__Micro-PVM_4-SEAAD__inflammatory_transport_state_modulation__high_cell_fraction,Micro-PVM_4-SEAAD,inflammatory_transport_state_modulation,high_cell_fraction,False
