dataset,regulator,control,dose,metric,n_downstream_genes,downstream_genes,mean_delta,median_delta,abs_mean_delta,n_donors
MTG,CEBPB,directed_stage72b,0.5,fraction_global_q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0009011888772866515,0.0,0.003751634701599823,89
MTG,CEBPB,directed_stage72b,0.75,top5_mean,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.02078948116481891,0.020749372062850546,0.03327893189333449,89
MTG,CEBPB,directed_stage72b,0.75,q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.004637557077131623,0.007154639895714077,0.03247084793184599,89
MTG,CEBPB,directed_stage72b,0.75,fraction_global_q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0010019643787790918,0.0,0.0056216348514763394,89
MTG,CEBPB,directed_stage72b,1.0,top5_mean,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.02607013935202756,0.022268340978618073,0.046143319728428264,89
MTG,CEBPB,directed_stage72b,1.0,q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.003077526657502165,0.0006755323634839439,0.04377682986826094,89
MTG,CEBPB,directed_stage72b,1.0,fraction_global_q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0003292947549545942,0.0,0.007027639008132445,89
MTG,ELF1,directed_stage72b,0.25,top5_mean,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.004936248444358965,0.007275761532055558,0.009850533213770161,89
MTG,ELF1,directed_stage72b,0.25,q95,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0028669989215120385,0.003475448784556523,0.013846295210640402,89
MTG,ELF1,directed_stage72b,0.25,fraction_global_q95,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0007262198266651606,0.0,0.0024499498469987627,89
MTG,ELF1,directed_stage72b,0.5,top5_mean,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.009883807923700461,0.013973891389139848,0.021584878793408913,89
MTG,ELF1,directed_stage72b,0.5,q95,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0004989587880562398,0.0022705150766937354,0.02538798071997801,89
MTG,ELF1,directed_stage72b,0.5,fraction_global_q95,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.0008287346784990761,0.0,0.003944544521565265,89
MTG,ELF1,directed_stage72b,0.75,top5_mean,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.013597055786365756,0.01793865819293039,0.035167961303794085,89
MTG,ELF1,directed_stage72b,0.75,q95,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0018603615918941089,0.0019433886499510278,0.039139171614228814,89
MTG,ELF1,directed_stage72b,0.75,fraction_global_q95,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.00034932729737045907,0.0,0.005783494714871347,89
MTG,ELF1,directed_stage72b,1.0,top5_mean,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,0.011690581099024076,0.011473379397356931,0.04856989931912258,89
MTG,ELF1,directed_stage72b,1.0,q95,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0077407557554509485,-0.001600740862083283,0.05233782883168241,89
MTG,ELF1,directed_stage72b,1.0,fraction_global_q95,28,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DPB1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;SLC38A9;STAT1;TREM2;TXNIP;TYROBP,-0.0007466677121911732,0.0,0.007770874404713724,89
MTG,ETS1,directed_stage72b,0.25,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.001741487420905837,-0.0012814976248838317,0.0029276350818993784,89
MTG,ETS1,directed_stage72b,0.25,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.0015412790125611132,-0.0015069982088766753,0.005598025947844802,89
MTG,ETS1,directed_stage72b,0.25,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.0002820700495524812,0.0,0.0010271552148318043,89
MTG,ETS1,directed_stage72b,0.5,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.003782766730089855,-0.0030408205122205434,0.00620724769380529,89
MTG,ETS1,directed_stage72b,0.5,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.0023747621529250566,-0.00209862357081958,0.010396157673810542,89
MTG,ETS1,directed_stage72b,0.5,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.0005984350234940801,0.0,0.0018029202125386028,89
MTG,ETS1,directed_stage72b,0.75,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.006190818541770008,-0.00504250388007943,0.00994419444608838,89
MTG,ETS1,directed_stage72b,0.75,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.003945488542517301,-0.0012514631181639313,0.015541292144140099,89
MTG,ETS1,directed_stage72b,0.75,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.0006027226967056738,0.0,0.0022315627463426646,89
MTG,ETS1,directed_stage72b,1.0,top5_mean,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.008921148558996657,-0.0075796510120014204,0.013990579219679333,89
MTG,ETS1,directed_stage72b,1.0,q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.006921172438112276,-0.005744812988768944,0.020862794951335424,89
MTG,ETS1,directed_stage72b,1.0,fraction_global_q95,25,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,-0.0007465310950991028,0.0,0.0026010753087929665,89
MTG,FOS,directed_stage72b,0.25,top5_mean,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,0.0010198617919485251,0.0009479434920921515,0.0014237260657054196,89
MTG,FOS,directed_stage72b,0.25,q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,0.0007311714676452696,0.0003997316114385807,0.0024666594452052086,89
MTG,FOS,directed_stage72b,0.25,fraction_global_q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,7.115929386061496e-05,0.0,0.0005669748658447275,89
MTG,FOS,directed_stage72b,0.5,top5_mean,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,0.002040093237109639,0.0018610917967278873,0.0028862652628663913,89
MTG,FOS,directed_stage72b,0.5,q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,0.0014440815599336759,0.0010822090942053109,0.0049581338544269285,89
MTG,FOS,directed_stage72b,0.5,fraction_global_q95,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,0.0002745743658257171,0.0,0.0009644138336723115,89
MTG,FOS,directed_stage72b,0.75,top5_mean,26,AP1G1;APOC1;APOE;B2M;BSG;C1QA;C1QB;C1QC;CD74;CTSB;CTSS;HLA-DPA1;HLA-DRA;HLA-DRB1;IRF8;LAMP2;LAPTM5;MSR1;NFKBIA;NPC2;PLD3;PSAP;STAT1;TREM2;TXNIP;TYROBP,0.0030776235510420495,0.0029759090313713488,0.004411687361077641,89
