path,version_bucket,stage_hint,role,archive_status,byte_size,physical_move_recommended_now,move_risk,notes
configs/agent/stage39e_strong_simple_model_leaderboard_v1.yaml,v3,stage39e,config,frozen_or_current_provenance,2596,false,high,mapped_only_paths_preserved
configs/agent/stage39f_robustness_confirmation_v1.yaml,v3,stage39f,config,frozen_or_current_provenance,3015,false,high,mapped_only_paths_preserved
configs/agent/stage39h_proxy_safe_composition_decomposition_v1.yaml,v3,stage39h,config,frozen_or_current_provenance,3908,false,high,mapped_only_paths_preserved
configs/agent/stage40a_conditional_dualhead_ema_vicreg_v1.yaml,v3,stage40a,config,frozen_or_current_provenance,3673,false,high,mapped_only_paths_preserved
configs/agent/stage40b_terminal_rescue_synthesis_v1.yaml,v3,stage40b,config,frozen_or_current_provenance,2723,false,high,mapped_only_paths_preserved
configs/agent/stage41_internal_multimodal_feature_acquisition_and_benchmark_v1.yaml,v3,stage41,config,frozen_or_current_provenance,3811,false,high,mapped_only_paths_preserved
configs/agent/stage41a_manual_internal_feature_acquisition_v1.yaml,v3,stage41a,config,frozen_or_current_provenance,2331,false,high,mapped_only_paths_preserved
configs/agent/stage41abc_seaad_safe_feature_download_analyze_benchmark_v1.yaml,v3,stage41abc,config,frozen_or_current_provenance,4532,false,high,mapped_only_paths_preserved
configs/agent/stage41b_safe_metadata_mri_benchmark_v1.yaml,v3,stage41b,config,frozen_or_current_provenance,3461,false,high,mapped_only_paths_preserved
configs/agent/stage41full_safe_feature_pipeline_v1.yaml,v3,stage41full,config,frozen_or_current_provenance,4735,false,high,mapped_only_paths_preserved
configs/agent/stage42_safe_external_support_and_manuscript_synthesis_v1.yaml,v3,stage42,config,frozen_or_current_provenance,4655,false,high,mapped_only_paths_preserved
configs/agent/stage43_manuscript_draft_package_v1.yaml,v3,stage43,config,frozen_or_current_provenance,3635,false,high,mapped_only_paths_preserved
configs/agent/stage44_manuscript_polish_figures_tables_pi_review_v1.yaml,v3,stage44,config,frozen_or_current_provenance,3880,false,high,mapped_only_paths_preserved
configs/agent/stage45_new_safe_feature_acquisition_and_benchmark_v1.yaml,v3,stage45,config,frozen_or_current_provenance,4378,false,high,mapped_only_paths_preserved
configs/agent/stage47_cross_version_candidate_network_drug_synthesis_v1.yaml,v3,stage47,config,frozen_or_current_provenance,3581,false,high,mapped_only_paths_preserved
configs/agent/stage48_candidate_evidence_consistency_dossier_v1.yaml,v3,stage48,config,frozen_or_current_provenance,2156,false,high,mapped_only_paths_preserved
configs/agent/stage49_known_experimental_evidence_concordance_v1.yaml,v3,stage49,config,frozen_or_current_provenance,3839,false,high,mapped_only_paths_preserved
configs/agent/stage50_graph_specific_jepa_topology_audit_v1.yaml,v3,stage50,config,frozen_or_current_provenance,2682,false,high,mapped_only_paths_preserved
configs/agent/stage51_string_graph_topology_jepa_run_v1.yaml,v3,stage51,config,frozen_or_current_provenance,1802,false,high,mapped_only_paths_preserved
configs/agent/stage53_heterogeneity_composition_auxiliary_jepa_v1.yaml,v3,stage53,config,frozen_or_current_provenance,3961,false,high,mapped_only_paths_preserved
configs/agent/stage54_state_specific_microglia_programming_v1.yaml,v3,stage54,config,frozen_or_current_provenance,2035,false,high,mapped_only_paths_preserved
configs/agent/stage55_full_state_specific_microglia_programming_v1.yaml,v3,stage55,config,frozen_or_current_provenance,2017,false,high,mapped_only_paths_preserved
configs/agent/stage56_target_gated_state_programming_ensemble_v1.yaml,v3,stage56,config,frozen_or_current_provenance,1970,false,high,mapped_only_paths_preserved
configs/agent/stage57_repaired_state_module_confirmation_v1.yaml,v3,stage57,config,frozen_or_current_provenance,2103,false,high,mapped_only_paths_preserved
configs/agent/stage58_state_programming_decision_synthesis_v1.yaml,v3,stage58,config,frozen_or_current_provenance,1017,false,high,mapped_only_paths_preserved
configs/agent/stage59_dlpfc_microglia_pvm_acquisition_audit_v1.yaml,v3,stage59,config,frozen_or_current_provenance,1093,false,high,mapped_only_paths_preserved
configs/agent/stage60_gene_preserved_mtg_microglia_module_rebuild_v1.yaml,v3,stage60,config,frozen_or_current_provenance,1870,false,high,mapped_only_paths_preserved
configs/agent/stage61_dlpfc_microglia_pvm_support_audit_v1.yaml,v3,stage61,config,frozen_or_current_provenance,2257,false,high,mapped_only_paths_preserved
configs/agent/stage62_dlpfc_state_module_robustness_lock_audit_v1.yaml,v3,stage62,config,frozen_or_current_provenance,3492,false,high,mapped_only_paths_preserved
configs/agent/stage63_dlpfc_signal_instability_diagnosis_and_external_handoff_v1.yaml,v3,stage63,config,frozen_or_current_provenance,4019,false,high,mapped_only_paths_preserved
configs/agent/stage64_cell_level_microglia_rare_state_mining_v1.yaml,v3,stage64,config,frozen_or_current_provenance,2872,false,high,mapped_only_paths_preserved
configs/agent/stage65_retrospective_rare_tail_signal_backtrace_v1.yaml,v3,stage65,config,frozen_or_current_provenance,3934,false,high,mapped_only_paths_preserved
configs/agent/stage66_graph_rare_tail_signal_preservation_audit_v1.yaml,v3,stage66,config,frozen_or_current_provenance,2715,false,high,mapped_only_paths_preserved
configs/agent/stage67_legacy_cell_level_artifact_and_seaad_availability_audit_v1.yaml,v3,stage67,config,frozen_or_current_provenance,2012,false,high,mapped_only_paths_preserved
configs/agent/stage68_rare_tail_cell_extraction_expression_contrast_v1.yaml,v3,stage68,config,frozen_or_current_provenance,2879,false,high,mapped_only_paths_preserved
configs/agent/stage69_rare_microglia_auxiliary_head_jepa_audit_v1.yaml,v3,stage69,config,frozen_or_current_provenance,2660,false,high,mapped_only_paths_preserved
configs/agent/stage70_rare_microglia_auxiliary_head_robustness_lock_audit_v1.yaml,v3,stage70,config,frozen_or_current_provenance,2802,false,high,mapped_only_paths_preserved
configs/agent/stage71_full_rare_microglia_graph_jepa_hierarchical_benchmark_v1.yaml,v3,stage71,config,frozen_or_current_provenance,3783,false,high,mapped_only_paths_preserved
configs/agent/stage72a_external_multiomic_grn_resource_eligibility_audit_v1.yaml,v3,stage72a,config,frozen_or_current_provenance,3704,false,high,mapped_only_paths_preserved
configs/agent/stage72b_external_morabito_micro_pvm_grn_construction_v1.yaml,v3,stage72b,config,frozen_or_current_provenance,2947,false,high,mapped_only_paths_preserved
configs/agent/stage73_context_specific_grn_graph_jepa_diagnostic_v1.yaml,v3,stage73,config,frozen_or_current_provenance,2963,false,high,mapped_only_paths_preserved
configs/agent/stage73r_context_specific_grn_control_repair_v1.yaml,v3,stage73r,config,frozen_or_current_provenance,3145,false,high,mapped_only_paths_preserved
configs/agent/stage74_directed_micro_pvm_grn_in_silico_perturbation_audit_v1.yaml,v3,stage74,config,frozen_or_current_provenance,2664,false,high,mapped_only_paths_preserved
configs/agent/stage75a_scenicplus_celloracle_egrn_readiness_v1.yaml,v3,stage75a,config,frozen_or_current_provenance,2953,false,high,mapped_only_paths_preserved
configs/agent/stage75b_scenicplus_resource_acquisition_v1.yaml,v3,stage75b,config,frozen_or_current_provenance,3198,false,high,mapped_only_paths_preserved
configs/agent/stage75c_peak_gene_preflight_annotation_v1.yaml,v3,stage75c,config,frozen_or_current_provenance,1931,false,high,mapped_only_paths_preserved
configs/agent/stage75d_scenicplus_wsl_execution_handoff_v1.yaml,v3,stage75d,config,frozen_or_current_provenance,1669,false,high,mapped_only_paths_preserved
configs/data/stage32_external_pretraining_matrix_v1.yaml,v3,stage32,config,frozen_or_current_provenance,1580,false,high,mapped_only_paths_preserved
configs/data/stage32b_approved_external_pretraining_acquisition_v1.yaml,v3,stage32b,config,frozen_or_current_provenance,1996,false,high,mapped_only_paths_preserved
configs/data/stage32c_bulk_approved_external_acquisition_v1.yaml,v3,stage32c,config,frozen_or_current_provenance,1910,false,high,mapped_only_paths_preserved
configs/stage75e_scenicplus_preflight_v1.yaml,v3,stage75e,config,frozen_or_current_provenance,6065,false,high,mapped_only_paths_preserved
configs/stage75f_out_of_core_v1.yaml,v3,stage75f,config,frozen_or_current_provenance,26096,false,high,mapped_only_paths_preserved
configs/train/fast_stage_c_supcon.yaml,v3,stagec,config,frozen_or_current_provenance,2476,false,high,mapped_only_paths_preserved
configs/train/graph_jepa_stage_a_fast.yaml,unclassified,,config,needs_review,1244,false,low,mapped_only_paths_preserved
configs/train/stage27_non_graph_v3.yaml,v3,stage27,config,frozen_or_current_provenance,1241,false,high,mapped_only_paths_preserved
configs/train/stage27c_non_graph_rescue_v1.yaml,v3,stage27c,config,frozen_or_current_provenance,676,false,high,mapped_only_paths_preserved
configs/train/stage30_graph_controls_v3.yaml,v3,stage30,config,frozen_or_current_provenance,727,false,high,mapped_only_paths_preserved
configs/train/stage31_residual_graph_controls_v3.yaml,v3,stage31,config,frozen_or_current_provenance,949,false,high,mapped_only_paths_preserved
configs/train/stage33a_external_pretrained_jepa_v1.yaml,v3,stage33a,config,frozen_or_current_provenance,704,false,high,mapped_only_paths_preserved
configs/train/stage33b_external_pretrained_jepa_v1.yaml,v3,stage33b,config,frozen_or_current_provenance,1580,false,high,mapped_only_paths_preserved
configs/train/stage33c_external_pretrained_diagnostic_rescue_v1.yaml,v3,stage33c,config,frozen_or_current_provenance,2034,false,high,mapped_only_paths_preserved
configs/train/stage34a_hbca_microglia_filtered_external_pretraining_v1.yaml,v3,stage34a,config,frozen_or_current_provenance,2556,false,high,mapped_only_paths_preserved
configs/train/stage34b_hbcc_external_pretraining_v1.yaml,v3,stage34b,config,frozen_or_current_provenance,2669,false,high,mapped_only_paths_preserved
configs/train/stage35a_target_aware_weak_graph_rescue_v1.yaml,v3,stage35a,config,frozen_or_current_provenance,1285,false,high,mapped_only_paths_preserved
configs/train/stage35b_graph_laplacian_regularized_ridge_v1.yaml,v3,stage35b,config,frozen_or_current_provenance,1167,false,high,mapped_only_paths_preserved
configs/train/stage35c_latent_module_graph_v1.yaml,v3,stage35c,config,frozen_or_current_provenance,918,false,high,mapped_only_paths_preserved
configs/train/stage35d_perturbation_graph_diagnostic_v1.yaml,v3,stage35d,config,frozen_or_current_provenance,529,false,high,mapped_only_paths_preserved
configs/train/stage35e_graph_diagnostics_synthesis_v1.yaml,v3,stage35e,config,frozen_or_current_provenance,1753,false,high,mapped_only_paths_preserved
configs/train/stage_b_adversarial.yaml,unclassified,,config,needs_review,1460,false,low,mapped_only_paths_preserved
configs/v4/README.md,v4,v4,config,active_planning,335,false,low,mapped_only_paths_preserved
configs/v4/stage80_v4_launchpad.yaml,v4,stage80,config,active_planning,1200,false,low,mapped_only_paths_preserved
discovery_atlas/README.md,unclassified,,project_file,needs_review,10406,false,low,mapped_only_paths_preserved
discovery_atlas/ablation_artifact_readiness_v1.py,v1,,project_file,legacy_reference,11022,false,low,mapped_only_paths_preserved
discovery_atlas/annotate_internal_evidence_with_gliosis_diagnostics_v1.py,v1,,project_file,legacy_reference,6920,false,low,mapped_only_paths_preserved
discovery_atlas/audit_discovery_atlas_final_state.py,unclassified,,project_file,needs_review,12009,false,low,mapped_only_paths_preserved
discovery_atlas/audit_existing_graph_jepa_envs_v1.py,v1,,project_file,legacy_reference,19396,false,low,mapped_only_paths_preserved
discovery_atlas/audit_existing_v1_against_no_graph_ablation_v1.py,v1,,project_file,legacy_reference,26004,false,low,mapped_only_paths_preserved
discovery_atlas/audit_public_external_dataset_schemas_for_v3_v1.py,v3,,project_file,frozen_or_current_provenance,28665,false,low,mapped_only_paths_preserved
discovery_atlas/audit_v3_primary_baseline_protocol_v1.py,v3,,project_file,frozen_or_current_provenance,24344,false,low,mapped_only_paths_preserved
discovery_atlas/baseline_comparison_gate.py,unclassified,,project_file,needs_review,19443,false,low,mapped_only_paths_preserved
discovery_atlas/build_final_candidate_shortlist_v1.py,v1,,project_file,legacy_reference,31524,false,low,mapped_only_paths_preserved
discovery_atlas/build_final_candidate_shortlist_v2.py,v2,,project_file,legacy_reference,12886,false,low,mapped_only_paths_preserved
discovery_atlas/build_final_candidate_shortlist_v3.py,v3,,project_file,frozen_or_current_provenance,8434,false,low,mapped_only_paths_preserved
discovery_atlas/build_graph_connected_scorecard_v2.py,v2,,project_file,legacy_reference,20420,false,low,mapped_only_paths_preserved
discovery_atlas/build_internal_evidence_scorecard_v1.py,v1,,project_file,legacy_reference,9343,false,low,mapped_only_paths_preserved
discovery_atlas/check_targeted_manifold_audit_raw_distances.py,unclassified,,project_file,needs_review,5204,false,low,mapped_only_paths_preserved
discovery_atlas/diagnose_level2_gliosis_failure_v1.py,v1,,project_file,legacy_reference,16609,false,low,mapped_only_paths_preserved
discovery_atlas/discovery_logic.py,unclassified,,project_file,needs_review,2866,false,low,mapped_only_paths_preserved
discovery_atlas/establish_v3_generalization_stability_gates_v1.py,v3,,project_file,frozen_or_current_provenance,22366,false,low,mapped_only_paths_preserved
discovery_atlas/evaluate_no_graph_ablation_v1.py,v1,,project_file,legacy_reference,11137,false,low,mapped_only_paths_preserved
discovery_atlas/evaluate_strict_shuffled_graph_ablation_v1.py,v1,,project_file,legacy_reference,14937,false,low,mapped_only_paths_preserved
discovery_atlas/feature_wide_counterfactuals.py,unclassified,,project_file,needs_review,26137,false,low,mapped_only_paths_preserved
discovery_atlas/freeze_no_graph_training_run_manifest_v1.py,v1,,project_file,legacy_reference,9518,false,low,mapped_only_paths_preserved
discovery_atlas/freeze_strict_shuffled_graph_training_run_manifest_v1.py,v1,,project_file,legacy_reference,10022,false,low,mapped_only_paths_preserved
discovery_atlas/generate_strict_shuffled_graph_edges_v1.py,v1,,project_file,legacy_reference,16494,false,low,mapped_only_paths_preserved
discovery_atlas/graph_neighborhood_coherence.py,unclassified,,project_file,needs_review,12111,false,low,mapped_only_paths_preserved
discovery_atlas/graph_neighborhood_coherence_scorecard_v2.py,v2,,project_file,legacy_reference,18252,false,low,mapped_only_paths_preserved
discovery_atlas/input_availability_report.py,unclassified,,project_file,needs_review,16013,false,low,mapped_only_paths_preserved
discovery_atlas/internal_robustness_stability_v1.py,v1,,project_file,legacy_reference,12050,false,low,mapped_only_paths_preserved
discovery_atlas/inventory_external_v1_v2_datasets_for_v3_v1.py,v3,,project_file,frozen_or_current_provenance,21450,false,low,mapped_only_paths_preserved
discovery_atlas/inventory_v3_reusable_assets_v1.py,v3,,project_file,frozen_or_current_provenance,26230,false,low,mapped_only_paths_preserved
discovery_atlas/lock_v3_donor_folds_and_benchmark_harness_v1.py,v3,,project_file,frozen_or_current_provenance,29879,false,low,mapped_only_paths_preserved
discovery_atlas/negative_controls.py,unclassified,,project_file,needs_review,28925,false,low,mapped_only_paths_preserved
discovery_atlas/negative_controls_scorecard_v2.py,v2,,project_file,legacy_reference,25501,false,low,mapped_only_paths_preserved
discovery_atlas/pathology_axis_fingerprints.py,unclassified,,project_file,needs_review,21488,false,low,mapped_only_paths_preserved
discovery_atlas/preflight_no_graph_ablation_training_v1.py,v1,,project_file,legacy_reference,10712,false,low,mapped_only_paths_preserved
discovery_atlas/preflight_shuffled_graph_ablation_training_v1.py,v1,,project_file,legacy_reference,11311,false,low,mapped_only_paths_preserved
discovery_atlas/preflight_strict_shuffled_graph_ablation_training_v1.py,v1,,project_file,legacy_reference,13591,false,low,mapped_only_paths_preserved
discovery_atlas/prepare_ablation_training_decision_packet_v1.py,v1,,project_file,legacy_reference,9049,false,low,mapped_only_paths_preserved
discovery_atlas/prepare_ablation_training_protocol_v1.py,v1,,project_file,legacy_reference,9931,false,low,mapped_only_paths_preserved
discovery_atlas/prepare_graph_ablation_edge_sets_v1.py,v1,,project_file,legacy_reference,10368,false,low,mapped_only_paths_preserved
discovery_atlas/run_v3_primary_baseline_benchmark_suite_v1.py,v3,,project_file,frozen_or_current_provenance,32109,false,low,mapped_only_paths_preserved
discovery_atlas/search_cellxgene_relevant_datasets_for_v3_v1.py,v3,,project_file,frozen_or_current_provenance,28117,false,low,mapped_only_paths_preserved
discovery_atlas/summarize_targeted_manifold_audit.py,unclassified,,project_file,needs_review,8955,false,low,mapped_only_paths_preserved
discovery_atlas/summarize_tier1_pending_manifold_audit_v1.py,v1,,project_file,legacy_reference,5006,false,low,mapped_only_paths_preserved
discovery_atlas/summarize_v2_graph_jepa_final_ablation_benchmark_v1.py,v2,,project_file,legacy_reference,8442,false,low,mapped_only_paths_preserved
discovery_atlas/validate_feature_wide_pilot.py,unclassified,,project_file,needs_review,6963,false,low,mapped_only_paths_preserved
docker/scenicplus/Dockerfile,unclassified,,docker,needs_review,5533,false,low,mapped_only_paths_preserved
docker/scenicplus/README.md,unclassified,,docker,needs_review,3179,false,low,mapped_only_paths_preserved
docs/ACTIVE_V3_STATUS.md,v3,,doc,frozen_or_current_provenance,37018,false,low,mapped_only_paths_preserved
docs/DATASET_REGISTRY.md,unclassified,,doc,needs_review,4306,false,low,mapped_only_paths_preserved
docs/V3_SCORECARD.md,v3,v3,doc,frozen_or_current_provenance,33074,false,low,mapped_only_paths_preserved
docs/architecture.md,unclassified,,doc,needs_review,6397,false,low,mapped_only_paths_preserved
docs/causal_discovery.md,unclassified,,doc,needs_review,8196,false,low,mapped_only_paths_preserved
docs/cleanup_manifest.md,unclassified,,doc,needs_review,1461,false,low,mapped_only_paths_preserved
docs/current_status.md,unclassified,,doc,needs_review,98454,false,low,mapped_only_paths_preserved
docs/dataset_guide.md,unclassified,,doc,needs_review,12163,false,low,mapped_only_paths_preserved
docs/external_cohort_reconnaissance.md,unclassified,,doc,needs_review,5447,false,low,mapped_only_paths_preserved
docs/external_perturbation_benchmarks.md,unclassified,,doc,needs_review,11014,false,low,mapped_only_paths_preserved
docs/external_validation_next_steps.md,unclassified,,doc,needs_review,11567,false,low,mapped_only_paths_preserved
docs/figure_gallery.md,unclassified,,doc,needs_review,7619,false,low,mapped_only_paths_preserved
docs/github_about.md,unclassified,,doc,needs_review,2482,false,low,mapped_only_paths_preserved
docs/github_repo_checklist.md,unclassified,,doc,needs_review,1850,false,low,mapped_only_paths_preserved
docs/gpu_setup.md,unclassified,,doc,needs_review,2341,false,low,mapped_only_paths_preserved
docs/project_file_map.md,unclassified,,doc,needs_review,3679,false,low,mapped_only_paths_preserved
docs/project_proposal.md,unclassified,,doc,needs_review,7618,false,low,mapped_only_paths_preserved
docs/runbook.md,unclassified,,doc,needs_review,78327,false,low,mapped_only_paths_preserved
docs/scientific_pitch.md,unclassified,,doc,needs_review,5222,false,low,mapped_only_paths_preserved
docs/stage75e_prep_bundle_readme.md,v3,stage75e,doc,frozen_or_current_provenance,871,false,low,mapped_only_paths_preserved
docs/stage75e_preparation_and_execution_plan_v1.md,v3,stage75e,doc,frozen_or_current_provenance,4498,false,low,mapped_only_paths_preserved
docs/stage75f_f5b_primary_motif_pilot.md,v3,stage75f,doc,frozen_or_current_provenance,1685,false,low,mapped_only_paths_preserved
docs/stage75f_f5c_primary_tf_region_gene_evidence.md,v3,stage75f,doc,frozen_or_current_provenance,697,false,low,mapped_only_paths_preserved
docs/stage75f_f6_secondary_motif_pilot.md,v3,stage75f,doc,frozen_or_current_provenance,1855,false,low,mapped_only_paths_preserved
docs/stage75f_f7_secondary_tf_region_gene_evidence.md,v3,stage75f,doc,frozen_or_current_provenance,1366,false,low,mapped_only_paths_preserved
docs/stage75f_f8_integrated_regulatory_evidence.md,v3,stage75f,doc,frozen_or_current_provenance,1256,false,low,mapped_only_paths_preserved
docs/stage75f_out_of_core_execution_plan_v1.md,v3,stage75f,doc,frozen_or_current_provenance,6004,false,low,mapped_only_paths_preserved
docs/stage76_directionality_audit.md,v3,stage76,doc,frozen_or_current_provenance,1384,false,low,mapped_only_paths_preserved
docs/stage76_perturbation_readiness.md,v3,stage76,doc,frozen_or_current_provenance,4368,false,low,mapped_only_paths_preserved
docs/stage77_f11v_perturbation_graph_visualization.md,v3,stage77,doc,frozen_or_current_provenance,3437,false,low,mapped_only_paths_preserved
docs/stage77_tier_a_perturbation_mvp.md,v3,stage77,doc,frozen_or_current_provenance,2345,false,low,mapped_only_paths_preserved
docs/stage78_f12v_graph_latent_visualization.md,v3,stage78,doc,frozen_or_current_provenance,1963,false,low,mapped_only_paths_preserved
docs/stage78_jepa_latent_shift.md,v3,stage78,doc,frozen_or_current_provenance,1774,false,low,mapped_only_paths_preserved
docs/stage79_control_interpretation.md,v3,stage79,doc,frozen_or_current_provenance,976,false,low,mapped_only_paths_preserved
docs/stage79_f13v_graph_control_visualization.md,v3,stage79,doc,frozen_or_current_provenance,2324,false,low,mapped_only_paths_preserved
docs/stage79_graph_control_testing.md,v3,stage79,doc,frozen_or_current_provenance,2119,false,low,mapped_only_paths_preserved
docs/stage_c_finetuning_analysis.md,v3,stagec,doc,frozen_or_current_provenance,4192,false,low,mapped_only_paths_preserved
docs/stage_c_v21_upgrade_experiments.md,v3,stagec,doc,frozen_or_current_provenance,3673,false,low,mapped_only_paths_preserved
docs/technical_plan.md,unclassified,,doc,needs_review,8151,false,low,mapped_only_paths_preserved
docs/v3_frozen_artifact_index.md,v3,v3,doc,frozen_or_current_provenance,2324,false,low,mapped_only_paths_preserved
docs/v4/README.md,v4,v4,doc,active_planning,2583,false,low,mapped_only_paths_preserved
docs/v4_migration_plan.md,unclassified,v4,doc,needs_review,3195,false,low,mapped_only_paths_preserved
environment.lock.yml,unclassified,,project_file,needs_review,366,false,low,mapped_only_paths_preserved
environment.yml,unclassified,,project_file,needs_review,426,false,low,mapped_only_paths_preserved
open_validation/align_to_graph_jepa.py,unclassified,,project_file,needs_review,8217,false,low,mapped_only_paths_preserved
pyproject.toml,unclassified,,project_file,needs_review,302,false,low,mapped_only_paths_preserved
requirements-freeze.txt,unclassified,,project_file,needs_review,5396,false,low,mapped_only_paths_preserved
requirements-gpu.txt,unclassified,,project_file,needs_review,103,false,low,mapped_only_paths_preserved
requirements.txt,unclassified,,project_file,needs_review,241,false,low,mapped_only_paths_preserved
results/figures/jepa63_umap_alignment.svg,unclassified,,result_figure,needs_review,28383,false,low,mapped_only_paths_preserved
results/figures/jepa_representation_overlays.svg,unclassified,,result_figure,needs_review,93941,false,low,mapped_only_paths_preserved
results/figures/latent_space_pca_vs_jepa_umap_at8_neun.html,unclassified,,result_figure,needs_review,25548,false,low,mapped_only_paths_preserved
results/figures/latent_space_pca_vs_jepa_umap_at8_neun.svg,unclassified,,result_figure,needs_review,60285,false,low,mapped_only_paths_preserved
results/figures/public_cell_level_mixing.svg,unclassified,,result_figure,needs_review,45489,false,low,mapped_only_paths_preserved
results/figures/public_multitarget_oof_validation.svg,unclassified,,result_figure,needs_review,55209,false,low,mapped_only_paths_preserved
results/figures/public_pca_vs_jepa_pathology_geometry.svg,unclassified,,result_figure,needs_review,54133,false,low,mapped_only_paths_preserved
results/figures/public_stage_c_finetuning_parameter_sensitivity.svg,v3,stagec,result_figure,frozen_or_current_provenance,136124,false,high,mapped_only_paths_preserved
results/figures/public_stage_c_sweep_leaderboard.svg,v3,stagec,result_figure,frozen_or_current_provenance,89676,false,high,mapped_only_paths_preserved
results/figures/public_v1_to_v2_problem_solution.svg,v2,,result_figure,legacy_reference,72388,false,low,mapped_only_paths_preserved
results/figures/public_v2_curriculum_schematic.svg,v2,,result_figure,legacy_reference,68696,false,low,mapped_only_paths_preserved
results/figures/stage_c_elastic_cov001_epoch_005_latent_space_pca_vs_jepa_umap_at8_neun.html,v3,stagec,result_figure,frozen_or_current_provenance,25428,false,high,mapped_only_paths_preserved
results/figures/stage_c_elastic_cov001_epoch_005_latent_space_pca_vs_jepa_umap_at8_neun.svg,v3,stagec,result_figure,frozen_or_current_provenance,60271,false,high,mapped_only_paths_preserved
results/figures/stage_c_elastic_cov001_epoch_010_latent_space_pca_vs_jepa_umap_at8_neun.html,v3,stagec,result_figure,frozen_or_current_provenance,25458,false,high,mapped_only_paths_preserved
results/figures/stage_c_elastic_cov001_epoch_010_latent_space_pca_vs_jepa_umap_at8_neun.svg,v3,stagec,result_figure,frozen_or_current_provenance,60337,false,high,mapped_only_paths_preserved
results/figures/stage_c_elastic_w005_epoch_005_latent_space_pca_vs_jepa_umap_at8_neun.html,v3,stagec,result_figure,frozen_or_current_provenance,25478,false,high,mapped_only_paths_preserved
results/figures/stage_c_elastic_w005_epoch_005_latent_space_pca_vs_jepa_umap_at8_neun.svg,v3,stagec,result_figure,frozen_or_current_provenance,60317,false,high,mapped_only_paths_preserved
results/figures/stage_c_elastic_w005_epoch_010_latent_space_pca_vs_jepa_umap_at8_neun.html,v3,stagec,result_figure,frozen_or_current_provenance,25418,false,high,mapped_only_paths_preserved
results/figures/stage_c_elastic_w005_epoch_010_latent_space_pca_vs_jepa_umap_at8_neun.svg,v3,stagec,result_figure,frozen_or_current_provenance,60337,false,high,mapped_only_paths_preserved
results/figures/stage_c_epoch_005_latent_space_pca_vs_jepa_umap_at8_neun.html,v3,stagec,result_figure,frozen_or_current_provenance,25608,false,high,mapped_only_paths_preserved
