gene,scope,AT8_delta,A_beta_6e10_delta,GFAP_delta,Iba1_delta,NeuN_delta,manifold_safety_status,prediction_safety_status,perturbation_success,failure_reason,mean_latent_shift,median_latent_shift,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,manifold_violation_fraction
AMBRA1,graph_connected,-0.0231510866433382,-0.0275942850857973,0.0220837779343128,0.0260563120245933,0.0408991910517215,within_manifold_threshold,not_separately_audited,True,,0.0004888499970547,0.0004802440525963,0.0004888500472379,0.0007720542780589,0.0183959506452083,0.0
ANAPC10,graph_connected,0.0167512577027082,0.0070515163242816,0.0211694166064262,0.0143365990370512,0.0024315079208463,within_manifold_threshold,not_separately_audited,True,,0.0002621108433231,0.0001911625440698,0.0002621108329498,0.0005733074969612,0.0183959506452083,0.0
ANKHD1,graph_connected,-0.0329465493559837,-0.2230066061019897,-0.0443156883120536,0.4284728467464447,0.0836296007037162,within_manifold_threshold,not_separately_audited,True,,0.0029121371917426,0.0033845822326838,0.0029121371432742,0.0041771283373236,0.0183959506452083,0.0
AP3B1,graph_connected,0.0142792239785194,0.045263472944498,0.0301087740808725,-0.0008806673577055,-0.0038629663176834,within_manifold_threshold,not_separately_audited,True,,0.0001892626896733,0.0001751287782099,0.0001892626497085,0.0003263338672695,0.0183959506452083,0.0
AP3S2,graph_connected,0.0145540423691272,0.0214167963713407,0.0371605195105075,0.0151802878826856,0.0182621181011199,within_manifold_threshold,not_separately_audited,True,,0.0002846288844011,0.0002147603372577,0.0002846288612028,0.0005930094223003,0.0183959506452083,0.0
APOE,graph_connected,-0.0353288501501083,-0.0536506325006485,-0.0321673639118671,0.0502108894288539,0.0038109400775283,within_manifold_threshold,not_separately_audited,True,,0.0002964649756904,0.0003667392011266,0.0002964649451062,0.0004434674396179,0.0183959506452083,0.0
APP,graph_connected,-0.0349051691591739,-0.0159110091626644,0.0707494467496872,0.125169426202774,0.023174138739705,within_manifold_threshold,not_separately_audited,True,,0.0005362426163628,0.000469747086754,0.0005362426126348,0.0009252850606571,0.0183959506452083,0.0
ARHGAP5,graph_connected,-0.0049769575707614,-0.0176246147602796,0.0066492613404989,0.0208357498049736,0.0034810062497854,within_manifold_threshold,not_separately_audited,True,,0.0002503545547369,0.000219350476982,0.0002503545582079,0.0004228659265208,0.0183959506452083,0.0
ARHGEF2,graph_connected,0.0051507400348782,-0.0061002583242952,0.0085406759753823,-0.0049990252591669,-0.0303111746907234,within_manifold_threshold,not_separately_audited,True,,0.0002841953246388,0.0002186174824601,0.0002841952909535,0.0005764916248153,0.0183959506452083,0.0
ARPC1B,graph_connected,-0.0003148591786157,-0.0115835228934884,0.0288061052560806,0.0059501882642507,0.000373655493604,within_manifold_threshold,not_separately_audited,True,,0.0002701401535887,0.0002652978582773,0.0002701401049446,0.0004277972737327,0.0183959506452083,0.0
ASXL2,graph_connected,0.0212510805577039,-0.0263790860772132,0.0361879579722881,0.0918215438723564,0.0231376122683286,within_manifold_threshold,not_separately_audited,True,,0.0005435119965113,0.0006243616808205,0.0005435119753992,0.0007448496529832,0.0183959506452083,0.0
ATAD2B,graph_connected,0.0200239401310682,0.0182554181665182,0.1065943464636802,0.0189658571034669,0.0403106622397899,within_manifold_threshold,not_separately_audited,True,,0.0003719432279467,0.0004506378609221,0.0003719432080909,0.0005108600715175,0.0183959506452083,0.0
ATF2,graph_connected,-0.0083665437996387,-0.08549565076828,0.0231082309037446,0.0536444261670112,-0.0174948144704103,within_manifold_threshold,not_separately_audited,True,,0.0007358120055869,0.0006427381304092,0.00073581202638,0.0012550911284051,0.0183959506452083,0.0
ATG10,graph_connected,0.0138997603207826,-0.0154419504106044,-0.0133389998227357,-0.0083937058225274,0.0070811510086059,within_manifold_threshold,not_separately_audited,True,,0.000225271549425,0.0002138462878065,0.000225271546821,0.0003464073583018,0.0183959506452083,0.0
ATL2,graph_connected,0.0121096521615982,-0.0063173878006637,0.013502380810678,-0.0366417840123176,0.0111502828076481,within_manifold_threshold,not_separately_audited,True,,0.0001599915267433,0.0001269480562768,0.0001599914808222,0.0003115807776339,0.0183959506452083,0.0
ATM,graph_connected,0.0094272317364811,-0.0205623414367437,0.007614301983267,-0.0110422801226377,0.0090982094407081,within_manifold_threshold,not_separately_audited,True,,0.0001263987505808,8.478366362396628e-05,0.0001263986539154,0.0004392124916194,0.0183959506452083,0.0
BCL2,graph_connected,-0.0106450375169515,-0.0327694192528724,0.0107681211084127,0.0106856580823659,-0.0099585205316543,within_manifold_threshold,not_separately_audited,True,,0.0003548393142409,0.0003833173250313,0.0003548393095881,0.0004991627822164,0.0183959506452083,0.0
BIN1,graph_connected,0.022351361811161,-0.0091334581375122,-0.0478661358356475,-0.0327929928898811,0.0081614051014184,within_manifold_threshold,not_separately_audited,True,,0.000296607700875,0.0003598800685722,0.0002966076991321,0.0004246542492182,0.0183959506452083,0.0
BRAF,graph_connected,0.3065623044967651,0.123523324728012,-0.0253977607935667,0.0176069382578134,0.3802485466003418,within_manifold_threshold,not_separately_audited,True,,0.0035299165174365,0.0038802500348538,0.0035299165941749,0.0049691856373101,0.0183959506452083,0.0
C1QA,graph_connected,0.0097786104306578,0.0587722435593605,0.0013264993904158,-0.0034852109383791,0.0079169357195496,within_manifold_threshold,not_separately_audited,True,,0.0002626542118377,0.000252767233178,0.0002626542041304,0.0004224737378535,0.0183959506452083,0.0
C1QB,graph_connected,0.0137630235403776,-0.0018033097730949,0.0689971446990966,-0.0177648495882749,0.0049297595396637,within_manifold_threshold,not_separately_audited,True,,0.0002178019494749,0.0002366102125961,0.0002178019246456,0.0003146323404507,0.0183959506452083,0.0
C1QC,graph_connected,0.0211483668535947,0.030645590275526,0.0024155552964657,0.0110824145376682,-0.0033530599903315,within_manifold_threshold,not_separately_audited,True,,0.0001620466064196,0.0001889912964543,0.0001620465821639,0.0002334273507585,0.0183959506452083,0.0
C3,graph_connected,0.0064893565140664,-0.0004948337445966,0.0011194635881111,-0.0040960148908197,0.0063229785300791,within_manifold_threshold,not_separately_audited,True,,0.0002225402276962,0.0001738824357744,0.0002225402045551,0.0005062193609774,0.0183959506452083,0.0
CAMK2G,graph_connected,-0.0216705240309238,-0.0337503850460052,-0.0302191954106092,-0.0035269313957542,0.0063883615657687,within_manifold_threshold,not_separately_audited,True,,0.0002120881836162,0.0001493378222221,0.0002120881487882,0.0004926985886413,0.0183959506452083,0.0
CCND3,graph_connected,-0.0068182866089046,-0.0299698691815137,-0.0454592444002628,-0.0389014258980751,0.0005513202049769,within_manifold_threshold,not_separately_audited,True,,0.0001826831576181,0.0001777464931365,0.0001826831191148,0.0003030193096492,0.0183959506452083,0.0
CD4,graph_connected,-0.0273014158010482,-0.0464595854282379,0.0293416567146778,-0.0175607707351446,0.0168714169412851,within_manifold_threshold,not_separately_audited,True,,0.0003012292727362,0.0002664736239239,0.0003012292744072,0.0005331629770807,0.0183959506452083,0.0
CD74,graph_connected,-0.0193586237728595,-0.0172508843243122,-0.046226717531681,0.0082931006327271,0.0145683316513895,within_manifold_threshold,not_separately_audited,True,,0.0001969905279111,0.0001686502801021,0.0001969904772856,0.0003902849042788,0.0183959506452083,0.0
CDK17,graph_connected,-0.0067802439443767,-0.0298082940280437,0.0103136394172906,0.0251387804746627,-0.0035297134891152,within_manifold_threshold,not_separately_audited,True,,0.0003083108749706,0.0002640469174366,0.0003083108413922,0.0005519230966456,0.0183959506452083,0.0
CDK5RAP2,graph_connected,0.0145076876506209,0.0140163144096732,-0.071244403719902,0.0048916353844106,0.0183716882020235,within_manifold_threshold,not_separately_audited,True,,0.0003597834147512,0.0002805468975566,0.0003597834260306,0.0007090970990248,0.0183959506452083,0.0
CDR2,graph_connected,0.0009453008533455,-0.0113542387261986,-0.0006614802987314,0.0049315155483782,-0.0017380259232595,within_manifold_threshold,not_separately_audited,True,,0.0001512764865765,0.0001084811156033,0.0001512764517006,0.000339008757146,0.0183959506452083,0.0
CSDE1,graph_connected,-0.0359044894576072,-0.1313548684120178,-0.0473416484892368,-0.0073166885413229,0.0071189817972481,within_manifold_threshold,not_separately_audited,True,,0.0005849269218742,0.0005038127419538,0.0005849269434251,0.0010328305186703,0.0183959506452083,0.0
CSF1R,graph_connected,-0.028017146512866,-0.0262796897441148,-0.0079965889453887,0.0283209793269634,-0.0104621434584259,within_manifold_threshold,not_separately_audited,True,,0.0002241884794784,0.0001618862297618,0.0002241884541137,0.0006559991568792,0.0183959506452083,0.0
CTNNBL1,graph_connected,-0.0234535951167345,-0.0483887866139411,0.010794211179018,-0.0040885237976908,-0.0307452082633972,within_manifold_threshold,not_separately_audited,True,,0.0004423192876856,0.0003528687229845,0.0004423193211519,0.0008415289281401,0.0183959506452083,0.0
CTSD,graph_connected,0.0017966601299121,-0.0075867539271712,0.0001206424785777,-0.0284316893666982,0.0141175556927919,within_manifold_threshold,not_separately_audited,True,,0.0001767493376974,0.0001382936607114,0.0001767493032518,0.0003615850262576,0.0183959506452083,0.0
CUL1,graph_connected,-0.0018534599803388,0.0023244163021445,-0.0384076610207557,-0.0084747113287448,0.0088732363656163,within_manifold_threshold,not_separately_audited,True,,0.0002386060659773,0.0002693333954084,0.0002386060654754,0.0003482946689473,0.0183959506452083,0.0
CX3CR1,graph_connected,0.0002148472849512,-0.01545244269073,0.0492453426122665,-0.0067633874714374,0.0121280411258339,within_manifold_threshold,not_separately_audited,True,,0.0002593316603451,0.0002472634951118,0.0002593316381264,0.0004309863754315,0.0183959506452083,0.0
CYP20A1,graph_connected,0.0104116387665271,0.004823004361242,0.0319870039820671,0.0065072225406765,-0.0045210202224552,within_manifold_threshold,not_separately_audited,True,,0.0001721142034512,0.0001264637394342,0.0001721141720359,0.0003751378011656,0.0183959506452083,0.0
DCP1A,graph_connected,-0.0041638659313321,0.0544746816158294,0.0489598177373409,0.0679112300276756,0.0306234192103147,within_manifold_threshold,not_separately_audited,True,,0.0006622072542086,0.0005091737257316,0.0006622072318431,0.0013363601174205,0.0183959506452083,0.0
DHRS3,graph_connected,0.0007964278920553,0.036503117531538,-0.0227083750069141,0.0167673714458942,-0.002249457873404,within_manifold_threshold,not_separately_audited,True,,0.0001936635380843,0.0001509592693764,0.0001936635047779,0.0003844783350359,0.0183959506452083,0.0
DHX15,graph_connected,0.0035023125819861,0.041620198637247,0.0312002915889024,-0.0075113652274012,0.0253292303532362,within_manifold_threshold,not_separately_audited,True,,0.0003075133136007,0.0002644338237587,0.0003075132932637,0.0005450736032798,0.0183959506452083,0.0
DIDO1,graph_connected,0.0195300318300724,0.0835868194699287,-0.1396155357360839,-0.0593508668243885,-0.0471810586750507,within_manifold_threshold,not_separately_audited,True,,0.001467072754167,0.0012970379320904,0.0014670727947244,0.0024976607877761,0.0183959506452083,0.0
DLG1,graph_connected,-0.2239347696304321,-0.2418413460254669,0.2378672510385513,0.4654264152050018,0.0938921049237251,within_manifold_threshold,not_separately_audited,True,,0.002719298005104,0.0029762994963675,0.0027192979733472,0.0038209940539672,0.0183959506452083,0.0
DLG2,graph_connected,0.000651873240713,-0.0180360991507768,0.0431006960570812,-0.0132676968351006,0.0012573767453432,within_manifold_threshold,not_separately_audited,True,,0.000162120864843,0.0001458867482142,0.0001621208164153,0.0003025505749974,0.0183959506452083,0.0
DNMT3A,graph_connected,-0.0167853906750679,-0.0127036999911069,-0.0284408647567033,0.0106356255710124,-0.0133742578327655,within_manifold_threshold,not_separately_audited,True,,0.0002180319279432,0.0002408421132713,0.0002180319036277,0.0003333267522975,0.0183959506452083,0.0
DOCK7,graph_connected,0.0026335623115301,-0.0192648135125637,0.0252952314913272,-0.0220463164150714,0.0253597758710384,within_manifold_threshold,not_separately_audited,True,,0.0002577338891569,0.0002270124386996,0.0002577338760361,0.0004345027351519,0.0183959506452083,0.0
DYNC1H1,graph_connected,0.0262169055640697,0.0001493719173595,0.0496895387768745,-0.015760738402605,0.0176463108509778,within_manifold_threshold,not_separately_audited,True,,0.00033768787398,0.0003166295646224,0.0003376878315635,0.0005738388281315,0.0183959506452083,0.0
EDA,graph_connected,-0.0052427635528147,-0.018449718132615,-0.0460948795080184,-0.0183491092175245,0.0064787920564413,within_manifold_threshold,not_separately_audited,True,,0.0002893691707868,0.0002533664519432,0.0002893691591928,0.0004724601079942,0.0183959506452083,0.0
EIF1B-AS1,graph_connected,0.0033761102240532,0.0160628333687782,-0.0548671670258045,-0.0208793878555297,0.0056458283215761,within_manifold_threshold,not_separately_audited,True,,0.0001833927381085,0.0001217000681208,0.0001833927131432,0.0004728606756543,0.0183959506452083,0.0
ELP4,graph_connected,0.0120048951357603,0.0184266678988933,0.0173738561570644,-0.0032784161157906,-0.0087454356253147,within_manifold_threshold,not_separately_audited,True,,0.0001544431725051,0.0001262468867935,0.000154443138065,0.0002852434728993,0.0183959506452083,0.0
EPS15L1,graph_connected,-0.0078402962535619,-0.0359701365232467,0.0438516698777675,0.045146957039833,-0.0014159370912238,within_manifold_threshold,not_separately_audited,True,,0.0002443068660795,0.0001974326878553,0.00024430683301,0.0004730873071821,0.0183959506452083,0.0
ERC1,graph_connected,-0.0553453490138053,-0.1159084066748619,-0.0466831289231777,-0.1188740357756614,0.0117701087146997,within_manifold_threshold,not_separately_audited,True,,0.0017264006892219,0.0014636273263022,0.0017264006719258,0.0033615608001127,0.0183959506452083,0.0
EXOC4,graph_connected,0.0195106044411659,-0.0774972885847091,-0.0175957661122083,0.3200843632221222,0.0288488455116748,within_manifold_threshold,not_separately_audited,True,,0.0011295634321868,0.0007724669994786,0.0011295633716854,0.0034699588548392,0.0183959506452083,0.0
EXT1,graph_connected,0.0111377360299229,0.0041084932163357,0.0774007141590118,0.0138434823602437,0.0089124077931046,within_manifold_threshold,not_separately_audited,True,,0.0002556432445999,0.0002257156011182,0.0002556432395587,0.0004196997528197,0.0183959506452083,0.0
FAR2,graph_connected,0.0330762229859828,0.0590076930820941,0.0076180067844688,-0.0240682084113359,-0.0255181435495615,within_manifold_threshold,not_separately_audited,True,,0.000206658951356,0.0002360334183322,0.0002066589414411,0.000283996440703,0.0183959506452083,0.0
FIP1L1,graph_connected,-0.0589413307607173,-0.0326950997114181,-0.0501036047935485,0.0199543740600347,0.0380467288196086,within_manifold_threshold,not_separately_audited,True,,0.0004898356855846,0.0004024638619739,0.0004898357037245,0.0009108856436796,0.0183959506452083,0.0
FLOT2,graph_connected,0.0029487831052392,-0.0123539818450808,0.0243696440011262,-0.0101201068609952,0.0110501134768128,within_manifold_threshold,not_separately_audited,True,,0.0002087171014863,0.0001551160676172,0.0002087170767612,0.0004446972045116,0.0183959506452083,0.0
FOXO1,graph_connected,0.0011903040576726,-0.0143799046054482,0.0030008782632648,0.0122628239914774,0.0021556348074227,within_manifold_threshold,not_separately_audited,True,,0.0002337558980798,0.0001877635513665,0.000233755879587,0.0004340188810601,0.0183959506452083,0.0
GAPDH,graph_connected,-0.0071792784146964,-0.0334725156426429,0.0288108438253402,0.0113957654684782,-0.0062759523279964,within_manifold_threshold,not_separately_audited,True,,0.0002859341038856,0.0002169254148611,0.0002859340753565,0.0006055371370166,0.0183959506452083,0.0
GCNT2,graph_connected,0.0033280889037996,0.0402135774493217,0.0007342408061958,-0.0334155708551406,0.0172095205634832,within_manifold_threshold,not_separately_audited,True,,0.0002268255775561,0.0002162235759897,0.0002268255534635,0.0003533455193974,0.0183959506452083,0.0
GGA2,graph_connected,0.0279801115393638,0.042518500238657,0.0852398574352264,-0.0201506540179252,0.0047335303388535,within_manifold_threshold,not_separately_audited,True,,0.0002089153567794,0.0001976530620595,0.0002089153135442,0.000340161009808,0.0183959506452083,0.0
GLG1,graph_connected,-0.0015576997539028,-0.0570743530988693,0.0460097379982471,0.0098687717691063,0.0002047613816102,within_manifold_threshold,not_separately_audited,True,,0.0003858986892737,0.0004533602914307,0.0003858986824087,0.0005628533428534,0.0183959506452083,0.0
GPBP1L1,graph_connected,0.0049225585535168,-0.0592010356485843,0.0905065834522247,0.114372469484806,-0.0222366284579038,within_manifold_threshold,not_separately_audited,True,,0.0007286088657565,0.0008164647733792,0.000728608928264,0.0011071192217059,0.0183959506452083,0.0
GRIA2,graph_connected,0.0044873566366732,0.0288553927093744,0.0058258436620235,0.0094501106068491,0.0099511137232184,within_manifold_threshold,not_separately_audited,True,,0.0002111515932483,0.0001695367391221,0.0002111515408224,0.0004187200043816,0.0183959506452083,0.0
GSAP,graph_connected,0.0067749698646366,0.0235830266028642,-0.0251438859850168,0.0148796448484063,0.0083014387637376,within_manifold_threshold,not_separately_audited,True,,0.0002268109092256,0.0002661429170984,0.00022681088116,0.000302294184803,0.0183959506452083,0.0
GSK3B,graph_connected,-0.0287200957536697,-0.0145069872960448,-0.0060158553533256,-0.024709103628993,0.0655942484736442,within_manifold_threshold,not_separately_audited,True,,0.0005678415764123,0.0004794420965481,0.0005678416155121,0.0011140921735204,0.0183959506452083,0.0
HADHB,graph_connected,0.0053696357645094,0.0293930862098932,0.0046787690371274,0.0111266244202852,0.0021527791395783,within_manifold_threshold,not_separately_audited,True,,0.0002288786054123,0.0001742936583468,0.0002288785819881,0.0004764082405017,0.0183959506452083,0.0
HDAC8,graph_connected,-0.2548983991146087,-0.2196525037288665,0.3638624250888824,0.6564149260520935,-0.145214095711708,within_manifold_threshold,not_separately_audited,True,,0.0022382135502994,0.0026508222799748,0.0022382136274136,0.0030449029058218,0.0183959506452083,0.0
HELZ,graph_connected,0.0043574445880949,-0.3562342226505279,-0.3730330169200897,0.0946013629436492,0.0032226557377725,within_manifold_threshold,not_separately_audited,True,,0.0013505491660907,0.0012384874280542,0.0013505492972326,0.0023415461415424,0.0183959506452083,0.0
HIVEP3,graph_connected,0.0354126766324043,0.0471245236694812,0.00758823659271,-0.0060812691226601,0.0133521948009729,within_manifold_threshold,not_separately_audited,True,,0.0002492330677341,0.0002253392885904,0.0002492330328786,0.0004412577633047,0.0183959506452083,0.0
HLA-DRA,graph_connected,0.0152896493673324,0.0058318120427429,0.0607344917953014,-0.0313011333346366,0.034701894968748,within_manifold_threshold,not_separately_audited,True,,0.0002379757061135,0.0002448323066346,0.0002379756881316,0.000377030915115,0.0183959506452083,0.0
HNRNPR,graph_connected,0.0092551484704017,0.0162567012012004,0.0074675912037491,-0.0205501541495323,0.043019663542509,within_manifold_threshold,not_separately_audited,True,,0.0002903833810705,0.0002374668256379,0.0002903833741049,0.0005436104780528,0.0183959506452083,0.0
IFNAR1,graph_connected,0.0105184754356741,-0.0507868975400924,-0.0489709787070751,-0.000675170624163,-0.0007263984298333,within_manifold_threshold,not_separately_audited,True,,0.0002239980676677,0.0001761502644512,0.0002239980609351,0.0004382336046546,0.0183959506452083,0.0
IPO9,graph_connected,0.0138595346361398,0.0079943519085645,-0.0408666506409645,-0.003623342141509,-0.0051922998391091,within_manifold_threshold,not_separately_audited,True,,0.0004335152043495,0.0003275093040429,0.0004335151961799,0.0008850803656969,0.0183959506452083,0.0
ITGAV,graph_connected,0.0117395436391234,-0.012981685809791,0.0021546825300902,-0.0092144785448908,-0.0113644264638423,within_manifold_threshold,not_separately_audited,True,,0.0002000114909606,0.0002083086001221,0.0002000114724736,0.0002982503676321,0.0183959506452083,0.0
ITPR1,graph_connected,0.0165617875754833,0.0178653318434953,0.0372510403394699,-0.0103377290070056,0.0024672774598002,within_manifold_threshold,not_separately_audited,True,,0.000241344270762,0.0002723649377003,0.0002413442517085,0.0003359875263413,0.0183959506452083,0.0
IWS1,graph_connected,-0.0145063726231455,-0.0247621554881334,0.011145650409162,-0.0070031709037721,0.008108951151371,within_manifold_threshold,not_separately_audited,True,,0.0002541694266255,0.0002100460260407,0.000254169401139,0.0004705326427938,0.0183959506452083,0.0
KCMF1,graph_connected,0.0289013311266899,0.0237774848937988,0.1292502731084823,0.0116590289399027,0.0155472168698906,within_manifold_threshold,not_separately_audited,True,,0.0003472659154795,0.0003217550984118,0.000347265906325,0.0005670538637787,0.0183959506452083,0.0
KCNIP4,graph_connected,0.0101925013586878,0.0302749704569578,0.0078950300812721,-0.005257673561573,0.0055131576955318,within_manifold_threshold,not_separately_audited,True,,0.0001148149603977,7.985586853465065e-05,0.0001148148816955,0.0003670783014968,0.0183959506452083,0.0
KIF2A,graph_connected,-0.0466990955173969,-0.0854788497090339,-0.0120774684473872,0.0148237217217683,0.0275029484182596,within_manifold_threshold,not_separately_audited,True,,0.0004863328649662,0.0003967984812334,0.0004863328917835,0.0009096588182728,0.0183959506452083,0.0
KLF12,graph_connected,-0.0039119720458984,-0.0003631704312283,-0.0114117870107293,-0.0217778664082288,0.0079357018694281,within_manifold_threshold,not_separately_audited,True,,0.000137472510687,9.492946992395446e-05,0.0001374724638002,0.0003429492207942,0.0183959506452083,0.0
KPNA4,graph_connected,0.0414364971220493,0.0318222790956497,0.1237803697586059,0.0165187716484069,0.0456519089639186,within_manifold_threshold,not_separately_audited,True,,0.0004443976213224,0.0003968339296989,0.0004443976209156,0.0007453119556885,0.0183959506452083,0.0
KPNA6,graph_connected,-0.0228529274463653,-0.0036076924297958,0.0435952246189117,0.0284418370574712,-0.0042401310056447,within_manifold_threshold,not_separately_audited,True,,0.0002760879870038,0.0002150158252334,0.0002760879748401,0.0005600859003607,0.0183959506452083,0.0
LAMP2,graph_connected,0.0108799841254949,-0.0169761329889297,-0.0017705097561702,0.0057525942102074,-0.0302209425717592,within_manifold_threshold,not_separately_audited,True,,0.0002917594101745,0.0002177422429667,0.0002917594039075,0.0006152165762614,0.0183959506452083,0.0
LCOR,graph_connected,-0.0084716640412807,-0.0163406822830438,-0.0064008343033492,-0.0082892915233969,0.0077504855580627,within_manifold_threshold,not_separately_audited,True,,0.0001239396224264,0.0001132833713199,0.0001239395969414,0.0002172414140659,0.0183959506452083,0.0
LUZP1,graph_connected,0.0089501300826668,-0.0161711517721414,-0.0285116098821163,0.014893289655447,-0.0001077357301255,within_manifold_threshold,not_separately_audited,True,,0.0002085392188746,0.0001713306555757,0.0002085392044108,0.0003936102904845,0.0183959506452083,0.0
MAP3K1,graph_connected,0.0087631316855549,-0.0348452180624008,0.0189765244722366,0.0275897365063428,0.0055319126695394,within_manifold_threshold,not_separately_audited,True,,0.0002905728470068,0.000315825920552,0.0002905728208965,0.0004154948255745,0.0183959506452083,0.0
MAPK1,graph_connected,-0.0143512180075049,-0.0839814618229866,-0.0829507336020469,0.1032379642128944,-0.0270399618893861,within_manifold_threshold,not_separately_audited,True,,0.0007599749951623,0.0008412418537773,0.0007599749980159,0.0011249386472627,0.0183959506452083,0.0
MAPRE2,graph_connected,0.0012389589101076,0.0125442324206233,-0.0219752620905637,0.0038992969784885,-0.012941837310791,within_manifold_threshold,not_separately_audited,True,,0.0002438138908473,0.0002046573354164,0.0002438138592037,0.0004426022642292,0.0183959506452083,0.0
MARK2,graph_connected,-0.0167902372777462,-0.0324145779013633,-0.0286988858133554,0.0881123095750808,-0.0336356721818447,within_manifold_threshold,not_separately_audited,True,,0.0004783038166351,0.0004816994187422,0.0004783038081335,0.0007593027432449,0.0183959506452083,0.0
MARS,graph_connected,-0.0159634947776794,-0.0207767747342586,0.0501407347619533,0.0053970385342836,0.0067904931493103,within_manifold_threshold,not_separately_audited,True,,0.0002043788117589,0.0001501644292147,0.0002043787625022,0.0004432545218151,0.0183959506452083,0.0
MBD2,graph_connected,0.0313945077359676,0.0792019963264465,0.1602980196475982,0.0782317817211151,-0.0015499793225899,within_manifold_threshold,not_separately_audited,True,,0.000570717442315,0.0004951060982421,0.0005707174415163,0.0009890776243992,0.0183959422633051,0.0
MFF,graph_connected,0.0028614790644496,0.0095973908901214,0.0105773918330669,-0.0052667157724499,-0.0022590078879147,within_manifold_threshold,not_separately_audited,True,,0.0001615045475773,0.0001273435191251,0.000161504510222,0.0003148879157379,0.0183959422633051,0.0
MIGA1,graph_connected,-0.0434883274137973,-0.0494148656725883,-0.0582355633378028,-0.0105098700150847,0.0100377164781093,within_manifold_threshold,not_separately_audited,True,,0.0003112822887487,0.0002398453216301,0.0003112822591197,0.0006256942520849,0.0183959422633051,0.0
MOB3A,graph_connected,-0.0065181087702512,0.0004668811743613,-0.0112280575558543,-0.0103601776063442,0.0103823561221361,within_manifold_threshold,not_separately_audited,True,,0.0001565000566188,0.0001138166189775,0.0001565000305511,0.0003525051550241,0.0183959422633051,0.0
MYO5A,graph_connected,-0.0033930507488548,0.0494563728570938,0.0008685615612193,-0.0050435881130397,-0.0169353261590003,within_manifold_threshold,not_separately_audited,True,,0.0002297273895237,0.0002556242689024,0.0002297274006688,0.0003190950636053,0.0183959422633051,0.0
NBEAL1,graph_connected,-0.0059234374202787,0.0097239576280117,-0.0128054348751902,0.0072983019053936,-0.0087239732965826,within_manifold_threshold,not_separately_audited,True,,0.0001570461608935,0.000123520832858,0.0001570461377366,0.0003034439956536,0.0183959422633051,0.0
