Donor ID,composition_total_cells,composition_count_Subclass_Microglia_PVM,composition_prop_Subclass_Microglia_PVM,composition_count_Supertype_Lymphocyte,composition_prop_Supertype_Lymphocyte,composition_count_Supertype_Micro_PVM_1,composition_prop_Supertype_Micro_PVM_1,composition_count_Supertype_Micro_PVM_2,composition_prop_Supertype_Micro_PVM_2,composition_count_Supertype_Micro_PVM_2_1_SEAAD,composition_prop_Supertype_Micro_PVM_2_1_SEAAD,composition_count_Supertype_Micro_PVM_2_3_SEAAD,composition_prop_Supertype_Micro_PVM_2_3_SEAAD,composition_count_Supertype_Micro_PVM_3_SEAAD,composition_prop_Supertype_Micro_PVM_3_SEAAD,composition_count_Supertype_Micro_PVM_4_SEAAD,composition_prop_Supertype_Micro_PVM_4_SEAAD,composition_count_Supertype_Monocyte,composition_prop_Supertype_Monocyte,composition_count_Class_Non_neuronal_and_Non_neural,composition_prop_Class_Non_neuronal_and_Non_neural,composition_count_Brain Region_Human_MTG,composition_prop_Brain Region_Human_MTG,composition_count_Brain Region_Human_MTG_All_Layers,composition_prop_Brain Region_Human_MTG_All_Layers,composition_count_Brain Region_Human_MTG_L5,composition_prop_Brain Region_Human_MTG_L5,composition_pseudoprogression_mean,composition_pseudoprogression_median,composition_pseudoprogression_std,composition_pseudoprogression_min,composition_pseudoprogression_max,microglia_pvm_n_cells
H20.33.015,382.0,382.0,1.0,0.0,0.0,32.0,0.08376963350785341,196.0,0.5130890052356021,1.0,0.002617801047120419,92.0,0.24083769633507854,41.0,0.10732984293193717,20.0,0.05235602094240838,0.0,0.0,382.0,1.0,382.0,1.0,0.0,0.0,0.0,0.0,0.878967566,0.878967566,0.0,0.878967566,0.878967566,382
H20.33.016,282.0,282.0,1.0,4.0,0.014184397163120567,5.0,0.01773049645390071,218.0,0.7730496453900709,0.0,0.0,33.0,0.11702127659574468,20.0,0.07092198581560284,0.0,0.0,2.0,0.0070921985815602835,282.0,1.0,282.0,1.0,0.0,0.0,0.0,0.0,0.616531087,0.616531087,0.0,0.616531087,0.616531087,282
H20.33.017,553.0,553.0,1.0,20.0,0.03616636528028933,33.0,0.059674502712477394,136.0,0.24593128390596744,5.0,0.009041591320072333,212.0,0.3833634719710669,142.0,0.25678119349005424,3.0,0.0054249547920434,2.0,0.003616636528028933,553.0,1.0,553.0,1.0,0.0,0.0,0.0,0.0,0.790026228,0.790026228,0.0,0.790026228,0.790026228,553
H20.33.018,594.0,594.0,1.0,10.0,0.016835016835016835,36.0,0.06060606060606061,278.0,0.468013468013468,9.0,0.015151515151515152,100.0,0.16835016835016836,153.0,0.25757575757575757,5.0,0.008417508417508417,3.0,0.005050505050505051,594.0,1.0,594.0,1.0,0.0,0.0,0.0,0.0,0.89607397,0.89607397,0.0,0.89607397,0.89607397,594
H20.33.019,391.0,391.0,1.0,9.0,0.023017902813299233,27.0,0.06905370843989769,127.0,0.3248081841432225,5.0,0.01278772378516624,139.0,0.3554987212276215,62.0,0.1585677749360614,3.0,0.0076726342710997444,19.0,0.04859335038363171,391.0,1.0,391.0,1.0,0.0,0.0,0.0,0.0,0.728160721,0.728160721,0.0,0.728160721,0.728160721,391
H20.33.020,697.0,697.0,1.0,11.0,0.015781922525107604,64.0,0.09182209469153516,230.0,0.3299856527977044,17.0,0.024390243902439025,184.0,0.26398852223816355,184.0,0.26398852223816355,6.0,0.00860832137733142,1.0,0.0014347202295552368,697.0,1.0,697.0,1.0,0.0,0.0,0.0,0.0,0.928512537,0.928512537,0.0,0.928512537,0.928512537,697
H20.33.024,127.0,127.0,1.0,0.0,0.0,11.0,0.08661417322834646,27.0,0.2125984251968504,0.0,0.0,62.0,0.4881889763779528,19.0,0.14960629921259844,5.0,0.03937007874015748,3.0,0.023622047244094488,127.0,1.0,127.0,1.0,0.0,0.0,0.0,0.0,0.323638945,0.323638945,0.0,0.323638945,0.323638945,127
H20.33.025,761.0,761.0,1.0,4.0,0.005256241787122208,21.0,0.02759526938239159,489.0,0.6425755584756899,3.0,0.003942181340341655,172.0,0.22601839684625494,70.0,0.09198423127463863,1.0,0.001314060446780552,1.0,0.001314060446780552,761.0,1.0,761.0,1.0,0.0,0.0,0.0,0.0,0.588881872,0.588881872,0.0,0.588881872,0.588881872,761
H20.33.026,182.0,182.0,1.0,14.0,0.07692307692307693,14.0,0.07692307692307693,48.0,0.26373626373626374,1.0,0.005494505494505495,39.0,0.21428571428571427,64.0,0.3516483516483517,0.0,0.0,2.0,0.01098901098901099,182.0,1.0,182.0,1.0,0.0,0.0,0.0,0.0,0.906842533,0.906842533,0.0,0.906842533,0.906842533,182
H20.33.027,241.0,241.0,1.0,4.0,0.016597510373443983,18.0,0.07468879668049792,167.0,0.6929460580912863,0.0,0.0,30.0,0.12448132780082988,16.0,0.06639004149377593,0.0,0.0,6.0,0.024896265560165973,241.0,1.0,241.0,1.0,0.0,0.0,0.0,0.0,0.625950796,0.625950796,0.0,0.625950796,0.625950796,241
H20.33.028,1077.0,1077.0,1.0,32.0,0.029712163416898793,29.0,0.02692664809656453,778.0,0.7223769730733519,0.0,0.0,92.0,0.08542246982358404,142.0,0.13184772516248838,0.0,0.0,4.0,0.003714020427112349,1077.0,1.0,1077.0,1.0,0.0,0.0,0.0,0.0,0.814933639,0.814933639,0.0,0.814933639,0.814933639,1077
H20.33.029,368.0,368.0,1.0,1.0,0.002717391304347826,3.0,0.008152173913043478,287.0,0.779891304347826,3.0,0.008152173913043478,39.0,0.10597826086956522,33.0,0.08967391304347826,1.0,0.002717391304347826,1.0,0.002717391304347826,368.0,1.0,368.0,1.0,0.0,0.0,0.0,0.0,0.612831699,0.612831699,0.0,0.612831699,0.612831699,368
H20.33.030,646.0,646.0,1.0,9.0,0.01393188854489164,18.0,0.02786377708978328,407.0,0.6300309597523219,2.0,0.0030959752321981426,135.0,0.2089783281733746,73.0,0.1130030959752322,0.0,0.0,2.0,0.0030959752321981426,646.0,1.0,646.0,1.0,0.0,0.0,0.0,0.0,0.786515278,0.786515278,0.0,0.786515278,0.786515278,646
H20.33.031,353.0,353.0,1.0,2.0,0.0056657223796034,7.0,0.019830028328611898,172.0,0.48725212464589235,1.0,0.0028328611898017,105.0,0.29745042492917845,65.0,0.18413597733711048,1.0,0.0028328611898017,0.0,0.0,353.0,1.0,353.0,1.0,0.0,0.0,0.0,0.0,0.777858645,0.777858645,0.0,0.777858645,0.777858645,353
H20.33.032,219.0,219.0,1.0,1.0,0.0045662100456621,7.0,0.0319634703196347,159.0,0.726027397260274,0.0,0.0,28.0,0.1278538812785388,20.0,0.091324200913242,0.0,0.0,4.0,0.0182648401826484,219.0,1.0,219.0,1.0,0.0,0.0,0.0,0.0,0.818040808,0.818040808,0.0,0.818040808,0.818040808,219
H20.33.033,199.0,199.0,1.0,9.0,0.04522613065326633,15.0,0.07537688442211055,93.0,0.46733668341708545,3.0,0.01507537688442211,43.0,0.21608040201005024,31.0,0.15577889447236182,4.0,0.020100502512562814,1.0,0.005025125628140704,199.0,1.0,199.0,1.0,0.0,0.0,0.0,0.0,0.874937976,0.874937976,0.0,0.874937976,0.874937976,199
H20.33.034,356.0,356.0,1.0,7.0,0.019662921348314606,21.0,0.05898876404494382,233.0,0.6544943820224719,0.0,0.0,70.0,0.19662921348314608,19.0,0.05337078651685393,4.0,0.011235955056179775,2.0,0.0056179775280898875,356.0,1.0,356.0,1.0,0.0,0.0,0.0,0.0,0.368330163,0.368330163,0.0,0.368330163,0.368330163,356
H20.33.035,209.0,209.0,1.0,1.0,0.004784688995215311,9.0,0.0430622009569378,73.0,0.3492822966507177,0.0,0.0,99.0,0.47368421052631576,27.0,0.1291866028708134,0.0,0.0,0.0,0.0,209.0,1.0,209.0,1.0,0.0,0.0,0.0,0.0,0.204485489,0.204485489,0.0,0.204485489,0.204485489,209
H20.33.036,162.0,162.0,1.0,4.0,0.024691358024691357,9.0,0.05555555555555555,103.0,0.6358024691358025,0.0,0.0,22.0,0.13580246913580246,19.0,0.11728395061728394,0.0,0.0,5.0,0.030864197530864196,162.0,1.0,162.0,1.0,0.0,0.0,0.0,0.0,0.844305126,0.844305126,0.0,0.844305126,0.844305126,162
H20.33.037,79.0,79.0,1.0,5.0,0.06329113924050633,14.0,0.17721518987341772,15.0,0.189873417721519,0.0,0.0,5.0,0.06329113924050633,40.0,0.5063291139240507,0.0,0.0,0.0,0.0,79.0,1.0,79.0,1.0,0.0,0.0,0.0,0.0,0.891215423,0.891215423,0.0,0.891215423,0.891215423,79
H20.33.038,371.0,371.0,1.0,12.0,0.03234501347708895,18.0,0.04851752021563342,193.0,0.5202156334231806,0.0,0.0,53.0,0.14285714285714285,95.0,0.2560646900269542,0.0,0.0,0.0,0.0,371.0,1.0,371.0,1.0,0.0,0.0,0.0,0.0,0.748876479,0.748876479,0.0,0.748876479,0.748876479,371
H20.33.039,391.0,391.0,1.0,2.0,0.005115089514066497,13.0,0.03324808184143223,268.0,0.6854219948849105,3.0,0.0076726342710997444,42.0,0.10741687979539642,60.0,0.1534526854219949,2.0,0.005115089514066497,1.0,0.0025575447570332483,391.0,1.0,391.0,1.0,0.0,0.0,0.0,0.0,0.371467201,0.371467201,0.0,0.371467201,0.371467201,391
H20.33.040,535.0,535.0,1.0,8.0,0.014953271028037384,19.0,0.03551401869158879,363.0,0.6785046728971963,0.0,0.0,55.0,0.102803738317757,85.0,0.1588785046728972,5.0,0.009345794392523364,0.0,0.0,535.0,1.0,535.0,1.0,0.0,0.0,0.0,0.0,0.438826934,0.438826934,0.0,0.438826934,0.438826934,535
H20.33.041,276.0,276.0,1.0,2.0,0.007246376811594203,18.0,0.06521739130434782,96.0,0.34782608695652173,0.0,0.0,113.0,0.40942028985507245,42.0,0.15217391304347827,1.0,0.0036231884057971015,4.0,0.014492753623188406,276.0,1.0,276.0,1.0,0.0,0.0,0.0,0.0,0.652943184,0.652943184,0.0,0.652943184,0.652943184,276
H20.33.043,756.0,756.0,1.0,4.0,0.005291005291005291,9.0,0.011904761904761904,584.0,0.7724867724867724,1.0,0.0013227513227513227,70.0,0.09259259259259259,78.0,0.10317460317460317,4.0,0.005291005291005291,6.0,0.007936507936507936,756.0,1.0,756.0,1.0,0.0,0.0,0.0,0.0,0.442127888,0.442127888,0.0,0.442127888,0.442127888,756
H20.33.044,326.0,326.0,1.0,4.0,0.012269938650306749,18.0,0.05521472392638037,125.0,0.3834355828220859,0.0,0.0,155.0,0.4754601226993865,20.0,0.06134969325153374,2.0,0.006134969325153374,2.0,0.006134969325153374,326.0,1.0,326.0,1.0,0.0,0.0,0.0,0.0,0.355631884,0.355631884,0.0,0.355631884,0.355631884,326
H20.33.045,269.0,269.0,1.0,5.0,0.01858736059479554,24.0,0.08921933085501858,134.0,0.49814126394052044,0.0,0.0,32.0,0.11895910780669144,74.0,0.275092936802974,0.0,0.0,0.0,0.0,269.0,1.0,269.0,1.0,0.0,0.0,0.0,0.0,0.922353884,0.922353884,0.0,0.922353884,0.922353884,269
H20.33.046,538.0,538.0,1.0,4.0,0.007434944237918215,35.0,0.06505576208178439,276.0,0.5130111524163569,0.0,0.0,88.0,0.16356877323420074,134.0,0.24907063197026022,0.0,0.0,1.0,0.0018587360594795538,538.0,1.0,538.0,1.0,0.0,0.0,0.0,0.0,0.868382665,0.868382665,0.0,0.868382665,0.868382665,538
H21.33.001,851.0,851.0,1.0,10.0,0.011750881316098707,33.0,0.038777908343125736,253.0,0.2972972972972973,0.0,0.0,223.0,0.2620446533490012,95.0,0.11163337250293771,229.0,0.2690951821386604,8.0,0.009400705052878966,851.0,1.0,851.0,1.0,0.0,0.0,0.0,0.0,0.149616331,0.149616331,0.0,0.149616331,0.149616331,851
H21.33.002,458.0,458.0,1.0,13.0,0.028384279475982533,36.0,0.07860262008733625,174.0,0.3799126637554585,23.0,0.05021834061135371,122.0,0.2663755458515284,83.0,0.1812227074235808,1.0,0.002183406113537118,6.0,0.013100436681222707,458.0,1.0,458.0,1.0,0.0,0.0,0.0,0.0,0.856821169,0.856821169,0.0,0.856821169,0.856821169,458
H21.33.003,461.0,461.0,1.0,6.0,0.013015184381778741,15.0,0.03253796095444685,176.0,0.38177874186550975,10.0,0.021691973969631236,236.0,0.5119305856832972,15.0,0.03253796095444685,0.0,0.0,3.0,0.006507592190889371,461.0,1.0,461.0,1.0,0.0,0.0,0.0,0.0,0.238033394,0.238033394,0.0,0.238033394,0.238033394,461
H21.33.004,360.0,360.0,1.0,5.0,0.013888888888888888,4.0,0.011111111111111112,210.0,0.5833333333333334,4.0,0.011111111111111112,97.0,0.26944444444444443,38.0,0.10555555555555556,0.0,0.0,2.0,0.005555555555555556,360.0,1.0,360.0,1.0,0.0,0.0,0.0,0.0,0.261644762,0.261644762,0.0,0.261644762,0.261644762,360
H21.33.005,583.0,583.0,1.0,6.0,0.010291595197255575,10.0,0.017152658662092625,375.0,0.6432246998284734,0.0,0.0,143.0,0.24528301886792453,45.0,0.07718696397941681,0.0,0.0,4.0,0.00686106346483705,583.0,1.0,583.0,1.0,0.0,0.0,0.0,0.0,0.575734635,0.575734635,0.0,0.575734635,0.575734635,583
H21.33.006,816.0,816.0,1.0,7.0,0.00857843137254902,7.0,0.00857843137254902,630.0,0.7720588235294118,5.0,0.006127450980392157,77.0,0.09436274509803921,87.0,0.10661764705882353,0.0,0.0,3.0,0.003676470588235294,816.0,1.0,816.0,1.0,0.0,0.0,0.0,0.0,0.838095749,0.838095749,0.0,0.838095749,0.838095749,816
H21.33.007,369.0,369.0,1.0,8.0,0.02168021680216802,15.0,0.04065040650406504,148.0,0.4010840108401084,14.0,0.037940379403794036,61.0,0.16531165311653118,117.0,0.3170731707317073,3.0,0.008130081300813009,3.0,0.008130081300813009,369.0,1.0,369.0,1.0,0.0,0.0,0.0,0.0,0.723363962,0.723363962,0.0,0.723363962,0.723363962,369
H21.33.008,764.0,764.0,1.0,22.0,0.028795811518324606,27.0,0.03534031413612566,182.0,0.23821989528795812,4.0,0.005235602094240838,344.0,0.450261780104712,181.0,0.2369109947643979,1.0,0.0013089005235602095,3.0,0.003926701570680628,764.0,1.0,764.0,1.0,0.0,0.0,0.0,0.0,0.79034705,0.79034705,0.0,0.79034705,0.79034705,764
H21.33.009,315.0,315.0,1.0,13.0,0.04126984126984127,94.0,0.2984126984126984,101.0,0.32063492063492066,0.0,0.0,36.0,0.11428571428571428,30.0,0.09523809523809523,32.0,0.10158730158730159,9.0,0.02857142857142857,315.0,1.0,315.0,1.0,0.0,0.0,0.0,0.0,0.911019291,0.911019291,0.0,0.911019291,0.911019291,315
H21.33.010,964.0,964.0,1.0,12.0,0.012448132780082987,23.0,0.023858921161825725,633.0,0.6566390041493776,1.0,0.001037344398340249,147.0,0.1524896265560166,142.0,0.14730290456431536,0.0,0.0,6.0,0.006224066390041493,964.0,1.0,964.0,1.0,0.0,0.0,0.0,0.0,0.821793345,0.821793345,0.0,0.821793345,0.821793345,964
H21.33.011,478.0,478.0,1.0,6.0,0.012552301255230125,11.0,0.02301255230125523,376.0,0.7866108786610879,1.0,0.0020920502092050207,41.0,0.08577405857740586,41.0,0.08577405857740586,1.0,0.0020920502092050207,1.0,0.0020920502092050207,478.0,1.0,478.0,1.0,0.0,0.0,0.0,0.0,0.17061852,0.17061852,0.0,0.17061852,0.17061852,478
H21.33.012,214.0,214.0,1.0,2.0,0.009345794392523364,5.0,0.02336448598130841,156.0,0.7289719626168224,0.0,0.0,25.0,0.11682242990654206,25.0,0.11682242990654206,0.0,0.0,1.0,0.004672897196261682,214.0,1.0,214.0,1.0,0.0,0.0,0.0,0.0,0.486296563,0.486296563,0.0,0.486296563,0.486296563,214
H21.33.013,511.0,511.0,1.0,4.0,0.007827788649706457,13.0,0.025440313111545987,291.0,0.5694716242661448,0.0,0.0,160.0,0.3131115459882583,39.0,0.07632093933463796,3.0,0.005870841487279843,1.0,0.0019569471624266144,511.0,1.0,511.0,1.0,0.0,0.0,0.0,0.0,0.889562753,0.889562753,0.0,0.889562753,0.889562753,511
H21.33.014,246.0,246.0,1.0,2.0,0.008130081300813009,26.0,0.10569105691056911,143.0,0.5813008130081301,0.0,0.0,37.0,0.15040650406504066,23.0,0.09349593495934959,12.0,0.04878048780487805,3.0,0.012195121951219513,246.0,1.0,246.0,1.0,0.0,0.0,0.0,0.0,0.754185193,0.754185193,0.0,0.754185193,0.754185193,246
H21.33.015,441.0,441.0,1.0,9.0,0.02040816326530612,17.0,0.03854875283446712,313.0,0.7097505668934241,0.0,0.0,36.0,0.08163265306122448,62.0,0.14058956916099774,3.0,0.006802721088435374,1.0,0.0022675736961451248,441.0,1.0,441.0,1.0,0.0,0.0,0.0,0.0,0.230780762,0.230780762,0.0,0.230780762,0.230780762,441
H21.33.016,250.0,250.0,1.0,1.0,0.004,0.0,0.0,190.0,0.76,0.0,0.0,30.0,0.12,26.0,0.104,3.0,0.012,0.0,0.0,250.0,1.0,250.0,1.0,0.0,0.0,0.0,0.0,0.336173297,0.336173297,0.0,0.336173297,0.336173297,250
H21.33.017,891.0,891.0,1.0,12.0,0.013468013468013467,11.0,0.012345679012345678,723.0,0.8114478114478114,0.0,0.0,45.0,0.050505050505050504,97.0,0.10886644219977554,2.0,0.002244668911335578,1.0,0.001122334455667789,891.0,1.0,891.0,1.0,0.0,0.0,0.0,0.0,0.680216044,0.680216044,0.0,0.680216044,0.680216044,891
H21.33.018,781.0,781.0,1.0,10.0,0.012804097311139564,12.0,0.015364916773367477,588.0,0.7528809218950064,0.0,0.0,118.0,0.15108834827144688,45.0,0.05761843790012804,6.0,0.0076824583866837385,2.0,0.002560819462227913,781.0,1.0,781.0,1.0,0.0,0.0,0.0,0.0,0.64394614,0.64394614,0.0,0.64394614,0.64394614,781
H21.33.019,284.0,284.0,1.0,5.0,0.017605633802816902,25.0,0.0880281690140845,74.0,0.2605633802816901,5.0,0.017605633802816902,151.0,0.5316901408450704,17.0,0.05985915492957746,2.0,0.007042253521126761,5.0,0.017605633802816902,284.0,1.0,284.0,1.0,0.0,0.0,0.0,0.0,0.517476286,0.517476286,0.0,0.517476286,0.517476286,284
H21.33.020,118.0,118.0,1.0,15.0,0.1271186440677966,13.0,0.11016949152542373,24.0,0.2033898305084746,0.0,0.0,37.0,0.3135593220338983,28.0,0.23728813559322035,0.0,0.0,1.0,0.00847457627118644,118.0,1.0,118.0,1.0,0.0,0.0,0.0,0.0,0.911076764,0.911076764,0.0,0.911076764,0.911076764,118
H21.33.021,265.0,265.0,1.0,4.0,0.01509433962264151,11.0,0.04150943396226415,45.0,0.16981132075471697,4.0,0.01509433962264151,131.0,0.49433962264150944,66.0,0.2490566037735849,1.0,0.0037735849056603774,3.0,0.011320754716981131,265.0,1.0,265.0,1.0,0.0,0.0,0.0,0.0,0.704996505,0.704996505,0.0,0.704996505,0.704996505,265
H21.33.022,929.0,929.0,1.0,13.0,0.013993541442411194,15.0,0.016146393972012917,396.0,0.426264800861141,0.0,0.0,412.0,0.4434876210979548,86.0,0.09257265877287406,5.0,0.005382131324004306,2.0,0.002152852529601722,929.0,1.0,929.0,1.0,0.0,0.0,0.0,0.0,0.73992399,0.73992399,0.0,0.73992399,0.73992399,929
H21.33.023,412.0,412.0,1.0,5.0,0.012135922330097087,14.0,0.03398058252427184,228.0,0.5533980582524272,21.0,0.050970873786407765,100.0,0.24271844660194175,38.0,0.09223300970873786,0.0,0.0,6.0,0.014563106796116505,412.0,1.0,412.0,1.0,0.0,0.0,0.0,0.0,0.296555035,0.296555035,0.0,0.296555035,0.296555035,412
H21.33.025,922.0,922.0,1.0,35.0,0.03796095444685466,20.0,0.021691973969631236,260.0,0.28199566160520606,2.0,0.0021691973969631237,549.0,0.5954446854663774,45.0,0.04880694143167028,10.0,0.010845986984815618,1.0,0.0010845986984815619,922.0,1.0,922.0,1.0,0.0,0.0,0.0,0.0,0.518004737,0.518004737,0.0,0.518004737,0.518004737,922
H21.33.026,317.0,317.0,1.0,9.0,0.028391167192429023,21.0,0.06624605678233439,199.0,0.6277602523659306,0.0,0.0,54.0,0.17034700315457413,32.0,0.10094637223974763,0.0,0.0,2.0,0.006309148264984227,317.0,1.0,317.0,1.0,0.0,0.0,0.0,0.0,0.749598881,0.749598881,0.0,0.749598881,0.749598881,317
H21.33.027,1068.0,1068.0,1.0,3.0,0.0028089887640449437,40.0,0.03745318352059925,853.0,0.798689138576779,1.0,0.0009363295880149813,104.0,0.09737827715355805,64.0,0.0599250936329588,2.0,0.0018726591760299626,1.0,0.0009363295880149813,1068.0,1.0,1068.0,1.0,0.0,0.0,0.0,0.0,0.687187072,0.687187072,0.0,0.687187072,0.687187072,1068
H21.33.028,778.0,778.0,1.0,8.0,0.010282776349614395,6.0,0.007712082262210797,553.0,0.7107969151670951,19.0,0.02442159383033419,151.0,0.19408740359897173,40.0,0.05141388174807198,0.0,0.0,1.0,0.0012853470437017994,778.0,1.0,778.0,1.0,0.0,0.0,0.0,0.0,0.300177146,0.300177146,0.0,0.300177146,0.300177146,778
H21.33.029,201.0,201.0,1.0,1.0,0.004975124378109453,7.0,0.03482587064676617,121.0,0.6019900497512438,3.0,0.014925373134328358,28.0,0.13930348258706468,30.0,0.14925373134328357,1.0,0.004975124378109453,10.0,0.04975124378109453,201.0,1.0,201.0,1.0,0.0,0.0,0.0,0.0,0.910112215,0.910112215,0.0,0.910112215,0.910112215,201
H21.33.030,248.0,248.0,1.0,6.0,0.024193548387096774,16.0,0.06451612903225806,168.0,0.6774193548387096,3.0,0.012096774193548387,35.0,0.14112903225806453,19.0,0.07661290322580645,0.0,0.0,1.0,0.004032258064516129,248.0,1.0,248.0,1.0,0.0,0.0,0.0,0.0,0.252442597,0.252442597,0.0,0.252442597,0.252442597,248
H21.33.031,424.0,424.0,1.0,3.0,0.007075471698113208,51.0,0.12028301886792453,213.0,0.5023584905660378,0.0,0.0,76.0,0.1792452830188679,75.0,0.17688679245283018,3.0,0.007075471698113208,3.0,0.007075471698113208,424.0,1.0,424.0,1.0,0.0,0.0,0.0,0.0,0.834626692,0.834626692,0.0,0.834626692,0.834626692,424
H21.33.032,342.0,342.0,1.0,1.0,0.0029239766081871343,15.0,0.043859649122807015,250.0,0.7309941520467836,0.0,0.0,37.0,0.10818713450292397,35.0,0.1023391812865497,2.0,0.005847953216374269,2.0,0.005847953216374269,342.0,1.0,342.0,1.0,0.0,0.0,0.0,0.0,0.380411215,0.380411215,0.0,0.380411215,0.380411215,342
H21.33.033,609.0,609.0,1.0,3.0,0.0049261083743842365,9.0,0.014778325123152709,472.0,0.7750410509031199,0.0,0.0,53.0,0.08702791461412152,66.0,0.10837438423645321,0.0,0.0,6.0,0.009852216748768473,609.0,1.0,609.0,1.0,0.0,0.0,0.0,0.0,0.899911521,0.899911521,0.0,0.899911521,0.899911521,609
