representation,target,n_donors,cv_scheme,r2_mean,r2_std,pearson_mean,spearman_mean,mae_mean,rmse_mean,oof_pearson,oof_spearman,status,notes,evaluation_source,mean_oof_spearman,real_minus_no_graph_mean_oof_spearman,conclusion_label
module_mean_baseline,percent AT8 positive area_Grey matter,84,5_fold_donor_cv,0.4368956832255308,0.2039411498372533,0.691821151658983,0.5704901960784314,0.8192436955647286,1.0261196154239864,0.6999927835250297,0.490148830616584,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.29988458033815935,0.03783335020755296,real_graph_outperforms_no_graph
module_mean_baseline,percent 6e10 positive area_Grey matter,84,5_fold_donor_cv,-0.5765820270894358,1.097787287995921,0.3056552449117255,0.372843137254902,2.1447830978417035,2.7782055407891804,0.19404939172632,0.3224865849954439,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.29988458033815935,0.03783335020755296,real_graph_outperforms_no_graph
module_mean_baseline,percent GFAP positive area_Grey matter,84,5_fold_donor_cv,-0.0955893234487652,0.0653477941439531,0.2339900479789794,0.2682352941176471,3.445850735356657,4.5012778447633615,0.2197087601182531,0.2237521514629948,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.29988458033815935,0.03783335020755296,real_graph_outperforms_no_graph
module_mean_baseline,percent Iba1 positive area_Grey matter,84,5_fold_donor_cv,-0.2921190455398764,0.3572462070814942,0.0589103797257586,0.1285294117647059,1.7440672041867231,2.2945525838997503,0.0134015961217422,0.0620431305052141,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.29988458033815935,0.03783335020755296,real_graph_outperforms_no_graph
module_mean_baseline,percent NeuN positive area_Grey matter,84,5_fold_donor_cv,0.0432579094390085,0.2448640323957487,0.3677315503654317,0.4074509803921568,1.4238458063820592,1.771161603860844,0.3632026664247451,0.4009922041105599,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.29988458033815935,0.03783335020755296,real_graph_outperforms_no_graph
raw_expression_regularized_baseline,percent AT8 positive area_Grey matter,84,5_fold_donor_cv,0.1920961622433845,0.2570384699493366,0.5393649720134986,0.444607843137255,0.9448105867092144,1.2450324161051562,0.5523592658582728,0.4041308089500861,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28673078870102253,0.03783335020755296,real_graph_outperforms_no_graph
raw_expression_regularized_baseline,percent 6e10 positive area_Grey matter,84,5_fold_donor_cv,-0.9325751984622652,1.2451441564153705,0.2584642950628533,0.4308823529411764,2.2910983208695663,2.954120971298895,0.2181424032916071,0.3125240457628834,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28673078870102253,0.03783335020755296,real_graph_outperforms_no_graph
raw_expression_regularized_baseline,percent GFAP positive area_Grey matter,84,5_fold_donor_cv,-0.3088181647912502,0.2618738434835741,0.2066541897226669,0.1546078431372549,3.790296068717703,4.890410618071352,0.1724114685619126,0.1614660321960109,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28673078870102253,0.03783335020755296,real_graph_outperforms_no_graph
raw_expression_regularized_baseline,percent Iba1 positive area_Grey matter,84,5_fold_donor_cv,-0.2691557281284667,0.3545975318239135,0.1160656355346927,0.1625490196078431,1.7806618847631557,2.296069153727234,0.1103367656871475,0.1476359218386149,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28673078870102253,0.03783335020755296,real_graph_outperforms_no_graph
raw_expression_regularized_baseline,percent NeuN positive area_Grey matter,84,5_fold_donor_cv,0.042457091400914,0.3825129402599691,0.4328111493150245,0.4190196078431373,1.4435562104129798,1.758540836590535,0.3883784307413774,0.4078971347575174,tested,Identical donor folds and ridge readout across available representations.,frozen_existing_baseline_table,0.28673078870102253,0.03783335020755296,real_graph_outperforms_no_graph
