candidate_id,donor_id_or_bootstrap_group,leave_one_donor_or_group_out_delta,high_influence_flag,interpretation
stage27c_locked_reference,H21.33.036,0.0026246243428314497,False,within influence tolerance
stage27c_locked_reference,H21.33.037,-0.004411184397355883,False,within influence tolerance
stage27c_locked_reference,H21.33.038,0.004144291863086569,False,within influence tolerance
stage27c_locked_reference,H21.33.039,0.0031493714147426966,False,within influence tolerance
stage27c_locked_reference,H21.33.040,0.006302051822786092,False,within influence tolerance
stage27c_locked_reference,H21.33.041,-0.0007421528705517932,False,within influence tolerance
stage27c_locked_reference,H21.33.042,0.015491422546097366,False,within influence tolerance
stage27c_locked_reference,H21.33.043,0.0019109683250319032,False,within influence tolerance
stage27c_locked_reference,H21.33.044,0.00023177769491572464,False,within influence tolerance
stage27c_locked_reference,H21.33.045,-0.014133698145729123,False,within influence tolerance
stage27c_locked_reference,H21.33.046,0.0030486199769357847,False,within influence tolerance
stage27c_locked_reference,H21.33.047,-0.0008093204957563827,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H19.33.004,0.0019299333015603826,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.001,0.003604925955101368,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.002,-0.006759878209291359,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.004,-0.004912768516163513,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.005,-0.005122667344928056,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.008,0.005817259610279513,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.011,0.009150453011060433,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.012,0.007131226278345559,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.013,0.005859239376032499,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.014,-0.0035820099417963602,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.015,0.003814824783865911,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.016,-0.000668614198544526,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.017,-0.00038315179142478506,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.018,-0.010634610588284688,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.019,-0.0005426749012858445,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.020,-0.011495195786219214,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.024,0.004096089214410403,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.025,0.009641616270369413,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.026,-0.009811807179527732,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.027,0.0027737265931938038,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.028,-0.005886699081630864,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.029,-0.002209271601676277,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.030,-0.0012773208019617455,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.031,0.002505056092375224,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.032,0.006992693051361021,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.033,0.011316608923910398,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.034,0.006287432986712194,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.035,-0.001105203762374829,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.036,0.005300908491518819,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.037,-0.002070738374691572,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.038,0.003709875369483695,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.039,0.0035839360722249025,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.040,0.0037266672757848007,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.041,0.003567144165923797,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.043,-0.0008239393318302812,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.044,0.002769528616618555,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.045,-0.00872033326995214,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H20.33.046,-0.002414972453865516,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.001,0.0028115083823714304,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.002,0.0004480475704827791,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.003,-0.006205745301353038,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.004,-0.0010884118560736122,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.005,-0.0011555794812782572,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.006,0.0004228597110310095,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.007,-0.0020959262341434526,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.008,5.3437772405462436e-05,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.009,-0.011956973209501287,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.010,-0.007947905580098669,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.011,-0.010693382260338724,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.012,0.004679607958375798,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.013,-0.00907716127885183,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.014,-0.004858194820684725,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.015,-0.002851562017695708,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.016,-0.0015879710685332005,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.017,0.015170351420027262,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.018,0.009406529582153156,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.019,0.0035041745172944005,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.020,-0.012687421133601828,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.021,0.009733971755025828,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.022,-0.0032041920500200938,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.023,-0.0008491271912820508,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.025,0.0018417757934792722,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.026,0.0001793770696641439,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.027,0.001858567699780489,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.028,0.00661487515958481,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.029,-0.005231814735885576,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.030,0.0002297527885676276,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.031,6.18337255560153e-05,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.032,-0.0029523134555026753,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.033,0.000859449274861257,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.034,-0.00304466894015909,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.035,-0.009093953185152992,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.036,0.0004270576876063692,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.037,-0.0017768800144212782,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.038,-5.99075951274175e-05,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.039,0.0038526065730435932,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.040,0.006421768237121428,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.041,-0.0016971184594908317,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.042,0.009121067175033304,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.043,0.0021986038023789622,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.044,0.006287432986712249,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.045,-0.01189400356087189,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.046,0.0011575056117069105,False,within influence tolerance
stage39c_rank_int_module_pca_ridge,H21.33.047,-0.004421605256854477,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H19.33.004,-0.004765098516632649,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.001,-0.0033923601765125655,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.002,-0.005365409166899371,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.004,0.0018844963786277535,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.005,0.0001087522872798008,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.008,0.0015654501589056347,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.011,0.0036938242825780288,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.012,0.007912790740745246,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.013,0.002581360490126139,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.014,-0.0043704887185552765,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.015,0.002950782428751686,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.016,-0.0037869699745898266,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.017,-0.0027080899947402592,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.018,-0.0040934222645860885,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.019,0.0010407030869944434,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.020,-0.002473003306524002,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.024,0.00462997305886792,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.025,0.012161143034939426,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.026,-0.004731514704030326,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.027,0.0031942650701185515,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.028,0.0006125094763147487,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.029,-0.0025821506974814668,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.030,0.0027996552720411794,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.031,-0.0015452504833847192,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.032,0.0023462738019097706,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.033,0.000515956015083141,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.034,-0.004916225673343155,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.035,-0.0068053151322239325,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.036,0.0014772926508246353,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.037,0.001955861980407647,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.038,0.005620695530636488,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.039,0.0041472057527095485,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.040,0.00040261064755009457,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.041,0.0036560424934004576,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.043,-0.0012220062870873516,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.044,0.006321757618710011,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.045,-0.00650306081880303,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H20.33.046,0.0017711510110949291,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.001,0.010003383075240069,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.002,-0.0007560308872300858,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.003,-0.003027136214462267,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.004,-0.005100936642655929,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.005,-0.0002270858387434238,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.006,0.00132196751753888,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.007,-0.00031524334682453414,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.008,0.005335233123516692,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.009,-0.008988262951375114,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.010,-0.0029179888235048024,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.011,-0.00677592929619697,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.012,-0.00026486762792110596,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.013,0.00028926528001727014,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.014,0.0015696481354811054,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.015,-0.002233718641732385,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.016,-0.003438537918840745,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.017,0.012287082332198218,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.018,0.0045837953165397405,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.019,0.0016494096904114963,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.020,-0.0015494484599599678,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.021,0.005490558256802558,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.022,-0.001704773593245723,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.023,0.0011078707121989773,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.025,-0.0027542677370684387,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.026,-0.0004411826440832156,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.027,0.002606548349577853,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.028,0.00012554419358101754,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.029,-0.004467042179786995,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.030,-0.0018559007499562297,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.031,0.001708181362465644,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.032,-0.004655951125675073,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.033,-0.0010918690132533104,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.034,0.0016620036201374644,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.035,-0.0018894845625586631,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.036,0.0021531668794463332,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.037,-0.0075189711500234235,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.038,-0.006792721202498131,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.039,0.004462053995856308,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.040,0.0006209054294652461,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.041,5.417859180112394e-05,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.042,0.007048007566235359,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.043,-0.0015830322725624013,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.044,-0.0010750771069520937,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.045,-0.0064274972404478325,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.046,-0.000541934081890183,False,within influence tolerance
stage39d_rank_int_latent_composition_ridge_proxy_risk,H21.33.047,-0.004991789251698409,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H19.33.004,0.0030485456920567033,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.001,0.006537725856843812,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.002,-0.007674207079071904,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.004,-0.0022521518826494336,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.005,-0.005426811873616821,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.008,0.004108049928955415,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.011,0.009372315937569375,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.012,0.005859157230203915,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.013,0.007826068184477675,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.014,-0.005457314564406235,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.015,0.00035284110551797587,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.016,0.001363448535972589,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.017,-0.0032045038447703345,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.018,-0.010713668018247913,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.019,-5.835115282076808e-05,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.020,-0.008273188194220127,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.024,0.0017603799859741698,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.025,0.007038327078154938,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.026,-0.009528704940625465,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.027,0.005656039121780587,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.028,0.0032334568890092785,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.029,-0.0022250775366342013,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.030,0.0021184743951432328,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.031,0.004578395482207787,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.032,0.0023710542867501627,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.033,0.008897145759151126,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.034,0.00378338336501316,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.035,0.002705007563345352,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.036,0.0031199119117384377,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.037,0.0002954207403035869,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.038,0.006446596448602571,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.039,0.003956184512308503,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.040,0.005995990199368806,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.041,0.0002395356671632265,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.043,0.001483156711058864,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.044,-0.0016126932907987723,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.045,-0.010092876482414082,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H20.33.046,-0.003231443726643357,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H21.33.001,0.0038170018836752306,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H21.33.002,-0.004611990483786632,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H21.33.003,-0.005818340551267509,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H21.33.004,-0.001826407405453201,False,within influence tolerance
stage39e_rank_inverse_normal_module_direct_elasticnet,H21.33.005,-0.003888378554145533,False,within influence tolerance
