condition,target,n_donors,pooled_oof_spearman,mse,prediction_variance
rank_inverse_normal_module_pca16_ridge,NeuN,84,0.4421084753572162,0.7792029178471274,0.29346105115500787
rank_inverse_normal_module_pca2_pls,6e10/A_beta,84,0.2791564809382087,0.8667087500302166,0.12090672292459112
rank_inverse_normal_module_pca2_pls,AT8,84,0.35373103113420107,0.8076320945446073,0.20303666142035703
rank_inverse_normal_module_pca2_pls,GFAP,84,0.373110152626118,0.908754320319115,0.13459434604005968
rank_inverse_normal_module_pca2_pls,Iba1,84,0.14769131476041653,1.024505341387633,0.0909284066717712
rank_inverse_normal_module_pca2_pls,NeuN,84,0.3132918222844705,0.9131426701956681,0.10943046180632358
rank_inverse_normal_module_pca4_elasticnet,6e10/A_beta,84,0.23529771597222748,0.8953544471649266,0.109371504026841
rank_inverse_normal_module_pca4_elasticnet,AT8,84,0.3866312979427154,0.8257898185624232,0.13900156771115604
rank_inverse_normal_module_pca4_elasticnet,GFAP,84,0.3725633227104766,0.9277956119852918,0.07429043368744045
rank_inverse_normal_module_pca4_elasticnet,Iba1,84,0.04884000946800656,1.0309933229045303,0.017208585781499055
rank_inverse_normal_module_pca4_elasticnet,NeuN,84,0.4383513229759279,0.751332535335044,0.14136998879973792
rank_inverse_normal_module_pca4_huber,6e10/A_beta,84,0.2815671936545837,0.8781962169594718,0.15612836272374983
rank_inverse_normal_module_pca4_huber,AT8,84,0.4073901612721873,0.7763102699540815,0.24781136982207644
rank_inverse_normal_module_pca4_huber,GFAP,84,0.3953073966091945,0.9132797304327863,0.1837911726902253
rank_inverse_normal_module_pca4_huber,Iba1,84,0.16955538144772725,1.0269830034091223,0.12011365813665996
rank_inverse_normal_module_pca4_huber,NeuN,84,0.4604992805443316,0.735837012181734,0.2786039233977025
rank_inverse_normal_module_pca4_pls,6e10/A_beta,84,0.28650003858262824,0.8777502562953436,0.17583065042201004
rank_inverse_normal_module_pca4_pls,AT8,84,0.3990866159403985,0.7840119452009856,0.24439564947634124
rank_inverse_normal_module_pca4_pls,GFAP,84,0.35934826641580747,0.9306251233236724,0.14544956169011
rank_inverse_normal_module_pca4_pls,Iba1,84,0.1401366164052828,1.0357448775053073,0.0936302019246211
rank_inverse_normal_module_pca4_pls,NeuN,84,0.4452377478257287,0.7358574574482928,0.22968497901565246
rank_inverse_normal_module_pca4_ridge,6e10/A_beta,84,0.23385939157842392,0.8976072818747751,0.10126290875039318
rank_inverse_normal_module_pca4_ridge,AT8,84,0.36990269198159953,0.8077900527552162,0.10698458632281146
rank_inverse_normal_module_pca4_ridge,GFAP,84,0.3619608982349834,0.9324626081523071,0.0965541312166471
rank_inverse_normal_module_pca4_ridge,Iba1,84,0.11027226593706635,0.985826449867879,0.004271811288118994
rank_inverse_normal_module_pca4_ridge,NeuN,84,0.44564283164042295,0.7374489497814908,0.19917455964441894
rank_inverse_normal_module_pca6_pls,6e10/A_beta,84,0.3037194151281636,0.8748540532282088,0.192596530534553
rank_inverse_normal_module_pca6_pls,AT8,84,0.45614817440945904,0.7222015376714104,0.3523718680298523
rank_inverse_normal_module_pca6_pls,GFAP,84,0.33501433516976153,0.953983486249488,0.16508208243415484
rank_inverse_normal_module_pca6_pls,Iba1,84,0.0700683082026414,1.0977917639755344,0.12472630762364292
rank_inverse_normal_module_pca6_pls,NeuN,84,0.4524887481087544,0.7656839190293735,0.3123585978302077
rank_inverse_normal_module_pca8_elasticnet,6e10/A_beta,84,0.3402650095848057,0.8305220465058802,0.09612109465153466
rank_inverse_normal_module_pca8_elasticnet,AT8,84,0.5247030547706907,0.6116255135043832,0.37672479912869455
rank_inverse_normal_module_pca8_elasticnet,GFAP,84,0.3473483877114527,0.9448911318431419,0.0737782129341977
rank_inverse_normal_module_pca8_elasticnet,Iba1,84,0.015541478923225355,1.0491937445615347,0.03868438586951395
rank_inverse_normal_module_pca8_elasticnet,NeuN,84,0.43314599595710784,0.7955773423716205,0.3059101715184223
rank_inverse_normal_module_pca8_huber,6e10/A_beta,84,0.42247233902219694,0.7897183439044093,0.21645525622881948
rank_inverse_normal_module_pca8_huber,AT8,84,0.549684574689621,0.6291882086250753,0.5481119430712313
rank_inverse_normal_module_pca8_huber,GFAP,84,0.3341333314167836,0.9805296139294455,0.22336081594137244
rank_inverse_normal_module_pca8_huber,Iba1,84,-0.015960059795832177,1.2753771433079382,0.22018609594166158
rank_inverse_normal_module_pca8_huber,NeuN,84,0.48472329266304287,0.7985340509217908,0.5242718748248236
rank_inverse_normal_module_pca8_ridge,6e10/A_beta,84,0.3746733755407961,0.8193658413016502,0.10149201227703834
rank_inverse_normal_module_pca8_ridge,AT8,84,0.5155185235317487,0.6493685368126293,0.4521366514818513
rank_inverse_normal_module_pca8_ridge,GFAP,84,0.3823049963928304,0.9217373128443104,0.06945277597660787
rank_inverse_normal_module_pca8_ridge,Iba1,84,0.056974172849842526,0.993005410893194,0.014534498810188005
rank_inverse_normal_module_pca8_ridge,NeuN,84,0.4609347456451279,0.7621062582587347,0.3345980282262345
raw_log1p_module_pca12_elasticnet,6e10/A_beta,84,0.29745874253315785,0.49519535288367933,0.04454110770407328
raw_log1p_module_pca12_elasticnet,AT8,84,0.5370456616381493,0.19328600245577685,0.15864577056065746
raw_log1p_module_pca12_elasticnet,GFAP,84,0.2381492355978536,0.37620790640735896,0.02854275545229467
raw_log1p_module_pca12_elasticnet,Iba1,84,0.0034159827021630713,0.2063994135626351,0.008141540853503774
raw_log1p_module_pca12_elasticnet,NeuN,84,0.39769160676318716,0.24523210476871918,0.06734748502323565
raw_log1p_module_pca12_huber,6e10/A_beta,84,0.2798218082413688,0.5834249866064111,0.28339036164769055
raw_log1p_module_pca12_huber,AT8,84,0.5429583881745469,0.21244695166692426,0.25540366498871
raw_log1p_module_pca12_huber,GFAP,84,0.26269110053660016,0.4289392221616973,0.1583850195367332
raw_log1p_module_pca12_huber,Iba1,84,-0.009172825756808748,0.26936361314833746,0.0690558658209774
raw_log1p_module_pca12_huber,NeuN,84,0.4528298066214438,0.24536619161433562,0.11860849608053756
raw_log1p_module_pca12_ridge,6e10/A_beta,84,0.29112078566366306,0.4901699823647205,0.033756073726108844
raw_log1p_module_pca12_ridge,AT8,84,0.5461779892679963,0.18738662844188927,0.16381178965230786
raw_log1p_module_pca12_ridge,GFAP,84,0.26263035334615775,0.37142069888094875,0.04167891387472979
raw_log1p_module_pca12_ridge,Iba1,84,0.04357598461071176,0.1999260451306278,0.004897396049720743
raw_log1p_module_pca12_ridge,NeuN,84,0.4278424622861193,0.2449354906580051,0.08684614482682702
raw_log1p_module_pca16_elasticnet,6e10/A_beta,84,0.29745874253315785,0.49519535288367933,0.04454110770407328
raw_log1p_module_pca16_elasticnet,AT8,84,0.5332185886402754,0.1924443021640919,0.14615438664401342
raw_log1p_module_pca16_elasticnet,GFAP,84,0.2381492355978536,0.37620790640735896,0.02854275545229467
raw_log1p_module_pca16_elasticnet,Iba1,84,0.0034159827021630713,0.2063994135626351,0.008141540853503774
raw_log1p_module_pca16_elasticnet,NeuN,84,0.40524450744153084,0.24280972550167534,0.06238367881379933
raw_log1p_module_pca16_huber,6e10/A_beta,84,0.2826566771286828,0.6962518351029807,0.46389279749580004
raw_log1p_module_pca16_huber,AT8,84,0.5490736053457529,0.21384306670559164,0.28138169257718343
raw_log1p_module_pca16_huber,GFAP,84,0.34020451554115627,0.4025835792584767,0.17995879129593614
raw_log1p_module_pca16_huber,Iba1,84,-0.055887415207046674,0.2853012425676392,0.07419921343652175
raw_log1p_module_pca16_huber,NeuN,84,0.40210590260200463,0.26865228209998704,0.14424852195105256
raw_log1p_module_pca16_ridge,6e10/A_beta,84,0.2888123924268503,0.49083910240125694,0.034008508827381254
raw_log1p_module_pca16_ridge,AT8,84,0.5417434443656981,0.1861532980775102,0.16872257710346056
raw_log1p_module_pca16_ridge,GFAP,84,0.2607876885694037,0.3714098100560225,0.041853646092444706
raw_log1p_module_pca16_ridge,Iba1,84,0.06186088893388681,0.19836198036362468,0.005010591428232561
raw_log1p_module_pca16_ridge,NeuN,84,0.405770983092032,0.24977797155671533,0.08721201233301064
raw_log1p_module_pca4_elasticnet,6e10/A_beta,84,0.19793459552495699,0.5256044896332297,0.042559923069278645
raw_log1p_module_pca4_elasticnet,AT8,84,0.34476055482433937,0.29612428102752053,0.06626648333194457
raw_log1p_module_pca4_elasticnet,GFAP,84,0.3093449427963957,0.35883256216858866,0.02876679348689731
raw_log1p_module_pca4_elasticnet,Iba1,84,0.02352554753811115,0.20092208300885256,0.00532396317790679
raw_log1p_module_pca4_elasticnet,NeuN,84,0.40398906550572034,0.24011857663599875,0.042723078615879415
raw_log1p_module_pca4_huber,6e10/A_beta,84,0.23989065505720364,0.5309689999776712,0.08834574086902439
raw_log1p_module_pca4_huber,AT8,84,0.39607168168472207,0.27962346108983116,0.10380543123792384
raw_log1p_module_pca4_huber,GFAP,84,0.35452060342209174,0.35598907781010625,0.07684000089073592
raw_log1p_module_pca4_huber,Iba1,84,0.13767338260605447,0.20710719462913157,0.025138234558125198
raw_log1p_module_pca4_huber,NeuN,84,0.43268198845803385,0.2368140421381326,0.08275356699060911
raw_log1p_module_pca4_ridge,6e10/A_beta,84,0.19315581654348488,0.5290553769875972,0.04557109535458562
raw_log1p_module_pca4_ridge,AT8,84,0.38068239343930343,0.27352938764000256,0.05015951029303175
raw_log1p_module_pca4_ridge,GFAP,84,0.2953933380581148,0.36186495509859984,0.036713826373275825
raw_log1p_module_pca4_ridge,Iba1,84,-0.17529614255340692,0.21309371773454716,0.00817714769386492
raw_log1p_module_pca4_ridge,NeuN,84,0.4387162093753164,0.23443765801513178,0.06222304483160499
raw_log1p_module_pca8_elasticnet,6e10/A_beta,84,0.3136782423812899,0.4879559289999457,0.046678302589653276
raw_log1p_module_pca8_elasticnet,AT8,84,0.5322668826566771,0.1925417869012969,0.18192904252974162
raw_log1p_module_pca8_elasticnet,GFAP,84,0.2793965779082717,0.3668422703099356,0.032882925275041185
raw_log1p_module_pca8_elasticnet,Iba1,84,0.002968651634022669,0.20642055566567227,0.008140699939200824
raw_log1p_module_pca8_elasticnet,NeuN,84,0.41866963652931055,0.24937010108456215,0.08891795980709696
raw_log1p_module_pca8_huber,6e10/A_beta,84,0.37576187101346564,0.4863634423234447,0.13351708327274261
raw_log1p_module_pca8_huber,AT8,84,0.5546420978029767,0.19891821080801503,0.23117011894126552
raw_log1p_module_pca8_huber,GFAP,84,0.28152272957375724,0.39218482198725835,0.10220389711524402
raw_log1p_module_pca8_huber,Iba1,84,-0.02824744355573555,0.26050720864693244,0.048478702031850875
raw_log1p_module_pca8_huber,NeuN,84,0.47192467348385136,0.2518011805377128,0.14440221399824732
raw_log1p_module_pca8_ridge,6e10/A_beta,84,0.3347372684013365,0.4835969510340152,0.0479413540504411
raw_log1p_module_pca8_ridge,AT8,84,0.5284398096588033,0.19242227643079104,0.19663669448171156
raw_log1p_module_pca8_ridge,GFAP,84,0.30229826870507237,0.35766179788405245,0.03228809821026479
raw_log1p_module_pca8_ridge,Iba1,84,-0.06325807431406297,0.20083461456758178,0.0029867894977699616
raw_log1p_module_pca8_ridge,NeuN,84,0.4519590968917688,0.2363243215071414,0.103662522723973
winsor_log1p_module_pca12_elasticnet,6e10/A_beta,84,0.31734926380969664,0.4379028675833937,0.03469766814662416
winsor_log1p_module_pca12_elasticnet,AT8,84,0.522848884066837,0.20063651550709044,0.14123921367984094
winsor_log1p_module_pca12_elasticnet,GFAP,84,0.2479153918193183,0.30126696284960636,0.02901933027202409
winsor_log1p_module_pca12_elasticnet,Iba1,84,-0.05349143689217885,0.17948694149300687,0.007273226092330912
winsor_log1p_module_pca12_elasticnet,NeuN,84,0.3988437551441396,0.2231226901635321,0.06047936307607148
winsor_log1p_module_pca12_huber,6e10/A_beta,84,0.28045360234389777,0.5405906986734967,0.2809135513086354
winsor_log1p_module_pca12_huber,AT8,84,0.5513194997016223,0.21336735565531442,0.2384718294393424
winsor_log1p_module_pca12_huber,GFAP,84,0.26273928226301546,0.3606807689386655,0.15693812162710208
winsor_log1p_module_pca12_huber,Iba1,84,-0.011310132589160391,0.2380906604459724,0.06883216836662184
winsor_log1p_module_pca12_huber,NeuN,84,0.4489814515743119,0.22500620194816673,0.10763942371860737
winsor_log1p_module_pca12_ridge,6e10/A_beta,84,0.29576266934068374,0.44219891703135095,0.030500506626174557
winsor_log1p_module_pca12_ridge,AT8,84,0.5380662863780327,0.1970746627027744,0.13959206757677853
winsor_log1p_module_pca12_ridge,GFAP,84,0.2648454087741418,0.2986541981850828,0.03913999103758961
winsor_log1p_module_pca12_ridge,Iba1,84,-0.03939814315525791,0.17175242915346067,0.0030808227250339235
winsor_log1p_module_pca12_ridge,NeuN,84,0.4135549976548505,0.22422960096261843,0.0776839810517248
winsor_log1p_module_pca16_elasticnet,6e10/A_beta,84,0.31734926380969664,0.4379028675833937,0.03469766814662416
winsor_log1p_module_pca16_elasticnet,AT8,84,0.5201455930375029,0.19732760724202877,0.12829045947571058
winsor_log1p_module_pca16_elasticnet,GFAP,84,0.2479153918193183,0.30126696284960636,0.02901933027202409
winsor_log1p_module_pca16_elasticnet,Iba1,84,-0.05349143689217885,0.17948694149300687,0.007273226092330912
winsor_log1p_module_pca16_elasticnet,NeuN,84,0.40544508351095554,0.22086438935501784,0.055440978422715954
winsor_log1p_module_pca16_huber,6e10/A_beta,84,0.2741153246058105,0.6470861295178979,0.4398439298991277
winsor_log1p_module_pca16_huber,AT8,84,0.550803140740963,0.21597677657176564,0.26377029091861615
winsor_log1p_module_pca16_huber,GFAP,84,0.34318723962310715,0.3346342204946013,0.17952935100087425
winsor_log1p_module_pca16_huber,Iba1,84,-0.06092485925602334,0.2522189515891554,0.07350142721880211
winsor_log1p_module_pca16_huber,NeuN,84,0.3985501377781309,0.2485493462369884,0.1320959662179885
winsor_log1p_module_pca16_ridge,6e10/A_beta,84,0.29274540613629074,0.44261042343394313,0.030684705469159055
winsor_log1p_module_pca16_ridge,AT8,84,0.5345327711374424,0.19543584213588924,0.1432238703278813
winsor_log1p_module_pca16_ridge,GFAP,84,0.2622532530681402,0.29858286832029474,0.03945233745365524
winsor_log1p_module_pca16_ridge,Iba1,84,-0.03806158317157915,0.17168060806308752,0.0030826269650544567
winsor_log1p_module_pca16_ridge,NeuN,84,0.387645796288774,0.22879395121869286,0.07803796182863823
winsor_log1p_module_pca4_elasticnet,6e10/A_beta,84,0.19631448412743543,0.4782280594773215,0.03997585900497521
winsor_log1p_module_pca4_elasticnet,AT8,84,0.35367551399513464,0.275007213501424,0.057857264582544886
winsor_log1p_module_pca4_elasticnet,GFAP,84,0.3051554551241135,0.28841570535953304,0.031062004628106096
winsor_log1p_module_pca4_elasticnet,Iba1,84,-0.0447066808619864,0.17514490885058107,0.004939804823032757
winsor_log1p_module_pca4_elasticnet,NeuN,84,0.4059918192959372,0.2181133113437561,0.04082536709727424
winsor_log1p_module_pca4_huber,6e10/A_beta,84,0.24079380378145698,0.482115967320563,0.08815019040930783
winsor_log1p_module_pca4_huber,AT8,84,0.39304029123128165,0.26216016172035694,0.09799060413557316
winsor_log1p_module_pca4_huber,GFAP,84,0.35583412429809197,0.28681252107589766,0.07474002781580683
winsor_log1p_module_pca4_huber,Iba1,84,0.13755429832027208,0.17931907994118415,0.025138195173977328
winsor_log1p_module_pca4_huber,NeuN,84,0.4248339544042875,0.2177351037110223,0.07751099385487537
winsor_log1p_module_pca4_ridge,6e10/A_beta,84,0.19313522021408172,0.47845849276119423,0.041025267891075065
winsor_log1p_module_pca4_ridge,AT8,84,0.3839381989639729,0.2560061410354121,0.04520222851290339
winsor_log1p_module_pca4_ridge,GFAP,84,0.3051250782994338,0.2896747907600114,0.03498478022888795
winsor_log1p_module_pca4_ridge,Iba1,84,-0.04380271582874472,0.18107696210289154,0.008502653998703527
winsor_log1p_module_pca4_ridge,NeuN,84,0.42528956755843894,0.21380210293887927,0.057947848599385135
winsor_log1p_module_pca8_elasticnet,6e10/A_beta,84,0.3154356304350984,0.439213151262461,0.04357676583201238
winsor_log1p_module_pca8_elasticnet,AT8,84,0.5406582058668326,0.19692967041623557,0.15872423254452553
winsor_log1p_module_pca8_elasticnet,GFAP,84,0.27980093212478446,0.2964665143716167,0.03137443724526295
winsor_log1p_module_pca8_elasticnet,Iba1,84,-0.05349143689217885,0.17948694149300687,0.007273226092330912
winsor_log1p_module_pca8_elasticnet,NeuN,84,0.4028227766903952,0.22516684659810038,0.07474062989902731
winsor_log1p_module_pca8_huber,6e10/A_beta,84,0.3751430167314256,0.4397884461054374,0.13294305186866434
winsor_log1p_module_pca8_huber,AT8,84,0.5525040879054878,0.20167466432336645,0.2153982471265832
winsor_log1p_module_pca8_huber,GFAP,84,0.2778061873041503,0.3214879873862788,0.09975859013560241
winsor_log1p_module_pca8_huber,Iba1,84,-0.03411265594707373,0.22834762681688572,0.04657412749895238
winsor_log1p_module_pca8_huber,NeuN,84,0.4647861656549862,0.22825802123564934,0.13047946372636612
winsor_log1p_module_pca8_ridge,6e10/A_beta,84,0.2968764242147885,0.44396120828560964,0.03716996717968218
winsor_log1p_module_pca8_ridge,AT8,84,0.5420452877807604,0.20215724476496244,0.1547952743166152
winsor_log1p_module_pca8_ridge,GFAP,84,0.29647780887394376,0.2943472920781766,0.04007055475565497
winsor_log1p_module_pca8_ridge,Iba1,84,-0.08464879896632128,0.17372448708202853,0.0028906295825158763
winsor_log1p_module_pca8_ridge,NeuN,84,0.4344524543252616,0.21789616399395917,0.09299781017831912
