scenario_id,control_type,metric,number_of_graphs,distinct_edge_set_hashes,distinct_input_delta_vector_hashes,distinct_latent_output_vector_hashes,distinct_metric_values,null_min,null_max,null_range,null_standard_deviation,frozen_statistics_zero_variance,edge_sets_differ,input_deltas_differ,latent_outputs_differ,control_input_diversity_status,validated_regulation,validated_grn_claim,causal_validation_pass,therapeutic_target_claim,biological_benefit_claim
ELF1_down_0p25,degree_preserving_edge_shuffle,mean_target_only_l1_delta_norm,50,48,1,1,1,0.0616509460376386,0.0616509460376386,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,degree_preserving_edge_shuffle,mean_target_only_l2_delta_norm,50,48,1,1,1,0.0267966227526144,0.0267966227526144,0.0,3.504670666704855e-18,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,expression_matched_random_targets,mean_clipping_fraction,50,50,50,50,17,0.7278645833333334,0.7565104166666666,0.02864583333333326,0.005392163967855184,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,expression_matched_random_targets,mean_cosine_similarity,50,50,50,50,17,0.9999999161809684,0.9999999683350324,5.215406395642219e-08,9.436034835607507e-09,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,expression_matched_random_targets,mean_euclidean_displacement,50,50,50,50,50,0.0003925642956801,0.0004112415921326,1.867729645250001e-05,4.249052869465342e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,expression_matched_random_targets,mean_full_changed_feature_l1_delta_norm,50,50,50,50,50,0.2618002905758595,0.2696821905362045,0.007881899960344996,0.0015213340851057884,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,expression_matched_random_targets,mean_full_changed_feature_l2_delta_norm,50,50,50,50,50,0.2084077786759531,0.2100499650711596,0.001642186395206524,0.0003532240474650431,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,expression_matched_random_targets,mean_target_only_l1_delta_norm,50,50,50,50,50,0.0586752905758595,0.0665571905362045,0.007881899960345003,0.0015213340851057923,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,expression_matched_random_targets,mean_target_only_l2_delta_norm,50,50,50,50,50,0.0264477131288244,0.0282234022824273,0.0017756891536028982,0.00044104067832094446,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,no_graph,mean_clipping_fraction,1,1,1,1,1,0.1875,0.1875,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,no_graph,mean_cosine_similarity,1,1,1,1,1,0.9999999292194844,0.9999999292194844,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,no_graph,mean_euclidean_displacement,1,1,1,1,1,0.0003844104676318,0.0003844104676318,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,no_graph,mean_full_changed_feature_l1_delta_norm,1,1,1,1,1,0.203125,0.203125,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,no_graph,mean_full_changed_feature_l2_delta_norm,1,1,1,1,1,0.203125,0.203125,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,no_graph,mean_target_only_l1_delta_norm,1,1,1,1,1,0.0,0.0,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,no_graph,mean_target_only_l2_delta_norm,1,1,1,1,1,0.0,0.0,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_down_0p25,tf_label_shuffle,mean_clipping_fraction,50,50,50,50,2,0.7109375,0.74609375,0.03515625,0.017742376740390763,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,tf_label_shuffle,mean_cosine_similarity,50,50,50,50,21,0.9999999105930328,0.9999999590218068,4.8428773991027185e-08,1.0805832100450557e-08,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,tf_label_shuffle,mean_euclidean_displacement,50,50,50,50,50,0.0004031856571486,0.0004110374749188,7.85181777019999e-06,1.885172615237082e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,tf_label_shuffle,mean_full_changed_feature_l1_delta_norm,50,50,50,50,50,0.2590534504030526,0.2719588971595002,0.012905446756447614,0.00274040368814432,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,tf_label_shuffle,mean_full_changed_feature_l2_delta_norm,50,50,50,50,50,0.208252689751425,0.2097212976597495,0.0014686079083245096,0.0003130014582309913,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,tf_label_shuffle,mean_target_only_l1_delta_norm,50,50,50,50,50,0.0559284504030526,0.0688338971595002,0.012905446756447593,0.002740403688144318,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_down_0p25,tf_label_shuffle,mean_target_only_l2_delta_norm,50,50,50,50,50,0.0246890159052399,0.0294505454403652,0.004761529535125302,0.0011008534163431578,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,degree_preserving_edge_shuffle,mean_clipping_fraction,50,48,1,1,1,0.0,0.0,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,degree_preserving_edge_shuffle,mean_cosine_similarity,50,48,1,1,1,1.0000000167638063,1.0000000167638063,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,degree_preserving_edge_shuffle,mean_euclidean_displacement,50,48,1,1,1,0.0002500475575288,0.0002500475575288,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,degree_preserving_edge_shuffle,mean_full_changed_feature_l1_delta_norm,50,48,1,1,1,0.2,0.2,0.0,5.607473066727768e-17,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,degree_preserving_edge_shuffle,mean_full_changed_feature_l2_delta_norm,50,48,1,1,1,0.1023808497636948,0.1023808497636948,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,degree_preserving_edge_shuffle,mean_target_only_l1_delta_norm,50,48,1,1,1,0.1,0.1,0.0,2.803736533363884e-17,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,degree_preserving_edge_shuffle,mean_target_only_l2_delta_norm,50,48,1,1,1,0.0219508177145235,0.0219508177145235,0.0,3.504670666704855e-18,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,expression_matched_random_targets,mean_clipping_fraction,50,50,50,50,2,0.0,0.0013020833333333,0.0013020833333333,0.0002577456558882192,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,expression_matched_random_targets,mean_cosine_similarity,50,50,50,50,20,0.9999999962747096,1.0000000465661287,5.029141914025814e-08,1.0625376987287728e-08,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,expression_matched_random_targets,mean_euclidean_displacement,50,50,50,50,50,0.0001915448551699,0.0002249326275887,3.338777241880002e-05,6.586732325935721e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,expression_matched_random_targets,mean_full_changed_feature_l1_delta_norm,50,50,50,50,3,0.1998056214204845,0.2,0.00019437857951551396,3.5438534037869606e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,expression_matched_random_targets,mean_full_changed_feature_l2_delta_norm,50,50,50,50,3,0.1023749396018198,0.1023808497636948,5.910161874997377e-06,1.0084688222120673e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,expression_matched_random_targets,mean_target_only_l1_delta_norm,50,50,50,50,3,0.0998056214204845,0.1,0.00019437857951550008,3.5438534037857625e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,expression_matched_random_targets,mean_target_only_l2_delta_norm,50,50,50,50,3,0.0219227013594245,0.0219508177145235,2.8116355099000456e-05,4.788101098088277e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,no_graph,mean_clipping_fraction,1,1,1,1,1,0.0,0.0,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,no_graph,mean_cosine_similarity,1,1,1,1,1,1.0000000074505806,1.0000000074505806,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,no_graph,mean_euclidean_displacement,1,1,1,1,1,0.0001855441964835,0.0001855441964835,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,no_graph,mean_full_changed_feature_l1_delta_norm,1,1,1,1,1,0.1,0.1,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,no_graph,mean_full_changed_feature_l2_delta_norm,1,1,1,1,1,0.1,0.1,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,no_graph,mean_target_only_l1_delta_norm,1,1,1,1,1,0.0,0.0,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,no_graph,mean_target_only_l2_delta_norm,1,1,1,1,1,0.0,0.0,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p10,tf_label_shuffle,mean_clipping_fraction,50,50,50,50,2,0.0,0.03515625,0.03515625,0.017742376740390763,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,tf_label_shuffle,mean_cosine_similarity,50,50,50,50,19,0.9999999850988388,1.0000000298023224,4.470348358154297e-08,9.841813570866113e-09,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,tf_label_shuffle,mean_euclidean_displacement,50,50,50,50,50,0.0002409298372185,0.000252628522503,1.1698685284499972e-05,2.5138885927615333e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,tf_label_shuffle,mean_full_changed_feature_l1_delta_norm,50,50,50,50,27,0.1986005015177684,0.2000000000000003,0.0013994984822318923,0.0006078627540894185,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,tf_label_shuffle,mean_full_changed_feature_l2_delta_norm,50,50,50,50,50,0.1023743143969031,0.102521941503606,0.00014762710670289392,3.804743790077294e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,tf_label_shuffle,mean_target_only_l1_delta_norm,50,50,50,50,27,0.0986005015177683,0.1000000000000001,0.001399498482231809,0.0006078627540894208,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p10,tf_label_shuffle,mean_target_only_l2_delta_norm,50,50,50,50,50,0.0219203107678724,0.02259974534522,0.0006794345773475999,0.0001750557171815658,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,degree_preserving_edge_shuffle,mean_clipping_fraction,50,48,1,1,1,0.0,0.0,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,degree_preserving_edge_shuffle,mean_cosine_similarity,50,48,1,1,1,0.9999998323619366,0.9999998323619366,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,degree_preserving_edge_shuffle,mean_euclidean_displacement,50,48,1,1,1,0.000625147124083,0.000625147124083,0.0,1.0952095833452673e-19,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,degree_preserving_edge_shuffle,mean_full_changed_feature_l1_delta_norm,50,48,1,1,1,0.5000000000000001,0.5000000000000001,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,degree_preserving_edge_shuffle,mean_full_changed_feature_l2_delta_norm,50,48,1,1,1,0.255952124409237,0.255952124409237,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,degree_preserving_edge_shuffle,mean_target_only_l1_delta_norm,50,48,1,1,1,0.25,0.25,0.0,0.0,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,degree_preserving_edge_shuffle,mean_target_only_l2_delta_norm,50,48,1,1,1,0.0548770442863089,0.0548770442863089,0.0,1.401868266681942e-17,True,True,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,expression_matched_random_targets,mean_clipping_fraction,50,50,50,50,2,0.0,0.0013020833333333,0.0013020833333333,0.0002577456558882192,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,expression_matched_random_targets,mean_cosine_similarity,50,50,50,50,25,0.9999998658895493,0.9999999292194844,6.332993518487484e-08,1.3115077857569018e-08,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,expression_matched_random_targets,mean_euclidean_displacement,50,50,50,50,50,0.000478886885503,0.0005623842680506,8.349738254760002e-05,1.6472842574615965e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,expression_matched_random_targets,mean_full_changed_feature_l1_delta_norm,50,50,50,50,3,0.4995140535512115,0.5000000000000002,0.00048594644878874327,8.859633509468032e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,expression_matched_random_targets,mean_full_changed_feature_l2_delta_norm,50,50,50,50,3,0.2559373490045494,0.255952124409237,1.4775404687583649e-05,2.5211720555433382e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,expression_matched_random_targets,mean_target_only_l1_delta_norm,50,50,50,50,3,0.2495140535512114,0.2500000000000001,0.0004859464487887155,8.859633509466801e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,expression_matched_random_targets,mean_target_only_l2_delta_norm,50,50,50,50,3,0.0548067533985613,0.0548770442863089,7.029088774759829e-05,1.1970252745235359e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,no_graph,mean_clipping_fraction,1,1,1,1,1,0.0,0.0,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,no_graph,mean_cosine_similarity,1,1,1,1,1,0.9999999329447746,0.9999999329447746,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,no_graph,mean_euclidean_displacement,1,1,1,1,1,0.0004638563641492,0.0004638563641492,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,no_graph,mean_full_changed_feature_l1_delta_norm,1,1,1,1,1,0.25,0.25,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,no_graph,mean_full_changed_feature_l2_delta_norm,1,1,1,1,1,0.25,0.25,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,no_graph,mean_target_only_l1_delta_norm,1,1,1,1,1,0.0,0.0,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,no_graph,mean_target_only_l2_delta_norm,1,1,1,1,1,0.0,0.0,0.0,,False,False,False,False,single_control_input_or_no_graph,False,False,False,False,False
ELF1_up_0p25,tf_label_shuffle,mean_clipping_fraction,50,50,50,50,2,0.0,0.03515625,0.03515625,0.017742376740390763,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,tf_label_shuffle,mean_cosine_similarity,50,50,50,50,18,0.99999981187284,0.9999998491257428,3.7252902762574536e-08,9.521861868424557e-09,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,tf_label_shuffle,mean_euclidean_displacement,50,50,50,50,50,0.0006023507048666,0.000631602913927,2.925220906040008e-05,6.286141486485435e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,tf_label_shuffle,mean_full_changed_feature_l1_delta_norm,50,50,50,50,27,0.496501253794421,0.5000000000000001,0.0034987462055791063,0.0015196568852235194,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,tf_label_shuffle,mean_full_changed_feature_l2_delta_norm,50,50,50,50,50,0.2559357859922578,0.2563048537590148,0.00036906776675699193,9.511859475193248e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,tf_label_shuffle,mean_target_only_l1_delta_norm,50,50,50,50,27,0.2465012537944209,0.2500000000000001,0.0034987462055792173,0.0015196568852235309,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
ELF1_up_0p25,tf_label_shuffle,mean_target_only_l2_delta_norm,50,50,50,50,50,0.0548007769196812,0.0564993633630501,0.001698586443368899,0.0004376392929539019,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,degree_preserving_edge_shuffle,mean_clipping_fraction,50,48,22,22,7,0.725,0.7375,0.012500000000000067,0.0037655572985559093,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,degree_preserving_edge_shuffle,mean_cosine_similarity,50,48,22,22,11,1.000000033527613,1.00000006146729,2.793967701641975e-08,5.997884980503066e-09,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,degree_preserving_edge_shuffle,mean_euclidean_displacement,50,48,22,22,22,7.606807380966529e-05,7.979113271971983e-05,3.723058910054533e-06,9.935488627341521e-07,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,degree_preserving_edge_shuffle,mean_full_changed_feature_l1_delta_norm,50,48,22,22,13,0.0377986092077432,0.0390319622131348,0.0012333530053915964,0.00037656110255606225,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,degree_preserving_edge_shuffle,mean_full_changed_feature_l2_delta_norm,50,48,22,22,22,0.021970805509028,0.022274392533889,0.00030358702486099967,9.496878212341866e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,degree_preserving_edge_shuffle,mean_target_only_l1_delta_norm,50,48,22,22,13,0.0284236092077432,0.0296569622131348,0.0012333530053916,0.00037656110255606664,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,degree_preserving_edge_shuffle,mean_target_only_l2_delta_norm,50,48,22,22,22,0.014219204515702,0.0145182601624679,0.0002990556467659007,9.330948207365626e-05,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,expression_matched_random_targets,mean_clipping_fraction,50,50,50,50,16,0.7166666666666667,0.7479166666666667,0.03125,0.007440357141904759,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,expression_matched_random_targets,mean_cosine_similarity,50,50,50,50,20,1.0000000149011612,1.0000000577419996,4.284083843231201e-08,9.5515597700646e-09,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,expression_matched_random_targets,mean_euclidean_displacement,50,50,50,50,50,5.340500177908325e-05,6.903465379082263e-05,1.562965201173938e-05,3.5451383933283684e-06,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
SPI1_down_0p10,expression_matched_random_targets,mean_full_changed_feature_l1_delta_norm,50,50,50,50,50,0.0365644327886335,0.0403222568532478,0.0037578240646143,0.0008199086341774592,False,True,True,True,distinct_control_inputs_and_metric_variation,False,False,False,False,False
