model_variant,latent_dim,seed,fold_id,target,donor_id,chosen_branch,y_true,y_pred
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.009,programming_only,0.392668616,2.4695359430883435
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.010,programming_only,5.467018592,2.842236849687062
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.014,programming_only,2.39512303,4.213785006638652
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.025,programming_only,2.341966022,2.4625270741468257
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.033,programming_only,2.225609088,1.9280086253832325
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.038,programming_only,3.510890244,2.96861414187112
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.040,programming_only,4.403509,3.177906971646767
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.041,programming_only,3.684266167,4.344888779954654
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.043,programming_only,4.33890965,3.3478759791023696
nested_target_gated_programming_vs_state_module,8,107,1,NeuN,H21.33.045,programming_only,1.517992716,1.50062156380332
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H19.33.004,programming_plus_state_module,0.017713481,1.489135650442537
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H20.33.012,programming_plus_state_module,0.118152115,1.0717145801345027
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H20.33.013,programming_plus_state_module,0.048465869,0.5891947465753513
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H20.33.015,programming_plus_state_module,0.127550188,1.2888605161261928
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H20.33.017,programming_plus_state_module,1.978833129,1.7555219310755863
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H20.33.020,programming_plus_state_module,1.395571711,1.7659552672520165
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H20.33.030,programming_plus_state_module,2.837355384,1.2904604540454467
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H20.33.037,programming_plus_state_module,3.455456081,3.345081405580115
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.002,programming_plus_state_module,2.588241585,2.034871166132227
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.005,programming_plus_state_module,0.365801476,1.3078932019446343
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.013,programming_plus_state_module,2.837021516,1.2131340487596272
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.015,programming_plus_state_module,0.266903579,0.07133625363228424
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.020,programming_plus_state_module,3.296115657,3.3233980674752353
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.022,programming_plus_state_module,0.711325686,0.7686220423714117
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.023,programming_plus_state_module,0.228219981,0.9054913816548916
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.028,programming_plus_state_module,0.041366857,1.1042193827640423
nested_target_gated_programming_vs_state_module,8,107,2,AT8,H21.33.035,programming_plus_state_module,1.242431161,1.870643480462022
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H19.33.004,programming_only,0.001294962,3.1389232925404476
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H20.33.012,programming_only,0.000764286,2.281223729132901
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H20.33.013,programming_only,2.249172799,1.7755545131852677
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H20.33.015,programming_only,1.299187906,2.4166324297406976
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H20.33.017,programming_only,2.357342442,2.7662429917989404
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H20.33.020,programming_only,15.29570291,2.7778801067533796
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H20.33.030,programming_only,2.776826055,2.4140359124155424
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H20.33.037,programming_only,1.536472839,4.6189100651194135
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.002,programming_only,3.362636896,2.618566788009939
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.005,programming_only,0.7896283,2.8161613179470977
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.013,programming_only,3.514674635,2.521196339843242
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.015,programming_only,0.242039104,1.532850019928599
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.020,programming_only,8.195152303,4.020537066701305
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.022,programming_only,3.217809436,1.6021991436851
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.023,programming_only,0.001626802,1.8638771309959665
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.028,programming_only,0.002016322,2.0230607607577165
nested_target_gated_programming_vs_state_module,8,107,2,6e10/A_beta,H21.33.035,programming_only,1.736206567,2.753051644528129
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H19.33.004,programming_plus_state_module,1.84526138,7.958512502933107
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H20.33.012,programming_plus_state_module,11.55416389,5.633023371734003
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H20.33.013,programming_plus_state_module,3.945617616,5.120405244475608
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H20.33.015,programming_plus_state_module,9.656225494,7.601436523981159
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H20.33.017,programming_plus_state_module,6.537560306,7.122662486005122
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H20.33.020,programming_plus_state_module,8.862894853,8.156479934388916
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H20.33.030,programming_plus_state_module,5.747979475,5.199861616820715
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H20.33.037,programming_plus_state_module,9.763428203,11.039887853878398
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.002,programming_plus_state_module,3.377951777,8.184825210715106
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.005,programming_plus_state_module,2.845968189,6.348141422874722
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.013,programming_plus_state_module,13.36740458,4.504321226352922
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.015,programming_plus_state_module,2.466604898,5.488087259166894
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.020,programming_plus_state_module,5.752502989,9.805299512758918
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.022,programming_plus_state_module,3.046703769,4.356608744730128
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.023,programming_plus_state_module,3.241905333,6.128402779833998
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.028,programming_plus_state_module,1.700760978,5.366332219877775
nested_target_gated_programming_vs_state_module,8,107,2,GFAP,H21.33.035,programming_plus_state_module,13.30485711,8.806889899226373
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H19.33.004,programming_plus_state_module,6.048013586,2.832030982984474
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H20.33.012,programming_plus_state_module,2.567704324,3.567999562102336
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H20.33.013,programming_plus_state_module,4.123424188,3.1875265135395034
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H20.33.015,programming_plus_state_module,5.072148371,3.701178200869282
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H20.33.017,programming_plus_state_module,5.778139261,3.6981843710945244
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H20.33.020,programming_plus_state_module,8.657872802,4.005955057421474
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H20.33.030,programming_plus_state_module,1.179175425,3.4951219594209815
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H20.33.037,programming_plus_state_module,1.195535503,4.2421227781742905
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.002,programming_plus_state_module,4.998530112,4.486830640329471
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.005,programming_plus_state_module,2.740128909,2.907685798824518
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.013,programming_plus_state_module,9.513231434,3.8422736339203176
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.015,programming_plus_state_module,3.975261562,3.4424140764773674
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.020,programming_plus_state_module,10.14681443,4.213192843272394
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.022,programming_plus_state_module,3.780249904,3.5853758570322865
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.023,programming_plus_state_module,3.724480169,3.7849360523343165
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.028,programming_plus_state_module,8.930063233,3.5818730449014486
nested_target_gated_programming_vs_state_module,8,107,2,Iba1,H21.33.035,programming_plus_state_module,2.47034273,3.6595748541890947
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H19.33.004,programming_only,3.171711124,3.249921706591534
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H20.33.012,programming_only,4.57951719,2.374442408007109
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H20.33.013,programming_only,0.342434319,2.8098534259745978
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H20.33.015,programming_only,0.222454051,3.246631480034013
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H20.33.017,programming_only,2.983323852,1.975817679275179
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H20.33.020,programming_only,2.819871517,1.9874250022666187
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H20.33.030,programming_only,2.830832156,3.613001460129011
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H20.33.037,programming_only,0.934324276,0.7523511164791494
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.002,programming_only,1.473411418,2.741218721392361
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.005,programming_only,3.299673967,3.057439028172216
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.013,programming_only,0.789576499,1.1516474419425557
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.015,programming_only,7.0412262,4.7243347654044525
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.020,programming_only,0.001337497,0.46920897705619424
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.022,programming_only,2.259453834,2.8016420115863774
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.023,programming_only,1.626264866,3.367135168671888
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.028,programming_only,2.073817194,3.836222507817461
nested_target_gated_programming_vs_state_module,8,107,2,NeuN,H21.33.035,programming_only,6.97957834,4.313913526954961
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.002,programming_plus_state_module,0.009936062,0.5032632760359254
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.008,programming_plus_state_module,1.419477191,0.3462680705293858
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.016,programming_plus_state_module,0.076823969,0.10738849549582064
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.018,programming_plus_state_module,2.011315673,1.9905066172646757
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.025,programming_plus_state_module,0.592027496,0.27757705206406946
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.028,programming_plus_state_module,1.683492812,1.8688332855656564
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.032,programming_plus_state_module,1.91768683,0.44039294190341705
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.038,programming_plus_state_module,0.960635601,2.2491744891918333
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.041,programming_plus_state_module,0.680889755,1.458708075601927
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.044,programming_plus_state_module,0.022147665,0.42737945206198
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H20.33.045,programming_plus_state_module,4.062182723,2.6274276907122434
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H21.33.018,programming_plus_state_module,0.007338071,0.7128486867709563
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H21.33.019,programming_plus_state_module,0.011863017,0.45178156070404496
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H21.33.030,programming_plus_state_module,0.0080518,0.8087351428064196
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H21.33.037,programming_plus_state_module,0.028657524,0.9336265838959789
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H21.33.044,programming_plus_state_module,0.929310786,1.2871427181634565
nested_target_gated_programming_vs_state_module,8,107,3,AT8,H21.33.047,programming_plus_state_module,0.049362432,0.8459410875193922
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.002,programming_plus_state_module,0.000806054,1.7572884159915159
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.008,programming_plus_state_module,2.520692565,2.3849834377153614
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.016,programming_plus_state_module,1.869931936,2.2709932525746215
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.018,programming_plus_state_module,3.000509274,3.5717677853691843
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.025,programming_plus_state_module,3.225659769,1.5795115947756586
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.028,programming_plus_state_module,0.377332871,4.191494651550669
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.032,programming_plus_state_module,2.207219434,1.1214032957206355
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.038,programming_plus_state_module,0.34648185,5.059767481979888
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.041,programming_plus_state_module,1.66063891,1.8771636234223068
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.044,programming_plus_state_module,0.000532484,0.9858627634914212
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H20.33.045,programming_plus_state_module,10.3937098,4.182334535378114
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H21.33.018,programming_plus_state_module,0.630034814,2.9656747913630572
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H21.33.019,programming_plus_state_module,0.026073154,1.5185044221408988
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H21.33.030,programming_plus_state_module,1.130799083,1.9645466173519122
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H21.33.037,programming_plus_state_module,0.000203861,1.6821414712000282
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H21.33.044,programming_plus_state_module,1.307675521,3.5070437824278926
nested_target_gated_programming_vs_state_module,8,107,3,6e10/A_beta,H21.33.047,programming_plus_state_module,0.001590433,1.237338379718253
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.002,programming_only,3.379974299,3.253323470531205
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.008,programming_only,2.155014287,3.6345122949320015
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.016,programming_only,2.013340932,3.0193994619774687
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.018,programming_only,16.8535109,7.198900490221611
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.025,programming_only,10.17637838,3.451691481492442
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.028,programming_only,8.688608943,5.4381668430624215
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.032,programming_only,1.848252153,4.980589160608929
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.038,programming_only,1.369721491,6.061946651873486
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.041,programming_only,4.404260651,5.470182019345236
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.044,programming_only,5.333719733,4.534330620782219
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H20.33.045,programming_only,15.11145679,7.628708885265718
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H21.33.018,programming_only,2.823146618,3.7258739434929016
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H21.33.019,programming_only,26.47735253,3.4022276809507765
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H21.33.030,programming_only,9.239474878,5.783647598990917
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H21.33.037,programming_only,1.84778157,5.420111532909961
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H21.33.044,programming_only,10.09176194,5.6219681122408325
nested_target_gated_programming_vs_state_module,8,107,3,GFAP,H21.33.047,programming_only,8.048915911,7.2537359209906676
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.002,programming_only,2.475174768,3.9648450335495866
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.008,programming_only,1.423919869,4.830307381576491
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.016,programming_only,1.378781196,3.300392849147806
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.018,programming_only,4.495065804,4.566829887196271
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.025,programming_only,1.140085506,2.872948425210899
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.028,programming_only,6.49415367,4.246006104753692
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.032,programming_only,2.299509752,2.412514055855087
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.038,programming_only,0.696723748,5.05763628227689
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.041,programming_only,1.830671577,4.164413446387565
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.044,programming_only,7.091355926,3.0287893156771277
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H20.33.045,programming_only,2.645538686,4.093806688124245
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H21.33.018,programming_only,3.842750143,4.302525307784422
nested_target_gated_programming_vs_state_module,8,107,3,Iba1,H21.33.019,programming_only,2.524858341,3.1096780581020833
