gene,module,mean_donor_delta,bootstrap_ci_low,bootstrap_ci_high,adjusted_slope,partial_spearman,model_implied_at8_reducing_knockout,confounder_adjusted_abs_partial_spearman,at8_pseudobulk_score,is_hpa_fda_drug_target,is_hpa_predicted_secreted,is_hpa_predicted_membrane,biology_score,translational_bonus,translational_priority_score,translational_category
UBR4,,,,,,,,,0.13719156,0,0,1,0.03876711655271551,0.2,0.2387671165527155,surface_target_candidate
GOLGB1,,,,,,,,,0.13699782,0,0,1,0.0387123616063901,0.2,0.23871236160639012,surface_target_candidate
RIC1,,,,,,,,,-0.13671766,0,0,1,0.03863318257385925,0.2,0.23863318257385926,surface_target_candidate
XPR1,,,,,,,,,0.13660069,0,0,1,0.038600124423391176,0.2,0.23860012442339118,surface_target_candidate
TAF1D,,,,,,,,,-0.13654317,0,0,1,0.038583868077191955,0.2,0.23858386807719195,surface_target_candidate
ATP8A1,,,,,,,,,0.13546933,0,0,1,0.03828037859870491,0.2,0.23828037859870493,surface_target_candidate
MCU,,,,,,,,,0.13494575,0,0,1,0.03813240402041927,0.2,0.2381324040204193,surface_target_candidate
HMOX1,,,,,,,,,0.13360457,0,0,1,0.0377533587075633,0.2,0.2377533587075633,surface_target_candidate
ETNK1,,,,,,,,,-0.1334325,0,0,1,0.037704728153138745,0.2,0.23770472815313876,surface_target_candidate
SLMAP,,,,,,,,,0.13340624,0,0,1,0.03769730653194278,0.2,0.2376973065319428,surface_target_candidate
TENM4,,,,,,,,,-0.13259426,0,0,1,0.03746782412605185,0.2,0.23746782412605186,surface_target_candidate
CASD1,,,,,,,,,-0.13160343,0,0,1,0.037187794996973667,0.2,0.23718779499697368,surface_target_candidate
LPGAT1,,,,,,,,,-0.13143256,0,0,1,0.03713950358746287,0.2,0.23713950358746289,surface_target_candidate
TRRAP,,,,,,,,,0.13105106,0,0,1,0.03703168376696558,0.2,0.2370316837669656,surface_target_candidate
EIF3E,,,,,,,,,0.13093293,0,0,1,0.03699829777641422,0.2,0.23699829777641424,surface_target_candidate
CLEC7A,,,,,,,,,0.13083261,0,0,1,0.03696994526162447,0.2,0.2369699452616245,surface_target_candidate
HERPUD1,,,,,,,,,0.130696,0,0,1,0.036931336439401316,0.2,0.23693133643940134,surface_target_candidate
GPR155,,,,,,,,,0.12998854,0,0,1,0.03673139355549827,0.2,0.23673139355549827,surface_target_candidate
RNF213,,,,,,,,,-0.12947144,0,0,1,0.0365852503597469,0.2,0.23658525035974692,surface_target_candidate
CLYBL,,,,,,,,,-0.12813273,0,0,1,0.03620690312017174,0.2,0.23620690312017176,surface_target_candidate
ZDHHC2,,,,,,,,,0.12702061,0,0,1,0.035892594918935976,0.2,0.235892594918936,surface_target_candidate
LYPLA1,,,,,,,,,-0.12653965,0,0,1,0.03575666563750379,0.2,0.2357566656375038,surface_target_candidate
ASAH1,,,,,,,,,0.12534806,0,0,1,0.03541989756435474,0.2,0.23541989756435475,surface_target_candidate
PAPOLG,,,,,,,,,0.12410945,0,0,1,0.0350698406630018,0.2,0.2350698406630018,surface_target_candidate
ATRNL1,,,,,,,,,-0.12407876,0,0,1,0.03506116703183256,0.2,0.23506116703183258,surface_target_candidate
CLEC2D,,,,,,,,,0.12406064,0,0,1,0.03505604594363489,0.2,0.2350560459436349,surface_target_candidate
SPNS2,,,,,,,,,-0.123462185,0,0,1,0.034886910135834885,0.2,0.2348869101358349,surface_target_candidate
LOXL3,,,,,,,,,-0.29947835,0,1,0,0.08463273271754154,0.15,0.23463273271754154,secreted_biomarker_candidate
CMTM7,,,,,,,,,0.12205815,0,0,1,0.03449010069501729,0.2,0.2344901006950173,surface_target_candidate
IL1RAPL1,,,,,,,,,-0.1208454,0,0,1,0.03414735236655573,0.2,0.23414735236655573,surface_target_candidate
ATP11C,,,,,,,,,-0.12055856,0,0,1,0.03406628542733832,0.2,0.23406628542733832,surface_target_candidate
SIK3,,,,,,,,,0.11956924,0,0,1,0.03378668305560994,0.2,0.23378668305560996,surface_target_candidate
SF3B1,,,,,,,,,0.11940605,0,0,1,0.03374056217354715,0.2,0.23374056217354716,surface_target_candidate
SPPL2A,,,,,,,,,0.11868486,0,0,1,0.03353673890658925,0.2,0.23353673890658927,surface_target_candidate
ZDHHC20,,,,,,,,,0.118497275,0,0,1,0.03348372349105063,0.2,0.23348372349105065,surface_target_candidate
SPAG9,,,,,,,,,0.11848651,0,0,1,0.0334806810785535,0.2,0.23348068107855352,surface_target_candidate
CSMD3,,,,,,,,,-0.11790137,0,0,1,0.03331530836619234,0.2,0.23331530836619235,surface_target_candidate
GNAS,,,,,,,,,0.11786475,0,0,1,0.03330495879390765,0.2,0.23330495879390767,surface_target_candidate
C1orf162,,,,,,,,,0.11715932,0,0,1,0.03310558963015037,0.2,0.23310558963015038,surface_target_candidate
ADIPOR2,,,,,,,,,0.11689757,0,0,1,0.03303161364583801,0.2,0.23303161364583802,surface_target_candidate
SH3TC1,,,,,,,,,-0.11677775,0,0,1,0.03299775002619978,0.2,0.2329977500261998,surface_target_candidate
UBA2,,,,,,,,,-0.11579567,0,0,1,0.032720193828784376,0.2,0.2327201938287844,surface_target_candidate
MAST3,,,,,,,,,-0.11547102,0,0,1,0.032628440998576126,0.2,0.23262844099857613,surface_target_candidate
DNAJB14,,,,,,,,,0.114475705,0,0,1,0.03234714431538279,0.2,0.2323471443153828,surface_target_candidate
SETD5,,,,,,,,,0.11376333,0,0,1,0.03214581235043717,0.2,0.2321458123504372,surface_target_candidate
PPFIA1,,,,,,,,,-0.11329633,0,0,1,0.03201382845483498,0.2,0.23201382845483498,surface_target_candidate
ADGRL3,,,,,,,,,-0.11323812,0,0,1,0.03199737710031035,0.2,0.23199737710031038,surface_target_candidate
MFSD1,,,,,,,,,0.11276018,0,0,1,0.03186230133357778,0.2,0.2318623013335778,surface_target_candidate
SLC25A36,,,,,,,,,-0.11244461,0,0,1,0.03177311469988361,0.2,0.23177311469988363,surface_target_candidate
ERCC6L2,,,,,,,,,-0.11211345,0,0,1,0.03167952200851825,0.2,0.23167952200851827,surface_target_candidate
COA1,,,,,,,,,-0.11199946,0,0,1,0.03164730606791934,0.2,0.23164730606791933,surface_target_candidate
TYW1,,,,,,,,,-0.111619346,0,0,1,0.03153987795979743,0.2,0.23153987795979744,surface_target_candidate
ANO6,,,,,,,,,0.111595914,0,0,1,0.031533255590114884,0.2,0.2315332555901149,surface_target_candidate
CEPT1,,,,,,,,,0.11144954,0,0,1,0.03149188725877682,0.2,0.23149188725877684,surface_target_candidate
CST3,,,,,,,,,0.28778282,0,1,0,0.08132733312325413,0.15,0.23132733312325413,secreted_biomarker_candidate
TGFBR1,,,,,,,,,-0.110369936,0,0,1,0.031186768754220717,0.2,0.23118676875422073,surface_target_candidate
SLC4A10,,,,,,,,,-0.11028859,0,0,1,0.031163778685758932,0.2,0.23116377868575894,surface_target_candidate
CD47,,,,,,,,,0.109753996,0,0,1,0.03101269132240657,0.2,0.2310126913224066,surface_target_candidate
ADNP,,,,,,,,,0.10970796,0,0,1,0.030999680593031955,0.2,0.23099968059303197,surface_target_candidate
LHFPL2,,,,,,,,,-0.109176464,0,0,1,0.030849468788798597,0.2,0.2308494687887986,surface_target_candidate
TMEM51,,,,,,,,,0.109174505,0,0,1,0.030848915134726897,0.2,0.2308489151347269,surface_target_candidate
A2M,,,,,,,,,-0.2853285,0,1,0,0.08063369133598569,0.15,0.23063369133598569,secreted_biomarker_candidate
CHIC2,,,,,,,,,0.108337834,0,0,1,0.03061245453961474,0.2,0.23061245453961476,surface_target_candidate
BNIP3L,,,,,,,,,0.10823233,0,0,1,0.03058263691879758,0.2,0.2305826369187976,surface_target_candidate
ABCC5,,,,,,,,,0.10808716,0,0,1,0.03054160886285632,0.2,0.23054160886285632,surface_target_candidate
DHRS3,,,,,,,,,-0.107376926,0,0,1,0.030340881988960983,0.2,0.230340881988961,surface_target_candidate
LINGO2,,,,,,,,,-0.10724108,0,0,1,0.03030248908899958,0.2,0.23030248908899958,surface_target_candidate
APOE,,,,,,,,,0.28411752,0,1,0,0.08029144324627192,0.15,0.23029144324627193,secreted_biomarker_candidate
SLC25A26,,,,,,,,,-0.10663957,0,0,1,0.030132489874773308,0.2,0.2301324898747733,surface_target_candidate
CD300A,,,,,,,,,-0.10638341,0,0,1,0.030060093740517515,0.2,0.23006009374051753,surface_target_candidate
GALNT1,,,,,,,,,-0.10618427,0,0,1,0.03000381264208021,0.2,0.23000381264208022,surface_target_candidate
ASPH,,,,,,,,,0.10535362,0,0,1,0.029769053706572814,0.2,0.22976905370657283,surface_target_candidate
TMEM260,,,,,,,,,-0.104816265,0,0,1,0.029617186027298056,0.2,0.22961718602729808,surface_target_candidate
ROBO2,,,,,,,,,-0.10473649,0,0,1,0.02959463995605252,0.2,0.22959463995605253,surface_target_candidate
FIG4,,,,,,,,,-0.10463074,0,0,1,0.029564752810528047,0.2,0.22956475281052807,surface_target_candidate
GRIA4,,,,,,,,,-0.10423257,0,0,1,0.029452221701937203,0.2,0.22945222170193721,surface_target_candidate
NPTN,,,,,,,,,-0.10416654,0,0,1,0.02943356025305795,0.2,0.22943356025305797,surface_target_candidate
DNAJC13,,,,,,,,,-0.10384473,0,0,1,0.029342610065812253,0.2,0.22934261006581227,surface_target_candidate
MGAT1,,,,,,,,,0.10359924,0,0,1,0.029273229495081245,0.2,0.22927322949508125,surface_target_candidate
CSNK1G1,,,,,,,,,0.10287245,0,0,1,0.029067823551859162,0.2,0.22906782355185917,surface_target_candidate
SFXN5,,,,,,,,,0.10145154,0,0,1,0.02866624488569193,0.2,0.22866624488569193,surface_target_candidate
PTPRD,,,,,,,,,-0.10092932,0,0,1,0.028518654671641875,0.2,0.2285186546716419,surface_target_candidate
RPTOR,,,,,,,,,-0.10077417,0,0,1,0.028474806060501234,0.2,0.22847480606050125,surface_target_candidate
TBC1D2B,,,,,,,,,0.10059341,0,0,1,0.02842371953165958,0.2,0.2284237195316596,surface_target_candidate
SLC15A2,,,,,,,,,-0.10031088,0,0,1,0.028343870687924072,0.2,0.22834387068792408,surface_target_candidate
CTSC,,,,,,,,,0.09954326,0,0,1,0.028126925339011538,0.2,0.22812692533901155,surface_target_candidate
ARL6IP5,,,,,,,,,0.099019006,0,0,1,0.027978760274332683,0.2,0.2279787602743327,surface_target_candidate
RNF145,,,,,,,,,-0.098998815,0,0,1,0.02797305387853803,0.2,0.22797305387853806,surface_target_candidate
GLCCI1,,,,,,,,,-0.0982409,0,0,1,0.02775885136411548,0.2,0.2277588513641155,surface_target_candidate
SGMS1,,,,,,,,,0.09733867,0,0,1,0.02750386243450272,0.2,0.22750386243450274,surface_target_candidate
RAD51B,,,,,,,,,-0.097290196,0,0,1,0.027490162675711666,0.2,0.22749016267571168,surface_target_candidate
TRPM2,,,,,,,,,0.09525256,0,0,1,0.026914284437811766,0.2,0.22691428443781178,surface_target_candidate
LRFN5,,,,,,,,,-0.09467643,0,0,1,0.026751458138511364,0.2,0.22675145813851139,surface_target_candidate
SDK1,,,,,,,,,-0.094085924,0,0,1,0.026584568883144206,0.2,0.2265845688831442,surface_target_candidate
INPP5F,,,,,,,,,-0.09345858,0,0,1,0.02640726844416635,0.2,0.22640726844416637,surface_target_candidate
NLGN1,,,,,,,,,-0.093195155,0,0,1,0.026332819070078547,0.2,0.22633281907007857,surface_target_candidate
PCNX2,,,,,,,,,-0.09284063,0,0,1,0.02623262294462166,0.2,0.22623262294462168,surface_target_candidate
MFSD4B,,,,,,,,,0.09147644,0,0,1,0.02584707452804448,0.2,0.22584707452804448,surface_target_candidate
CANX,,,,,,,,,0.091381736,0,0,1,0.0258203092114511,0.2,0.2258203092114511,surface_target_candidate
STIM1,,,,,,,,,0.09120915,0,0,1,0.025771532824713624,0.2,0.22577153282471363,surface_target_candidate
LNPEP,,,,,,,,,0.090450555,0,0,1,0.025557138128173285,0.2,0.2255571381281733,surface_target_candidate
ANO10,,,,,,,,,-0.09019064,0,0,1,0.025483680752958204,0.2,0.22548368075295822,surface_target_candidate
FBH1,,,,,,,,,-0.089797154,0,0,1,0.02537247344001405,0.2,0.22537247344001407,surface_target_candidate
PSEN1,,,,,,,,,0.08924067,0,0,1,0.025215199508193304,0.2,0.22521519950819333,surface_target_candidate
MYOF,,,,,,,,,0.08920757,0,0,1,0.02520584476098895,0.2,0.22520584476098895,surface_target_candidate
CDS2,,,,,,,,,0.089198865,0,0,1,0.02520338454726044,0.2,0.22520338454726047,surface_target_candidate
UBR3,,,,,,,,,-0.08916155,0,0,1,0.025192838553546527,0.2,0.22519283855354655,surface_target_candidate
WDR33,,,,,,,,,0.08857298,0,0,1,0.02502649645197355,0.2,0.22502649645197356,surface_target_candidate
LSAMP,,,,,,,,,0.08801909,0,0,1,0.02486995563840804,0.2,0.22486995563840806,surface_target_candidate
NDFIP1,,,,,,,,,0.08801762,0,0,1,0.024869540185888696,0.2,0.2248695401858887,surface_target_candidate
TENT4A,,,,,,,,,-0.08783808,0,0,1,0.024818798454376026,0.2,0.22481879845437602,surface_target_candidate
FUT8,,,,,,,,,0.087658234,0,0,1,0.02476797024091035,0.2,0.22476797024091036,surface_target_candidate
ABCB7,,,,,,,,,0.08751894,0,0,1,0.024728602864563434,0.2,0.22472860286456345,surface_target_candidate
ACER3,,,,,,,,,0.08736111,0,0,1,0.024683996829782076,0.2,0.22468399682978207,surface_target_candidate
IMMP2L,,,,,,,,,0.08658517,0,0,1,0.0244647000761342,0.2,0.2244647000761342,surface_target_candidate
TGFB1,,,,,,,,,0.2631627,0,1,0,0.0743691760615983,0.15,0.22436917606159829,secreted_biomarker_candidate
SUCO,,,,,,,,,-0.08582197,0,0,1,0.02424900391098733,0.2,0.22424900391098734,surface_target_candidate
TAPT1,,,,,,,,,0.085179426,0,0,1,0.02406740763643527,0.2,0.2240674076364353,surface_target_candidate
CADM2,,,,,,,,,-0.08504517,0,0,1,0.024029464103484596,0.2,0.22402946410348462,surface_target_candidate
TAX1BP1,,,,,,,,,-0.08495815,0,0,1,0.024004870444822274,0.2,0.22400487044482228,surface_target_candidate
DPP6,,,,,,,,,0.08484089,0,0,1,0.023971730334333387,0.2,0.2239717303343334,surface_target_candidate
LARP4B,,,,,,,,,-0.083761215,0,0,1,0.023666591763703212,0.2,0.22366659176370324,surface_target_candidate
TLR1,,,,,,,,,0.082950085,0,0,1,0.023437349585459535,0.2,0.22343734958545955,surface_target_candidate
DRAM2,,,,,,,,,0.08282472,0,0,1,0.023401918833699003,0.2,0.223401918833699,surface_target_candidate
RTN3,,,,,,,,,0.08269305,0,0,1,0.023364706158037457,0.2,0.22336470615803747,surface_target_candidate
TANGO6,,,,,,,,,0.08263055,0,0,1,0.023347042360446157,0.2,0.22334704236044617,surface_target_candidate
LMO7,,,,,,,,,0.0824467,0,0,1,0.023295082533451597,0.2,0.2232950825334516,surface_target_candidate
B4GALT1,,,,,,,,,-0.08217523,0,0,1,0.023218359475337836,0.2,0.22321835947533786,surface_target_candidate
ADAM10,,,,,,,,,-0.08132812,0,0,1,0.022978948602096795,0.2,0.2229789486020968,surface_target_candidate
MARK3,,,,,,,,,0.08037991,0,0,1,0.022710964769872066,0.2,0.22271096476987207,surface_target_candidate
DNAJC5,,,,,,,,,-0.08014186,0,0,1,0.022643686897606326,0.2,0.22264368689760633,surface_target_candidate
RABGAP1,,,,,,,,,0.07939027,0,0,1,0.022431271959500017,0.2,0.22243127195950002,surface_target_candidate
BCL2L1,,,,,,,,,0.078319766,0,0,1,0.022128725303873203,0.2,0.2221287253038732,surface_target_candidate
GPM6A,,,,,,,,,0.07823013,0,0,1,0.022103392309298905,0.2,0.22210339230929893,surface_target_candidate
DPP10,,,,,,,,,-0.07817924,0,0,1,0.022089009738748167,0.2,0.22208900973874818,surface_target_candidate
LAIR1,,,,,,,,,0.077910736,0,0,1,0.022013124933812897,0.2,0.22201312493381292,surface_target_candidate
UQCC1,,,,,,,,,-0.07723517,0,0,1,0.021822195956475887,0.2,0.2218221959564759,surface_target_candidate
MS4A6A,,,,,,,,,0.07662662,0,0,1,0.021650207092088928,0.2,0.22165020709208894,surface_target_candidate
MIGA1,,,,,,,,,-0.076311186,0,0,1,0.021561058894818307,0.2,0.2215610588948183,surface_target_candidate
DSCAM,,,,,,,,,0.07619168,0,0,1,0.021527284018099172,0.2,0.22152728401809918,surface_target_candidate
SNAP23,,,,,,,,,0.07613576,0,0,1,0.021511479865118286,0.2,0.2215114798651183,surface_target_candidate
ABHD12,,,,,,,,,-0.07570795,0,0,1,0.021390571877157746,0.2,0.22139057187715777,surface_target_candidate
RNF149,,,,,,,,,0.07528694,0,0,1,0.021271585710375143,0.2,0.22127158571037514,surface_target_candidate
NRXN3,,,,,,,,,-0.07481229,0,0,1,0.021137439765947785,0.2,0.2211374397659478,surface_target_candidate
RELCH,,,,,,,,,-0.07402812,0,0,1,0.020915817043433083,0.2,0.2209158170434331,surface_target_candidate
RALGAPA1,,,,,,,,,0.07344335,0,0,1,0.020750548900753663,0.2,0.22075054890075368,surface_target_candidate
RNF217,,,,,,,,,0.073310085,0,0,1,0.02071288544497759,0.2,0.2207128854449776,surface_target_candidate
TMEM87A,,,,,,,,,0.07316125,0,0,1,0.020670821583945575,0.2,0.22067082158394558,surface_target_candidate
SUSD6,,,,,,,,,-0.07281448,0,0,1,0.02057281718249382,0.2,0.22057281718249383,surface_target_candidate
BMT2,,,,,,,,,-0.07171924,0,0,1,0.020263279619711513,0.2,0.22026327961971154,surface_target_candidate
PHACTR1,,,,,,,,,-0.07061272,0,0,1,0.01995055409473993,0.2,0.21995055409473993,surface_target_candidate
CCR1,,,,,,,,,0.070060536,0,0,1,0.01979449543219347,0.2,0.21979449543219348,surface_target_candidate
SORT1,,,,,,,,,0.06979569,0,0,1,0.019719644454003624,0.2,0.21971964445400363,surface_target_candidate
CYBA,,,,,,,,,0.06938942,0,0,1,0.019604824117244953,0.2,0.21960482411724497,surface_target_candidate
N4BP2L2,,,,,,,,,0.06926563,0,0,1,0.019569838493183722,0.2,0.21956983849318373,surface_target_candidate
STEAP1B,,,,,,,,,-0.0678811,0,0,1,0.019178541570318425,0.2,0.21917854157031844,surface_target_candidate
KIAA0319L,,,,,,,,,0.067698516,0,0,1,0.019126939541207873,0.2,0.21912693954120788,surface_target_candidate
SYT1,,,,,,,,,-0.06757402,0,0,1,0.01909175438688905,0.2,0.21909175438688905,surface_target_candidate
SLC39A11,,,,,,,,,-0.06742105,0,0,1,0.019048521889008393,0.2,0.21904852188900842,surface_target_candidate
CMKLR1,,,,,,,,,-0.06688379,0,0,1,0.018896681058705973,0.2,0.218896681058706,surface_target_candidate
CREB3L2,,,,,,,,,0.06578113,0,0,1,0.018585046449873625,0.2,0.21858504644987364,surface_target_candidate
PDGFB,,,,,,,,,-0.24247244,0,1,0,0.06852167902557675,0.15,0.21852167902557673,secreted_biomarker_candidate
FRMD5,,,,,,,,,-0.06537963,0,0,1,0.01847157421414712,0.2,0.21847157421414715,surface_target_candidate
SEC63,,,,,,,,,-0.06461728,0,0,1,0.018256118276647495,0.2,0.2182561182766475,surface_target_candidate
NUP98,,,,,,,,,0.06400744,0,0,1,0.018083764831478253,0.2,0.21808376483147826,surface_target_candidate
IL10RA,,,,,,,,,0.06348797,0,0,1,0.01793695182452222,0.2,0.21793695182452222,surface_target_candidate
SLC43A2,,,,,,,,,-0.06290359,0,0,1,0.017771793903939768,0.2,0.21777179390393978,surface_target_candidate
RPL9,,,,,,,,,0.06269631,0,0,1,0.017713212272504178,0.2,0.21771321227250418,surface_target_candidate
EPHB2,,,,,,,,,-0.06246739,0,0,1,0.01764851472779058,0.2,0.2176485147277906,surface_target_candidate
PCDH7,,,,,,,,,-0.061938163,0,0,1,0.017498944190064973,0.2,0.217498944190065,surface_target_candidate
HECTD4,,,,,,,,,-0.061898403,0,0,1,0.01748770718858929,0.2,0.2174877071885893,surface_target_candidate
CNOT1,,,,,,,,,0.06115858,0,0,1,0.017278617848983092,0.2,0.2172786178489831,surface_target_candidate
ST8SIA4,,,,,,,,,0.23788787,0,1,0,0.06722598436120648,0.15,0.2172259843612065,secreted_biomarker_candidate
AVL9,,,,,,,,,-0.06069924,0,0,1,0.017148798828413695,0.2,0.2171487988284137,surface_target_candidate
TMCC1,,,,,,,,,-0.0603974,0,0,1,0.017063492577774373,0.2,0.21706349257777438,surface_target_candidate
HUWE1,,,,,,,,,0.06015808,0,0,1,0.01699585577714158,0.2,0.2169958557771416,surface_target_candidate
LRCH1,,,,,,,,,-0.059860166,0,0,1,0.01691165909561175,0.2,0.21691165909561178,surface_target_candidate
SLF2,,,,,,,,,-0.059692692,0,0,1,0.01686432746620687,0.2,0.21686432746620687,surface_target_candidate
DENND5A,,,,,,,,,-0.05933926,0,0,1,0.01676444024524226,0.2,0.21676444024524227,surface_target_candidate
WAC,,,,,,,,,0.05921368,0,0,1,0.016728948730018015,0.2,0.21672894873001802,surface_target_candidate
TMEM131,,,,,,,,,-0.05859921,0,0,1,0.016555286750723208,0.2,0.21655528675072322,surface_target_candidate
PTPN2,,,,,,,,,-0.05812403,0,0,1,0.016420991017292275,0.2,0.21642099101729229,surface_target_candidate
MFF,,,,,,,,,-0.057706673,0,0,1,0.016303037264151287,0.2,0.2163030372641513,surface_target_candidate
SLC18B1,,,,,,,,,0.057340585,0,0,1,0.01619957319482963,0.2,0.21619957319482963,surface_target_candidate
SNX25,,,,,,,,,0.05682437,0,0,1,0.016053680118452155,0.2,0.21605368011845216,surface_target_candidate
ST3GAL6,,,,,,,,,-0.056777924,0,0,1,0.016040553514565348,0.2,0.21604055351456536,surface_target_candidate
SPG11,,,,,,,,,0.05614233,0,0,1,0.01586092145430544,0.2,0.21586092145430547,surface_target_candidate
LY86,,,,,,,,,-0.23296514,0,1,0,0.06583471866014064,0.15,0.21583471866014065,secreted_biomarker_candidate
TRAF3IP3,,,,,,,,,0.05588568,0,0,1,0.015788386835876533,0.2,0.21578838683587653,surface_target_candidate
AQR,,,,,,,,,0.055597905,0,0,1,0.015707055646247157,0.2,0.21570705564624718,surface_target_candidate
TBC1D8,,,,,,,,,0.055341803,0,0,1,0.01563467590399553,0.2,0.21563467590399554,surface_target_candidate
HTT,,,,,,,,,-0.055208445,0,0,1,0.015596986164488642,0.2,0.21559698616448866,surface_target_candidate
GRAMD1B,,,,,,,,,0.05518992,0,0,1,0.01559175061488258,0.2,0.2155917506148826,surface_target_candidate
SSBP2,,,,,,,,,-0.05430897,0,0,1,0.015342775855073704,0.2,0.21534277585507372,surface_target_candidate
SLC38A10,,,,,,,,,0.05409702,0,0,1,0.015282874384682092,0.2,0.2152828743846821,surface_target_candidate
VOPP1,,,,,,,,,0.053847384,0,0,1,0.015212322068274067,0.2,0.21521232206827406,surface_target_candidate
SLC11A1,,,,,,,,,-0.05315921,0,0,1,0.015017829808376555,0.2,0.21501782980837655,surface_target_candidate
CD99,,,,,,,,,0.053022053,0,0,1,0.014979066392596878,0.2,0.2149790663925969,surface_target_candidate
PTPN1,,,,,,,,,0.052998655,0,0,1,0.01497245363202022,0.2,0.21497245363202022,surface_target_candidate
GSN,,,,,,,,,0.22964682,0,1,0,0.0648968925349701,0.15,0.21489689253497007,secreted_biomarker_candidate
STX18,,,,,,,,,-0.052719824,0,0,1,0.014893650202481346,0.2,0.21489365020248136,surface_target_candidate
MACO1,,,,,,,,,-0.05266688,0,0,1,0.014878687128886568,0.2,0.21487868712888658,surface_target_candidate
RNF150,,,,,,,,,-0.052377734,0,0,1,0.014796968466193229,0.2,0.21479696846619323,surface_target_candidate
CCL3,inflammatory_signaling,8.727217209525406e-05,-0.0003940579757909,0.0006942890235222,,,False,,-0.20603123,0,1,0,0.06475987364548459,0.15,0.2147598736454846,secreted_biomarker_candidate
CNTNAP2,,,,,,,,,-0.052190144,0,0,1,0.014743951637550802,0.2,0.2147439516375508,surface_target_candidate
ATP13A3,,,,,,,,,-0.05204835,0,0,1,0.014703877709300232,0.2,0.21470387770930024,surface_target_candidate
GPR107,,,,,,,,,-0.051979154,0,0,1,0.014684321483090191,0.2,0.2146843214830902,surface_target_candidate
HEATR5A,,,,,,,,,0.05154893,0,0,1,0.014562731248611486,0.2,0.2145627312486115,surface_target_candidate
DISP1,,,,,,,,,-0.051341627,0,0,1,0.014504143116898384,0.2,0.2145041431168984,surface_target_candidate
HS3ST4,,,,,,,,,-0.04996762,0,0,1,0.014115820212305936,0.2,0.21411582021230594,surface_target_candidate
TM9SF4,,,,,,,,,0.04989763,0,0,1,0.014096039585211296,0.2,0.2140960395852113,surface_target_candidate
DAGLB,,,,,,,,,-0.04952902,0,0,1,0.013991862746329237,0.2,0.21399186274632925,surface_target_candidate
STT3B,,,,,,,,,0.04937411,0,0,1,0.013948081964171348,0.2,0.21394808196417137,surface_target_candidate
NEGR1,,,,,,,,,-0.049098965,0,0,1,0.01387032027475922,0.2,0.21387032027475922,surface_target_candidate
TVP23C,,,,,,,,,-0.04814538,0,0,1,0.013600817355941642,0.2,0.21360081735594166,surface_target_candidate
SYNDIG1,,,,,,,,,-0.04800164,0,0,1,0.013560193447689268,0.2,0.21356019344768928,surface_target_candidate
STIM2,,,,,,,,,-0.04778085,0,0,1,0.013497793609766343,0.2,0.21349779360976634,surface_target_candidate
HERC4,,,,,,,,,0.047556315,0,0,1,0.013434335357091745,0.2,0.21343433535709175,surface_target_candidate
ST3GAL5,,,,,,,,,0.04737172,0,0,1,0.013382164977629894,0.2,0.2133821649776299,surface_target_candidate
TXNDC11,,,,,,,,,0.047205947,0,0,1,0.013335314086140256,0.2,0.21333531408614026,surface_target_candidate
DHX36,,,,,,,,,0.047198758,0,0,1,0.013333282325486112,0.2,0.21333328232548612,surface_target_candidate
ZDHHC14,,,,,,,,,-0.0459507,0,0,1,0.012980555223178892,0.2,0.2129805552231789,surface_target_candidate
TM9SF2,,,,,,,,,-0.0456838,0,0,1,0.012905123741945008,0.2,0.212905123741945,surface_target_candidate
CR1,,,,,,,,,0.045576096,0,0,1,0.012874684355452637,0.2,0.21287468435545265,surface_target_candidate
RRBP1,,,,,,,,,0.045396283,0,0,1,0.012823865468472091,0.2,0.2128238654684721,surface_target_candidate
SLC35F5,,,,,,,,,0.045241747,0,0,1,0.012780190386478985,0.2,0.212780190386479,surface_target_candidate
CDKAL1,,,,,,,,,0.044409074,0,0,1,0.012544859709171153,0.2,0.21254485970917117,surface_target_candidate
ATP11A,,,,,,,,,0.044392303,0,0,1,0.012540119876380693,0.2,0.21254011987638072,surface_target_candidate
DMXL2,,,,,,,,,-0.04329939,0,0,1,0.012231239972110307,0.2,0.21223123997211032,surface_target_candidate
SLC49A4,,,,,,,,,-0.043102197,0,0,1,0.012175509136295571,0.2,0.21217550913629557,surface_target_candidate
CSMD1,,,,,,,,,-0.042588294,0,0,1,0.01203026947911859,0.2,0.2120302694791186,surface_target_candidate
TMCC3,,,,,,,,,0.04251982,0,0,1,0.012010917305098325,0.2,0.21201091730509833,surface_target_candidate
VPS35L,,,,,,,,,-0.04241308,0,0,1,0.01198075036502,0.2,0.21198075036502,surface_target_candidate
TMEM164,,,,,,,,,-0.042180575,0,0,1,0.01191503962487656,0.2,0.21191503962487657,surface_target_candidate
FBXL17,,,,,,,,,0.041730054,0,0,1,0.01178771303680249,0.2,0.2117877130368025,surface_target_candidate
RNF144B,,,,,,,,,0.04158121,0,0,1,0.01174564663218362,0.2,0.21174564663218362,surface_target_candidate
SPTLC2,,,,,,,,,0.0397848,0,0,1,0.011237943870087856,0.2,0.21123794387008787,surface_target_candidate
MPZL1,,,,,,,,,-0.039628875,0,0,1,0.011193876227857084,0.2,0.2111938762278571,surface_target_candidate
IL13RA1,,,,,,,,,0.03929454,0,0,1,0.011099386215574094,0.2,0.21109938621557411,surface_target_candidate
