gene,final_tier,promotion_reason,deprioritization_reason,scorecard_interpretation,graph_interpretation,next_validation_priority,targeted_manifold_audit_recommended,pathology_axis_class,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,negative_control_interpretation,graph_neighborhood_label,prior_candidate_flag,known_biology_note,caution_note,recommended_next_validation,claim_boundary,manifold_violation_fraction,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,mean_latent_shift,median_latent_shift,manifold_nn_backend,targeted_manifold_audited,manifold_qc_status,manifold_qc_interpretation,promotion_or_demotion_after_manifold,final_evidence_tier_v2,final_candidate_status_v2
VPS13B,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,94.99252615844544,92.67563527653216,64.87294469357249,14.8355754857997,49.43946188340807,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
SBF2,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,94.95515695067265,92.60089686098657,64.94768310911809,14.8355754857997,64.61136023916293,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
MTSS1,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,94.91778774289985,90.02242152466367,85.1644245142003,40.99402092675636,73.69207772795217,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
MT-CO3,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,94.84304932735424,92.1150971599402,75.48579970104635,37.85500747384155,72.94469357249626,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
PARN,unsupported_or_deprioritized,not_promoted,broad_shift_penalty,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,94.73094170403589,93.796711509716,55.15695067264574,14.8355754857997,94.76831091180868,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
LPCAT2,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,94.69357249626307,92.45142002989536,62.33183856502242,14.8355754857997,77.76532137518684,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
LRRFIP1,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,94.50672645739913,93.6846038863976,70.88938714499253,41.25560538116592,47.12257100149477,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
SLC25A26,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,94.31988041853512,91.59192825112108,73.80418535127056,39.01345291479821,34.005979073243644,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
UBAP1,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,94.20777279521674,92.48878923766816,55.79222720478326,14.8355754857997,74.62630792227205,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
WWP1,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,94.13303437967116,97.45889387144992,81.72645739910314,66.4798206278027,78.66218236173394,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
NFIC,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,94.05829596412556,95.10463378176382,54.6711509715994,39.53662182361734,31.726457399103143,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
SIPA1L2,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,93.796711509716,92.2272047832586,54.745889387145,14.8355754857997,82.95964125560538,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
LRP1B,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,93.6472346786248,93.31091180866966,89.31240657698056,60.0896860986547,71.22571001494768,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
ZNF292,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,93.42301943198804,94.28251121076234,67.82511210762333,44.955156950672645,66.4424514200299,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
COPA,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,93.16143497757848,91.06875934230196,56.31539611360239,14.8355754857997,61.210762331838566,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
SCAMP2,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,93.01195814648727,91.03139013452916,55.97907324364724,14.8355754857997,46.41255605381166,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
DENND1A,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,92.9745889387145,97.34678624813156,78.06427503736921,65.91928251121077,67.2272047832586,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
BRWD3,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,92.86248131539612,91.4798206278027,53.064275037369214,14.8355754857997,45.889387144992526,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
SLC23A2,unsupported_or_deprioritized,not_promoted,broad_shift_penalty,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,92.45142002989536,90.91928251121077,53.1763826606876,14.8355754857997,92.60089686098657,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
ST3GAL5,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,91.62929745889387,94.20777279521674,70.254110612855,51.64424514200299,84.30493273542601,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
ZNF609,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,91.03139013452916,94.46935724962631,75.63527653213752,56.427503736920784,47.720478325859496,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
DARS,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,90.95665171898357,95.4035874439462,92.04035874439462,73.31838565022422,89.49925261584455,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
NCOA6,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,90.20926756352765,95.88938714499253,90.50822122571002,73.65470852017937,66.62929745889387,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
HPCAL1,unsupported_or_deprioritized,not_promoted,not_supported_by_scorecard_or_graph,insufficient_balanced_scorecard_support,isolated_high_score_no_fdr_supported_neighborhood,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,90.17189835575483,94.80568011958148,62.4439461883408,51.90582959641256,44.46935724962631,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,isolated_high_score_gene,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. High focal score is graph-isolated. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
CAMSAP2,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,89.57399103139014,91.18086696562034,88.56502242152466,63.30343796711509,42.37668161434978,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
OPA1,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,88.49028400597906,93.49775784753363,82.92227204783259,64.98505231689087,79.78325859491778,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
EIF3H,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,dual_pathology_lowering_neuron_preserving,88.3034379671151,91.89088191330345,91.33034379671152,70.3288490284006,75.97159940209266,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
PFKFB3,unsupported_or_deprioritized,not_promoted,gliosis_penalty,high_score_or_partial_signal_with_gliosis_penalty,no_supportive_one_hop_enrichment,not_selected_for_targeted_audit_v1,False,tau_lowering_neuron_preserving,88.2660687593423,93.8340807174888,87.25710014947683,69.73094170403587,63.90134529147981,class_calibration=enriched_vs_degree_matched_null; cleaner_vs_broad=cleaner_than_broad_reference,no_graph_support,False,No project-curated biology note yet; literature review is required before promotion.,Does not currently satisfy balanced scorecard or prior-anchor criteria. No supportive 1-hop graph enrichment. Full-run manifold nearest-neighbor safety was not computed.,Deprioritize unless independent external evidence motivates a targeted re-audit.,"Model-implied hypothesis only. The full feature-wide run lacked nearest-neighbor manifold checking, no candidate has FDR-supported cleaner 1-hop graph coherence, and no causal or experimental validation is claimed.",,,,,,,,False,not_audited,not_selected_for_targeted_manifold_audit_v1,not_audited_no_change,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules
