baseline_id,target,pooled_oof_spearman,bootstrap_mean,ci_lower,ci_upper,n_bootstrap,n_donors,notes
wgcna_module_summary_elasticnet,Iba1,0.2582768046977827,0.25367346029462945,0.04995910073862035,0.45239880181800296,1000,84,Donor bootstrap over pooled OOF predictions.
wgcna_module_summary_elasticnet,NeuN,-0.1626962037288045,-0.16029840596499442,-0.39574778919020315,0.053603682870192584,1000,84,Donor bootstrap over pooled OOF predictions.
wgcna_module_summary_ridge,6e10/Aβ,-0.2101447808038878,-0.21225272069206516,-0.4152719164230916,-0.00620728231738974,1000,84,Donor bootstrap over pooled OOF predictions.
wgcna_module_summary_ridge,AT8,0.0687253214538827,0.07032203905961097,-0.14328931141380585,0.2835355496028337,1000,84,Donor bootstrap over pooled OOF predictions.
wgcna_module_summary_ridge,GFAP,-0.2357598461071175,-0.23079393148612337,-0.4301279947600349,-0.006677437480166054,1000,84,Donor bootstrap over pooled OOF predictions.
wgcna_module_summary_ridge,Iba1,0.2629138402348891,0.25849632804458417,0.05003023501183167,0.44884725503443235,1000,84,Donor bootstrap over pooled OOF predictions.
wgcna_module_summary_ridge,NeuN,-0.0247848537005163,-0.02182408370365104,-0.25611768347189645,0.2102235458052727,1000,84,Donor bootstrap over pooled OOF predictions.
xgboost_raw_expression,6e10/Aβ,0.1694441632074516,0.16712341270541364,-0.04485694172616004,0.3762014158864283,1000,84,Donor bootstrap over pooled OOF predictions.
xgboost_raw_expression,AT8,0.5207046674091323,0.5142230617398938,0.3157784509624576,0.6797337112761425,1000,84,Donor bootstrap over pooled OOF predictions.
xgboost_raw_expression,GFAP,0.1661233167965981,0.16228792903257347,-0.036347140835882356,0.36110884946835886,1000,84,Donor bootstrap over pooled OOF predictions.
xgboost_raw_expression,Iba1,-0.0712564543889845,-0.06930662661332027,-0.29065806652173987,0.16095311183998007,1000,84,Donor bootstrap over pooled OOF predictions.
xgboost_raw_expression,NeuN,0.4458843778475245,0.4394111708729249,0.2471256511717086,0.6106922771693564,1000,84,Donor bootstrap over pooled OOF predictions.
lightgbm_raw_expression,mean_across_targets,0.2678789106003847,0.2636043287741649,0.1729418658761237,0.3526811677612031,1000,84,Mean across target-specific donor bootstrap samples.
module_mean_baseline,mean_across_targets,0.31283993115318415,0.3088512229699132,0.21536005484346793,0.393905149604803,1000,84,Mean across target-specific donor bootstrap samples.
pca_elasticnet,mean_across_targets,0.21817150956768244,0.21658786522520085,0.12761598420093448,0.3085836696789004,1000,84,Mean across target-specific donor bootstrap samples.
pca_ridge,mean_across_targets,0.2297418244406196,0.22920509603336808,0.14451158757867552,0.3183635359015384,1000,84,Mean across target-specific donor bootstrap samples.
raw_expression_elasticnet,mean_across_targets,0.23665261089225278,0.23341239068711184,0.14108771506743142,0.3162697173405585,1000,84,Mean across target-specific donor bootstrap samples.
raw_expression_ridge,mean_across_targets,0.2643839222435962,0.26355260906043976,0.17723483424362682,0.35589177951058903,1000,84,Mean across target-specific donor bootstrap samples.
wgcna_module_summary_elasticnet,mean_across_targets,-0.07419572292125062,-0.07248617784547966,-0.16376414253266242,0.019928148450872152,1000,84,Mean across target-specific donor bootstrap samples.
wgcna_module_summary_ridge,mean_across_targets,-0.027810063784549966,-0.02721047375552888,-0.11914588831502997,0.06550411922992322,1000,84,Mean across target-specific donor bootstrap samples.
xgboost_raw_expression,mean_across_targets,0.24618001417434437,0.24274778954749712,0.146497860524087,0.3306004321807152,1000,84,Mean across target-specific donor bootstrap samples.
