control_graph_id,control_type,seed,scenario_id,regulator,direction,magnitude,n_cells,n_donors,mean_regulator_delta,mean_target_only_l1_delta_norm,mean_target_only_l2_delta_norm,mean_full_changed_feature_l1_delta_norm,mean_full_changed_feature_l2_delta_norm,mean_number_changed_features,total_clipping_count,mean_clipping_fraction
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24462995382675498,0.06584250695152949,0.494629953826755,0.2585251464474196,16.1875,26,0.04779411764705882
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028423609207743287,0.014219204515702064,0.03779860920774329,0.021970805509028003,3.9375,354,0.7375
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.0710590230193578,0.03554801128925495,0.0944965230193578,0.05492701377256978,3.9375,354,0.7375
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000017,0.027168736708773893,0.20000000000000018,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029726170191034816,0.013529836564345218,0.06097617019103484,0.04068145452009393,5.46875,369,0.6783088235294118
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07431542547758677,0.03382459141086291,0.15244042547758674,0.10170363630023468,5.46875,369,0.6783088235294118
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09793459762567508,0.026341142785110933,0.19793459762567508,0.10341111452611301,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79002,degree_preserving_edge_shuffle,79002,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24483649406418745,0.06585285696277726,0.4948364940641875,0.2585277863152824,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.029304912438159098,0.014463502049366724,0.0386799124381591,0.022231648172121397,4.0625,350,0.7291666666666666
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07326228109539731,0.0361587551234166,0.09669978109539731,0.055579120430303275,4.0625,350,0.7291666666666666
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000017,0.027168736708773896,0.20000000000000018,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.028703402866492873,0.013203484579111472,0.059953402866492894,0.04054758817177982,5.34375,373,0.6856617647058824
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07175850716623196,0.03300871144777856,0.14988350716623194,0.10136897042944941,5.34375,373,0.6856617647058824
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09793459762567507,0.026341142785110933,0.19793459762567508,0.10341111452611301,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79003,degree_preserving_edge_shuffle,79003,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.2448364940641875,0.06585285696277728,0.4948364940641875,0.2585277863152824,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.029656962213134866,0.014517360272888904,0.039031962213134874,0.022240339775792154,4.125,348,0.725
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07414240553283671,0.036293400682222046,0.09757990553283671,0.05560084943948016,4.125,348,0.725
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000019,0.027168736708773896,0.2000000000000002,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999997,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.028990301506057095,0.013325286801243046,0.060240301506057116,0.04065259556084025,5.34375,373,0.6856617647058824
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07247575376514247,0.03331321700310748,0.15060075376514245,0.10163148890210047,5.34375,373,0.6856617647058824
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09776936543572907,0.026332862776112707,0.1977693654357291,0.10340900263182276,16.15625,27,0.04963235294117647
degree_preserving_edge_shuffle_seed_79004,degree_preserving_edge_shuffle,79004,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24442341358932249,0.0658321569402817,0.4944234135893225,0.2585225065795568,16.15625,27,0.04963235294117647
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028423609207743315,0.014239070962020796,0.03779860920774332,0.022008087948289425,3.9375,354,0.7375
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07105902301935778,0.03559767740505175,0.09449652301935778,0.05502021987072333,3.9375,354,0.7375
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.1000000000000002,0.0271687367087739,0.2000000000000002,0.10362499821158351,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999997,0.06792184177193461,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.03006144159608419,0.013579339035728206,0.06131144159608421,0.04074031335594353,5.53125,367,0.6746323529411765
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07515360399021018,0.033948347589320374,0.15327860399021018,0.10185078338985867,5.53125,367,0.6746323529411765
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09776936543572909,0.02633286277611271,0.1977693654357291,0.10340900263182276,16.15625,27,0.04963235294117647
degree_preserving_edge_shuffle_seed_79005,degree_preserving_edge_shuffle,79005,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24442341358932246,0.0658321569402817,0.4944234135893225,0.2585225065795568,16.15625,27,0.04963235294117647
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028951683870206923,0.014310175136493065,0.038326683870206935,0.022037591167328414,4.03125,351,0.73125
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07237920967551692,0.035775437841232466,0.09581670967551692,0.05509397791832082,4.03125,351,0.73125
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000016,0.02716873670877389,0.20000000000000018,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.02939089878598546,0.013471647884228093,0.06064089878598548,0.040739627150200186,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07347724696496336,0.033679119710570096,0.15160224696496336,0.1018490678755003,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09785198153070208,0.026337002780611823,0.1978519815307021,0.10341005857896789,16.1875,26,0.04779411764705882
degree_preserving_edge_shuffle_seed_79006,degree_preserving_edge_shuffle,79006,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24462995382675498,0.06584250695152949,0.494629953826755,0.2585251464474196,16.1875,26,0.04779411764705882
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.029304912438159098,0.014463502049366724,0.0386799124381591,0.022231648172121397,4.0625,350,0.7291666666666666
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07326228109539731,0.0361587551234166,0.09669978109539731,0.055579120430303275,4.0625,350,0.7291666666666666
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000017,0.027168736708773896,0.20000000000000018,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029376023446276444,0.01342410375630522,0.06062602344627647,0.040702143378125485,5.4375,370,0.6801470588235294
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07344005861569086,0.03356025939076292,0.15156505861569086,0.10175535844531355,5.4375,370,0.6801470588235294
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09768674934075605,0.026328722771613595,0.19768674934075606,0.10340794668467763,16.125,28,0.051470588235294115
degree_preserving_edge_shuffle_seed_79007,degree_preserving_edge_shuffle,79007,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24421687335188993,0.06582180692903392,0.49421687335188996,0.25851986671169397,16.125,28,0.051470588235294115
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.02877565898271903,0.014288169258956845,0.038150658982719035,0.02205756428219782,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07193914745679723,0.03572042314739193,0.09537664745679723,0.05514391070549435,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000014,0.02716873670877389,0.20000000000000018,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029724092421349945,0.013482312093491185,0.06097409242134997,0.040719072724418104,5.5,368,0.6764705882352942
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.0743102310533746,0.03370578023372783,0.1524352310533746,0.10179768181104511,5.5,368,0.6764705882352942
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09768674934075607,0.026328722771613595,0.19768674934075608,0.10340794668467763,16.125,28,0.051470588235294115
degree_preserving_edge_shuffle_seed_79008,degree_preserving_edge_shuffle,79008,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24421687335188993,0.06582180692903392,0.49421687335188996,0.25851986671169397,16.125,28,0.051470588235294115
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.028893794769695284,0.014358925425902992,0.03826879476969529,0.022160223909437064,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07223448692423763,0.035897313564757206,0.09567198692423763,0.055400559773592394,4.0,352,0.7333333333333333
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000021,0.027168736708773907,0.20000000000000023,0.10362499821158351,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.24999999999999994,0.06792184177193461,0.49999999999999994,0.25906249552895866,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,STAT1_down_0p10,STAT1,down,0.1,32,6,-0.1,0.029338370481130572,0.013431036949473504,0.060588370481130596,0.04069787832835315,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,STAT1_down_0p25,STAT1,down,0.25,32,6,-0.25,0.07334592620282616,0.03357759237368363,0.15147092620282615,0.10174469582088272,5.40625,371,0.6819852941176471
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,STAT1_up_0p10,STAT1,up,0.1,32,6,0.1,0.09793459762567507,0.026341142785110933,0.19793459762567508,0.10341111452611301,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79009,degree_preserving_edge_shuffle,79009,STAT1_up_0p25,STAT1,up,0.25,32,6,0.25,0.24483649406418745,0.06585285696277726,0.4948364940641875,0.2585277863152824,16.21875,25,0.04595588235294117
degree_preserving_edge_shuffle_seed_79010,degree_preserving_edge_shuffle,79010,ELF1_down_0p10,ELF1,down,0.1,32,6,-0.1,0.02466037841505544,0.01071864910104575,0.10591037841505552,0.08358430860588462,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79010,degree_preserving_edge_shuffle,79010,ELF1_down_0p25,ELF1,down,0.25,32,6,-0.25,0.061650946037638654,0.026796622752614428,0.26477594603763865,0.20896077151471137,6.09375,573,0.74609375
degree_preserving_edge_shuffle_seed_79010,degree_preserving_edge_shuffle,79010,ELF1_up_0p10,ELF1,up,0.1,32,6,0.1,0.10000000000000002,0.02195081771452357,0.20000000000000004,0.10238084976369484,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79010,degree_preserving_edge_shuffle,79010,ELF1_up_0p25,ELF1,up,0.25,32,6,0.25,0.25000000000000006,0.054877044286308956,0.5000000000000001,0.255952124409237,24.0,0,0.0
degree_preserving_edge_shuffle_seed_79010,degree_preserving_edge_shuffle,79010,SPI1_down_0p10,SPI1,down,0.1,32,6,-0.1,0.029480937325646977,0.014496796157173872,0.03885593732564699,0.022264942279928545,4.09375,349,0.7270833333333333
degree_preserving_edge_shuffle_seed_79010,degree_preserving_edge_shuffle,79010,SPI1_down_0p25,SPI1,down,0.25,32,6,-0.25,0.07370234331411701,0.03624199039293448,0.09713984331411701,0.05566235569982115,4.09375,349,0.7270833333333333
degree_preserving_edge_shuffle_seed_79010,degree_preserving_edge_shuffle,79010,SPI1_up_0p10,SPI1,up,0.1,32,6,0.1,0.10000000000000017,0.027168736708773896,0.20000000000000018,0.1036249982115835,15.0,0,0.0
degree_preserving_edge_shuffle_seed_79010,degree_preserving_edge_shuffle,79010,SPI1_up_0p25,SPI1,up,0.25,32,6,0.25,0.25,0.06792184177193462,0.5,0.25906249552895866,15.0,0,0.0
