source_tf,target_gene,edge_type,n_samples,spearman_rho,spearman_pvalue,bootstrap_median_rho,bootstrap_sd_rho,bootstrap_sign_stability,tf_mean_microglia_expressed_fraction,target_mean_microglia_expressed_fraction,atac_peak_support_status,motif_support_status,edge_candidate_pass,claim_language
BACH1,LAPTM5,microglia_snrna_sample_coactivity,18,0.9133126934984519,1.2182182797478767e-07,0.8997912317327766,0.0510019166717975,1.0,0.7182959780743823,0.4685638507440458,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,HMOX1,microglia_snrna_sample_coactivity,18,0.7688338493292053,0.0001926187299802615,0.7422012350948473,0.11605861653365919,1.0,0.41908665570149395,0.14145689895878755,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,CTSS,microglia_snrna_sample_coactivity,18,0.7667698658410733,0.000205354165077799,0.7614287039737031,0.11584057636688881,1.0,0.3132576831893714,0.35899723445306414,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
BACH1,NPC2,microglia_snrna_sample_coactivity,18,0.7667698658410733,0.000205354165077799,0.7514283674533415,0.12118546293658178,1.0,0.7182959780743823,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
MITF,LAMP2,microglia_snrna_sample_coactivity,18,0.7647058823529412,0.00021879309769392647,0.7767315039566349,0.16194290053544247,1.0,0.3646233379566823,0.20766387318271254,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,NFKBIA,microglia_snrna_sample_coactivity,18,0.7647058823529412,0.00021879309769392647,0.7723236977070396,0.10453808871774843,1.0,0.41908665570149395,0.1697273424971324,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,CTSS,microglia_snrna_sample_coactivity,18,0.762641898864809,0.00023296654976518388,0.7716652483491863,0.12799054605426366,1.0,0.6193480739287138,0.35899723445306414,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPB,C1QC,microglia_snrna_sample_coactivity,18,0.760577915376677,0.0002479065453786046,0.7580318818700338,0.11570490235361469,1.0,0.26683700723042186,0.28887820968764655,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,APOE,microglia_snrna_sample_coactivity,18,0.760577915376677,0.0002479065453786046,0.7481789802289283,0.11171411915864479,1.0,0.3477197168557938,0.3446906182885147,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,PRDX1,microglia_snrna_sample_coactivity,18,0.760577915376677,0.0002479065453786046,0.753913738453425,0.172527711037613,1.0,0.6193480739287138,0.0546293123458819,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,NPC2,microglia_snrna_sample_coactivity,18,0.760577915376677,0.0002479065453786046,0.7528686701961668,0.11205668209756824,1.0,0.23448901936554328,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
BACH1,FCER1G,microglia_snrna_sample_coactivity,18,0.760577915376677,0.0002479065453786046,0.7352752686209849,0.12745461240533415,1.0,0.7182959780743823,0.13221140813433435,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,C1QC,microglia_snrna_sample_coactivity,18,0.7585139318885449,0.00026364612959071276,0.7322244556330427,0.09606013389797917,1.0,0.3132576831893714,0.28887820968764655,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,PLD3,microglia_snrna_sample_coactivity,18,0.7585139318885449,0.00026364612959071276,0.7671517671517674,0.1338982967793536,1.0,0.3132576831893714,0.20977653153134185,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,NPC2,microglia_snrna_sample_coactivity,18,0.7585139318885449,0.00026364612959071276,0.7313939220506684,0.11273117546618606,1.0,0.3477197168557938,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,LAPTM5,microglia_snrna_sample_coactivity,18,0.7564499484004128,0.00028021938721360353,0.7502601456815817,0.11986080571431462,1.0,0.554013960823625,0.4685638507440458,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,NPC2,microglia_snrna_sample_coactivity,18,0.7564499484004128,0.00028021938721360353,0.744258872651357,0.10217692570682528,1.0,0.41908665570149395,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,HMOX1,microglia_snrna_sample_coactivity,18,0.7543859649122806,0.00029766146155801984,0.7319479796115311,0.12172498715241772,1.0,0.8827267977897237,0.14145689895878755,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,B2M,microglia_snrna_sample_coactivity,18,0.7543859649122806,0.00029766146155801984,0.7570090837725694,0.13859570443713426,1.0,0.41908665570149395,0.41985600825889346,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPB,APOE,microglia_snrna_sample_coactivity,18,0.7523219814241485,0.00031600857312329123,0.744413860103627,0.10798172326585104,1.0,0.26683700723042186,0.3446906182885147,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
BACH1,STAT1,microglia_snrna_sample_coactivity,18,0.7523219814241485,0.00031600857312329123,0.7485659239585942,0.13895541200700878,1.0,0.7182959780743823,0.18370103613986088,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,C1QA,microglia_snrna_sample_coactivity,18,0.7461300309597524,0.0003768588845993769,0.7317309169600508,0.1181315964921017,1.0,0.3132576831893714,0.22918561437595505,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,APOE,microglia_snrna_sample_coactivity,18,0.7461300309597524,0.0003768588845993769,0.7451902795295096,0.14197148487854508,1.0,0.41908665570149395,0.3446906182885147,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,PLD3,microglia_snrna_sample_coactivity,18,0.7440660474716203,0.000399210544126666,0.7652019027170527,0.12038266086174712,1.0,0.4825569896100508,0.20977653153134185,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,NPC2,microglia_snrna_sample_coactivity,18,0.7420020639834881,0.0004226651503398137,0.7219917012448133,0.12790161739649325,1.0,0.3132576831893714,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,NPC2,microglia_snrna_sample_coactivity,18,0.7420020639834881,0.0004226651503398137,0.746595747247048,0.14366321233095086,1.0,0.4825569896100508,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RUNX1,FCER1G,microglia_snrna_sample_coactivity,18,0.739938080495356,0.0004472657750928329,0.7381329716715175,0.1565434260901119,1.0,0.8827267977897237,0.13221140813433435,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,NPC2,microglia_snrna_sample_coactivity,18,0.7378740970072238,0.0004730566959090065,0.7411649656647954,0.13605113165755497,1.0,0.6193480739287138,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,C1QB,microglia_snrna_sample_coactivity,18,0.7358101135190918,0.0005000834138759303,0.7303496597489145,0.14537285805357272,1.0,0.554013960823625,0.3998900395366775,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RELA,APOE,microglia_snrna_sample_coactivity,18,0.7337461300309597,0.0005283926713947288,0.738634575026233,0.1425892529692112,1.0,0.062488568855671146,0.3446906182885147,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,C1QA,microglia_snrna_sample_coactivity,18,0.7316821465428276,0.0005580324697729898,0.7428400165626443,0.14330132563349438,1.0,0.3477197168557938,0.22918561437595505,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,AP1G1,microglia_snrna_sample_coactivity,18,0.7316821465428276,0.0005580324697729898,0.7172557172557174,0.1434047508145587,1.0,0.1927428000001874,0.2724491569792058,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
BACH1,C1QA,microglia_snrna_sample_coactivity,18,0.7316821465428276,0.0005580324697729898,0.7494780793319414,0.14192212189786296,1.0,0.7182959780743823,0.22918561437595505,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,TYROBP,microglia_snrna_sample_coactivity,18,0.7296181630546955,0.000589052086651147,0.7151785889221967,0.11653234853754124,1.0,0.3132576831893714,0.21392531837438986,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,B2M,microglia_snrna_sample_coactivity,18,0.7275541795665634,0.0006215020932519374,0.7249975314643353,0.12615762681149525,1.0,0.3132576831893714,0.41985600825889346,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,CTSS,microglia_snrna_sample_coactivity,18,0.7254901960784313,0.0006554343714426355,0.7253674729442998,0.14504128620070672,1.0,0.3477197168557938,0.35899723445306414,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SREBF1,CTSS,microglia_snrna_sample_coactivity,18,0.7254901960784313,0.0006554343714426355,0.7033898305084745,0.1307458494619897,1.0,0.1927428000001874,0.35899723445306414,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,HMOX1,microglia_snrna_sample_coactivity,18,0.7254901960784313,0.0006554343714426355,0.7051882667739312,0.11421336976007296,1.0,0.23448901936554328,0.14145689895878755,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,PLD3,microglia_snrna_sample_coactivity,18,0.7234262125902993,0.0006909021305997825,0.7080288796102994,0.12501172767936958,1.0,0.554013960823625,0.20977653153134185,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,B2M,microglia_snrna_sample_coactivity,18,0.7213622291021672,0.0007279599242661499,0.7268011025993726,0.15901293267692987,1.0,0.6193480739287138,0.41985600825889346,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,C1QB,microglia_snrna_sample_coactivity,18,0.7213622291021672,0.0007279599242661499,0.6960829226684817,0.11966474958268251,1.0,0.23448901936554328,0.3998900395366775,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,APOC1,microglia_snrna_sample_coactivity,18,0.7192982456140351,0.0007666636665897179,0.7028570626701469,0.1400826085700121,1.0,0.3132576831893714,0.12561418392770907,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
SPI1,PSAP,microglia_snrna_sample_coactivity,18,0.7192982456140351,0.0007666636665897179,0.7160789099487337,0.14965595499816645,1.0,0.3132576831893714,0.5064787733429853,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,PRDX1,microglia_snrna_sample_coactivity,18,0.7192982456140351,0.0007666636665897179,0.7214134203835352,0.1205073244275369,1.0,0.554013960823625,0.0546293123458819,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,C1QA,microglia_snrna_sample_coactivity,18,0.7110423116615068,0.0009391049276515922,0.7151851612245324,0.12879972691215574,1.0,0.6193480739287138,0.22918561437595505,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFE2L2,APOE,microglia_snrna_sample_coactivity,18,0.7110423116615068,0.0009391049276515922,0.701776285458294,0.16628661168525502,1.0,0.4825569896100508,0.3446906182885147,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NFKB1,HMOX1,microglia_snrna_sample_coactivity,18,0.7089783281733747,0.0009869258677951244,0.7133922436242521,0.16867932243239056,1.0,0.3477197168557938,0.14145689895878755,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
STAT3,NPC2,microglia_snrna_sample_coactivity,18,0.7089783281733747,0.0009869258677951244,0.7215583664181795,0.12503480313349563,1.0,0.554013960823625,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
CEBPB,NPC2,microglia_snrna_sample_coactivity,18,0.7069143446852425,0.001036757704756384,0.6969342798358342,0.11854022640649205,1.0,0.26683700723042186,0.14473615775973311,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,C1QC,microglia_snrna_sample_coactivity,18,0.7048503611971104,0.0010886663167765575,0.6899060117810119,0.14087273216358706,1.0,0.6193480739287138,0.28887820968764655,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
NRF1,C1QC,microglia_snrna_sample_coactivity,18,0.7048503611971104,0.0010886663167765575,0.6966226397986193,0.1356496895467266,1.0,0.41908665570149395,0.28887820968764655,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
RELA,C1QC,microglia_snrna_sample_coactivity,18,0.7027863777089782,0.0011427190651563898,0.6931131835957718,0.11905276719333419,1.0,0.062488568855671146,0.28887820968764655,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
ELF1,TYROBP,microglia_snrna_sample_coactivity,18,0.7027863777089782,0.0011427190651563898,0.706860706860707,0.13219644181064671,1.0,0.6193480739287138,0.21392531837438986,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
PPARG,C1QA,microglia_snrna_sample_coactivity,18,0.7027863777089782,0.0011427190651563898,0.6779212956766163,0.14051862138351565,1.0,0.23448901936554328,0.22918561437595505,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation
