epoch,loss,jepa_loss,domain_loss,domain_accuracy,alignment_state,selected_sea_ad_cells,selected_rexach_cells,selected_olah_cells,lambda_grl,mask_fraction,epoch_seconds,cells_per_second,effective_dims,top_sv_ratio,mean_dim_std,centroid_l2_sea_ad_rexach,centroid_l2_sea_ad_olah,centroid_l2_rexach_olah,random_gene_dropout_genes,module_dropout_events,module_dropout_genes,external_mask_events,external_mask_genes,edge_dropout_edges
11,0.37828960437928477,0.011893188340529319,0.7327928312363163,0.6313844086021505,reference_like,6263,3605,2013,0.9894563800333281,0.5,42.8991608999786,138.74397249581097,60.69721984863281,0.18341098725795746,0.007649540435522795,0.08141076564788818,0.1621529906988144,0.08108612149953842,2640496,623,6315,1554,290278,715797
12,0.37005213864388004,0.011870598841098047,0.7163630820089771,0.6414650537634409,reference_like,6263,3605,2013,0.9935965614328778,0.5,42.92698879999807,138.65403016575596,60.61949920654297,0.1856374591588974,0.0075824083760380745,0.0839044526219368,0.1637479066848755,0.08019081503152847,2641251,590,5993,1469,273467,716552
13,0.38288529169174934,0.01159146848705507,0.742587645207682,0.6207997311827957,reference_like,6263,3605,2013,0.996114251482986,0.5,42.97190059995046,138.5091168159051,60.637481689453125,0.1855739951133728,0.0074698119424283504,0.08151278644800186,0.1608155518770218,0.07963968813419342,2639619,624,6295,1515,272899,715691
14,0.3817337088046535,0.01138407526718032,0.7406992662337518,0.6228158602150538,reference_like,6263,3605,2013,0.9976432360700358,0.5,43.028191999997944,138.32791301108549,60.73989486694336,0.18508654832839966,0.007413026876747608,0.08014903217554092,0.15864911675453186,0.07886261492967606,2641088,593,5989,1509,273297,716797
15,0.3740139122932188,0.011210166398556001,0.725607487463182,0.6236559139784946,reference_like,6263,3605,2013,0.9985710274522737,0.5,43.095856700034346,138.11072469050734,60.94190216064453,0.18435673415660858,0.007391770835965872,0.07936475425958633,0.15816666185855865,0.07913018018007278,2640725,527,5280,1463,275951,714953
16,0.3573896029303151,0.011171300114402849,0.6924366085760055,0.6517137096774194,reference_like,6263,3605,2013,0.9991337352500091,0.5,43.09266159997787,138.12096489308183,61.41009521484375,0.18048095703125,0.0074754441156983376,0.0817345604300499,0.15835213661193848,0.07697560638189316,2638948,589,5914,1468,267176,716273
17,0.35955679897339116,0.011033117530807372,0.6970473700954068,0.6508736559139785,reference_like,6263,3605,2013,0.9994749166456093,0.5,43.42974539997522,137.04892683997628,61.440731048583984,0.1793384850025177,0.0074369520880281925,0.08046387881040573,0.1572825163602829,0.07717347890138626,2638849,627,6360,1514,275846,716115
18,0.3631902106346623,0.010943351103173148,0.704493720685282,0.6461693548387096,reference_like,6263,3605,2013,0.9996817443942284,0.5,43.334751199989114,137.3493520830805,61.450809478759766,0.17928220331668854,0.0074163200333714485,0.0811784490942955,0.15752620995044708,0.07674141228199005,2642209,573,5808,1473,262573,715328
19,0.36196142338937326,0.010826522544507057,0.7022698021704151,0.6500336021505376,reference_like,6263,3605,2013,0.9998071117333118,0.5,43.2990941000171,137.46246021340315,61.54594039916992,0.17820800840854645,0.00739591009914875,0.07797952741384506,0.1557285338640213,0.07810326665639877,2636749,587,5912,1499,284589,715342
20,0.35648087051606947,0.010593398804626158,0.6917749431825453,0.6545698924731183,reference_like,6263,3605,2013,0.999883097281469,0.5,43.016441599989776,138.36569875648232,62.21669387817383,0.17579273879528046,0.007337559945881367,0.07722315937280655,0.1532323658466339,0.07637898623943329,2639230,600,6089,1490,274458,715373
