source,target,weight,source_idx,target_idx
BRI3,TM7SF3,0.38651112,1326,1925
STK38L,SUPT20H,0.38651022,1926,2068
YWHAG,SMC5,0.38651007,1304,1552
ATF7,BTBD1,0.38650933,1955,2333
SMC5,ARHGAP5,0.38650912,1552,2146
SLC30A7,SERINC1,0.38650754,141,1192
ISG15,SEC62,0.38650715,0,709
CHFR,TASP1,0.38650608,2046,2737
SUFU,NPLOC4,0.38650346,1735,2568
PRDX1,OCIAD1,0.38650334,84,800
LYPLAL1,FOXN2,0.38650295,255,338
NT5C2,IST1,0.3865019,1738,2414
OAZ1,MICAL3,0.38649723,2643,2831
KIF2A,RPLP1,0.38649508,937,2315
ARHGDIB,RSRC2,0.38649368,1911,2038
CSNK1G3,TBL1X,0.386493,993,2875
USP47,METTL9,0.3864924,1780,2374
AOPEP,NPLOC4,0.38649216,1570,2568
PPP4R3B,VPS39,0.38649008,347,2262
AC118549.1,KIF2A,0.38648936,117,937
EPS15L1,RPS9,0.3864848,2667,2713
RAB2A,DCAF5,0.3864834,1454,2191
R3HDM1,DHX15,0.38648275,427,781
HNRNPR,SRPK2,0.3864827,37,1340
ACAP2,LCORL,0.38647825,747,779
NT5C2,XPO4,0.38647687,1738,2050
OCIAD1,RPL3,0.3864747,800,2854
ABHD18,CHM,0.38647458,862,2917
PTPN4,NCOA7,0.3864739,413,1195
CSNK1G3,BTBD1,0.3864727,993,2333
TMEM245,ITSN1,0.38647187,1582,2808
MYSM1,UBN2,0.38647053,100,1372
CDC14A,EDEM3,0.38646975,140,227
RPS8,HADHB,0.3864693,82,305
RANBP2,UBAP1,0.38646898,403,1542
MINDY2,CABIN1,0.3864672,2291,2836
ZNF451,CDR2,0.3864668,1140,2376
CEP128,PPP4R3A,0.38646486,2209,2219
RAB3GAP2,ROCK2,0.38646376,256,293
HADHB,ANKIB1,0.38646248,305,1315
TTC13,MTR,0.38646147,269,276
RPRD2,AKAP11,0.38645747,175,2073
SUFU,ANAPC5,0.38645518,1735,2034
SMC5,KMT2A,0.38645476,1552,1874
RAB8B,H3F3B,0.38645452,2299,2553
PHF20L1,SPPL2A,0.3864539,1506,2280
TRAK1,SPPL2A,0.3864511,585,2280
MBD2,CST3,0.38645098,2616,2744
SHPRH,TIAL1,0.38645035,1217,1751
PPM1B,STIM1,0.38644642,330,1771
FIP1L1,PDIA3,0.38643986,802,2269
FOXN2,PPP4R1,0.38643935,338,2582
ATP6V1H,ZZEF1,0.38643932,1446,2442
EPHB2,HIBADH,0.38643903,35,1271
TM9SF2,RPL28,0.3864383,2115,2717
AC008014.1,XPO4,0.38643825,1943,2050
RNF145,FBXO34,0.38643625,1034,2168
MIGA1,EIF4A1,0.386436,119,2451
SPI1,ARHGDIB,0.38643476,1809,1911
PUM3,USP7,0.38643083,1517,2356
FNBP4,STRN3,0.38643032,1811,2142
KPNA4,SHOC2,0.38643014,707,1740
HLA-DMA,STIM1,0.38642865,1110,1771
ERC1,SMG1,0.38642645,1891,2370
OCIAD1,SNX1,0.38642642,800,2302
MPZL1,IPO9,0.3864224,205,239
IBTK,STIM1,0.38642237,1156,1771
MAGI3,LSM14A,0.3864197,158,2680
CHFR,TMEM106A,0.38641906,2046,2507
RNF217,SPI1,0.38641855,1194,1809
STAM,YAF2,0.38641784,1644,1936
PPM1B,ZNF451,0.38641697,330,1140
PUM3,MARK2,0.38641676,1517,1821
STT3B,DYNC1H1,0.3864151,569,2234
UPF2,ELP2,0.38641343,1639,2603
C1GALT1,UBR1,0.38641274,1254,2268
GPBP1L1,ZNF706,0.38641074,85,1481
GDAP1,CHM,0.38641068,1466,2917
HADHB,GNG2,0.38640705,305,2165
GON4L,PPM1L,0.38640568,192,708
TUBGCP3,PABPN1,0.38640508,2128,2140
CEP128,ZC3H7A,0.38640493,2209,2362
TRAK1,SERGEF,0.3864019,585,1789
S100PBP,LSM14A,0.38640028,60,2680
MARS,ARFGEF2,0.38639936,1964,2775
RSBN1L,NCAM2,0.3863978,1308,2794
EIF4A2,HIBADH,0.38639632,738,1271
FOXN2,DHX15,0.38639212,338,781
HLA-DQB1,COPB1,0.38639015,1106,1784
UBXN4,FBXW4,0.38638863,428,1731
NRDC,MINDY2,0.38638732,94,2291
ACBD6,LSM14A,0.3863867,219,2680
OSBPL9,EMB,0.3863863,93,924
EPC2,CASD1,0.38638481,438,1321
AC104123.1,DEK,0.3863831,973,1083
PARP4,AGPAT3,0.38638183,2054,2821
KPNA6,PRKACB,0.38637882,57,123
NUCKS1,ATG5,0.38637653,245,1173
RABGEF1,PCBP2,0.3863756,1295,1954
HNRNPK,COTL1,0.38637513,1557,2423
APLP2,CDK12,0.3863743,1885,2500
IVNS1ABP,TUBGCP3,0.38637227,229,2128
AKAP11,RPL3,0.38637125,2073,2854
ASB3,EIF4B,0.3863705,341,1953
PDE7A,LAMP2,0.38637042,1458,2927
CLYBL,TASP1,0.38637033,2116,2737
RPLP1,RNF138,0.38636893,2315,2597
ATR,TTLL5,0.3863687,692,2203
ZRANB2,UBN2,0.38636857,114,1372
RDX,SUZ12,0.38636735,1865,2483
MCTP1,SLTM,0.3863663,970,2293
CAMSAP2,MAP3K14,0.38636616,238,2511
SRSF4,CCDC93,0.3863646,52,411
USP8,ARIH1,0.3863639,2278,2320
FBXO28,OAZ1,0.38636315,264,2643
PUM3,AMBRA1,0.38636312,1517,1805
KPNA6,IBTK,0.38636225,57,1156
RPL34,KIF2A,0.3863606,852,937
DHRS3,CD164,0.38635793,13,1179
SRSF7,RBM4,0.3863569,321,1825
HSD17B4,ASCC1,0.38635445,990,1684
SLC30A7,CAMK2G,0.38635388,141,1691
EIF3A,TMEM106A,0.38635316,1748,2507
PDIA3,UQCC1,0.38635203,2269,2761
BBS9,TLK2,0.38634947,1279,2534
HDLBP,CTSH,0.38634807,539,2331
PRKAR2A,RAB39A,0.386348,598,1861
RPAP2,ATG10,0.38634798,130,962
ENSA,EIF4A2,0.38634786,176,738
CAMK2G,CDR2,0.38634714,1691,2376
KPNA4,YAF2,0.38634598,707,1936
AC118549.1,USP7,0.38634273,117,2356
CSDE1,TENT2,0.38633934,161,957
RPS6KC1,AKAP11,0.3863387,253,2073
DCP1A,BBS9,0.38633704,611,1279
VPS36,LINC02328,0.3863357,2097,2212
AGO3,ALCAM,0.3863346,67,642
STAT5B,AGPAT3,0.38633326,2504,2821
LNPEP,WASL,0.38633227,975,1357
DOCK7,NEK1,0.38633066,105,890
PCF11,TPT1-AS1,0.38632727,1850,2078
GLYR1,AKAP10,0.3863256,2354,2466
CCNI,PIK3C2A,0.38632163,818,1788
LNPEP,STIM1,0.38632026,975,1771
TGOLN2,ARHGDIB,0.38631895,385,1911
EIF3A,ARFGEF2,0.38631818,1748,2775
PPP4R3B,FNBP1,0.38631392,347,1615
RPL34,SPPL2A,0.38631362,852,2280
RDX,TRAPPC10,0.3863132,1865,2822
C1GALT1,PLCB2,0.38631213,1254,2257
HPGDS,CASD1,0.38631207,840,1321
UST,ANAPC5,0.3863116,1219,2034
KPNA6,RAP1B,0.38631067,57,1975
MIGA1,UBC,0.3863104,119,2043
TLK1,UBE2R2,0.38630858,460,1540
RBM6,FIP1L1,0.38630635,603,802
ITGB2,MICAL3,0.38630584,2826,2831
REV1,CLCN3,0.38630545,395,891
TTC13,PABPN1,0.3863053,269,2140
CCDC93,CHM,0.3863042,411,2917
BTAF1,SCYL2,0.3863039,1716,2004
ARPC1B,USP47,0.3863013,1329,1780
SRRM1,MON2,0.386301,40,1968
TPM3,EIF3H,0.38629752,186,1491
OCIAD1,TAF1,0.38629207,800,2907
CAMSAP2,YWHAE,0.3862917,238,2435
S100A4,USP47,0.3862917,183,1780
SP140L,SPG7,0.38629,524,2430
RAD23B,STK38L,0.38629,1581,1926
FBXO34,TCF25,0.38628775,2168,2432
STRN,ZZEF1,0.38628548,316,2442
CLCN3,EDA,0.38628358,891,2906
HNRNPA3,NT5C2,0.38628274,469,1738
DIPK1A,UBAP1,0.38628036,133,1542
RPAP2,RNF145,0.38627875,130,1034
LINC00342,ABCB7,0.3862754,390,2912
STRN,P2RX4,0.38627538,316,2033
CHFR,TM9SF4,0.38627446,2046,2752
TNPO3,FOS,0.38627172,1360,2201
CD47,HNRNPK,0.3862708,645,1557
TPM3,EEFSEC,0.38626796,186,671
EIF2AK2,HACE1,0.38626766,318,1171
PPM1L,NPEPPS,0.38626644,708,2518
SRSF4,ABHD18,0.38626605,52,862
RPS6KA1,TIAL1,0.38626596,44,1751
SLC18B1,CDK12,0.3862647,1201,2500
DNAJC10,SECISBP2L,0.38626343,474,2275
ZC3H12C,ZDHHC17,0.38626203,1866,1986
RPS8,UQCC1,0.38625926,82,2761
CSDE1,PRPF4B,0.38625783,161,1065
HACE1,TMEM87A,0.3862566,1171,2263
RPS6KC1,SLC20A2,0.38625658,253,1437
ST3GAL5,ZNF655,0.38625556,387,1330
TIAL1,HIPK3,0.38625497,1751,1796
HADHB,STT3B,0.38624862,305,569
TRAK1,AATF,0.3862464,585,2494
HMGN3,C1GALT1,0.3862441,1154,1254
IWS1,TAPT1,0.38624397,418,776
SEC62,RPL35,0.3862422,709,1607
SERINC1,MBTD1,0.38624173,1192,2524
LYPLAL1,SECISBP2L,0.38624,255,2275
PCBP2,MOB3A,0.38623762,1954,2642
RASSF4,PPP4R3A,0.38623762,1666,2219
GDAP1,LSM14A,0.38623616,1466,2680
COPB1,KMT2A,0.38623595,1784,1874
SUFU,EPS15L1,0.38623428,1735,2667
PPIG,TBC1D2B,0.38623422,458,2328
RPL35,TIAL1,0.38623062,1607,1751
PRKAR2A,PTAR1,0.38623032,598,1551
DEK,MCM3AP,0.38622978,1083,2827
SMC5,GGNBP2,0.38622975,1552,2493
EIF3E,TAF1,0.38622808,1488,2907
AGPAT3,LAMP2,0.38622797,2821,2927
PTMA,PIK3CB,0.38622755,528,685
AKAP11,RPL26,0.38622546,2073,2453
ELOVL5,EIF3E,0.3862254,1138,1488
SP140L,RPS15,0.38622394,524,2641
MROH1,LINC01278,0.38622358,1514,2901
ATAD2B,RCOR1,0.38622344,297,2237
ARHGEF2,CD300A,0.3862234,193,2549
LAT2,IFNAR1,0.386223,1301,2805
ZMYM6,ATP6V1H,0.38622257,62,1446
LNPEP,EPS15L1,0.38622153,975,2667
IQCB1,SLC20A2,0.38621452,654,1437
SLC20A2,SLTM,0.38621312,1437,2293
MCPH1,EIF4B,0.38621154,1396,1953
YTHDC1,ATP6V1H,0.38621143,810,1446
HADHB,FAM193A,0.3862113,305,761
TM9SF2,MINDY2,0.3862113,2115,2291
RPS6KC1,SP140L,0.38621092,253,524
NEK1,FGD3,0.38621065,890,1568
ANKRD10,UQCC1,0.386209,2126,2761
KHDRBS1,MOSMO,0.38620725,56,2375
HEATR5B,FOXN2,0.38620254,317,338
SPI1,PDIA3,0.3861991,1809,2269
OXSR1,EIF2AK4,0.3861987,579,2256
UBN2,PCF11,0.38619787,1372,1850
TMEM245,HMGN1,0.3861946,1582,2816
CASD1,MCPH1,0.38619328,1321,1396
CDC14A,AC104123.1,0.3861924,140,973
NRP1,VPS36,0.38619143,1661,2097
RBM6,USP7,0.38618624,603,2356
PABPN1,LINC01278,0.3861762,2140,2901
EIF2AK4,THOC2,0.3861761,2256,2928
RPRD2,SPI1,0.386176,175,1809
RPS6KC1,MON2,0.38617495,253,1968
RAD23B,ATG16L2,0.3861709,1581,1835
FAM126B,KLHL5,0.38616967,489,790
DCP1A,ABCA1,0.386168,611,1579
HNRNPK,RPLP1,0.38616753,1557,2315
C1GALT1,CLYBL,0.38616753,1254,2116
CAMKMT,SEC62,0.3861674,331,709
IQCB1,SRSF5,0.38616556,654,2193
PCBP2,GANC,0.38616437,1954,2264
PRDX1,ATAD2B,0.38615996,84,297
PABPC1,MBD2,0.38615993,1479,2616
MAPKAP1,EIF3A,0.38615963,1610,1748
TASOR,CNTLN,0.38615954,616,1529
WDR26,CDK17,0.3861589,265,2000
IWS1,GAK,0.38615853,418,758
MIR181A1HG,DYNC1H1,0.38615686,237,2234
CSDE1,MPZL1,0.38615578,161,205
TPCN1,AKAP11,0.38615534,2028,2073
LNPEP,CDK17,0.38615188,975,2000
PRDX1,SLC30A7,0.38615173,84,141
STT3B,USP8,0.38614684,569,2278
PTEN,SCYL2,0.38614365,1706,2004
ATG5,GALK2,0.38614252,1173,2276
YWHAZ,HIPK3,0.38614205,1480,1796
UBE4B,VPS54,0.38614157,8,357
RPL7A,RSRC2,0.38614124,1624,2038
TGOLN2,CNTLN,0.3861397,385,1529
UBAP1,PSTPIP2,0.38613504,1542,2608
TNKS2,GPI,0.38613448,1715,2682
HEATR5B,YWHAE,0.3861339,317,2435
STAM,GPI,0.3861336,1644,2682
RPL9,REPS1,0.38613188,791,1209
ZMYM6,ATG5,0.38613176,62,1173
ANKIB1,SCYL2,0.3861288,1315,2004
SEC22A,VPS39,0.38612852,663,2262
ZNF518A,RNF138,0.38612837,1723,2597
SUCO,CDK5RAP2,0.38612834,210,1595
SLC20A2,TIAL1,0.38612786,1437,1751
SLC49A4,HIBADH,0.38612533,662,1271
ANAPC5,TM9SF4,0.38612467,2034,2752
YWHAZ,SUFU,0.38612428,1480,1735
THRAP3,TULP4,0.38612387,68,1231
CNBP,KMT2A,0.38612312,673,1874
RPL11,OCIAD1,0.38612136,38,800
PABPN1,MOSMO,0.38612098,2140,2375
EDEM3,PPP4R3B,0.38611746,227,347
HSD17B4,MCPH1,0.38611618,990,1396
NFE2L2,DCAF5,0.3861161,470,2191
KLHL18,CSNK1G3,0.38611516,595,993
FOXN2,SMC5,0.38611394,338,1552
THRAP3,DEK,0.38611284,68,1083
PPP2R3C,UBE2G1,0.38610998,2150,2444
PTP4A2,EIF3A,0.3861069,55,1748
LCORL,RNF19A,0.38610664,779,1478
TGOLN2,LNPEP,0.38610515,385,975
KPNA4,SNX1,0.3861044,707,2302
MAGI3,ATF7,0.38610387,158,1955
HIPK3,TM9SF4,0.38610336,1796,2752
CLCN3,INTS6,0.38609758,891,2095
FOXN2,HLA-A,0.38609725,338,1091
SPCS3,TASP1,0.386097,894,2737
PIK3CB,KMT5B,0.38609582,685,1830
KIF5B,DNAJC7,0.3860939,1657,2503
REPS1,EXOC6,0.38609385,1209,1718
HSD17B4,PREP,0.38609177,990,1172
SRRM1,CLYBL,0.38609168,40,2116
MYSM1,BRWD3,0.38608968,100,2915
TLK1,HLA-DMA,0.3860895,460,1110
COPB1,STAT5B,0.3860887,1784,2504
MSRA,RAB2A,0.38608798,1399,1454
RDX,STRN3,0.38608566,1865,2142
PPFIA1,SLTM,0.38608545,1832,2293
CNBP,YAF2,0.3860853,673,1936
HIPK3,SLC38A10,0.38608363,1796,2567
FBXO28,SCAI,0.38608122,264,1608
ENSA,WDR11,0.3860801,176,1753
OCIAD1,RPL28,0.38608006,800,2717
TPT1,CPPED1,0.38607985,2077,2365
VPS35L,PECAM1,0.38607857,2373,2540
DCAF5,AATF,0.38607457,2191,2494
MROH1,NPEPPS,0.38607275,1514,2518
AC245297.3,SLTM,0.38606852,171,2293
PPP2R2D,SNX1,0.38606662,1762,2302
PRDX1,CST3,0.38606524,84,2744
NRDC,RPS27,0.3860651,94,185
MPZL1,ATAD2B,0.38606498,205,297
GSAP,AATF,0.38606384,1306,2494
PRKAR2A,H3F3B,0.3860575,598,2553
PARP14,NEK1,0.38605744,660,890
KLHL18,CASD1,0.38605717,595,1321
NIN,ABCB7,0.3860559,2163,2912
PPFIA1,EPS15L1,0.38605556,1832,2667
PCBP2,MINDY2,0.38605553,1954,2291
STIM2,CASD1,0.3860547,783,1321
TMEM245,INTS6,0.38605383,1582,2095
TUBGCP3,ABHD2,0.38605356,2128,2338
RBBP6,LINC01278,0.38605154,2379,2901
CDC42SE1,RPL7A,0.38605154,179,1624
SERGEF,ARHGAP5,0.3860514,1789,2146
CSDE1,EIF4A1,0.3860513,161,2451
PCBP2,COTL1,0.38605106,1954,2423
PABPC1,AMBRA1,0.38604733,1479,1805
AP3S2,ME2,0.3860473,2339,2614
HLA-DQA1,ELP2,0.3860439,1105,2603
GON4L,PIAS2,0.38604164,192,2609
TPM3,SCAI,0.38604125,186,1608
TRERF1,XIAP,0.38603866,1129,2929
SNX6,IST1,0.3860319,2148,2414
LYPLAL1,RBL2,0.38603163,255,2398
STRN,USP9X,0.3860315,316,2892
RC3H2,FBXW4,0.3860308,1601,1731
HEATR5B,HDLBP,0.3860233,317,539
SLC49A4,TMEM161B-AS1,0.38602296,662,967
ZC3H7A,ME2,0.38602245,2362,2614
SLC20A2,CDK17,0.3860211,1437,2000
DHX15,PARP4,0.38601932,781,2054
NAGK,XPO4,0.3860186,372,2050
ZZEF1,ABCB7,0.38601825,2442,2912
RAB2A,ARHGAP5,0.3860147,1454,2146
SHOC2,CDK17,0.38601464,1740,2000
IQCB1,DCAF5,0.38601372,654,2191
RBL2,RPS15,0.38601312,2398,2641
RBL2,PPP4R1,0.38601077,2398,2582
SEPTIN2,CDK17,0.3860107,540,2000
PPP4R3A,RPL18,0.38601035,2219,2705
KCMF1,MAPK14,0.38600874,384,1120
SNX24,ZDHHC20,0.38600832,992,2051
ANKIB1,TNKS2,0.3860076,1315,1715
IRF2,AKAP11,0.3860074,897,2073
EPHB2,VPS36,0.38600722,35,2097
PRKAR2A,SHOC2,0.38600633,598,1740
WASL,RASSF4,0.38600245,1357,1666
AGO3,SLC38A2,0.38600168,67,1942
CDC14A,ATP6V1H,0.38599804,140,1446
LCORL,CDK17,0.3859978,779,2000
ZMYM4,PRPF40A,0.38599667,64,444
MIGA1,FAM102B,0.3859953,119,143
ACAP2,FAM193A,0.38599262,747,761
SPI1,STK38L,0.3859917,1809,1926
MTR,FAM126B,0.3859879,276,489
PCBP2,PITPNB,0.38598683,1954,2839
VPS54,BBS9,0.38598442,357,1279
ZRANB2,FTO,0.3859831,114,2399
LCORL,ZC3H7A,0.3859825,779,2362
PTP4A2,RPL3,0.3859823,55,2854
MSH3,ZDHHC17,0.3859814,960,1986
TM7SF3,SYNJ1,0.38597962,1925,2801
UBR1,ELP2,0.38597956,2268,2603
DNAJC7,RNF24,0.38597748,2503,2727
GLUD1,TUBGCP3,0.38597038,1704,2128
SPCS3,RPS18,0.38596427,894,1113
SHPRH,RNF19A,0.385964,1217,1478
UBXN4,BTAF1,0.3859636,428,1716
EIF3E,CHFR,0.38596192,1488,2046
HDLBP,PARP4,0.3859584,539,2054
TGOLN2,AOPEP,0.38595805,385,1570
HLA-DMA,PPP4R3A,0.38595784,1110,2219
CD47,PCBP2,0.3859571,645,1954
SMC5,MBTD1,0.38595623,1552,2524
KLF6,VPS39,0.38595486,1631,2262
CNTLN,SERGEF,0.38595456,1529,1789
MSH3,CSNK2A1,0.3859541,960,2718
PRDX1,HMGN3,0.38595292,84,1154
ADD1,PARVB,0.38595185,763,2861
TASOR,LMBRD1,0.38595185,616,1145
RPS8,CTNNBL1,0.38595024,82,2767
PPM1B,RNF19A,0.38594878,330,1478
CLCN3,THOC2,0.38594696,891,2928
SRPK2,PIK3C2A,0.3859455,1340,1788
GOLPH3,HIPK3,0.38594407,914,1796
HS2ST1,PIK3C2A,0.38594404,125,1788
TRIM33,DCP2,0.38594347,160,984
RAB2A,RNF19A,0.38594335,1454,1478
THRAP3,MGRN1,0.38594228,68,2353
BAZ1B,KLF6,0.3859413,1299,1631
NRDC,KDM3B,0.38594034,94,1007
MIR181A1HG,RALGAPB,0.38593984,237,2768
ENSA,MCPH1,0.38593954,176,1396
CASD1,PECAM1,0.38593775,1321,2540
NRDC,VWA8,0.38593695,94,2072
ANKHD1,FBXW11,0.3859366,1012,1039
PIK3CB,CD300A,0.38593632,685,2549
ASB3,CHM,0.38593546,341,2917
CAMKMT,TTLL5,0.38593245,331,2203
SCAI,FAM222B,0.38593233,1608,2473
SPI1,NEMF,0.38593215,1809,2160
HNRNPK,HIPK3,0.38593048,1557,1796
ANKRD36C,HIBADH,0.38593027,391,1271
ATAD2B,DOP1A,0.38592798,297,1158
PACS2,IST1,0.3859253,2242,2414
STIM2,HNRNPD,0.38592505,783,821
TTLL5,SLC38A10,0.38592368,2203,2567
HLA-A,CPPED1,0.3859232,1091,2365
HDLBP,SERINC5,0.38592088,539,958
PPP2CA,NUBPL,0.38591757,1002,2145
ABI2,SP140L,0.38591594,494,524
SUCO,DPP8,0.3859135,210,2306
EIF4A2,FTO,0.38591036,738,2399
HNRNPK,CHFR,0.38590682,1557,2046
GPBP1L1,DNAJB14,0.38590604,85,844
SLC20A2,SMC5,0.38590336,1437,1552
CANX,TASP1,0.3859,1053,2737
PRDX1,SERGEF,0.38589984,84,1789
RHOQ,UBR1,0.3858979,334,2268
CLCN3,AKAP10,0.38589722,891,2466
RPS6KC1,EPS15L1,0.38589412,253,2667
UBR1,PPP4R1,0.38589403,2268,2582
WDR11,LGALS9,0.3858933,1753,2471
SMC5,SREBF2,0.38589323,1552,2858
CCNY,PAFAH1B1,0.3858932,1663,2440
STRN3,CYBB,0.38589242,2142,2890
ANKRD10,ZC3H7A,0.38588932,2126,2362
DEK,VEZT,0.38588756,1083,1998
WTAP,RFX7,0.3858857,1235,2288
SLC30A7,EEFSEC,0.3858857,141,671
CLOCK,WTAP,0.38588515,805,1235
GALK2,SUZ12,0.38588473,2276,2483
EXOC6,TM9SF2,0.38587958,1718,2115
ISG15,USP47,0.3858787,0,1780
TMEM87A,SYNJ1,0.38587862,2263,2801
MTA3,LINC00342,0.38587832,326,390
CCDC93,VPS39,0.38587728,411,2262
DOP1A,RNF138,0.3858765,1158,2597
MIGA1,PRKACB,0.38587555,119,123
ARHGEF2,LNPEP,0.38587552,193,975
RABGEF1,CPPED1,0.38587332,1295,2365
ST3GAL5,EEA1,0.3858709,387,1995
PIK3CB,ELOVL5,0.38586983,685,1138
DCP1A,CLIP1,0.3858678,611,2037
SRPK2,SPI1,0.38586718,1340,1809
CNBP,HIPK3,0.38586682,673,1796
LNPEP,UPF2,0.38586593,975,1639
COPB1,CDC27,0.3858655,1784,2516
TMEM161B-AS1,TRIM13,0.3858643,967,2091
CAMKMT,HNRNPK,0.38586417,331,1557
LNPEP,CUL5,0.3858637,975,1862
GLG1,RPS15,0.38586366,2416,2641
SAMD9L,ZDHHC17,0.3858629,1319,1986
CDH12,CASD1,0.3858615,912,1321
MYSM1,SOX5,0.38586092,100,1919
ABI2,TNKS2,0.38586074,494,1715
DIPK1A,OCIAD1,0.38585812,133,800
HLA-DQB1,SPI1,0.3858524,1106,1809
ATAD2B,RPL3,0.38585192,297,2854
LPGAT1,HNRNPD,0.38585168,251,821
DNAJB14,ERCC6L2,0.38585106,844,1571
HDLBP,NDUFAF6,0.38585,539,1473
TMEM245,ZC3H12C,0.38584933,1582,1866
TAPT1,STIM1,0.38584846,776,1771
ASXL2,ARHGDIB,0.38584542,303,1911
SP140L,UBR1,0.385845,524,2268
TOP2B,DHX15,0.38584432,562,781
TCF25,CHM,0.38584343,2432,2917
RAB2A,SECISBP2L,0.38584194,1454,2275
PCBP2,AGPAT3,0.3858385,1954,2821
B4GALT1,PCF11,0.38583753,1538,1850
KLF12,XIAP,0.3858359,2101,2929
ZRANB2,BTBD1,0.38583478,114,2333
MTA3,POLA1,0.38583198,326,2886
TASOR,PHACTR2,0.3858312,616,1214
RNF138,CBFA2T2,0.385829,2597,2755
SP140L,RAB2A,0.38582718,524,1454
ANAPC10,UBR1,0.38582698,872,2268
ASXL2,HK1,0.38582647,303,1680
AVL9,RPN2,0.38582644,1278,2766
PTAR1,STAM,0.38582626,1551,1644
PTAR1,ELP2,0.38582596,1551,2603
PTPN4,SNX6,0.3858249,413,2148
TPT1-AS1,IST1,0.38582256,2078,2414
GSK3B,MX1,0.38582042,650,2818
IQCB1,RPL28,0.38581935,654,2717
TMSB10,SERGEF,0.3858181,383,1789
GPNMB,ERCC6L2,0.38581765,1266,1571
CDC73,RPS6KC1,0.38581744,233,253
KPNA4,OAZ1,0.38581523,707,2643
CDC14A,WDR11,0.38581315,140,1753
EDEM3,ASCC1,0.38581115,227,1684
SERGEF,KMT2A,0.3858106,1789,1874
GSK3B,CLIP1,0.3858031,650,2037
VPS54,EMB,0.385802,357,924
MAP1B,ANAPC5,0.3858013,944,2034
RPL11,RAB8B,0.3857993,38,2299
DHX15,RBL2,0.3857992,781,2398
SHPRH,RAB2A,0.3857974,1217,1454
S100A4,ELP2,0.38579705,183,2603
OCIAD1,SUFU,0.38579667,800,1735
SECISBP2L,RPS9,0.3857958,2275,2713
CCDC93,TRIM14,0.38579372,411,1575
LYRM4,ANAPC5,0.38579258,1067,2034
NRP2,HACE1,0.38579202,497,1171
SP140L,YWHAG,0.38579017,524,1304
KPNA4,HMGN3,0.38578892,707,1154
PPP4R3B,TTC7B,0.38578755,347,2216
CSDE1,ARIH1,0.38578722,161,2320
SLC30A7,EIF3H,0.38578582,141,1491
UBN2,RBBP6,0.3857842,1372,2379
FAM193A,AP3S2,0.38578415,761,2339
OCIAD1,ARHGAP4,0.385784,800,2939
CANX,HIPK3,0.3857819,1053,1796
YTHDC1,HSD17B4,0.3857796,810,990
UBE2G1,CDK12,0.38577917,2444,2500
ACAP2,PHF20L1,0.38577792,747,1506
ATF2,CPSF6,0.38577774,467,1978
ELOVL5,RNF19A,0.385776,1138,1478
HADHB,SEPTIN7,0.385774,305,1280
SLC30A7,KDM2B,0.38577223,141,2035
NAA15,UBAP1,0.3857705,865,1542
PTPN4,MCPH1,0.38576955,413,1396
ZDHHC2,TMEM245,0.38576928,1405,1582
SENP5,ANKHD1,0.38576832,751,1012
KHDRBS1,PCF11,0.38576806,56,1850
PTPN4,AC009120.2,0.38576597,413,2415
GAK,TM9SF2,0.385763,758,2115
JUN,TTC13,0.3857608,101,269
HDLBP,EIF3H,0.38575864,539,1491
ARHGEF2,RPL34,0.38575718,193,852
KIF2A,GRAMD1B,0.38575593,937,1881
ADD1,TMOD2,0.3857558,763,2284
HSD17B4,RNF24,0.3857554,990,2727
S100PBP,DEK,0.3857543,60,1083
DNAJC10,TASP1,0.3857523,474,2737
PPM1L,EXOC1,0.3857511,708,806
CAMKMT,EPS15L1,0.38574836,331,2667
FBXO28,PLCB2,0.38574615,264,2257
ATAD2B,AHI1,0.38574547,297,1204
PPP2R2D,STAT5B,0.3857441,1762,2504
ZRANB2,NIN,0.38574234,114,2163
UGGT1,FTO,0.38573903,420,2399
DHRS3,RAB8B,0.38573325,13,2299
BAZ1B,FTO,0.38573253,1299,2399
EEFSEC,NPLOC4,0.38573238,671,2568
OGA,SUZ12,0.3857321,1732,2483
WASL,AOPEP,0.3857284,1357,1570
SOAT1,MARK2,0.38572788,217,1821
GON4L,PPP1R10,0.38572714,192,1093
C1GALT1,MICAL3,0.38572672,1254,2831
HSD17B4,NRP1,0.38572505,990,1661
NT5C2,DNAJC7,0.3857245,1738,2503
PPP4R3B,TPT1-AS1,0.38572434,347,2078
CNTLN,PIK3C2A,0.38572413,1529,1788
KMT2A,PCBP2,0.3857239,1874,1954
HLA-DMA,TIAL1,0.385723,1110,1751
ABI2,CNBP,0.38571927,494,673
RUBCN,XPO4,0.38571534,753,2050
RC3H2,RASSF4,0.38571072,1601,1666
NRDC,GRK5,0.38570967,94,1749
PPP2CA,CTSH,0.38570616,1002,2331
FNBP1,RBM4,0.3857051,1615,1825
OXSR1,LSM14A,0.38570178,579,2680
THRAP3,NCOA6,0.38570145,68,2758
KIF5B,TUBGCP3,0.3857003,1657,2128
NEK1,ZDHHC2,0.3856988,890,1405
RPS8,UBXN4,0.3856984,82,428
CAMKMT,UBR1,0.3856971,331,2268
TMEM161B-AS1,ETFA,0.38569626,967,2325
ZNF655,APLP2,0.38569275,1330,1885
RABGEF1,CABIN1,0.38569188,1295,2836
MSRA,DCAF5,0.3856914,1399,2191
