gene,pathology_axis_class,degree,degree_bin,n_scored_neighbors,n_same_class_neighbors,same_class_neighbor_fraction,mean_neighbor_therapeutic_like_percentile,mean_neighbor_broad_shift_percentile,therapeutic_like_score_percentile,tau_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,broad_shift_score_percentile,neighbor_class_fraction::amyloid_lowering_candidate,neighbor_class_fraction::broad_reactive_state_shift,neighbor_class_fraction::dual_pathology_lowering_neuron_preserving,neighbor_class_fraction::gliosis_inflating,neighbor_class_fraction::mixed_or_unclear,neighbor_class_fraction::neuron_risk,neighbor_class_fraction::tau_lowering_neuron_preserving,degree_matched_null_pool_size,degree_bin_fallback_used,matched_degree_bin,same_class_neighbor_p,same_class_neighbor_z,neighbor_therapeutic_p,neighbor_therapeutic_z,neighbor_broad_shift_p,neighbor_broad_shift_z,same_class_neighbor_FDR,neighbor_therapeutic_FDR,neighbor_broad_shift_FDR,coherence_status,coherence_evidence_basis,degree_matched_enrichment_supported,is_named_audit_gene
USP22,dual_pathology_lowering_neuron_preserving,85,7,85,2,0.023529411764705882,47.13400158269586,59.85008353117032,97.23467862481316,94.5440956651719,81.76382660687594,14.8355754857997,94.5814648729447,0.023529411764705882,0.023529411764705882,0.023529411764705882,0.10588235294117647,0.6705882352941176,0.11764705882352941,0.03529411764705882,267,False,7,0.6873126873126874,-0.36368174197084774,0.04695304695304695,1.9605533605056684,0.8651348651348651,-1.3041622342450516,1.0,0.9547595261880976,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
WDR11,mixed_or_unclear,266,8,266,167,0.6278195488721805,45.96075390269395,56.17111725502097,95.55306427503736,56.91330343796711,96.97309417040358,41.143497757847534,35.72496263079223,0.06015037593984962,0.06015037593984962,0.022556390977443608,0.07518796992481203,0.6278195488721805,0.12781954887218044,0.02631578947368421,265,False,8,0.026973026973026972,1.7245327870505986,0.059940059940059943,1.5423257755743527,0.973026973026973,-1.714914342332145,1.0,0.9547595261880976,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
DTNB,amyloid_lowering_candidate,5,1,5,1,0.2,68.97608370702542,43.78923766816144,95.10463378176382,83.6322869955157,86.43497757847534,14.8355754857997,70.73991031390135,0.2,0.0,0.0,0.0,0.6,0.2,0.0,236,False,1,0.11988011988011989,1.678557693500744,0.04595404595404595,1.6049568246351669,0.8501498501498501,-0.9955790788246884,1.0,0.9547595261880976,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
VPS13B,dual_pathology_lowering_neuron_preserving,1,0,1,0,0.0,94.17040358744396,68.46038863976084,94.99252615844544,92.67563527653216,64.87294469357249,14.8355754857997,49.43946188340807,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,1.0,-0.17063192947930794,0.04195804195804196,1.9594540802542666,0.4775224775224775,0.1262259817192986,1.0,0.9547595261880976,0.9918141338215687,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
IL10RA,amyloid_lowering_candidate,23,4,23,2,0.08695652173913043,51.62962240852668,38.29531422629493,93.34828101644244,87.03288490284005,71.18834080717488,14.8355754857997,85.76233183856502,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.782608695652174,0.043478260869565216,0.0,263,False,4,0.24175824175824176,0.47979302806070956,0.04795204795204795,1.6179484071196417,0.987012987012987,-2.290664018045761,1.0,0.9547595261880976,1.0,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
INPP5B,mixed_or_unclear,18,3,18,9,0.5,56.79081547915629,66.88672977910646,92.48878923766816,87.5186846038864,64.91031390134529,14.8355754857997,68.98355754857997,0.16666666666666666,0.16666666666666666,0.0,0.05555555555555555,0.5,0.05555555555555555,0.05555555555555555,262,False,3,0.46053946053946054,0.2756886680204615,0.07492507492507493,1.6339430532082047,0.5334665334665335,-0.26516996738930526,1.0,0.9547595261880976,0.9949804796430562,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
PDE4D,amyloid_lowering_candidate,9,2,9,0,0.0,61.60936721474837,66.21823617339312,92.2272047832586,91.3677130044843,49.88789237668161,14.8355754857997,52.653213751868456,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.2222222222222222,0.0,258,False,2,1.0,-0.8298053183100166,0.057942057942057944,1.5088618386344037,0.46253746253746253,-0.04862096338621799,1.0,0.9547595261880976,0.9918141338215687,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
ZNF655,mixed_or_unclear,140,7,140,96,0.6857142857142857,47.08813794576126,56.58712363869315,91.89088191330345,27.57847533632287,95.88938714499253,31.16591928251121,65.17189835575485,0.04285714285714286,0.02857142857142857,0.02857142857142857,0.07142857142857142,0.6857142857142857,0.12857142857142856,0.014285714285714285,267,False,7,0.03896103896103896,1.9879967730845634,0.04495504495504495,1.960235373153226,0.942057942057942,-1.7645493196105102,1.0,0.9547595261880976,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
KIAA0355,mixed_or_unclear,240,8,240,149,0.6208333333333333,45.53593672147484,57.08411185849526,90.91928251121077,87.4439461883408,74.85052316890882,41.47982062780269,70.14200298953662,0.07083333333333333,0.06666666666666667,0.020833333333333332,0.07916666666666666,0.6208333333333333,0.11666666666666667,0.025,265,False,8,0.03896103896103896,1.581048571020891,0.07392607392607392,1.3711607641702155,0.929070929070929,-1.459956966657886,1.0,0.9547595261880976,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
PKM,mixed_or_unclear,41,5,41,28,0.6829268292682927,48.39403550986183,51.88304349411207,92.04035874439462,78.81165919282512,77.57847533632287,14.8355754857997,37.85500747384155,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.0,0.6829268292682927,0.12195121951219512,0.07317073170731707,256,False,5,0.06693306693306693,1.812786707835949,0.07892107892107893,1.7589553658207537,0.9400599400599401,-2.0054371531803326,1.0,0.9599673054218509,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
CD74,tau_lowering_neuron_preserving,72,6,72,1,0.013888888888888888,47.23675469191164,46.6289860488291,95.73991031390136,94.05829596412556,86.54708520179372,48.729446935724965,83.25859491778775,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.041666666666666664,0.8194444444444444,0.06944444444444445,0.013888888888888888,267,False,6,0.6463536463536463,-0.35128286105957135,0.08391608391608392,1.606701773808767,1.0,-2.6836103525003216,1.0,0.961196107263523,1.0,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
NHSL1,mixed_or_unclear,1,0,1,1,1.0,84.23019431988041,30.04484304932735,94.80568011958148,95.254110612855,47.94469357249626,14.8355754857997,96.33781763826606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.3306693306693307,1.193303517616964,0.08891108891108891,1.5455092386241787,0.8841158841158842,-1.4560014161693533,1.0,0.961196107263523,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
LPCAT2,dual_pathology_lowering_neuron_preserving,8,2,8,0,0.0,58.83314648729447,55.01214499252616,94.69357249626307,92.45142002989536,62.33183856502242,14.8355754857997,77.76532137518684,0.0,0.125,0.0,0.125,0.375,0.125,0.25,258,False,2,1.0,-0.3096373332993571,0.08891108891108891,1.3195342074586909,0.7212787212787213,-0.6727915197077137,1.0,0.961196107263523,0.9960464246178531,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
UBE2F,mixed_or_unclear,8,2,8,5,0.625,59.360986547085204,66.5218609865471,90.09715994020928,73.87892376681614,77.09267563527654,14.8355754857997,53.92376681614349,0.0,0.0,0.0,0.0,0.625,0.25,0.125,258,False,2,0.3856143856143856,0.5346866799275751,0.08191808191808192,1.3427358298480456,0.46853146853146854,-0.10040942060203313,1.0,0.961196107263523,0.9918141338215687,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
SESN3,mixed_or_unclear,5,1,5,5,1.0,62.51868460388639,29.86547085201794,98.28101644245142,67.82511210762333,97.90732436472346,14.8355754857997,35.46337817638266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236,False,1,0.08291708291708291,1.7423322948006057,0.11388611388611389,1.213860076327352,0.967032967032967,-1.6732310033167077,1.0,0.9680570126252576,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
DNM2,mixed_or_unclear,38,5,38,16,0.42105263157894735,42.69923688144128,71.31421603335693,97.68310911808668,81.05381165919282,95.81464872944694,14.8355754857997,72.68310911808669,0.07894736842105263,0.2894736842105263,0.02631578947368421,0.07894736842105263,0.42105263157894735,0.10526315789473684,0.0,256,False,5,0.2727272727272727,0.6273653102396897,0.12887112887112886,1.2068579792077254,0.7522477522477522,-0.6921870683019686,1.0,0.9680570126252576,0.9960464246178531,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
PLD3,tau_lowering_neuron_preserving,7,1,7,1,0.14285714285714285,63.960068332265635,60.99722400170831,96.8609865470852,91.62929745889387,85.53811659192824,14.8355754857997,57.47384155455904,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,236,False,1,0.1018981018981019,2.1945390863786,0.1018981018981019,1.2607616144945375,0.5374625374625375,-0.13112527139090113,1.0,0.9680570126252576,0.9949804796430562,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
MED27,amyloid_lowering_candidate,126,7,126,9,0.07142857142857142,45.61623603103423,59.13350890929367,96.56203288490283,93.609865470852,76.98056801195816,14.8355754857997,97.04783258594918,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.06349206349206349,0.6507936507936508,0.15079365079365079,0.015873015873015872,267,False,7,0.7532467532467533,-0.5820453446874836,0.12287712287712288,1.5405586732705099,0.8651348651348651,-1.4080151371060532,1.0,0.9680570126252576,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
YWHAH,amyloid_lowering_candidate,25,4,25,4,0.16,48.19282511210763,63.5814648729447,95.47832585949178,92.86248131539612,70.55306427503737,14.8355754857997,95.85201793721974,0.16,0.04,0.04,0.0,0.56,0.2,0.0,263,False,4,0.060939060939060936,2.025799883853006,0.1258741258741259,1.330795956902627,0.7592407592407593,-0.8600772911668855,1.0,0.9680570126252576,0.9960464246178531,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
DDX3X,amyloid_lowering_candidate,56,6,56,4,0.07142857142857142,45.06993380311766,58.150491138159296,94.24514200298954,33.25859491778774,96.22571001494768,14.8355754857997,74.1778774289985,0.07142857142857142,0.05357142857142857,0.0,0.125,0.5892857142857143,0.14285714285714285,0.017857142857142856,267,False,6,0.3696303696303696,0.1574218206308243,0.11588411588411589,1.3339176510373183,0.9100899100899101,-1.5358223678328167,1.0,0.9680570126252576,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
WWP1,dual_pathology_lowering_neuron_preserving,44,5,44,2,0.045454545454545456,42.87012501698601,63.80282647098791,94.13303437967116,97.45889387144992,81.72645739910314,66.4798206278027,78.66218236173394,0.0,0.022727272727272728,0.045454545454545456,0.20454545454545456,0.6590909090909091,0.06818181818181818,0.0,256,False,5,0.06793206793206794,2.0221995720973513,0.11888111888111888,1.2453351568980526,0.8571428571428571,-1.2723164544311463,1.0,0.9680570126252576,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
FBXL20,mixed_or_unclear,1,0,1,1,1.0,85.57548579970104,46.97309417040359,91.74140508221224,87.36920777279522,64.68609865470853,31.91330343796712,18.7593423019432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,325,False,0,0.34065934065934067,1.1726021565489804,0.1038961038961039,1.5353990113606613,0.7402597402597403,-0.7041635087529018,1.0,0.9680570126252576,0.9960464246178531,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
XRCC5,amyloid_lowering_candidate,21,3,21,1,0.047619047619047616,54.156879493202354,53.10520321731084,91.33034379671152,86.13602391629297,61.84603886397608,14.8355754857997,78.55007473841555,0.047619047619047616,0.0,0.047619047619047616,0.23809523809523808,0.5238095238095238,0.047619047619047616,0.09523809523809523,262,False,3,0.7542457542457542,-0.36504973508071326,0.11688311688311688,1.3511947615153768,0.8121878121878122,-0.9952727526188243,1.0,0.9680570126252576,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
VPS50,dual_pathology_lowering_neuron_preserving,237,8,237,5,0.02109704641350211,45.0535467635428,58.81014550339634,99.51420029895364,99.2152466367713,97.04783258594918,68.01195814648729,94.69357249626307,0.06751054852320675,0.06751054852320675,0.02109704641350211,0.08438818565400844,0.5907172995780591,0.13924050632911392,0.029535864978902954,265,False,8,0.6743256743256744,-0.3903567251911613,0.15384615384615385,1.1197702067969055,0.8321678321678322,-1.0266387672704116,1.0,0.976448940814197,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
ZDHHC17,tau_lowering_neuron_preserving,384,9,384,7,0.018229166666666668,47.858374595166914,53.44954767688091,99.2152466367713,96.898355754858,99.02840059790734,72.90732436472346,88.2660687593423,0.0546875,0.046875,0.0234375,0.0625,0.6692708333333334,0.125,0.018229166666666668,267,False,9,0.4065934065934066,0.17170751465558334,0.16183816183816183,0.7101479591053353,0.8741258741258742,-0.8429845963360499,1.0,0.976448940814197,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
SH3KBP1,dual_pathology_lowering_neuron_preserving,37,5,37,0,0.0,42.073688037813604,66.84139296246919,99.02840059790734,98.01943198804184,92.33931240657698,45.06726457399103,92.89985052316892,0.05405405405405406,0.10810810810810811,0.0,0.13513513513513514,0.5945945945945946,0.10810810810810811,0.0,256,False,5,1.0,-0.6324673954861408,0.16383616383616384,1.0693537266466144,0.7992007992007992,-0.9728092149294914,1.0,0.976448940814197,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
EIF2AK2,dual_pathology_lowering_neuron_preserving,185,8,185,4,0.021621621621621623,44.922837635842114,59.931321455985135,95.440956651719,98.16890881913304,73.24364723467862,63.86397608370703,94.65620328849027,0.08648648648648649,0.08648648648648649,0.021621621621621623,0.08648648648648649,0.572972972972973,0.11351351351351352,0.032432432432432434,265,False,8,0.6673326673326674,-0.38372585778288326,0.14985014985014986,1.1486085864389288,0.7682317682317682,-0.8279245336742043,1.0,0.976448940814197,0.9960464246178531,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
CTBP2,mixed_or_unclear,17,3,17,12,0.7058823529411765,51.006770421172945,52.27512529675547,92.37668161434978,89.94768310911809,61.65919282511211,32.95964125560538,39.68609865470852,0.0,0.0,0.0,0.11764705882352941,0.7058823529411765,0.11764705882352941,0.058823529411764705,262,False,3,0.2077922077922078,1.0535551596269166,0.15584415584415584,1.1338645996495058,0.8351648351648352,-1.042814852295921,1.0,0.976448940814197,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
NCOA2,tau_lowering_neuron_preserving,17,3,17,1,0.058823529411764705,48.24144904598611,58.216829332629906,98.16890881913304,90.05979073243647,94.50672645739913,14.8355754857997,83.48281016442452,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.7058823529411765,0.058823529411764705,0.058823529411764705,262,False,3,0.16983016983016982,1.2267345124951885,0.1958041958041958,0.886510017197775,0.6983016983016983,-0.7277812342637289,1.0,0.9779348856271933,0.9959452312393489,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
ZRANB2,dual_pathology_lowering_neuron_preserving,358,9,358,7,0.019553072625698324,47.702524404806645,53.96019657455887,97.98206278026906,96.59940209267565,94.39461883408072,53.21375186846039,88.49028400597906,0.05865921787709497,0.04748603351955307,0.019553072625698324,0.0670391061452514,0.659217877094972,0.12569832402234637,0.0223463687150838,267,False,9,0.6663336663336663,-0.3667832574158735,0.17482517482517482,0.7119542455464012,0.8381618381618382,-0.715470512229279,1.0,0.9779348856271933,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
MYSM1,amyloid_lowering_candidate,365,9,365,21,0.057534246575342465,47.62249933452096,54.59129348649589,96.52466367713004,86.95814648729447,96.0762331838565,50.67264573991032,87.66816143497758,0.057534246575342465,0.04657534246575343,0.024657534246575342,0.06575342465753424,0.6575342465753424,0.12602739726027398,0.021917808219178082,267,False,9,0.8571428571428571,-1.1770718362031984,0.1938061938061938,0.7197420196064056,0.7832167832167832,-0.48013581972885483,1.0,0.9779348856271933,0.99942235678432,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
TUBGCP3,mixed_or_unclear,314,9,314,205,0.6528662420382165,47.605276436929344,54.963916102558244,96.48729446935724,88.67713004484304,94.17040358744396,44.020926756352765,53.064275037369214,0.05732484076433121,0.050955414012738856,0.025477707006369428,0.06687898089171974,0.6528662420382165,0.12101910828025478,0.025477707006369428,267,False,9,0.44655344655344653,0.14047823243078478,0.2127872127872128,0.6588280865531247,0.7382617382617382,-0.263222830926692,1.0,0.9779348856271933,0.9960464246178531,isolated_high_score_gene,high_focal_score_without_neighbor_enrichment,False,False
