baseline_id,target,stratum_variable,stratum_value,n_donors,pooled_spearman_or_error_metric,underpowered,notes
lightgbm_raw_expression,AT8,sex,Female,51,0.5503167420814479,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,sex,Male,33,0.6681149732620322,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,pathology_stratum,High,42,0.4442913864354591,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,pathology_stratum,Intermediate,21,0.21818181818181817,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,pathology_stratum,Low,12,0.14685314685314685,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,pathology_stratum,Not AD,9,0.21666666666666667,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,locked_fold_pathology_stratum,High,42,0.4442913864354591,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,locked_fold_pathology_stratum,Intermediate,21,0.21818181818181817,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,locked_fold_pathology_stratum,Low,12,0.14685314685314685,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,AT8,locked_fold_pathology_stratum,Not AD,9,0.21666666666666667,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,diagnosis,Dementia,42,0.17154201442346648,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,diagnosis,No dementia,42,-0.060367879426302576,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,sex,Female,51,0.12398190045248869,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,sex,Male,33,0.09024064171122995,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,pathology_stratum,High,42,0.2537071550117495,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,pathology_stratum,Intermediate,21,0.08051948051948052,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,pathology_stratum,Low,12,-0.013986013986013986,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,pathology_stratum,Not AD,9,-0.38333333333333336,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,locked_fold_pathology_stratum,High,42,0.2537071550117495,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,locked_fold_pathology_stratum,Intermediate,21,0.08051948051948052,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,locked_fold_pathology_stratum,Low,12,-0.013986013986013986,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,GFAP,locked_fold_pathology_stratum,Not AD,9,-0.38333333333333336,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,diagnosis,Dementia,42,-0.0076979175107365705,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,diagnosis,No dementia,42,-0.04156875455797747,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,sex,Female,51,0.023348416289592756,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,sex,Male,33,-0.030748663101604276,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,pathology_stratum,High,42,-0.17494530427031849,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,pathology_stratum,Intermediate,21,0.3103896103896104,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,pathology_stratum,Low,12,0.3216783216783217,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,pathology_stratum,Not AD,9,-0.16666666666666669,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,locked_fold_pathology_stratum,High,42,-0.17494530427031849,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,locked_fold_pathology_stratum,Intermediate,21,0.3103896103896104,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,locked_fold_pathology_stratum,Low,12,0.3216783216783217,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,Iba1,locked_fold_pathology_stratum,Not AD,9,-0.16666666666666669,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,diagnosis,Dementia,42,0.397941819949761,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,diagnosis,No dementia,42,0.3485130864597683,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,sex,Female,51,0.3904072398190045,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,sex,Male,33,0.3773395721925134,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,pathology_stratum,High,42,0.4848067417551252,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,pathology_stratum,Intermediate,21,0.3987012987012987,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,pathology_stratum,Low,12,0.1958041958041958,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,pathology_stratum,Not AD,9,0.31666666666666665,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,locked_fold_pathology_stratum,High,42,0.4848067417551252,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,locked_fold_pathology_stratum,Intermediate,21,0.3987012987012987,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,locked_fold_pathology_stratum,Low,12,0.1958041958041958,False,Pooled stratum Spearman on log1p OOF predictions.
lightgbm_raw_expression,NeuN,locked_fold_pathology_stratum,Not AD,9,0.31666666666666665,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,diagnosis,Dementia,42,0.1665181103638279,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,diagnosis,No dementia,42,0.24835912810955355,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,sex,Female,51,0.3290497737556561,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,sex,Male,33,0.34090909090909094,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,pathology_stratum,High,42,-0.0707398103881371,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,pathology_stratum,Intermediate,21,-0.39090909090909093,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,pathology_stratum,Low,12,0.17482517482517487,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,pathology_stratum,Not AD,9,0.38333333333333336,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,locked_fold_pathology_stratum,High,42,-0.0707398103881371,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,locked_fold_pathology_stratum,Intermediate,21,-0.39090909090909093,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,locked_fold_pathology_stratum,Low,12,0.17482517482517487,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,6e10/Aβ,locked_fold_pathology_stratum,Not AD,9,0.38333333333333336,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,diagnosis,Dementia,42,0.6016530264970424,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,diagnosis,No dementia,42,0.33619641844258974,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,sex,Female,51,0.5860633484162896,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,sex,Male,33,0.49665775401069523,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,pathology_stratum,High,42,0.584474515841504,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,pathology_stratum,Intermediate,21,0.025974025974025972,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,pathology_stratum,Low,12,-0.46153846153846156,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,pathology_stratum,Not AD,9,0.06666666666666667,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,locked_fold_pathology_stratum,High,42,0.584474515841504,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,locked_fold_pathology_stratum,Intermediate,21,0.025974025974025972,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,locked_fold_pathology_stratum,Low,12,-0.46153846153846156,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,AT8,locked_fold_pathology_stratum,Not AD,9,0.06666666666666667,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,diagnosis,Dementia,42,0.23588039867109636,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,diagnosis,No dementia,42,0.04610647435378009,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,sex,Female,51,0.28769230769230764,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,sex,Male,33,0.14872994652406418,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,pathology_stratum,High,42,0.2344218458795884,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,pathology_stratum,Intermediate,21,0.26103896103896107,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,pathology_stratum,Low,12,-0.2937062937062937,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,pathology_stratum,Not AD,9,-0.33333333333333337,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,locked_fold_pathology_stratum,High,42,0.2344218458795884,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,locked_fold_pathology_stratum,Intermediate,21,0.26103896103896107,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,locked_fold_pathology_stratum,Low,12,-0.2937062937062937,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,GFAP,locked_fold_pathology_stratum,Not AD,9,-0.33333333333333337,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,diagnosis,Dementia,42,-0.06441941495826918,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,diagnosis,No dementia,42,0.02584879669394701,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,sex,Female,51,-0.06823529411764705,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,sex,Male,33,0.2560160427807487,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,pathology_stratum,High,42,-0.1632768819382546,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,pathology_stratum,Intermediate,21,0.20649350649350648,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,pathology_stratum,Low,12,0.4755244755244756,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,pathology_stratum,Not AD,9,0.26666666666666666,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,locked_fold_pathology_stratum,High,42,-0.1632768819382546,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,locked_fold_pathology_stratum,Intermediate,21,0.20649350649350648,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,locked_fold_pathology_stratum,Low,12,0.4755244755244756,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,Iba1,locked_fold_pathology_stratum,Not AD,9,0.26666666666666666,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,diagnosis,Dementia,42,0.46568349404424286,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,diagnosis,No dementia,42,0.29827404586338224,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,sex,Female,51,0.5323076923076923,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,sex,Male,33,0.1303475935828877,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,pathology_stratum,High,42,0.5582205655943603,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,pathology_stratum,Intermediate,21,0.37532467532467534,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,pathology_stratum,Low,12,-0.0979020979020979,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,pathology_stratum,Not AD,9,0.45,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,locked_fold_pathology_stratum,High,42,0.5582205655943603,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,locked_fold_pathology_stratum,Intermediate,21,0.37532467532467534,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,locked_fold_pathology_stratum,Low,12,-0.0979020979020979,False,Pooled stratum Spearman on log1p OOF predictions.
module_mean_baseline,NeuN,locked_fold_pathology_stratum,Not AD,9,0.45,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,diagnosis,Dementia,42,-0.057774896685843936,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,diagnosis,No dementia,42,0.15306701239769874,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,sex,Female,51,0.06307692307692307,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,sex,Male,33,0.4024064171122995,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,pathology_stratum,High,42,-0.23409772303703105,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,pathology_stratum,Intermediate,21,-0.28831168831168835,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,pathology_stratum,Low,12,-0.4055944055944056,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,pathology_stratum,Not AD,9,0.31666666666666665,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,High,42,-0.23409772303703105,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Intermediate,21,-0.28831168831168835,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Low,12,-0.4055944055944056,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,6e10/Aβ,locked_fold_pathology_stratum,Not AD,9,0.31666666666666665,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,diagnosis,Dementia,42,0.29746373875698895,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,diagnosis,No dementia,42,0.13054047483996437,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,sex,Female,51,0.29972850678733026,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,sex,Male,33,0.4214572192513369,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,pathology_stratum,High,42,0.17202819868730249,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,pathology_stratum,Intermediate,21,-0.0012987012987012987,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,pathology_stratum,Low,12,-0.027972027972027972,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,pathology_stratum,Not AD,9,0.049999999999999996,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,locked_fold_pathology_stratum,High,42,0.17202819868730249,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,locked_fold_pathology_stratum,Intermediate,21,-0.0012987012987012987,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,locked_fold_pathology_stratum,Low,12,-0.027972027972027972,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,AT8,locked_fold_pathology_stratum,Not AD,9,0.049999999999999996,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,diagnosis,Dementia,42,0.010939145936309864,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,diagnosis,No dementia,42,-0.016449234259784458,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,sex,Female,51,0.040452488687782805,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,sex,Male,33,0.0357620320855615,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,pathology_stratum,High,42,-0.03848958755368285,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,pathology_stratum,Intermediate,21,-0.07662337662337662,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,pathology_stratum,Low,12,0.09090909090909093,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,pathology_stratum,Not AD,9,0.03333333333333333,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,locked_fold_pathology_stratum,High,42,-0.03848958755368285,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,locked_fold_pathology_stratum,Intermediate,21,-0.07662337662337662,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,locked_fold_pathology_stratum,Low,12,0.09090909090909093,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,GFAP,locked_fold_pathology_stratum,Not AD,9,0.03333333333333333,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,diagnosis,Dementia,42,-0.15063609107851877,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,diagnosis,No dementia,42,-0.04529616724738676,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,sex,Female,51,-0.04199095022624434,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,sex,Male,33,-0.09592245989304814,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,pathology_stratum,High,42,-0.05550603678794263,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,pathology_stratum,Intermediate,21,-0.17922077922077922,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,pathology_stratum,Low,12,-0.09090909090909093,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,pathology_stratum,Not AD,9,-0.19999999999999998,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,locked_fold_pathology_stratum,High,42,-0.05550603678794263,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,locked_fold_pathology_stratum,Intermediate,21,-0.17922077922077922,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,locked_fold_pathology_stratum,Low,12,-0.09090909090909093,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,Iba1,locked_fold_pathology_stratum,Not AD,9,-0.19999999999999998,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,diagnosis,Dementia,42,0.5470383275261324,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,diagnosis,No dementia,42,0.44882910623126165,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,sex,Female,51,0.5764705882352942,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,sex,Male,33,0.45287433155080214,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,pathology_stratum,High,42,0.556437889960295,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,pathology_stratum,Intermediate,21,0.6779220779220779,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,pathology_stratum,Low,12,0.2797202797202798,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,pathology_stratum,Not AD,9,0.35,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,locked_fold_pathology_stratum,High,42,0.556437889960295,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,locked_fold_pathology_stratum,Intermediate,21,0.6779220779220779,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,locked_fold_pathology_stratum,Low,12,0.2797202797202798,False,Pooled stratum Spearman on log1p OOF predictions.
pca_elasticnet,NeuN,locked_fold_pathology_stratum,Not AD,9,0.35,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,diagnosis,Dementia,42,0.10266591038003405,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,diagnosis,No dementia,42,0.013370067255489832,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,sex,Female,51,0.08072398190045249,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,sex,Male,33,0.3813502673796792,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,pathology_stratum,High,42,0.0318450692812576,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,pathology_stratum,Intermediate,21,-0.31428571428571433,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,pathology_stratum,Low,12,-0.15384615384615385,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,pathology_stratum,Not AD,9,0.39999999999999997,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,locked_fold_pathology_stratum,High,42,0.0318450692812576,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,locked_fold_pathology_stratum,Intermediate,21,-0.31428571428571433,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,locked_fold_pathology_stratum,Low,12,-0.15384615384615385,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,6e10/Aβ,locked_fold_pathology_stratum,Not AD,9,0.39999999999999997,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,diagnosis,Dementia,42,0.32420387326796857,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,diagnosis,No dementia,42,0.12373389514626043,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,sex,Female,51,0.28226244343891405,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,sex,Male,33,0.42245989304812837,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,pathology_stratum,High,42,0.22356373065391785,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,pathology_stratum,Intermediate,21,-0.17922077922077922,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,pathology_stratum,Low,12,0.027972027972027972,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,pathology_stratum,Not AD,9,0.48333333333333334,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,locked_fold_pathology_stratum,High,42,0.22356373065391785,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,locked_fold_pathology_stratum,Intermediate,21,-0.17922077922077922,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,locked_fold_pathology_stratum,Low,12,0.027972027972027972,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,AT8,locked_fold_pathology_stratum,Not AD,9,0.48333333333333334,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,diagnosis,Dementia,42,0.07414310023498906,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,diagnosis,No dementia,42,-0.06328498500931853,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,sex,Female,51,0.12705882352941178,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,sex,Male,33,0.0427807486631016,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,pathology_stratum,High,42,0.10850012154606595,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,pathology_stratum,Intermediate,21,-0.024675324675324677,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,pathology_stratum,Low,12,-0.31468531468531474,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,pathology_stratum,Not AD,9,-0.33333333333333337,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,locked_fold_pathology_stratum,High,42,0.10850012154606595,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,locked_fold_pathology_stratum,Intermediate,21,-0.024675324675324677,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,locked_fold_pathology_stratum,Low,12,-0.31468531468531474,False,Pooled stratum Spearman on log1p OOF predictions.
pca_ridge,GFAP,locked_fold_pathology_stratum,Not AD,9,-0.33333333333333337,False,Pooled stratum Spearman on log1p OOF predictions.
