analysis_label,model_variant,latent_dim,seed,fold_id,rare_burden_dataset,n_fold_donors,mean_fold_rare_burden,mean_fold_tail_variance,mean_fold_top5pct
stage61_best,mtg_programming_plus_dlpfc_state_modules,8,307,3,MTG,16,0.03612619824088407,0.3968556225161248,1.2386561893814392
stage61_best,mtg_programming_plus_dlpfc_state_modules,8,307,4,DLPFC,16,0.04834284485659916,0.44390292638958684,1.535161574491534
stage61_best,mtg_programming_plus_dlpfc_state_modules,8,307,4,MTG,16,0.048517648825618896,0.4088466972402218,1.2685453312589907
stage61_best,mtg_programming_plus_dlpfc_state_modules,8,307,5,DLPFC,16,0.02688530231899506,0.3944614119221166,1.279467788715132
stage61_best,mtg_programming_plus_dlpfc_state_modules,8,307,5,MTG,16,0.06572022392907405,0.4392862565244191,1.4341094007250783
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,1,DLPFC,16,0.0701449230001558,0.5589363674833807,1.7011362431477366
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,1,MTG,16,0.05441614850409435,0.43223049683922216,1.3144900718025028
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,2,DLPFC,16,0.0505012578068614,0.44045197140468006,1.4908468588134545
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,2,MTG,16,0.05972361962287451,0.4259019043886729,1.3797734167458988
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,3,DLPFC,16,0.055671042980276066,0.47113591571799923,1.5171027225462614
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,3,MTG,16,0.04630599352459756,0.4328776660129684,1.2702242646486022
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,4,DLPFC,16,0.050635440217179445,0.4538335627956628,1.5096261897996346
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,4,MTG,16,0.06656299792953405,0.43625691093303287,1.3861088658716647
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,5,DLPFC,16,0.03724137127768619,0.4265155290879112,1.4087495787196254
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,107,5,MTG,16,0.0339653384454372,0.39521408925633683,1.1683911214713905
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,1,DLPFC,16,0.03672968290171703,0.42944294246269377,1.513057699819449
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,1,MTG,16,0.04922402831125548,0.40640900271449343,1.2772480894968383
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,2,DLPFC,16,0.03454296573401022,0.41561364267057144,1.3380346418299065
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,2,MTG,16,0.04418930738495644,0.42284908969626456,1.2731402835019352
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,3,DLPFC,16,0.06087064110610739,0.49157637168764634,1.5658966296481829
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,3,MTG,16,0.07450299052990281,0.44441401435702876,1.419941627577248
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,4,DLPFC,16,0.07935883463196816,0.5213747988340292,1.6519203320913736
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,4,MTG,16,0.043960917738506806,0.4118997442615481,1.1981627202294332
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,5,DLPFC,16,0.05269191090835611,0.49286559083469333,1.5585522896378
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,211,5,MTG,16,0.04909685406191615,0.4369092164008984,1.350495019734604
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,1,DLPFC,16,0.06628808148186324,0.4822153698528581,1.5099111326483134
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,1,MTG,16,0.05492885007846518,0.4170772531325728,1.2156270235561257
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,2,DLPFC,16,0.06090265753258385,0.5340649210943187,1.6888823869417093
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,2,MTG,16,0.055681176952495484,0.46041523801689477,1.3620497956184248
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,3,DLPFC,16,0.06177514909211759,0.4962287172307538,1.6140387102300233
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,3,MTG,16,0.03612619824088407,0.3968556225161248,1.2386561893814392
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,4,DLPFC,16,0.04834284485659916,0.44390292638958684,1.535161574491534
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,4,MTG,16,0.048517648825618896,0.4088466972402218,1.2685453312589907
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,5,DLPFC,16,0.02688530231899506,0.3944614119221166,1.279467788715132
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,5,MTG,16,0.06572022392907405,0.4392862565244191,1.4341094007250783
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,1,DLPFC,16,0.0701449230001558,0.5589363674833807,1.7011362431477366
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,1,MTG,16,0.05441614850409435,0.43223049683922216,1.3144900718025028
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,2,DLPFC,16,0.0505012578068614,0.44045197140468006,1.4908468588134545
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,2,MTG,16,0.05972361962287451,0.4259019043886729,1.3797734167458988
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,3,DLPFC,16,0.055671042980276066,0.47113591571799923,1.5171027225462614
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,3,MTG,16,0.04630599352459756,0.4328776660129684,1.2702242646486022
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,4,DLPFC,16,0.050635440217179445,0.4538335627956628,1.5096261897996346
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,4,MTG,16,0.06656299792953405,0.43625691093303287,1.3861088658716647
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,5,DLPFC,16,0.03724137127768619,0.4265155290879112,1.4087495787196254
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,107,5,MTG,16,0.0339653384454372,0.39521408925633683,1.1683911214713905
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,1,DLPFC,16,0.03672968290171703,0.42944294246269377,1.513057699819449
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,1,MTG,16,0.04922402831125548,0.40640900271449343,1.2772480894968383
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,2,DLPFC,16,0.03454296573401022,0.41561364267057144,1.3380346418299065
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,2,MTG,16,0.04418930738495644,0.42284908969626456,1.2731402835019352
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,3,DLPFC,16,0.06087064110610739,0.49157637168764634,1.5658966296481829
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,3,MTG,16,0.07450299052990281,0.44441401435702876,1.419941627577248
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,4,DLPFC,16,0.07935883463196816,0.5213747988340292,1.6519203320913736
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,4,MTG,16,0.043960917738506806,0.4118997442615481,1.1981627202294332
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,5,DLPFC,16,0.05269191090835611,0.49286559083469333,1.5585522896378
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,211,5,MTG,16,0.04909685406191615,0.4369092164008984,1.350495019734604
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,1,DLPFC,16,0.06628808148186324,0.4822153698528581,1.5099111326483134
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,1,MTG,16,0.05492885007846518,0.4170772531325728,1.2156270235561257
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,2,DLPFC,16,0.06090265753258385,0.5340649210943187,1.6888823869417093
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,2,MTG,16,0.055681176952495484,0.46041523801689477,1.3620497956184248
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,3,DLPFC,16,0.06177514909211759,0.4962287172307538,1.6140387102300233
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,3,MTG,16,0.03612619824088407,0.3968556225161248,1.2386561893814392
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,4,DLPFC,16,0.04834284485659916,0.44390292638958684,1.535161574491534
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,4,MTG,16,0.048517648825618896,0.4088466972402218,1.2685453312589907
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,5,DLPFC,16,0.02688530231899506,0.3944614119221166,1.279467788715132
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,307,5,MTG,16,0.06572022392907405,0.4392862565244191,1.4341094007250783
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,1,DLPFC,16,0.07743791493591888,0.5283935606331366,1.650787749839666
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,1,MTG,16,0.056667983104286945,0.42273406424532917,1.3140360512248606
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,2,DLPFC,16,0.045341579552675676,0.45914415105111256,1.5303275574801876
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,2,MTG,16,0.04264354774325424,0.39853708692452794,1.2060054770333122
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,3,DLPFC,16,0.02718229029708727,0.41788493243989094,1.354814890690665
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,3,MTG,16,0.0527866778689423,0.4393077984561003,1.3571408431405545
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,4,DLPFC,16,0.06012957299062251,0.45631907975497743,1.5530968732724855
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,4,MTG,16,0.05114906009708871,0.43049234593308494,1.3222087584727737
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,5,DLPFC,16,0.05410267750585458,0.48913162261051646,1.5384345217437083
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,401,5,MTG,16,0.05772682921296547,0.4314097718711909,1.3195966106685573
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,1,DLPFC,16,0.05186707816500621,0.449797194474977,1.5352702498024704
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,1,MTG,16,0.04744180694164979,0.39002153263436634,1.2536793562140507
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,2,DLPFC,16,0.07991176256462976,0.5428392792798352,1.6541761189221584
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,2,MTG,16,0.054122487913456904,0.44808434565450905,1.3281139198961545
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,3,DLPFC,16,0.03543016676532142,0.41803774528278403,1.3852905834214546
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,3,MTG,16,0.05139368125664549,0.41043029136907355,1.2731144340754956
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,4,DLPFC,16,0.04760328112495143,0.4622245339536876,1.465656773174493
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,4,MTG,16,0.043712248270069226,0.41121197126607406,1.2268880134291922
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,5,DLPFC,16,0.04938174666225009,0.47797459349835014,1.5870678677061354
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,503,5,MTG,16,0.06430387364471626,0.46273292650621023,1.4371920169251657
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,1,DLPFC,16,0.0626548825975761,0.4880296195796744,1.623535494568288
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,1,MTG,16,0.06233518328724349,0.444537500189618,1.3930493853965593
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,2,DLPFC,16,0.08604051084178824,0.5772995585234839,1.8199911624127032
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,2,MTG,16,0.052087589228806866,0.4212739528078594,1.2945233265871023
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,3,DLPFC,16,0.025925151304070613,0.381343862675928,1.2105021316062885
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,3,MTG,16,0.04250336894916905,0.4150461771161556,1.2607387840987192
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,4,DLPFC,16,0.04010460593911519,0.43033064332870885,1.4863969797709313
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,4,MTG,16,0.05586786408342795,0.41404919990997485,1.3189027338828192
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,5,DLPFC,16,0.04946888459960876,0.47386966238183886,1.487035824668501
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,607,5,MTG,16,0.04818009247789032,0.42757423740662526,1.2517735105748589
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,1,DLPFC,16,0.06168900279126201,0.48917645840789914,1.556969727535898
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,1,MTG,16,0.04730112679559743,0.4139925560722547,1.2505519823731148
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,2,DLPFC,16,0.043546196470295256,0.4522538948828258,1.5245507219197734
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,2,MTG,16,0.045603325538150684,0.4429707171782806,1.3279929403227677
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,3,DLPFC,16,0.053985645641316735,0.5081980915214596,1.6403724392188908
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,3,MTG,16,0.059708881689524665,0.45685878593212886,1.4210369069705346
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,4,DLPFC,16,0.05156574723280316,0.4471139735587745,1.461317380380672
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,4,MTG,16,0.059356264465641156,0.4055207549031627,1.3068016610076891
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,5,DLPFC,16,0.05340744314648174,0.45413092811867495,1.4442513239714778
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,701,5,MTG,16,0.04900449953762373,0.40313825334440634,1.2126042498659522
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,1,DLPFC,16,0.029505411003192573,0.4457162795549551,1.3520485583136606
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,1,MTG,16,0.042391653181738084,0.431125329767911,1.2864853182034515
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,2,DLPFC,16,0.05154125987631352,0.476205231041238,1.590151927157811
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,2,MTG,16,0.06388106317076533,0.44028947877307445,1.3694113531858987
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,3,DLPFC,16,0.05649866519580277,0.44238850212251346,1.5314552660998402
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,3,MTG,16,0.04307947793074138,0.4028716651532445,1.2431970668585492
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,4,DLPFC,16,0.09552569432235178,0.5752797970850185,1.7643673729896305
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,4,MTG,16,0.07999722642076562,0.4677094771365854,1.4704733681016573
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,5,DLPFC,16,0.031123004884498248,0.4112835366859089,1.3894384684657697
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,809,5,MTG,16,0.03162467732252723,0.38048511659941786,1.149420634190502
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,1,DLPFC,16,0.04506154731527248,0.4424973632567924,1.511624152251037
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,1,MTG,16,0.05763878234313754,0.4252970333103362,1.3273789619353953
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,2,DLPFC,16,0.050354964470909695,0.5193488123951033,1.6140839164927816
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,2,MTG,16,0.045705969248897624,0.4371755695032552,1.2804993224259915
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,3,DLPFC,16,0.06167508887903855,0.4863941971976666,1.5034199060893678
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,3,MTG,16,0.05708130455473572,0.44169478310495336,1.3573569267276797
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,4,DLPFC,16,0.04483405168595081,0.41718956433763493,1.4142569255398656
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,4,MTG,16,0.055255986456646,0.43305388053094096,1.3629261025490453
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,5,DLPFC,16,0.06226838293098737,0.48544340930243673,1.5840766926536602
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,911,5,MTG,16,0.0452920554231208,0.3852598009807474,1.190826426901947
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,1,DLPFC,16,0.036393299438501094,0.43378614423297945,1.3653570734470164
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,1,MTG,16,0.0471355265668648,0.40926371622785485,1.2617231733723642
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,DLPFC,16,0.05029853983641738,0.4582234271175174,1.4924671856362772
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,2,MTG,16,0.059695406766123935,0.4336477630420492,1.33108987392092
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,DLPFC,16,0.07290456886188236,0.547407870705902,1.738411929071618
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,3,MTG,16,0.05429470664142311,0.4512987446597756,1.323276236365548
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,DLPFC,16,0.056726476700463095,0.47223480373918336,1.5709665054978386
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,4,MTG,16,0.07149650522866996,0.46276015536222104,1.464701367842912
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,DLPFC,16,0.047871150444894976,0.43922110069405185,1.4602588993739616
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,8,1009,5,MTG,16,0.028351952823455876,0.36551068813833254,1.1381970890383146
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,DLPFC,16,0.0701449230001558,0.5589363674833807,1.7011362431477366
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,1,MTG,16,0.05441614850409435,0.43223049683922216,1.3144900718025028
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,DLPFC,16,0.0505012578068614,0.44045197140468006,1.4908468588134545
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,2,MTG,16,0.05972361962287451,0.4259019043886729,1.3797734167458988
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,DLPFC,16,0.055671042980276066,0.47113591571799923,1.5171027225462614
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,3,MTG,16,0.04630599352459756,0.4328776660129684,1.2702242646486022
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,DLPFC,16,0.050635440217179445,0.4538335627956628,1.5096261897996346
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,4,MTG,16,0.06656299792953405,0.43625691093303287,1.3861088658716647
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,DLPFC,16,0.03724137127768619,0.4265155290879112,1.4087495787196254
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,107,5,MTG,16,0.0339653384454372,0.39521408925633683,1.1683911214713905
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,DLPFC,16,0.03672968290171703,0.42944294246269377,1.513057699819449
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,1,MTG,16,0.04922402831125548,0.40640900271449343,1.2772480894968383
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,DLPFC,16,0.03454296573401022,0.41561364267057144,1.3380346418299065
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,2,MTG,16,0.04418930738495644,0.42284908969626456,1.2731402835019352
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,DLPFC,16,0.06087064110610739,0.49157637168764634,1.5658966296481829
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,3,MTG,16,0.07450299052990281,0.44441401435702876,1.419941627577248
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,DLPFC,16,0.07935883463196816,0.5213747988340292,1.6519203320913736
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,4,MTG,16,0.043960917738506806,0.4118997442615481,1.1981627202294332
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,DLPFC,16,0.05269191090835611,0.49286559083469333,1.5585522896378
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,211,5,MTG,16,0.04909685406191615,0.4369092164008984,1.350495019734604
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,DLPFC,16,0.06628808148186324,0.4822153698528581,1.5099111326483134
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,1,MTG,16,0.05492885007846518,0.4170772531325728,1.2156270235561257
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,DLPFC,16,0.06090265753258385,0.5340649210943187,1.6888823869417093
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,2,MTG,16,0.055681176952495484,0.46041523801689477,1.3620497956184248
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,DLPFC,16,0.06177514909211759,0.4962287172307538,1.6140387102300233
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,3,MTG,16,0.03612619824088407,0.3968556225161248,1.2386561893814392
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,DLPFC,16,0.04834284485659916,0.44390292638958684,1.535161574491534
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,4,MTG,16,0.048517648825618896,0.4088466972402218,1.2685453312589907
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,5,DLPFC,16,0.02688530231899506,0.3944614119221166,1.279467788715132
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,307,5,MTG,16,0.06572022392907405,0.4392862565244191,1.4341094007250783
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,1,DLPFC,16,0.07743791493591888,0.5283935606331366,1.650787749839666
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,1,MTG,16,0.056667983104286945,0.42273406424532917,1.3140360512248606
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,2,DLPFC,16,0.045341579552675676,0.45914415105111256,1.5303275574801876
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,2,MTG,16,0.04264354774325424,0.39853708692452794,1.2060054770333122
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,3,DLPFC,16,0.02718229029708727,0.41788493243989094,1.354814890690665
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,3,MTG,16,0.0527866778689423,0.4393077984561003,1.3571408431405545
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,4,DLPFC,16,0.06012957299062251,0.45631907975497743,1.5530968732724855
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,4,MTG,16,0.05114906009708871,0.43049234593308494,1.3222087584727737
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,5,DLPFC,16,0.05410267750585458,0.48913162261051646,1.5384345217437083
stage62_primary,mtg_programming_plus_dlpfc_state_modules_full,16,401,5,MTG,16,0.05772682921296547,0.4314097718711909,1.3195966106685573
