tf,target_gene,motif_support_class,n_supported_motifs,n_direct_supported_motifs,n_unique_query_peaks,n_unique_screen_regions,n_evidence_rows,max_motif_NES,max_motif_AUC,min_abs_distance_to_tss,peak_gene_classes,validated_regulation,validated_grn_claim,causal_validation_pass,therapeutic_target_claim,edge_edge_type,edge_n_samples,edge_spearman_rho,edge_spearman_pvalue,edge_bootstrap_median_rho,edge_bootstrap_sd_rho,edge_bootstrap_sign_stability,edge_tf_mean_microglia_expressed_fraction,edge_target_mean_microglia_expressed_fraction,edge_atac_peak_support_status,edge_motif_support_status,edge_edge_candidate_pass,edge_claim_language,edge_stage75f_role,edge_selection_purpose,regulator_role,evidence_tier,stage75_integrated_gate,candidate_coactivity_sign,predicted_response_sign_from_coactivity,edge_sign_rule,direction_confidence_basis,relevant_state_association,desired_tf_change,future_simulation_directions_to_preserve,expected_target_expression_direction,direction_resolved,unresolved_reason,tf_present_in_jepa_feature_space,target_present_in_jepa_feature_space,edge_feature_status,included_in_perturbation_graph_candidate
ELF1,GPX4,direct,8,1,2,4,15,5.138000835504443,0.0201401950612792,667.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.2033023735810113,0.4184467334719628,0.2196137678209512,0.2334225159426854,0.755,0.6193480739287138,0.0798697074678661,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,HLA-DPA1,extended_only,4,0,1,3,5,5.138000835504443,0.0201401950612792,32.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.47781217750258,0.044912151188224,0.4890287471283444,0.1918518559542056,0.995,0.6193480739287138,0.1717543696726001,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,HLA-DRA,extended_only,1,0,1,1,1,3.0622228015189235,0.0134158863885651,2285.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.5128998968008256,0.0295065537220993,0.5039157940663177,0.1729846536801878,0.995,0.6193480739287138,0.2730300774814262,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,HLA-DRB1,extended_only,1,0,1,1,1,5.020747808680946,0.0197603637246611,19.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.2262896752149309,0.3665609150851241,0.2144470482125058,0.2211997133696675,0.8,0.6193480739287138,0.123035642086263,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,HMOX1,extended_only,2,0,1,2,4,3.546743325186361,0.0149854499478968,628.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.6780185758513931,0.0019851971899574,0.6777901009046625,0.1940632151355817,0.995,0.6193480739287138,0.1414568989587875,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,IRF8,extended_only,1,0,1,1,1,5.020747808680946,0.0197603637246611,139.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.281733746130031,0.2573753757323144,0.2833328450473149,0.2446169814634877,0.82,0.6193480739287138,0.3227524558446593,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,LAMP2,extended_only,3,0,2,2,3,3.546743325186361,0.0149854499478968,603.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7894736842105263,9.781072774060512e-05,0.7998978780125987,0.1235458064111242,1.0,0.6193480739287138,0.2076638731827125,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,LAPTM5,extended_only,7,0,6,9,18,5.138000835504443,0.0201401950612792,494.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7956656346749225,7.866871839732892e-05,0.7813471502590673,0.1166191231356151,1.0,0.6193480739287138,0.4685638507440458,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,NFKBIA,direct,9,1,2,8,21,5.138000835504443,0.0201401950612792,2108.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.6202270381836945,0.0060320028471711,0.6045911703239291,0.2211700513515807,0.985,0.6193480739287138,0.1697273424971324,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,NPC2,extended_only,1,0,2,2,2,5.020747808680946,0.0197603637246611,7659.0,proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7378740970072238,0.000473056695909,0.7411649656647954,0.1360511316575549,1.0,0.6193480739287138,0.1447361577597331,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,PRDX1,direct,5,1,1,1,5,5.138000835504443,0.0201401950612792,1259.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.760577915376677,0.0002479065453786,0.753913738453425,0.172527711037613,1.0,0.6193480739287138,0.0546293123458819,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,PSAP,extended_only,4,0,1,2,4,5.138000835504443,0.0201401950612792,1.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.6904024767801857,0.0015160249841227,0.6969375114452835,0.1652824514586033,1.0,0.6193480739287138,0.5064787733429853,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,TREM2,extended_only,3,0,1,1,3,5.020747808680946,0.0197603637246611,1060.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.5108359133126935,0.030279746991203,0.5033840690774998,0.1939625592841884,0.985,0.6193480739287138,0.0996344970777081,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,TXNIP,direct,9,1,3,7,17,5.138000835504443,0.0201401950612792,183.0,promoter_proximal;proximal_100kb,False,False,False,False,microglia_snrna_sample_coactivity,18,0.587203302373581,0.0104025577271519,0.6102393028931463,0.1996381318522651,0.98,0.6193480739287138,0.323668540357396,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
ELF1,TYROBP,extended_only,3,0,2,2,3,5.138000835504443,0.0201401950612792,4.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7027863777089782,0.0011427190651563,0.706860706860707,0.1321964418106467,1.0,0.6193480739287138,0.2139253183743898,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,AIF1,direct,1,1,1,1,1,5.5182584919817295,0.0213336881019476,14.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.4241486068111454,0.0793889023946049,0.4074837672336383,0.2216826432889708,0.945,0.3132576831893714,0.0973237673815291,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,False,missing_target_feature,False
SPI1,B2M,direct,3,3,1,2,5,5.5182584919817295,0.0213336881019476,451.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7275541795665634,0.0006215020932519,0.7249975314643353,0.1261576268114952,1.0,0.3132576831893714,0.4198560082588934,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
SPI1,C1QC,direct,1,1,1,1,1,5.5182584919817295,0.0213336881019476,222.0,promoter_proximal,False,False,False,False,microglia_snrna_sample_coactivity,18,0.7585139318885449,0.0002636461295907,0.7322244556330427,0.0960601338979791,1.0,0.3132576831893714,0.2888782096876465,not_gene_mappable_from_processed_peak_matrix,not_available,True,candidate TF-target coactivity edge; not validated regulation,descriptive_secondary_hypothesis,stage75f_batching_not_candidate_selection,descriptive_secondary_hypothesis,Tier A,advance_supported,positive,positive,"sign(edge_bootstrap_median_rho); coactivity only, not activation/repression",passes_existing_stage72b_abs_rho_and_sign_stability_thresholds,absent_tf_level_state_association_evidence,unresolved,up_and_down_preserved_for_future_simulation,unresolved_without_desired_tf_change,False,No existing TF-level rare-high/background or disease-state association result was found for assigning desired_tf_change; coactivity sign is retained only as predicted_response_sign_from_coactivity.,True,True,usable_signed_edge_feature_present,True
