condition,target,target_key,target_alias,target_context,n_donors,pooled_oof_spearman,pooled_oof_pearson,r2,mae,rmse
target_aware_real_graph_aux_weight_0_025_ridge,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.016624481117748304,-0.0430193978028557,-0.09298971814383616,0.3591567123643187,0.4595869119659023
target_aware_real_graph_aux_weight_0_025_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.45110863622557457,0.4724409660054117,0.2096478428738887,0.3897210391527046,0.48613098690800305
target_aware_real_graph_aux_weight_0_05_ridge,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,amyloid_context,84,0.3349600080996254,0.3157844797577652,0.09942517084619662,0.5909116837953784,0.695540518128609
target_aware_real_graph_aux_weight_0_05_ridge,AT8,AT8,percent AT8 positive area_Grey matter,neuronal_tau_context,84,0.5134150045560393,0.6492224658319147,0.40732260117662733,0.35818116687546747,0.44655298416321915
target_aware_real_graph_aux_weight_0_05_ridge,GFAP,GFAP,percent GFAP positive area_Grey matter,glial_context,84,0.30221727245114915,0.27895686430355937,0.07762959440838335,0.4963101383365052,0.5980141376022101
target_aware_real_graph_aux_weight_0_05_ridge,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.015267793864533767,-0.04312009597523804,-0.09308227727488516,0.3591418432037383,0.4596063714649025
target_aware_real_graph_aux_weight_0_05_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.44999493773412974,0.47245860563909076,0.209660427879777,0.389790293948714,0.4861271164904732
target_aware_real_graph_aux_weight_0_1_ridge,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,amyloid_context,84,0.33325908676723703,0.31422390358015484,0.09850512613405915,0.5910690123101338,0.6958957162741126
target_aware_real_graph_aux_weight_0_1_ridge,AT8,AT8,percent AT8 positive area_Grey matter,neuronal_tau_context,84,0.5158043940467754,0.6347615450698206,0.3855655746646838,0.36323749081026463,0.4546755313324
target_aware_real_graph_aux_weight_0_1_ridge,GFAP,GFAP,percent GFAP positive area_Grey matter,glial_context,84,0.2932064392021869,0.24648437126094733,0.05404858141907942,0.5019728224451059,0.6056102089611844
target_aware_real_graph_aux_weight_0_1_ridge,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.016077756403766325,-0.043526212091395663,-0.09346570179013702,0.3590842847363526,0.4596869733110956
target_aware_real_graph_aux_weight_0_1_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.45193884782828797,0.4725618035011223,0.20974638325312533,0.3900237756759154,0.48610068078141644
target_aware_strict_shuffled_graph_aux_weight_0_01_ridge,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,amyloid_context,84,0.3339070567986231,0.31632168814192374,0.09974161463761944,0.5908584397790912,0.6954183079526504
target_aware_strict_shuffled_graph_aux_weight_0_01_ridge,AT8,AT8,percent AT8 positive area_Grey matter,neuronal_tau_context,84,0.52935101751544,0.6621744226848907,0.42778911998152835,0.3515063474356704,0.4387749935300278
target_aware_strict_shuffled_graph_aux_weight_0_01_ridge,GFAP,GFAP,percent GFAP positive area_Grey matter,glial_context,84,0.30235901589551484,0.2787609688229011,0.0775184971454792,0.4963355366214876,0.5980501511890607
target_aware_strict_shuffled_graph_aux_weight_0_01_ridge,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.015166548547129696,-0.04298669529134594,-0.09296119459766294,0.3591598764128572,0.4595809150503716
target_aware_strict_shuffled_graph_aux_weight_0_01_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.4519590968917688,0.47242463644631405,0.20962897395510915,0.38970656264412296,0.48613678983476066
target_aware_strict_shuffled_graph_aux_weight_0_025_ridge,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,amyloid_context,84,0.3339070567986231,0.3161636634130095,0.09964785209451099,0.5908878662008619,0.6954545211623582
target_aware_strict_shuffled_graph_aux_weight_0_025_ridge,AT8,AT8,percent AT8 positive area_Grey matter,neuronal_tau_context,84,0.5159663865546218,0.6577799333074238,0.4209835878831375,0.35349090257776666,0.44137654402898063
target_aware_strict_shuffled_graph_aux_weight_0_025_ridge,GFAP,GFAP,percent GFAP positive area_Grey matter,glial_context,84,0.3027032499746887,0.27871012070776907,0.0774888858481998,0.4963456511751406,0.5980597497006022
target_aware_strict_shuffled_graph_aux_weight_0_025_ridge,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.015510782626303534,-0.04299085549964754,-0.09297193916029878,0.3591502577165115,0.459583174043562
target_aware_strict_shuffled_graph_aux_weight_0_025_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.45104788903513215,0.4723661866537714,0.20954821151427105,0.3897568745394731,0.4861616266452708
target_aware_strict_shuffled_graph_aux_weight_0_05_ridge,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,amyloid_context,84,0.33694441632074523,0.31561613023381413,0.09932304879989029,0.5909892888808036,0.6955799529457811
target_aware_strict_shuffled_graph_aux_weight_0_05_ridge,AT8,AT8,percent AT8 positive area_Grey matter,neuronal_tau_context,84,0.5076237724005265,0.6537773134177676,0.4151235184074389,0.35587844705631055,0.4436044478990556
target_aware_strict_shuffled_graph_aux_weight_0_05_ridge,GFAP,GFAP,percent GFAP positive area_Grey matter,glial_context,84,0.30294623873645843,0.27852826772958356,0.07738288141436644,0.4963815942607318,0.5980941098091599
target_aware_strict_shuffled_graph_aux_weight_0_05_ridge,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.015267793864533767,-0.04300610282585996,-0.09301167905467045,0.35911616925090956,0.4595915290708618
target_aware_strict_shuffled_graph_aux_weight_0_05_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.45078465120988165,0.4721674290419626,0.2092729670769804,0.3899283182834665,0.48624626282327843
target_aware_strict_shuffled_graph_aux_weight_0_1_ridge,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,amyloid_context,84,0.33441328338564347,0.31365381202162124,0.09815958624549292,0.5913462733952523,0.6960290707156037
target_aware_strict_shuffled_graph_aux_weight_0_1_ridge,AT8,AT8,percent AT8 positive area_Grey matter,neuronal_tau_context,84,0.5156828996658905,0.649282694437846,0.4118194502687966,0.3547596336864294,0.44485568230304673
target_aware_strict_shuffled_graph_aux_weight_0_1_ridge,GFAP,GFAP,percent GFAP positive area_Grey matter,glial_context,84,0.2895008605851979,0.24273470071681622,0.05160875101059359,0.5027767822525422,0.6063907113426745
target_aware_strict_shuffled_graph_aux_weight_0_1_ridge,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.01715095676824947,-0.04307304818984485,-0.09319116117204951,0.3589838388149574,0.45962926200468734
target_aware_strict_shuffled_graph_aux_weight_0_1_ridge,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.45074415308292,0.4715044441220301,0.20834762847453636,0.390506416670194,0.48653069149500616
stage27c_module_pca_ridge_reference,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,amyloid_context,84,0.3347372684013365,0.3163520312175891,0.09975961956193147,0.5908527814398361,0.6954113538288077
stage27c_module_pca_ridge_reference,AT8,AT8,percent AT8 positive area_Grey matter,neuronal_tau_context,84,0.5284398096588033,0.6623974952216051,0.4280899577385401,0.35143710200981665,0.4386596361996292
stage27c_module_pca_ridge_reference,GFAP,GFAP,percent GFAP positive area_Grey matter,glial_context,84,0.30229826870507237,0.27877065050186,0.07752413383312962,0.4963336075201987,0.5980483240374914
stage27c_module_pca_ridge_reference,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.016077756403766325,-0.042985908308886815,-0.09295916718496233,0.359161712235905,0.459580488795249
stage27c_module_pca_ridge_reference,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.4519590968917688,0.47243591481850106,0.20964454842080216,0.3896968592871398,0.4861320000855132
stage31_weak_residual_real_graph_alpha_0_05_reference,6e10/Aβ,6e10/A_beta,percent 6e10 positive area_Grey matter,amyloid_context,84,0.33204414295838813,0.31600256353109796,0.09956542131218349,0.5909258480482622,0.6954863562328477
stage31_weak_residual_real_graph_alpha_0_05_reference,AT8,AT8,percent AT8 positive area_Grey matter,neuronal_tau_context,84,0.528136073706591,0.6617975636541716,0.42724710747546824,0.3517552984063907,0.438982753685565
stage31_weak_residual_real_graph_alpha_0_05_reference,GFAP,GFAP,percent GFAP positive area_Grey matter,glial_context,84,0.3040194391009416,0.2792586796340217,0.07779071941605731,0.4962670874882245,0.5979619030333984
stage31_weak_residual_real_graph_alpha_0_05_reference,Iba1,Iba1,percent Iba1 positive area_Grey matter,glial_context,84,0.01565252607066923,-0.04353202637769836,-0.09365891323555298,0.3592720457767519,0.459727584032288
stage31_weak_residual_real_graph_alpha_0_05_reference,NeuN,NeuN,percent NeuN positive area_Grey matter,neuronal_tau_context,84,0.45199959501873044,0.4717509978896238,0.20883927819315518,0.3894818570209831,0.4863795899279116
