control_graph_id,control_type,seed,scenario_id,regulator,direction,magnitude,donor_id,n_cells,mean_euclidean_displacement,median_euclidean_displacement,max_euclidean_displacement,mean_cosine_similarity,mean_target_only_l1_delta_norm,mean_target_only_l2_delta_norm,mean_clipping_fraction,mean_movement_toward_centroid__lymphocyte,mean_movement_toward_centroid__micro_pvm_1,mean_movement_toward_centroid__micro_pvm_2,mean_movement_toward_centroid__micro_pvm_2_1_seaad,mean_movement_toward_centroid__micro_pvm_2_3_seaad,mean_movement_toward_centroid__micro_pvm_3_seaad,mean_movement_toward_centroid__micro_pvm_4_seaad,mean_movement_toward_centroid__monocyte
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_down_0p25,ELF1,down,0.25,H20.33.002,4,0.0004403000639285892,0.00044104852713644505,0.0004870819393545389,0.9999998956918716,0.05960108686997451,0.027182572068747225,0.7604166666666667,2.298504114151001e-05,-6.13778829574585e-05,-2.4557113647460938e-05,-2.6628375053405762e-05,-6.22868537902832e-06,-4.819035530090332e-05,-4.963576793670654e-05,-2.52649188041687e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_down_0p25,ELF1,down,0.25,H20.33.004,4,0.0003631938961916603,0.0004487121623242274,0.0004873336583841592,0.9999999552965164,0.05201002746232947,0.024697154831723044,0.7708333333333333,-1.7277896404266357e-05,-4.64320182800293e-05,-3.17990779876709e-05,-3.409385681152344e-05,-2.086162567138672e-05,-4.623830318450928e-05,-4.857778549194336e-05,-3.680586814880371e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p10,ELF1,up,0.1,H18.30.001,1,0.00015465353499166667,0.00015465353499166667,0.00015465353499166667,1.0,0.10000000000000048,0.021950817714523656,0.0,-1.7881393432617188e-05,2.086162567138672e-05,3.147125244140625e-05,1.621246337890625e-05,1.800060272216797e-05,2.6464462280273438e-05,1.2516975402832031e-05,2.384185791015625e-07
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p10,ELF1,up,0.1,H18.30.002,5,0.0003500681952573359,0.0003257736098021269,0.0004749169747810811,1.0,0.10000000000000006,0.02195081771452356,0.0,-3.0493736267089845e-05,2.828240394592285e-05,2.6971101760864258e-05,-5.984306335449219e-06,-4.315376281738282e-06,2.1529197692871093e-05,1.4257431030273437e-05,7.319450378417969e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p10,ELF1,up,0.1,H19.33.004,11,0.00024369443814397198,0.0002217751753050834,0.00038157071685418487,1.0000000216744163,0.09999999999999996,0.021950817714523566,0.0,-2.6057389649477873e-05,5.4700808091597125e-05,4.369020462036133e-05,2.576004375110973e-05,2.3457137021151457e-05,5.1140785217285156e-05,4.846128550442782e-05,5.028464577414773e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p10,ELF1,up,0.1,H20.33.001,7,0.00022539636328084662,0.00022089893172960728,0.0002676881558727473,1.0000000255448478,0.10000000000000005,0.02195081771452358,0.0,3.563506262642997e-05,5.2068914685930524e-05,2.9478754316057477e-05,1.908200127737863e-05,1.175062997000558e-05,4.09313610621861e-05,4.94037355695452e-05,6.297656467982701e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p10,ELF1,up,0.1,H20.33.002,4,0.00021882259170524776,0.00021821365226060152,0.00023627126938663423,0.9999999850988388,0.09999999999999996,0.021950817714523556,0.0,2.2813677787780762e-05,5.544722080230713e-05,3.483891487121582e-05,2.6628375053405762e-05,1.7583370208740234e-05,4.591047763824463e-05,4.887580871582031e-05,6.464123725891113e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p10,ELF1,up,0.1,H20.33.004,4,0.0002407059000688605,0.0002507427634554915,0.00026558293029665947,1.0000000447034836,0.09999999999999992,0.02195081771452356,0.0,-2.7881935238838196e-05,6.303191184997559e-05,5.8025121688842773e-05,4.602968692779541e-05,4.1365623474121094e-05,6.45369291305542e-05,6.303191184997559e-05,6.987899541854858e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p25,ELF1,up,0.25,H18.30.001,1,0.0003866838524118066,0.0003866838524118066,0.0003866838524118066,0.9999998807907104,0.24999999999999992,0.05487704428630892,0.0,-4.482269287109375e-05,5.1856040954589844e-05,7.87973403930664e-05,4.029273986816406e-05,4.506111145019531e-05,6.639957427978516e-05,3.123283386230469e-05,7.152557373046875e-07
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p25,ELF1,up,0.25,H18.30.002,5,0.0008749582921154797,0.0008142719743773341,0.0011872983304783702,0.9999996542930603,0.24999999999999983,0.05487704428630892,0.0,-7.630586624145508e-05,7.061958312988281e-05,6.740689277648926e-05,-1.494884490966797e-05,-1.0669231414794922e-05,5.3822994232177734e-05,3.5691261291503904e-05,1.817941665649414e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p25,ELF1,up,0.25,H19.33.004,11,0.0006092969825575975,0.0005544727900996804,0.0009540519095025957,0.9999998536976901,0.25000000000000006,0.054877044286308956,0.0,-6.559423424980857e-05,0.0001368305899880149,0.00010940703478726473,6.453557447953658e-05,5.8824365789240055e-05,0.0001279549165205522,0.0001211437312039462,0.00012561949816617098
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p25,ELF1,up,0.25,H20.33.001,7,0.0005635369369494063,0.0005522276624105871,0.000669243629090488,0.9999999063355582,0.2500000000000001,0.05487704428630896,0.0,8.862146309443883e-05,0.00013020208903721401,7.377352033342634e-05,4.7845499856131415e-05,2.9546873910086496e-05,0.00010246038436889648,0.0001236030033656529,0.00015739032200404575
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p25,ELF1,up,0.25,H20.33.002,4,0.0005471316108014435,0.0005455699865706265,0.000590806535910815,0.9999998509883881,0.25000000000000017,0.054877044286308976,0.0,5.647540092468262e-05,0.00013874471187591553,8.726119995117188e-05,6.67572021484375e-05,4.41819429397583e-05,0.00011497735977172852,0.00012226402759552002,0.00016161799430847168
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,ELF1_up_0p25,ELF1,up,0.25,H20.33.004,4,0.0006019202119205147,0.0006270688609220088,0.0006641097133979201,0.9999998360872269,0.2500000000000002,0.05487704428630898,0.0,-7.036887109279633e-05,0.00015766918659210205,0.00014528632164001465,0.00011526048183441162,0.0001035928726196289,0.00016145408153533936,0.0001576542854309082,0.000174693763256073
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p10,SPI1,down,0.1,H18.30.001,1,0.00010344795737182721,0.00010344795737182721,0.00010344795737182721,1.0,0.04837768957446498,0.018634490877643996,0.4666666666666667,5.841255187988281e-06,-8.463859558105469e-06,-1.9788742065429688e-05,-1.9073486328125e-05,-2.300739288330078e-05,-1.7404556274414062e-05,-1.239776611328125e-05,-3.4570693969726562e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p10,SPI1,down,0.1,H18.30.002,5,0.0001623220829060301,0.00011193412501597777,0.0005164631875231862,0.9999999761581421,0.036265394499918766,0.015875803271529244,0.6533333333333333,2.7179718017578126e-06,-9.822845458984376e-06,-6.35981559753418e-06,-4.065036773681641e-06,-1.3506412506103515e-05,-6.04391098022461e-06,-8.738040924072265e-06,-1.8167495727539063e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p10,SPI1,down,0.1,H19.33.004,11,9.075475314933679e-05,5.20659850735683e-05,0.0004137011419516057,1.0000000162558123,0.03319767920807679,0.015508466295457867,0.6909090909090909,6.056644699790261e-06,-5.001371557062322e-06,-4.882162267511541e-06,-6.719069047407671e-07,-2.785162492231889e-06,-5.884604020552202e-06,-1.6770579598166726e-06,-1.1790882457386363e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p10,SPI1,down,0.1,H20.33.001,7,3.0540249619142355e-05,3.4346867323620245e-05,4.447250466910191e-05,1.000000102179391,0.016223082887489953,0.010860332323735167,0.8571428571428571,-1.925442899976458e-06,2.8184482029506138e-06,4.61510249546596e-06,8.940696716308594e-06,8.608613695417131e-06,5.057879856654576e-06,4.947185516357422e-06,1.6178403581891742e-07
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p10,SPI1,down,0.1,H20.33.002,4,4.181786243862007e-05,3.8731979657313786e-05,5.173682438908145e-05,1.0000000149011612,0.027278729276461022,0.01448269560465315,0.7666666666666666,-1.231953501701355e-05,4.693865776062012e-06,7.599592208862305e-06,1.2680888175964355e-05,1.2308359146118164e-05,8.031725883483887e-06,6.258487701416016e-06,-2.0489096641540527e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p10,SPI1,down,0.1,H20.33.004,4,4.7157707740552723e-05,4.1250708818552084e-05,6.704407132929191e-05,1.0000000596046448,0.030050391834978485,0.01500719940562134,0.7333333333333334,9.929761290550232e-06,4.470348358154297e-07,5.960464477539062e-07,7.68899917602539e-06,5.4836273193359375e-06,1.6838312149047852e-06,1.4901161193847656e-06,-2.302229404449463e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p25,SPI1,down,0.25,H18.30.001,1,0.00025865097995847464,0.00025865097995847464,0.00025865097995847464,1.0,0.12094422393616133,0.046586227194109646,0.4666666666666667,1.4662742614746094e-05,-2.1457672119140625e-05,-4.947185516357422e-05,-4.780292510986328e-05,-5.733966827392578e-05,-4.3392181396484375e-05,-3.0994415283203125e-05,-8.58306884765625e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p25,SPI1,down,0.25,H18.30.002,5,0.0004058053440530784,0.00027986601344309747,0.001291085733100772,0.9999998927116394,0.09066348624979641,0.03968950817882294,0.6533333333333333,6.771087646484375e-06,-2.4616718292236328e-05,-1.609921455383301e-05,-1.0287761688232422e-05,-3.3915042877197266e-05,-1.5223026275634766e-05,-2.193450927734375e-05,-4.5466423034667966e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p25,SPI1,down,0.25,H19.33.004,11,0.00022686066883827814,0.0001301914599025622,0.0010339568834751844,0.9999999891627919,0.08299419802019155,0.038771165738644454,0.6909090909090909,1.5112486752596768e-05,-1.250613819469105e-05,-1.2132254513827236e-05,-1.712278886274858e-06,-6.941231814297763e-06,-1.4733184467662465e-05,-4.221092570911754e-06,-2.9463659633289684e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p25,SPI1,down,0.25,H20.33.001,7,7.631420157849789e-05,8.581740985391662e-05,0.00011114750668639317,1.000000034059797,0.04055770721872452,0.027150830809337695,0.8571428571428571,-4.82159001486642e-06,6.939683641706194e-06,1.1495181492396764e-05,2.2283622196742465e-05,2.144064222063337e-05,1.2576580047607422e-05,1.236370631626674e-05,3.363404955182757e-07
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p25,SPI1,down,0.25,H20.33.002,4,0.00010451709931658115,9.680159200797789e-05,0.00012928183423355222,1.0000000298023224,0.06819682319115189,0.03620673901163252,0.7666666666666666,-3.083236515522003e-05,1.1682510375976562e-05,1.8805265426635742e-05,3.166496753692627e-05,3.0666589736938477e-05,2.002716064453125e-05,1.55717134475708e-05,-5.1781535148620605e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_down_0p25,SPI1,down,0.25,H20.33.004,4,0.00011787983203248587,0.00010307371121598408,0.0001676066021900624,1.0000000447034836,0.07512597958744605,0.03751799851405324,0.7333333333333334,2.481602132320404e-05,1.1175870895385742e-06,1.6093254089355469e-06,1.926720142364502e-05,1.3753771781921387e-05,4.187226295471191e-06,3.7848949432373047e-06,-5.6996941566467285e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p10,SPI1,up,0.1,H18.30.001,1,0.00013629949535243213,0.00013629949535243213,0.00013629949535243213,0.9999999403953552,0.1000000000000003,0.02716873670877391,0.0,-1.6689300537109375e-05,2.086162567138672e-05,3.516674041748047e-05,2.491474151611328e-05,3.170967102050781e-05,3.0279159545898438e-05,2.002716064453125e-05,3.5762786865234375e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p10,SPI1,up,0.1,H18.30.002,5,0.0005130950768943876,0.00048257826711051166,0.0006290474557317793,0.9999998927116394,0.10000000000000017,0.027168736708773893,0.0,3.832578659057617e-05,9.809136390686035e-05,9.62376594543457e-05,0.00010961294174194336,0.0001157522201538086,9.5367431640625e-05,8.58306884765625e-05,0.00013031959533691407
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p10,SPI1,up,0.1,H19.33.004,11,0.00033841907332481986,0.0003028042265214026,0.000514398911036551,1.0,0.10000000000000017,0.027168736708773896,0.0,-4.192848097194325e-05,5.272301760586825e-05,5.2267854863947086e-05,5.340034311467951e-05,6.471980701793323e-05,5.52589243108576e-05,3.972378644076261e-05,0.00011610442941839045
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p10,SPI1,up,0.1,H20.33.001,7,0.00030224862192491334,0.0002956296957563609,0.00036399057717062533,0.9999999744551522,0.10000000000000016,0.02716873670877389,0.0,0.00010305323771068029,5.6607382638113836e-05,4.332406180245536e-05,5.835294723510742e-05,5.985157830374581e-05,5.288634981427874e-05,5.2230698721749445e-05,0.00014472007751464844
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p10,SPI1,up,0.1,H20.33.002,4,0.0002999673451995477,0.00029472341702785343,0.0003337603120598942,1.0,0.10000000000000021,0.027168736708773907,0.0,7.428973913192749e-05,5.036592483520508e-05,4.589557647705078e-05,6.00963830947876e-05,6.192922592163086e-05,5.291402339935303e-05,5.08427619934082e-05,0.0001389831304550171
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p10,SPI1,up,0.1,H20.33.004,4,0.00033279600756941363,0.0003502800245769322,0.0003682261158246547,0.9999999552965164,0.10000000000000017,0.0271687367087739,0.0,-4.3878331780433655e-05,6.590783596038818e-05,5.900859832763672e-05,6.0558319091796875e-05,6.841123104095459e-05,6.332993507385254e-05,4.926323890686035e-05,0.00013753771781921387
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p25,SPI1,up,0.25,H18.30.001,1,0.00034045142820104957,0.00034045142820104957,0.00034045142820104957,1.0,0.2499999999999996,0.06792184177193454,0.0,-4.172325134277344e-05,5.161762237548828e-05,8.785724639892578e-05,6.222724914550781e-05,7.927417755126953e-05,7.545948028564453e-05,5.0067901611328125e-05,8.821487426757812e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p25,SPI1,up,0.25,H18.30.002,5,0.0012829379877075553,0.0012065625051036477,0.0015733723994344473,0.9999991893768311,0.24999999999999983,0.06792184177193458,0.0,9.59157943725586e-05,0.0002450704574584961,0.00024036765098571776,0.0002737879753112793,0.000289309024810791,0.0002382040023803711,0.00021448135375976563,0.0003258109092712402
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p25,SPI1,up,0.25,H19.33.004,11,0.000846165232360363,0.0007569597801193595,0.0012863089796155691,0.9999996586279436,0.25000000000000006,0.06792184177193462,0.0,-0.00010561333461241288,0.00013178586959838867,0.0001307346604087136,0.0001334602182561701,0.000161853703585538,0.00013812563636086205,9.91523265838623e-05,0.00029004703868519175
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p25,SPI1,up,0.25,H20.33.001,7,0.0007557290207062449,0.0007391733815893531,0.0009102013427764177,0.9999997615814209,0.25,0.06792184177193462,0.0,0.00025686834539685933,0.00014161212103707449,0.00010846342359270369,0.0001459547451564244,0.00014975241252354214,0.0001322967665536063,0.0001306704112461635,0.0003617405891418457
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p25,SPI1,up,0.25,H20.33.002,4,0.0007499767380068079,0.0007368093065451831,0.0008345651440322399,0.9999997317790985,0.2499999999999999,0.06792184177193458,0.0,0.00018461421132087708,0.00012601912021636963,0.00011494755744934082,0.00015041232109069824,0.00015501677989959717,0.00013238191604614258,0.0001271367073059082,0.00034737586975097656
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,SPI1_up_0p25,SPI1,up,0.25,H20.33.004,4,0.0008321934146806598,0.0008759342599660158,0.0009208672563545406,0.9999996572732925,0.2500000000000002,0.06792184177193468,0.0,-0.00011103600263595581,0.00016477704048156738,0.00014764070510864258,0.00015147030353546143,0.00017113983631134033,0.00015839934349060059,0.00012308359146118164,0.0003437623381614685
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p10,STAT1,down,0.1,H18.30.001,1,3.9222955820150673e-05,3.9222955820150673e-05,3.9222955820150673e-05,1.0,0.0377578769104118,0.014136162564875092,0.5294117647058824,6.794929504394531e-06,-2.1457672119140625e-06,-7.152557373046875e-06,-2.384185791015625e-07,-1.430511474609375e-06,-4.172325134277344e-06,-7.152557373046875e-07,3.933906555175781e-06
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p10,STAT1,down,0.1,H18.30.002,5,0.00019675091971294023,0.00016548448184039444,0.00041387579403817654,1.000000011920929,0.04933259101181085,0.01810535007563197,0.49411764705882355,-2.3245811462402344e-06,-2.4026632308959962e-05,-1.2612342834472656e-05,2.300739288330078e-06,-1.3113021850585938e-06,-1.2874603271484375e-05,-2.263784408569336e-05,-2.3102760314941408e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p10,STAT1,down,0.1,H19.33.004,11,8.952035948988686e-05,4.037163307657465e-05,0.0003356840752530843,1.0000000433488325,0.02848473821726042,0.013242449621795238,0.6951871657754011,1.529536463997581e-05,-1.9431114196777344e-05,-9.152022275057705e-06,-5.147673866965554e-06,5.4186040704900566e-08,-1.0907649993896484e-05,-4.4378367337313565e-06,-1.726367256858132e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p10,STAT1,down,0.1,H20.33.001,7,0.00012562594799549385,3.577738243620843e-05,0.00027006870368495584,1.0,0.016806850085473887,0.009896280385366137,0.7899159663865546,-3.910703318459647e-05,-3.236532211303711e-05,-1.6416822160993305e-05,-2.159391130719866e-05,-1.0141304561070033e-05,-2.2292137145996094e-05,-2.4148396083286832e-05,-4.47460583278111e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p10,STAT1,down,0.1,H20.33.002,4,8.060770051088184e-05,3.5392433346714824e-05,0.00021959622972644866,1.0000000596046448,0.02763114963845986,0.013598421557338689,0.7205882352941176,1.0104849934577942e-05,-1.9058585166931152e-05,-9.655952453613281e-06,-8.970499038696289e-06,-4.172325134277344e-06,-1.2725591659545898e-05,-1.2829899787902832e-05,-2.44826078414917e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p10,STAT1,down,0.1,H20.33.004,4,0.00013567161704486352,0.00013611550821224228,0.00024339943774975836,1.000000074505806,0.027617223069426818,0.013591308614103497,0.7058823529411765,-8.400529623031616e-07,-4.795193672180176e-05,-2.7805566787719727e-05,-3.606081008911133e-05,-2.3856759071350098e-05,-3.6597251892089844e-05,-3.604590892791748e-05,-5.815178155899048e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p25,STAT1,down,0.25,H18.30.001,1,9.80768381850794e-05,9.80768381850794e-05,9.80768381850794e-05,1.0,0.0943946922760294,0.03534040641218769,0.5294117647058824,1.6808509826660156e-05,-5.602836608886719e-06,-1.7762184143066406e-05,-4.76837158203125e-07,-3.337860107421875e-06,-1.049041748046875e-05,-1.6689300537109375e-06,1.0013580322265625e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p25,STAT1,down,0.25,H18.30.002,5,0.0004921161948004737,0.00041386764496564865,0.0010352743556722999,0.9999998450279236,0.12333147752952689,0.04526337518907985,0.49411764705882355,-5.805492401123047e-06,-6.0123205184936526e-05,-3.1620264053344727e-05,5.757808685302734e-06,-3.266334533691406e-06,-3.219842910766602e-05,-5.6576728820800784e-05,-5.782842636108399e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p25,STAT1,down,0.25,H19.33.004,11,0.00022384238334118643,0.00010090252180816606,0.0008394831675104797,0.9999999837441877,0.07121184554315074,0.03310612405448795,0.6951871657754011,3.8171356374567203e-05,-4.85019250349565e-05,-2.287734638560902e-05,-1.2863766063343395e-05,1.6797672618519177e-07,-2.7288090098987926e-05,-1.1108138344504617e-05,-4.3218786066228695e-05
degree_preserving_edge_shuffle_seed_79001,degree_preserving_edge_shuffle,79001,STAT1_down_0p25,STAT1,down,0.25,H20.33.001,7,0.0003140909544267093,8.93977121450007e-05,0.0006753986817784607,0.9999999233654567,0.042017125213684434,0.02474070096341519,0.7899159663865546,-9.807837860924857e-05,-8.096013750348772e-05,-4.1110174996512274e-05,-5.399329321725028e-05,-2.5357518877301898e-05,-5.571331296648298e-05,-6.0422079903738836e-05,-0.00011194178036281041
