names,scores,logfoldchanges,pvals,pvals_adj
XPO6,-2.4246547,-0.17117874,0.015322955371254922,0.030166430780826103
SPG7,-2.423691,-0.13653314,0.015363668994912453,0.03020636251193891
KDM5A,-2.4239266,-0.19102092,0.015353712658440486,0.03020636251193891
MTDH,-2.4184797,-0.23319562,0.015585512657017693,0.030622166728771643
TLK2,-2.4177895,-0.17744735,0.015615113359954698,0.03065995365563482
ZRANB2,-2.4168477,-0.16838369,0.01565556931594205,0.03071899035649678
MERTK,2.4117477,-0.08273688,0.015876268955115333,0.031131384151376684
KCNQ1OT1,-2.405072,-0.1459833,0.016169279034222165,0.03168492916116298
STX8,-2.404304,-0.19337615,0.016203286848768806,0.03173054252437706
CPQ,-2.4038193,-0.21557198,0.016224788560717816,0.031751621293211504
RUFY1,-2.3995736,-0.120101206,0.016414178780534566,0.03210100969182587
STXBP5,-2.3992577,-0.16692182,0.016428347365030425,0.03210748391169529
YTHDF3,-2.395022,-0.14215542,0.01661937161524684,0.03245936715078263
AMPD3,-2.393783,-0.14871065,0.01667560372879624,0.032547696518845204
AC006001.2,-2.3934176,-0.1285299,0.01669223018372627,0.032558657423006974
MAPKAP1,2.3931036,-0.01635444,0.016706518862160638,0.0325591939423317
PRKDC,-2.392928,-0.19175896,0.01671452702213714,0.0325591939423317
SDCCAG8,2.390927,-0.102063045,0.01680588574447346,0.032715605099676116
ARID4B,2.3850164,-0.056801654,0.01707835399284208,0.03322413997160134
RHOA,2.3827605,0.08863426,0.01718336737462734,0.03340645452121831
AC008014.1,-2.3795967,-0.16872899,0.017331599185393,0.03367249592063541
OGDH,-2.377457,-0.13899997,0.017432482199658265,0.033846257297695005
MLXIPL,-2.3752754,-0.13111402,0.01753586197002584,0.03402463506913806
ITGB5,-2.3721373,-0.14071172,0.017685518876229538,0.03429251102754803
PUM3,-2.3671336,-0.1490904,0.017926461366029028,0.034736924154225315
RAB8B,-2.3641782,-0.14215846,0.01807011578802146,0.034983995798801786
SF1,-2.3640242,-0.18215139,0.01807762785950934,0.034983995798801786
RPL41,-2.3628333,-0.15433203,0.01813582983219388,0.03507367482916762
CENPP,-2.3599136,-0.16332194,0.018279189638581408,0.03532781945182041
UPF3A,-2.3572652,-0.12562566,0.01841009010693875,0.03555756789432912
UBE2E3,-2.3553293,-0.14714071,0.018506304374050035,0.03572006660187072
USP4,2.3510396,0.097332045,0.018721035381646604,0.036089828257668884
UBA2,-2.3510149,-0.12861775,0.018722284933129545,0.036089828257668884
CYBC1,-2.3489964,-0.11942853,0.018824092755691777,0.036262437966502005
ABHD12,-2.3480685,-0.18168163,0.0188710504884117,0.03632922935822487
DAGLB,-2.3471138,-0.13635837,0.018919472570396143,0.036398751067443974
RPL7A,-2.3454669,-0.1246524,0.019003269989460683,0.036536195942025514
DLEU7,-2.332216,-0.13803078,0.019689329233885,0.037830634531902496
ZNF254,-2.3306882,-0.12811475,0.01976980673283584,0.03794572068536942
VSIG4,-2.330592,-0.17903166,0.019774891977055894,0.03794572068536942
ZNF700,-2.3302789,-0.1242403,0.019791413792378875,0.03795279545010657
HBP1,-2.3285265,-0.12264286,0.019884158879268986,0.03810593506545586
KANTR,-2.325471,-0.13606918,0.02004679233969789,0.038392723412232294
ANKRD17,2.3250904,-0.100751474,0.020067123269880034,0.038406785442741266
ANKFY1,-2.3247836,-0.15877812,0.020083539144423915,0.03841334104143695
TASP1,-2.3231106,-0.14450704,0.020173209141181574,0.03855990913411371
SS18,-2.313127,-0.14084288,0.020715651616656693,0.039571176893058044
SETBP1,-2.312235,-0.16111143,0.02076473383711324,0.03963932727975717
CUL1,-2.311942,-0.19334574,0.020780879835411395,0.039644555918265476
LINC01004,-2.3116221,-0.14476196,0.020798516094231743,0.0396526190139544
SEC63,-2.3071926,-0.15757377,0.02104408453152182,0.04009494713898842
FMNL1,-2.3063304,-0.13144638,0.021092180151134503,0.040160706186030085
ELF2,2.3040197,-0.026959427,0.021221535573304435,0.040381004305187394
YWHAG,-2.3034415,-0.119133525,0.021254010118486537,0.04041678965939851
CKLF,-2.302462,-0.16144523,0.021309125919984562,0.04049555613457221
LRRC8D,-2.2978418,-0.19634199,0.021570790982240743,0.04096649257192413
UBC,-2.2974436,-0.10249232,0.021593481656617352,0.040983263965736524
PKN2,2.296602,-0.09603386,0.02164147764539639,0.04104801115935672
C12orf75,-2.2960806,-0.13154195,0.021671273820566397,0.04107817736372746
TM7SF3,-2.2942588,-0.13260436,0.021775642215965438,0.041249566965156824
MAP3K8,-2.2914565,-0.15362945,0.02193703221199911,0.04152868389941189
SEMA4D,-2.2902038,-0.16913247,0.02200951020712788,0.04163923332212229
PPA2,-2.2869425,-0.17420776,0.0221991838604118,0.04197121910181439
CTTNBP2NL,-2.2862828,-0.20779534,0.022237718482829245,0.04201720993848312
CDKN1A,-2.2818751,-0.2175443,0.022496711807393578,0.04247942325316909
CHD2,2.2803483,-0.04723492,0.022587037893151717,0.04259558102681736
MAP2,-2.2803524,-0.11623958,0.022586802413523534,0.04259558102681736
OSBPL11,-2.2797513,-0.14714576,0.022622442960699665,0.04262528447870484
CD2AP,-2.2794642,-0.16058525,0.02263948519240093,0.04262528447870484
JPX,-2.2793539,-0.21462747,0.022646033789666998,0.04262528447870484
ADGRE2,-2.279048,-0.12733616,0.02266421329395127,0.04263236559173912
KCNQ5,-2.2763042,-0.13122386,0.022827806180719747,0.04291279267411843
PABPC4,-2.274544,-0.114437304,0.02293330088716799,0.04308371710505448
ATP6V1A,-2.2706668,-0.11533457,0.023167157772344307,0.043476403173348506
ARIH1,-2.2705913,-0.21969396,0.023171731958470495,0.043476403173348506
HIBCH,-2.2680075,-0.14886957,0.02332875084893201,0.043743256981795785
OPCML,2.2669723,0.042044513,0.023391913657952495,0.0438338965060618
LAMP1,-2.26566,-0.11180376,0.023472201924563073,0.0439564921411862
BRWD3,-2.2605274,-0.14198235,0.023788545554846448,0.04452071468713984
CSNK1G3,-2.2586975,-0.13371134,0.023902210756550708,0.044705146873573964
SOGA1,-2.2540932,-0.12051641,0.024190311087005954,0.04521539183582592
LINC02649,-2.2511775,-0.13015229,0.024374296187846665,0.0455305077874053
STK38,-2.2500222,-0.11390105,0.02444753547876262,0.045638486370392084
PHF21A,-2.2492027,-0.2158428,0.02449960495842027,0.045706833982365136
MACROD2,2.2484972,0.055889938,0.024544493178304004,0.04576170638603085
CHPT1,-2.2465067,-0.13501292,0.02467157638891719,0.04594071245719656
IRS2,-2.2465415,-0.16553871,0.024669351990379593,0.04594071245719656
LMO7,-2.246141,-0.123042166,0.024694974870223905,0.045955343418031515
TOP1,2.2444522,0.05546806,0.02480331536307873,0.046127926747562144
SECISBP2L,-2.2378433,-0.118278705,0.025231276465930087,0.046864877204620146
RGL1,-2.2379694,-0.1513082,0.025223047600320195,0.046864877204620146
P4HA1,-2.236415,-0.18753022,0.025324612778818745,0.04700871311171816
GPHN,2.2352257,-0.012196598,0.025402534236728575,0.04712377273400652
VPS41,-2.231742,-0.17860761,0.025632025931156086,0.04751968694572323
DENND11,-2.2307951,-0.15127501,0.025694697562927072,0.047606028003493325
GTF2I,-2.230243,-0.23853377,0.025731322680298804,0.04764403329094776
BCL2L1,-2.2265296,-0.14161,0.025978728299748316,0.048072027273063686
NPLOC4,-2.226182,-0.10352263,0.02600199857300434,0.04808499673569345
DAP3,-2.2241395,-0.13599338,0.026139058977708896,0.04830824837317826
IFNAR2,-2.2211642,-0.16566505,0.026339833745628784,0.04864274593480804
ZFAND6,-2.2209706,-0.1948922,0.026352951974150315,0.04864274593480804
CLTC,-2.2197945,-0.21595691,0.02643272443113729,0.04875955467428133
PLAGL1,-2.2174191,-0.15365747,0.026594455235544115,0.04902730930891767
CNPY3,-2.2167845,-0.10426148,0.02663782262273504,0.04907666136786761
TMBIM6,-2.215939,-0.13875502,0.026695672768896433,0.04915261791882114
PIK3CA,-2.2146258,-0.14838059,0.026785756231781623,0.04928779164740402
AQR,-2.213386,-0.11574456,0.026871037949438712,0.04929135187127188
BTBD10,-2.21341,-0.1198941,0.026869395708131648,0.04929135187127188
CAPRIN1,-2.2136633,-0.12207732,0.026851952245434678,0.04929135187127188
DOCK3,-2.2140665,-0.13492319,0.026824199693748094,0.04929135187127188
AP2B1,-2.2137477,-0.15692145,0.026846139931128776,0.04929135187127188
SCARB2,-2.211452,-0.14095818,0.02700455379187375,0.049505558315294906
USP9X,-2.2094483,-0.20530404,0.027143473453732362,0.04972939962991734
LPAR5,-2.2077744,-0.1186936,0.027259999252369185,0.04991196147941528
IL13RA1,2.2074606,-0.043716077,0.02728190016346736,0.049921150237235756
AC079781.5,-2.2068655,-0.12814547,0.027323456535465886,0.04996627147518406
TBK1,-2.2055492,-0.11834383,0.027415574135484573,0.050072793526020926
UGP2,-2.2056239,-0.11918248,0.0274103527870631,0.050072793526020926
DECR1,-2.2032814,-0.12562218,0.027574923101160047,0.050332745438352006
CCSER1,-2.2025125,-0.111674786,0.027629127824882273,0.05040057432336637
HMOX1,-2.2000787,-0.12537698,0.0278013123369373,0.05068340356370135
ATL2,-2.1989572,-0.12243264,0.027880968686120874,0.05079730400792325
GK,-2.1985607,-0.118424416,0.027909167063997,0.050817368847437885
IQCJ-SCHIP1,2.1970031,0.08124433,0.028020220034774033,0.050988178857124186
GRID2,2.1943448,0.14076571,0.028210626464198765,0.05130308884048939
CD300A,-2.1939971,-0.10990149,0.02823561240935968,0.05131696735985038
KHDRBS2,-2.1864326,-0.123818606,0.02878397530772318,0.05224936463163747
ABCC5,-2.1865518,-0.12385192,0.028775263395251747,0.05224936463163747
PPARGC1B,-2.1852336,-0.10798406,0.02887172900252291,0.05234439157600261
COLGALT1,-2.18544,-0.124273695,0.02885659017070222,0.05234439157600261
GLCCI1,-2.1846275,-0.13850711,0.028916165974468954,0.05239283258977003
DCTN4,-2.1796725,-0.14461568,0.029281743467563928,0.05302272837329243
DOP1A,-2.179157,-0.16306159,0.029320009136413392,0.053059526937805634
ACAP2,2.176755,-0.094512194,0.029498855005308217,0.0533505285936981
EHBP1L1,-2.1761997,-0.11234966,0.029540334380173325,0.05339289044142575
STK32B,-2.1727018,-0.14783534,0.029802757354757594,0.05383430268663299
RAB1A,2.1703148,-0.07627613,0.029983003485162394,0.05412682619391037
ESYT2,-2.1688833,-0.108398885,0.030091539963044756,0.05428961785889161
ZMYM4,2.16818,-0.025522836,0.030144990293684556,0.05435288798684465
PTPN1,-2.1677709,-0.11774787,0.030176131696708335,0.05437588143032697
TRIM13,-2.1671977,-0.11136522,0.030219791245486707,0.054421390202743114
MAN1A1,-2.1669393,-0.18061729,0.030239482258654915,0.05442370604920425
UBL3,-2.1632211,-0.17526178,0.030524181197009247,0.05490267871019242
LSM14A,-2.1626847,-0.1962018,0.030565443949290803,0.05494347584076164
FEZ2,-2.1617756,-0.1919374,0.030635470754499485,0.055035897339644584
BLNK,-2.1595178,-0.23451342,0.030810024564348684,0.055315872882075935
UMAD1,-2.1573968,-0.18275508,0.03097475777243316,0.055577887580755374
XAF1,-2.1568613,-0.1192528,0.03101646548804946,0.05561897419536826
PPIG,-2.1527696,-0.1325879,0.03133678751149622,0.05615932161908747
TNIK,-2.1521866,-0.120834455,0.03138266696895522,0.05620747802980048
RPS12,-2.1513977,-0.11253989,0.031444817065591886,0.05628469979597773
RPL34,-2.1474192,-0.10311063,0.03175991903651856,0.05681432582636743
NFKBIA,-2.1460483,-0.119173385,0.03186911887134063,0.0569752022385455
PLEKHA1,-2.1409144,-0.11212079,0.03228092888889785,0.05767655995436311
ANO6,-2.13967,-0.14036414,0.032381457700191706,0.05782123817600656
TVP23C,-2.1390648,-0.10741535,0.0324304148542728,0.05787370954983988
CSNK1A1,2.134818,-0.08999278,0.03277586767892982,0.05845490996778979
C2CD5,-2.131967,-0.17003784,0.03300954939033916,0.0588361889977293
WWOX,2.1316364,-0.039544083,0.033036755096715026,0.058849207723485744
ARMH4,-2.1310084,-0.125161,0.0330884415317126,0.058905792660610565
PFKFB3,-2.1300867,-0.19297309,0.03316446095757654,0.05900560231742107
ARSB,-2.1286561,-0.14026716,0.03328271804262353,0.059180395220708226
MDGA2,-2.1281536,-0.103300035,0.03332435785190524,0.05921882582216575
TMEM106A,-2.1276112,-0.09947195,0.03336933933763325,0.05926314499782674
CD68,-2.126708,-0.10796469,0.03344434133221819,0.05936069466948931
ZNF804A,-2.124022,-0.13080795,0.033668302724133764,0.059722358221513824
SPATA13,-2.1223361,-0.19704092,0.033809512479742475,0.05993688753153387
SUMF1,2.121631,-0.031172387,0.0338687426715489,0.060005914966908394
RAB3GAP1,-2.1173406,-0.20320302,0.03423096041763785,0.060611347278416244
GBF1,-2.116211,-0.15421066,0.03432686487067361,0.0607447872068114
MRTFB,-2.1147518,-0.1231019,0.034451112961802366,0.06092819439476651
FTCDNL1,-2.1094222,-0.11936486,0.03490815419070435,0.06169958872798133
PDLIM5,-2.1090536,-0.114631094,0.03493994996134946,0.06171889607868002
THADA,-2.1084378,-0.18845746,0.03499314094104751,0.061775950903091036
GRIK2,-2.1070967,-0.1146755,0.035109199203073406,0.06194385563453941
PIKFYVE,-2.1062474,-0.17365074,0.0351828725884298,0.06203682423612816
GRAMD1A,-2.1059365,-0.11274789,0.03520987605466295,0.06204743950753179
ANKRD36C,-2.1054645,-0.10011177,0.03525088954742386,0.0620827161356357
KLF6,-2.1021636,-0.11659847,0.03553895323525923,0.06255278852182235
PTPRE,2.1016588,-0.10006584,0.03558316715427403,0.06259335233503172
ADAP2,2.099086,0.0148290545,0.035809318717051244,0.06295371905250924
PTEN,2.09639,-0.06958444,0.036047611729681094,0.06333498983046167
SLC25A26,-2.0940158,-0.11115123,0.03625857529527761,0.06366781897157713
IFI16,2.0934644,-0.06566045,0.036307715025287186,0.06371626903844167
MYO1E,2.086021,0.07911923,0.03697672135588168,0.06485181794148406
PDIA3,-2.0844665,-0.10659958,0.03711776852878833,0.0650606055362342
SLC7A6,-2.0840402,-0.13952072,0.037156512480042495,0.06508993329590383
PPP2R2B,-2.0769622,-0.10461648,0.0378050389246732,0.06618679698061494
SNX1,-2.0762231,-0.16442066,0.03787331066336795,0.06626708853939588
UBA6,-2.0755606,-0.12370358,0.03793460576902927,0.06633508530988737
ATG5,-2.074595,-0.13925332,0.038024080427142955,0.06641299812348596
GARNL3,-2.0746229,-0.14507155,0.03802150045948633,0.06641299812348596
CD163L1,-2.0728228,-0.11863577,0.03818876844086069,0.06666126816979047
STK38L,-2.0720143,-0.13839953,0.038264113222673826,0.06675338218256431
RALYL,2.0713835,0.074306116,0.03832297727260161,0.06677727978496344
ZCCHC7,2.071462,-0.018060138,0.038315649838268885,0.06677727978496344
SRPK2,2.0682006,0.002994775,0.03862116125821846,0.06719596982257897
FGD2,2.068312,-0.05379436,0.03861070468879572,0.06719596982257897
BBX,-2.0680914,-0.189565,0.03863143344551378,0.06719596982257897
ABCB7,-2.0676563,-0.11030138,0.03867235845833863,0.0672276096186404
PTPRD,2.067406,0.0026231138,0.03869592104719465,0.06722904731877473
ENSA,-2.0663826,-0.10965049,0.038792355321840305,0.0673570139087973
PPP2R2A,-2.0658662,-0.1898023,0.038841118099162825,0.06740210458874675
LIMS1,2.065472,-0.06321662,0.03887838165022382,0.06742719914352602
JAK1,-2.06456,-0.210314,0.03896466406852354,0.06753722840013136
ZNF106,-2.0610046,-0.17606579,0.03930260758094514,0.06808307593254527
ATG10,-2.0585182,-0.14977875,0.03954042692672519,0.06845494287021452
NRIP1,2.058051,-0.06815582,0.03958521932429906,0.068492389433559
RPS3,-2.0516696,-0.104518816,0.04020177556999104,0.0695185089827272
NKTR,-2.0506732,-0.20718527,0.04029877180916838,0.06964551036803676
DNAJC3,-2.0500176,-0.14078607,0.040362706052489546,0.06971525805911892
NFATC2,-2.0460908,-0.24399048,0.04074743634622654,0.07033868609211436
UIMC1,-2.0444021,-0.118402034,0.04091384407039509,0.07058473565703517
BCL6,-2.0434403,-0.11366734,0.04100885564153624,0.07070739716152924
PRDX1,-2.0426815,-0.20115572,0.041083976052193986,0.07079563938597763
CCDC146,-2.0414975,-0.12539493,0.041201412450608606,0.07095305213465562
RGS10,-2.041277,-0.17467684,0.041223315376171236,0.07095305213465562
GLCE,-2.0406241,-0.11394285,0.0412881939911857,0.0710233796579035
MGAT5,2.0390537,-0.082217894,0.04144467196421629,0.0712511017431323
MAPK10,-2.0364976,-0.11941801,0.041700405840940466,0.07164909940247587
HIVEP3,2.035393,-0.029699868,0.041811341725841236,0.07179798924698753
TMEM14B,-2.0342586,-0.1291577,0.041925530392897606,0.07195228866616264
NAMPT,-2.033326,-0.07832299,0.04201961870101985,0.07205990074564789
CTNNA2,-2.033154,-0.12841308,0.04203697287326433,0.07205990074564789
MYO15B,-2.03285,-0.11979123,0.04206768354416781,0.07207076491315424
TBC1D14,2.0288267,-0.037843104,0.042475940018017806,0.07272805711249487
MMP24OS,-2.0279038,-0.11527759,0.042570058030891915,0.07284702638735381
SFT2D2,-2.0268002,-0.11545838,0.042682846181555066,0.07299778840882495
UBE2D2,-2.0262172,-0.16059592,0.042742540072512686,0.0730576248522659
CLASP1,2.025326,-0.08262625,0.04283389518442035,0.07317147779337434
GPBP1,-2.0247877,-0.2035029,0.042889175227749515,0.07322360920811508
PLEK,-2.0214758,-0.09173748,0.043230547010253355,0.07376383583919167
LSAMP,2.019606,0.029443847,0.043424258817511774,0.07400031276411692
TRA2A,2.019332,-0.024481306,0.04345272870082523,0.07400031276411692
MCU,-2.019173,-0.11145397,0.043469240199956405,0.07400031276411692
TBC1D2B,-2.0196786,-0.1900245,0.04341673137542912,0.07400031276411692
HPCAL1,-2.0186625,-0.108436756,0.04352231925822108,0.07404804260446475
ZNF655,-2.0147982,-0.14593911,0.04392580428480895,0.07469154874650953
USP34,2.0137937,-0.1407411,0.044031184481701284,0.07482770834045442
ST3GAL1,-2.0131173,-0.13510494,0.04410228781530815,0.07490549400911327
GAPDH,-2.0127578,-0.095364414,0.04414012373942401,0.07492671980337359
RPS14,-2.0122132,-0.10371046,0.04419745235215173,0.07493799690671599
ATR,-2.0122848,-0.1583097,0.04418991654143491,0.07493799690671599
MBD5,2.0113292,-0.06699294,0.04429069295119785,0.07505305390068312
PITPNB,-2.010341,-0.12860473,0.044395130330951695,0.07518694180333571
SALL1,-2.0098581,-0.110563286,0.0444462174480073,0.07523037492487555
SLX4IP,-2.0051603,-0.13550575,0.044945912914704324,0.0760326455885473
CYBB,-2.0030355,-0.2212242,0.045173484232091235,0.07637392388467341
LARP1,2.0013607,0.107960775,0.04535354413173009,0.07663453142715763
DICER1,-1.9995954,-0.16347712,0.04554397699317133,0.0769123586343847
LRBA,1.9957827,-0.07791853,0.0459575778026087,0.07756652828899198
ZNF652,1.9953735,0.0071929963,0.046002164294919864,0.07756967767722879
FAM110B,-1.9952841,-0.112154804,0.0460119089096582,0.07756967767722879
MAVS,-1.9931135,-0.0909343,0.046249020495509614,0.07792498780924327
NCK1,-1.9925046,-0.1367042,0.04631572647624641,0.07799294031336027
RPL10,-1.9901661,-0.1264703,0.04657263942131993,0.078380930431897
TMEM119,-1.9896545,-0.089682184,0.04662900557837203,0.07843115443415591
PIK3CB,-1.9878207,-0.12924378,0.046831520118882704,0.07872700681724625
ITGAX,1.9863386,0.06990588,0.04699573959280363,0.07891334581256122
RALY,-1.9864895,-0.1321886,0.04697898732602318,0.07891334581256122
TRAPPC9,1.9843102,-0.05083145,0.047221280748403455,0.07920211410835452
AFDN,-1.9843936,-0.10205775,0.04721198493382767,0.07920211410835452
H3F3A,-1.9832591,-0.10685259,0.04733849560266565,0.07935037245027253
BTRC,-1.9830366,-0.17724986,0.0473633437182046,0.07935037245027253
ANKRD13D,-1.9809465,-0.08381435,0.047597274300633347,0.07960697969851403
FER,1.9812833,-0.09775987,0.04755951750087401,0.07960697969851403
HNRNPDL,-1.9810896,-0.1763694,0.047581232936524095,0.07960697969851403
INO80D,-1.9784918,-0.10435458,0.047873248805604715,0.07993291740156586
MCCC1,-1.9788624,-0.115736365,0.047831504191715,0.07993291740156586
AP003086.1,-1.9785832,-0.12042409,0.04786294970334694,0.07993291740156586
CHSY3,1.9775193,-0.008099933,0.04798296009460541,0.08007088769737485
OXSR1,-1.9756318,-0.10515842,0.048196485879126186,0.0803818436235624
MAP3K5,1.9753051,-0.11605242,0.048233540515254594,0.08039829723991422
TTC19,-1.9734782,-0.10556931,0.048441104573424404,0.08069878660485406
P2RY12,-1.973049,-0.20229732,0.048489972166000886,0.08073471153990125
SLC16A1-AS1,-1.9711705,-0.09445335,0.04870436852663209,0.08104604261859936
MARCH6,-1.9683245,-0.17321365,0.04903071037138099,0.08154320054452957
DRAM1,-1.9671175,-0.17761123,0.04916965979701659,0.08172832154006636
ZHX2,-1.9660378,-0.11080061,0.04929425084209093,0.08188938187643982
AUTS2,1.9645755,-0.058992043,0.04946339241104051,0.08212422872512452
RNF138,-1.9621556,-0.0965405,0.04974437276461316,0.08251650834163989
CEBPB,-1.9620602,-0.11854916,0.049755473240833244,0.08251650834163989
NDUFS4,-1.9614036,-0.104941934,0.04983196105104,0.08259703409637068
PDXK,-1.9602731,-0.11025747,0.049963876050120086,0.08276928934465272
HTRA1,-1.9559151,-0.12255651,0.05047515246582702,0.08356944336027464
RALGAPA2,1.9546973,-0.06680255,0.050618816098793165,0.08372092981437981
WDFY4,1.9546595,-0.0854189,0.05062327443629053,0.08372092981437981
CCSER2,-1.9529588,-0.1718424,0.05082447582281443,0.08400669368812871
YWHAE,1.9486336,0.064925775,0.05133919580933274,0.08470418627830864
KDM4C,1.9488064,-0.08526906,0.05131854253320186,0.08470418627830864
PPFIA1,-1.9485452,-0.14872867,0.05134976253080297,0.08470418627830864
ZDHHC21,-1.9484508,-0.15928465,0.05136104362428386,0.08470418627830864
XRCC4,-1.9453593,-0.113571346,0.05173173719658481,0.0852679748552404
ARHGEF11,-1.9438494,-0.13510925,0.051913607937323296,0.08552007725385236
GARS-DT,1.943603,-0.0094974525,0.051943332281243426,0.0855213995298646
AKAP11,-1.9425948,-0.112945095,0.05206513476845461,0.08567423678927116
PPP1R12A,-1.9394587,-0.22496757,0.052445510579894314,0.08625215505269605
DST,1.9360623,-0.08422937,0.052860071687471435,0.0868856208893013
ZNF562,-1.9343328,-0.10205844,0.0530722217852246,0.08718586656606063
PDS5B,1.9332411,-0.0087802885,0.053206506684076095,0.08735793462788063
FIG4,-1.9309622,-0.11152702,0.05348772126365507,0.08774319329894659
RAPH1,-1.930859,-0.16856295,0.05350049966790689,0.08774319329894659
ACSL1,1.9305142,-0.045848623,0.05354315375026746,0.08776447097535525
CTTNBP2,-1.928601,-0.20604318,0.053780418897052144,0.0881045422042012
NAIP,-1.924985,-0.18329453,0.05423122996525849,0.08879387984898636
ZMYND11,-1.922591,-0.1545885,0.05453143811187443,0.08923600580897215
ATRX,1.9209261,-0.09325452,0.05474102978507112,0.08952943864737573
SLC35F5,-1.9193684,-0.115244776,0.05493772340422902,0.08980146385091499
MCM3AP,-1.9188876,-0.102675036,0.054998556395945856,0.0898120903150619
MDM2,-1.918837,-0.13241972,0.055004969753323335,0.0898120903150619
KIAA0232,-1.9158587,-0.16732988,0.05538307166000898,0.09037954906106321
CMTM6,-1.9146945,-0.09182046,0.05553146972552093,0.09052180594176702
PRKACB,-1.9147353,-0.12694404,0.05552627273865071,0.09052180594176702
MSH3,-1.9080856,-0.121088095,0.05638016107500941,0.09185462055030459
AZIN1-AS1,-1.9077805,-0.09432855,0.05641958279830198,0.09186823036045098
EPC2,-1.9056925,-0.17721692,0.05669011644597745,0.0922579385419677
OSBPL3,-1.9043852,-0.21997818,0.05686003842282856,0.09248357184615183
TTC3,1.9034444,-0.064394176,0.05698257712639999,0.09263192994104714
BIRC6,1.9004653,-0.14636695,0.05737208829758905,0.09321388192086309
KLF7,-1.8990973,-0.11124961,0.05755167384754719,0.09345431058055852
ADK,1.8960645,-0.0733247,0.05795150716335933,0.09404188364656664
MINK1,-1.8958708,-0.088818684,0.05797712339793405,0.09404188364656664
NSD1,1.8932682,-0.07489578,0.058322214010597076,0.09454977348099537
IL1RAPL1,1.892398,0.073417954,0.05843797541009124,0.09460097480074472
IST1,-1.8922222,-0.092836425,0.05846138871823206,0.09460097480074472
LAMP2,-1.8920692,-0.09408691,0.05848176595730854,0.09460097480074472
CSDE1,-1.8923384,-0.10856237,0.05844591125194136,0.09460097480074472
HSPA1B,-1.8906834,-0.07594901,0.058666620881051214,0.09484811259992808
SAFB,-1.8887682,-0.10409919,0.0589229034617935,0.09521039646804556
UBR2,1.8872373,-0.009074663,0.059128411151582336,0.09549028496735606
GNG2,-1.8863909,-0.10683761,0.05924228899449576,0.09562196973620304
PLEKHM3,-1.8837943,-0.09193786,0.059592811204793095,0.09613526608432797
TENT4A,-1.8825277,-0.082747266,0.05976440457379906,0.09635951162743939
SUCLG2,1.8809283,-0.06398491,0.05998166855421229,0.0966527951438937
CMTM7,-1.8807077,-0.18681082,0.06001167801291473,0.0966527951438937
OAS1,-1.8788899,-0.14807358,0.06025952789981952,0.0969991420793502
AP1B1,1.875866,-0.053946927,0.06067367788796553,0.09761265806023617
PPP3CB,-1.8751767,-0.13808933,0.060768429174255734,0.09771193315294954
ZNF431,-1.874814,-0.11061263,0.06081831152058842,0.0977389930252065
PCNX1,-1.8738931,-0.18188357,0.06094515152407716,0.09788963229586972
TMOD3,-1.8716372,-0.116305076,0.06125681528154541,0.09833680933090651
GPBP1L1,1.8690276,-0.0027329482,0.06161898047494385,0.09886452808703687
BACH1,1.8666106,-0.09262849,0.061955979616378866,0.09935131872322794
FAF1,1.8615345,-0.109780915,0.06266874167749933,0.10039888133565894
CUL5,-1.8614749,-0.14867806,0.06267715081015435,0.10039888133565894
EIF2B3,-1.8609761,-0.10133495,0.06274754378741336,0.1004572208875914
ANKRD10,-1.8588016,-0.16247027,0.06305526085979518,0.100895241538103
YWHAB,-1.8545886,-0.0902964,0.06365498588639587,0.10179978002491756
WNK1,1.8532794,-0.09669495,0.06384232280787858,0.10198905918038732
CMC1,-1.8534533,-0.104330935,0.0638174225998478,0.10198905918038732
ARID5B,-1.851838,-0.09909314,0.06404909034240523,0.10226412534691807
RFX3,1.8502158,-0.042929627,0.06428245391085644,0.10258133632725444
ST3GAL6,-1.8487834,-0.1834803,0.06448910581383326,0.10285560188322812
SGK1,-1.8460246,-0.11625088,0.06488862028970946,0.1034370081922754
SAMD9L,-1.8429432,-0.08017883,0.06533730314819329,0.10405588770237449
STT3B,-1.8427743,-0.13245969,0.06536196623722719,0.10405588770237449
FNIP2,-1.8426343,-0.18035047,0.06538242791714975,0.10405588770237449
CTNND1,1.8421296,-0.121677406,0.06545619181306483,0.10406126838238318
GPATCH2L,-1.842238,-0.20406069,0.06544035874114462,0.10406126838238318
FNBP1,-1.840424,-0.17931472,0.06570601603515322,0.10440230489841379
LUZP1,-1.8349454,-0.11014309,0.06651377272549609,0.10562901501036089
SH3KBP1,1.8309034,-0.1253097,0.06711496917700441,0.1065265506475588
SMS,-1.8283622,-0.07418523,0.06749519944148615,0.10707258838437474
MON2,-1.8270043,-0.20612857,0.06769912080360638,0.10733849877547672
BAZ1A,-1.8261162,-0.12633187,0.06783275660188982,0.1074927445186432
IFI44,-1.8253235,-0.07461219,0.0679522254534234,0.10762438707325815
SLC25A12,-1.8236457,-0.097780965,0.06820565699108726,0.10796794845966008
CNTN5,-1.8226622,-0.08930388,0.0683545656983055,0.10814577355264278
LNCAROD,1.8203954,-0.097298756,0.06869882599209579,0.10863231468375789
EXT2,-1.8162986,-0.07658872,0.0693245824069116,0.10947941631451871
DOP1B,-1.8161615,-0.08869011,0.06934560255566234,0.10947941631451871
ITGAM,-1.816394,-0.1412667,0.06930996278128507,0.10947941631451871
