dataset,feature,metric,target,spearman,n_donors,mean_spearman,mean_n_donors,abs_tail_spearman,abs_mean_spearman,tail_minus_mean_abs_spearman,tail_beats_mean,supports_dilution_hypothesis
MTG,lysosomal_endolysosomal,variance,GFAP,0.2943403867571125,84,0.3085957274476055,84,0.2943403867571125,0.3085957274476055,-0.014255340690493001,False,False
MTG,complement_phagocytosis,top_1pct_mean,AT8,0.2086261010428267,84,0.2228814417333198,84,0.2086261010428267,0.2228814417333198,-0.014255340690493112,False,False
DLPFC,disease_program_score,q99,Iba1,0.216361931551805,80,0.2309188935771214,80,0.216361931551805,0.2309188935771214,-0.014556962025316394,False,False
MTG,interferon_inflammatory,top_5pct_mean,6e10/A_beta,0.2191961121798116,84,0.2338969322668826,84,0.2191961121798116,0.2338969322668826,-0.014700820087070993,False,False
MTG,antigen_presentation,q95,Iba1,0.0590462691100536,84,0.0756909992912827,84,0.0590462691100536,0.0756909992912827,-0.016644730181229105,False,False
MTG,complement_phagocytosis,q99,GFAP,0.270871722182849,84,0.2876581958084439,84,0.270871722182849,0.2876581958084439,-0.016786473625594878,False,False
DLPFC,interferon_inflammatory,q90,GFAP,0.2634317862165963,80,0.2806375996249414,80,0.2634317862165963,0.2806375996249414,-0.017205813408345094,False,False
DLPFC,interferon_inflammatory,top_10pct_mean,Iba1,0.2158462259728082,80,0.233356774496015,80,0.2158462259728082,0.233356774496015,-0.017510548523206798,False,False
DLPFC,dam_lipid_trem2_apoe,fraction_high_global_q95,Iba1,0.2022503516174402,80,0.2207688701359587,80,0.2022503516174402,0.2207688701359587,-0.01851851851851849,False,False
MTG,disease_program_score,fraction_high_global_q95,Iba1,0.2313966771352849,84,0.2499949377341297,84,0.2313966771352849,0.2499949377341297,-0.018598260598844812,False,False
DLPFC,interferon_inflammatory,variance,Iba1,0.2145100796999531,80,0.233356774496015,80,0.2145100796999531,0.233356774496015,-0.018846694796061908,False,False
MTG,disease_program_score,q99,6e10/A_beta,0.3361547028449934,84,0.3551685734534777,84,0.3361547028449934,0.3551685734534777,-0.019013870608484307,False,False
MTG,complement_phagocytosis,variance,AT8,0.2038675711248355,84,0.2228814417333198,84,0.2038675711248355,0.2228814417333198,-0.019013870608484307,False,False
DLPFC,antigen_presentation,q90,Iba1,0.006797937177684,80,0.0262775433661509,80,0.006797937177684,0.0262775433661509,-0.019479606188466902,False,False
DLPFC,complement_phagocytosis,q99,Iba1,0.1451242381622128,80,0.1647913736521331,80,0.1451242381622128,0.1647913736521331,-0.0196671354899203,False,False
MTG,complement_phagocytosis,fraction_high_global_q95,AT8,0.2016411949058686,84,0.2228814417333198,84,0.2016411949058686,0.2228814417333198,-0.02124024682745121,False,False
DLPFC,antigen_presentation,fraction_high_global_q95,Iba1,-0.0046883424378197,80,0.0262775433661509,80,0.0046883424378197,0.0262775433661509,-0.021589200928331203,False,False
DLPFC,complement_phagocytosis,variance,6e10/A_beta,0.1426160337552743,80,0.1642522269104547,80,0.1426160337552743,0.1642522269104547,-0.021636193155180422,False,False
MTG,dam_lipid_trem2_apoe,variance,AT8,0.4219702338766832,84,0.4441429583881745,84,0.4219702338766832,0.4441429583881745,-0.022172724511491326,False,False
MTG,antigen_presentation,q90,AT8,0.0884479092841956,84,0.1111876075731497,84,0.0884479092841956,0.1111876075731497,-0.0227396982889541,False,False
DLPFC,lysosomal_endolysosomal,q99,GFAP,0.2159634317862166,80,0.2387951242381622,80,0.2159634317862166,0.2387951242381622,-0.022831692451945607,False,False
DLPFC,complement_phagocytosis,fraction_high_global_q95,6e10/A_beta,0.1405565062858351,80,0.1642522269104547,80,0.1405565062858351,0.1642522269104547,-0.02369572062461961,False,False
MTG,antigen_presentation,q95,AT8,0.0873949579831932,84,0.1111876075731497,84,0.0873949579831932,0.1111876075731497,-0.0237926495899565,False,False
DLPFC,interferon_inflammatory,fraction_high_global_q95,Iba1,0.209494898590673,80,0.233356774496015,80,0.209494898590673,0.233356774496015,-0.023861875905342,False,False
MTG,complement_phagocytosis,variance,6e10/A_beta,0.2599979750936519,84,0.2842361040801863,84,0.2599979750936519,0.2842361040801863,-0.02423812898653438,False,False
DLPFC,interferon_inflammatory,q95,6e10/A_beta,0.1815283638068448,80,0.2059540553211439,80,0.1815283638068448,0.2059540553211439,-0.024425691514299075,False,False
MTG,disease_program_score,top_10pct_mean,Iba1,0.2253923256049408,84,0.2499949377341297,84,0.2253923256049408,0.2499949377341297,-0.024602612129188905,False,False
DLPFC,antigen_presentation,top_10pct_mean,Iba1,0.0014064697609001,80,0.0262775433661509,80,0.0014064697609001,0.0262775433661509,-0.0248710736052508,False,False
DLPFC,complement_phagocytosis,q99,6e10/A_beta,0.1393811533052039,80,0.1642522269104547,80,0.1393811533052039,0.1642522269104547,-0.024871073605250815,False,False
DLPFC,dam_lipid_trem2_apoe,variance,Iba1,0.1956633849038912,80,0.2207688701359587,80,0.1956633849038912,0.2207688701359587,-0.025105485232067487,False,False
MTG,complement_phagocytosis,top_5pct_mean,AT8,0.1972461273666093,84,0.2228814417333198,84,0.1972461273666093,0.2228814417333198,-0.025635314366710515,False,False
DLPFC,oxidative_stress_gene_preserved,q90,6e10/A_beta,0.2214017815283638,80,0.2473277074542897,80,0.2214017815283638,0.2473277074542897,-0.025925925925925908,False,False
MTG,complement_phagocytosis,top_10pct_mean,AT8,0.1965374101447808,84,0.2228814417333198,84,0.1965374101447808,0.2228814417333198,-0.026344031588539013,False,False
MTG,disease_program_score,top_5pct_mean,AT8,0.3521717120583173,84,0.3787587324086262,84,0.3521717120583173,0.3787587324086262,-0.026587020350308854,False,False
MTG,complement_phagocytosis,q90,6e10/A_beta,0.257487091222031,84,0.2842361040801863,84,0.257487091222031,0.2842361040801863,-0.026749012858155286,False,False
MTG,dam_lipid_trem2_apoe,q99,AT8,0.4172522020856535,84,0.4441429583881745,84,0.4172522020856535,0.4441429583881745,-0.026890756302521024,False,False
MTG,interferon_inflammatory,q99,GFAP,0.2191353649893692,84,0.2475852991799129,84,0.2191353649893692,0.2475852991799129,-0.028449934190543702,False,False
DLPFC,antigen_presentation,q90,GFAP,0.0109939052977027,80,-0.0398265353961556,80,0.0109939052977027,0.0398265353961556,-0.028832630098452897,False,False
DLPFC,dam_lipid_trem2_apoe,q90,Iba1,0.1915377402719175,80,0.2207688701359587,80,0.1915377402719175,0.2207688701359587,-0.029231129864041194,False,False
DLPFC,complement_phagocytosis,top_10pct_mean,Iba1,0.1353258321612752,80,0.1647913736521331,80,0.1353258321612752,0.1647913736521331,-0.029465541490857894,False,False
MTG,antigen_presentation,top_10pct_mean,Iba1,0.0450136681178495,84,0.0756909992912827,84,0.0450136681178495,0.0756909992912827,-0.0306773311734332,False,False
DLPFC,oxidative_stress_gene_preserved,top_1pct_mean,AT8,0.1353961556493202,80,0.1661509610876699,80,0.1353961556493202,0.1661509610876699,-0.030754805438349714,False,False
DLPFC,complement_phagocytosis,q95,Iba1,0.1340131270511017,80,0.1647913736521331,80,0.1340131270511017,0.1647913736521331,-0.0307782466010314,False,False
DLPFC,oxidative_stress_gene_preserved,top_5pct_mean,6e10/A_beta,0.2158931082981716,80,0.2473277074542897,80,0.2158931082981716,0.2473277074542897,-0.0314345991561181,False,False
MTG,oxidative_stress_gene_preserved,q90,AT8,0.3770983092031993,84,0.4088488407411157,84,0.3770983092031993,0.4088488407411157,-0.031750531537916404,False,False
DLPFC,oxidative_stress_gene_preserved,q95,6e10/A_beta,0.2150492264416315,80,0.2473277074542897,80,0.2150492264416315,0.2473277074542897,-0.032278481012658206,False,False
MTG,antigen_presentation,top_1pct_mean,6e10/A_beta,0.0642097802976612,84,0.0971145084539839,84,0.0642097802976612,0.0971145084539839,-0.0329047281563227,False,False
MTG,dam_lipid_trem2_apoe,variance,6e10/A_beta,0.353285410549762,84,0.3862103877695657,84,0.353285410549762,0.3862103877695657,-0.0329249772198037,False,False
MTG,dam_lipid_trem2_apoe,top_5pct_mean,Iba1,0.1956667004151057,84,0.228632175761871,84,0.1956667004151057,0.228632175761871,-0.032965475346765305,False,False
MTG,complement_phagocytosis,top_10pct_mean,Iba1,0.1442340791738382,84,0.1776652829806621,84,0.1442340791738382,0.1776652829806621,-0.03343120380682388,False,False
MTG,dam_lipid_trem2_apoe,top_1pct_mean,6e10/A_beta,0.3527184367722993,84,0.3862103877695657,84,0.3527184367722993,0.3862103877695657,-0.03349195099726637,False,False
MTG,oxidative_stress_gene_preserved,q90,6e10/A_beta,0.2937531639161689,84,0.3276905943100132,84,0.2937531639161689,0.3276905943100132,-0.03393743039384428,False,False
DLPFC,antigen_presentation,q90,AT8,-0.0549695264885138,80,-0.0892639474917956,80,0.0549695264885138,0.0892639474917956,-0.034294421003281804,False,False
MTG,dam_lipid_trem2_apoe,top_1pct_mean,GFAP,0.2569201174445681,84,0.2913030272349903,84,0.2569201174445681,0.2913030272349903,-0.03438290979042219,False,False
MTG,antigen_presentation,top_5pct_mean,Iba1,0.0410043535486483,84,0.0756909992912827,84,0.0410043535486483,0.0756909992912827,-0.0346866457426344,False,False
DLPFC,disease_program_score,top_10pct_mean,Iba1,0.1959212376933896,80,0.2309188935771214,80,0.1959212376933896,0.2309188935771214,-0.0349976558837318,False,False
DLPFC,interferon_inflammatory,top_1pct_mean,6e10/A_beta,0.1707688701359587,80,0.2059540553211439,80,0.1707688701359587,0.2059540553211439,-0.03518518518518518,False,False
MTG,antigen_presentation,q90,Iba1,0.0386554621848739,84,0.0756909992912827,84,0.0386554621848739,0.0756909992912827,-0.0370355371064088,False,False
DLPFC,interferon_inflammatory,top_10pct_mean,6e10/A_beta,0.1689170182841069,80,0.2059540553211439,80,0.1689170182841069,0.2059540553211439,-0.03703703703703698,False,False
MTG,disease_program_score,variance,6e10/A_beta,0.3179507947757416,84,0.3551685734534777,84,0.3179507947757416,0.3551685734534777,-0.03721777867773607,False,False
DLPFC,complement_phagocytosis,q90,Iba1,0.1275199249882794,80,0.1647913736521331,80,0.1275199249882794,0.1647913736521331,-0.03727144866385368,False,False
MTG,complement_phagocytosis,q90,AT8,0.1851169383416017,84,0.2228814417333198,84,0.1851169383416017,0.2228814417333198,-0.03776450339171811,False,False
DLPFC,oxidative_stress_gene_preserved,q90,GFAP,0.1405297702766057,80,0.1787857477730895,80,0.1405297702766057,0.1787857477730895,-0.038255977496483795,False,False
DLPFC,disease_program_score,fraction_high_global_q95,Iba1,0.1925233973509228,80,0.2309188935771214,80,0.1925233973509228,0.2309188935771214,-0.03839549622619859,False,False
MTG,complement_phagocytosis,variance,Iba1,0.1387870810974992,84,0.1776652829806621,84,0.1387870810974992,0.1776652829806621,-0.03887820188316288,False,False
MTG,dam_lipid_trem2_apoe,top_1pct_mean,AT8,0.4051432621241267,84,0.4441429583881745,84,0.4051432621241267,0.4441429583881745,-0.03899969626404781,False,False
MTG,dam_lipid_trem2_apoe,q99,Iba1,0.1894704869899767,84,0.228632175761871,84,0.1894704869899767,0.228632175761871,-0.0391616887718943,False,False
MTG,interferon_inflammatory,variance,6e10/A_beta,0.1946744963045459,84,0.2338969322668826,84,0.1946744963045459,0.2338969322668826,-0.03922243596233671,False,False
MTG,oxidative_stress_gene_preserved,q95,6e10/A_beta,0.2883466639667915,84,0.3276905943100132,84,0.2883466639667915,0.3276905943100132,-0.0393439303432217,False,False
DLPFC,oxidative_stress_gene_preserved,q95,GFAP,0.1393108298171589,80,0.1787857477730895,80,0.1393108298171589,0.1787857477730895,-0.03947491795593061,False,False
MTG,disease_program_score,q99,Iba1,0.2100232864230029,84,0.2499949377341297,84,0.2100232864230029,0.2499949377341297,-0.039971651311126816,False,False
DLPFC,oxidative_stress_gene_preserved,q99,NeuN,-0.0885841537740272,80,-0.1294186591654946,80,0.0885841537740272,0.1294186591654946,-0.04083450539146741,False,False
MTG,complement_phagocytosis,q95,Iba1,0.1368026728763794,84,0.1776652829806621,84,0.1368026728763794,0.1776652829806621,-0.04086261010428269,False,False
DLPFC,oxidative_stress_gene_preserved,q90,NeuN,-0.0879512423816221,80,-0.1294186591654946,80,0.0879512423816221,0.1294186591654946,-0.041467416783872516,False,False
MTG,disease_program_score,top_1pct_mean,6e10/A_beta,0.3130100232864229,84,0.3551685734534777,84,0.3130100232864229,0.3551685734534777,-0.042158550167054776,False,False
MTG,complement_phagocytosis,q95,AT8,0.1804191556140528,84,0.2228814417333198,84,0.1804191556140528,0.2228814417333198,-0.042462286119267,False,False
MTG,antigen_presentation,q99,Iba1,0.0331072187911309,84,0.0756909992912827,84,0.0331072187911309,0.0756909992912827,-0.042583780500151804,False,False
DLPFC,oxidative_stress_gene_preserved,fraction_high_global_q95,6e10/A_beta,0.2044538209095171,80,0.2473277074542897,80,0.2044538209095171,0.2473277074542897,-0.04287388654477259,False,False
MTG,complement_phagocytosis,fraction_high_global_q95,Iba1,0.1340899771707835,84,0.1776652829806621,84,0.1340899771707835,0.1776652829806621,-0.04357530580987859,False,False
DLPFC,oxidative_stress_gene_preserved,top_1pct_mean,6e10/A_beta,0.203680262541022,80,0.2473277074542897,80,0.203680262541022,0.2473277074542897,-0.04364744491326769,False,False
MTG,oxidative_stress_gene_preserved,fraction_high_global_q95,AT8,0.3648513197647743,84,0.4088488407411157,84,0.3648513197647743,0.4088488407411157,-0.04399752097634141,False,False
MTG,antigen_presentation,top_1pct_mean,Iba1,0.0316087880935506,84,0.0756909992912827,84,0.0316087880935506,0.0756909992912827,-0.044082211197732105,False,False
DLPFC,interferon_inflammatory,q95,Iba1,0.1892639474917956,80,0.233356774496015,80,0.1892639474917956,0.233356774496015,-0.044092827004219404,False,False
MTG,dam_lipid_trem2_apoe,top_10pct_mean,Iba1,0.1839019945327528,84,0.228632175761871,84,0.1839019945327528,0.228632175761871,-0.044730181229118204,False,False
MTG,dam_lipid_trem2_apoe,q90,Iba1,0.1832540245013668,84,0.228632175761871,84,0.1832540245013668,0.228632175761871,-0.04537815126050421,False,False
MTG,interferon_inflammatory,q95,Iba1,0.1233370456616381,84,0.1689986838108737,84,0.1233370456616381,0.1689986838108737,-0.045661638149235614,False,False
MTG,disease_program_score,top_5pct_mean,Iba1,0.2041510580135668,84,0.2499949377341297,84,0.2041510580135668,0.2499949377341297,-0.04584387972056289,False,False
MTG,antigen_presentation,top_10pct_mean,AT8,0.0640072896628531,84,0.1111876075731497,84,0.0640072896628531,0.1111876075731497,-0.0471803179102966,False,False
MTG,antigen_presentation,variance,AT8,0.0639262934089298,84,0.1111876075731497,84,0.0639262934089298,0.1111876075731497,-0.0472613141642199,False,False
DLPFC,oxidative_stress_gene_preserved,top_1pct_mean,NeuN,-0.0817158931082981,80,-0.1294186591654946,80,0.0817158931082981,0.1294186591654946,-0.047702766057196505,False,False
DLPFC,complement_phagocytosis,variance,Iba1,0.1168776371308016,80,0.1647913736521331,80,0.1168776371308016,0.1647913736521331,-0.04791373652133149,False,False
MTG,interferon_inflammatory,fraction_high_global_q95,Iba1,0.1207249164726131,84,0.1689986838108737,84,0.1207249164726131,0.1689986838108737,-0.04827376733826061,False,False
MTG,dam_lipid_trem2_apoe,top_1pct_mean,Iba1,0.1796496912017819,84,0.228632175761871,84,0.1796496912017819,0.228632175761871,-0.04898248456008911,False,False
DLPFC,complement_phagocytosis,top_1pct_mean,6e10/A_beta,0.1144866385372714,80,0.1642522269104547,80,0.1144866385372714,0.1642522269104547,-0.04976558837318332,False,False
DLPFC,interferon_inflammatory,q90,Iba1,0.1828879512423816,80,0.233356774496015,80,0.1828879512423816,0.233356774496015,-0.05046882325363339,False,False
MTG,lysosomal_endolysosomal,q90,Iba1,0.2809355067328136,84,0.3314974182444062,84,0.2809355067328136,0.3314974182444062,-0.05056191151159262,False,False
MTG,lysosomal_endolysosomal,q95,Iba1,0.2798218082413688,84,0.3314974182444062,84,0.2798218082413688,0.3314974182444062,-0.05167561000303739,False,False
MTG,complement_phagocytosis,top_5pct_mean,Iba1,0.1253012048192771,84,0.1776652829806621,84,0.1253012048192771,0.1776652829806621,-0.052364078161385,False,False
MTG,dam_lipid_trem2_apoe,q95,Iba1,0.1756606256960615,84,0.228632175761871,84,0.1756606256960615,0.228632175761871,-0.0529715500658095,False,False
DLPFC,oxidative_stress_gene_preserved,fraction_high_global_q95,NeuN,-0.0763009845288326,80,-0.1294186591654946,80,0.0763009845288326,0.1294186591654946,-0.053117674636662005,False,False
MTG,antigen_presentation,fraction_high_global_q95,AT8,0.0574902926537792,84,0.1111876075731497,84,0.0574902926537792,0.1111876075731497,-0.0536973149193705,False,False
DLPFC,disease_program_score,q95,Iba1,0.1770979840600094,80,0.2309188935771214,80,0.1770979840600094,0.2309188935771214,-0.05382090951711199,False,False
MTG,lysosomal_endolysosomal,fraction_high_global_q95,Iba1,0.2776160656918516,84,0.3314974182444062,84,0.2776160656918516,0.3314974182444062,-0.05388135255255461,False,False
DLPFC,interferon_inflammatory,q95,GFAP,0.2266760431317393,80,0.2806375996249414,80,0.2266760431317393,0.2806375996249414,-0.053961556493202084,False,False
DLPFC,interferon_inflammatory,top_5pct_mean,6e10/A_beta,0.1511954992967651,80,0.2059540553211439,80,0.1511954992967651,0.2059540553211439,-0.05475855602437879,False,False
MTG,lysosomal_endolysosomal,top_10pct_mean,Iba1,0.2766629543383618,84,0.3314974182444062,84,0.2766629543383618,0.3314974182444062,-0.054834463906044406,False,False
DLPFC,interferon_inflammatory,q95,AT8,0.1663853727144866,80,0.2213783403656821,80,0.1663853727144866,0.2213783403656821,-0.05499296765119549,False,False
DLPFC,oxidative_stress_gene_preserved,q90,AT8,0.1110642287857477,80,0.1661509610876699,80,0.1110642287857477,0.1661509610876699,-0.05508673230192221,False,False
MTG,disease_program_score,q99,AT8,0.3232965475346765,84,0.3787587324086262,84,0.3232965475346765,0.3787587324086262,-0.05546218487394966,False,False
DLPFC,oxidative_stress_gene_preserved,q99,6e10/A_beta,0.1916783872480075,80,0.2473277074542897,80,0.1916783872480075,0.2473277074542897,-0.05564932020628219,False,False
DLPFC,oxidative_stress_gene_preserved,top_10pct_mean,NeuN,-0.0732067510548523,80,-0.1294186591654946,80,0.0732067510548523,0.1294186591654946,-0.056211908110642306,False,False
DLPFC,oxidative_stress_gene_preserved,top_5pct_mean,NeuN,-0.0728316924519456,80,-0.1294186591654946,80,0.0728316924519456,0.1294186591654946,-0.056586966713549014,False,False
DLPFC,oxidative_stress_gene_preserved,q95,NeuN,-0.0719878105954055,80,-0.1294186591654946,80,0.0719878105954055,0.1294186591654946,-0.05743084857008911,False,False
DLPFC,lysosomal_endolysosomal,variance,Iba1,0.2062822315986873,80,0.2652133145804032,80,0.2062822315986873,0.2652133145804032,-0.0589310829817159,False,False
MTG,disease_program_score,variance,AT8,0.3197124632985725,84,0.3787587324086262,84,0.3197124632985725,0.3787587324086262,-0.05904626911005367,False,False
DLPFC,oxidative_stress_gene_preserved,top_10pct_mean,GFAP,0.1195030473511486,80,0.1787857477730895,80,0.1195030473511486,0.1787857477730895,-0.059282700421940906,False,False
DLPFC,disease_program_score,q90,Iba1,0.1704172526957337,80,0.2309188935771214,80,0.1704172526957337,0.2309188935771214,-0.06050164088138768,False,False
DLPFC,interferon_inflammatory,top_1pct_mean,AT8,0.1601734646038443,80,0.2213783403656821,80,0.1601734646038443,0.2213783403656821,-0.06120487576183781,False,False
DLPFC,interferon_inflammatory,q99,GFAP,0.2193389592123769,80,0.2806375996249414,80,0.2193389592123769,0.2806375996249414,-0.0612986404125645,False,False
DLPFC,antigen_presentation,q95,AT8,-0.0279184247538677,80,-0.0892639474917956,80,0.0279184247538677,0.0892639474917956,-0.0613455227379279,False,False
MTG,disease_program_score,top_1pct_mean,GFAP,0.289926090918295,84,0.3515034929634504,84,0.289926090918295,0.3515034929634504,-0.06157740204515538,False,False
DLPFC,interferon_inflammatory,top_10pct_mean,AT8,0.1595171120487576,80,0.2213783403656821,80,0.1595171120487576,0.2213783403656821,-0.061861228316924505,False,False
DLPFC,antigen_presentation,fraction_high_global_q95,AT8,-0.025926533681143,80,-0.0892639474917956,80,0.025926533681143,0.0892639474917956,-0.0633374138106526,False,False
MTG,interferon_inflammatory,q99,6e10/A_beta,0.1705376126354156,84,0.2338969322668826,84,0.1705376126354156,0.2338969322668826,-0.06335931963146701,False,False
DLPFC,interferon_inflammatory,top_10pct_mean,GFAP,0.217205813408345,80,0.2806375996249414,80,0.217205813408345,0.2806375996249414,-0.0634317862165964,False,False
MTG,interferon_inflammatory,top_10pct_mean,Iba1,0.1034524653234787,84,0.1689986838108737,84,0.1034524653234787,0.1689986838108737,-0.06554621848739502,False,False
DLPFC,interferon_inflammatory,fraction_high_global_q95,6e10/A_beta,0.1404016666788448,80,0.2059540553211439,80,0.1404016666788448,0.2059540553211439,-0.06555238864229909,False,False
MTG,complement_phagocytosis,q99,Iba1,0.1117140832236509,84,0.1776652829806621,84,0.1117140832236509,0.1776652829806621,-0.06595119975701119,False,False
DLPFC,antigen_presentation,q99,AT8,0.0225738396624472,80,-0.0892639474917956,80,0.0225738396624472,0.0892639474917956,-0.0666901078293484,False,False
DLPFC,interferon_inflammatory,q90,AT8,0.1543366150961087,80,0.2213783403656821,80,0.1543366150961087,0.2213783403656821,-0.06704172526957342,False,False
DLPFC,interferon_inflammatory,top_1pct_mean,GFAP,0.2120018752930145,80,0.2806375996249414,80,0.2120018752930145,0.2806375996249414,-0.06863572433192688,False,False
DLPFC,oxidative_stress_gene_preserved,variance,6e10/A_beta,0.1769573370839193,80,0.2473277074542897,80,0.1769573370839193,0.2473277074542897,-0.07037037037037039,False,False
DLPFC,interferon_inflammatory,fraction_high_global_q95,AT8,0.1502821746519866,80,0.2213783403656821,80,0.1502821746519866,0.2213783403656821,-0.07109616571369551,False,False
DLPFC,oxidative_stress_gene_preserved,top_10pct_mean,AT8,0.0950070323488045,80,0.1661509610876699,80,0.0950070323488045,0.1661509610876699,-0.07114392873886541,False,False
MTG,oxidative_stress_gene_preserved,q95,AT8,0.3376531335425736,84,0.4088488407411157,84,0.3376531335425736,0.4088488407411157,-0.07119570719854212,False,False
DLPFC,antigen_presentation,variance,AT8,0.0178856071261134,80,-0.0892639474917956,80,0.0178856071261134,0.0892639474917956,-0.0713783403656822,False,False
MTG,dam_lipid_trem2_apoe,fraction_high_global_q95,Iba1,0.1572371618660291,84,0.228632175761871,84,0.1572371618660291,0.228632175761871,-0.07139501389584191,False,False
DLPFC,oxidative_stress_gene_preserved,top_5pct_mean,GFAP,0.1072667604313174,80,0.1787857477730895,80,0.1072667604313174,0.1787857477730895,-0.0715189873417721,False,False
DLPFC,oxidative_stress_gene_preserved,q99,GFAP,0.107008907641819,80,0.1787857477730895,80,0.107008907641819,0.1787857477730895,-0.0717768401312705,False,False
DLPFC,antigen_presentation,top_10pct_mean,AT8,-0.0164322550398499,80,-0.0892639474917956,80,0.0164322550398499,0.0892639474917956,-0.0728316924519457,False,False
DLPFC,interferon_inflammatory,q99,AT8,0.1479840600093764,80,0.2213783403656821,80,0.1479840600093764,0.2213783403656821,-0.07339428035630571,False,False
MTG,oxidative_stress_gene_preserved,top_10pct_mean,6e10/A_beta,0.2540042523033309,84,0.3276905943100132,84,0.2540042523033309,0.3276905943100132,-0.07368634200668228,False,False
MTG,interferon_inflammatory,variance,AT8,0.3072795383213526,84,0.381046876581958,84,0.3072795383213526,0.381046876581958,-0.07376733826060544,False,False
DLPFC,interferon_inflammatory,top_5pct_mean,AT8,0.1475152367557431,80,0.2213783403656821,80,0.1475152367557431,0.2213783403656821,-0.073863103609939,False,False
MTG,lysosomal_endolysosomal,top_1pct_mean,Iba1,0.2574263440315886,84,0.3314974182444062,84,0.2574263440315886,0.3314974182444062,-0.07407107421281761,False,False
DLPFC,antigen_presentation,top_5pct_mean,AT8,0.0149320206282231,80,-0.0892639474917956,80,0.0149320206282231,0.0892639474917956,-0.0743319268635725,False,False
MTG,antigen_presentation,q95,NeuN,0.0886908980459653,84,0.1639364179406702,84,0.0886908980459653,0.1639364179406702,-0.0752455198947049,False,False
MTG,antigen_presentation,variance,Iba1,-0.0002227396982889,84,0.0756909992912827,84,0.0002227396982889,0.0756909992912827,-0.0754682595929938,False,False
DLPFC,lysosomal_endolysosomal,variance,GFAP,0.1631036099390529,80,0.2387951242381622,80,0.1631036099390529,0.2387951242381622,-0.07569151429910931,False,False
MTG,disease_program_score,variance,Iba1,0.1732307380783639,84,0.2499949377341297,84,0.1732307380783639,0.2499949377341297,-0.07676419965576581,False,False
MTG,interferon_inflammatory,q99,AT8,0.3036954540852485,84,0.381046876581958,84,0.3036954540852485,0.381046876581958,-0.07735142249670951,False,False
DLPFC,oxidative_stress_gene_preserved,variance,NeuN,-0.0516877637130801,80,-0.1294186591654946,80,0.0516877637130801,0.1294186591654946,-0.07773089545241452,False,False
MTG,antigen_presentation,top_5pct_mean,AT8,0.0331274678546117,84,0.1111876075731497,84,0.0331274678546117,0.1111876075731497,-0.07806013971853801,False,False
DLPFC,oxidative_stress_gene_preserved,top_1pct_mean,GFAP,0.0997655883731833,80,0.1787857477730895,80,0.0997655883731833,0.1787857477730895,-0.0790201593999062,False,False
MTG,lysosomal_endolysosomal,top_5pct_mean,Iba1,0.2521413384630961,84,0.3314974182444062,84,0.2521413384630961,0.3314974182444062,-0.0793560797813101,False,False
MTG,antigen_presentation,q90,NeuN,0.0831224055887415,84,0.1639364179406702,84,0.0831224055887415,0.1639364179406702,-0.08081401235192871,False,False
DLPFC,interferon_inflammatory,fraction_high_global_q95,GFAP,0.1994737428172017,80,0.2806375996249414,80,0.1994737428172017,0.2806375996249414,-0.08116385680773969,False,False
MTG,antigen_presentation,top_10pct_mean,NeuN,0.0813404880024298,84,0.1639364179406702,84,0.0813404880024298,0.1639364179406702,-0.08259592993824041,False,False
DLPFC,oxidative_stress_gene_preserved,q99,AT8,0.08328645100797,80,0.1661509610876699,80,0.08328645100797,0.1661509610876699,-0.08286451007969992,False,False
MTG,oxidative_stress_gene_preserved,fraction_high_global_q95,Iba1,0.2135386609268191,84,0.2966892781208869,84,0.2135386609268191,0.2966892781208869,-0.0831506171940678,False,False
MTG,complement_phagocytosis,q99,AT8,0.1379771185582666,84,0.2228814417333198,84,0.1379771185582666,0.2228814417333198,-0.0849043231750532,False,False
DLPFC,oxidative_stress_gene_preserved,q95,AT8,0.0811533052039381,80,0.1661509610876699,80,0.0811533052039381,0.1661509610876699,-0.08499765588373182,False,False
MTG,disease_program_score,top_1pct_mean,AT8,0.2925989672977625,84,0.3787587324086262,84,0.2925989672977625,0.3787587324086262,-0.08615976511086365,False,False
MTG,disease_program_score,top_1pct_mean,Iba1,0.1620937531639162,84,0.2499949377341297,84,0.1620937531639162,0.2499949377341297,-0.08790118457021351,False,False
MTG,interferon_inflammatory,variance,Iba1,0.0809760048597752,84,0.1689986838108737,84,0.0809760048597752,0.1689986838108737,-0.08802267895109851,False,False
DLPFC,disease_program_score,variance,Iba1,0.1414908579465541,80,0.2309188935771214,80,0.1414908579465541,0.2309188935771214,-0.08942803563056728,False,False
DLPFC,interferon_inflammatory,q99,6e10/A_beta,0.1164791373652133,80,0.2059540553211439,80,0.1164791373652133,0.2059540553211439,-0.08947491795593059,False,False
DLPFC,oxidative_stress_gene_preserved,top_5pct_mean,AT8,0.0748476324425691,80,0.1661509610876699,80,0.0748476324425691,0.1661509610876699,-0.09130332864510081,False,False
MTG,interferon_inflammatory,top_1pct_mean,GFAP,0.1558367925483446,84,0.2475852991799129,84,0.1558367925483446,0.2475852991799129,-0.0917485066315683,False,False
MTG,oxidative_stress_gene_preserved,top_10pct_mean,AT8,0.3161891262529108,84,0.4088488407411157,84,0.3161891262529108,0.4088488407411157,-0.09265971448820493,False,False
MTG,antigen_presentation,top_5pct_mean,NeuN,0.0706894806115217,84,0.1639364179406702,84,0.0706894806115217,0.1639364179406702,-0.09324693732914852,False,False
