candidate_id,target,fold_id,model_name,alpha,n_train,n_test,n_features
latent_plus_stable_metadata_strong_ridge,AT8,4,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,AT8,5,ridge,1000.0,68,16,28
latent_plus_stable_metadata_strong_ridge,6e10/A_beta,1,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,6e10/A_beta,2,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,6e10/A_beta,3,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,6e10/A_beta,4,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,6e10/A_beta,5,ridge,1000.0,68,16,28
latent_plus_stable_metadata_strong_ridge,GFAP,1,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,GFAP,2,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,GFAP,3,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,GFAP,4,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,GFAP,5,ridge,1000.0,68,16,28
latent_plus_stable_metadata_strong_ridge,Iba1,1,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,Iba1,2,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,Iba1,3,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,Iba1,4,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,Iba1,5,ridge,1000.0,68,16,28
latent_plus_stable_metadata_strong_ridge,NeuN,1,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,NeuN,2,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,NeuN,3,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,NeuN,4,ridge,1000.0,67,17,28
latent_plus_stable_metadata_strong_ridge,NeuN,5,ridge,1000.0,68,16,28
latent_plus_stable_metadata_shared_alpha,AT8,1,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,AT8,2,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,AT8,3,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,AT8,4,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,AT8,5,ridge,300.0,68,16,28
latent_plus_stable_metadata_shared_alpha,6e10/A_beta,1,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,6e10/A_beta,2,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,6e10/A_beta,3,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,6e10/A_beta,4,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,6e10/A_beta,5,ridge,300.0,68,16,28
latent_plus_stable_metadata_shared_alpha,GFAP,1,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,GFAP,2,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,GFAP,3,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,GFAP,4,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,GFAP,5,ridge,300.0,68,16,28
latent_plus_stable_metadata_shared_alpha,Iba1,1,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,Iba1,2,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,Iba1,3,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,Iba1,4,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,Iba1,5,ridge,300.0,68,16,28
latent_plus_stable_metadata_shared_alpha,NeuN,1,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,NeuN,2,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,NeuN,3,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,NeuN,4,ridge,300.0,67,17,28
latent_plus_stable_metadata_shared_alpha,NeuN,5,ridge,300.0,68,16,28
latent_plus_stable_metadata_target_specific_alpha,AT8,1,ridge,100.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,AT8,2,ridge,10.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,AT8,3,ridge,10.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,AT8,4,ridge,100.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,AT8,5,ridge,10000.0,68,16,28
latent_plus_stable_metadata_target_specific_alpha,6e10/A_beta,1,ridge,10.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,6e10/A_beta,2,ridge,100.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,6e10/A_beta,3,ridge,30.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,6e10/A_beta,4,ridge,100.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,6e10/A_beta,5,ridge,10000.0,68,16,28
latent_plus_stable_metadata_target_specific_alpha,GFAP,1,ridge,10000.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,GFAP,2,ridge,10000.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,GFAP,3,ridge,10000.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,GFAP,4,ridge,10.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,GFAP,5,ridge,10000.0,68,16,28
latent_plus_stable_metadata_target_specific_alpha,Iba1,1,ridge,10000.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,Iba1,2,ridge,10000.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,Iba1,3,ridge,1000.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,Iba1,4,ridge,10000.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,Iba1,5,ridge,10000.0,68,16,28
latent_plus_stable_metadata_target_specific_alpha,NeuN,1,ridge,10.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,NeuN,2,ridge,30.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,NeuN,3,ridge,300.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,NeuN,4,ridge,10.0,67,17,28
latent_plus_stable_metadata_target_specific_alpha,NeuN,5,ridge,100.0,68,16,28
latent_plus_stable_metadata_bagged_ridge,AT8,1,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,AT8,2,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,AT8,3,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,AT8,4,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,AT8,5,bagged_ridge,1000.0,68,16,28
latent_plus_stable_metadata_bagged_ridge,6e10/A_beta,1,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,6e10/A_beta,2,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,6e10/A_beta,3,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,6e10/A_beta,4,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,6e10/A_beta,5,bagged_ridge,1000.0,68,16,28
latent_plus_stable_metadata_bagged_ridge,GFAP,1,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,GFAP,2,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,GFAP,3,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,GFAP,4,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,GFAP,5,bagged_ridge,1000.0,68,16,28
latent_plus_stable_metadata_bagged_ridge,Iba1,1,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,Iba1,2,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,Iba1,3,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,Iba1,4,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,Iba1,5,bagged_ridge,1000.0,68,16,28
latent_plus_stable_metadata_bagged_ridge,NeuN,1,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,NeuN,2,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,NeuN,3,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,NeuN,4,bagged_ridge,1000.0,67,17,28
latent_plus_stable_metadata_bagged_ridge,NeuN,5,bagged_ridge,1000.0,68,16,28
metadata_only_control,AT8,1,ridge,1000.0,67,17,13
metadata_only_control,AT8,2,ridge,1000.0,67,17,13
metadata_only_control,AT8,3,ridge,1000.0,67,17,13
metadata_only_control,AT8,4,ridge,1000.0,67,17,13
metadata_only_control,AT8,5,ridge,1000.0,68,16,13
metadata_only_control,6e10/A_beta,1,ridge,1000.0,67,17,13
metadata_only_control,6e10/A_beta,2,ridge,1000.0,67,17,13
metadata_only_control,6e10/A_beta,3,ridge,1000.0,67,17,13
metadata_only_control,6e10/A_beta,4,ridge,1000.0,67,17,13
metadata_only_control,6e10/A_beta,5,ridge,1000.0,68,16,13
metadata_only_control,GFAP,1,ridge,1000.0,67,17,13
metadata_only_control,GFAP,2,ridge,1000.0,67,17,13
metadata_only_control,GFAP,3,ridge,1000.0,67,17,13
metadata_only_control,GFAP,4,ridge,1000.0,67,17,13
metadata_only_control,GFAP,5,ridge,1000.0,68,16,13
metadata_only_control,Iba1,1,ridge,1000.0,67,17,13
metadata_only_control,Iba1,2,ridge,1000.0,67,17,13
metadata_only_control,Iba1,3,ridge,1000.0,67,17,13
metadata_only_control,Iba1,4,ridge,1000.0,67,17,13
metadata_only_control,Iba1,5,ridge,1000.0,68,16,13
metadata_only_control,NeuN,1,ridge,1000.0,67,17,13
metadata_only_control,NeuN,2,ridge,1000.0,67,17,13
metadata_only_control,NeuN,3,ridge,1000.0,67,17,13
metadata_only_control,NeuN,4,ridge,1000.0,67,17,13
metadata_only_control,NeuN,5,ridge,1000.0,68,16,13
latent_only_control,AT8,1,ridge,300.0,67,17,15
latent_only_control,AT8,2,ridge,300.0,67,17,15
latent_only_control,AT8,3,ridge,300.0,67,17,15
latent_only_control,AT8,4,ridge,300.0,67,17,15
latent_only_control,AT8,5,ridge,300.0,68,16,15
latent_only_control,6e10/A_beta,1,ridge,300.0,67,17,15
latent_only_control,6e10/A_beta,2,ridge,300.0,67,17,15
latent_only_control,6e10/A_beta,3,ridge,300.0,67,17,15
latent_only_control,6e10/A_beta,4,ridge,300.0,67,17,15
latent_only_control,6e10/A_beta,5,ridge,300.0,68,16,15
latent_only_control,GFAP,1,ridge,300.0,67,17,15
latent_only_control,GFAP,2,ridge,300.0,67,17,15
latent_only_control,GFAP,3,ridge,300.0,67,17,15
latent_only_control,GFAP,4,ridge,300.0,67,17,15
latent_only_control,GFAP,5,ridge,300.0,68,16,15
latent_only_control,Iba1,1,ridge,300.0,67,17,15
latent_only_control,Iba1,2,ridge,300.0,67,17,15
latent_only_control,Iba1,3,ridge,300.0,67,17,15
latent_only_control,Iba1,4,ridge,300.0,67,17,15
latent_only_control,Iba1,5,ridge,300.0,68,16,15
latent_only_control,NeuN,1,ridge,300.0,67,17,15
latent_only_control,NeuN,2,ridge,300.0,67,17,15
latent_only_control,NeuN,3,ridge,300.0,67,17,15
latent_only_control,NeuN,4,ridge,300.0,67,17,15
latent_only_control,NeuN,5,ridge,300.0,68,16,15
