analysis_label,model_variant,latent_dim,seed,fold_id,target,n_donors,y_mean,y_median,y_sd,y_min,y_max
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,4,AT8,16,1.12965213225,0.087513339,1.954401812103558,0.011590787,6.924529518
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,4,GFAP,16,5.27903772625,3.7380481000000003,4.975537722817079,0.794675483,16.31359485
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,4,Iba1,16,3.030300935875,2.675994139,1.8270446553985036,0.696723748,6.44983744
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,4,NeuN,16,3.1366057573749995,2.5700260564999997,1.975233569721884,0.071346871,8.798228889
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,5,6e10/A_beta,16,3.800809871375,2.6396900934999996,4.266982185096191,0.0,15.29570291
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,5,AT8,16,1.328177732125,1.3190014360000002,1.1633485195790039,0.006603551,3.455456081
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,5,GFAP,16,6.77826748875,6.369741187,4.130120763517967,0.981970599,13.36740458
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,5,Iba1,16,4.406796319750001,3.824338557,3.0075233309687,1.140085506,9.513231434
stage61_best,mtg_programming_plus_dlpfc_state_modules,16,307,5,NeuN,16,3.1285199644999997,2.242531461,2.086463443234028,0.789576499,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,1,6e10/A_beta,16,1.9526034770625,1.413254401,2.6363278845356035,0.0,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,1,AT8,16,1.4283623915625001,0.42742521,2.0293061895966695,0.006603551,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,1,GFAP,16,6.132596291812501,4.696705235,4.799085436073532,0.975268257,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,1,Iba1,16,3.5978887369375006,3.3819386535,1.355844964906448,1.195535503,6.44983744
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,1,NeuN,16,3.0620500700625,2.73323716,2.0199518289323333,0.04433574,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,2,6e10/A_beta,16,2.17829229,1.4024480855,2.946501928552843,0.001294962,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,2,AT8,16,0.980266011,0.1002130365,1.3853029494816198,0.011590787,3.857216337
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,2,GFAP,16,5.2690318193125,5.4292765325,3.288870432733209,1.297575839,13.36740458
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,2,Iba1,16,4.327550488062499,4.030245475,2.427867932913863,1.10601287,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,2,NeuN,16,2.543539515,2.5111875965,1.5541322879009634,0.222454051,6.072337602
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,3,6e10/A_beta,16,1.5967178061875003,1.765285423,1.2305088153649455,0.000764286,3.242628319
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,3,AT8,16,0.9229070588124999,0.8051002705000001,0.7549545754216411,0.007338071,2.011315673
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,3,GFAP,16,5.614524670874999,3.892117475,4.574390620710861,0.794675483,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,3,Iba1,16,2.833748331875,2.293037237,1.875256690977531,0.696723748,6.49415367
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,3,NeuN,16,2.015088411375,1.820477023,1.7257502848100146,0.071346871,5.241588748
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,4,6e10/A_beta,16,3.307816951,1.604317139,4.069899065516495,0.001108222,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,4,AT8,16,1.0752322379375001,0.5933293575,1.4282679752857783,0.0080518,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,4,GFAP,16,6.091201718375,5.4216997970000005,4.666838781470208,0.612357615,18.10955287
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,4,Iba1,16,4.0722425185625,3.0527581825,2.7452590720051377,0.889626131,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,4,NeuN,16,3.5430403559375,3.573031975,2.137166945406819,0.001337497,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,5,6e10/A_beta,16,2.5583557566249997,1.7271898285,2.8340669855172433,0.000191268,9.060768751
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,5,AT8,16,0.698064927,0.0698553675,1.2674600196118937,0.011863017,4.509271665
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,5,GFAP,16,6.77994199875,5.13460883,6.376245524542356,1.545604977,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,5,Iba1,16,3.9878593381875005,3.547850433,2.210732136501095,1.222678946,8.936774274
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,107,5,NeuN,16,3.0154477455,2.8473984985,1.6780080038766176,0.632040347,6.498970505
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,1,6e10/A_beta,16,2.0154015286874998,1.479913408,2.2602174783288183,0.000191268,9.060768751
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,1,AT8,16,1.1200301579375,0.383231436,1.7468138846184054,0.015822854,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,1,GFAP,16,5.49164047225,4.511768996000001,4.09261679086449,0.975268257,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,1,Iba1,16,4.1900960030625,3.5220554815,2.231603927278472,1.222678946,8.936774274
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,1,NeuN,16,2.8724927828125,1.9735142445,2.2258469260304383,0.089542907,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,2,6e10/A_beta,16,1.3713151730625,0.43603695900000006,1.8296395347572267,0.000532484,6.546090886
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,2,AT8,16,0.495101768125,0.0856333705,0.8084921632934862,0.007338071,2.837355384
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,2,GFAP,16,6.96194687775,5.3175231935,6.786832378682455,1.297575839,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,2,Iba1,16,3.546702214,2.5462813325,2.4878658603918224,1.167843406,8.930063233
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,2,NeuN,16,3.1431539171875,2.7410624835,1.9583729722283905,0.688790683,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,3,6e10/A_beta,16,2.87293226375,1.620957416,3.63452826987364,0.000168494,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,3,AT8,16,1.414060216625,0.8586915765,1.5363204477948467,0.007572086,4.062182723
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,3,GFAP,16,6.263210366125,5.431538289500001,4.893371014175982,0.612357615,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,3,Iba1,16,3.514164692125,3.230153525,2.0910297940644655,1.10601287,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,3,NeuN,16,2.8946474990625,2.4540449195000003,1.9436478580653347,0.001337497,6.97957834
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,4,6e10/A_beta,16,2.0103599309374998,1.575447737,1.922994231279901,0.0,6.760132171
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,4,AT8,16,1.062681109625,0.52310826,1.6090833298015979,0.006603551,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,4,GFAP,16,6.0015672288125,4.572184198,4.0248558244628425,0.794675483,12.81945045
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,4,Iba1,16,3.808492851375,3.910602046,1.5620470656182341,1.00351526,5.947291923
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,4,NeuN,16,2.8776738148125,2.7609206,1.5623695666227404,0.177981557,5.241588748
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,5,6e10/A_beta,16,3.3237773844375,1.9968420595,3.9548895012082554,0.000203861,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,5,AT8,16,1.012959374,0.5906798645,1.19594821588907,0.009936062,3.455456081
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,5,GFAP,16,5.1689315541875,3.3904659345,3.685823204317939,1.369721491,13.36740458
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,5,Iba1,16,3.7598336530624996,2.990957212,2.612397165408022,0.696723748,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,211,5,NeuN,16,2.391198084,2.148998752,1.7210710958539117,0.04433574,4.852197655
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,1,6e10/A_beta,16,1.7321126496875001,1.3034317135,2.1430143033564963,0.000168494,6.760132171
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,1,AT8,16,0.5958560893125,0.1778850845,0.9785399585396499,0.007572086,3.857216337
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,1,GFAP,16,7.266972888,4.772678427500001,6.78696081777744,1.676257874,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,1,Iba1,16,3.2659077565625,2.7020218385000003,1.6974058290719465,1.10601287,7.445298151
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,1,NeuN,16,2.5480030219375003,2.0571797755,1.8651390249616375,0.177981557,6.498970505
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,2,6e10/A_beta,16,2.0339799591250003,2.038575685,2.203317504671468,0.000532484,8.195152303
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,2,AT8,16,1.1522134581249999,0.28617056949999997,1.4687863979653624,0.017713481,4.509271665
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,2,GFAP,16,5.9896620298125,4.837235661999999,4.182223057084312,1.84526138,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,2,Iba1,16,4.1592481175625,3.951870299,2.309008696999876,1.167843406,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,2,NeuN,16,2.619239100625,2.8173083314999996,1.5435796294215351,0.001337497,4.57951719
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,3,6e10/A_beta,16,1.8053744899375,0.709831557,2.1626519718644457,0.001108222,6.546090886
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,3,AT8,16,0.8989332145,0.383231436,1.388772560816301,0.007338071,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,3,GFAP,16,4.573356366312501,4.350155753999999,2.8569538082059753,0.612357615,8.688608943
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,3,Iba1,16,3.9570362838750004,3.821251722,1.7427951964246033,0.889626131,6.884660471
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,3,NeuN,16,2.7467982534375,2.70208214,1.9591038388006534,0.04433574,6.072337602
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,4,6e10/A_beta,16,2.2215093107499997,1.444682347,2.8544793173616902,0.000191268,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,4,AT8,16,1.12965213225,0.087513339,1.954401812103558,0.011590787,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,4,GFAP,16,5.27903772625,3.7380481000000003,4.975537722817079,0.794675483,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,4,Iba1,16,3.030300935875,2.675994139,1.8270446553985036,0.696723748,6.44983744
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,4,NeuN,16,3.1366057573749995,2.5700260564999997,1.975233569721884,0.071346871,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,5,6e10/A_beta,16,3.800809871375,2.6396900934999996,4.266982185096191,0.0,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,5,AT8,16,1.328177732125,1.3190014360000002,1.1633485195790039,0.006603551,3.455456081
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,5,GFAP,16,6.77826748875,6.369741187,4.130120763517967,0.981970599,13.36740458
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,5,Iba1,16,4.406796319750001,3.824338557,3.0075233309687,1.140085506,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,307,5,NeuN,16,3.1285199644999997,2.242531461,2.086463443234028,0.789576499,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,1,6e10/A_beta,16,2.0851545603125,1.489067988,2.1959655369971474,0.000532484,9.060768751
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,1,AT8,16,1.4075055556875,0.702131389,1.5304523425502672,0.019594538,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,1,GFAP,16,6.5090218365000005,5.4273797980000005,3.986679976938168,1.680023713,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,1,Iba1,16,4.6916616614999995,4.178926107000001,2.271080851739765,1.239221399,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,1,NeuN,16,2.91205946,3.491970067,1.6222325193501306,0.120715201,4.852197655
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,2,6e10/A_beta,16,2.8624035450000003,2.55608773,3.0736610749566093,0.000191268,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,2,AT8,16,0.973411796125,0.5255425365,1.220038378714263,0.007338071,3.857216337
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,2,GFAP,16,4.991545182875,3.8329905550000003,3.858228307707179,0.794675483,13.30485711
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,2,Iba1,16,3.38975707725,3.5160476364999997,1.3837540437373643,1.10601287,5.947291923
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,2,NeuN,16,3.3232852114374998,2.4042230489999996,2.570293569535726,0.04433574,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,3,6e10/A_beta,16,1.8297062065625003,0.45858003799999997,2.8743271558001195,0.000203861,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,3,AT8,16,0.98312964975,0.2709134835,1.33666016409798,0.011863017,4.062182723
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,3,GFAP,16,6.5385030985,5.018033538499999,6.602422501163289,0.612357615,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,3,Iba1,16,2.8769115298125,2.4057115314999997,2.209561849804476,0.696723748,8.930063233
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,3,NeuN,16,2.574206075,2.563376409,2.016740651509238,0.071346871,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,4,6e10/A_beta,16,3.2210926318124997,2.1618074910000002,3.8091214463640717,0.000764286,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,4,AT8,16,0.7201204935000001,0.166555919,1.1557302351413394,0.009936062,4.509271665
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,4,GFAP,16,6.795225790250001,5.849678901000001,4.995300893027869,1.297575839,18.10955287
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,4,Iba1,16,3.9691397195,3.359848702,2.281780599017397,1.140085506,8.657872802
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,4,NeuN,16,2.982506853125,2.8753264339999998,1.0722344387420473,1.458016699,4.57951719
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,5,6e10/A_beta,16,1.5954293371875,1.257227756,2.1145050496047326,0.0,8.195152303
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,5,AT8,16,1.02066513125,0.159299244,1.8286389272563486,0.006603551,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,5,GFAP,16,5.053000591,3.8093398274999997,3.9984476284549837,0.981970599,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,5,Iba1,16,3.8918194255625,3.3317048785,2.4472415704342274,1.00351526,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,401,5,NeuN,16,2.3871084983125,2.0937405545,1.8065775365419154,0.001337497,6.072337602
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,1,6e10/A_beta,16,1.3899427581250001,1.636339703,1.3257757760814342,0.000168494,3.362636896
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,1,AT8,16,1.301820938,0.42742521,1.8545999758771088,0.007572086,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,1,GFAP,16,5.3011095810625,4.2824474785,4.5213135087722,0.612357615,16.31359485
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,1,Iba1,16,3.4114181947500004,3.2663266035,1.4595322709619851,1.195535503,6.44983744
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,1,NeuN,16,3.251710090625,2.4817283595,2.4199238906721714,0.342434319,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,2,6e10/A_beta,16,2.0692019861875,1.298855742,2.7929388518274685,0.000532484,10.3937098
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,2,AT8,16,0.6874007321875,0.32036243200000003,1.0457316009929434,0.017713481,4.062182723
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,2,GFAP,16,5.5094441763125,5.0377298915,3.763092391903691,1.297575839,15.11145679
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,2,Iba1,16,4.278485075687501,4.1866078235,2.0589671760407673,1.140085506,7.445298151
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,2,NeuN,16,3.1748171415,3.077517488,1.7007426385459012,0.04433574,6.498970505
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,3,6e10/A_beta,16,4.4100663820624995,3.1903970375,4.291568463706053,0.000191268,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,3,AT8,16,1.0199297733125001,0.6808746815,1.1101432892063858,0.007338071,2.992553952
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,3,GFAP,16,5.3724726248125005,3.863107388,3.6872696983600997,1.545604977,13.36740458
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,3,Iba1,16,4.1250401551875,3.6737152755,2.6837046602077965,1.179175425,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,3,NeuN,16,2.1732015833125,2.1125354725000003,1.2861441310442667,0.222454051,4.355163503
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,4,6e10/A_beta,16,2.0338277454375,1.674858141,1.8837242185420167,0.0,6.546090886
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,4,AT8,16,1.3066699933124999,0.272530268,1.7311885209884945,0.006603551,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,4,GFAP,16,6.5322990024375,5.2444654345,5.3385101404451705,0.981970599,18.10955287
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,4,Iba1,16,3.3978825130625,3.3295822245,1.5562828058561746,1.00351526,6.884660471
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,4,NeuN,16,3.5183215554375,3.651659016,1.727120472559289,0.120715201,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,5,6e10/A_beta,16,1.6907474090624999,0.5998210915,2.4256682411307477,0.000764286,8.195152303
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,5,AT8,16,0.7890111895,0.109951379,1.2029618705952803,0.0080518,3.857216337
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,5,GFAP,16,7.1719711145,6.0655015705,6.240986001909345,1.369721491,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,5,Iba1,16,3.6064634749374997,2.5462813325,2.898617727973226,0.696723748,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,503,5,NeuN,16,2.061115727,1.8447646565,1.7294406696546154,0.001337497,5.713642011
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,1,6e10/A_beta,16,1.89403208375,1.592088014,1.8524817081646672,0.000532484,6.546090886
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,1,AT8,16,0.8794383518125,0.3337824875,1.1611575693318423,0.017713481,3.857216337
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,1,GFAP,16,5.8845628066875,5.962379874,3.6310556274605674,0.975268257,11.55416389
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,1,Iba1,16,4.5981130216875,5.0353392415,2.3234381864409586,1.10601287,8.930063233
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,1,NeuN,16,2.9238852791875,2.791037081,1.8678248079001025,0.089542907,7.0412262
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,2,6e10/A_beta,16,0.9464410890625,0.45858003799999997,1.1955355181378733,0.0,3.261146895
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,2,AT8,16,1.1360475999375002,0.164985312,1.9145405679394982,0.006603551,6.924529518
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,2,GFAP,16,6.657954721125001,4.696705235,6.802725554504716,0.612357615,26.47735253
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,2,Iba1,16,3.517529970625,3.063018327,1.7108498866627284,0.696723748,6.44983744
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,2,NeuN,16,3.1505690249375,2.634312106,2.460206140543417,0.071346871,8.798228889
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,3,6e10/A_beta,16,2.3983050593125,1.257227756,3.901754929178072,0.000203861,15.29570291
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,3,AT8,16,0.7046292891875,0.174247171,0.9290856313960513,0.0080518,2.837021516
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,3,GFAP,16,5.583160213125,3.526518169,4.522923429869923,1.297575839,16.8535109
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,3,Iba1,16,3.6709630621250002,3.1174849054999996,2.4658531073700365,1.00351526,9.513231434
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,3,NeuN,16,2.62446466525,2.5111875965,1.6677620917667895,0.04433574,5.713642011
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,4,6e10/A_beta,16,2.3028945748125,1.8030692515,1.9970497259329894,0.119973881,8.195152303
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,4,AT8,16,1.2956670413749998,0.40999525000000003,1.7578927339875663,0.007338071,5.382839956
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,4,GFAP,16,5.6182951864375,4.9341146005,3.7592041264250033,1.676257874,13.30485711
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,4,Iba1,16,3.5328661164375,3.0921877110000002,2.1490118477381737,1.179175425,10.14681443
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,4,NeuN,16,2.929262098375,3.0652530615,1.8152943617316109,0.001337497,6.97957834
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,5,6e10/A_beta,16,4.052113473937499,2.552468662,3.7524855321129853,0.000168494,10.75596125
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,5,AT8,16,1.089050344,0.7920462635000001,1.1670982591484786,0.007572086,4.062182723
stage62_aggregate,mtg_programming_plus_dlpfc_state_modules_full,8,607,5,GFAP,16,6.14332357175,4.7574171205,4.870833616896013,1.545604977,18.10955287
