gene,scope,AT8_delta,A_beta_6e10_delta,GFAP_delta,Iba1_delta,NeuN_delta,manifold_safety_status,prediction_safety_status,perturbation_success,failure_reason,mean_latent_shift,median_latent_shift,mean_nearest_real_cell_distance,p95_nearest_real_cell_distance,baseline_nn_p95_threshold,manifold_violation_fraction,tau_lowering_score,amyloid_lowering_score,neuron_preservation_score,gliosis_penalty,therapeutic_like_score,dual_pathology_lowering_score,broad_shift_score,tau_lowering_score_percentile,amyloid_lowering_score_percentile,neuron_preservation_score_percentile,gliosis_penalty_percentile,therapeutic_like_score_percentile,dual_pathology_lowering_score_percentile,broad_shift_score_percentile
GPI,graph_connected,0.0018347093136981,-0.007418611086905,-0.022588899359107,-0.0021132740657776,0.0020601549185812,not_computed,not_separately_audited,True,,0.0001783662446541,0.0001278968993574,,,,,-0.0018347093136981,0.007418611086905,0.0020601549185812,0.0,0.0002254456048831001,0.0055839017732069,0.007203129748813779,49.36472346786248,66.66666666666666,50.71001494768311,14.835575485799701,71.30044843049326,62.07025411061286,15.246636771300448
SH3GLB1,graph_connected,-0.0047180182300508,0.0025898204185068,-0.011037272401154,-0.0157030280679464,-0.0044964700937271,not_computed,not_separately_audited,True,,0.0001761042221914,0.0001318522117799,,,,,0.0047180182300508,-0.0025898204185068,-0.0044964700937271,0.0,0.00022154813632369996,0.0021281978115439996,0.0077089218422770195,72.23467862481316,47.869955156950674,25.672645739910315,14.835575485799701,71.26307922272048,57.7354260089686,18.684603886397607
YIPF4,graph_connected,-0.0023202267475426,0.0033893249928951,-0.0133561203256249,-0.0137239908799529,-0.0021463660523295,not_computed,not_separately_audited,True,,0.0001642189454287,0.0001303571334574,,,,,0.0023202267475426,-0.0033893249928951,-0.0021463660523295,0.0,0.00017386069521310027,-0.0010690982453524997,0.006987205799668999,64.53662182361734,46.562032884902834,33.408071748878925,14.835575485799701,71.22571001494768,53.176382660687594,13.863976083707025
ARGLU1,graph_connected,0.0031389815267175,-0.0011038498487323,-0.0088543193414807,-0.0111085269600152,0.0033095071557909,not_computed,not_separately_audited,True,,0.0001473545125918,0.0001766715286066,,,,,-0.0031389815267175,0.0011038498487323,0.0033095071557909,0.0,0.00017052562907340007,-0.0020351316779852,0.00550303696654732,44.955156950672645,55.60538116591929,55.044843049327355,14.835575485799701,71.18834080717488,51.53213751868461,7.436472346786248
RPL28,graph_connected,-0.0048319166526198,-0.0278180297464132,-0.0115333404392004,0.0035545679274946,-0.0011231162352487,not_computed,not_separately_audited,True,,0.0002551789802964,0.0002364058018429,,,,,0.0048319166526198,0.0278180297464132,-0.0011231162352487,0.0035545679274946,0.00015423248987649942,0.032649946399033,0.009772194200195341,72.68310911808669,89.64872944693573,37.40657698056801,38.37817638266069,71.15097159940208,87.18236173393123,32.17488789237668
AP2B1,graph_connected,-0.0129940165206789,-0.0214094780385494,0.0146789150312542,-0.0015062750317156,0.0018384188879281,not_computed,not_separately_audited,True,,0.0001801622129278,0.0001735456608003,,,,,0.0129940165206789,0.0214094780385494,0.0018384188879281,0.0146789150312542,0.0001535203773528008,0.034403494559228295,0.010485420702025239,88.90134529147981,84.79073243647235,50.11210762331838,59.26756352765321,71.1136023916293,87.85500747384155,37.780269058295964
ARHGAP27,graph_connected,-0.0049231387674808,0.0171982925385236,-0.0205303933471441,0.0050676297396421,0.0002869407762773,not_computed,not_separately_audited,True,,0.0001899181661428,0.0001544137776363,,,,,0.0049231387674808,-0.0171982925385236,0.0002869407762773,0.0050676297396421,0.0001424498041159997,-0.012275153771042801,0.00960127903381358,72.98206278026906,22.234678624813153,43.19880418535127,41.96562032884903,71.0762331838565,37.18236173393124,31.2406576980568
SNRK,graph_connected,-0.0030141230672597,0.0108363963663578,0.0021967163775116,-0.0095151457935571,-0.0006787535967305,not_computed,not_separately_audited,True,,0.0001874417066574,0.0001423027715645,,,,,0.0030141230672597,-0.0108363963663578,-0.0006787535967305,0.0021967163775116,0.0001386530930176,-0.0078222732990981,0.0052482270402833394,67.30194319880418,32.21225710014948,39.050822122571,35.76233183856502,71.0388639760837,43.38565022421525,6.539611360239163
PCNX4,graph_connected,-0.0005203994223847,-0.0036963210441172,0.0070429062470793,-0.0138514628633856,0.0066229561343789,not_computed,not_separately_audited,True,,0.0001687118201516,0.000140549862408,,,,,0.0005203994223847,0.0036963210441172,0.0066229561343789,0.0070429062470793,0.00010044930968429889,0.0042167204665019,0.0063468091422691384,58.18385650224215,60.1270553064275,67.2645739910314,45.403587443946186,71.00149476831092,60.1644245142003,11.17339312406577
AL035446.2,graph_connected,-0.0061760316602885,-0.0121604725718498,-0.0067556519061326,-0.0060180746950209,-0.006107835099101,not_computed,not_separately_audited,True,,0.0001381451002089,9.220108768204228e-05,,,,,0.0061760316602885,0.0121604725718498,-0.006107835099101,0.0,6.819656118750052e-05,0.0183365042321383,0.007443613186478561,76.19581464872944,73.57997010463379,21.56203288490284,14.835575485799701,70.96412556053812,77.24215246636771,16.81614349775785
STK10,graph_connected,-0.0084236618131399,-0.0086880885064601,0.0180104281753301,0.002223866758868,0.0118769127875566,not_computed,not_separately_audited,True,,0.0001881219795905,0.0002119649579981,,,,,0.0084236618131399,0.0086880885064601,0.0118769127875566,0.0202342949341981,6.627966649840056e-05,0.0171117503196,0.00984459160827094,81.39013452914799,68.64723467862481,81.95067264573991,68.49775784753363,70.92675635276532,76.08370702541106,32.8101644245142
PIAS1,graph_connected,-0.0035228058695793,-0.0064921057783067,-0.003652109298855,-0.0162975881248712,-0.0034659190569072,not_computed,not_separately_audited,True,,0.0001461614883737,9.8773896752391e-05,,,,,0.0035228058695793,0.0064921057783067,-0.0034659190569072,0.0,5.68868126721001e-05,0.010014911647886,0.00668610562570388,68.64723467862481,64.91031390134529,29.110612855007474,14.835575485799701,70.88938714499253,68.04932735426009,12.668161434977579
PDE7A,graph_connected,0.0045701367780566,0.0036074565723538,-0.0099839977920055,-0.023228533565998,0.004621117375791,not_computed,not_separately_audited,True,,0.0001895916939247,0.0001700239663477,,,,,-0.0045701367780566,-0.0036074565723538,0.004621117375791,0.0,5.098059773440012e-05,-0.008177593350410399,0.00920224841684098,39.91031390134529,46.038863976083704,59.56651718983558,14.835575485799701,70.85201793721974,42.9745889387145,28.66218236173393
CAMTA1,graph_connected,-0.006876443978399,-0.0246343966573476,-0.0078914891928434,-0.0302537828683853,-0.0068521699868142,not_computed,not_separately_audited,True,,0.0002091878413921,0.000230674733757,,,,,0.006876443978399,0.0246343966573476,-0.0068521699868142,0.0,2.4273991584800383e-05,0.0315108406357466,0.015301656536757902,78.02690582959642,87.4813153961136,19.43198804185351,14.835575485799701,70.81464872944694,86.54708520179372,65.20926756352765
C4A,graph_connected,8.706296128480062e-09,6.032793862686958e-06,-9.62782451097155e-06,-1.339296250080224e-05,1.89515976671828e-05,not_computed,not_separately_audited,True,,8.903042498786817e-07,8.112926366266038e-07,,,,,-8.706296128480062e-09,-6.032793862686958e-06,1.89515976671828e-05,0.0,1.894289137105432e-05,-6.041500158815438e-06,9.602776967554406e-06,56.01644245142003,53.47533632286996,41.92825112107623,14.835575485799701,70.77727952167415,54.89536621823618,0.03736920777279522
CXCL8,graph_connected,0.0001005001249723,0.0001193686839542,-0.0001282397279283,-1.9286455426481552e-05,0.0001071972801582,not_computed,not_separately_audited,True,,2.5779327188502066e-06,1.5657745962016634e-06,,,,,-0.0001005001249723,-0.0001193686839542,0.0001071972801582,0.0,6.697155185899999e-06,-0.0002198688089265,9.491845448789631e-05,55.642750373692074,53.101644245142,42.37668161434978,14.835575485799701,70.73991031390135,54.55904334828101,0.11210762331838565
C4B,graph_connected,-1.0507160368433688e-05,-2.0214680262142792e-05,2.597155253170058e-05,4.369221187516814e-06,1.9690964109031484e-05,not_computed,not_separately_audited,True,,7.888672826084075e-07,7.480323347408557e-07,,,,,1.0507160368433688e-05,2.0214680262142792e-05,1.9690964109031484e-05,3.0340773719217395e-05,-1.4264924175222404e-07,3.072184063057648e-05,1.615071569176507e-05,56.12855007473841,53.624813153961135,41.96562032884903,29.82062780269058,70.70254110612855,55.00747384155456,0.07473841554559044
CNTLN,graph_connected,-0.0090050157159566,-3.402152742637554e-06,0.0169877465814352,-0.0075277625583112,0.0079811513423919,not_computed,not_separately_audited,True,,0.0002172034437535,0.0001965769042726,,,,,0.0090050157159566,3.402152742637554e-06,0.0079811513423919,0.0169877465814352,-1.5795230867005072e-06,0.009008417868699237,0.008301015670167508,82.69805680119582,53.51270553064275,71.8609865470852,63.56502242152467,70.66517189835575,66.51718983557548,22.34678624813154
LINC01094,graph_connected,-0.0040127653628587,-0.0062351268716156,-0.0081374002620577,-0.0153092667460441,-0.0040624421089887,not_computed,not_separately_audited,True,,0.0001784915948519,0.0001744980399962,,,,,0.0040127653628587,0.0062351268716156,-0.0040624421089887,0.0,-4.967674613000003e-05,0.010247892234474299,0.007551400270312959,70.10463378176382,64.31240657698056,26.943198804185354,14.835575485799701,70.62780269058297,68.23617339312406,17.60089686098655
RRBP1,graph_connected,-0.006132579408586,0.0062516606412827,0.0168277099728584,-0.0014389512361958,0.0106394039466977,not_computed,not_separately_audited,True,,0.0001682259317021,0.0001258951670024,,,,,0.006132579408586,-0.0062516606412827,0.0106394039466977,0.0168277099728584,-5.572661757470218e-05,-0.00011908123269669963,0.00825806104112412,76.04633781763826,40.582959641255606,79.55904334828101,63.22869955156951,70.59043348281017,54.7085201793722,21.898355754858
S100PBP,graph_connected,0.0067955837585031,-0.0054072435013949,-0.0024538550060242,-0.0166975278407335,0.0067287976853549,not_computed,not_separately_audited,True,,0.0001800752506824,0.0001442678767489,,,,,-0.0067955837585031,0.0054072435013949,0.0067287976853549,0.0,-6.67860731481994e-05,-0.0013883402571081994,0.0076166015584021194,32.21225710014948,63.07922272047832,67.71300448430493,14.835575485799701,70.55306427503737,52.54110612855008,18.04932735426009
IL27RA,graph_connected,-0.0016177678480744,-0.0023435004986822,-0.0013554953038692,0.0003804852312896,-0.0013097471091896,not_computed,not_separately_audited,True,,2.954089359263889e-05,1.519331090094056e-05,,,,,0.0016177678480744,0.0023435004986822,-0.0013097471091896,0.0003804852312896,-7.24644924048001e-05,0.0039612683467565996,0.001401399198221,61.99551569506726,57.8101644245142,36.65919282511211,30.829596412556054,70.51569506726457,59.71599402092676,0.9342301943198804
TMCC1,graph_connected,0.0027299770154058,-0.0223140511661767,0.0031328040640801,-0.0154417753219604,0.005789952352643,not_computed,not_separately_audited,True,,0.0001945780677488,0.0001928095589391,,,,,-0.0027299770154058,0.0223140511661767,0.005789952352643,0.0031328040640801,-7.282872684290015e-05,0.0195840741507709,0.0098817119840532,46.52466367713004,85.46337817638266,63.901345291479814,37.4813153961136,70.47832585949178,78.36322869955157,33.10911808669656
NOL10,graph_connected,0.0070856073871254,-0.0080731343477964,-0.0090939383953809,-0.0004380003665573,0.0069851968437433,not_computed,not_separately_audited,True,,0.0001764469197951,0.0001295568217756,,,,,-0.0070856073871254,0.0080731343477964,0.0069851968437433,0.0,-0.00010041054338210016,0.000987526960671,0.0063351754681206605,31.2780269058296,67.9372197309417,68.53512705530643,14.835575485799701,70.44095665171899,56.01644245142003,11.061285500747383
NQO1,graph_connected,1.2285254342714325e-05,0.0002981477882713,-0.000169684382854,-0.0002748363476712,-9.08120273379609e-05,not_computed,not_separately_audited,True,,5.111558493808843e-06,2.774948825390311e-06,,,,,-1.2285254342714325e-05,-0.0002981477882713,-9.08120273379609e-05,0.0,-0.00010309728168067522,-0.0003104330426140143,0.00016915316009543505,55.979073243647235,52.615844544095665,41.70403587443946,14.835575485799701,70.4035874439462,54.29745889387145,0.14947683109118087
MGLL,graph_connected,-0.0107470965012907,-0.0242550242692232,-0.0094320885837078,-0.0010306888725608,-0.0108557790517807,not_computed,not_separately_audited,True,,0.0001695914688752,0.0001234980154549,,,,,0.0107470965012907,0.0242550242692232,-0.0108557790517807,0.0,-0.00010868255049000138,0.0350021207705139,0.011264135455712641,85.68759342301944,87.25710014947683,11.621823617339313,14.835575485799701,70.3662182361734,88.15396113602392,42.22720478325859
RABEP1,graph_connected,0.0010605052812024,0.0009295163326896,0.0049273995682597,-0.0077865095809102,0.0058636851608753,not_computed,not_separately_audited,True,,0.0001723532768664,0.0002064262807834,,,,,-0.0010605052812024,-0.0009295163326896,0.0058636851608753,0.0049273995682597,-0.0001242196885868005,-0.001990021613892,0.00411352318478744,52.05530642750374,51.12107623318386,64.0881913303438,41.66666666666667,70.3288490284006,51.64424514200299,3.624813153961136
CCL4,graph_connected,-0.0006727094296365,0.0009440920548513,0.0004429817199707,0.0001158901795861,-0.0002788318670354,not_computed,not_separately_audited,True,,1.593590604898054e-05,8.404109394177794e-06,,,,,0.0006727094296365,-0.0009440920548513,-0.0002788318670354,0.0005588718995568,-0.00016499433695570006,-0.0002713826252148001,0.0004909010502159999,58.52017937219731,51.083707025411066,40.69506726457399,31.2780269058296,70.2914798206278,54.37219730941704,0.4484304932735426
ST8SIA4,graph_connected,-0.0035427119582891,-0.0020360907074064,0.0212491247802972,-0.0077454573474824,0.0175025183707475,not_computed,not_separately_audited,True,,0.0001651139464229,0.0001586207363288,,,,,0.0035427119582891,0.0020360907074064,0.0175025183707475,0.0212491247802972,-0.00020389445126059794,0.0055788026656954995,0.01041518063284452,68.75934230194319,57.32436472346786,90.47085201793722,69.50672645739911,70.254110612855,62.03288490284006,37.14499252615845
USP37,graph_connected,0.0024178973399102,0.0124102942645549,-0.0180422347038984,-0.0121528375893831,0.0022060228511691,not_computed,not_separately_audited,True,,0.0001887294638436,0.0001392553094774,,,,,-0.0024178973399102,-0.0124102942645549,0.0022060228511691,0.0,-0.00021187448874110002,-0.014828191604465099,0.009445857349783138,47.57100149476831,30.04484304932735,51.270553064275035,14.835575485799701,70.21674140508222,33.931240657698055,30.38116591928251
KLHL24,graph_connected,-0.0002584597968962,-0.0053093368187546,0.0035127762239426,-0.0094418032094836,0.0030358037911355,not_computed,not_separately_audited,True,,0.0001806257059797,0.0001527380372863,,,,,0.0002584597968962,0.0053093368187546,0.0030358037911355,0.0035127762239426,-0.00021851263591090003,0.0055677966156508,0.0043116359680425,57.436472346786246,62.92974588938714,54.22272047832586,38.2660687593423,70.17937219730942,61.99551569506726,4.147982062780269
ATF7IP2,graph_connected,0.00105806812644,0.0210864804685115,-0.0010120413498952,-0.0011456080246716,0.0008390994626097,not_computed,not_separately_audited,True,,0.0001810586109058,0.0001692267978796,,,,,-0.00105806812644,-0.0210864804685115,0.0008390994626097,0.0,-0.00021896866383030013,-0.0221445485949515,0.0050282594864256005,52.09267563527653,16.704035874439462,45.51569506726457,14.835575485799701,70.14200298953662,25.485799701046336,5.754857997010463
TAF3,graph_connected,0.0033386121504008,-0.018673775717616,-0.0111303888261318,-0.0025045992806553,0.0031082255300134,not_computed,not_separately_audited,True,,0.0001736730482662,0.0001529454020783,,,,,-0.0033386121504008,0.018673775717616,0.0031082255300134,0.0,-0.00023038662038739983,0.0153351635672152,0.00775112030096346,44.17040358744394,82.10014947683109,54.44693572496263,14.835575485799701,70.10463378176382,74.2526158445441,18.946188340807176
SCAI,graph_connected,0.0062771788798272,0.0002468020829837,0.0045269927941262,-0.0046963435597717,0.0105487015098333,not_computed,not_separately_audited,True,,0.0001802313054213,0.0001411345147062,,,,,-0.0062771788798272,-0.0002468020829837,0.0105487015098333,0.0045269927941262,-0.000255470164120101,-0.0065239809628109,0.00525920376530842,34.11808669656203,52.76532137518684,79.37219730941703,40.620328849028404,70.06726457399103,45.47832585949178,6.576980568011958
CFH,graph_connected,9.585431689629333e-05,0.0008221623720601,-0.0003511852119117,-0.0009149661054834,-0.0001857347670011,not_computed,not_separately_audited,True,,7.650198313058354e-06,4.150796030444326e-06,,,,,-9.585431689629333e-05,-0.0008221623720601,-0.0001857347670011,0.0,-0.0002815890838973933,-0.0009180166889563934,0.0004739805546705187,55.68011958146487,51.34529147982063,41.068759342301945,14.835575485799701,70.02989536621823,53.36322869955157,0.37369207772795215
TNFRSF1A,graph_connected,-0.0017988360486924,0.0172317530959844,0.019362224265933,-0.0074095563031733,0.0172815453261137,not_computed,not_separately_audited,True,,0.0002226922661066,0.0001936984190251,,,,,0.0017988360486924,-0.0172317530959844,0.0172815453261137,0.019362224265933,-0.00028184289112689886,-0.015432917047292,0.01261678300797936,62.74289985052317,22.08520179372197,90.28400597907324,67.04035874439462,69.99252615844544,33.10911808669656,50.48579970104634
SAT1,graph_connected,0.0010780759621411,-0.0288190152496099,0.0082961898297071,-0.0345309190452098,0.0090860808268189,not_computed,not_separately_audited,True,,0.0001858663890743,0.0001457493199268,,,,,-0.0010780759621411,0.0288190152496099,0.0090860808268189,0.0082961898297071,-0.0002881849650293016,0.027740939287468798,0.01636205618269736,51.98056801195815,90.32137518684604,75.0373692077728,48.54260089686099,69.95515695067265,84.26756352765321,69.17040358744396
ABCA7,graph_connected,-0.0007127563585527,-0.0051226681098341,0.0016223554266616,-0.0027677812613546,0.0005923429271206,not_computed,not_separately_audited,True,,5.27038864674978e-05,2.9818431357853115e-05,,,,,0.0007127563585527,0.0051226681098341,0.0005923429271206,0.0016223554266616,-0.00031725614098829995,0.0058354244683867995,0.00216358081670472,58.781763826606884,62.705530642750375,44.469357249626306,34.342301943198805,69.91778774289985,62.406576980568005,1.2331838565022422
GCA,graph_connected,0.0053030084818601,0.0226526670157909,-0.0077005932107567,-0.0075273620896041,0.0049421144649386,not_computed,not_separately_audited,True,,0.0001251434587175,9.799163672141732e-05,,,,,-0.0053030084818601,-0.0226526670157909,0.0049421144649386,0.0,-0.0003608940169215003,-0.027955675497651003,0.009625149052590081,37.40657698056801,14.76083707025411,61.02391629297459,14.835575485799701,69.88041853512705,20.029895366218238,31.427503736920777
IL1B,graph_connected,0.0031001702882349,-0.0001392431440763,0.0071277297101914,0.0003405514871701,0.0101897111162543,not_computed,not_separately_audited,True,,7.484302477678284e-05,4.092005838174373e-05,,,,,-0.0031001702882349,0.0001392431440763,0.0101897111162543,0.0074682811973615,-0.0003787403693421001,-0.0029609271441586,0.004179481149185401,45.06726457399103,53.81165919282511,78.02690582959642,46.22571001494769,69.84304932735425,50.41106128550075,3.662182361733931
TNK2,graph_connected,-0.0027688299305737,-0.0175310913473367,-0.0079391887411475,-0.0044414275325834,-0.0031883434858173,not_computed,not_separately_audited,True,,0.0001659942208789,0.0001290261716349,,,,,0.0027688299305737,0.0175310913473367,-0.0031883434858173,0.0,-0.00041951355524360006,0.0202999212779104,0.007173776207491721,66.33034379671152,80.68011958146487,29.970104633781762,14.835575485799701,69.80568011958147,79.14798206278026,14.91031390134529
TRMT11,graph_connected,-0.0024705026298761,0.0208371002227067,-0.0015891965012997,7.532018207712099e-05,-0.0028153068851679,not_computed,not_separately_audited,True,,0.0001497226476203,0.0001138663428719,,,,,0.0024705026298761,-0.0208371002227067,-0.0028153068851679,7.532018207712099e-05,-0.00042012443736892105,-0.018366597592830602,0.005557485284225504,64.94768310911809,17.301943198804185,31.2406576980568,30.08221225710015,69.76831091180867,30.269058295964125,7.73542600896861
FBH1,graph_connected,0.0005451166070997,0.0040543614886701,-0.0102582992985844,-0.0036557444836944,9.526161738904192e-05,not_computed,not_separately_audited,True,,0.0001514376344857,0.0001108838769141,,,,,-0.0005451166070997,-0.0040543614886701,9.526161738904192e-05,0.0,-0.0004498549897106581,-0.004599478095769801,0.0037217566990875284,54.07324364723468,45.17937219730942,42.26457399103139,14.835575485799701,69.73094170403587,48.16890881913303,2.8026905829596416
RPS3,graph_connected,-0.0111788725480437,-0.0093647083267569,-0.0034647069405764,0.0149302873760461,0.0032939857337623,not_computed,not_separately_audited,True,,0.0002106730389641,0.0001674058439675,,,,,0.0111788725480437,0.0093647083267569,0.0032939857337623,0.0149302873760461,-0.0004574290942400989,0.0205435808748006,0.00844651218503708,86.39760837070254,69.46935724962631,55.00747384155456,59.79073243647235,69.69357249626307,79.40956651718983,23.20627802690583
TGFBR1,graph_connected,-0.0074063558131456,-0.0115937935188412,0.0034989132545888,-0.0035143501590937,-0.0043880483135581,not_computed,not_separately_audited,True,,0.000198896988877,0.0001715888211037,,,,,0.0074063558131456,0.0115937935188412,-0.0043880483135581,0.0034989132545888,-0.0004806057550012996,0.0190001493319868,0.00608029221184548,79.40956651718983,72.79521674140508,25.971599402092675,38.228699551569505,69.65620328849027,77.95216741405082,9.790732436472346
DSCAM,graph_connected,-0.0073453970253467,-0.0160522572696208,0.0138403857126832,-0.007054035551846,0.0059918821789324,not_computed,not_separately_audited,True,,0.0002006943395826,0.0002140841825166,,,,,0.0073453970253467,0.0160522572696208,0.0059918821789324,0.0138403857126832,-0.0005031065084041015,0.023397654294967502,0.01005679154768582,79.14798206278026,78.73692077727952,64.64872944693573,58.10911808669657,69.61883408071749,81.61434977578476,34.342301943198805
PRMT3,graph_connected,0.0072989328764379,0.0243531242012977,0.0186865031719207,0.0133563680574297,0.0388384237885475,not_computed,not_separately_audited,True,,0.000290284253424,0.0002089843619614,,,,,-0.0072989328764379,-0.0243531242012977,0.0388384237885475,0.0320428712293504,-0.0005033803172408008,-0.0316520570777356,0.020506670419126703,30.568011958146485,13.340807174887892,98.57997010463379,80.97907324364724,69.5814648729447,16.704035874439462,82.0254110612855
GADD45A,graph_connected,-8.094310760498047e-05,-0.0001569517480675,-0.000353108625859,-0.0003642419760581,-0.0006339603569358,not_computed,not_separately_audited,True,,4.091267783223884e-06,2.213976131315576e-06,,,,,8.094310760498047e-05,0.0001569517480675,-0.0006339603569358,0.0,-0.0005530172493308195,0.00023789485567248046,0.0003178411629050761,56.539611360239164,53.88639760837071,39.23766816143498,14.835575485799701,69.5440956651719,55.231689088191324,0.2242152466367713
CCSER1,graph_connected,0.0137625532224774,-0.0021014052908867,-0.0370966009795665,-0.0360058061778545,0.0131602743640542,not_computed,not_separately_audited,True,,0.0002225799835287,0.0001958267384907,,,,,-0.0137625532224774,0.0021014052908867,0.0131602743640542,0.0,-0.0006022788584232001,-0.0116611479315907,0.02042532800696786,16.068759342301945,57.399103139013455,84.3423019431988,14.835575485799701,69.50672645739911,38.07922272047833,81.87593423019433
BCAR3,graph_connected,-0.0018750991439446,0.0167240984737873,-0.0010778743308037,-0.0356659926474094,-0.0025289058685302,not_computed,not_separately_audited,True,,0.0002320280909771,0.0002290057891514,,,,,0.0018750991439446,-0.0167240984737873,-0.0025289058685302,0.0,-0.0006538067245856001,-0.0148489993298427,0.011574394092895039,63.07922272047832,22.90732436472347,32.17488789237668,14.835575485799701,69.46935724962631,33.893871449925264,43.983557548579974
IFIT3,graph_connected,-8.512748900102451e-05,0.0036594171542674,0.0013418251182883,0.0003188393020536,0.0008854571497067,not_computed,not_separately_audited,True,,2.5902761990437284e-05,1.3349461369216442e-05,,,,,8.512748900102451e-05,-0.0036594171542674,0.0008854571497067,0.0016606644203419,-0.0006900797816341755,-0.0035742896652663754,0.0012581332426634048,56.57698056801196,45.889387144992526,45.85201793721973,34.45440956651719,69.43198804185351,49.58893871449925,0.85949177877429
CYBA,graph_connected,-0.0016413398552685,-0.0097534814849495,-0.0289425905793905,-0.0080038253217935,-0.0023327704984694,not_computed,not_separately_audited,True,,0.0001662150752963,0.0001852296845754,,,,,0.0016413398552685,0.0097534814849495,-0.0023327704984694,0.0,-0.0006914306432008999,0.011394821340218,0.010134801547974281,62.07025411061286,69.95515695067265,32.847533632286996,14.835575485799701,69.39461883408072,69.65620328849027,34.97757847533632
CSNK1G1,graph_connected,0.0050267772749066,0.0202609449625015,0.0012844385346397,-0.0265965647995471,0.0056102960370481,not_computed,not_separately_audited,True,,0.0001727507042232,0.0001686010800767,,,,,-0.0050267772749066,-0.0202609449625015,0.0056102960370481,0.0012844385346397,-0.0007009197724982001,-0.025287722237408102,0.0117558043217286,38.56502242152467,18.19880418535127,63.2473841554559,33.22122571001495,69.35724962630793,22.496263079222718,45.59043348281017
SIPA1L3,graph_connected,0.0163755901157856,0.0136237721890211,0.0013650133041664,-0.0131667302921414,0.0170367546379566,not_computed,not_separately_audited,True,,0.0001926127006299,0.0002023483830271,,,,,-0.0163755901157856,-0.0136237721890211,0.0170367546379566,0.0013650133041664,-0.0007038487819954003,-0.0299993623048067,0.012313572107814221,11.958146487294469,28.02690582959641,89.98505231689087,33.52017937219731,69.31988041853513,18.385650224215247,49.02840059790732
ICE2,graph_connected,-0.0024934390094131,-0.0072826775722205,-0.0071436017751693,0.0028726116288453,-0.0003358474059496,not_computed,not_separately_audited,True,,0.0001490143768023,0.0001135571073973,,,,,0.0024934390094131,0.0072826775722205,-0.0003358474059496,0.0028726116288453,-0.0007150200253817998,0.0097761165816336,0.00402563547831956,65.02242152466367,66.3677130044843,40.50822122571002,37.25710014947683,69.28251121076234,67.67563527653215,3.43796711509716
PARP9,graph_connected,-0.0128424409776926,-0.0051401746459305,0.0031338140834122,0.0005010701133869,-0.0099339541047811,not_computed,not_separately_audited,True,,0.0001882828364614,0.0001600438699824,,,,,0.0128424409776926,0.0051401746459305,-0.0099339541047811,0.0036348841967990997,-0.0007263973238875996,0.0179826156236231,0.006310290785040661,88.71449925261584,62.74289985052317,13.004484304932735,38.60239162929746,69.24514200298954,76.90582959641256,10.986547085201794
BTBD7,graph_connected,0.0049614356830716,-0.0040714354254305,-0.016416996717453,-0.0172002129256725,0.0042291493155062,not_computed,not_separately_audited,True,,0.0001912470033857,0.0002217090514022,,,,,-0.0049614356830716,0.0040714354254305,0.0042291493155062,0.0,-0.0007322863675654004,-0.0008900002576411005,0.00937584601342676,38.789237668161434,60.687593423019436,58.07174887892377,14.835575485799701,69.20777279521674,53.47533632286996,29.74588938714499
AC097376.3,graph_connected,-0.0006734440685249,0.0095877340063452,-0.0457943119108676,-0.0367406271398067,-0.0014128792099654,not_computed,not_separately_audited,True,,0.0002389941073488,0.0001935385516844,,,,,0.0006734440685249,-0.0095877340063452,-0.0014128792099654,0.0,-0.0007394351414405,-0.0089142899378203,0.018841799267101958,58.55754857997011,34.82810164424514,36.285500747384155,14.835575485799701,69.17040358744396,42.077727952167415,76.94319880418536
RICTOR,graph_connected,-0.012482444755733,-0.0221174042671918,-0.0479561351239681,0.0048308009281754,-0.008422658778727,not_computed,not_separately_audited,True,,0.0002318445185665,0.0002330610877834,,,,,0.012482444755733,0.0221174042671918,-0.008422658778727,0.0048308009281754,-0.0007710149511694015,0.0345998490229248,0.01916188877075906,88.34080717488789,85.23916292974589,16.18086696562033,41.4424514200299,69.13303437967116,87.96711509715995,78.21375186846039
BIN2,graph_connected,-0.0014555507805198,0.0158877819776535,0.0149653302505612,-0.0074127363041043,0.012713917531073,not_computed,not_separately_audited,True,,0.0001447125978302,0.0001224699808517,,,,,0.0014555507805198,-0.0158877819776535,0.012713917531073,0.0149653302505612,-0.0007958619389683997,-0.0144322311971337,0.01048706336878236,61.47234678624813,24.588938714499253,83.22122571001495,59.865470852017935,69.09566517189836,34.60388639760837,37.81763826606876
IL6,graph_connected,0.0002658628218341,0.0003425659670028,-0.000902438419871,0.0001783960324246,-0.0003647295234259,not_computed,not_separately_audited,True,,6.254635536606656e-06,3.263116241214448e-06,,,,,-0.0002658628218341,-0.0003425659670028,-0.0003647295234259,0.0001783960324246,-0.0008089883776846,-0.0006084287888369,0.00041079855291168007,55.08221225710015,52.50373692077728,40.32137518684603,30.343796711509718,69.05829596412556,53.736920777279515,0.2615844544095665
SMAP1,graph_connected,-0.0019226529402658,0.0081613985821604,-0.0375749580562114,-0.0111677730455994,-0.0027370534371584,not_computed,not_separately_audited,True,,0.0001955250481842,0.0001887341495603,,,,,0.0019226529402658,-0.0081613985821604,-0.0027370534371584,0.0,-0.0008144004968925998,-0.0062387456418946,0.01231276721227908,63.303437967115094,37.10762331838565,31.427503736920777,14.835575485799701,69.02092675635276,45.77727952167414,48.99103139013453
