dataset,cell_index,donor_id,state_label,dominant_module,disease_program_score,dam_lipid_trem2_apoe,lysosomal_endolysosomal,complement_phagocytosis,antigen_presentation,interferon_inflammatory,oxidative_stress_gene_preserved
DLPFC,13099,H21.33.040,Micro-PVM_2,lysosomal_endolysosomal,3.4682304489234546,1.6978638172149658,2.505678415298462,1.275123119354248,1.8462862968444824,0.16675999760627747,1.2184512615203857
DLPFC,8097,H21.33.020,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,3.4196458642904433,1.7571353912353516,2.4499118328094482,1.7625505924224854,2.420384168624878,0.5265927314758301,0.6964524388313293
DLPFC,3716,H20.33.033,Micro-PVM_2,antigen_presentation,3.4046135384663345,1.4353522062301636,1.717961311340332,2.1301279067993164,2.8235013484954834,0.5826802253723145,1.0220353603363037
DLPFC,1422,H21.33.020,Micro-PVM_3-SEAAD,antigen_presentation,3.395548361969104,1.549033761024475,2.1589739322662354,1.7112412452697754,2.2191553115844727,0.4406306743621826,1.101560115814209
DLPFC,36472,H20.33.033,Micro-PVM_3-SEAAD,antigen_presentation,3.3921980037413078,1.703644871711731,1.9998550415039062,1.6542541980743408,2.625812530517578,0.43039119243621826,0.9500125050544739
DLPFC,12833,H20.33.004,Micro-PVM_3-SEAAD,antigen_presentation,3.3867302376904886,1.4626045227050781,2.0933456420898438,1.2458281517028809,2.6885337829589844,0.20854753255844116,1.243823528289795
DLPFC,40183,H21.33.044,Micro-PVM_2,antigen_presentation,3.3733718141430877,1.5359326601028442,1.966982126235962,1.7637865543365479,3.1446337699890137,0.6798531413078308,0.821530282497406
DLPFC,37213,H21.33.044,Micro-PVM_2,antigen_presentation,3.349227624844617,1.808534860610962,1.9920836687088013,2.0744142532348633,2.3551580905914307,0.47016841173171997,0.7284044623374939
DLPFC,41555,H20.33.028,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,3.3358805382592402,1.9420832395553589,2.442309617996216,1.9705026149749756,1.4814586639404297,0.4744696021080017,0.7319068312644958
DLPFC,42386,H20.33.033,Micro-PVM_3-SEAAD,antigen_presentation,3.331553428237367,1.3142439126968384,1.8988109827041626,2.1894030570983887,2.7867469787597656,0.5337081551551819,0.91090327501297
DLPFC,10946,H20.33.004,Micro-PVM_3-SEAAD,antigen_presentation,3.3303285422326865,1.5434437990188599,1.9345874786376953,1.7943862676620483,2.311260223388672,0.4474249482154846,1.0938410758972168
DLPFC,16899,H21.33.044,Micro-PVM_2,antigen_presentation,3.259815871994057,1.4612804651260376,1.8229167461395264,2.5153462886810303,3.044985294342041,0.5112061500549316,0.5112061500549316
DLPFC,40967,H20.33.028,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,3.229396986324558,1.8496630191802979,2.0614757537841797,1.7996912002563477,1.6613318920135498,0.36364951729774475,0.9289299249649048
DLPFC,28782,H21.33.008,Micro-PVM_2,lysosomal_endolysosomal,3.2268810806994734,1.4418439865112305,2.89461612701416,1.2038912773132324,1.919508695602417,0.5576955080032349,0.9250434041023254
DLPFC,31707,H21.33.044,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,3.2083788692027695,2.0399601459503174,2.4235715866088867,1.3541918992996216,1.6084829568862915,0.18241995573043823,0.7873523235321045
DLPFC,41138,H20.33.004,Micro-PVM_3-SEAAD,antigen_presentation,3.2064606202235773,1.6057777404785156,2.2455129623413086,1.7750914096832275,2.7496070861816406,0.2492704540491104,0.5705066323280334
DLPFC,4245,H21.33.044,Micro-PVM_2,antigen_presentation,3.1810555569086834,1.5922300815582275,1.439040184020996,2.2734220027923584,2.6372504234313965,0.43014955520629883,0.8338350057601929
DLPFC,38147,H21.33.045,Micro-PVM_2,antigen_presentation,3.1748359326105664,1.753736972808838,2.046510696411133,1.8060407638549805,2.7978298664093018,0.22868067026138306,0.5118122100830078
DLPFC,12084,H21.33.044,Micro-PVM_3-SEAAD,antigen_presentation,3.1643002795853916,1.3416335582733154,1.549731969833374,2.043271780014038,2.53940749168396,0.37223854660987854,1.086550235748291
DLPFC,18969,H21.33.020,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,3.1414634653260602,1.4335918426513672,2.343427896499634,1.653886318206787,2.3364744186401367,0.6699291467666626,0.7883957624435425
DLPFC,32878,H21.33.044,Micro-PVM_2,antigen_presentation,3.128990364084861,1.4738911390304565,1.6549772024154663,2.2820401191711426,2.795658588409424,0.7902895212173462,0.6721484065055847
DLPFC,2325,H21.33.040,Micro-PVM_2,antigen_presentation,3.118863285488493,1.084890604019165,1.5822904109954834,2.199387311935425,2.761174440383911,0.37003082036972046,1.047799825668335
DLPFC,8820,H20.33.028,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,3.1094089984687447,1.795224666595459,2.482806921005249,1.695969581604004,1.24904465675354,0.5755594372749329,0.7982962727546692
DLPFC,16385,H21.33.044,Micro-PVM_2,antigen_presentation,3.1036612099003564,1.1601808071136475,2.0578866004943848,2.197547197341919,2.5751261711120605,0.9160245060920715,0.7636971473693848
DLPFC,27088,H21.33.044,Micro-PVM_2,antigen_presentation,3.0958220251576036,1.5922781229019165,1.6679267883300781,2.2986507415771484,3.196366786956787,0.553697407245636,0.37903034687042236
DLPFC,34323,H19.33.004,Micro-PVM_3-SEAAD,antigen_presentation,3.094440805313383,1.8061420917510986,1.7849719524383545,1.379960536956787,1.8403898477554321,0.43023988604545593,1.1191716194152832
DLPFC,38833,H21.33.044,Micro-PVM_2,antigen_presentation,3.0924358850641025,1.4727342128753662,1.553032636642456,2.1917495727539062,2.890507698059082,0.6018368601799011,0.7026777863502502
DLPFC,19514,H20.33.004,Micro-PVM_3-SEAAD,antigen_presentation,3.0908440044238374,1.2245067358016968,2.0853424072265625,1.5218498706817627,3.2321324348449707,0.3924133777618408,0.7651184797286987
DLPFC,21178,H21.33.044,Micro-PVM_2,antigen_presentation,3.0783775999810308,1.7438628673553467,1.3580834865570068,2.0190958976745605,2.464137077331543,0.1338166892528534,0.8506304025650024
DLPFC,39484,H21.33.040,Micro-PVM_2,antigen_presentation,3.07379431503784,1.3226962089538574,1.6820924282073975,1.9234837293624878,2.6928470134735107,0.16333335638046265,0.9245886206626892
DLPFC,42306,H21.33.045,Micro-PVM_2,antigen_presentation,3.0663467977146603,1.1542092561721802,1.960062861442566,1.8597455024719238,2.4455690383911133,0.35605567693710327,1.0019806623458862
DLPFC,33282,H21.33.008,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,3.063981409304941,1.6672722101211548,2.3830552101135254,1.6669435501098633,1.6236259937286377,0.22563570737838745,0.7749892473220825
DLPFC,24231,H20.33.040,Micro-PVM_3-SEAAD,antigen_presentation,3.0563629013525553,1.3758902549743652,1.6333527565002441,1.779976725578308,2.8528409004211426,0.21610715985298157,0.9044957160949707
DLPFC,37895,H21.33.044,Micro-PVM_2,antigen_presentation,3.055353576962561,1.2712417840957642,1.8675336837768555,2.232189655303955,2.874265193939209,0.0,0.6113754510879517
DLPFC,38222,H21.33.036,Micro-PVM_2,antigen_presentation,3.054124631696181,1.4305747747421265,1.8892176151275635,1.163262963294983,2.9543631076812744,0.3719322681427002,0.9720941781997681
DLPFC,41532,H21.33.044,Micro-PVM_2,antigen_presentation,3.03107856557745,1.3574830293655396,1.7517449855804443,2.0464999675750732,2.670240879058838,0.6968421936035156,0.7597295045852661
DLPFC,18426,H21.33.044,Micro-PVM_2,antigen_presentation,3.0081625531335026,1.4945517778396606,1.8215248584747314,1.6889288425445557,2.146820545196533,0.305387407541275,0.9676792621612549
DLPFC,12918,H20.33.004,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,3.005408864833199,1.6620535850524902,2.1706960201263428,1.7492098808288574,1.7652344703674316,0.31821805238723755,0.748369574546814
DLPFC,37497,H21.33.044,Micro-PVM_2,antigen_presentation,3.0030156155231054,1.3706886768341064,1.5548874139785767,2.2072315216064453,2.9442832469940186,0.5435872077941895,0.6535321474075317
DLPFC,16604,H21.33.044,Micro-PVM_2,antigen_presentation,2.9886197722490353,1.1307094097137451,1.570290207862854,2.5304527282714844,3.132725238800049,0.5629227161407471,0.5766196846961975
DLPFC,32455,H21.33.020,Micro-PVM_3-SEAAD,antigen_presentation,2.973693457786863,1.063896894454956,2.084075927734375,1.511399745941162,2.7132527828216553,0.46725302934646606,0.9640606045722961
DLPFC,8953,H21.33.044,Micro-PVM_2,antigen_presentation,2.9662201472439156,1.108625054359436,2.00978946685791,2.1532087326049805,2.4520668983459473,0.7994692921638489,0.7525956034660339
DLPFC,20657,H21.33.008,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,2.959959283197512,1.81182861328125,2.0090928077697754,1.560279130935669,1.497807502746582,0.10095229744911194,0.8800793290138245
DLPFC,16033,H21.33.034,Micro-PVM_2,antigen_presentation,2.951376768648702,1.2613251209259033,1.8575916290283203,1.743914008140564,2.4974241256713867,0.4161105453968048,0.8973774313926697
DLPFC,28930,H20.33.004,Micro-PVM_3-SEAAD,antigen_presentation,2.9455913982370814,1.8508799076080322,2.1979146003723145,1.4210883378982544,2.4095215797424316,0.4414529800415039,0.4414529800415039
DLPFC,20559,H21.33.044,Micro-PVM_2,antigen_presentation,2.9441721995758687,1.754038691520691,1.7667112350463867,2.123251438140869,2.440903425216675,0.6661182641983032,0.4131516218185425
DLPFC,3271,H21.33.044,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,2.9319307176033926,1.2051048278808594,2.2378950119018555,1.7408039569854736,2.2170467376708984,0.1759381741285324,0.800264298915863
DLPFC,40614,H21.33.044,Micro-PVM_2,antigen_presentation,2.9262455449522404,1.044677972793579,1.6207305192947388,1.9730795621871948,2.610217571258545,0.29489150643348694,1.0174473524093628
DLPFC,32995,H21.33.044,Micro-PVM_2,antigen_presentation,2.8922624309483167,1.7499895095825195,2.0523924827575684,1.621990442276001,2.2988767623901367,0.2588634490966797,0.4902437925338745
DLPFC,3333,H20.33.018,Micro-PVM_2,lysosomal_endolysosomal,2.874530799763983,1.4236137866973877,2.299602508544922,2.196963310241699,1.8969765901565552,0.36123159527778625,0.4385042190551758
DLPFC,4319,H21.33.044,Micro-PVM_2,complement_phagocytosis,2.870102868668062,1.4005873203277588,1.8352746963500977,2.0329456329345703,1.9839084148406982,0.4420434534549713,0.7753456830978394
DLPFC,10359,H21.33.046,Micro-PVM_2,antigen_presentation,2.8693564453217286,1.5185112953186035,1.6160258054733276,1.9673378467559814,2.1861166954040527,0.2190510481595993,0.7724294662475586
DLPFC,3818,H20.33.040,Micro-PVM_2,antigen_presentation,2.855773602285088,1.6804238557815552,1.4831150770187378,1.76860511302948,1.896836757659912,0.0,0.9252713918685913
DLPFC,2012,H21.33.020,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,2.8539487673019304,1.423337459564209,2.3438198566436768,0.8630788326263428,2.0636260509490967,0.4832395017147064,0.9804960489273071
DLPFC,8508,H21.33.013,Micro-PVM_2,antigen_presentation,2.8462121055685703,1.5586261749267578,1.1802198886871338,2.2719502449035645,3.1298704147338867,0.5129780769348145,0.46680042147636414
DLPFC,23729,H21.33.044,Micro-PVM_2,antigen_presentation,2.8449123799550575,1.1220474243164062,1.621166706085205,1.6794124841690063,2.4854812622070312,0.8168411254882812,1.0644421577453613
DLPFC,6137,H21.33.044,Micro-PVM_2,antigen_presentation,2.8381554730232326,1.45486581325531,2.1924915313720703,2.136059522628784,2.3394935131073,0.45068132877349854,0.3004542291164398
DLPFC,33142,H21.33.044,Micro-PVM_1_1-SEAAD,antigen_presentation,2.8378413917272463,0.811164379119873,1.6624794006347656,2.0504343509674072,3.0084450244903564,0.38871628046035767,0.8808849453926086
DLPFC,38935,H21.33.046,Micro-PVM_2,antigen_presentation,2.8330354966593143,1.1392261981964111,1.7434847354888916,1.7890520095825195,2.472224235534668,0.6348410248756409,0.9172038435935974
DLPFC,25517,H21.33.040,Micro-PVM_3-SEAAD,antigen_presentation,2.8324201844791888,1.8273433446884155,1.7482956647872925,1.5879827737808228,2.055572032928467,0.39398959279060364,0.6602999567985535
DLPFC,21194,H21.33.044,Micro-PVM_2,antigen_presentation,2.826483205301885,1.175160527229309,1.620469093322754,1.3520615100860596,2.6646876335144043,0.4142850637435913,1.0974336862564087
DLPFC,35044,H21.33.044,Micro-PVM_2,antigen_presentation,2.824470786313989,1.2671059370040894,1.7740912437438965,2.1611194610595703,2.3915207386016846,0.5721327662467957,0.6431331634521484
DLPFC,38696,H21.33.041,Micro-PVM_2,antigen_presentation,2.821791507327943,1.3205029964447021,1.490732192993164,2.01181697845459,2.471641778945923,0.4622631371021271,0.8123034238815308
DLPFC,38486,H20.33.020,Micro-PVM_2,lysosomal_endolysosomal,2.8176011732719957,0.7599818706512451,2.2826125621795654,1.885880947113037,1.9894994497299194,0.35271379351615906,0.9983533024787903
DLPFC,1282,H21.33.044,Micro-PVM_2,antigen_presentation,2.816596023192328,1.456620216369629,1.6040737628936768,2.1702935695648193,2.871398448944092,0.3269771933555603,0.40676572918891907
DLPFC,7871,H20.33.017,Micro-PVM_3-SEAAD,antigen_presentation,2.8091242495539985,1.6851714849472046,1.8075566291809082,1.9971052408218384,2.277482032775879,0.6420080661773682,0.41995716094970703
DLPFC,21976,H21.33.044,Micro-PVM_2,antigen_presentation,2.807910300860842,1.5134317874908447,1.4835686683654785,2.0186820030212402,2.6881628036499023,0.42089182138442993,0.5718264579772949
DLPFC,37385,H20.33.004,Micro-PVM_1_1-SEAAD,lysosomal_endolysosomal,2.807459547128981,1.7906568050384521,2.61515474319458,0.6165331602096558,1.741600513458252,0.21745741367340088,0.7398815751075745
DLPFC,19001,H21.33.044,Micro-PVM_2,lysosomal_endolysosomal,2.8037096971656945,1.8238682746887207,2.044585704803467,1.8219329118728638,1.8074579238891602,0.0,0.4355962872505188
DLPFC,22569,H21.33.044,Micro-PVM_2,antigen_presentation,2.799783225095701,1.094826102256775,1.4460396766662598,1.9823708534240723,2.0155606269836426,0.5085419416427612,1.1726490259170532
DLPFC,17783,H21.33.002,Micro-PVM_2,antigen_presentation,2.7974764423594953,1.0539332628250122,1.8080382347106934,2.2191243171691895,2.5029070377349854,0.1616879403591156,0.6813383102416992
DLPFC,38118,H21.33.044,Micro-PVM_1_1-SEAAD,antigen_presentation,2.795414195464977,0.5773507952690125,1.7790449857711792,1.5058355331420898,3.0809807777404785,0.7749538421630859,1.1789920330047607
DLPFC,32157,H21.33.044,Micro-PVM_2,antigen_presentation,2.791149610156869,1.121134877204895,1.5366002321243286,2.0803110599517822,2.9216935634613037,0.44969698786735535,0.6941829919815063
DLPFC,27602,H21.33.044,Micro-PVM_3-SEAAD,antigen_presentation,2.777685737090107,1.5347930192947388,1.483106255531311,1.9803061485290527,2.388251781463623,0.4208109974861145,0.6577087640762329
DLPFC,14937,H21.33.044,Micro-PVM_2,antigen_presentation,2.7744756967758746,1.2279343605041504,1.5030618906021118,2.0136570930480957,2.3354878425598145,0.4703217148780823,0.8744552731513977
DLPFC,698,H21.33.038,Micro-PVM_2,antigen_presentation,2.7614814164853407,0.9241969585418701,1.6505908966064453,1.722162127494812,2.647240400314331,0.1886313110589981,1.021705150604248
DLPFC,10756,H21.33.020,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,2.7563366437170616,1.2996004819869995,1.9842324256896973,1.6617385149002075,1.4393794536590576,0.48738136887550354,1.0305867195129395
DLPFC,35646,H21.33.008,Micro-PVM_2,antigen_presentation,2.750384763301665,1.2547507286071777,1.4807441234588623,2.5329864025115967,2.8176236152648926,0.20122893154621124,0.4024578630924225
DLPFC,10640,H21.33.044,Micro-PVM_2,antigen_presentation,2.7492598557912737,0.9846078157424927,1.70314359664917,2.4676260948181152,2.5156960487365723,0.27813422679901123,0.61717289686203
DLPFC,9851,H21.33.020,Micro-PVM_2,antigen_presentation,2.7434570163981142,1.0777931213378906,1.792231559753418,1.4176691770553589,2.1338491439819336,0.18161161243915558,1.1497972011566162
DLPFC,22559,H21.33.044,Micro-PVM_3-SEAAD,antigen_presentation,2.741973853254631,1.0834466218948364,1.5478887557983398,2.181583881378174,2.331932306289673,0.4353994131088257,0.8393603563308716
DLPFC,33084,H21.33.008,Micro-PVM_2,antigen_presentation,2.7403072432738687,1.128283977508545,2.317392110824585,1.7422415018081665,2.551163673400879,0.5607854127883911,0.4759483337402344
DLPFC,29923,H21.33.044,Micro-PVM_2,antigen_presentation,2.740180018487318,1.7038991451263428,1.4643861055374146,2.054114818572998,2.225755453109741,0.4681800603866577,0.5291011929512024
DLPFC,14664,H21.33.044,Micro-PVM_2,antigen_presentation,2.7315504373259234,0.9298741221427917,1.6340067386627197,1.6022365093231201,2.563878059387207,0.6698471307754517,1.0861356258392334
DLPFC,25823,H21.33.008,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,2.7277386190730737,1.1073005199432373,2.1303069591522217,1.4545528888702393,1.6973483562469482,0.5132207870483398,1.0584051609039307
DLPFC,81,H21.33.044,Micro-PVM_3-SEAAD,antigen_presentation,2.7273449850565408,1.2967499494552612,1.5040102005004883,1.641717553138733,2.421828269958496,1.0748132467269897,0.9215466976165771
DLPFC,37992,H20.33.004,Micro-PVM_3-SEAAD,antigen_presentation,2.720661670674126,1.0976063013076782,1.6959128379821777,1.9289495944976807,2.994410276412964,0.26023030281066895,0.5874074101448059
DLPFC,14531,H20.33.018,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,2.717440005984186,1.333791971206665,2.4872512817382812,1.2551765441894531,1.1573737859725952,0.44315946102142334,0.9705883860588074
DLPFC,41564,H20.33.026,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,2.7156962387886563,1.1798620223999023,2.106020450592041,1.782911777496338,2.0542678833007812,0.35396602749824524,0.7081359624862671
DLPFC,16102,H21.33.021,Micro-PVM_2,complement_phagocytosis,2.715107705814246,1.1004701852798462,2.0110182762145996,2.22029185295105,2.1371541023254395,0.41179490089416504,0.5770174264907837
DLPFC,22933,H20.33.040,Micro-PVM_2,antigen_presentation,2.7138494714961423,1.007224678993225,1.4898152351379395,1.896836280822754,2.1845250129699707,0.4509226977825165,1.0968122482299805
DLPFC,14193,H20.33.026,Micro-PVM_3-SEAAD,complement_phagocytosis,2.713296925685703,0.9448926448822021,2.0643680095672607,2.1026484966278076,1.841552734375,0.15528784692287445,0.8299857378005981
DLPFC,8528,H21.33.044,Micro-PVM_2,antigen_presentation,2.7090832474897115,1.132210373878479,1.566633939743042,1.6957480907440186,2.5666921138763428,0.3131617307662964,0.9049085974693298
DLPFC,5488,H21.33.044,Micro-PVM_3-SEAAD,antigen_presentation,2.70375362065742,1.3238190412521362,1.8863258361816406,0.7651571035385132,2.245729923248291,0.0,1.145200490951538
DLPFC,41743,H21.33.044,Micro-PVM_2,antigen_presentation,2.699592563436204,1.33957839012146,1.5355095863342285,1.5860223770141602,2.501377582550049,0.30520814657211304,0.8379751443862915
DLPFC,23583,H21.33.012,Micro-PVM_2,antigen_presentation,2.6985263512183204,1.4958195686340332,1.179779291152954,1.4775142669677734,3.1144087314605713,0.0,0.7512189745903015
DLPFC,21480,H20.33.004,Micro-PVM_2,antigen_presentation,2.6985013213528903,1.4843595027923584,1.193027377128601,1.3444290161132812,2.703960418701172,0.4456641674041748,0.9744881987571716
DLPFC,3958,H21.33.044,Micro-PVM_2,antigen_presentation,2.6969646064181294,2.033572196960449,1.638704776763916,1.8739783763885498,2.051669120788574,0.28863441944122314,0.28863441944122314
DLPFC,5810,H21.33.020,Micro-PVM_3-SEAAD,lysosomal_endolysosomal,2.694691098576888,1.2390903234481812,1.769097089767456,1.743863582611084,1.7079269886016846,0.0,0.9948422312736511
DLPFC,655,H21.33.044,Micro-PVM_2,antigen_presentation,2.694535052831273,1.0879307985305786,1.13282310962677,2.27736759185791,2.799938917160034,0.3860483467578888,0.8067130446434021
DLPFC,29372,H21.33.020,Micro-PVM_3-SEAAD,antigen_presentation,2.68826081978606,1.5102226734161377,1.616889476776123,1.3217121362686157,1.8922677040100098,0.6452597379684448,1.013553261756897
DLPFC,20644,H21.33.034,Micro-PVM_2,complement_phagocytosis,2.6833167583982105,1.2777659893035889,1.786097764968872,1.949888825416565,1.86716628074646,0.5847281217575073,0.7816378474235535
DLPFC,18758,H20.33.004,Micro-PVM_2,antigen_presentation,2.682718137253124,1.3617708683013916,1.7410578727722168,2.070430040359497,2.3143272399902344,0.25740429759025574,0.5148085951805115
DLPFC,36062,H21.33.023,Micro-PVM_2,complement_phagocytosis,2.6812811745728586,1.2720632553100586,1.928278923034668,2.1750388145446777,1.9536867141723633,0.49697887897491455,0.5551713705062866
DLPFC,38649,H21.33.046,Micro-PVM_2,complement_phagocytosis,2.679836181053182,0.925326943397522,1.7833271026611328,2.0034615993499756,1.8976356983184814,0.21731749176979065,1.0037301778793335
DLPFC,38139,H21.33.035,Micro-PVM_2,antigen_presentation,2.678927765562671,1.2104815244674683,1.739157795906067,1.2711156606674194,2.5571789741516113,0.27355629205703735,0.9232529401779175
DLPFC,22131,H20.33.040,Micro-PVM_2,antigen_presentation,2.6778833896651064,1.3556290864944458,1.3344060182571411,1.6450656652450562,2.5054988861083984,0.0,0.8923914432525635
DLPFC,29422,H20.33.028,Micro-PVM_3-SEAAD,antigen_presentation,2.67759599576125,1.3126845359802246,1.8157801628112793,1.6987524032592773,2.170003890991211,0.20861326158046722,0.7388244271278381
DLPFC,15894,H21.33.044,Micro-PVM_2,antigen_presentation,2.674997615432011,1.3808155059814453,1.2789525985717773,1.616134524345398,2.7503762245178223,0.7762221693992615,0.8239644765853882
DLPFC,28364,H20.33.037,Micro-PVM_2,antigen_presentation,2.6706727084516917,2.2036588191986084,1.74281907081604,1.053095817565918,2.373244524002075,0.0,0.35103192925453186
DLPFC,19171,H21.33.008,Micro-PVM_2,antigen_presentation,2.642266587307676,1.033197045326233,1.647924780845642,1.9953081607818604,2.564051628112793,0.907944917678833,0.7125760316848755
DLPFC,3498,H21.33.044,Micro-PVM_2,antigen_presentation,2.6408212081331706,1.6978203058242798,1.5117125511169434,1.9829832315444946,1.9847172498703003,0.0,0.5263281464576721
DLPFC,36002,H21.33.044,Micro-PVM_2,antigen_presentation,2.6401669445128193,1.0392616987228394,1.7655938863754272,1.8893392086029053,2.8120627403259277,0.38370969891548157,0.5923770666122437
DLPFC,22595,H21.33.014,Micro-PVM_2,complement_phagocytosis,2.638539936524414,1.3623441457748413,1.5709044933319092,2.4424421787261963,1.8890522718429565,0.5587555170059204,0.5494030714035034
