path,bytes,sha256,mtime,extension,git_present_exact,git_present_different,git_present_status,ignored_reason,likely_stage,classification,decision_bearing,sensitive_or_protected,sensitive_class,large_or_generated,fresh_hash_performed,existing_manifest_sha256_if_available,recommended_action,reason,proposed_repo_path,chronology_class,exact_or_reconstructed,superseded_by,recommended_commit_group,git_filter_alters_bytes,repair_disposition,repair_reason
outputs/full104_v014_20260826/02_expression_interface_preflight_v3/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,789,69f4f3c7a27f74bd0b641e4653b3fa4c19e46c67fbb9b8bf7fa61a775b575a1c,2026-08-26T20:23:10+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/02_expression_interface_preflight_v3/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/02_expression_interface_preflight_v4/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,789,66c971b5b6f7ebbbf12360f37d1a1518f4e7ad4133aa6cdad4a39488417b85b3,2026-08-26T20:54:08+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/02_expression_interface_preflight_v4/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/02_expression_interface_preflight_v5/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,789,307099493c45bbf1552ae4ce38776ac2a091557461d949d6dcd5ea601c7f00f0,2026-08-27T00:30:50+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/02_expression_interface_preflight_v5/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/02_expression_interface_preflight_v6/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,789,e6833d7e0df757b8cb346fcdf4e35756aa7b9022cbe0822012512f15cd339e56,2026-08-27T00:34:20+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/02_expression_interface_preflight_v6/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/02_expression_interface_preflight_v7/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,789,c1d5a78a99b6287f646af727f07efe415f78c98b95f99474eb7f1fc7919122a5,2026-08-27T00:35:54+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/02_expression_interface_preflight_v7/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/02_expression_interface_preflight_v7/H5_ROW_IDENTITY_VALIDATION.csv,7786,41030784c816e70924a714eab0904a1067fbddbcdd5b65e5da0477ad7b543122,2026-08-27T01:12:04+00:00,.csv,False,False,IGNORED,,FULL104,SUPERSEDED_BUT_IMPORTANT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/02_expression_interface_preflight_v7/H5_ROW_IDENTITY_VALIDATION.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/02_expression_interface_preflight_v7/FULL104_EXPRESSION_INTERFACE_INDEPENDENT_ADJUDICATION.md,1676,79f1fed3a7b6f508ebd3d0c0c9979c41c288bb5c665e58c70a94b8b34fd2f7ff,2026-08-27T01:20:24+00:00,.md,False,False,IGNORED,,FULL104,SUPERSEDED_BUT_IMPORTANT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/02_expression_interface_preflight_v7/FULL104_EXPRESSION_INTERFACE_INDEPENDENT_ADJUDICATION.md,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/02_expression_interface_preflight_v7/FULL104_EXPRESSION_INTERFACE_TERMINAL_STATUS.json,440,9568c0face51512a810d470ec97e1448716c56733c2fc22dd6432cf02434ca01,2026-08-27T01:20:28+00:00,.json,False,False,IGNORED,,FULL104,HISTORICAL_DECISION,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/02_expression_interface_preflight_v7/FULL104_EXPRESSION_INTERFACE_TERMINAL_STATUS.json,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/FULL104_EXPRESSION_INTERFACE_V8_SHA256_MANIFEST.csv,16078,28d544e8cc34408d27d0682fc853770b0bdddcaa56a4099f9d58630367b1a127,2026-08-27T12:24:54+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/FULL104_EXPRESSION_INTERFACE_V8_SHA256_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/FULL104_EXPRESSION_INTERFACE_V8_STATUS.json,713,b618c4a1fdb399a723872c4261447ae9d7c20380e128fd1121f9f504fbe148e9,2026-08-27T12:24:30+00:00,.json,False,False,IGNORED,,FULL104,SUPERSEDED_BUT_IMPORTANT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/FULL104_EXPRESSION_INTERFACE_V8_STATUS.json,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/governance/DATASET_FIDELITY_REVIEW.md,1446,52a7fba73ee4ba6ebb6d60e44e80d9b83b97c325992f0c18e2c1bca078776dad,2026-08-27T12:24:22+00:00,.md,False,False,IGNORED,,FULL104,SUPERSEDED_BUT_IMPORTANT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/governance/DATASET_FIDELITY_REVIEW.md,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/governance/RED_TEAM_REVIEW.md,1297,8a66e27baa8d647cd387716b969e28c5a8a3e7fb4134bc6d7da3616324c86c45,2026-08-27T12:24:26+00:00,.md,False,False,IGNORED,,FULL104,SUPERSEDED_BUT_IMPORTANT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/governance/RED_TEAM_REVIEW.md,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/interface_check_v8r1/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,1460,fb1a3571f82200cdddb094b97317f62913fd75ed4a77b989558bccfa8c679d16,2026-08-27T04:16:44+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/interface_check_v8r1/FULL104_EXPRESSION_INTERFACE_FREEZE_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/interface_check_v8r1/H5_ROW_IDENTITY_VALIDATION.csv,7786,41030784c816e70924a714eab0904a1067fbddbcdd5b65e5da0477ad7b543122,2026-08-27T04:45:24+00:00,.csv,False,False,IGNORED,,FULL104,SUPERSEDED_BUT_IMPORTANT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/interface_check_v8r1/H5_ROW_IDENTITY_VALIDATION.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/code/full104_expression_interface_preflight.py,25399,62afd36a1bf00f7420242288c924f00d476c227666ff550f1c6cc3ff0b2d92a9,2026-08-27T04:13:04+00:00,.py,False,False,IGNORED,,FULL104,SUPERSEDED_BUT_IMPORTANT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/full104_expression_interface_v8_verified/FULL104_EXPRESSION_INTERFACE_V8/code/full104_expression_interface_preflight.py,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_EXPRESSION_MATERIALIZATION_LEVEL3_MANIFEST_SHA256.txt,65,8708f465466ff7f1f1f20989596011a3e07b8acc698bf155835ea1b832f1f064,2026-08-28T12:39:32+00:00,.txt,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_EXPRESSION_MATERIALIZATION_LEVEL3_MANIFEST_SHA256.txt,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_MULTIVIEW_FEATURE_LEVEL3_MANIFEST_SHA256.txt,65,e55116455362b2d83456dbd3d909e23b9616c76580e4d8cbd49f446ca292eb72,2026-08-28T14:11:22+00:00,.txt,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_MULTIVIEW_FEATURE_LEVEL3_MANIFEST_SHA256.txt,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_FEATURE_MATRIX_LEVEL3_PACKAGE_MANIFEST_SHA256.txt,65,57f8d2a3ed3062e3f073ea6bea8ff23906e06053e30c4d24012c88bb02d293da,2026-08-28T15:10:42+00:00,.txt,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_FEATURE_MATRIX_LEVEL3_PACKAGE_MANIFEST_SHA256.txt,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/SHARED_LEVEL3_ANALYTIC_DIAGNOSTIC_MANIFEST_SHA256.txt,65,80ae5920f30842701570d58628cb194b90015354cdb4698f9ab0ccb8fff422bd,2026-08-28T15:25:58+00:00,.txt,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/SHARED_LEVEL3_ANALYTIC_DIAGNOSTIC_MANIFEST_SHA256.txt,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_EXPRESSION_MATERIALIZATION_LEVEL4_MANIFEST_SHA256.txt,65,9dde1c19eb258d44323dd90c4c1d482103f0d0e76459548ee10a29d8c116008a,2026-08-29T02:43:12+00:00,.txt,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_EXPRESSION_MATERIALIZATION_LEVEL4_MANIFEST_SHA256.txt,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_MULTIVIEW_FEATURE_LEVEL4_MANIFEST_SHA256.txt,65,c96d85ca5d428bb0f7473980a5cf22b443de504da1b0872f29cf4ec0c537ec56,2026-08-29T09:29:08+00:00,.txt,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_MULTIVIEW_FEATURE_LEVEL4_MANIFEST_SHA256.txt,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_FEATURE_MATRIX_LEVEL4_PACKAGE_MANIFEST_SHA256.txt,65,7d15a37d3fe752545922d1fc735c4068b0e9cc99d0da4a896161cfb02ea71c8f,2026-08-29T15:27:14+00:00,.txt,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/PHASE2_FEATURE_MATRIX_LEVEL4_PACKAGE_MANIFEST_SHA256.txt,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/SHARED_LEVEL4_ANALYTIC_DIAGNOSTIC_MANIFEST_SHA256.txt,65,4fa79f31807271860d3b35da9565635424c0bc8fd65b6396a3551ce6fc6d4805,2026-08-29T15:57:26+00:00,.txt,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/SHARED_LEVEL4_ANALYTIC_DIAGNOSTIC_MANIFEST_SHA256.txt,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/preexpression_freeze/PHASE2_NUMERIC_AUTHORITY_LEDGER.csv,3265,be50c83028867e6f9369ba84ea3a3a1f72596408f0ec99a383c016ffe9ccbc35,2026-08-27T13:06:24+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/preexpression_freeze/PHASE2_NUMERIC_AUTHORITY_LEDGER.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/preexpression_freeze/PHASE2_PREEXPRESSION_MANIFEST.csv,1002,a92e436142c2ac85ae51756640d9f1961c5a17955a49951dbef2d5b8d138afb2,2026-08-27T13:06:24+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/preexpression_freeze/PHASE2_PREEXPRESSION_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
outputs/full104_v014_20260826/03_phase2_state_derivation_v1/metadata_selection_level0/PHASE2_METADATA_SELECTION_MANIFEST.csv,468,5f362c9b28ebddad7a8675edd577197b225b622830ca2a9b3b90d2df2d9597c3,2026-08-27T13:09:42+00:00,.csv,False,False,IGNORED,,FULL104,HISTORICAL_AUTHORITY,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/history/full104_v014_20260826/03_phase2_state_derivation_v1/metadata_selection_level0/PHASE2_METADATA_SELECTION_MANIFEST.csv,RECOVERED_HISTORICAL_BYTES__BACKFILLED_20260902,EXACT_LOCAL_BYTES,,1_recovered_historical_authority_ledger,False,PROPOSE_REVIEW_MIRROR,
