guide_id,target_id,target_class,nominated_gene,nominated_gene_measured
ELMO1_nsig_gwas_g1,ELMO1_nsig_gwas,other,,False
ELMO1_nsig_gwas_g2,ELMO1_nsig_gwas,other,,False
ELMO1_nsig_gwas_g3,ELMO1_nsig_gwas,other,,False
ELMO1_nsig_gwas_g4,ELMO1_nsig_gwas,other,,False
ELMO1_nsig_gwas_g5,ELMO1_nsig_gwas,other,,False
MERTK_nsig_e1_g1,MERTK_nsig_e1,other,,False
MERTK_nsig_e1_g2,MERTK_nsig_e1,other,,False
MERTK_nsig_e1_g3,MERTK_nsig_e1,other,,False
MERTK_nsig_e1_g4,MERTK_nsig_e1,other,,False
MERTK_nsig_e1_g5,MERTK_nsig_e1,other,,False
MERTK_nsig_e2_g1,MERTK_nsig_e2,other,,False
MERTK_nsig_e2_g2,MERTK_nsig_e2,other,,False
MERTK_nsig_e2_g3,MERTK_nsig_e2,other,,False
MERTK_nsig_e2_g4,MERTK_nsig_e2,other,,False
MERTK_nsig_e2_g5,MERTK_nsig_e2,other,,False
MERTK_nsig_e2_g6,MERTK_nsig_e2,other,,False
MERTK_nsig_e2_g7,MERTK_nsig_e2,other,,False
MERTK_nsig_e2_g8,MERTK_nsig_e2,other,,False
MERTK_nsig_e3_g1,MERTK_nsig_e3,other,,False
MERTK_nsig_e3_g2,MERTK_nsig_e3,other,,False
MERTK_nsig_e3_g3,MERTK_nsig_e3,other,,False
MERTK_nsig_e3_g4,MERTK_nsig_e3,other,,False
MERTK_nsig_e3_g5,MERTK_nsig_e3,other,,False
MERTK_nsig_e4_g1,MERTK_nsig_e4,other,,False
MERTK_nsig_e4_g2,MERTK_nsig_e4,other,,False
MAF_nsig_e1_g1,MAF_nsig_e1,other,,False
MAF_nsig_e1_g2,MAF_nsig_e1,other,,False
MAF_nsig_e1_g3,MAF_nsig_e1,other,,False
MAF_nsig_e1_g4,MAF_nsig_e1,other,,False
MAF_nsig_e1_g5,MAF_nsig_e1,other,,False
MAF_nsig_e2_g1,MAF_nsig_e2,other,,False
MAF_nsig_e2_g2,MAF_nsig_e2,other,,False
MAF_nsig_e2_g3,MAF_nsig_e2,other,,False
MAF_genebodyctrl_g1,MAF_genebodyctrl,other,,False
MAF_genebodyctrl_g2,MAF_genebodyctrl,other,,False
MAF_genebodyctrl_g3,MAF_genebodyctrl,other,,False
MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1,other,,False
MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1,other,,False
MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1,other,,False
MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1,other,,False
MARCHF1_nsig_e2_g1,MARCHF1_nsig_e2,other,,False
MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2,other,,False
MARCHF1_nsig_e2_g3,MARCHF1_nsig_e2,other,,False
MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2,other,,False
MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2,other,,False
IRF5_nsig_e1_g1,IRF5_nsig_e1,other,,False
IRF5_nsig_e1_g2,IRF5_nsig_e1,other,,False
IRF5_nsig_e1_g3,IRF5_nsig_e1,other,,False
IRF5_nsig_e1_g4,IRF5_nsig_e1,other,,False
IRF5_nsig_e1_g5,IRF5_nsig_e1,other,,False
SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1,other,,False
SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1,other,,False
SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1,other,,False
SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1,other,,False
SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1,other,,False
SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2,other,,False
SLC25A19_nsig_e2_g2,SLC25A19_nsig_e2,other,,False
SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2,other,,False
SLC25A19_nsig_e2_g4,SLC25A19_nsig_e2,other,,False
SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2,other,,False
IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1,other,,False
IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1,other,,False
IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1,other,,False
IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1,other,,False
IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1,other,,False
IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1,other,,False
IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1,other,,False
IFNGR1_nsig_e1_g8,IFNGR1_nsig_e1,other,,False
IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2,other,,False
IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2,other,,False
IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2,other,,False
IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2,other,,False
IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2,other,,False
C3_nsig_e1_g1,C3_nsig_e1,other,,False
C3_nsig_e1_g2,C3_nsig_e1,other,,False
C3_nsig_e1_g3,C3_nsig_e1,other,,False
CD86_nsig_e1_g1,CD86_nsig_e1,other,,False
CD86_nsig_e1_g2,CD86_nsig_e1,other,,False
CD86_nsig_e1_g3,CD86_nsig_e1,other,,False
CD86_nsig_e2_g1,CD86_nsig_e2,other,,False
CD86_nsig_e2_g2,CD86_nsig_e2,other,,False
CD86_nsig_e2_g3,CD86_nsig_e2,other,,False
ELMO1_sig_e1_g1,ELMO1_sig_e1,other,,False
ELMO1_sig_e1_g2,ELMO1_sig_e1,other,,False
ELMO1_sig_e1_g3,ELMO1_sig_e1,other,,False
ELMO1_sig_e1_g4,ELMO1_sig_e1,other,,False
ELMO1_sig_e1_g5,ELMO1_sig_e1,other,,False
ELMO1_sig_e1_g6,ELMO1_sig_e1,other,,False
ELMO1_sig_e1_g7,ELMO1_sig_e1,other,,False
ELMO1_sig_e1_g8,ELMO1_sig_e1,other,,False
ELMO1_sig_e2_g1,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g2,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g3,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g4,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g5,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g6,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g7,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g8,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g9,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g10,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g11,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g12,ELMO1_sig_e2,other,,False
ELMO1_sig_e2_g13,ELMO1_sig_e2,other,,False
ELMO1_sig_e3_g1,ELMO1_sig_e3,other,,False
ELMO1_sig_e3_g2,ELMO1_sig_e3,other,,False
ELMO1_sig_e3_g3,ELMO1_sig_e3,other,,False
ELMO1_sig_e3_g4,ELMO1_sig_e3,other,,False
ELMO1_sig_e3_g5,ELMO1_sig_e3,other,,False
ELMO1_sig_e4_g1,ELMO1_sig_e4,other,,False
ELMO1_sig_e4_g2,ELMO1_sig_e4,other,,False
ELMO1_sig_e4_g3,ELMO1_sig_e4,other,,False
ELMO1_sig_e4_g4,ELMO1_sig_e4,other,,False
ELMO1_sig_e4_g5,ELMO1_sig_e4,other,,False
ELMO1_sig_e5_g1,ELMO1_sig_e5,other,,False
ELMO1_sig_e5_g2,ELMO1_sig_e5,other,,False
ELMO1_sig_e5_g3,ELMO1_sig_e5,other,,False
ELMO1_sig_e5_g4,ELMO1_sig_e5,other,,False
ELMO1_sig_e5_g5,ELMO1_sig_e5,other,,False
ELMO1_sig_e5_g6,ELMO1_sig_e5,other,,False
ELMO1_sig_e5_g7,ELMO1_sig_e5,other,,False
ELMO1_sig_e5_g8,ELMO1_sig_e5,other,,False
MERTK_sig_e1_g1,MERTK_sig_e1,other,,False
MERTK_sig_e1_g2,MERTK_sig_e1,other,,False
MERTK_sig_e1_g3,MERTK_sig_e1,other,,False
MERTK_sig_e1_g4,MERTK_sig_e1,other,,False
MERTK_sig_e1_g5,MERTK_sig_e1,other,,False
MERTK_sig_e1_g6,MERTK_sig_e1,other,,False
MERTK_sig_e1_g7,MERTK_sig_e1,other,,False
MERTK_sig_e1_g8,MERTK_sig_e1,other,,False
MERTK_sig_e1_g9,MERTK_sig_e1,other,,False
MERTK_sig_e1_g10,MERTK_sig_e1,other,,False
MERTK_sig_e2_g1,MERTK_sig_e2,other,,False
MERTK_sig_e2_g2,MERTK_sig_e2,other,,False
MERTK_sig_e2_g3,MERTK_sig_e2,other,,False
MERTK_sig_e2_g4,MERTK_sig_e2,other,,False
MERTK_sig_e2_g5,MERTK_sig_e2,other,,False
MERTK_sig_e2_g6,MERTK_sig_e2,other,,False
MERTK_sig_e2_g7,MERTK_sig_e2,other,,False
MERTK_sig_e2_g8,MERTK_sig_e2,other,,False
MERTK_sig_e3_g1,MERTK_sig_e3,other,,False
MERTK_sig_e3_g2,MERTK_sig_e3,other,,False
MERTK_sig_e3_g3,MERTK_sig_e3,other,,False
MERTK_sig_e3_g4,MERTK_sig_e3,other,,False
MERTK_sig_e3_g5,MERTK_sig_e3,other,,False
MERTK_sig_e4_g1,MERTK_sig_e4,other,,False
MERTK_sig_e4_g2,MERTK_sig_e4,other,,False
MERTK_sig_e4_g3,MERTK_sig_e4,other,,False
MERTK_sig_e4_g4,MERTK_sig_e4,other,,False
MERTK_sig_e4_g5,MERTK_sig_e4,other,,False
MERTK_sig_e4_g6,MERTK_sig_e4,other,,False
MERTK_sig_e4_g7,MERTK_sig_e4,other,,False
MERTK_sig_e4_g8,MERTK_sig_e4,other,,False
MAF_sig_e1_g1,MAF_sig_e1,other,,False
MAF_sig_e1_g2,MAF_sig_e1,other,,False
MAF_sig_e1_g3,MAF_sig_e1,other,,False
MAF_sig_e1_g4,MAF_sig_e1,other,,False
MAF_sig_e1_g5,MAF_sig_e1,other,,False
MAF_sig_e2_g1,MAF_sig_e2,other,,False
MAF_sig_e2_g2,MAF_sig_e2,other,,False
MAF_sig_e2_g3,MAF_sig_e2,other,,False
MAF_sig_e2_g4,MAF_sig_e2,other,,False
MAF_sig_e3_g1,MAF_sig_e3,other,,False
MAF_sig_e3_g2,MAF_sig_e3,other,,False
MAF_sig_e3_g3,MAF_sig_e3,other,,False
MAF_sig_e3_g4,MAF_sig_e3,other,,False
MAF_sig_e3_g5,MAF_sig_e3,other,,False
MAF_sig_e4_g1,MAF_sig_e4,other,,False
MAF_sig_e4_g2,MAF_sig_e4,other,,False
MAF_sig_e4_g3,MAF_sig_e4,other,,False
MAF_sig_e4_g4,MAF_sig_e4,other,,False
MAF_sig_e4_g5,MAF_sig_e4,other,,False
MAF_sig_e4_g6,MAF_sig_e4,other,,False
MAF_sig_e4_g7,MAF_sig_e4,other,,False
MAF_sig_e4_g8,MAF_sig_e4,other,,False
MAF_sig_e4_g9,MAF_sig_e4,other,,False
MAF_sig_e4_g10,MAF_sig_e4,other,,False
MARCHF1_sig_e1_g1,MARCHF1_sig_e1,other,,False
MARCHF1_sig_e1_g2,MARCHF1_sig_e1,other,,False
MARCHF1_sig_e1_g3,MARCHF1_sig_e1,other,,False
MARCHF1_sig_e1_g4,MARCHF1_sig_e1,other,,False
MARCHF1_sig_e1_g5,MARCHF1_sig_e1,other,,False
MARCHF1_sig_e2_g1,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g2,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g3,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g4,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g5,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g6,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g7,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g8,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g9,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g10,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g11,MARCHF1_sig_e2,other,,False
MARCHF1_sig_e2_g12,MARCHF1_sig_e2,other,,False
IRF5_sig_e1_g1,IRF5_sig_e1,other,,False
IRF5_sig_e1_g2,IRF5_sig_e1,other,,False
IRF5_sig_e1_g3,IRF5_sig_e1,other,,False
IRF5_sig_e1_g4,IRF5_sig_e1,other,,False
IRF5_sig_e1_g5,IRF5_sig_e1,other,,False
IRF5_sig_e1_g6,IRF5_sig_e1,other,,False
IRF5_sig_e1_g7,IRF5_sig_e1,other,,False
IRF5_sig_e1_g8,IRF5_sig_e1,other,,False
IRF5_sig_e1_g9,IRF5_sig_e1,other,,False
IRF5_sig_e1_g10,IRF5_sig_e1,other,,False
SLC25A19_sig_e1_g1,SLC25A19_sig_e1,other,,False
SLC25A19_sig_e1_g2,SLC25A19_sig_e1,other,,False
SLC25A19_sig_e1_g3,SLC25A19_sig_e1,other,,False
SLC25A19_sig_e1_g5,SLC25A19_sig_e1,other,,False
SLC25A19_sig_e2_g1,SLC25A19_sig_e2,other,,False
SLC25A19_sig_e2_g2,SLC25A19_sig_e2,other,,False
SLC25A19_sig_e2_g3,SLC25A19_sig_e2,other,,False
SLC25A19_sig_e2_g4,SLC25A19_sig_e2,other,,False
SLC25A19_sig_e2_g5,SLC25A19_sig_e2,other,,False
SLC25A19_sig_e3_g1,SLC25A19_sig_e3,other,,False
SLC25A19_sig_e3_g2,SLC25A19_sig_e3,other,,False
SLC25A19_sig_e3_g3,SLC25A19_sig_e3,other,,False
SLC25A19_sig_e3_g4,SLC25A19_sig_e3,other,,False
SLC25A19_sig_e3_g5,SLC25A19_sig_e3,other,,False
SLC25A19_sig_e4_g1,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g2,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g3,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g4,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g5,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g6,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g7,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g8,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g9,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g10,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g11,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g12,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g13,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g14,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g15,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g16,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g17,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g18,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g19,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e4_g20,SLC25A19_sig_e4,other,,False
SLC25A19_sig_e5_g1,SLC25A19_sig_e5,other,,False
SLC25A19_sig_e5_g2,SLC25A19_sig_e5,other,,False
SLC25A19_sig_e5_g3,SLC25A19_sig_e5,other,,False
SLC25A19_sig_e5_g4,SLC25A19_sig_e5,other,,False
SLC25A19_sig_e5_g5,SLC25A19_sig_e5,other,,False
SLC25A19_sig_e6_g1,SLC25A19_sig_e6,other,,False
SLC25A19_sig_e6_g2,SLC25A19_sig_e6,other,,False
SLC25A19_sig_e6_g3,SLC25A19_sig_e6,other,,False
SLC25A19_sig_e6_g5,SLC25A19_sig_e6,other,,False
SLC25A19_sig_e7_g1,SLC25A19_sig_e7,other,,False
SLC25A19_sig_e7_g2,SLC25A19_sig_e7,other,,False
SLC25A19_sig_e7_g3,SLC25A19_sig_e7,other,,False
SLC25A19_sig_e7_g4,SLC25A19_sig_e7,other,,False
SLC25A19_sig_e7_g5,SLC25A19_sig_e7,other,,False
IFNGR1_sig_e1_g1,IFNGR1_sig_e1,other,,False
IFNGR1_sig_e1_g2,IFNGR1_sig_e1,other,,False
IFNGR1_sig_e1_g3,IFNGR1_sig_e1,other,,False
IFNGR1_sig_e1_g4,IFNGR1_sig_e1,other,,False
IFNGR1_sig_e1_g5,IFNGR1_sig_e1,other,,False
IFNGR1_sig_e2_g1,IFNGR1_sig_e2,other,,False
IFNGR1_sig_e2_g2,IFNGR1_sig_e2,other,,False
IFNGR1_sig_e2_g3,IFNGR1_sig_e2,other,,False
IFNGR1_sig_e2_g4,IFNGR1_sig_e2,other,,False
IFNGR1_sig_e3_g1,IFNGR1_sig_e3,other,,False
IFNGR1_sig_e3_g2,IFNGR1_sig_e3,other,,False
IFNGR1_sig_e3_g3,IFNGR1_sig_e3,other,,False
IFNGR1_sig_e3_g4,IFNGR1_sig_e3,other,,False
IFNGR1_sig_e3_g5,IFNGR1_sig_e3,other,,False
IFNGR1_sig_e3_g6,IFNGR1_sig_e3,other,,False
IFNGR1_sig_e3_g7,IFNGR1_sig_e3,other,,False
IFNGR1_sig_e4_g1,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e4_g2,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e4_g3,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e4_g4,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e4_g5,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e4_g6,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e4_g7,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e4_g8,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e4_g9,IFNGR1_sig_e4,other,,False
IFNGR1_sig_e5_g1,IFNGR1_sig_e5,other,,False
IFNGR1_sig_e5_g2,IFNGR1_sig_e5,other,,False
IFNGR1_sig_e5_g3,IFNGR1_sig_e5,other,,False
IFNGR1_sig_e6_g1,IFNGR1_sig_e6,other,,False
IFNGR1_sig_e6_g2,IFNGR1_sig_e6,other,,False
IFNGR1_sig_e6_g3,IFNGR1_sig_e6,other,,False
IFNGR1_sig_e6_g4,IFNGR1_sig_e6,other,,False
IFNGR1_sig_e6_g5,IFNGR1_sig_e6,other,,False
IFNGR1_sig_e7_g1,IFNGR1_sig_e7,other,,False
IFNGR1_sig_e7_g2,IFNGR1_sig_e7,other,,False
IFNGR1_sig_e7_g3,IFNGR1_sig_e7,other,,False
C3_sig_e1_g1,C3_sig_e1,other,,False
C3_sig_e1_g2,C3_sig_e1,other,,False
C3_sig_e1_g3,C3_sig_e1,other,,False
C3_sig_e1_g4,C3_sig_e1,other,,False
C3_sig_e1_g5,C3_sig_e1,other,,False
C3_sig_e2_g1,C3_sig_e2,other,,False
C3_sig_e2_g2,C3_sig_e2,other,,False
C3_sig_e2_g3,C3_sig_e2,other,,False
C3_sig_e2_g4,C3_sig_e2,other,,False
C3_sig_e2_g5,C3_sig_e2,other,,False
C3_sig_e2_g6,C3_sig_e2,other,,False
C3_sig_e2_g7,C3_sig_e2,other,,False
C3_sig_e2_g8,C3_sig_e2,other,,False
C3_sig_e2_g10,C3_sig_e2,other,,False
C3_sig_e2_g11,C3_sig_e2,other,,False
C3_sig_e2_g12,C3_sig_e2,other,,False
CD86_sig_e1_g1,CD86_sig_e1,other,,False
CD86_sig_e1_g2,CD86_sig_e1,other,,False
CD86_sig_e1_g3,CD86_sig_e1,other,,False
CD86_sig_e1_g4,CD86_sig_e1,other,,False
CD86_sig_e1_g5,CD86_sig_e1,other,,False
CD86_sig_e1_g6,CD86_sig_e1,other,,False
CD86_sig_e1_g7,CD86_sig_e1,other,,False
CD86_sig_e1_g8,CD86_sig_e1,other,,False
CD86_sig_e1_g9,CD86_sig_e1,other,,False
CD86_sig_e1_g10,CD86_sig_e1,other,,False
CD86_sig_e2_g1,CD86_sig_e2,other,,False
CD86_sig_e2_g2,CD86_sig_e2,other,,False
CD86_sig_e2_g3,CD86_sig_e2,other,,False
non-targeting_00000,non-targeting_00000,non_targeting_control,,False
non-targeting_00001,non-targeting_00001,non_targeting_control,,False
non-targeting_00002,non-targeting_00002,non_targeting_control,,False
non-targeting_00003,non-targeting_00003,non_targeting_control,,False
non-targeting_00004,non-targeting_00004,non_targeting_control,,False
non-targeting_00005,non-targeting_00005,non_targeting_control,,False
non-targeting_00006,non-targeting_00006,non_targeting_control,,False
non-targeting_00007,non-targeting_00007,non_targeting_control,,False
non-targeting_00008,non-targeting_00008,non_targeting_control,,False
non-targeting_00009,non-targeting_00009,non_targeting_control,,False
non-targeting_00010,non-targeting_00010,non_targeting_control,,False
non-targeting_00011,non-targeting_00011,non_targeting_control,,False
non-targeting_00012,non-targeting_00012,non_targeting_control,,False
non-targeting_00013,non-targeting_00013,non_targeting_control,,False
non-targeting_00014,non-targeting_00014,non_targeting_control,,False
non-targeting_00015,non-targeting_00015,non_targeting_control,,False
non-targeting_00016,non-targeting_00016,non_targeting_control,,False
ELMO1_tss_g4,ELMO1_tss,tss_cis_element,ELMO1,True
BIN1_tss_g1,BIN1_tss,tss_cis_element,BIN1,True
BIN1_tss_g2,BIN1_tss,tss_cis_element,BIN1,True
BIN1_tss_g3,BIN1_tss,tss_cis_element,BIN1,True
BIN1,BIN1,other,,False
BIN1,BIN1,other,,False
BIN1,BIN1,other,,False
