study,sample,guide_id,target_id,target_class,n_cells,total_counts
GSE311359,S1,ELMO1_tss_g2,ELMO1_tss,tss_cis_element,1,5148
GSE311359,S1,ELMO1_tss_g3,ELMO1_tss,tss_cis_element,19,73258
GSE311359,S1,MERTK_tss_g1,MERTK_tss,tss_cis_element,15,56951
GSE311359,S1,MERTK_tss_g2,MERTK_tss,tss_cis_element,6,23019
GSE311359,S1,MERTK_tss_g3,MERTK_tss,tss_cis_element,8,41218
GSE311359,S1,MAF_tss_g1,MAF_tss,tss_cis_element,2,7348
GSE311359,S1,MAF_tss_g2,MAF_tss,tss_cis_element,22,110741
GSE311359,S1,MAF_tss_g3,MAF_tss,tss_cis_element,3,11785
GSE311359,S1,SLC25A19_tss_g1,SLC25A19_tss,tss_cis_element,11,47293
GSE311359,S1,SLC25A19_tss_g2,SLC25A19_tss,tss_cis_element,9,30904
GSE311359,S1,SLC25A19_tss_g3,SLC25A19_tss,tss_cis_element,8,31290
GSE311359,S1,MARCHF1_tss_g2,MARCHF1_tss,tss_cis_element,5,21918
GSE311359,S1,MARCHF1_tss_g3,MARCHF1_tss,tss_cis_element,8,30242
GSE311359,S1,IRF5_tss_g1,IRF5_tss,tss_cis_element,7,30481
GSE311359,S1,IRF5_tss_g2,IRF5_tss,tss_cis_element,5,21943
GSE311359,S1,IRF5_tss_g3,IRF5_tss,tss_cis_element,11,43112
GSE311359,S1,IFNGR1_tss_g1,IFNGR1_tss,tss_cis_element,4,10594
GSE311359,S1,IFNGR1_tss_g2,IFNGR1_tss,tss_cis_element,4,13685
GSE311359,S1,C3_tss_g1,C3_tss,tss_cis_element,1,3721
GSE311359,S1,C3_tss_g2,C3_tss,tss_cis_element,7,29312
GSE311359,S1,C3_tss_g3,C3_tss,tss_cis_element,25,106639
GSE311359,S1,CD86_tss_g1,CD86_tss,tss_cis_element,31,127934
GSE311359,S1,CD86_tss_g2,CD86_tss,tss_cis_element,7,29113
GSE311359,S1,ELMO1_nsig_e1_g2,ELMO1_nsig_e1,other,7,25069
GSE311359,S1,ELMO1_nsig_e1_g3,ELMO1_nsig_e1,other,10,45928
GSE311359,S1,ELMO1_nsig_e1_g4,ELMO1_nsig_e1,other,15,64124
GSE311359,S1,ELMO1_nsig_e1_g5,ELMO1_nsig_e1,other,1,2803
GSE311359,S1,ELMO1_nsig_e2_g1,ELMO1_nsig_e2,other,21,86784
GSE311359,S1,ELMO1_nsig_e2_g3,ELMO1_nsig_e2,other,19,83473
GSE311359,S1,ELMO1_nsig_e2_g5,ELMO1_nsig_e2,other,10,42511
GSE311359,S1,ELMO1_nsig_e3_g2,ELMO1_nsig_e3,other,12,43237
GSE311359,S1,ELMO1_nsig_e3_g4,ELMO1_nsig_e3,other,17,64307
GSE311359,S1,ELMO1_nsig_e3_g5,ELMO1_nsig_e3,other,13,52788
GSE311359,S1,ELMO1_nsig_gwas_g1,ELMO1_nsig_gwas,other,9,33383
GSE311359,S1,ELMO1_nsig_gwas_g2,ELMO1_nsig_gwas,other,9,34242
GSE311359,S1,ELMO1_nsig_gwas_g3,ELMO1_nsig_gwas,other,3,10511
GSE311359,S1,ELMO1_nsig_gwas_g4,ELMO1_nsig_gwas,other,7,25727
GSE311359,S1,ELMO1_nsig_gwas_g5,ELMO1_nsig_gwas,other,12,55911
GSE311359,S1,MERTK_nsig_e1_g1,MERTK_nsig_e1,other,8,29641
GSE311359,S1,MERTK_nsig_e1_g2,MERTK_nsig_e1,other,15,53944
GSE311359,S1,MERTK_nsig_e1_g3,MERTK_nsig_e1,other,5,18954
GSE311359,S1,MERTK_nsig_e1_g4,MERTK_nsig_e1,other,28,113607
GSE311359,S1,MERTK_nsig_e1_g5,MERTK_nsig_e1,other,13,41133
GSE311359,S1,MERTK_nsig_e2_g1,MERTK_nsig_e2,other,20,78795
GSE311359,S1,MERTK_nsig_e2_g2,MERTK_nsig_e2,other,9,43001
GSE311359,S1,MERTK_nsig_e2_g3,MERTK_nsig_e2,other,3,12443
GSE311359,S1,MERTK_nsig_e2_g4,MERTK_nsig_e2,other,5,17985
GSE311359,S1,MERTK_nsig_e2_g5,MERTK_nsig_e2,other,14,56288
GSE311359,S1,MERTK_nsig_e2_g6,MERTK_nsig_e2,other,13,59126
GSE311359,S1,MERTK_nsig_e2_g7,MERTK_nsig_e2,other,16,66045
GSE311359,S1,MERTK_nsig_e2_g8,MERTK_nsig_e2,other,1,3052
GSE311359,S1,MERTK_nsig_e3_g1,MERTK_nsig_e3,other,11,48114
GSE311359,S1,MERTK_nsig_e3_g3,MERTK_nsig_e3,other,18,90836
GSE311359,S1,MERTK_nsig_e3_g4,MERTK_nsig_e3,other,10,41789
GSE311359,S1,MERTK_nsig_e3_g5,MERTK_nsig_e3,other,10,45949
GSE311359,S1,MERTK_nsig_e4_g1,MERTK_nsig_e4,other,8,34699
GSE311359,S1,MERTK_nsig_e4_g2,MERTK_nsig_e4,other,13,51034
GSE311359,S1,MAF_nsig_e1_g1,MAF_nsig_e1,other,14,67857
GSE311359,S1,MAF_nsig_e1_g2,MAF_nsig_e1,other,3,7937
GSE311359,S1,MAF_nsig_e1_g3,MAF_nsig_e1,other,2,7429
GSE311359,S1,MAF_nsig_e1_g4,MAF_nsig_e1,other,16,71202
GSE311359,S1,MAF_nsig_e1_g5,MAF_nsig_e1,other,14,55802
GSE311359,S1,MAF_nsig_e2_g1,MAF_nsig_e2,other,7,23961
GSE311359,S1,MAF_nsig_e2_g2,MAF_nsig_e2,other,17,60479
GSE311359,S1,MAF_nsig_e2_g3,MAF_nsig_e2,other,11,38443
GSE311359,S1,MAF_genebodyctrl_g1,MAF_genebodyctrl,other,9,43226
GSE311359,S1,MAF_genebodyctrl_g2,MAF_genebodyctrl,other,14,53311
GSE311359,S1,MAF_genebodyctrl_g3,MAF_genebodyctrl,other,18,95349
GSE311359,S1,MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1,other,15,62956
GSE311359,S1,MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1,other,4,15286
GSE311359,S1,MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1,other,6,21018
GSE311359,S1,MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1,other,3,9906
GSE311359,S1,MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2,other,30,97976
GSE311359,S1,MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2,other,8,33871
GSE311359,S1,MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2,other,7,25360
GSE311359,S1,IRF5_nsig_e1_g1,IRF5_nsig_e1,other,6,19734
GSE311359,S1,IRF5_nsig_e1_g2,IRF5_nsig_e1,other,33,139024
GSE311359,S1,IRF5_nsig_e1_g3,IRF5_nsig_e1,other,11,38572
GSE311359,S1,IRF5_nsig_e1_g4,IRF5_nsig_e1,other,3,9251
GSE311359,S1,IRF5_nsig_e1_g5,IRF5_nsig_e1,other,11,44577
GSE311359,S1,SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1,other,7,37753
GSE311359,S1,SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1,other,21,74877
GSE311359,S1,SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1,other,5,23125
GSE311359,S1,SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1,other,9,40123
GSE311359,S1,SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1,other,7,26726
GSE311359,S1,SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2,other,6,19045
GSE311359,S1,SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2,other,13,57152
GSE311359,S1,SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2,other,10,39375
GSE311359,S1,IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1,other,8,37744
GSE311359,S1,IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1,other,5,18471
GSE311359,S1,IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1,other,3,6849
GSE311359,S1,IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1,other,5,20312
GSE311359,S1,IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1,other,6,26573
GSE311359,S1,IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1,other,5,20627
GSE311359,S1,IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1,other,7,29315
GSE311359,S1,IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2,other,4,19882
GSE311359,S1,IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2,other,14,73018
GSE311359,S1,IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2,other,12,46889
GSE311359,S1,IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2,other,21,90565
GSE311359,S1,IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2,other,16,66391
GSE311359,S1,C3_nsig_e1_g1,C3_nsig_e1,other,11,45303
GSE311359,S1,C3_nsig_e1_g2,C3_nsig_e1,other,5,17932
GSE311359,S1,C3_nsig_e1_g3,C3_nsig_e1,other,19,87003
GSE311359,S1,CD86_nsig_e1_g1,CD86_nsig_e1,other,21,83642
GSE311359,S1,CD86_nsig_e1_g2,CD86_nsig_e1,other,12,46486
GSE311359,S1,CD86_nsig_e1_g3,CD86_nsig_e1,other,12,46549
GSE311359,S1,CD86_nsig_e2_g1,CD86_nsig_e2,other,14,79428
GSE311359,S1,CD86_nsig_e2_g2,CD86_nsig_e2,other,13,56757
GSE311359,S1,CD86_nsig_e2_g3,CD86_nsig_e2,other,9,43838
GSE311359,S1,ELMO1_sig_e1_g1,ELMO1_sig_e1,other,10,41151
GSE311359,S1,ELMO1_sig_e1_g2,ELMO1_sig_e1,other,22,85871
GSE311359,S1,ELMO1_sig_e1_g3,ELMO1_sig_e1,other,5,17154
GSE311359,S1,ELMO1_sig_e1_g4,ELMO1_sig_e1,other,18,83960
GSE311359,S1,ELMO1_sig_e1_g5,ELMO1_sig_e1,other,13,46308
GSE311359,S1,ELMO1_sig_e1_g6,ELMO1_sig_e1,other,1,4696
GSE311359,S1,ELMO1_sig_e1_g7,ELMO1_sig_e1,other,5,28948
GSE311359,S1,ELMO1_sig_e1_g8,ELMO1_sig_e1,other,7,28518
GSE311359,S1,ELMO1_sig_e2_g1,ELMO1_sig_e2,other,14,53608
GSE311359,S1,ELMO1_sig_e2_g2,ELMO1_sig_e2,other,17,68562
GSE311359,S1,ELMO1_sig_e2_g3,ELMO1_sig_e2,other,16,59181
GSE311359,S1,ELMO1_sig_e2_g4,ELMO1_sig_e2,other,17,81184
GSE311359,S1,ELMO1_sig_e2_g5,ELMO1_sig_e2,other,15,74182
GSE311359,S1,ELMO1_sig_e2_g6,ELMO1_sig_e2,other,6,23662
GSE311359,S1,ELMO1_sig_e2_g7,ELMO1_sig_e2,other,20,76660
GSE311359,S1,ELMO1_sig_e2_g8,ELMO1_sig_e2,other,3,16913
GSE311359,S1,ELMO1_sig_e2_g9,ELMO1_sig_e2,other,6,24760
GSE311359,S1,ELMO1_sig_e2_g10,ELMO1_sig_e2,other,12,49156
GSE311359,S1,ELMO1_sig_e2_g11,ELMO1_sig_e2,other,1,3789
GSE311359,S1,ELMO1_sig_e2_g12,ELMO1_sig_e2,other,1,4634
GSE311359,S1,ELMO1_sig_e2_g13,ELMO1_sig_e2,other,16,65137
GSE311359,S1,ELMO1_sig_e3_g1,ELMO1_sig_e3,other,11,47782
GSE311359,S1,ELMO1_sig_e3_g2,ELMO1_sig_e3,other,9,41769
GSE311359,S1,ELMO1_sig_e3_g3,ELMO1_sig_e3,other,14,62641
GSE311359,S1,ELMO1_sig_e3_g4,ELMO1_sig_e3,other,24,97440
GSE311359,S1,ELMO1_sig_e3_g5,ELMO1_sig_e3,other,16,72127
GSE311359,S1,ELMO1_sig_e4_g1,ELMO1_sig_e4,other,11,64365
GSE311359,S1,ELMO1_sig_e4_g2,ELMO1_sig_e4,other,11,50008
GSE311359,S1,ELMO1_sig_e4_g3,ELMO1_sig_e4,other,16,74513
GSE311359,S1,ELMO1_sig_e4_g4,ELMO1_sig_e4,other,8,35932
GSE311359,S1,ELMO1_sig_e4_g5,ELMO1_sig_e4,other,13,49860
GSE311359,S1,ELMO1_sig_e5_g1,ELMO1_sig_e5,other,16,60173
GSE311359,S1,ELMO1_sig_e5_g2,ELMO1_sig_e5,other,9,33050
GSE311359,S1,ELMO1_sig_e5_g3,ELMO1_sig_e5,other,18,70441
GSE311359,S1,ELMO1_sig_e5_g4,ELMO1_sig_e5,other,15,57570
GSE311359,S1,ELMO1_sig_e5_g5,ELMO1_sig_e5,other,10,40983
GSE311359,S1,ELMO1_sig_e5_g6,ELMO1_sig_e5,other,17,70729
GSE311359,S1,ELMO1_sig_e5_g7,ELMO1_sig_e5,other,14,58657
GSE311359,S1,ELMO1_sig_e5_g8,ELMO1_sig_e5,other,35,154619
GSE311359,S1,MERTK_sig_e1_g1,MERTK_sig_e1,other,11,44183
GSE311359,S1,MERTK_sig_e1_g2,MERTK_sig_e1,other,12,43650
GSE311359,S1,MERTK_sig_e1_g3,MERTK_sig_e1,other,6,24478
GSE311359,S1,MERTK_sig_e1_g4,MERTK_sig_e1,other,13,43934
GSE311359,S1,MERTK_sig_e1_g5,MERTK_sig_e1,other,17,76597
GSE311359,S1,MERTK_sig_e1_g6,MERTK_sig_e1,other,12,42426
GSE311359,S1,MERTK_sig_e1_g7,MERTK_sig_e1,other,32,147344
GSE311359,S1,MERTK_sig_e1_g8,MERTK_sig_e1,other,12,57702
GSE311359,S1,MERTK_sig_e1_g9,MERTK_sig_e1,other,28,100446
GSE311359,S1,MERTK_sig_e1_g10,MERTK_sig_e1,other,9,37240
GSE311359,S1,MERTK_sig_e2_g1,MERTK_sig_e2,other,12,50205
GSE311359,S1,MERTK_sig_e2_g2,MERTK_sig_e2,other,4,19336
GSE311359,S1,MERTK_sig_e2_g5,MERTK_sig_e2,other,24,112654
GSE311359,S1,MERTK_sig_e2_g6,MERTK_sig_e2,other,44,169350
GSE311359,S1,MERTK_sig_e2_g7,MERTK_sig_e2,other,11,48313
GSE311359,S1,MERTK_sig_e2_g8,MERTK_sig_e2,other,16,65922
GSE311359,S1,MERTK_sig_e3_g1,MERTK_sig_e3,other,7,29025
GSE311359,S1,MERTK_sig_e3_g2,MERTK_sig_e3,other,5,15669
GSE311359,S1,MERTK_sig_e3_g3,MERTK_sig_e3,other,14,62019
GSE311359,S1,MERTK_sig_e3_g4,MERTK_sig_e3,other,4,16072
GSE311359,S1,MERTK_sig_e3_g5,MERTK_sig_e3,other,16,62757
GSE311359,S1,MERTK_sig_e4_g1,MERTK_sig_e4,other,21,96771
GSE311359,S1,MERTK_sig_e4_g2,MERTK_sig_e4,other,1,3305
GSE311359,S1,MERTK_sig_e4_g3,MERTK_sig_e4,other,21,105685
GSE311359,S1,MERTK_sig_e4_g4,MERTK_sig_e4,other,10,41500
GSE311359,S1,MERTK_sig_e4_g5,MERTK_sig_e4,other,16,55438
GSE311359,S1,MERTK_sig_e4_g6,MERTK_sig_e4,other,9,39514
GSE311359,S1,MERTK_sig_e4_g7,MERTK_sig_e4,other,17,66490
GSE311359,S1,MAF_sig_e1_g1,MAF_sig_e1,other,9,37034
GSE311359,S1,MAF_sig_e1_g2,MAF_sig_e1,other,15,60342
GSE311359,S1,MAF_sig_e1_g4,MAF_sig_e1,other,11,41881
GSE311359,S1,MAF_sig_e2_g1,MAF_sig_e2,other,20,92934
GSE311359,S1,MAF_sig_e2_g2,MAF_sig_e2,other,1,5735
GSE311359,S1,MAF_sig_e2_g3,MAF_sig_e2,other,22,88358
GSE311359,S1,MAF_sig_e2_g4,MAF_sig_e2,other,2,9380
GSE311359,S1,MAF_sig_e3_g1,MAF_sig_e3,other,15,61759
GSE311359,S1,MAF_sig_e3_g2,MAF_sig_e3,other,16,65145
GSE311359,S1,MAF_sig_e3_g3,MAF_sig_e3,other,11,47428
GSE311359,S1,MAF_sig_e3_g4,MAF_sig_e3,other,16,63275
GSE311359,S1,MAF_sig_e3_g5,MAF_sig_e3,other,23,96495
GSE311359,S1,MAF_sig_e4_g1,MAF_sig_e4,other,4,15373
GSE311359,S1,MAF_sig_e4_g2,MAF_sig_e4,other,13,50613
GSE311359,S1,MAF_sig_e4_g3,MAF_sig_e4,other,11,39464
GSE311359,S1,MAF_sig_e4_g4,MAF_sig_e4,other,11,38826
GSE311359,S1,MAF_sig_e4_g5,MAF_sig_e4,other,4,15925
GSE311359,S1,MAF_sig_e4_g6,MAF_sig_e4,other,4,15092
GSE311359,S1,MAF_sig_e4_g7,MAF_sig_e4,other,4,13206
GSE311359,S1,MAF_sig_e4_g8,MAF_sig_e4,other,12,38558
GSE311359,S1,MAF_sig_e4_g9,MAF_sig_e4,other,10,41509
GSE311359,S1,MARCHF1_sig_e1_g1,MARCHF1_sig_e1,other,15,67488
GSE311359,S1,MARCHF1_sig_e1_g2,MARCHF1_sig_e1,other,17,55018
GSE311359,S1,MARCHF1_sig_e1_g3,MARCHF1_sig_e1,other,13,54258
GSE311359,S1,MARCHF1_sig_e1_g4,MARCHF1_sig_e1,other,8,30611
GSE311359,S1,MARCHF1_sig_e1_g5,MARCHF1_sig_e1,other,3,8860
GSE311359,S1,MARCHF1_sig_e2_g2,MARCHF1_sig_e2,other,13,58362
GSE311359,S1,MARCHF1_sig_e2_g3,MARCHF1_sig_e2,other,26,127695
GSE311359,S1,MARCHF1_sig_e2_g4,MARCHF1_sig_e2,other,13,53156
GSE311359,S1,MARCHF1_sig_e2_g5,MARCHF1_sig_e2,other,11,55892
GSE311359,S1,MARCHF1_sig_e2_g6,MARCHF1_sig_e2,other,10,47153
GSE311359,S1,MARCHF1_sig_e2_g7,MARCHF1_sig_e2,other,12,53582
GSE311359,S1,MARCHF1_sig_e2_g8,MARCHF1_sig_e2,other,27,117584
GSE311359,S1,MARCHF1_sig_e2_g9,MARCHF1_sig_e2,other,14,44608
GSE311359,S1,MARCHF1_sig_e2_g10,MARCHF1_sig_e2,other,17,70334
GSE311359,S1,MARCHF1_sig_e2_g11,MARCHF1_sig_e2,other,7,32668
GSE311359,S1,MARCHF1_sig_e2_g12,MARCHF1_sig_e2,other,12,54014
GSE311359,S1,IRF5_sig_e1_g1,IRF5_sig_e1,other,29,114596
GSE311359,S1,IRF5_sig_e1_g2,IRF5_sig_e1,other,15,88041
GSE311359,S1,IRF5_sig_e1_g3,IRF5_sig_e1,other,10,63682
GSE311359,S1,IRF5_sig_e1_g5,IRF5_sig_e1,other,8,30754
GSE311359,S1,IRF5_sig_e1_g6,IRF5_sig_e1,other,6,24031
GSE311359,S1,IRF5_sig_e1_g7,IRF5_sig_e1,other,13,58618
GSE311359,S1,IRF5_sig_e1_g8,IRF5_sig_e1,other,4,14301
GSE311359,S1,IRF5_sig_e1_g9,IRF5_sig_e1,other,2,7550
GSE311359,S1,IRF5_sig_e1_g10,IRF5_sig_e1,other,8,34263
GSE311359,S1,SLC25A19_sig_e1_g1,SLC25A19_sig_e1,other,11,50833
GSE311359,S1,SLC25A19_sig_e1_g2,SLC25A19_sig_e1,other,7,27906
GSE311359,S1,SLC25A19_sig_e1_g3,SLC25A19_sig_e1,other,11,41757
GSE311359,S1,SLC25A19_sig_e1_g5,SLC25A19_sig_e1,other,9,38208
GSE311359,S1,SLC25A19_sig_e2_g1,SLC25A19_sig_e2,other,6,30829
GSE311359,S1,SLC25A19_sig_e2_g2,SLC25A19_sig_e2,other,3,9806
GSE311359,S1,SLC25A19_sig_e2_g3,SLC25A19_sig_e2,other,7,35845
GSE311359,S1,SLC25A19_sig_e2_g4,SLC25A19_sig_e2,other,7,21719
GSE311359,S1,SLC25A19_sig_e2_g5,SLC25A19_sig_e2,other,23,97465
GSE311359,S1,SLC25A19_sig_e3_g1,SLC25A19_sig_e3,other,11,46855
GSE311359,S1,SLC25A19_sig_e3_g2,SLC25A19_sig_e3,other,1,3483
GSE311359,S1,SLC25A19_sig_e3_g3,SLC25A19_sig_e3,other,10,43283
GSE311359,S1,SLC25A19_sig_e3_g4,SLC25A19_sig_e3,other,14,59955
GSE311359,S1,SLC25A19_sig_e3_g5,SLC25A19_sig_e3,other,1,5014
GSE311359,S1,SLC25A19_sig_e4_g1,SLC25A19_sig_e4,other,13,54700
GSE311359,S1,SLC25A19_sig_e4_g2,SLC25A19_sig_e4,other,10,47303
GSE311359,S1,SLC25A19_sig_e4_g3,SLC25A19_sig_e4,other,12,45620
GSE311359,S1,SLC25A19_sig_e4_g4,SLC25A19_sig_e4,other,11,50064
GSE311359,S1,SLC25A19_sig_e4_g5,SLC25A19_sig_e4,other,1,4469
GSE311359,S1,SLC25A19_sig_e4_g6,SLC25A19_sig_e4,other,33,140742
GSE311359,S1,SLC25A19_sig_e4_g7,SLC25A19_sig_e4,other,1,3579
GSE311359,S1,SLC25A19_sig_e4_g8,SLC25A19_sig_e4,other,14,70572
GSE311359,S1,SLC25A19_sig_e4_g9,SLC25A19_sig_e4,other,7,33201
GSE311359,S1,SLC25A19_sig_e4_g10,SLC25A19_sig_e4,other,11,41160
GSE311359,S1,SLC25A19_sig_e4_g11,SLC25A19_sig_e4,other,11,45667
GSE311359,S1,SLC25A19_sig_e4_g12,SLC25A19_sig_e4,other,12,43773
GSE311359,S1,SLC25A19_sig_e4_g13,SLC25A19_sig_e4,other,10,32485
GSE311359,S1,SLC25A19_sig_e4_g14,SLC25A19_sig_e4,other,19,80000
GSE311359,S1,SLC25A19_sig_e4_g15,SLC25A19_sig_e4,other,3,11709
GSE311359,S1,SLC25A19_sig_e4_g16,SLC25A19_sig_e4,other,11,42758
GSE311359,S1,SLC25A19_sig_e4_g17,SLC25A19_sig_e4,other,14,52049
GSE311359,S1,SLC25A19_sig_e4_g18,SLC25A19_sig_e4,other,7,15845
GSE311359,S1,SLC25A19_sig_e4_g19,SLC25A19_sig_e4,other,5,20943
GSE311359,S1,SLC25A19_sig_e4_g20,SLC25A19_sig_e4,other,20,103971
GSE311359,S1,SLC25A19_sig_e5_g1,SLC25A19_sig_e5,other,2,6681
GSE311359,S1,SLC25A19_sig_e5_g2,SLC25A19_sig_e5,other,21,108539
GSE311359,S1,SLC25A19_sig_e5_g3,SLC25A19_sig_e5,other,4,15020
GSE311359,S1,SLC25A19_sig_e5_g4,SLC25A19_sig_e5,other,6,24773
GSE311359,S1,SLC25A19_sig_e6_g1,SLC25A19_sig_e6,other,15,72533
GSE311359,S1,SLC25A19_sig_e6_g2,SLC25A19_sig_e6,other,10,40065
GSE311359,S1,SLC25A19_sig_e6_g3,SLC25A19_sig_e6,other,15,53261
GSE311359,S1,SLC25A19_sig_e6_g5,SLC25A19_sig_e6,other,13,59512
GSE311359,S1,SLC25A19_sig_e7_g1,SLC25A19_sig_e7,other,22,80001
GSE311359,S1,SLC25A19_sig_e7_g2,SLC25A19_sig_e7,other,2,7174
GSE311359,S1,SLC25A19_sig_e7_g3,SLC25A19_sig_e7,other,15,57834
GSE311359,S1,SLC25A19_sig_e7_g4,SLC25A19_sig_e7,other,2,10041
GSE311359,S1,SLC25A19_sig_e7_g5,SLC25A19_sig_e7,other,1,4472
GSE311359,S1,IFNGR1_sig_e1_g1,IFNGR1_sig_e1,other,6,31330
GSE311359,S1,IFNGR1_sig_e1_g2,IFNGR1_sig_e1,other,7,27916
GSE311359,S1,IFNGR1_sig_e1_g3,IFNGR1_sig_e1,other,7,25069
GSE311359,S1,IFNGR1_sig_e1_g4,IFNGR1_sig_e1,other,12,47907
GSE311359,S1,IFNGR1_sig_e1_g5,IFNGR1_sig_e1,other,5,18039
GSE311359,S1,IFNGR1_sig_e2_g1,IFNGR1_sig_e2,other,3,12652
GSE311359,S1,IFNGR1_sig_e2_g2,IFNGR1_sig_e2,other,24,91534
GSE311359,S1,IFNGR1_sig_e2_g3,IFNGR1_sig_e2,other,18,69783
GSE311359,S1,IFNGR1_sig_e2_g4,IFNGR1_sig_e2,other,13,50727
GSE311359,S1,IFNGR1_sig_e3_g1,IFNGR1_sig_e3,other,16,79822
GSE311359,S1,IFNGR1_sig_e3_g2,IFNGR1_sig_e3,other,13,51740
GSE311359,S1,IFNGR1_sig_e3_g3,IFNGR1_sig_e3,other,12,44814
GSE311359,S1,IFNGR1_sig_e3_g4,IFNGR1_sig_e3,other,6,21594
GSE311359,S1,IFNGR1_sig_e3_g5,IFNGR1_sig_e3,other,6,23980
GSE311359,S1,IFNGR1_sig_e3_g6,IFNGR1_sig_e3,other,1,5769
GSE311359,S1,IFNGR1_sig_e3_g7,IFNGR1_sig_e3,other,10,33695
GSE311359,S1,IFNGR1_sig_e4_g1,IFNGR1_sig_e4,other,13,55518
GSE311359,S1,IFNGR1_sig_e4_g2,IFNGR1_sig_e4,other,10,39062
GSE311359,S1,IFNGR1_sig_e4_g3,IFNGR1_sig_e4,other,16,71145
GSE311359,S1,IFNGR1_sig_e4_g4,IFNGR1_sig_e4,other,13,58325
GSE311359,S1,IFNGR1_sig_e4_g5,IFNGR1_sig_e4,other,9,35937
GSE311359,S1,IFNGR1_sig_e4_g6,IFNGR1_sig_e4,other,20,81082
GSE311359,S1,IFNGR1_sig_e4_g7,IFNGR1_sig_e4,other,6,20413
GSE311359,S1,IFNGR1_sig_e4_g8,IFNGR1_sig_e4,other,8,35918
GSE311359,S1,IFNGR1_sig_e4_g9,IFNGR1_sig_e4,other,8,40279
GSE311359,S1,IFNGR1_sig_e5_g1,IFNGR1_sig_e5,other,4,20277
GSE311359,S1,IFNGR1_sig_e5_g2,IFNGR1_sig_e5,other,7,32475
GSE311359,S1,IFNGR1_sig_e5_g3,IFNGR1_sig_e5,other,15,51916
GSE311359,S1,IFNGR1_sig_e6_g1,IFNGR1_sig_e6,other,9,30734
GSE311359,S1,IFNGR1_sig_e6_g2,IFNGR1_sig_e6,other,5,21385
GSE311359,S1,IFNGR1_sig_e6_g3,IFNGR1_sig_e6,other,11,43273
GSE311359,S1,IFNGR1_sig_e6_g4,IFNGR1_sig_e6,other,11,52778
GSE311359,S1,IFNGR1_sig_e6_g5,IFNGR1_sig_e6,other,11,54846
GSE311359,S1,IFNGR1_sig_e7_g1,IFNGR1_sig_e7,other,9,35414
GSE311359,S1,IFNGR1_sig_e7_g2,IFNGR1_sig_e7,other,6,23317
GSE311359,S1,IFNGR1_sig_e7_g3,IFNGR1_sig_e7,other,7,32392
GSE311359,S1,C3_sig_e1_g1,C3_sig_e1,other,3,16484
GSE311359,S1,C3_sig_e1_g2,C3_sig_e1,other,18,82918
GSE311359,S1,C3_sig_e1_g4,C3_sig_e1,other,8,63238
GSE311359,S1,C3_sig_e1_g5,C3_sig_e1,other,6,16655
GSE311359,S1,C3_sig_e2_g1,C3_sig_e2,other,7,27958
GSE311359,S1,C3_sig_e2_g2,C3_sig_e2,other,9,33438
GSE311359,S1,C3_sig_e2_g3,C3_sig_e2,other,6,24170
GSE311359,S1,C3_sig_e2_g4,C3_sig_e2,other,11,43725
GSE311359,S1,C3_sig_e2_g5,C3_sig_e2,other,18,80171
GSE311359,S1,C3_sig_e2_g6,C3_sig_e2,other,15,65825
GSE311359,S1,C3_sig_e2_g7,C3_sig_e2,other,16,60584
GSE311359,S1,C3_sig_e2_g8,C3_sig_e2,other,2,6200
GSE311359,S1,C3_sig_e2_g10,C3_sig_e2,other,7,32350
GSE311359,S1,C3_sig_e2_g11,C3_sig_e2,other,3,11534
GSE311359,S1,C3_sig_e2_g12,C3_sig_e2,other,11,56058
GSE311359,S1,CD86_sig_e1_g1,CD86_sig_e1,other,12,45296
GSE311359,S1,CD86_sig_e1_g2,CD86_sig_e1,other,5,25619
GSE311359,S1,CD86_sig_e1_g3,CD86_sig_e1,other,6,18890
GSE311359,S1,CD86_sig_e1_g5,CD86_sig_e1,other,16,68283
