"guide_donor","guide_identity","donor","Gene_Targeted","crispr","n_cells","total_counts"
"PLCG2_CRISPRi_sgRNA_4||D2","PLCG2_CRISPRi_sgRNA_4","D2","PLCG2","Perturbed",8,56813
"PLCG2_CRISPRi_sgRNA_5||D1","PLCG2_CRISPRi_sgRNA_5","D1","PLCG2","Perturbed",1,2567
"PLCG2_CRISPRi_sgRNA_5||D2","PLCG2_CRISPRi_sgRNA_5","D2","PLCG2","Perturbed",3,22755
"PLEK_CRISPRi_sgRNA_1||D1","PLEK_CRISPRi_sgRNA_1","D1","PLEK","Perturbed",17,179782
"PLEK_CRISPRi_sgRNA_1||D2","PLEK_CRISPRi_sgRNA_1","D2","PLEK","Perturbed",6,45452
"PLEK_CRISPRi_sgRNA_2||D1","PLEK_CRISPRi_sgRNA_2","D1","PLEK","Perturbed",27,258293
"PLEK_CRISPRi_sgRNA_2||D2","PLEK_CRISPRi_sgRNA_2","D2","PLEK","Perturbed",19,151355
"PLEK_CRISPRi_sgRNA_3||D1","PLEK_CRISPRi_sgRNA_3","D1","PLEK","Perturbed",11,120277
"PLEK_CRISPRi_sgRNA_3||D2","PLEK_CRISPRi_sgRNA_3","D2","PLEK","Perturbed",15,119586
"PLEK_CRISPRi_sgRNA_4||D1","PLEK_CRISPRi_sgRNA_4","D1","PLEK","Perturbed",9,89572
"PLEK_CRISPRi_sgRNA_4||D2","PLEK_CRISPRi_sgRNA_4","D2","PLEK","Perturbed",5,42030
"PLEK_CRISPRi_sgRNA_5||D1","PLEK_CRISPRi_sgRNA_5","D1","PLEK","Perturbed",12,86745
"PLEK_CRISPRi_sgRNA_5||D2","PLEK_CRISPRi_sgRNA_5","D2","PLEK","Perturbed",3,25616
"PTPRC_CRISPRi_sgRNA_1||D1","PTPRC_CRISPRi_sgRNA_1","D1","PTPRC","Perturbed",1,8129
"PTPRC_CRISPRi_sgRNA_1||D2","PTPRC_CRISPRi_sgRNA_1","D2","PTPRC","Perturbed",1,3471
"PTPRC_CRISPRi_sgRNA_2||D1","PTPRC_CRISPRi_sgRNA_2","D1","PTPRC","Perturbed",11,99182
"PTPRC_CRISPRi_sgRNA_2||D2","PTPRC_CRISPRi_sgRNA_2","D2","PTPRC","Perturbed",5,58645
"PTPRC_CRISPRi_sgRNA_3||D1","PTPRC_CRISPRi_sgRNA_3","D1","PTPRC","Perturbed",5,60435
"PTPRC_CRISPRi_sgRNA_3||D2","PTPRC_CRISPRi_sgRNA_3","D2","PTPRC","Perturbed",4,32433
"PTPRC_CRISPRi_sgRNA_4||D1","PTPRC_CRISPRi_sgRNA_4","D1","PTPRC","Perturbed",8,72132
"PTPRC_CRISPRi_sgRNA_4||D2","PTPRC_CRISPRi_sgRNA_4","D2","PTPRC","Perturbed",2,22550
"PTPRC_CRISPRi_sgRNA_5||D1","PTPRC_CRISPRi_sgRNA_5","D1","PTPRC","Perturbed",32,325932
"PTPRC_CRISPRi_sgRNA_5||D2","PTPRC_CRISPRi_sgRNA_5","D2","PTPRC","Perturbed",24,203734
"PTPRE_CRISPRi_sgRNA_1||D1","PTPRE_CRISPRi_sgRNA_1","D1","PTPRE","Perturbed",19,136153
"PTPRE_CRISPRi_sgRNA_1||D2","PTPRE_CRISPRi_sgRNA_1","D2","PTPRE","Perturbed",5,38123
"PTPRE_CRISPRi_sgRNA_2||D1","PTPRE_CRISPRi_sgRNA_2","D1","PTPRE","Perturbed",22,214842
"PTPRE_CRISPRi_sgRNA_2||D2","PTPRE_CRISPRi_sgRNA_2","D2","PTPRE","Perturbed",15,111626
"PTPRE_CRISPRi_sgRNA_3||D1","PTPRE_CRISPRi_sgRNA_3","D1","PTPRE","Perturbed",4,40491
"PTPRE_CRISPRi_sgRNA_4||D1","PTPRE_CRISPRi_sgRNA_4","D1","PTPRE","Perturbed",3,27216
"PTPRE_CRISPRi_sgRNA_4||D2","PTPRE_CRISPRi_sgRNA_4","D2","PTPRE","Perturbed",1,6480
"PTPRE_CRISPRi_sgRNA_5||D1","PTPRE_CRISPRi_sgRNA_5","D1","PTPRE","Perturbed",22,163577
"PTPRE_CRISPRi_sgRNA_5||D2","PTPRE_CRISPRi_sgRNA_5","D2","PTPRE","Perturbed",10,78976
"RPL11_CRISPRi_sgRNA_1||D1","RPL11_CRISPRi_sgRNA_1","D1","RPL11","Perturbed",10,74581
"RPL11_CRISPRi_sgRNA_1||D2","RPL11_CRISPRi_sgRNA_1","D2","RPL11","Perturbed",10,81453
"RPL11_CRISPRi_sgRNA_2||D1","RPL11_CRISPRi_sgRNA_2","D1","RPL11","Perturbed",17,122786
"RPL11_CRISPRi_sgRNA_2||D2","RPL11_CRISPRi_sgRNA_2","D2","RPL11","Perturbed",13,96656
"RPL11_CRISPRi_sgRNA_3||D1","RPL11_CRISPRi_sgRNA_3","D1","RPL11","Perturbed",2,17367
"RPL11_CRISPRi_sgRNA_3||D2","RPL11_CRISPRi_sgRNA_3","D2","RPL11","Perturbed",2,8559
"RPL11_CRISPRi_sgRNA_4||D2","RPL11_CRISPRi_sgRNA_4","D2","RPL11","Perturbed",1,13280
"RPL11_CRISPRi_sgRNA_5||D1","RPL11_CRISPRi_sgRNA_5","D1","RPL11","Perturbed",6,47650
"RPL11_CRISPRi_sgRNA_5||D2","RPL11_CRISPRi_sgRNA_5","D2","RPL11","Perturbed",15,150370
"RPL7_CRISPRi_sgRNA_1||D1","RPL7_CRISPRi_sgRNA_1","D1","RPL7","Perturbed",14,159169
"RPL7_CRISPRi_sgRNA_1||D2","RPL7_CRISPRi_sgRNA_1","D2","RPL7","Perturbed",11,96992
"RPL7_CRISPRi_sgRNA_2||D1","RPL7_CRISPRi_sgRNA_2","D1","RPL7","Perturbed",16,128908
"RPL7_CRISPRi_sgRNA_2||D2","RPL7_CRISPRi_sgRNA_2","D2","RPL7","Perturbed",7,57015
"RPL7_CRISPRi_sgRNA_3||D1","RPL7_CRISPRi_sgRNA_3","D1","RPL7","Perturbed",9,81739
"RPL7_CRISPRi_sgRNA_3||D2","RPL7_CRISPRi_sgRNA_3","D2","RPL7","Perturbed",3,17041
"RPL7_CRISPRi_sgRNA_4||D1","RPL7_CRISPRi_sgRNA_4","D1","RPL7","Perturbed",30,284172
"RPL7_CRISPRi_sgRNA_4||D2","RPL7_CRISPRi_sgRNA_4","D2","RPL7","Perturbed",16,128367
"RPL7_CRISPRi_sgRNA_5||D1","RPL7_CRISPRi_sgRNA_5","D1","RPL7","Perturbed",3,39008
"RPL7_CRISPRi_sgRNA_5||D2","RPL7_CRISPRi_sgRNA_5","D2","RPL7","Perturbed",8,41239
"RYR1_CRISPRi_sgRNA_1||D1","RYR1_CRISPRi_sgRNA_1","D1","RYR1","Perturbed",23,200045
"RYR1_CRISPRi_sgRNA_1||D2","RYR1_CRISPRi_sgRNA_1","D2","RYR1","Perturbed",12,104814
"RYR1_CRISPRi_sgRNA_2||D1","RYR1_CRISPRi_sgRNA_2","D1","RYR1","Perturbed",59,501993
"RYR1_CRISPRi_sgRNA_2||D2","RYR1_CRISPRi_sgRNA_2","D2","RYR1","Perturbed",40,318797
"RYR1_CRISPRi_sgRNA_3||D1","RYR1_CRISPRi_sgRNA_3","D1","RYR1","Perturbed",2,15533
"RYR1_CRISPRi_sgRNA_4||D1","RYR1_CRISPRi_sgRNA_4","D1","RYR1","Perturbed",13,88521
"RYR1_CRISPRi_sgRNA_4||D2","RYR1_CRISPRi_sgRNA_4","D2","RYR1","Perturbed",8,56495
"RYR1_CRISPRi_sgRNA_5||D1","RYR1_CRISPRi_sgRNA_5","D1","RYR1","Perturbed",1,6314
"S100A4_CRISPRi_sgRNA_1||D1","S100A4_CRISPRi_sgRNA_1","D1","S100A4","Perturbed",3,24464
"S100A4_CRISPRi_sgRNA_2||D1","S100A4_CRISPRi_sgRNA_2","D1","S100A4","Perturbed",4,17077
"S100A4_CRISPRi_sgRNA_2||D2","S100A4_CRISPRi_sgRNA_2","D2","S100A4","Perturbed",6,51330
"S100A4_CRISPRi_sgRNA_3||D1","S100A4_CRISPRi_sgRNA_3","D1","S100A4","Perturbed",12,95414
"S100A4_CRISPRi_sgRNA_3||D2","S100A4_CRISPRi_sgRNA_3","D2","S100A4","Perturbed",10,68554
"S100A4_CRISPRi_sgRNA_4||D1","S100A4_CRISPRi_sgRNA_4","D1","S100A4","Perturbed",3,10348
"S100A4_CRISPRi_sgRNA_4||D2","S100A4_CRISPRi_sgRNA_4","D2","S100A4","Perturbed",2,14472
"S100A4_CRISPRi_sgRNA_5||D1","S100A4_CRISPRi_sgRNA_5","D1","S100A4","Perturbed",1,29534
"SCARB1_CRISPRi_sgRNA_1||D1","SCARB1_CRISPRi_sgRNA_1","D1","SCARB1","Perturbed",26,235419
"SCARB1_CRISPRi_sgRNA_1||D2","SCARB1_CRISPRi_sgRNA_1","D2","SCARB1","Perturbed",14,108335
"SCARB1_CRISPRi_sgRNA_2||D1","SCARB1_CRISPRi_sgRNA_2","D1","SCARB1","Perturbed",5,40734
"SCARB1_CRISPRi_sgRNA_2||D2","SCARB1_CRISPRi_sgRNA_2","D2","SCARB1","Perturbed",3,19761
"SCARB1_CRISPRi_sgRNA_3||D1","SCARB1_CRISPRi_sgRNA_3","D1","SCARB1","Perturbed",2,30827
"SCARB1_CRISPRi_sgRNA_3||D2","SCARB1_CRISPRi_sgRNA_3","D2","SCARB1","Perturbed",1,7952
"SCARB1_CRISPRi_sgRNA_4||D1","SCARB1_CRISPRi_sgRNA_4","D1","SCARB1","Perturbed",7,64578
"SCARB1_CRISPRi_sgRNA_4||D2","SCARB1_CRISPRi_sgRNA_4","D2","SCARB1","Perturbed",10,67284
"SCARB1_CRISPRi_sgRNA_5||D1","SCARB1_CRISPRi_sgRNA_5","D1","SCARB1","Perturbed",30,246239
"SCARB1_CRISPRi_sgRNA_5||D2","SCARB1_CRISPRi_sgRNA_5","D2","SCARB1","Perturbed",8,69652
"SCIMP_CRISPRi_sgRNA_1||D1","SCIMP_CRISPRi_sgRNA_1","D1","SCIMP","Perturbed",8,70228
"SCIMP_CRISPRi_sgRNA_1||D2","SCIMP_CRISPRi_sgRNA_1","D2","SCIMP","Perturbed",5,44805
"SCIMP_CRISPRi_sgRNA_2||D1","SCIMP_CRISPRi_sgRNA_2","D1","SCIMP","Perturbed",15,150583
"SCIMP_CRISPRi_sgRNA_2||D2","SCIMP_CRISPRi_sgRNA_2","D2","SCIMP","Perturbed",2,14925
"SCIMP_CRISPRi_sgRNA_3||D1","SCIMP_CRISPRi_sgRNA_3","D1","SCIMP","Perturbed",12,159624
"SCIMP_CRISPRi_sgRNA_3||D2","SCIMP_CRISPRi_sgRNA_3","D2","SCIMP","Perturbed",11,67717
"SCIMP_CRISPRi_sgRNA_4||D1","SCIMP_CRISPRi_sgRNA_4","D1","SCIMP","Perturbed",17,198384
"SCIMP_CRISPRi_sgRNA_4||D2","SCIMP_CRISPRi_sgRNA_4","D2","SCIMP","Perturbed",7,54308
"SCIMP_CRISPRi_sgRNA_5||D1","SCIMP_CRISPRi_sgRNA_5","D1","SCIMP","Perturbed",21,189501
"SCIMP_CRISPRi_sgRNA_5||D2","SCIMP_CRISPRi_sgRNA_5","D2","SCIMP","Perturbed",12,120927
"SELL_CRISPRi_sgRNA_1||D1","SELL_CRISPRi_sgRNA_1","D1","SELL","Perturbed",21,193257
"SELL_CRISPRi_sgRNA_1||D2","SELL_CRISPRi_sgRNA_1","D2","SELL","Perturbed",11,81801
"SELL_CRISPRi_sgRNA_2||D1","SELL_CRISPRi_sgRNA_2","D1","SELL","Perturbed",14,134311
"SELL_CRISPRi_sgRNA_2||D2","SELL_CRISPRi_sgRNA_2","D2","SELL","Perturbed",18,170832
"SELL_CRISPRi_sgRNA_3||D1","SELL_CRISPRi_sgRNA_3","D1","SELL","Perturbed",28,253566
"SELL_CRISPRi_sgRNA_3||D2","SELL_CRISPRi_sgRNA_3","D2","SELL","Perturbed",26,169915
"SELL_CRISPRi_sgRNA_4||D1","SELL_CRISPRi_sgRNA_4","D1","SELL","Perturbed",16,118307
"SELL_CRISPRi_sgRNA_4||D2","SELL_CRISPRi_sgRNA_4","D2","SELL","Perturbed",11,74610
"SELL_CRISPRi_sgRNA_5||D1","SELL_CRISPRi_sgRNA_5","D1","SELL","Perturbed",11,110389
"SELL_CRISPRi_sgRNA_5||D2","SELL_CRISPRi_sgRNA_5","D2","SELL","Perturbed",9,86606
"SELPLG_CRISPRi_sgRNA_1||D1","SELPLG_CRISPRi_sgRNA_1","D1","SELPLG","Perturbed",9,75543
"SELPLG_CRISPRi_sgRNA_1||D2","SELPLG_CRISPRi_sgRNA_1","D2","SELPLG","Perturbed",7,50447
"SELPLG_CRISPRi_sgRNA_2||D1","SELPLG_CRISPRi_sgRNA_2","D1","SELPLG","Perturbed",25,229578
"SELPLG_CRISPRi_sgRNA_2||D2","SELPLG_CRISPRi_sgRNA_2","D2","SELPLG","Perturbed",3,16003
"SELPLG_CRISPRi_sgRNA_3||D1","SELPLG_CRISPRi_sgRNA_3","D1","SELPLG","Perturbed",18,149878
"SELPLG_CRISPRi_sgRNA_3||D2","SELPLG_CRISPRi_sgRNA_3","D2","SELPLG","Perturbed",8,52267
"SELPLG_CRISPRi_sgRNA_4||D1","SELPLG_CRISPRi_sgRNA_4","D1","SELPLG","Perturbed",24,212699
"SELPLG_CRISPRi_sgRNA_4||D2","SELPLG_CRISPRi_sgRNA_4","D2","SELPLG","Perturbed",5,36729
"SELPLG_CRISPRi_sgRNA_5||D1","SELPLG_CRISPRi_sgRNA_5","D1","SELPLG","Perturbed",16,143768
"SELPLG_CRISPRi_sgRNA_5||D2","SELPLG_CRISPRi_sgRNA_5","D2","SELPLG","Perturbed",5,33091
"SERPINA1_CRISPRi_sgRNA_1||D1","SERPINA1_CRISPRi_sgRNA_1","D1","SERPINA1","Perturbed",27,235784
"SERPINA1_CRISPRi_sgRNA_1||D2","SERPINA1_CRISPRi_sgRNA_1","D2","SERPINA1","Perturbed",17,108077
"SERPINA1_CRISPRi_sgRNA_2||D1","SERPINA1_CRISPRi_sgRNA_2","D1","SERPINA1","Perturbed",20,154060
"SERPINA1_CRISPRi_sgRNA_2||D2","SERPINA1_CRISPRi_sgRNA_2","D2","SERPINA1","Perturbed",14,77635
"SERPINA1_CRISPRi_sgRNA_3||D1","SERPINA1_CRISPRi_sgRNA_3","D1","SERPINA1","Perturbed",22,228044
"SERPINA1_CRISPRi_sgRNA_3||D2","SERPINA1_CRISPRi_sgRNA_3","D2","SERPINA1","Perturbed",9,74610
"SERPINA1_CRISPRi_sgRNA_4||D1","SERPINA1_CRISPRi_sgRNA_4","D1","SERPINA1","Perturbed",25,214587
"SERPINA1_CRISPRi_sgRNA_4||D2","SERPINA1_CRISPRi_sgRNA_4","D2","SERPINA1","Perturbed",11,77887
"SERPINA1_CRISPRi_sgRNA_5||D1","SERPINA1_CRISPRi_sgRNA_5","D1","SERPINA1","Perturbed",12,116424
"SERPINA1_CRISPRi_sgRNA_5||D2","SERPINA1_CRISPRi_sgRNA_5","D2","SERPINA1","Perturbed",2,21793
"SIGLEC5_CRISPRi_sgRNA_1||D1","SIGLEC5_CRISPRi_sgRNA_1","D1","SIGLEC5","Perturbed",4,51079
"SIGLEC5_CRISPRi_sgRNA_1||D2","SIGLEC5_CRISPRi_sgRNA_1","D2","SIGLEC5","Perturbed",6,38432
"SIGLEC5_CRISPRi_sgRNA_2||D1","SIGLEC5_CRISPRi_sgRNA_2","D1","SIGLEC5","Perturbed",16,153805
"SIGLEC5_CRISPRi_sgRNA_2||D2","SIGLEC5_CRISPRi_sgRNA_2","D2","SIGLEC5","Perturbed",7,48128
"SIGLEC5_CRISPRi_sgRNA_3||D1","SIGLEC5_CRISPRi_sgRNA_3","D1","SIGLEC5","Perturbed",21,230070
"SIGLEC5_CRISPRi_sgRNA_3||D2","SIGLEC5_CRISPRi_sgRNA_3","D2","SIGLEC5","Perturbed",9,79038
"SIGLEC5_CRISPRi_sgRNA_4||D1","SIGLEC5_CRISPRi_sgRNA_4","D1","SIGLEC5","Perturbed",28,235811
"SIGLEC5_CRISPRi_sgRNA_4||D2","SIGLEC5_CRISPRi_sgRNA_4","D2","SIGLEC5","Perturbed",19,125301
"SIGLEC5_CRISPRi_sgRNA_5||D1","SIGLEC5_CRISPRi_sgRNA_5","D1","SIGLEC5","Perturbed",3,13047
"SIGLEC5_CRISPRi_sgRNA_5||D2","SIGLEC5_CRISPRi_sgRNA_5","D2","SIGLEC5","Perturbed",1,7738
"SIGLEC7_CRISPRi_sgRNA_1||D1","SIGLEC7_CRISPRi_sgRNA_1","D1","SIGLEC7","Perturbed",15,117992
"SIGLEC7_CRISPRi_sgRNA_1||D2","SIGLEC7_CRISPRi_sgRNA_1","D2","SIGLEC7","Perturbed",7,50059
"SIGLEC7_CRISPRi_sgRNA_2||D1","SIGLEC7_CRISPRi_sgRNA_2","D1","SIGLEC7","Perturbed",14,103708
"SIGLEC7_CRISPRi_sgRNA_2||D2","SIGLEC7_CRISPRi_sgRNA_2","D2","SIGLEC7","Perturbed",7,62159
"SIGLEC7_CRISPRi_sgRNA_3||D1","SIGLEC7_CRISPRi_sgRNA_3","D1","SIGLEC7","Perturbed",4,44342
"SIGLEC7_CRISPRi_sgRNA_3||D2","SIGLEC7_CRISPRi_sgRNA_3","D2","SIGLEC7","Perturbed",2,21708
"SIGLEC7_CRISPRi_sgRNA_4||D1","SIGLEC7_CRISPRi_sgRNA_4","D1","SIGLEC7","Perturbed",36,323444
"SIGLEC7_CRISPRi_sgRNA_4||D2","SIGLEC7_CRISPRi_sgRNA_4","D2","SIGLEC7","Perturbed",38,291711
"SIGLEC7_CRISPRi_sgRNA_5||D1","SIGLEC7_CRISPRi_sgRNA_5","D1","SIGLEC7","Perturbed",10,84218
"SIGLEC7_CRISPRi_sgRNA_5||D2","SIGLEC7_CRISPRi_sgRNA_5","D2","SIGLEC7","Perturbed",3,16489
"SIGLEC9_CRISPRi_sgRNA_1||D1","SIGLEC9_CRISPRi_sgRNA_1","D1","SIGLEC9","Perturbed",16,175143
"SIGLEC9_CRISPRi_sgRNA_1||D2","SIGLEC9_CRISPRi_sgRNA_1","D2","SIGLEC9","Perturbed",7,72581
"SIGLEC9_CRISPRi_sgRNA_2||D1","SIGLEC9_CRISPRi_sgRNA_2","D1","SIGLEC9","Perturbed",24,256553
"SIGLEC9_CRISPRi_sgRNA_2||D2","SIGLEC9_CRISPRi_sgRNA_2","D2","SIGLEC9","Perturbed",12,92192
"SIGLEC9_CRISPRi_sgRNA_3||D1","SIGLEC9_CRISPRi_sgRNA_3","D1","SIGLEC9","Perturbed",14,147368
"SIGLEC9_CRISPRi_sgRNA_3||D2","SIGLEC9_CRISPRi_sgRNA_3","D2","SIGLEC9","Perturbed",9,74970
"SIGLEC9_CRISPRi_sgRNA_4||D1","SIGLEC9_CRISPRi_sgRNA_4","D1","SIGLEC9","Perturbed",16,173935
"SIGLEC9_CRISPRi_sgRNA_4||D2","SIGLEC9_CRISPRi_sgRNA_4","D2","SIGLEC9","Perturbed",12,87814
"SIGLEC9_CRISPRi_sgRNA_5||D1","SIGLEC9_CRISPRi_sgRNA_5","D1","SIGLEC9","Perturbed",24,230565
"SIGLEC9_CRISPRi_sgRNA_5||D2","SIGLEC9_CRISPRi_sgRNA_5","D2","SIGLEC9","Perturbed",21,126723
"SIRPA_CRISPRi_sgRNA_1||D1","SIRPA_CRISPRi_sgRNA_1","D1","SIRPA","Perturbed",4,34730
"SIRPA_CRISPRi_sgRNA_1||D2","SIRPA_CRISPRi_sgRNA_1","D2","SIRPA","Perturbed",2,21103
"SIRPA_CRISPRi_sgRNA_2||D1","SIRPA_CRISPRi_sgRNA_2","D1","SIRPA","Perturbed",25,234894
"SIRPA_CRISPRi_sgRNA_2||D2","SIRPA_CRISPRi_sgRNA_2","D2","SIRPA","Perturbed",14,109146
"SIRPA_CRISPRi_sgRNA_3||D1","SIRPA_CRISPRi_sgRNA_3","D1","SIRPA","Perturbed",9,71879
"SIRPA_CRISPRi_sgRNA_3||D2","SIRPA_CRISPRi_sgRNA_3","D2","SIRPA","Perturbed",2,13793
"SIRPA_CRISPRi_sgRNA_4||D1","SIRPA_CRISPRi_sgRNA_4","D1","SIRPA","Perturbed",13,104819
"SIRPA_CRISPRi_sgRNA_4||D2","SIRPA_CRISPRi_sgRNA_4","D2","SIRPA","Perturbed",13,96567
"SIRPA_CRISPRi_sgRNA_5||D1","SIRPA_CRISPRi_sgRNA_5","D1","SIRPA","Perturbed",20,208579
"SIRPA_CRISPRi_sgRNA_5||D2","SIRPA_CRISPRi_sgRNA_5","D2","SIRPA","Perturbed",11,75217
"SIRPB1_CRISPRi_sgRNA_1||D1","SIRPB1_CRISPRi_sgRNA_1","D1","SIRPB1","Perturbed",7,64117
"SIRPB1_CRISPRi_sgRNA_1||D2","SIRPB1_CRISPRi_sgRNA_1","D2","SIRPB1","Perturbed",3,21740
"SIRPB1_CRISPRi_sgRNA_2||D1","SIRPB1_CRISPRi_sgRNA_2","D1","SIRPB1","Perturbed",23,214966
"SIRPB1_CRISPRi_sgRNA_2||D2","SIRPB1_CRISPRi_sgRNA_2","D2","SIRPB1","Perturbed",8,56073
"SIRPB1_CRISPRi_sgRNA_3||D1","SIRPB1_CRISPRi_sgRNA_3","D1","SIRPB1","Perturbed",21,214637
"SIRPB1_CRISPRi_sgRNA_3||D2","SIRPB1_CRISPRi_sgRNA_3","D2","SIRPB1","Perturbed",19,142243
"SIRPB1_CRISPRi_sgRNA_4||D1","SIRPB1_CRISPRi_sgRNA_4","D1","SIRPB1","Perturbed",3,26031
"SIRPB1_CRISPRi_sgRNA_4||D2","SIRPB1_CRISPRi_sgRNA_4","D2","SIRPB1","Perturbed",1,5616
"SIRPB1_CRISPRi_sgRNA_5||D1","SIRPB1_CRISPRi_sgRNA_5","D1","SIRPB1","Perturbed",9,66399
"SIRPB1_CRISPRi_sgRNA_5||D2","SIRPB1_CRISPRi_sgRNA_5","D2","SIRPB1","Perturbed",5,42585
"SLC16A5_CRISPRi_sgRNA_1||D1","SLC16A5_CRISPRi_sgRNA_1","D1","SLC16A5","Perturbed",4,46382
"SLC16A5_CRISPRi_sgRNA_1||D2","SLC16A5_CRISPRi_sgRNA_1","D2","SLC16A5","Perturbed",10,87558
"SLC16A5_CRISPRi_sgRNA_2||D1","SLC16A5_CRISPRi_sgRNA_2","D1","SLC16A5","Perturbed",29,278870
"SLC16A5_CRISPRi_sgRNA_2||D2","SLC16A5_CRISPRi_sgRNA_2","D2","SLC16A5","Perturbed",8,68203
"SLC16A5_CRISPRi_sgRNA_3||D1","SLC16A5_CRISPRi_sgRNA_3","D1","SLC16A5","Perturbed",20,169597
"SLC16A5_CRISPRi_sgRNA_3||D2","SLC16A5_CRISPRi_sgRNA_3","D2","SLC16A5","Perturbed",22,207214
"SLC16A5_CRISPRi_sgRNA_4||D1","SLC16A5_CRISPRi_sgRNA_4","D1","SLC16A5","Perturbed",7,65823
"SLC16A5_CRISPRi_sgRNA_4||D2","SLC16A5_CRISPRi_sgRNA_4","D2","SLC16A5","Perturbed",5,63166
"SLC16A5_CRISPRi_sgRNA_5||D1","SLC16A5_CRISPRi_sgRNA_5","D1","SLC16A5","Perturbed",16,159889
"SLC16A5_CRISPRi_sgRNA_5||D2","SLC16A5_CRISPRi_sgRNA_5","D2","SLC16A5","Perturbed",3,31118
"SLC24A4_CRISPRi_sgRNA_1||D1","SLC24A4_CRISPRi_sgRNA_1","D1","SLC24A4","Perturbed",19,132855
"SLC24A4_CRISPRi_sgRNA_1||D2","SLC24A4_CRISPRi_sgRNA_1","D2","SLC24A4","Perturbed",13,107335
"SLC24A4_CRISPRi_sgRNA_2||D1","SLC24A4_CRISPRi_sgRNA_2","D1","SLC24A4","Perturbed",22,190394
"SLC24A4_CRISPRi_sgRNA_2||D2","SLC24A4_CRISPRi_sgRNA_2","D2","SLC24A4","Perturbed",21,174714
"SLC24A4_CRISPRi_sgRNA_3||D1","SLC24A4_CRISPRi_sgRNA_3","D1","SLC24A4","Perturbed",3,34964
"SLC24A4_CRISPRi_sgRNA_4||D1","SLC24A4_CRISPRi_sgRNA_4","D1","SLC24A4","Perturbed",18,206298
"SLC24A4_CRISPRi_sgRNA_4||D2","SLC24A4_CRISPRi_sgRNA_4","D2","SLC24A4","Perturbed",3,18859
"SLC24A4_CRISPRi_sgRNA_5||D1","SLC24A4_CRISPRi_sgRNA_5","D1","SLC24A4","Perturbed",5,48398
"SLC24A4_CRISPRi_sgRNA_5||D2","SLC24A4_CRISPRi_sgRNA_5","D2","SLC24A4","Perturbed",2,15500
"SLC52A1_CRISPRi_sgRNA_1||D1","SLC52A1_CRISPRi_sgRNA_1","D1","SLC52A1","Perturbed",4,57166
"SLC52A1_CRISPRi_sgRNA_1||D2","SLC52A1_CRISPRi_sgRNA_1","D2","SLC52A1","Perturbed",2,17069
"SLC52A1_CRISPRi_sgRNA_2||D1","SLC52A1_CRISPRi_sgRNA_2","D1","SLC52A1","Perturbed",11,105875
"SLC52A1_CRISPRi_sgRNA_2||D2","SLC52A1_CRISPRi_sgRNA_2","D2","SLC52A1","Perturbed",8,43370
"SLC52A1_CRISPRi_sgRNA_4||D1","SLC52A1_CRISPRi_sgRNA_4","D1","SLC52A1","Perturbed",1,19932
"SLC52A1_CRISPRi_sgRNA_5||D1","SLC52A1_CRISPRi_sgRNA_5","D1","SLC52A1","Perturbed",17,165958
"SLC52A1_CRISPRi_sgRNA_5||D2","SLC52A1_CRISPRi_sgRNA_5","D2","SLC52A1","Perturbed",6,33102
"SNCA_CRISPRi_sgRNA_1||D1","SNCA_CRISPRi_sgRNA_1","D1","SNCA","Perturbed",3,30362
"SNCA_CRISPRi_sgRNA_1||D2","SNCA_CRISPRi_sgRNA_1","D2","SNCA","Perturbed",1,10780
"SNCA_CRISPRi_sgRNA_2||D1","SNCA_CRISPRi_sgRNA_2","D1","SNCA","Perturbed",2,17399
"SNCA_CRISPRi_sgRNA_3||D1","SNCA_CRISPRi_sgRNA_3","D1","SNCA","Perturbed",5,34985
"SNCA_CRISPRi_sgRNA_3||D2","SNCA_CRISPRi_sgRNA_3","D2","SNCA","Perturbed",3,25810
"SNCA_CRISPRi_sgRNA_4||D1","SNCA_CRISPRi_sgRNA_4","D1","SNCA","Perturbed",8,69838
"SNCA_CRISPRi_sgRNA_4||D2","SNCA_CRISPRi_sgRNA_4","D2","SNCA","Perturbed",5,42031
"SNCA_CRISPRi_sgRNA_5||D1","SNCA_CRISPRi_sgRNA_5","D1","SNCA","Perturbed",40,332707
"SNCA_CRISPRi_sgRNA_5||D2","SNCA_CRISPRi_sgRNA_5","D2","SNCA","Perturbed",17,134243
"SORL1_CRISPRi_sgRNA_1||D1","SORL1_CRISPRi_sgRNA_1","D1","SORL1","Perturbed",29,256749
"SORL1_CRISPRi_sgRNA_1||D2","SORL1_CRISPRi_sgRNA_1","D2","SORL1","Perturbed",9,88056
"SORL1_CRISPRi_sgRNA_2||D1","SORL1_CRISPRi_sgRNA_2","D1","SORL1","Perturbed",12,111653
"SORL1_CRISPRi_sgRNA_2||D2","SORL1_CRISPRi_sgRNA_2","D2","SORL1","Perturbed",17,144535
"SORL1_CRISPRi_sgRNA_3||D1","SORL1_CRISPRi_sgRNA_3","D1","SORL1","Perturbed",9,112152
"SORL1_CRISPRi_sgRNA_3||D2","SORL1_CRISPRi_sgRNA_3","D2","SORL1","Perturbed",2,8745
"SORL1_CRISPRi_sgRNA_4||D1","SORL1_CRISPRi_sgRNA_4","D1","SORL1","Perturbed",24,236312
"SORL1_CRISPRi_sgRNA_4||D2","SORL1_CRISPRi_sgRNA_4","D2","SORL1","Perturbed",12,68288
