graph_level,node_a,node_b,shared_genes,jaccard,containment_a_in_b,containment_b_in_a,additional_a_over_b,additional_b_over_a
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_mtg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_pfc_a9_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_stg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,sea_ad_v1c_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,HVS::e813d04b-7833-4b02-b14f-0247d6128516,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,NPH52_exact_source_objects,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,sea_ad_ang_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,sea_ad_caudate_rna_all_2025,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,sea_ad_fi_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,sea_ad_hip_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,sea_ad_itg_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,sea_ad_lec_rna_final_2026,4096,1.0,1.0,1.0,0,0
matrix,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,sea_ad_mec_rna_final_2026,4096,1.0,1.0,1.0,0,0
