a3_core_eligible,boundary_available,brain_region,canonical_person_group_id,coordinate_class,dataset_id,direct_measurement,exact_donors,frozen4096_support_fraction,frozen4096_supported,measurement_semantics,n_exact_matches,pairing_class,pairing_fraction,pathology_blind_provenance,physical_geometry,qualification_role,quarantine_required,reason,reference_only,sample_id,source_donor_id,source_feature_count,spatial_entity_type,supportive_eligible,technology
false,false,hypothalamus,PERSON_0016,NO_SPATIAL_COORDINATES,CELLxGENE:d0941303-7ce3-4422-9249-cf31eb98c480,false,11,0.99951171875,4094,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,donor_znZv1,znZv1,36924,NUCLEUS,false,10x 3' v3 snRNA-seq
false,false,hippocampus,UNRESOLVED,NO_SPATIAL_COORDINATES,CosMx_WTX_human_hippocampus,false,0,0.0,0,UNKNOWN,,UNKNOWN,,UNKNOWN,false,QUARANTINED_PENDING_GOVERNANCE,true,predeclared dataset class,false,dataset_level,unresolved,0,CELL,false,CosMx SMI WTX
false,false,frontal cortex,UNRESOLVED,NO_SPATIAL_COORDINATES,CosMx_human_frontal_cortex_6K,false,0,0.0,0,UNKNOWN,,UNKNOWN,,UNKNOWN,false,QUARANTINED_PENDING_GOVERNANCE,true,predeclared dataset class,false,dataset_level,unresolved,0,CELL,false,CosMx SMI
false,false,dentate gyrus / hippocampus,PERSON_GSE248545_Subject_1,GRID_SPOT_COORDINATES,GSE248545,true,4,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM7916581,unresolved,36601,SPOT,true,10x Visium
false,false,dentate gyrus / hippocampus,PERSON_GSE248545_Subject_2,GRID_SPOT_COORDINATES,GSE248545,true,4,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM7916582,unresolved,36601,SPOT,true,10x Visium
false,false,dentate gyrus / hippocampus,PERSON_GSE248545_Subject_3,GRID_SPOT_COORDINATES,GSE248545,true,4,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM7916583,unresolved,36601,SPOT,true,10x Visium
false,false,dentate gyrus / hippocampus,PERSON_GSE248545_Subject_4,GRID_SPOT_COORDINATES,GSE248545,true,4,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,NEUROTYPICAL_DECLARED,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,GSM7916584,unresolved,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0052,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224155,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0052,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224156,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0055,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224157,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0055,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224158,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0053,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224159,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0053,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224160,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0051,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224161,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0051,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224162,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0054,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224163,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0054,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224164,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0050,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224165,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0050,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224166,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0056,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224167,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0056,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224168,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0049,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224169,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0049,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224170,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0058,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224171,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0058,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224172,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0057,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224173,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0057,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224174,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0057,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224175,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0057,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224176,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0049,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224177,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0049,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224178,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0058,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224179,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0058,NO_SPATIAL_COORDINATES,GSE264624,false,10,1.0,4096,PROCESSED_COUNT_LIKE,,REFERENCE_ONLY,,REFERENCE_ONLY,false,MOLECULAR_REFERENCE_ONLY,false,predeclared dataset class,true,GSM8224180,unresolved,36601,NUCLEUS,false,10x snRNA-seq
false,false,hippocampus,PERSON_0049,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V10B01-085_A1,Br6423,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0049,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V10B01-085_B1,Br6423,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0049,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V10B01-085_C1,Br6423,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0049,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V10B01-085_D1,Br6423,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0050,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V10B01-086_A1,Br6432,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0050,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V10B01-086_B1,Br6432,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0051,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V10B01-086_C1,Br2743,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0051,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V10B01-086_D1,Br2743,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0052,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11A20-297_A1,Br8325,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0052,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11A20-297_B1,Br8325,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0052,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11A20-297_C1,Br8325,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0052,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11A20-297_D1,Br8325,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0053,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-333_A1,Br3942,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0053,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-333_B1,Br3942,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0053,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-333_C1,Br3942,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0053,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-333_D1,Br3942,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0054,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-335_A1,Br6471,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0054,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-335_B1,Br6471,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0054,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-335_C1,Br6471,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0052,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-335_D1,Br8325,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0055,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-336_A1,Br8667,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0055,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-336_B1,Br8667,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0055,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-336_C1,Br8667,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0055,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11L05-336_D1,Br8667,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0056,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11U08-081_A1,Br8492,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0056,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11U08-081_B1,Br8492,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0051,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11U08-081_C1,Br2743,36601,SPOT,true,10x Visium
false,false,hippocampus,PERSON_0051,GRID_SPOT_COORDINATES,GSE264692,true,10,1.0,4096,RAW_SPOT_UMI_COUNT,,SAME_ENTITY_EXACT,1.0,UNKNOWN,true,MULTIDONOR_SPOT_CONTEXT,false,broad direct spot data from at least two exact donors,false,V11U08-081_D1,Br2743,36601,SPOT,true,10x Visium
