fixture,basis_type,band_type,band_start,band_end,band_width,median_canonical_correlation,minimum_canonical_correlation,maximum_principal_angle_degrees,reproducible_variance_fraction_within_audited_96,cumulative_reproducible_variance_fraction,donor_covariance_fraction,shared_within_donor_covariance_fraction,hidden_factor_mean_r2,stable
overlapping_programs,reproducibility_weighted,cumulative,1,48,48,0.05262761935591698,0.0012763000559061766,89.92686462402344,0.962635320669702,0.962635320669702,0.030364011631959658,0.9696359883680403,0.44084658535595356,False
overlapping_programs,reproducibility_weighted,cumulative,1,64,64,0.055567629635334015,3.968894452555105e-05,89.99772644042969,0.9759069785664399,0.9759069785664399,0.029473442546677286,0.9705265574533227,0.4553197343524047,False
overlapping_programs,reproducibility_weighted,cumulative,1,96,96,0.06276124715805054,0.0006954714190214872,89.96015167236328,1.0,1.0,0.028242033761747727,0.9717579662382523,0.4735417691179697,False
rare_tail_difficult,ordinary_pca,local,1,8,8,0.10491514950990677,0.00018993709818460047,89.9891128540039,0.9693060304565075,0.9693060304565075,0.018297382074078855,0.9817026179259212,0.18276461065826355,False
rare_tail_difficult,ordinary_pca,local,9,16,8,0.015940479934215546,0.00039903007564134896,89.97712707519531,0.011346205939698248,,0.02706375773934379,0.9729362422606562,0.03150812324358602,False
rare_tail_difficult,ordinary_pca,local,17,32,16,0.01850300282239914,0.0031164817046374083,89.8214340209961,0.006952728192742394,,0.02999919600208802,0.970000803997912,0.022296080128248748,False
rare_tail_difficult,ordinary_pca,local,33,48,16,0.019060760736465454,0.0005387361161410809,89.96912384033203,0.0030921390953160214,,0.02255722775781304,0.977442772242187,0.0007868236476277953,False
rare_tail_difficult,ordinary_pca,local,49,64,16,0.017982110381126404,0.0010117626516148448,89.94202423095703,0.003142390337129126,,0.027129778446779967,0.97287022155322,0.0010074495868882167,False
rare_tail_difficult,ordinary_pca,local,65,96,32,0.02487429976463318,0.0003237189375795424,89.9814453125,0.0061605059786065215,,0.021674759167305272,0.9783252408326947,0.004920467779316379,False
rare_tail_difficult,ordinary_pca,cumulative,1,16,16,0.024899300187826157,0.0007646757876500487,89.95618438720703,0.9806522363962059,0.9806522363962059,0.020172579241941657,0.9798274207580584,0.22067715776343613,False
rare_tail_difficult,ordinary_pca,cumulative,1,32,32,0.030405748635530472,0.000662404578179121,89.96204376220703,0.9876049645889483,0.9876049645889483,0.02306387807626423,0.9769361219237358,0.24093333907041414,False
rare_tail_difficult,ordinary_pca,cumulative,1,48,48,0.035632140934467316,0.0003602412180043757,89.97935485839844,0.9906971036842644,0.9906971036842644,0.022950081002463294,0.9770499189975367,0.24736121561201907,False
rare_tail_difficult,ordinary_pca,cumulative,1,64,64,0.038662128150463104,0.0005172147648409009,89.9703598022461,0.9938394940213936,0.9938394940213936,0.02370733814099185,0.9762926618590082,0.2539512597837772,False
rare_tail_difficult,ordinary_pca,cumulative,1,96,96,0.04493638128042221,5.4541134886676446e-05,89.99687194824219,1.0,1.0,0.023167974150449938,0.9768320258495501,0.264117486873828,False
rare_tail_difficult,reproducibility_weighted,local,1,8,8,0.40886181592941284,0.06207633018493652,86.44099426269531,0.9496334363566149,0.9496334363566149,0.017183990063708698,0.9828160099362913,0.3562419501137005,False
rare_tail_difficult,reproducibility_weighted,local,9,16,8,0.03547501936554909,0.002144156489521265,89.87714385986328,0.014530693732853692,,0.02546803596673039,0.9745319640332696,0.037300102185868336,False
rare_tail_difficult,reproducibility_weighted,local,17,32,16,0.029035281389951706,0.001873012981377542,89.89268493652344,0.01099197169958583,,0.020906234231111195,0.9790937657688888,0.01941228902177318,False
rare_tail_difficult,reproducibility_weighted,local,33,48,16,0.02332480251789093,0.0009922243189066648,89.94314575195312,0.007247614977820506,,0.021322149564102524,0.9786778504358975,0.004879770259191273,False
rare_tail_difficult,reproducibility_weighted,local,49,64,16,0.026704151183366776,0.00016095669707283378,89.99076843261719,0.006250552705501505,,0.024049728300276126,0.9759502716997239,0.0014171450280487325,False
rare_tail_difficult,reproducibility_weighted,local,65,96,32,0.03391880542039871,0.0015300282975658774,89.9123306274414,0.011345730527623764,,0.02359596371268315,0.9764040362873169,0.011133094271339326,False
rare_tail_difficult,reproducibility_weighted,cumulative,1,16,16,0.15277180075645447,0.004020283930003643,89.76964569091797,0.9641641300894686,0.9641641300894686,0.018090248172682535,0.9819097518273174,0.3976687895044655,False
rare_tail_difficult,reproducibility_weighted,cumulative,1,32,32,0.05601842701435089,8.698536112206057e-05,89.99501037597656,0.9751561017890543,0.9751561017890543,0.01854672953489316,0.9814532704651069,0.415516981468989,False
rare_tail_difficult,reproducibility_weighted,cumulative,1,48,48,0.05529594048857689,0.0009269976289942861,89.9468765258789,0.9824037167668748,0.9824037167668748,0.018912109884136517,0.9810878901158635,0.42152359656354776,False
rare_tail_difficult,reproducibility_weighted,cumulative,1,64,64,0.059670474380254745,0.0002160414296668023,89.98761749267578,0.9886542694723763,0.9886542694723763,0.01949280024545534,0.9805071997545447,0.42716236118291934,False
rare_tail_difficult,reproducibility_weighted,cumulative,1,96,96,0.06463773548603058,0.0012082855682820082,89.9307632446289,1.0,1.0,0.02022312517254131,0.9797768748274587,0.43744336685276314,False
