coexpression_block_40_count_predictability,coexpression_block_40_counterfactual_predictability,coexpression_block_40_expected_predictability,coordinate,count_replicate_reliability,full_biological_variance,oracle_coverage_40_count_predictability,oracle_coverage_40_expected_predictability,predictability_class,random_40_count_predictability,random_40_counterfactual_predictability,random_40_expected_predictability,replicate_noise_variance
0.3536280393600464,0.4185197353363037,0.9997615218162537,130,-271.9664306640625,0.005615842994302511,0.6804720759391785,0.9999996423721313,intermediate,0.674221396446228,0.1266804337501526,0.9999994039535522,3.065873384475708
0.46776968240737915,0.5933256149291992,0.9998655319213867,131,-177.77474975585938,0.009196839295327663,0.7751612663269043,0.9999994039535522,intermediate,0.6494947075843811,0.32681334018707275,0.9999995231628418,3.288325309753418
0.18638873100280762,0.39378470182418823,0.9999145269393921,132,-48.13921356201172,0.03404388204216957,0.7837738990783691,0.9999997615814209,high,0.7095099687576294,0.22800081968307495,0.999999463558197,3.3457791805267334
0.3151428699493408,0.16283607482910156,0.9999036192893982,133,-101.4832763671875,0.01717999577522278,0.760769784450531,0.9999990463256836,intermediate,0.596623420715332,0.2521762251853943,0.9999995231628418,3.521324634552002
0.31873011589050293,0.5405473709106445,0.9999375939369202,134,-96.6865234375,0.01838415488600731,0.6768540740013123,0.9999995827674866,intermediate,0.6925400495529175,0.22623741626739502,0.9999992251396179,3.591768264770508
0.4180457592010498,-0.19158530235290527,0.999967098236084,135,-180.8187255859375,0.010725158266723156,0.7141662836074829,0.9999994039535522,high,0.7036733627319336,0.30883240699768066,0.9999995231628418,3.900069236755371
0.41537344455718994,0.35005688667297363,0.9998849630355835,136,-190.20892333984375,0.011479668319225311,0.7556082010269165,0.9999993443489075,intermediate,0.6800764203071594,-0.24902498722076416,0.9999995827674866,4.3900299072265625
0.3795374035835266,0.757880687713623,0.9997021555900574,137,-187.41204833984375,0.012379021383821964,0.7012022733688354,0.9999996423721313,high,0.7018078565597534,0.4723612666130066,0.9999995231628418,4.664713382720947
0.3880358934402466,0.6117954850196838,0.9999166131019592,138,-148.79795837402344,0.014746589586138725,0.7382248044013977,0.999999463558197,intermediate,0.6415696144104004,0.45709896087646484,0.9999993443489075,4.418017864227295
0.25294047594070435,0.38484448194503784,0.9999309778213501,139,-77.11499786376953,0.027770308777689934,0.7429453134536743,0.9999995827674866,intermediate,0.6669050455093384,0.2859365940093994,0.9999995827674866,4.338555335998535
0.3483089804649353,0.2551764249801636,0.9999449253082275,140,-126.33853149414062,0.017689255997538567,0.8035985827445984,0.9999994039535522,intermediate,0.6888389587402344,0.29270994663238525,0.9999993443489075,4.505047798156738
0.33804982900619507,0.3917189836502075,0.9999287128448486,141,-126.79017639160156,0.018994292244315147,0.7514762282371521,0.9999990463256836,intermediate,0.6180018186569214,0.06729376316070557,0.999999463558197,4.854568004608154
0.36777257919311523,0.48610919713974,0.9999680519104004,142,-177.1519012451172,0.01485215313732624,0.6879393458366394,0.9999994039535522,high,0.7176796197891235,0.08802628517150879,0.9999996423721313,5.291878700256348
0.20848041772842407,-0.18556857109069824,0.9999479651451111,143,-308.1614990234375,0.007875054143369198,0.7676447033882141,0.9999994039535522,intermediate,0.677975058555603,0.07887715101242065,0.9999995231628418,4.869327068328857
0.3439710736274719,0.34140902757644653,0.9999151229858398,144,-268.295654296875,0.009922673925757408,0.6538666486740112,0.9999995827674866,intermediate,0.6479677557945251,0.21331936120986938,0.9999995827674866,5.344265937805176
0.3000693917274475,0.7111390829086304,0.999945878982544,145,-101.35710144042969,0.02464497834444046,0.6506201028823853,0.9999992847442627,intermediate,0.5433701276779175,0.04691392183303833,0.9999995231628418,5.045176982879639
0.21794730424880981,0.13420718908309937,0.9999346137046814,146,-87.09869384765625,0.03396353870630264,0.6479421854019165,0.9999990463256836,intermediate,0.6957954168319702,0.242020845413208,0.999999463558197,5.984286785125732
0.3375452160835266,0.3357137441635132,0.9999117255210876,147,-141.5972900390625,0.022570177912712097,0.7058559656143188,0.9999996423721313,high,0.7047632932662964,0.15927189588546753,0.9999995231628418,6.436892509460449
0.1413300633430481,0.340412974357605,0.9999449253082275,148,-202.04165649414062,0.016949770972132683,0.6939710378646851,0.9999994039535522,high,0.7324789762496948,0.4867277145385742,0.9999997019767761,6.883018970489502
0.2370312213897705,0.2768699526786804,0.9999572038650513,149,-169.8773193359375,0.016714705154299736,0.6646599769592285,0.9999992251396179,intermediate,0.6367473006248474,0.4019232988357544,0.9999994039535522,5.71232795715332
0.3678256869316101,0.29420626163482666,0.9999252557754517,150,-140.10830688476562,0.020269980654120445,0.6182067394256592,0.9999988675117493,high,0.7130624055862427,-0.10712802410125732,0.9999991655349731,5.72052526473999
0.4500465393066406,0.49442559480667114,0.9999298453330994,151,-55.328948974609375,0.06269003450870514,0.6881142854690552,0.9999994039535522,high,0.7555843591690063,0.42713093757629395,0.9999996423721313,7.062527656555176
0.2509341239929199,0.44945424795150757,0.9999464750289917,152,-92.26044464111328,0.035600800067186356,0.7240898609161377,0.9999991059303284,high,0.7018020153045654,0.08941769599914551,0.9999996423721313,6.640292644500732
0.3478758931159973,0.4280968904495239,0.9997454881668091,153,-54.937828063964844,0.05836675316095352,0.7322289943695068,0.9999994039535522,intermediate,0.640833854675293,0.13199114799499512,0.9999994039535522,6.529819011688232
0.5271629095077515,0.3427836298942566,0.9999042749404907,154,-54.40410232543945,0.06493265926837921,0.6440776586532593,0.999999463558197,intermediate,0.6982254981994629,0.2833626866340637,0.9999996423721313,7.195071220397949
0.42066723108291626,0.546313464641571,0.9999470114707947,155,-81.82711791992188,0.050687339156866074,0.6773024797439575,0.9999995231628418,intermediate,0.6472259759902954,0.33125191926956177,0.9999993443489075,8.39657211303711
0.37215298414230347,0.5046699643135071,0.999947726726532,156,-55.41107177734375,0.08191599696874619,0.6598799228668213,0.9999992847442627,intermediate,0.6081087589263916,0.08521413803100586,0.9999995827674866,9.241938591003418
0.5218595266342163,0.49654316902160645,0.9998841881752014,157,-183.01844787597656,0.024187644943594933,0.5435122847557068,0.999998927116394,intermediate,0.5784117579460144,0.18838685750961304,0.9999994039535522,8.901946067810059
0.2993198037147522,0.4116484522819519,0.9998765587806702,158,-170.78558349609375,0.02645261213183403,0.7084120512008667,0.9999995231628418,high,0.732473611831665,0.3332269787788391,0.9999997019767761,9.08835506439209
0.30630582571029663,0.3240430951118469,0.9999482035636902,159,-79.38999938964844,0.06592830270528793,0.5811119079589844,0.999997615814209,intermediate,0.5969488620758057,0.36622607707977295,0.9999994039535522,10.599952697753906
