synapse_id,parent_project_id,object_type,file_name,file_version,content_type,processed_or_raw,metadata_visible,download_test_succeeded,access_tier,certification_required,clickthrough_required,validated_profile_required,institutional_signature_required,irb_required,manual_committee_review_required,acquisition_status,scientific_role,blocker
syn29784478,syn27127036,File,LBPSEMA4BRAIN273_run1_S163_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784485,syn27127036,File,LBPSEMA4BRAIN273_run1_S163_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784487,syn27127036,File,LBPSEMA4BRAIN273_run2_S163_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784495,syn27127036,File,LBPSEMA4BRAIN273_run2_S163_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784500,syn27127036,File,LBPSEMA4BRAIN273_run2_S163_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784509,syn27127036,File,LBPSEMA4BRAIN273_run2_S163_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784527,syn27127036,File,LBPSEMA4BRAIN273_run2_S163_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784545,syn27127036,File,LBPSEMA4BRAIN273_run2_S163_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784553,syn27127036,File,LBPSEMA4BRAIN273_run2_S163_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29784571,syn27127036,File,LBPSEMA4BRAIN273_run2_S163_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787696,syn27127036,File,LBPSEMA4BRAIN220_run1_S62_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787726,syn27127036,File,LBPSEMA4BRAIN220_run1_S62_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787764,syn27127036,File,LBPSEMA4BRAIN220_run1_S62_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787796,syn27127036,File,LBPSEMA4BRAIN220_run1_S62_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787815,syn27127036,File,LBPSEMA4BRAIN220_run1_S62_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787833,syn27127036,File,LBPSEMA4BRAIN220_run1_S62_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787873,syn27127036,File,LBPSEMA4BRAIN220_run1_S62_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787890,syn27127036,File,LBPSEMA4BRAIN220_run1_S62_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787917,syn27127036,File,LBPSEMA4BRAIN220_run2_S62_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787939,syn27127036,File,LBPSEMA4BRAIN220_run2_S62_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29787971,syn27127036,File,LBPSEMA4BRAIN220_run2_S62_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788003,syn27127036,File,LBPSEMA4BRAIN220_run2_S62_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788023,syn27127036,File,LBPSEMA4BRAIN220_run2_S62_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788149,syn27127036,File,LBPSEMA4BRAIN220_run2_S62_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788183,syn27127036,File,LBPSEMA4BRAIN220_run2_S62_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788224,syn27127036,File,LBPSEMA4BRAIN220_run2_S62_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788281,syn27127036,File,LBPSEMA4BRAIN227_run1_S101_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788301,syn27127036,File,LBPSEMA4BRAIN227_run1_S101_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788325,syn27127036,File,LBPSEMA4BRAIN227_run1_S101_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788345,syn27127036,File,LBPSEMA4BRAIN227_run1_S101_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788370,syn27127036,File,LBPSEMA4BRAIN227_run1_S101_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788396,syn27127036,File,LBPSEMA4BRAIN227_run1_S101_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788417,syn27127036,File,LBPSEMA4BRAIN227_run1_S101_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788442,syn27127036,File,LBPSEMA4BRAIN227_run1_S101_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788460,syn27127036,File,LBPSEMA4BRAIN227_run2_S46_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788481,syn27127036,File,LBPSEMA4BRAIN227_run2_S46_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788504,syn27127036,File,LBPSEMA4BRAIN227_run2_S46_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788522,syn27127036,File,LBPSEMA4BRAIN227_run2_S46_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788533,syn27127036,File,LBPSEMA4BRAIN227_run2_S46_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788638,syn27127036,File,LBPSEMA4BRAIN227_run2_S46_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788663,syn27127036,File,LBPSEMA4BRAIN227_run2_S46_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29788690,syn27127036,File,LBPSEMA4BRAIN227_run2_S46_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789187,syn27127036,File,LBPSEMA4BRAIN048_run1_S134_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789231,syn27127036,File,LBPSEMA4BRAIN048_run1_S134_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789260,syn27127036,File,LBPSEMA4BRAIN048_run1_S134_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789280,syn27127036,File,LBPSEMA4BRAIN048_run1_S134_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789323,syn27127036,File,LBPSEMA4BRAIN048_run1_S134_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789369,syn27127036,File,LBPSEMA4BRAIN048_run1_S134_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789383,syn27127036,File,LBPSEMA4BRAIN048_run1_S134_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789424,syn27127036,File,LBPSEMA4BRAIN048_run1_S134_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789435,syn27127036,File,LBPSEMA4BRAIN048_run2_S134_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789455,syn27127036,File,LBPSEMA4BRAIN048_run2_S134_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789468,syn27127036,File,LBPSEMA4BRAIN048_run2_S134_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789491,syn27127036,File,LBPSEMA4BRAIN048_run2_S134_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789506,syn27127036,File,LBPSEMA4BRAIN048_run2_S134_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789549,syn27127036,File,LBPSEMA4BRAIN048_run2_S134_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789569,syn27127036,File,LBPSEMA4BRAIN048_run2_S134_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789583,syn27127036,File,LBPSEMA4BRAIN048_run2_S134_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789597,syn27127036,File,LBPSEMA4BRAIN088_run1_S96_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789728,syn27127036,File,LBPSEMA4BRAIN088_run1_S96_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789757,syn27127036,File,LBPSEMA4BRAIN088_run1_S96_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789772,syn27127036,File,LBPSEMA4BRAIN088_run1_S96_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789814,syn27127036,File,LBPSEMA4BRAIN088_run1_S96_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789855,syn27127036,File,LBPSEMA4BRAIN088_run1_S96_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789870,syn27127036,File,LBPSEMA4BRAIN088_run1_S96_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789886,syn27127036,File,LBPSEMA4BRAIN088_run1_S96_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789907,syn27127036,File,LBPSEMA4BRAIN088_run2_S96_L001_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789928,syn27127036,File,LBPSEMA4BRAIN088_run2_S96_L001_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789948,syn27127036,File,LBPSEMA4BRAIN088_run2_S96_L002_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29789976,syn27127036,File,LBPSEMA4BRAIN088_run2_S96_L002_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29790002,syn27127036,File,LBPSEMA4BRAIN088_run2_S96_L003_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29790012,syn27127036,File,LBPSEMA4BRAIN088_run2_S96_L003_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29790028,syn27127036,File,LBPSEMA4BRAIN088_run2_S96_L004_R1_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
syn29790047,syn27127036,File,LBPSEMA4BRAIN088_run2_S96_L004_R2_001.fastq.gz,1,,raw_or_prohibited,True,False,metadata_visible_file_access_unresolved,False,False,False,False,False,False,access_blocked_or_unresolved,living_dbs_cortex_alignment_candidate,download_permission_not_verified
