dataset_id,study_id,local_path,file_object_type,modality,intended_project_role,foundation_eligible,pathology_bearing,holdout_validation_adapter,size_bytes,registered_downloaded_asset,downloaded_but_unregistered,registry_sources,local_file_exists,registered_sha256,duplicate_physical_sha256,feature_count,feature_identifier_fields_available
GSE240609,GSE240609,data/external/v4/perturbation/GSE240609/GSE240609.soft.txt,.soft.txt,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,3695,False,True,,True,,,,
GSE240609,GSE240609,data/external/v4/perturbation/GSE240609/GSE240609_RAW.tar,.tar,gene-level RNA,mechanistic_bulk_validation,False,False,True,440320,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,1c6cd8c01fd4221a545a90576d3354bbc72da4cb22ccedb401d03f3612b19873,,,
GSE240609,GSE240609,data/external/v4/perturbation/GSE240609/GSE240609_RAW.tar.sha256,.tar.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE240609,GSE240609,data/external/v4/perturbation/GSE240609/GSE240609_RAW.tar.verification.json,.tar.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,900,False,True,,True,,,,
GSE241858,GSE241858,data/external/v4/perturbation/GSE241858/GSE241858.soft.txt,.soft.txt,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,4868,False,True,,True,,,,
GSE241858,GSE241858,data/external/v4/perturbation/GSE241858/GSE241858_TREM2_RNAseq_countfile.txt.gz,.txt.gz,gene-level RNA,genotype_context_validation,False,False,True,509325,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,2c7811e25e6283dbb9f0149e71c7dea55e00d9a20ed279d4b7bbe5f8bd049496,,28396.0,matrix row/column feature axis
GSE241858,GSE241858,data/external/v4/perturbation/GSE241858/GSE241858_TREM2_RNAseq_countfile.txt.gz.sha256,.txt.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE241858,GSE241858,data/external/v4/perturbation/GSE241858/GSE241858_TREM2_RNAseq_countfile.txt.gz.verification.json,.txt.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,642,False,True,,True,,,,
GSE241858,GSE241858,data/external/v4/perturbation/GSE241858/GSE241858_TREM2_cytokine_RNAseq_countsfile.txt.gz,.txt.gz,gene-level RNA,genotype_context_validation,False,False,True,940109,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,50f1e487226a491009a62a0f362e20b41871118a964ebeebf3f28a97e3dd2a03,,28396.0,matrix row/column feature axis
GSE241858,GSE241858,data/external/v4/perturbation/GSE241858/GSE241858_TREM2_cytokine_RNAseq_countsfile.txt.gz.sha256,.txt.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE241858,GSE241858,data/external/v4/perturbation/GSE241858/GSE241858_TREM2_cytokine_RNAseq_countsfile.txt.gz.verification.json,.txt.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,652,False,True,,True,,,,
GSE243292,GSE243292,data/external/v4/normal_references/gse243292/GSE243292_ADsnRNAseq_GEO.h5ad.gz,.h5ad.gz,gene-level RNA,aged_normal_and_pathology_context_validation,False,True,True,294960107,True,False,results/v4/stage81a1c_n_download_hashes.csv,True,e267a5fe1d87aa43d413e186502ca69c0e516c41442a0efa2eb7bf18c890b69d,,26423.0,index
GSE243292,GSE243292,data/external/v4/normal_references/gse243292/GSE243292_ADsnRNAseq_GEO.h5ad.gz.sha256,.h5ad.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,True,True,65,False,True,,True,,,,
GSE243292,GSE243292,data/external/v4/normal_references/gse243292/GSE243292_ADsnRNAseq_GEO.h5ad.gz.verification.json,.h5ad.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,True,True,1089,False,True,,True,,,,
GSE243292,GSE243292,data/external/v4/normal_references/gse243292/GSE243292_processed_data_readme.txt,.txt,gene-level RNA,future_use_role_from_download_registry,False,True,True,680,True,False,results/v4/stage81a1c_n_download_hashes.csv,True,7d4c82d860c893b219c3120f9edf30a2081de08f02639bcff1a9e57e571736d4,,,
GSE243292,GSE243292,data/external/v4/normal_references/gse243292/GSE243292_processed_data_readme.txt.sha256,.txt.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,True,True,65,False,True,,True,,,,
GSE243292,GSE243292,data/external/v4/normal_references/gse243292/GSE243292_processed_data_readme.txt.verification.json,.txt.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,True,True,564,False,True,,True,,,,
GSE248545,GSE248545,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/DOWNLOAD_INVENTORY.csv,.csv,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,1044,False,True,,True,,,,
GSE248545,GSE248545_healthy_DG_Visium,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/GSE248545_CombinedSeuratObject_HPC.rds.gz,.rds.gz,spatial RNA,context_qualification_or_reference,False,False,True,202151357,True,False,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/DOWNLOAD_INVENTORY.csv,True,2518b332fd0c136f58ea9e3802852340d0edb21e62da74abe61cbadbb0a92703,,,
GSE248545,GSE248545_healthy_DG_Visium,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/GSE248545_RAW.tar,.tar,spatial RNA,context_qualification_or_reference,False,False,True,93767680,True,False,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/DOWNLOAD_INVENTORY.csv,True,163471bfe30921dfe355c1c9358815f67e41fc787c4bbdce9d33c690a25d8598,,,
GSE248545,GSE248545_healthy_DG_Visium,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/GSE248545_family.soft.gz,.soft.gz,spatial RNA,context_qualification_or_reference,False,False,True,3247,True,False,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/DOWNLOAD_INVENTORY.csv,True,5d2c43dc3c3d1b1d9fe6ab607de992c25ea1261769b576720c97768157f8b691,,,
GSE248545,GSE248545,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/SHA256SUMS.txt,.txt,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,371,False,True,,True,,,,
GSE248545,GSE248545,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/SOURCE_PROVENANCE.json,.json,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,2815,False,True,,True,,,,
GSE248545,GSE248545_healthy_DG_Visium,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/official_filelist.txt,.txt,spatial RNA,context_qualification_or_reference,False,False,True,663,True,False,data/external/v4/stage81a3_context/GSE248545_healthy_DG_Visium/DOWNLOAD_INVENTORY.csv,True,3b69fc1f2da1538397fc4134d1e355dcaca1a9e70aeb791888d1437547bd80f8,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205.soft.txt,.soft.txt,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,6532,False,True,,True,,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_ad_raw.h5ad.gz,.h5ad.gz,gene-level RNA,genotype_context_validation,False,False,True,734059992,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,eb351dc74725b5aaa260234b3891cfa74f398512880af69d8d6bd6abac5dfa0e,,33538.0,_index
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_ad_raw.h5ad.gz.sha256,.h5ad.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_ad_raw.h5ad.gz.verification.json,.h5ad.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,758,False,True,,True,,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_human_APOE3_IPSCmicroglia_ATAC.tar.gz,.tar.gz,ATAC/chromatin,genotype_context_validation,False,False,True,1701960,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,65046cbe82780307e31bed3744de0977ac93d23c6db89d4d9cf78dc95c6cb313,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_human_APOE3_IPSCmicroglia_ATAC.tar.gz.sha256,.tar.gz.sha256,ATAC/chromatin,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_human_APOE3_IPSCmicroglia_ATAC.tar.gz.verification.json,.tar.gz.verification.json,ATAC/chromatin,downloaded_unregistered_role_requires_review,False,False,True,772,False,True,,True,,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_iMG_AB_GNE_treatment_RNA_Seq.tar.gz,.tar.gz,gene-level RNA,genotype_context_validation,False,False,True,2327894,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,ae3761514b5ac0bf37ae727ab956f6e6bee70c4dab52519ab2f20cc9a322d569,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_iMG_AB_GNE_treatment_RNA_Seq.tar.gz.sha256,.tar.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_iMG_AB_GNE_treatment_RNA_Seq.tar.gz.verification.json,.tar.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,1350,False,True,,True,,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_iMG_LD_sort_RNA_seq.tar.gz,.tar.gz,gene-level RNA,genotype_context_validation,False,False,True,2114725,True,False,results/v4/stage81a1c_p_download_hashes.csv,True,b85a8d6630dd5805ef2d5de1ad11cd57d0d7293e3370dc3bc2574f8dfe0a40be,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_iMG_LD_sort_RNA_seq.tar.gz.sha256,.tar.gz.sha256,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,65,False,True,,True,,,,
GSE254205,GSE254205,data/external/v4/perturbation/GSE254205/GSE254205_iMG_LD_sort_RNA_seq.tar.gz.verification.json,.tar.gz.verification.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,1342,False,True,,True,,,,
GSE264624,GSE264624,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/DOWNLOAD_INVENTORY.csv,.csv,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,770,False,True,,True,,,,
GSE264624,GSE264624_human_hippocampus_snRNA,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/GSE264624_RAW.tar,.tar,gene-level RNA,context_qualification_or_reference,False,False,True,4223713280,True,False,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/DOWNLOAD_INVENTORY.csv,True,0321b0febeca2be1cd0b87c8ec9e207e566a72a3e30daa42e6463c09c28a38e7,,,
GSE264624,GSE264624_human_hippocampus_snRNA,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/GSE264624_family.soft.gz,.soft.gz,gene-level RNA,context_qualification_or_reference,False,False,True,3978,True,False,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/DOWNLOAD_INVENTORY.csv,True,e46b9e3c0bbcf9da4d84e72354f04b69723023a55afbd438266f5e1a0582b3e5,,,
GSE264624,GSE264624,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/SHA256SUMS.txt,.txt,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,263,False,True,,True,,,,
GSE264624,GSE264624,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/SOURCE_PROVENANCE.json,.json,gene-level RNA,downloaded_unregistered_role_requires_review,False,False,True,2593,False,True,,True,,,,
GSE264624,GSE264624_human_hippocampus_snRNA,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/official_filelist.txt,.txt,gene-level RNA,context_qualification_or_reference,False,False,True,5364,True,False,data/external/v4/stage81a3_context/GSE264624_human_hippocampus_snRNA/DOWNLOAD_INVENTORY.csv,True,bdbd3880ffb082cf448deb924d7b4b898f62fcb2e7de2f3fc06088305f5dc87a,,,
GSE264692,GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/DOWNLOAD_INVENTORY.csv,.csv,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,1371,False,True,,True,,,,
GSE264692,GSE264692_human_hippocampus_Visium,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_RAW.tar,.tar,spatial RNA,context_qualification_or_reference,False,False,True,1371176960,True,False,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/DOWNLOAD_INVENTORY.csv,True,185fae83aeae4cc4fa61752639439efa66f55ea1eee367a4b5f0387a963947c4,,,
GSE264692,GSE264692_human_hippocampus_Visium,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_family.soft.gz,.soft.gz,spatial RNA,context_qualification_or_reference,False,False,True,5459,True,False,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/DOWNLOAD_INVENTORY.csv,True,955f97393100fb344053204b28d3b6e1a72fde4cbe6d5a3f10e3bebe59bd1d5e,,,
GSE264692,GSE264692_human_hippocampus_Visium,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_humanHippocampus2024_SRT_sample-info.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,495,True,False,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/DOWNLOAD_INVENTORY.csv,True,266200117ba922d580a683f735aebbd48e9bd1f1ea703c19fd7f73ce1733f3eb,,,
GSE264692,GSE264692_human_hippocampus_Visium,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/GSE264692_humanHippocampus2024_snRNAseq_sample-info.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,373,True,False,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/DOWNLOAD_INVENTORY.csv,True,c45fbc403d59f452da862ce03f67a49aa8a60e5c4fbe7f2f3d629525f718a28c,,,
GSE264692,GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/SHA256SUMS.txt,.txt,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,508,False,True,,True,,,,
GSE264692,GSE264692,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/SOURCE_PROVENANCE.json,.json,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,3237,False,True,,True,,,,
GSE264692,GSE264692_human_hippocampus_Visium,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/official_filelist.txt,.txt,spatial RNA,context_qualification_or_reference,False,False,True,32037,True,False,data/external/v4/stage81a3_context/GSE264692_human_hippocampus_Visium/DOWNLOAD_INVENTORY.csv,True,0295ce5ea1c0dd4de0320e85064351655bbde45507ba7e3b33ab8d72ce54f1ea,,,
GSE270454,GSE270454,data/external/v4/living_human/geo/GSE270454/GSE270454_RNAseq-combined-counts-matrix.csv.gz,.csv.gz,gene-level RNA,living_whole_blood_secondary_validation_candidate,False,False,True,1724820,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,24c114bc2b9b19620d82e71e5be1ded6ba5ca8fadf971a55de9c95bf79156b4a,,27663.0,matrix row/column feature axis
GSE270454,GSE270454,data/external/v4/living_human/geo/GSE270454/GSE270454_family.soft.gz,.soft.gz,gene-level RNA,living_whole_blood_secondary_validation_candidate,False,False,True,9384,True,False,results/v4/stage81a1d_living_human_download_hashes.csv,True,963b0b5bccfc9bd9515b510a3fb82c0c12b7e81c178356b1b0936979583440ab,,,
GSE278848,GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/DOWNLOAD_INVENTORY.csv,.csv,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,1039,False,True,,True,,,,
GSE278848,GSE278848_HYPOMAP_Visium,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_RAW.tar,.tar,spatial RNA,context_qualification_or_reference,False,False,True,408504320,True,False,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/DOWNLOAD_INVENTORY.csv,True,acc69b848a60e03f0ccfd8b424d715c6bae17d07df2accc6923c7b8dd8ef309f,,,
GSE278848,GSE278848_HYPOMAP_Visium,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_family.soft.gz,.soft.gz,spatial RNA,context_qualification_or_reference,False,False,True,2832,True,False,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/DOWNLOAD_INVENTORY.csv,True,5f5780aa06a54532e32de96f13ba026edebe94685f8d1eea34ba7d6c4259c1ee,,,
GSE278848,GSE278848_HYPOMAP_Visium,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/GSE278848_tissue_positions_lists.tar.gz,.tar.gz,spatial RNA,context_qualification_or_reference,False,False,True,1549038,True,False,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/DOWNLOAD_INVENTORY.csv,True,da64e097309a51d8e3e40347936e2924629f11257fe16740bf5ef75a6dc1302e,,,
GSE278848,GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/SHA256SUMS.txt,.txt,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,369,False,True,,True,,,,
GSE278848,GSE278848,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/SOURCE_PROVENANCE.json,.json,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,2781,False,True,,True,,,,
GSE278848,GSE278848_HYPOMAP_Visium,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/official_filelist.txt,.txt,spatial RNA,context_qualification_or_reference,False,False,True,881,True,False,data/external/v4/stage81a3_context/GSE278848_HYPOMAP_Visium/DOWNLOAD_INVENTORY.csv,True,c547593cb5d5a488dac9a80c358e46d7d4fd11005fe745372a58e0a32c0b9666,,,
GSE280316,GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/DOWNLOAD_INVENTORY.csv,.csv,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,769,False,True,,True,,,,
GSE280316,GSE280316_human_HYP_Visium,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_RAW.tar,.tar,spatial RNA,context_qualification_or_reference,False,False,True,550891520,True,False,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/DOWNLOAD_INVENTORY.csv,True,c2d0172c0cdb2feae5e3beb8c0d1e79332682877ec16688e89d7fe79ab867cf6,,,
GSE280316,GSE280316_human_HYP_Visium,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/GSE280316_family.soft.gz,.soft.gz,spatial RNA,context_qualification_or_reference,False,False,True,4090,True,False,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/DOWNLOAD_INVENTORY.csv,True,1073625a9c97e3443707850f0608b3e684ef063afcfc359a6704875fe074b143,,,
GSE280316,GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/SHA256SUMS.txt,.txt,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,263,False,True,,True,,,,
GSE280316,GSE280316,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/SOURCE_PROVENANCE.json,.json,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,2662,False,True,,True,,,,
GSE280316,GSE280316_human_HYP_Visium,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/official_filelist.txt,.txt,spatial RNA,context_qualification_or_reference,False,False,True,7657,True,False,data/external/v4/stage81a3_context/GSE280316_human_HYP_Visium/DOWNLOAD_INVENTORY.csv,True,9a803bcf710c55d983c82bd22599e84a266b9702b0f651a3c370de2c1b7d618a,,,
GSE280460,GSE280460,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,.csv,spatial RNA,downloaded_unregistered_role_requires_review,False,False,True,15644,False,True,,True,,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSE280460_family.soft.gz,.soft.gz,spatial RNA,context_qualification_or_reference,False,False,True,5619,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,26635364f5edfb4d5b250974ef6fd31f0bb4b61de10ee3d4f519d61d0d66113f,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598169_X36_5459A--x5459B_M--singlesampMetadataGEO.txt.gz,.txt.gz,spatial RNA,context_qualification_or_reference,False,False,True,618579,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,8c9464efd6c4410a15167a0a7008e5c1347f2962402ba03bdc3e54f20d406e6f,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598169_x5459B_M-cell_boundaries.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,10421376,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,655ebc75b1e5af19a06504192f8de0b7a9587761b465b70d539c7a67c2923afb,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598169_x5459B_M-cell_feature_matrix.h5,.h5,spatial RNA,context_qualification_or_reference,False,False,True,8440710,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,76c528eb8d34416762d0e0fbfac2b40fb02bc91c778082c75134985abaa02dac,,541.0,matrix/features/id|name|feature_type
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598169_x5459B_M-nucleus_boundaries.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,9715239,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,e5b9580dd80ed9ad374318c62ad0bf697bb14f41227a5f294fa721ca83b8b401,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598170_X36_5459B--x5459C_M--singlesampMetadataGEO.txt.gz,.txt.gz,spatial RNA,context_qualification_or_reference,False,False,True,623454,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,b6f53eb71e623d580aabcab2e8e1e6d978f5cfbd66b3276685d3fd84a0234a0b,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598170_x5459C_M-cell_boundaries.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,10493491,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,32603877ad83f5a48e7f3f91b4ef11a53cf4c2878bdf98cee69b585010aa4617,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598170_x5459C_M-cell_feature_matrix.h5,.h5,spatial RNA,context_qualification_or_reference,False,False,True,8598570,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,f846eb57bfae4a15f3ffd9991d774d5e698aa2cc2f68ef7d08ea98d4e2eb0dd1,,541.0,matrix/features/id|name|feature_type
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598170_x5459C_M-nucleus_boundaries.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,9801814,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,bf2c1f446d8785a84f8fd47323d35810a84854aabd9e5e114fc9dc35de92e835,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598171_X36_8667C--x8667B_F--singlesampMetadataGEO.txt.gz,.txt.gz,spatial RNA,context_qualification_or_reference,False,False,True,658494,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,36e86332d2b256d1168dc8a2b9b97d791141a2a30b3668b1e2b2605867a7c9d8,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598171_x8667B_F-cell_boundaries.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,11083935,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,3798d602482d5620cf9c16fce78d0b1cc864d8c69f05f946263863b2f86911d0,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598171_x8667B_F-cell_feature_matrix.h5,.h5,spatial RNA,context_qualification_or_reference,False,False,True,7678431,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,db33255d75dfc0a0684524e22aa0fd2832db2c1737694f70d529b851df2b4f84,,541.0,matrix/features/id|name|feature_type
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598171_x8667B_F-nucleus_boundaries.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,10345676,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,f8774d5886609caa584d04ed074608708fa76fcf20d077f128fb1c46c6b1d455,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598172_X86_reg1--x6197B_M--singlesampMetadataGEO.txt.gz,.txt.gz,spatial RNA,context_qualification_or_reference,False,False,True,650198,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,6a7474667064a6061a52ca799f4dc62de9f85208d0c968920cf4e089b581f644,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598172_x6197B_M-cell_boundaries.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,10968370,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,093b31548d053e8cfd98fcd01a0c9b0099d508d5cc9f0da4911de39814d8f632,,,
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598172_x6197B_M-cell_feature_matrix.h5,.h5,spatial RNA,context_qualification_or_reference,False,False,True,9227520,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,168211626fb736a4ea9ec9ce26d879d57d19a3dc2a1300d49df3b6ab572ce959,,541.0,matrix/features/id|name|feature_type
GSE280460,GSE280460_human_HYP_Xenium,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/GSM8598172_x6197B_M-nucleus_boundaries.csv.gz,.csv.gz,spatial RNA,context_qualification_or_reference,False,False,True,10255581,True,False,data/external/v4/stage81a3_context/GSE280460_human_HYP_Xenium/DOWNLOAD_INVENTORY.csv,True,38bd3d670d609f5e6b232f958f7e1ef1c92d5e9ecfac0ef31a99f91aaa1602a3,,,
