molecular_address_id,identity_class,operators_affected,matrix_address_collision_pairs,collision_evidence_classes
ENSG00000287037,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287048,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287110,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287181,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287226,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287241,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287246,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287281,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287312,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287382,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287473,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287497,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287544,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287563,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287568,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287618,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287636,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287704,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287768,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287844,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287883,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287885,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287938,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000287940,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000288044,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000288081,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000288095,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000288106,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000288731,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000288902,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000290551,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000290555,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000290606,current_exact,15,15,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000290758,current_exact,7,7,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000290928,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000290950,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000291113,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000291123,current_exact,18,18,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000293042,current_exact,11,11,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
ENSG00000293621,current_exact,17,17,MULTIPLE_HISTORICAL_IDENTITIES_TO_ONE_ADDRESS
