condition,index,major_family,mean_biological_squared_error,panel_squared_energy_coverage,rho_with_biological_risk,type,view
RANDOM_STRUCTURAL_P60_V0,48,RANDOM_STRUCTURAL,0.0535728856921196,0.5921331415991653,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,49,RANDOM_STRUCTURAL,0.1103447824716568,0.5918214065315489,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,50,RANDOM_STRUCTURAL,0.03180493786931038,0.5985414502525026,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,51,RANDOM_STRUCTURAL,0.025755926966667175,0.5951113544454271,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,52,RANDOM_STRUCTURAL,0.032497841864824295,0.6053604556895901,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,53,RANDOM_STRUCTURAL,0.025585006922483444,0.6094111039638476,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,54,RANDOM_STRUCTURAL,0.053846798837184906,0.5879418854888716,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,55,RANDOM_STRUCTURAL,0.05634041130542755,0.6125312236051931,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,56,RANDOM_STRUCTURAL,0.044497281312942505,0.6120832976057621,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,57,RANDOM_STRUCTURAL,0.0370575413107872,0.6070787598430508,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,58,RANDOM_STRUCTURAL,0.043155740946531296,0.6117650038972963,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,59,RANDOM_STRUCTURAL,0.029496846720576286,0.6042821349107583,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,60,RANDOM_STRUCTURAL,0.02647518739104271,0.601202538415487,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,61,RANDOM_STRUCTURAL,0.03316057100892067,0.5955721052598086,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,62,RANDOM_STRUCTURAL,0.0537068173289299,0.5995426493305166,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,63,RANDOM_STRUCTURAL,0.028065714985132217,0.6059148815797806,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,64,RANDOM_STRUCTURAL,0.031648676842451096,0.5979992563469083,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,65,RANDOM_STRUCTURAL,0.04087318480014801,0.601152644616502,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,66,RANDOM_STRUCTURAL,0.0490015372633934,0.6085196108500224,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,67,RANDOM_STRUCTURAL,0.02521679922938347,0.6007915346496291,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,68,RANDOM_STRUCTURAL,0.03067706897854805,0.5876558590763064,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,69,RANDOM_STRUCTURAL,0.04592268913984299,0.591928893255477,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,70,RANDOM_STRUCTURAL,0.04706888645887375,0.6029692838666889,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,71,RANDOM_STRUCTURAL,0.03917768597602844,0.6018009255400009,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,72,RANDOM_STRUCTURAL,0.028920695185661316,0.5948517687405028,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,73,RANDOM_STRUCTURAL,0.07314938306808472,0.5985049227988173,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,74,RANDOM_STRUCTURAL,0.058224938809871674,0.6052186739363912,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,75,RANDOM_STRUCTURAL,0.025856494903564453,0.5895368006480446,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,76,RANDOM_STRUCTURAL,0.03882775828242302,0.6109315879270972,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,77,RANDOM_STRUCTURAL,0.050104692578315735,0.6003801949324902,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,78,RANDOM_STRUCTURAL,0.054419711232185364,0.6066541141816376,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,79,RANDOM_STRUCTURAL,0.06435012817382812,0.5802621413630841,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,80,RANDOM_STRUCTURAL,0.04563664644956589,0.585279187129704,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,81,RANDOM_STRUCTURAL,0.02729477919638157,0.5843604770558402,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,82,RANDOM_STRUCTURAL,0.06331818550825119,0.6194933930246277,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,83,RANDOM_STRUCTURAL,0.027333784848451614,0.6124823267544485,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,84,RANDOM_STRUCTURAL,0.02212858945131302,0.5940477443327845,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,85,RANDOM_STRUCTURAL,0.04016090929508209,0.6093906205532151,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,86,RANDOM_STRUCTURAL,0.023970844224095345,0.6103325386509296,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,87,RANDOM_STRUCTURAL,0.028374083340168,0.6115773548697326,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,88,RANDOM_STRUCTURAL,0.0510433167219162,0.5882925841642047,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,89,RANDOM_STRUCTURAL,0.050893861800432205,0.594979286186795,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,90,RANDOM_STRUCTURAL,0.03339768201112747,0.5944287867222255,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,91,RANDOM_STRUCTURAL,0.04794320836663246,0.5826517957153526,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,92,RANDOM_STRUCTURAL,0.020634502172470093,0.5979613409643122,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,93,RANDOM_STRUCTURAL,0.059941694140434265,0.6098492699826558,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,94,RANDOM_STRUCTURAL,0.03914043307304382,0.6067385173511278,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,95,RANDOM_STRUCTURAL,0.04442980885505676,0.5924266401769468,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,96,RANDOM_STRUCTURAL,0.03047325648367405,0.5935559124687705,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,97,RANDOM_STRUCTURAL,0.07991792261600494,0.5914195590662568,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,98,RANDOM_STRUCTURAL,0.04807572811841965,0.6017221479483252,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,99,RANDOM_STRUCTURAL,0.030896473675966263,0.5836446932664979,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,100,RANDOM_STRUCTURAL,0.06793999671936035,0.5924547388235268,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,101,RANDOM_STRUCTURAL,0.04187542200088501,0.582305867616563,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,102,RANDOM_STRUCTURAL,0.023052357137203217,0.5959520299900788,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,103,RANDOM_STRUCTURAL,0.038303159177303314,0.6003444068678913,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,104,RANDOM_STRUCTURAL,0.0430731326341629,0.6027128282929903,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,105,RANDOM_STRUCTURAL,0.06819023191928864,0.5983045686109512,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,106,RANDOM_STRUCTURAL,0.052292462438344955,0.6103024816374003,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,107,RANDOM_STRUCTURAL,0.07110830396413803,0.5931307571526702,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,108,RANDOM_STRUCTURAL,0.034424446523189545,0.6104072356745518,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,109,RANDOM_STRUCTURAL,0.05158490687608719,0.6021747193671453,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,110,RANDOM_STRUCTURAL,0.05521167814731598,0.5899339117127764,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,111,RANDOM_STRUCTURAL,0.07632139325141907,0.5889320142822976,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,112,RANDOM_STRUCTURAL,0.039396464824676514,0.6244107700528913,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,113,RANDOM_STRUCTURAL,0.03274121508002281,0.5974106202824453,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,114,RANDOM_STRUCTURAL,0.043038032948970795,0.5957038023596054,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,115,RANDOM_STRUCTURAL,0.03185129910707474,0.6062342507638463,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,116,RANDOM_STRUCTURAL,0.038085371255874634,0.5859904029018943,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,117,RANDOM_STRUCTURAL,0.05411265045404434,0.606016450361048,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,118,RANDOM_STRUCTURAL,0.058256812393665314,0.6124962354711184,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,119,RANDOM_STRUCTURAL,0.058337919414043427,0.5760449862232447,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,120,RANDOM_STRUCTURAL,0.02910703793168068,0.6114385459950411,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,121,RANDOM_STRUCTURAL,0.04971148446202278,0.608093730257956,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,122,RANDOM_STRUCTURAL,0.045255277305841446,0.585237633292213,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,123,RANDOM_STRUCTURAL,0.03819709271192551,0.6018387363064911,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,124,RANDOM_STRUCTURAL,0.15275047719478607,0.6015780075759289,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,125,RANDOM_STRUCTURAL,0.04433590546250343,0.6102746575019761,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,126,RANDOM_STRUCTURAL,0.03651634603738785,0.5931756469549744,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,127,RANDOM_STRUCTURAL,0.0637541115283966,0.5910750101538086,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,128,RANDOM_STRUCTURAL,0.021101050078868866,0.6007431262834301,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,129,RANDOM_STRUCTURAL,0.04936050623655319,0.5893864797931387,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,130,RANDOM_STRUCTURAL,0.02931060642004013,0.6040707256992358,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,131,RANDOM_STRUCTURAL,0.0434492751955986,0.5993704272304857,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,132,RANDOM_STRUCTURAL,0.02789202332496643,0.601273374187628,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,133,RANDOM_STRUCTURAL,0.05099675431847572,0.6006460400040103,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,134,RANDOM_STRUCTURAL,0.04961666464805603,0.6007434768292911,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,135,RANDOM_STRUCTURAL,0.06175199896097183,0.6167204028166623,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,136,RANDOM_STRUCTURAL,0.032544463872909546,0.5990954034304091,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,137,RANDOM_STRUCTURAL,0.057455457746982574,0.5958090955148246,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,138,RANDOM_STRUCTURAL,0.04613669216632843,0.6271066385202713,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,139,RANDOM_STRUCTURAL,0.06379859149456024,0.6013973741104083,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,140,RANDOM_STRUCTURAL,0.024310022592544556,0.6047168655081017,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,141,RANDOM_STRUCTURAL,0.06721293926239014,0.6028383946201209,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,142,RANDOM_STRUCTURAL,0.025785598903894424,0.5815940445331514,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,143,RANDOM_STRUCTURAL,0.09835220873355865,0.6031402424003506,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,144,RANDOM_STRUCTURAL,0.04630153626203537,0.5906671339026277,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,145,RANDOM_STRUCTURAL,0.025183426216244698,0.5891920122987033,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,146,RANDOM_STRUCTURAL,0.11852841079235077,0.6018573337619186,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,147,RANDOM_STRUCTURAL,0.05345018580555916,0.5960319460048258,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,148,RANDOM_STRUCTURAL,0.06797914952039719,0.6148832519667948,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,149,RANDOM_STRUCTURAL,0.04650561511516571,0.609417983052947,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,150,RANDOM_STRUCTURAL,0.043187931180000305,0.5949905310193971,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,151,RANDOM_STRUCTURAL,0.03385180979967117,0.6065784680575078,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,152,RANDOM_STRUCTURAL,0.031363435089588165,0.6148998408402431,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,153,RANDOM_STRUCTURAL,0.044869400560855865,0.6017808385047015,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,154,RANDOM_STRUCTURAL,0.04445509985089302,0.5871234481617593,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,155,RANDOM_STRUCTURAL,0.054418742656707764,0.6073805456662713,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,156,RANDOM_STRUCTURAL,0.05497445911169052,0.59969388779047,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,157,RANDOM_STRUCTURAL,0.0761452242732048,0.6007452022089088,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,158,RANDOM_STRUCTURAL,0.07316935062408447,0.6087809533804901,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V0,159,RANDOM_STRUCTURAL,0.05936954915523529,0.6105654362957437,,reppca_coordinate,0
RANDOM_STRUCTURAL_P60_V1,0,RANDOM_STRUCTURAL,,,0.013461253605782986,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,1,RANDOM_STRUCTURAL,,,0.03331173211336136,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,2,RANDOM_STRUCTURAL,,,8.922848792281002e-05,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,3,RANDOM_STRUCTURAL,,,0.0073107462376356125,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,4,RANDOM_STRUCTURAL,,,0.043035492300987244,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,5,RANDOM_STRUCTURAL,,,-0.045814719051122665,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,6,RANDOM_STRUCTURAL,,,-0.0063127814792096615,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,7,RANDOM_STRUCTURAL,,,-0.0381695032119751,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,8,RANDOM_STRUCTURAL,,,-0.017015105113387108,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,9,RANDOM_STRUCTURAL,,,0.0047914269380271435,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,10,RANDOM_STRUCTURAL,,,-0.06944578140974045,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,11,RANDOM_STRUCTURAL,,,-0.004626023583114147,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,12,RANDOM_STRUCTURAL,,,-0.10472501814365387,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,13,RANDOM_STRUCTURAL,,,0.0610768161714077,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,14,RANDOM_STRUCTURAL,,,-0.021475009620189667,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,15,RANDOM_STRUCTURAL,,,-0.08209826052188873,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,16,RANDOM_STRUCTURAL,,,0.07204736024141312,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,17,RANDOM_STRUCTURAL,,,0.03363798186182976,synthetic_factor,1
RANDOM_STRUCTURAL_P60_V1,18,RANDOM_STRUCTURAL,,,0.004073307383805513,synthetic_factor,1
