vocabulary_index,canonical_ensembl_gene_id,canonical_hgnc_symbol,eligible_study_family_fraction,training_donor_measurement_fraction,donor_balanced_detection_rate,donor_balanced_expression_variability,broad_cell_class_coverage,cross_study_rank_stability,missingness_entropy,technical_flags,selection_score,vocabulary_eligible,selection_reason,vocabulary_hash
3569,ENSG00000135333,EPHA7,1.0,1.0,0.44416577270869095,0.008386139708396778,0.9523809523809524,0.8222312746874162,0.0,,0.726430273100096,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3570,ENSG00000165259,HDX,1.0,1.0,0.3990144326474126,0.00303004558535872,1.0,0.9234620845209269,0.0,,0.7264291245771969,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3571,ENSG00000148935,GAS2,1.0,1.0,0.3979389401626692,0.00507820929852253,1.0,0.9213349130829321,0.0,,0.7264124163944451,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3572,ENSG00000170653,ATF7,1.0,1.0,0.4264911662926316,0.0022370467512870073,1.0,0.8155349999529644,0.0,,0.7264097912876485,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3573,ENSG00000162086,ZNF75A,1.0,1.0,0.38611803662711935,0.0033212070000630616,1.0,0.9735438010715037,0.0,,0.7263973293435722,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3574,ENSG00000177600,RPLP2,1.0,1.0,0.3922124392412645,0.009758536936258971,1.0,0.9294383622427586,0.0,ribosomal,0.7263640401916399,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3575,ENSG00000136104,RNASEH2B,1.0,1.0,0.39285730267222,0.003168082644255231,1.0,0.9462608616004736,0.0,,0.7263582152534841,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3576,ENSG00000154127,UBASH3B,1.0,1.0,0.3949575355027029,0.006846025840506275,1.0,0.9268154208752301,0.0,,0.7263521996116574,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3577,ENSG00000165061,ZMAT4,1.0,1.0,0.4653738793748157,0.0111689080340358,0.9047619047619048,0.8228538877438677,0.0,,0.7263504919480436,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3578,ENSG00000153066,TXNDC11,1.0,1.0,0.392567810869975,0.002061831079440725,1.0,0.9502320472276781,0.0,,0.7263338028372519,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3579,ENSG00000139370,SLC15A4,1.0,1.0,0.39156724699803097,0.001392325858515059,1.0,0.9557840296591037,0.0,,0.7263112093799498,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3580,ENSG00000166716,ZNF592,1.0,1.0,0.38615934462450624,0.0018700415953238128,1.0,0.9759357997822345,0.0,,0.7263086415740913,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3581,ENSG00000046889,PREX2,1.0,1.0,0.3909628255128785,0.010461992784360837,1.0,0.9310715909623639,0.0,,0.7262991955609315,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3582,ENSG00000103942,HOMER2,1.0,1.0,0.40334312741664197,0.0021062117236749778,1.0,0.905845928585215,0.0,,0.7262761896505345,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3583,ENSG00000196961,AP2A1,1.0,1.0,0.3897540055371694,0.0038015616327323315,1.0,0.9550274568221588,0.0,,0.7262702486225664,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3584,ENSG00000181222,POLR2A,1.0,1.0,0.3810960861701935,0.00633607181364795,1.0,0.9820825989643907,0.0,,0.7262677739981771,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3585,ENSG00000162909,CAPN2,1.0,1.0,0.38781889711797235,0.004472359219174723,1.0,0.960666300675052,0.0,,0.726264961399348,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3586,ENSG00000014123,UFL1,1.0,1.0,0.38141493582894337,0.0023787128950948956,1.0,0.992196215923935,0.0,,0.7262487581691148,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3587,ENSG00000184271,POU6F1,1.0,1.0,0.3878107373849256,0.002868418476297567,1.0,0.9651243097068813,0.0,,0.7262473950900917,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3588,ENSG00000117360,PRPF3,1.0,1.0,0.3846259737332893,0.0019048694991018252,1.0,0.9804635315073402,0.0,,0.7262335585025286,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3589,ENSG00000116030,SUMO1,1.0,1.0,0.3828713824868488,0.006746993292665285,1.0,0.9727927264253549,0.0,,0.7262191792864219,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3590,ENSG00000107651,SEC23IP,1.0,1.0,0.39011931742937417,0.0032006204036658186,1.0,0.9542453922404537,0.0,,0.726214694465171,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3591,ENSG00000120063,GNA13,1.0,1.0,0.385814672579795,0.00485395131513434,1.0,0.9664819961353125,0.0,,0.7262116099651026,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3592,ENSG00000154803,FLCN,1.0,1.0,0.40608376443226857,0.004095366780156847,1.0,0.8875527619706961,0.0,,0.726206190458771,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3593,ENSG00000116138,DNAJC16,1.0,1.0,0.3861850073741809,0.0020671277730345515,1.0,0.973062270206368,0.0,,0.7261995445207231,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3594,ENSG00000168827,GFM1,1.0,1.0,0.3891412393263362,0.0028692711873691853,1.0,0.9585164565367015,0.0,,0.7261832299957829,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3595,ENSG00000102144,PGK1,1.0,1.0,0.3880881501028841,0.003713815640153245,1.0,0.9601308814451026,0.0,,0.726179185229814,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3596,ENSG00000004660,CAMKK1,1.0,1.0,0.4022475566646507,0.006507467012759195,1.0,0.8947561349928853,0.0,,0.726157127134077,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3597,ENSG00000041515,MYO16,1.0,1.0,0.39994673335399294,0.010204274444091943,1.0,0.8925648853487747,0.0,,0.726132770793773,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3598,ENSG00000065923,SLC9A7,1.0,1.0,0.40531895901786125,0.003769016154666542,1.0,0.8898883056941126,0.0,,0.7261214366900103,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3599,ENSG00000091127,PUS7,1.0,1.0,0.3957389638657908,0.0033156701668872472,1.0,0.9293008568242798,0.0,,0.7261085425387446,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3600,ENSG00000092531,SNAP23,1.0,1.0,0.3947057732165839,0.002884545306809675,1.0,0.9346238186999704,0.0,,0.7261037828739106,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3601,ENSG00000155621,C9orf85,1.0,1.0,0.38983756554695775,0.00277495667991667,1.0,0.954133442649696,0.0,,0.7260892768825429,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3602,ENSG00000182220,ATP6AP2,1.0,1.0,0.3811801803219133,0.004139381596631803,1.0,0.9844017958700149,0.0,,0.7260744735204436,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3603,ENSG00000158966,CACHD1,1.0,1.0,0.3857251723997288,0.005606308880223554,1.0,0.9613554039970699,0.0,,0.7260490626911178,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3604,ENSG00000196937,FAM3C,1.0,1.0,0.39294202054267585,0.003446986416714744,1.0,0.938692827351246,0.0,,0.7260383173036143,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3605,ENSG00000113615,SEC24A,1.0,1.0,0.39455053566773896,0.0014410648829953892,1.0,0.9376087268997069,0.0,,0.726006392159029,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3606,ENSG00000196975,ANXA4,1.0,1.0,0.38726950593124404,0.005664108552309086,1.0,0.9539133012078741,0.0,,0.7259943973146116,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3607,ENSG00000111224,PARP11,1.0,1.0,0.3911781633709024,0.003366684697352681,1.0,0.9447103527049668,0.0,,0.7259744585339343,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3608,ENSG00000166111,SVOP,1.0,1.0,0.44103576755909235,0.006115508601990882,0.9523809523809524,0.8319478968992849,0.0,,0.7259543940673195,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3609,ENSG00000141759,TXNL4A,1.0,1.0,0.3919977094286613,0.0025110823641135856,1.0,0.943472421122324,0.0,,0.7259488818353781,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3610,ENSG00000066557,LRRC40,1.0,1.0,0.3982028524347723,0.002103425526075721,1.0,0.9196567719122,0.0,,0.7259382606446633,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3611,ENSG00000089009,RPL6,1.0,1.0,0.38540500751340256,0.008505346133174628,1.0,0.951791687363712,0.0,ribosomal,0.7259356281682302,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3612,ENSG00000101224,CDC25B,1.0,1.0,0.401016857777361,0.0028471318948012163,1.0,0.9052813674559286,0.0,,0.7258932972405524,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3613,ENSG00000172795,DCP2,1.0,1.0,0.3904386978307981,0.0021440249876250772,1.0,0.9493609431925166,0.0,,0.7258767024226562,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3614,ENSG00000165966,PDZRN4,1.0,1.0,0.4120026043530059,0.014039697245105872,0.9523809523809524,0.9229323612421236,0.0,,0.7258620311566477,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3615,ENSG00000029639,TFB1M,1.0,1.0,0.3865914656255236,0.0030031065156540565,1.0,0.9617671216277792,0.0,,0.7258557664369607,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3616,ENSG00000131269,ABCB7,1.0,1.0,0.38618287901767695,0.0033823592928548044,1.0,0.9621992862126005,0.0,,0.7258521837396781,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3617,ENSG00000196605,ZNF846,1.0,1.0,0.38155186326260515,0.00443398191729092,1.0,0.9772455029218317,0.0,,0.72583480907508,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3618,ENSG00000119321,FKBP15,1.0,1.0,0.3830269268167623,0.0025182645818201074,1.0,0.9765237533589844,0.0,,0.7258083638595771,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3619,ENSG00000133216,EPHB2,1.0,1.0,0.3917952417244453,0.00539525074243796,1.0,0.9321514241719675,0.0,,0.7257715642861865,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3620,ENSG00000155313,USP25,1.0,1.0,0.43986075135001257,0.006219709998665547,1.0,0.7371842379127365,0.0,,0.7257585518147083,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3621,ENSG00000120158,RCL1,1.0,1.0,0.38672040682046144,0.0025827365846329913,1.0,0.9605502571700073,0.0,,0.7257580067086232,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3622,ENSG00000114904,NEK4,1.0,1.0,0.3951527737398111,0.0025098909452137864,1.0,0.9269821686192682,0.0,,0.725755204253565,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3623,ENSG00000155846,PPARGC1B,1.0,1.0,0.40051980545864874,0.0021286456644775947,1.0,0.9065866401898154,0.0,,0.7257519117247405,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3624,ENSG00000103264,FBXO31,1.0,1.0,0.391720941981425,0.0025431698126613515,1.0,0.9399703725553447,0.0,,0.7257232148000621,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3625,ENSG00000111229,ARPC3,1.0,1.0,0.38175390623722566,0.005124250336910235,1.0,0.9717383986654348,0.0,,0.7257024201199713,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3626,ENSG00000204514,ZNF814,1.0,1.0,0.38810330337039667,0.003225100745781039,1.0,0.9519733010708307,0.0,,0.725701535663863,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3627,ENSG00000088766,CRLS1,1.0,1.0,0.3892082317868553,0.001891602418552277,1.0,0.9511162815692752,0.0,,0.7256806650880127,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3628,ENSG00000099308,MAST3,1.0,1.0,0.38288421897995545,0.005354586556030778,1.0,0.9658045267070656,0.0,,0.7256659802812011,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3629,ENSG00000153107,ANAPC1,1.0,1.0,0.3979932884459573,0.0023274436340701182,1.0,0.9141861090960752,0.0,,0.7256562690267961,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3630,ENSG00000105568,PPP2R1A,1.0,1.0,0.38980647742532964,0.004313628495711065,1.0,0.9409189212934984,0.0,,0.7256515067035713,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3631,ENSG00000106609,TMEM248,1.0,1.0,0.3834575281590669,0.0033162354953296005,1.0,0.9689511064568106,0.0,,0.7256348521186969,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3632,ENSG00000170088,TMEM192,1.0,1.0,0.3873767454899267,0.002638209696364494,1.0,0.9551600348983067,0.0,,0.725628041021898,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3633,ENSG00000089486,CDIP1,1.0,1.0,0.38292611257802034,0.002352593911390407,1.0,0.9735736153673249,0.0,,0.7256159641145125,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3634,ENSG00000163875,MEAF6,1.0,1.0,0.377095261197131,0.0022532524043233733,1.0,0.9969838751243697,0.0,,0.7256054739964894,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3635,ENSG00000107331,ABCA2,1.0,1.0,0.3832981425845677,0.007990534885119228,1.0,0.9549681108260646,0.0,,0.7255971129148993,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3636,ENSG00000130584,ZBTB46,1.0,1.0,0.38296455630599285,0.0063569880505430455,1.0,0.9610570889182051,0.0,,0.7255932905108354,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3637,ENSG00000100603,SNW1,1.0,1.0,0.38517576158494493,0.004490439055388333,1.0,0.9574224285795706,0.0,,0.7255768285189345,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3638,ENSG00000167196,FBXO22,1.0,1.0,0.40110093943809694,0.0031609402973743726,1.0,0.8973796128687034,0.0,,0.7255618155665996,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3639,ENSG00000181192,DHTKD1,1.0,1.0,0.3784476014753136,0.00387773178479036,1.0,0.9857476586277204,0.0,,0.7255563161861172,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3640,ENSG00000115762,PLEKHB2,1.0,1.0,0.38114940183553975,0.004244553512274808,1.0,0.9736395183214905,0.0,,0.7255458482969946,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3641,ENSG00000111711,GOLT1B,1.0,1.0,0.39545165224506346,0.005124989523868416,1.0,0.913189067746592,0.0,,0.725514612525901,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3642,ENSG00000162642,C1orf52,1.0,1.0,0.3780960828711884,0.003016258085986176,1.0,0.9887031398040361,0.0,,0.7255054517092359,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3643,ENSG00000169926,KLF13,1.0,1.0,0.37608881630903146,0.006624430201054449,1.0,0.9858856886807525,0.0,,0.7254991730827767,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3644,ENSG00000105701,FKBP8,1.0,1.0,0.38115399987792964,0.0033007604086241933,1.0,0.9753666184411637,0.0,,0.7254926160825772,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3645,ENSG00000174672,BRSK2,1.0,1.0,0.4166784897303443,0.005955957391550963,0.9523809523809524,0.9198258761740121,0.0,,0.725453191091427,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3646,ENSG00000122873,CISD1,1.0,1.0,0.3865348238526558,0.0027639050257400547,1.0,0.9545386242030176,0.0,,0.7254473390172564,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3647,ENSG00000133243,BTBD2,1.0,1.0,0.3799381232980135,0.003074646784744966,1.0,0.9799946432399103,0.0,,0.7254471401679224,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3648,ENSG00000081665,ZNF506,1.0,1.0,0.40877116485589404,0.00382680369946797,1.0,0.8623966568509218,0.0,,0.7254458980788175,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3649,ENSG00000128791,TWSG1,1.0,1.0,0.38908885328545156,0.0019330769403830845,1.0,0.9466957616384192,0.0,,0.725441960843534,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3650,ENSG00000115183,TANC1,1.0,1.0,0.39698767836861526,0.009479836311961969,1.0,0.892226685678724,0.0,,0.7254174918990239,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3651,ENSG00000175066,GK5,1.0,1.0,0.40018177113971015,0.0027628647082358526,1.0,0.8990641543612713,0.0,,0.7254028497938318,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3652,ENSG00000184347,SLIT3,1.0,1.0,0.3805537214381369,0.042481286355298714,1.0,0.8635219340483353,0.0,,0.725399366017302,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3653,ENSG00000172667,ZMAT3,1.0,1.0,0.3929771145378876,0.003041878519907295,1.0,0.9269186256815982,0.0,,0.725396252225087,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3654,ENSG00000114353,GNAI2,1.0,1.0,0.39172000131840484,0.006531043691851064,1.0,0.9214086227868,0.0,,0.725387731292694,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3655,ENSG00000143515,ATP8B2,1.0,1.0,0.3975627393836512,0.00318252337886618,1.0,0.9079387925264949,0.0,,0.7253853515613942,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3656,ENSG00000091844,RGS17,1.0,1.0,0.3963034354518485,0.0030225521657916616,1.0,0.9131479666961027,0.0,,0.7253701020063472,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3657,ENSG00000157350,ST3GAL2,1.0,1.0,0.3855358945754577,0.0029280771833433117,1.0,0.9563796757498235,0.0,,0.7253640919893318,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3658,ENSG00000129946,SHC2,1.0,1.0,0.38810692686188836,0.004698640577027658,1.0,0.9406962871156812,0.0,,0.725357699718397,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3659,ENSG00000117461,PIK3R3,1.0,1.0,0.4066641967056975,0.0050973138879406394,1.0,0.86505704192839,0.0,,0.7253464108948954,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3660,ENSG00000145332,KLHL8,1.0,1.0,0.38285985512147885,0.0028970069603200077,1.0,0.9667965168707096,0.0,,0.7253450926509796,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3661,ENSG00000104361,NIPAL2,1.0,1.0,0.39946895554716827,0.004395631213171714,1.0,0.8957550849002479,0.0,,0.725338004484181,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3662,ENSG00000151948,GLT1D1,1.0,1.0,0.40212074398062336,0.0031931950136245752,1.0,0.8887107542712767,0.0,,0.7253371411559365,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3663,ENSG00000214046,SMIM7,1.0,1.0,0.396347437262665,0.0031953279064596564,1.0,0.9112157931598194,0.0,,0.7253080496565436,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3664,ENSG00000169375,SIN3A,1.0,1.0,0.3863737607646254,0.003878356972388457,1.0,0.9489375177100993,0.0,,0.7253011340530958,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3665,ENSG00000173852,DPY19L1,1.0,1.0,0.3899866461726417,0.004051226479903086,1.0,0.9339190453570925,0.0,,0.7252985135423019,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3666,ENSG00000067955,CBFB,1.0,1.0,0.38850476545530205,0.0061024031287912036,1.0,0.9337495144069086,0.0,,0.7252982372627843,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
3667,ENSG00000174780,SRP72,1.0,1.0,0.3815779092211646,0.002005625748044347,1.0,0.9736035746108134,0.0,,0.7252960022645166,True,exact_donor_balanced_cross_family_eligible,f2759db27218c7f9e716974bbdb7c6bcdfc2858a6b3e1acca4d7d97eea2abecb
