cosine_mean,delta_r2,effect_magnitude_calibration,family,intervention_node,true_dag_descendants_evaluation_only,view
0.6497764587402344,0.38628333806991577,0.47840404510498047,RANDOM_40,2,True,3
0.6870164275169373,0.43046385049819946,0.5234806537628174,RANDOM_40,3,True,3
0.744871199131012,0.5230894088745117,0.5835834741592407,RANDOM_40,4,True,3
0.5332871675491333,0.276065468788147,0.5644238591194153,RANDOM_40,5,True,3
0.5451709032058716,0.2729572653770447,0.41561272740364075,RANDOM_40,6,True,3
0.5896005034446716,0.32202136516571045,0.4460391700267792,RANDOM_40,7,True,3
0.44199925661087036,0.1825675368309021,0.3715137243270874,RANDOM_40,8,True,3
0.6203199625015259,0.3580712080001831,0.6095083355903625,RANDOM_40,9,True,3
0.1875397264957428,-0.25444066524505615,0.6859799027442932,RANDOM_40,10,True,3
0.4535553455352783,0.14916890859603882,0.6061704158782959,RANDOM_40,11,True,3
0.8063427805900574,0.6328799724578857,0.7114162445068359,COEXPRESSION_BLOCK_40,0,True,0
0.776470422744751,0.558266282081604,0.8946676254272461,COEXPRESSION_BLOCK_40,1,True,0
0.8826270699501038,0.7580578923225403,0.8059365749359131,COEXPRESSION_BLOCK_40,2,True,0
0.8760433793067932,0.691855788230896,0.6139000058174133,COEXPRESSION_BLOCK_40,3,True,0
0.5236154198646545,0.26001280546188354,0.48353302478790283,COEXPRESSION_BLOCK_40,4,True,0
0.6838201880455017,0.42665618658065796,0.831156313419342,COEXPRESSION_BLOCK_40,5,True,0
0.816959023475647,0.6173418760299683,0.6167123317718506,COEXPRESSION_BLOCK_40,6,True,0
0.47672900557518005,0.19644474983215332,0.5942124128341675,COEXPRESSION_BLOCK_40,7,True,0
0.4437701106071472,0.18200266361236572,0.3823978006839752,COEXPRESSION_BLOCK_40,8,True,0
0.7639577984809875,0.5234172344207764,0.7948588728904724,COEXPRESSION_BLOCK_40,9,True,0
0.4132934510707855,0.0848093032836914,0.6434602737426758,COEXPRESSION_BLOCK_40,10,True,0
0.03163602948188782,-0.24506640434265137,0.36697378754615784,COEXPRESSION_BLOCK_40,11,True,0
0.896323025226593,0.7836994528770447,0.7973642945289612,COEXPRESSION_BLOCK_40,0,True,1
0.7471567392349243,0.446613609790802,1.035200595855713,COEXPRESSION_BLOCK_40,1,True,1
0.7792178392410278,0.5754094123840332,0.6184824705123901,COEXPRESSION_BLOCK_40,2,True,1
0.856903076171875,0.6840401887893677,0.6456261873245239,COEXPRESSION_BLOCK_40,3,True,1
0.7402032613754272,0.5131862759590149,0.6419529914855957,COEXPRESSION_BLOCK_40,4,True,1
0.8002286553382874,0.6079464554786682,0.6437044739723206,COEXPRESSION_BLOCK_40,5,True,1
0.5255210995674133,0.26099151372909546,0.44470468163490295,COEXPRESSION_BLOCK_40,6,True,1
0.4848233163356781,0.18652158975601196,0.6776486039161682,COEXPRESSION_BLOCK_40,7,True,1
0.7637696266174316,0.5673108100891113,0.7176398038864136,COEXPRESSION_BLOCK_40,8,True,1
0.6281816959381104,0.37606680393218994,0.5419046878814697,COEXPRESSION_BLOCK_40,9,True,1
0.5135404467582703,0.24267929792404175,0.5243741869926453,COEXPRESSION_BLOCK_40,10,True,1
0.6613141298294067,0.37678128480911255,0.44840115308761597,COEXPRESSION_BLOCK_40,11,True,1
0.8597591519355774,0.7173606157302856,0.8768366575241089,COEXPRESSION_BLOCK_40,0,True,2
0.8447480201721191,0.6436865329742432,0.5906481742858887,COEXPRESSION_BLOCK_40,1,True,2
0.6185958981513977,0.3705868721008301,0.5669648051261902,COEXPRESSION_BLOCK_40,2,True,2
0.7741779088973999,0.5796384811401367,0.7432964444160461,COEXPRESSION_BLOCK_40,3,True,2
0.7698325514793396,0.5773027539253235,0.6762005090713501,COEXPRESSION_BLOCK_40,4,True,2
0.3888230621814728,0.12425029277801514,0.46050724387168884,COEXPRESSION_BLOCK_40,5,True,2
0.6845788359642029,0.45903104543685913,0.6679649353027344,COEXPRESSION_BLOCK_40,6,True,2
0.6093224883079529,0.3487040400505066,0.6617456078529358,COEXPRESSION_BLOCK_40,7,True,2
0.6057248711585999,0.34431010484695435,0.6815430521965027,COEXPRESSION_BLOCK_40,8,True,2
0.7448145151138306,0.5292561054229736,0.6159400939941406,COEXPRESSION_BLOCK_40,9,True,2
0.5863917469978333,0.2715473771095276,0.3294863998889923,COEXPRESSION_BLOCK_40,10,True,2
0.6420580148696899,0.37557095289230347,0.6265896558761597,COEXPRESSION_BLOCK_40,11,True,2
0.9006665945053101,0.778755247592926,0.7522702813148499,COEXPRESSION_BLOCK_40,0,True,3
0.8834086656570435,0.7377010583877563,0.8942964673042297,COEXPRESSION_BLOCK_40,1,True,3
0.8807882070541382,0.7388910055160522,0.7528231143951416,COEXPRESSION_BLOCK_40,2,True,3
0.8541988730430603,0.6742074489593506,0.6658985614776611,COEXPRESSION_BLOCK_40,3,True,3
0.692002534866333,0.4629294276237488,0.6645361185073853,COEXPRESSION_BLOCK_40,4,True,3
0.8023681640625,0.628171443939209,0.8508970737457275,COEXPRESSION_BLOCK_40,5,True,3
0.7757642269134521,0.5781220197677612,0.8299339413642883,COEXPRESSION_BLOCK_40,6,True,3
0.5961402058601379,0.32893019914627075,0.7162882685661316,COEXPRESSION_BLOCK_40,7,True,3
0.6039522886276245,0.3056780695915222,0.36550217866897583,COEXPRESSION_BLOCK_40,8,True,3
0.8260790705680847,0.5560888051986694,0.5004661083221436,COEXPRESSION_BLOCK_40,9,True,3
0.5660288333892822,0.2483128309249878,0.3008902072906494,COEXPRESSION_BLOCK_40,10,True,3
0.6062244176864624,0.19051498174667358,0.1903277188539505,COEXPRESSION_BLOCK_40,11,True,3
