dataset_id,matrix_id,study_id,technology,assay_type,whole_cell_vs_nucleus,tissue,region,laboratory_or_source,n_train_donors,n_train_cells,n_source_genes,n_vocabulary_genes_measured,raw_count_availability,normalized_matrix_availability,measurement_source,normalization_provenance,matrix_path,measurement_mask_hash
HVS,HVS::7b96819c-598c-47a1-9cea-f410fc0c37fa,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,46405,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/7b96819c-598c-47a1-9cea-f410fc0c37fa.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::7be9f52d-7eef-4bdd-a0ba-c8f2d4986551,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,13540,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/7be9f52d-7eef-4bdd-a0ba-c8f2d4986551.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::8dfadc37-e19c-4d4b-80d8-cee48e732bcf,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,61,3479,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/8dfadc37-e19c-4d4b-80d8-cee48e732bcf.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::900faaa3-adec-4fd9-81b0-1e90a2ab256f,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,46,512,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/900faaa3-adec-4fd9-81b0-1e90a2ab256f.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::9adebd17-bc24-47b6-acdb-0db488bc602d,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,4813,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/9adebd17-bc24-47b6-acdb-0db488bc602d.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::a9b5738d-997d-433f-8d86-12dbfc8f01fb,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,9108,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/a9b5738d-997d-433f-8d86-12dbfc8f01fb.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::ab88770a-7a74-4da5-a166-d68f02d644f2,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,13607,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/ab88770a-7a74-4da5-a166-d68f02d644f2.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::bb3c4200-5c1b-4f8a-a846-e021919b7241,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,6706,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/bb3c4200-5c1b-4f8a-a846-e021919b7241.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::c3b47645-c927-4a0a-868f-eb7640ea3354,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,25497,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/c3b47645-c927-4a0a-868f-eb7640ea3354.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::c5e9db26-7b51-4290-b721-dd540ac906b1,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,46,3207,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/c5e9db26-7b51-4290-b721-dd540ac906b1.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::c9143d44-4c95-4f06-8edc-e03d3491ab97,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,28313,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/c9143d44-4c95-4f06-8edc-e03d3491ab97.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::d1303087-592a-4c3d-aa3e-21de203927dc,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,23337,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/d1303087-592a-4c3d-aa3e-21de203927dc.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::e813d04b-7833-4b02-b14f-0247d6128516,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,62,1491,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/e813d04b-7833-4b02-b14f-0247d6128516.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
HVS,HVS::f8975a92-8ddb-4dde-adbe-977a4b3e4e96,HVS,10x 3' v3,cell,nucleus,neocortex,neocortex,UNKNOWN / NOT PROVIDED,45,508,18736,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,HVS_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/living_human/hvs/f8975a92-8ddb-4dde-adbe-977a4b3e4e96.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
NPH52,NPH52_exact_source_objects,NPH52,snRNA-seq,nucleus,nucleus,brain / NOT FURTHER PROVIDED,UNKNOWN / NOT PROVIDED,published NPH52 organized source objects,19,265401,38199,4096,RAW COUNT AVAILABLE,DERIVED IN VERIFIED COMPACT AUDIT CACHE ONLY,NPH52 partition-specific source objects,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/processed/v4/stage81a1d/sealed/nph52_organized/organized_data/Human/brain/snRNA/NPH/*.qs,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_ang_rna_final_2026,sea_ad_ang_rna_final_2026,SEA_AD,10xMulti,Nuclei,nucleus,AnG,AnG,UNKNOWN / NOT PROVIDED,37,217235,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/AnG/SEAAD_AnG_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_caudate_rna_all_2025,sea_ad_caudate_rna_all_2025,SEA_AD,UNKNOWN / NOT PROVIDED,UNKNOWN / NOT PROVIDED,nucleus,Human CaH,Human CaH,UNKNOWN / NOT PROVIDED,37,828707,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/Caudate_Nucleus/CaH_all_nuclei.2025-12-29.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_fi_rna_final_2026,sea_ad_fi_rna_final_2026,SEA_AD,10xMulti,Nuclei,nucleus,FI,FI,UNKNOWN / NOT PROVIDED,35,223794,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/FI/SEAAD_FI_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_hip_rna_final_2026,sea_ad_hip_rna_final_2026,SEA_AD,10xMulti,Nuclei,nucleus,HIP,HIP,UNKNOWN / NOT PROVIDED,35,180143,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/HIP/SEAAD_HIP_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_itg_rna_final_2026,sea_ad_itg_rna_final_2026,SEA_AD,10xV3.1_HT,Nuclei,nucleus,ITG,ITG,UNKNOWN / NOT PROVIDED,37,345323,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/ITG/SEAAD_ITG_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_lec_rna_final_2026,sea_ad_lec_rna_final_2026,SEA_AD,10xMulti,Nuclei,nucleus,LEC,LEC,UNKNOWN / NOT PROVIDED,29,151580,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/LEC/SEAAD_LEC_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_mec_rna_final_2026,sea_ad_mec_rna_final_2026,SEA_AD,10Xv3.1,Nuclei,nucleus,MEC,MEC,UNKNOWN / NOT PROVIDED,65,767832,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/MEC/SEAAD_MEC_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_mtg_rna_final_2026,sea_ad_mtg_rna_final_2026,SEA_AD,10Xv3.1,Nuclei,nucleus,MTG,MTG,UNKNOWN / NOT PROVIDED,68,933272,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/mtg/SEAAD_MTG_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_pfc_a9_rna_final_2026,sea_ad_pfc_a9_rna_final_2026,SEA_AD,10Xv3.1,Nuclei,nucleus,DFC,DFC,UNKNOWN / NOT PROVIDED,64,1099612,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/a9_dlpfc/SEAAD_DFC_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_stg_rna_final_2026,sea_ad_stg_rna_final_2026,SEA_AD,10xV3.1_HT,Nuclei,nucleus,STG,STG,UNKNOWN / NOT PROVIDED,37,473379,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/STG/SEAAD_STG_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
sea_ad_v1c_rna_final_2026,sea_ad_v1c_rna_final_2026,SEA_AD,10xV3.1_HT,Nuclei,nucleus,V1C,V1C,UNKNOWN / NOT PROVIDED,37,556976,36601,4096,RAW COUNT AVAILABLE,DERIVED IN AUDIT ONLY,SEA_AD_COMMON,library_size_normalize_to_10000_then_log1p_with_measurement_mask,data/external/v4/sea_ad/multiregion/V1C/SEAAD_V1C_RNAseq_final-nuclei.2026-06-22.h5ad,6cd903be0554bdccfe1cc7f90beeef84014aaa1e83e6eb81bfee03a5ec1310a2
