coordinate,family,hidden_genes,maximum_decomposition_error,measurement_noise_fraction,measurement_noise_variance,oracle_generator_label_diagnostic_only,prior_mean,prior_variance,view,visible_genes
43,RANDOM_40,1638,9.769962616701378e-15,0.4901899993419647,0.13354547321796417,False,-1.3814618782248544e-08,0.27243614196777344,0,2458
44,RANDOM_40,1638,9.769962616701378e-15,0.5394161939620972,0.1397779881954193,False,-2.4835269396561444e-09,0.25912827253341675,0,2458
45,RANDOM_40,1638,9.769962616701378e-15,0.49492281675338745,0.14159710705280304,False,-7.450580596923828e-09,0.286099374294281,0,2458
46,RANDOM_40,1638,9.769962616701378e-15,0.5259584784507751,0.14120085537433624,False,-1.8005570368018198e-08,0.2684638798236847,0,2458
47,RANDOM_40,1638,9.769962616701378e-15,0.5727954506874084,0.13692045211791992,False,-1.862645149230957e-08,0.23903898894786835,0,2458
48,RANDOM_40,1638,9.769962616701378e-15,0.5293028354644775,0.1483246386051178,False,3.91155481338501e-08,0.2802264094352722,0,2458
49,RANDOM_40,1638,9.769962616701378e-15,0.547975480556488,0.1408577710390091,False,7.761022047247934e-09,0.2570512294769287,0,2458
50,RANDOM_40,1638,9.769962616701378e-15,0.530026912689209,0.14370553195476532,False,8.07146260939362e-09,0.27112874388694763,0,2458
51,RANDOM_40,1638,9.769962616701378e-15,0.5356374382972717,0.1270350217819214,False,-1.5522044094495868e-08,0.23716606199741364,0,2458
52,RANDOM_40,1638,9.769962616701378e-15,0.5228521227836609,0.1432061493396759,False,-1.7695128917694092e-08,0.27389416098594666,0,2458
53,RANDOM_40,1638,9.769962616701378e-15,0.5697447657585144,0.13529419898986816,False,-1.6763806343078613e-08,0.23746457695960999,0,2458
54,RANDOM_40,1638,9.769962616701378e-15,0.5073139071464539,0.13613422214984894,False,1.3969838619232178e-08,0.2683431804180145,0,2458
55,RANDOM_40,1638,9.769962616701378e-15,0.5319021344184875,0.1378992199897766,False,-8.76995454035523e-09,0.2592567503452301,0,2458
56,RANDOM_40,1638,9.769962616701378e-15,0.5300688743591309,0.14320433139801025,False,-2.2972624691419696e-08,0.2701617479324341,0,2458
57,RANDOM_40,1638,9.769962616701378e-15,0.5429951548576355,0.13948921859264374,False,-8.537123785679057e-10,0.2568885087966919,0,2458
58,RANDOM_40,1638,9.769962616701378e-15,0.554843544960022,0.15040624141693115,False,-8.692344621863413e-09,0.2710786461830139,0,2458
59,RANDOM_40,1638,9.769962616701378e-15,0.5756515860557556,0.15805496275424957,False,1.1486312345709848e-08,0.2745670676231384,0,2458
60,RANDOM_40,1638,9.769962616701378e-15,0.5300613045692444,0.14869357645511627,False,-1.3193736769778752e-08,0.2805214822292328,0,2458
61,RANDOM_40,1638,9.769962616701378e-15,0.5238398909568787,0.1440940797328949,False,2.017865696757326e-08,0.27507275342941284,0,2458
62,RANDOM_40,1638,9.769962616701378e-15,0.506704568862915,0.1433194875717163,False,7.450580596923828e-09,0.28284624218940735,0,2458
63,RANDOM_40,1638,9.769962616701378e-15,0.5217243432998657,0.1384585052728653,False,-2.3438285978727436e-08,0.26538631319999695,0,2458
64,RANDOM_40,1638,9.769962616701378e-15,0.5514904856681824,0.14754119515419006,False,1.5522043372850902e-10,0.26753172278404236,0,2458
65,RANDOM_40,1638,9.769962616701378e-15,0.5679284334182739,0.14713744819164276,False,-6.829699028543246e-09,0.2590774595737457,0,2458
66,RANDOM_40,1638,9.769962616701378e-15,0.54136723279953,0.1541997492313385,False,1.055498977109437e-08,0.2848339080810547,0,2458
67,RANDOM_40,1638,9.769962616701378e-15,0.6089307069778442,0.15382292866706848,False,1.257285475730896e-08,0.25261154770851135,0,2458
68,RANDOM_40,1638,9.769962616701378e-15,0.528732180595398,0.1494513899087906,False,1.257285475730896e-08,0.2826599180698395,0,2458
69,RANDOM_40,1638,9.769962616701378e-15,0.49382853507995605,0.14884395897388458,False,-3.011276561437626e-08,0.30140817165374756,0,2458
70,RANDOM_40,1638,9.769962616701378e-15,0.5441049933433533,0.15463455021381378,False,3.1044087300813317e-09,0.2841998338699341,0,2458
71,RANDOM_40,1638,9.769962616701378e-15,0.6010798215866089,0.1569843739271164,False,2.5300931127958393e-08,0.2611705958843231,0,2458
72,RANDOM_40,1638,9.769962616701378e-15,0.5440362095832825,0.14711523056030273,False,-9.002785184009099e-09,0.27041441202163696,0,2458
73,RANDOM_40,1638,9.769962616701378e-15,0.5183112621307373,0.14543209969997406,False,2.4059167103018808e-08,0.2805883586406708,0,2458
74,RANDOM_40,1638,9.769962616701378e-15,0.5826525688171387,0.1577582210302353,False,-1.3814618782248544e-08,0.27075865864753723,0,2458
75,RANDOM_40,1638,9.769962616701378e-15,0.5466542840003967,0.1595526486635208,False,-1.7695128917694092e-08,0.29187121987342834,0,2458
76,RANDOM_40,1638,9.769962616701378e-15,0.5880399942398071,0.14343534409999847,False,2.735760062932968e-08,0.24392107129096985,0,2458
77,RANDOM_40,1638,9.769962616701378e-15,0.6502987742424011,0.1540783941745758,False,-1.3348957494940805e-08,0.23693476617336273,0,2458
78,RANDOM_40,1638,9.769962616701378e-15,0.6005799770355225,0.14976978302001953,False,-2.017865652348405e-09,0.24937525391578674,0,2458
79,RANDOM_40,1638,9.769962616701378e-15,0.5396311283111572,0.16050904989242554,False,6.208817460162663e-09,0.29744216799736023,0,2458
80,RANDOM_40,1638,9.769962616701378e-15,0.5692049860954285,0.15263491868972778,False,6.208817349140361e-10,0.2681545615196228,0,2458
81,RANDOM_40,1638,9.769962616701378e-15,0.5338531732559204,0.1491519808769226,False,-1.7695128917694092e-08,0.2793876528739929,0,2458
82,RANDOM_40,1638,9.769962616701378e-15,0.5497435331344604,0.15918993949890137,False,4.190951585769653e-09,0.28957128524780273,0,2458
83,RANDOM_40,1638,9.769962616701378e-15,0.5834006667137146,0.13671445846557617,False,-1.1175870895385742e-08,0.2343405932188034,0,2458
84,RANDOM_40,1638,9.769962616701378e-15,0.5209423899650574,0.14998161792755127,False,2.6542693376541138e-08,0.28790441155433655,0,2458
85,RANDOM_40,1638,9.769962616701378e-15,0.601801335811615,0.15122602880001068,False,2.359350581571107e-08,0.2512889504432678,0,2458
86,RANDOM_40,1638,9.769962616701378e-15,0.5687316060066223,0.14689743518829346,False,-4.6566128730773926e-09,0.25828954577445984,0,2458
87,RANDOM_40,1638,9.769962616701378e-15,0.6199694871902466,0.1496378481388092,False,1.862645149230957e-08,0.2413632571697235,0,2458
88,RANDOM_40,1638,9.769962616701378e-15,0.6162651181221008,0.15625908970832825,False,-1.6453366669111347e-08,0.2535582184791565,0,2458
89,RANDOM_40,1638,9.769962616701378e-15,0.5374212861061096,0.1541203409433365,False,-7.450580596923828e-09,0.286777526140213,0,2458
90,RANDOM_40,1638,9.769962616701378e-15,0.5802953839302063,0.15099932253360748,False,-9.934107758624577e-09,0.26021113991737366,0,2458
91,RANDOM_40,1638,9.769962616701378e-15,0.5655483603477478,0.15912789106369019,False,1.0011717677116394e-08,0.2813692092895508,0,2458
92,RANDOM_40,1638,9.769962616701378e-15,0.5629851818084717,0.14697234332561493,False,-4.346172310931706e-09,0.2610589861869812,0,2458
93,RANDOM_40,1638,9.769962616701378e-15,0.6169672608375549,0.1578999012708664,False,-1.8005570368018198e-08,0.2559291422367096,0,2458
94,RANDOM_40,1638,9.769962616701378e-15,0.5808356404304504,0.15757153928279877,False,3.725290298461914e-09,0.27128422260284424,0,2458
95,RANDOM_40,1638,9.769962616701378e-15,0.5764673948287964,0.15402142703533173,False,2.1730860666480112e-08,0.26718151569366455,0,2458
96,RANDOM_40,1638,9.769962616701378e-15,0.6135240197181702,0.1556950807571411,False,1.210719347000122e-08,0.2537717819213867,0,2458
97,RANDOM_40,1638,9.769962616701378e-15,0.5243512988090515,0.15227802097797394,False,9.934107758624577e-09,0.29041221737861633,0,2458
98,RANDOM_40,1638,9.769962616701378e-15,0.5853312611579895,0.16305436193943024,False,2.7318796114172983e-08,0.27856767177581787,0,2458
99,RANDOM_40,1638,9.769962616701378e-15,0.5058278441429138,0.16118359565734863,False,8.381903171539307e-09,0.31865307688713074,0,2458
100,RANDOM_40,1638,9.769962616701378e-15,0.5959762930870056,0.16453976929187775,False,-3.880511023623967e-09,0.27608442306518555,0,2458
101,RANDOM_40,1638,9.769962616701378e-15,0.5641891956329346,0.15741708874702454,False,-1.614292521878724e-08,0.2790147066116333,0,2458
102,RANDOM_40,1638,9.769962616701378e-15,0.6016137003898621,0.15063215792179108,False,2.9802322387695312e-08,0.25038018822669983,0,2458
103,RANDOM_40,1638,9.769962616701378e-15,0.6178783178329468,0.15471680462360382,False,1.8936892942633676e-08,0.2504001259803772,0,2458
104,RANDOM_40,1638,9.769962616701378e-15,0.617760181427002,0.1603419929742813,False,2.762923756449709e-08,0.25955379009246826,0,2458
105,RANDOM_40,1638,9.769962616701378e-15,0.5596619248390198,0.1525251418352127,False,7.450580596923828e-09,0.27253085374832153,0,2458
106,RANDOM_40,1638,9.769962616701378e-15,0.5946604013442993,0.16632218658924103,False,2.5456150964942026e-08,0.27969270944595337,0,2458
107,RANDOM_40,1638,9.769962616701378e-15,0.5792908668518066,0.15545666217803955,False,1.30385160446167e-08,0.2683568298816681,0,2458
108,RANDOM_40,1638,9.769962616701378e-15,0.5581415295600891,0.15021586418151855,False,-6.829699028543246e-09,0.26913580298423767,0,2458
109,RANDOM_40,1638,9.769962616701378e-15,0.5594539642333984,0.16517148911952972,False,3.5390257835388184e-08,0.2952369749546051,0,2458
110,RANDOM_40,1638,9.769962616701378e-15,0.6204595565795898,0.15769293904304504,False,-3.725290298461914e-09,0.25415506958961487,0,2458
111,RANDOM_40,1638,9.769962616701378e-15,0.6035450100898743,0.16828037798404694,False,-5.587935447692871e-09,0.2788199186325073,0,2458
112,RANDOM_40,1638,9.769962616701378e-15,0.5775738954544067,0.1667548269033432,False,2.017865696757326e-08,0.28871601819992065,0,2458
113,RANDOM_40,1638,9.769962616701378e-15,0.6209694743156433,0.15443772077560425,False,-1.1796752907855534e-08,0.2487042099237442,0,2458
114,RANDOM_40,1638,9.769962616701378e-15,0.5908243060112,0.17040373384952545,False,6.829699028543246e-09,0.28841692209243774,0,2458
115,RANDOM_40,1638,9.769962616701378e-15,0.6029072999954224,0.16492091119289398,False,-9.235615827662969e-09,0.27354273200035095,0,2458
116,RANDOM_40,1638,9.769962616701378e-15,0.5504531264305115,0.1598445028066635,False,2.017865696757326e-08,0.2903871238231659,0,2458
117,RANDOM_40,1638,9.769962616701378e-15,0.5486547350883484,0.1606714427471161,False,6.829699028543246e-09,0.2928461730480194,0,2458
118,RANDOM_40,1638,9.769962616701378e-15,0.6127323508262634,0.17192775011062622,False,-1.5832483768463135e-08,0.2805919349193573,0,2458
119,RANDOM_40,1638,9.769962616701378e-15,0.6185013651847839,0.16554731130599976,False,2.6853134826865244e-08,0.2676587700843811,0,2458
120,RANDOM_40,1638,9.769962616701378e-15,0.6182830333709717,0.16321152448654175,False,-1.7074247571358114e-09,0.2639754116535187,0,2458
121,RANDOM_40,1638,9.769962616701378e-15,0.5931671261787415,0.1630723774433136,False,-1.5522044094495868e-08,0.2749181091785431,0,2458
122,RANDOM_40,1638,9.769962616701378e-15,0.577819287776947,0.16459757089614868,False,1.8005570368018198e-08,0.28485995531082153,0,2458
123,RANDOM_40,1638,9.769962616701378e-15,0.5951108336448669,0.16640138626098633,False,-2.2972624691419696e-08,0.279614120721817,0,2458
124,RANDOM_40,1638,9.769962616701378e-15,0.5372158885002136,0.16157948970794678,False,-4.066775360911379e-08,0.3007719814777374,0,2458
125,RANDOM_40,1638,9.769962616701378e-15,0.612899661064148,0.17311979830265045,False,-2.9802322387695312e-08,0.2824602723121643,0,2458
126,RANDOM_40,1638,9.769962616701378e-15,0.5601385831832886,0.17297272384166718,False,9.934107758624577e-09,0.3088034391403198,0,2458
127,RANDOM_40,1638,9.769962616701378e-15,0.5768986940383911,0.1638839840888977,False,-6.674478747470403e-09,0.28407758474349976,0,2458
128,RANDOM_40,1638,9.769962616701378e-15,0.5684874653816223,0.1666877418756485,False,-2.3903947266035175e-08,0.2932126820087433,0,2458
129,RANDOM_40,1638,9.769962616701378e-15,0.5974535942077637,0.16674832999706268,False,4.967053879312289e-09,0.27909839153289795,0,2458
130,RANDOM_40,1638,9.769962616701378e-15,0.5795604586601257,0.16541050374507904,False,-2.2351741790771484e-08,0.28540682792663574,0,2458
131,RANDOM_40,1638,9.769962616701378e-15,0.598452627658844,0.16624145209789276,False,-8.692344621863413e-09,0.2777854800224304,0,2458
132,RANDOM_40,1638,9.769962616701378e-15,0.6110134720802307,0.1631537526845932,False,8.692344621863413e-09,0.2670215368270874,0,2458
133,RANDOM_40,1638,9.769962616701378e-15,0.5951547026634216,0.17665569484233856,False,-5.743156172854924e-09,0.2968231439590454,0,2458
134,RANDOM_40,1638,9.769962616701378e-15,0.6714955568313599,0.18448121845722198,False,2.3283064365386963e-08,0.27473184466362,0,2458
135,RANDOM_40,1638,9.769962616701378e-15,0.6416065096855164,0.1716482937335968,False,-3.1354527862959e-08,0.2675289213657379,0,2458
136,RANDOM_40,1638,9.769962616701378e-15,0.5656329393386841,0.17262336611747742,False,1.7384689243726825e-08,0.3051861822605133,0,2458
137,RANDOM_40,1638,9.769962616701378e-15,0.5751549005508423,0.17841729521751404,False,8.07146260939362e-09,0.31020739674568176,0,2458
138,RANDOM_40,1638,9.769962616701378e-15,0.6123589873313904,0.16576994955539703,False,-8.847564458847046e-09,0.2707071304321289,0,2458
139,RANDOM_40,1638,9.769962616701378e-15,0.5973717570304871,0.16826646029949188,False,-1.30385160446167e-08,0.2816779613494873,0,2458
140,RANDOM_40,1638,9.769962616701378e-15,0.5845680236816406,0.17792591452598572,False,-6.73656685989954e-08,0.3043716251850128,0,2458
141,RANDOM_40,1638,9.769962616701378e-15,0.6051061153411865,0.16706976294517517,False,-1.2417634920325327e-08,0.27609995007514954,0,2458
142,RANDOM_40,1638,9.769962616701378e-15,0.5503193140029907,0.1674187332391739,False,5.277494885547185e-09,0.3042210638523102,0,2458
143,RANDOM_40,1638,9.769962616701378e-15,0.6399104595184326,0.16110460460186005,False,2.266218324109559e-08,0.25176116824150085,0,2458
144,RANDOM_40,1638,9.769962616701378e-15,0.6534432172775269,0.1718553602695465,False,-5.277494885547185e-09,0.26299968361854553,0,2458
145,RANDOM_40,1638,9.769962616701378e-15,0.6235305070877075,0.17149069905281067,False,4.346172310931706e-09,0.27503177523612976,0,2458
146,RANDOM_40,1638,9.769962616701378e-15,0.49896305799484253,0.15925145149230957,False,-1.0244548320770264e-08,0.31916481256484985,0,2458
147,RANDOM_40,1638,9.769962616701378e-15,0.6055295467376709,0.17008763551712036,False,1.862645149230957e-08,0.28089073300361633,0,2458
148,RANDOM_40,1638,9.769962616701378e-15,0.6277488470077515,0.18028324842453003,False,2.8870999813079834e-08,0.2871900796890259,0,2458
149,RANDOM_40,1638,9.769962616701378e-15,0.5723069906234741,0.17156945168972015,False,2.0799538091864633e-08,0.29978570342063904,0,2458
150,RANDOM_40,1638,9.769962616701378e-15,0.6371173858642578,0.1775282770395279,False,-9.778887033462524e-09,0.2786429524421692,0,2458
151,RANDOM_40,1638,9.769962616701378e-15,0.6387155652046204,0.17490774393081665,False,-1.5211602644171762e-08,0.2738429307937622,0,2458
152,RANDOM_40,1638,9.769962616701378e-15,0.6033571362495422,0.18004143238067627,False,-4.7497451305389404e-08,0.2983994483947754,0,2458
153,RANDOM_40,1638,9.769962616701378e-15,0.5689588785171509,0.16486164927482605,False,1.8316011818342304e-08,0.2897602319717407,0,2458
154,RANDOM_40,1638,9.769962616701378e-15,0.6211822032928467,0.17806558310985565,False,1.9868215517249155e-08,0.2866559624671936,0,2458
155,RANDOM_40,1638,9.769962616701378e-15,0.5912360548973083,0.17075885832309723,False,0.0,0.2888167202472687,0,2458
156,RANDOM_40,1638,9.769962616701378e-15,0.526873767375946,0.18424531817436218,False,4.346172310931706e-09,0.3496953547000885,0,2458
157,RANDOM_40,1638,9.769962616701378e-15,0.633050799369812,0.17580388486385345,False,2.4835269396561444e-09,0.2777089774608612,0,2458
158,RANDOM_40,1638,9.769962616701378e-15,0.6388440728187561,0.1798531711101532,False,-1.0865430333240056e-08,0.2815290689468384,0,2458
159,RANDOM_40,1638,9.769962616701378e-15,0.6195033192634583,0.1679912656545639,False,-1.2417634698280722e-09,0.27117088437080383,0,2458
0,RANDOM_40,1638,1.0547118733938987e-14,0.022178925573825836,0.003649219637736678,False,9.313225746154785e-10,0.16453546285629272,1,2458
1,RANDOM_40,1638,1.0547118733938987e-14,0.019157210364937782,0.0029835181776434183,False,-1.7074247571358114e-09,0.15573865175247192,1,2458
2,RANDOM_40,1638,1.0547118733938987e-14,0.026565181091427803,0.0048072668723762035,False,4.656612873077393e-10,0.18096119165420532,1,2458
3,RANDOM_40,1638,1.0547118733938987e-14,0.029156584292650223,0.005206282716244459,False,-2.4835269396561444e-09,0.17856284976005554,1,2458
4,RANDOM_40,1638,1.0547118733938987e-14,0.04332108795642853,0.006669818889349699,False,1.3969838619232178e-09,0.1539624035358429,1,2458
5,RANDOM_40,1638,1.0547118733938987e-14,0.04306177422404289,0.0073633561842143536,False,6.829699028543246e-09,0.17099519073963165,1,2458
6,RANDOM_40,1638,1.0547118733938987e-14,0.04612438380718231,0.006816214881837368,False,4.346172310931706e-09,0.14777898788452148,1,2458
7,RANDOM_40,1638,1.0547118733938987e-14,0.05100766196846962,0.007466471754014492,False,2.4835269396561444e-09,0.14637941122055054,1,2458
8,RANDOM_40,1638,1.0547118733938987e-14,0.04430359974503517,0.008209237828850746,False,-3.725290298461914e-09,0.18529504537582397,1,2458
9,RANDOM_40,1638,1.0547118733938987e-14,0.05096473544836044,0.007359733339399099,False,5.432715388664633e-10,0.14440834522247314,1,2458
10,RANDOM_40,1638,1.0547118733938987e-14,0.04716452956199646,0.00881904549896717,False,6.208817349140361e-10,0.18698470294475555,1,2458
11,RANDOM_40,1638,1.0547118733938987e-14,0.057117756456136703,0.008428504690527916,False,-1.862645149230957e-09,0.1475636512041092,1,2458
12,RANDOM_40,1638,1.0547118733938987e-14,0.06265608966350555,0.009041356854140759,False,2.3283064365386963e-09,0.14430132508277893,1,2458
13,RANDOM_40,1638,1.0547118733938987e-14,0.06420610845088959,0.010755708441138268,False,-4.967053879312289e-09,0.1675184667110443,1,2458
14,RANDOM_40,1638,1.0547118733938987e-14,0.07113999128341675,0.01139051839709282,False,0.0,0.1601141393184662,1,2458
15,RANDOM_40,1638,1.0547118733938987e-14,0.07933240383863449,0.012055831961333752,False,6.208817460162663e-09,0.15196605026721954,1,2458
16,RANDOM_40,1638,1.0547118733938987e-14,0.0842210203409195,0.01516505517065525,False,-6.208817349140361e-10,0.18006259202957153,1,2458
17,RANDOM_40,1638,1.0547118733938987e-14,0.09714432805776596,0.01784469373524189,False,-6.208817349140361e-10,0.1836925894021988,1,2458
18,RANDOM_40,1638,1.0547118733938987e-14,0.10363952070474625,0.019035274162888527,False,-5.743156172854924e-09,0.1836681067943573,1,2458
19,RANDOM_40,1638,1.0547118733938987e-14,0.11831247061491013,0.021698033437132835,False,0.0,0.18339599668979645,1,2458
20,RANDOM_40,1638,1.0547118733938987e-14,0.12494460493326187,0.022451581433415413,False,-1.055498977109437e-08,0.17969228327274323,1,2458
21,RANDOM_40,1638,1.0547118733938987e-14,0.15244777500629425,0.0253385528922081,False,4.967053879312289e-09,0.16621136665344238,1,2458
22,RANDOM_40,1638,1.0547118733938987e-14,0.15230651199817657,0.029858438298106194,False,-4.190951585769653e-09,0.1960417777299881,1,2458
23,RANDOM_40,1638,1.0547118733938987e-14,0.15964072942733765,0.02904369682073593,False,3.8805109126016646e-10,0.18193161487579346,1,2458
24,RANDOM_40,1638,1.0547118733938987e-14,0.17581340670585632,0.030847322195768356,False,6.674478747470403e-09,0.17545488476753235,1,2458
25,RANDOM_40,1638,1.0547118733938987e-14,0.22750578820705414,0.04129917547106743,False,3.1044087300813317e-09,0.18153022229671478,1,2458
26,RANDOM_40,1638,1.0547118733938987e-14,0.24208873510360718,0.044032949954271317,False,9.623667196478891e-09,0.1818876415491104,1,2458
27,RANDOM_40,1638,1.0547118733938987e-14,0.3072327673435211,0.06618395447731018,False,-3.1044087300813317e-09,0.21541957557201385,1,2458
28,RANDOM_40,1638,1.0547118733938987e-14,0.36614149808883667,0.07098585367202759,False,-1.2960906126124883e-08,0.19387546181678772,1,2458
29,RANDOM_40,1638,1.0547118733938987e-14,0.3804972171783447,0.08743114024400711,False,-5.898376453927767e-09,0.22978128492832184,1,2458
30,RANDOM_40,1638,1.0547118733938987e-14,0.4381951093673706,0.10432381182909012,False,-1.862645149230957e-09,0.23807616531848907,1,2458
31,RANDOM_40,1638,1.0547118733938987e-14,0.45761966705322266,0.10891953110694885,False,-1.5832483768463135e-08,0.23801322281360626,1,2458
32,RANDOM_40,1638,1.0547118733938987e-14,0.44279226660728455,0.12691240012645721,False,-5.432715388664633e-10,0.2866183817386627,1,2458
33,RANDOM_40,1638,1.0547118733938987e-14,0.5289612412452698,0.13483640551567078,False,2.017865696757326e-08,0.25490790605545044,1,2458
34,RANDOM_40,1638,1.0547118733938987e-14,0.5054244995117188,0.1232220008969307,False,-1.0710209608078003e-08,0.24379901587963104,1,2458
35,RANDOM_40,1638,1.0547118733938987e-14,0.4842589199542999,0.12844553589820862,False,-2.5688981608595896e-08,0.26524144411087036,1,2458
36,RANDOM_40,1638,1.0547118733938987e-14,0.5195475220680237,0.12262839078903198,False,-9.390836552825021e-09,0.23602920770645142,1,2458
