conditional_fraction,conditional_variance,coordinate,empirical_predictable_fraction,excess_kurtosis,family,fraction_within_1_96_sigma,fraction_within_one_sigma,measurement_noise_variance,noise_fraction,prior_variance,severe_non_gaussian,skewness,standardized_error_mean,standardized_error_variance,view
0.06943066664470375,0.00952939821326591,70,0.9305693333552962,-0.03321741176460602,RANDOM_40,0.2421875,0.12109375,0.19648860381746167,1.4316050652749408,0.13725056482649836,False,0.08471261637469582,0.024049623419476057,31.835876025679585,0
0.08149594631571011,0.010825596850895233,71,0.9185040536842899,-0.12302259472716415,RANDOM_40,0.28125,0.154296875,0.1886821712688154,1.4204142563449884,0.13283601627199418,False,-0.1420348912364252,-0.09428923363509134,31.154551123456688,0
0.07061567685352532,0.009748662243040274,72,0.9293843231464747,0.894251281774026,RANDOM_40,0.3125,0.18359375,0.18479870309000948,1.338612947604279,0.13805237983148488,False,0.05836172298710615,0.3820806993344156,31.640962024822986,0
0.06840671540627245,0.010364552766122727,73,0.9315932845937276,0.4656830711526645,RANDOM_40,0.306640625,0.169921875,0.18484668585015926,1.2200000248997493,0.15151367383402192,False,-0.2057700624031991,-0.2820313310687837,32.05881509351254,0
0.08716192927101353,0.01159269271609963,74,0.9128380707289865,0.17669297827479102,RANDOM_40,0.314453125,0.154296875,0.1980584658590824,1.4891413423526845,0.1330017911840196,False,0.06542321984148597,0.41312007866175343,28.38791856670616,0
0.06961822218183639,0.010706984299994447,75,0.9303817778181636,1.013352171003171,RANDOM_40,0.302734375,0.140625,0.19558195606147502,1.2716996392581794,0.15379571561061686,False,0.26101717257556833,0.11371675962291437,29.73095794113109,0
0.07623875313648351,0.009611853250509788,76,0.9237612468635165,1.6401394770103934,RANDOM_40,0.283203125,0.150390625,0.1900939140388215,1.507776139256494,0.12607568795495036,False,-0.1802145217502965,-0.483261494542026,34.04654330779134,0
0.08251290767907804,0.009625768711333724,77,0.917487092320922,0.31463189832802385,RANDOM_40,0.296875,0.130859375,0.18211596525708673,1.561113535841657,0.11665773249406933,False,0.08772862101855404,-0.05940289587544938,32.08355160484932,0
0.08162458030345822,0.01013446917495656,78,0.9183754196965418,0.642671392306021,RANDOM_40,0.26953125,0.142578125,0.18217427879788636,1.4672597836409522,0.12415952568796472,False,0.030438063116648595,-0.10228879724350448,30.716934205780966,0
0.07071156639949684,0.010552134834574787,79,0.9292884336005032,0.21655276265664192,RANDOM_40,0.298828125,0.15234375,0.22153166729373722,1.4845196206274196,0.1492278473221585,False,0.06334381798161724,0.14954894380808542,28.876372277202616,0
