status,fixture,masker,d_gene,checkpoint,factor,factor_family,raw_r2,learned_h_r2,h_minus_raw_r2,raw_recoverable,full_h_frobenius_kernel,mean_pool_used,raw_x_concatenated_to_h
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,antagonistic_19,antagonistic,0.81777473630106,0.7900217429360473,-0.02775299336501269,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,distributed_20,distributed,0.8423510599488935,0.8324018622025567,-0.009949197746336735,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,distributed_21,distributed,0.9384176126464077,0.9336133455389073,-0.004804267107500371,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,compact_22,compact,0.6006374381072597,0.5638201436375848,-0.036817294469674855,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,compact_23,compact,0.6077961456029275,0.5699571720209002,-0.03783897358202726,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,donor_24,donor,0.8046377152587759,0.7942535944439311,-0.010384120814844855,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,oracle,160,256,donor_25,donor,0.7635930425159229,0.7564603541010166,-0.007132688414906219,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,broad_00,broad,0.9282033299844916,0.9243465345339218,-0.0038567954505698276,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,broad_01,broad,0.8350486696996855,0.8264670652533166,-0.008581604446368907,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,broad_02,broad,0.888781784131058,0.8775805544665567,-0.011201229664501322,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,broad_03,broad,0.8465994574625909,0.8355908973785224,-0.011008560084068475,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,subtype_04,subtype,0.9244544861880502,0.920570310280719,-0.0038841759073311444,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,subtype_05,subtype,0.8951794925760891,0.8887153450388423,-0.006464147537246778,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,subtype_06,subtype,0.9333079018756565,0.9258719106612621,-0.007435991214394422,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,subtype_07,subtype,0.8923020242958171,0.883435090174271,-0.008866934121546044,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,state_08,state,0.9271312363321145,0.9189130679988764,-0.008218168333238074,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,state_09,state,0.9038083439267867,0.8957574986042344,-0.008050845322552291,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,state_10,state,0.8661069472401078,0.8548254042988315,-0.011281542941276368,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,state_11,state,0.8289849026112628,0.8099419112061755,-0.01904299140508725,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,fine_12,fine,0.8955817351774182,0.8861782962818139,-0.009403438895604355,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,fine_13,fine,0.8410809760671851,0.8294096391121794,-0.011671336955005773,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,fine_14,fine,0.8027255732467228,0.7890555173608795,-0.013670055885843246,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,fine_15,fine,0.8438384911924108,0.8186347455871578,-0.02520374560525307,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,rare_16,rare,0.6363045153979747,0.5942082812626122,-0.042096234135362565,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,rare_17,rare,0.5323494987020954,0.5062664692774407,-0.02608302942465468,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,antagonistic_18,antagonistic,0.8524745938457886,0.8445437918655232,-0.007930801980265412,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,antagonistic_19,antagonistic,0.81777473630106,0.7963570176110943,-0.02141771868996567,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,distributed_20,distributed,0.8423510599488935,0.8353975617994942,-0.006953498149399273,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,distributed_21,distributed,0.9384176126464077,0.9342166973394052,-0.004200915307002506,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,compact_22,compact,0.6006374381072597,0.5733693737194576,-0.02726806438780205,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,compact_23,compact,0.6077961456029275,0.5800618532134596,-0.027734292389467896,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,donor_24,donor,0.8046377152587759,0.7980008151605217,-0.006636900098254239,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,0,donor_25,donor,0.7635930425159229,0.757314164452046,-0.006278878063876836,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,broad_00,broad,0.9282033299844916,0.9228876326529941,-0.005315697331497504,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,broad_01,broad,0.8350486696996855,0.8248401930547448,-0.010208476644940734,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,broad_02,broad,0.888781784131058,0.8749903492885823,-0.013791434842475692,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,broad_03,broad,0.8465994574625909,0.8315351218867156,-0.015064335575875276,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,subtype_04,subtype,0.9244544861880502,0.9200649586196795,-0.0043895275683706325,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,subtype_05,subtype,0.8951794925760891,0.8877078335273082,-0.007471659048780888,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,subtype_06,subtype,0.9333079018756565,0.9249065610027852,-0.008401340872871255,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,subtype_07,subtype,0.8923020242958171,0.8816849118799581,-0.010617112415858942,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,state_08,state,0.9271312363321145,0.9156101621580451,-0.011521074174069335,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,state_09,state,0.9038083439267867,0.8950837368783345,-0.008724607048452127,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,state_10,state,0.8661069472401078,0.8546799399580669,-0.011427007282040935,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,state_11,state,0.8289849026112628,0.8085656426745365,-0.02041925993672633,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,fine_12,fine,0.8955817351774182,0.882321303753328,-0.01326043142409028,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,fine_13,fine,0.8410809760671851,0.8295743363790158,-0.01150663968816934,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,fine_14,fine,0.8027255732467228,0.7867253116906365,-0.016000261556086248,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,fine_15,fine,0.8438384911924108,0.8180917563263027,-0.025746734866108123,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,rare_16,rare,0.6363045153979747,0.5859266160983532,-0.050377899299621554,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,rare_17,rare,0.5323494987020954,0.49877080825733733,-0.03357869044475803,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,antagonistic_18,antagonistic,0.8524745938457886,0.8404938978590162,-0.011980695986772427,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,antagonistic_19,antagonistic,0.81777473630106,0.7900814201735208,-0.027693316127539225,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,distributed_20,distributed,0.8423510599488935,0.8325477849829093,-0.00980327496598421,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,distributed_21,distributed,0.9384176126464077,0.9337712701955786,-0.004646342450829066,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,compact_22,compact,0.6006374381072597,0.5637009938142651,-0.036936444292994586,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,compact_23,compact,0.6077961456029275,0.5704966350188779,-0.03729951058404957,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,donor_24,donor,0.8046377152587759,0.7943353000084462,-0.01030241525032971,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,64,donor_25,donor,0.7635930425159229,0.7568152260641332,-0.006777816451789653,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,broad_00,broad,0.9282033299844916,0.9228480196852324,-0.005355310299259175,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,broad_01,broad,0.8350486696996855,0.8246471750810273,-0.010401494618658247,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,broad_02,broad,0.888781784131058,0.8746813645882185,-0.01410041954283947,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,broad_03,broad,0.8465994574625909,0.8311972279045476,-0.015402229558043268,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,subtype_04,subtype,0.9244544861880502,0.9198653778097754,-0.004589108378274753,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,subtype_05,subtype,0.8951794925760891,0.8875723826723753,-0.007607109903713827,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,subtype_06,subtype,0.9333079018756565,0.9246271213305327,-0.008680780545123779,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,subtype_07,subtype,0.8923020242958171,0.8817497571721471,-0.010552267123669967,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,state_08,state,0.9271312363321145,0.9154020139561428,-0.011729222375971626,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,state_09,state,0.9038083439267867,0.8951958050597579,-0.00861253886702873,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,state_10,state,0.8661069472401078,0.8544009705259982,-0.011705976714109667,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,state_11,state,0.8289849026112628,0.8082971311522706,-0.020687771458992144,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,fine_12,fine,0.8955817351774182,0.8821892743746379,-0.013392460802780337,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,fine_13,fine,0.8410809760671851,0.8297048171895554,-0.011376158877629772,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,fine_14,fine,0.8027255732467228,0.7866797323030182,-0.016045840943704537,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,fine_15,fine,0.8438384911924108,0.8181102018920654,-0.02572828930034543,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,rare_16,rare,0.6363045153979747,0.5844082891326533,-0.05189622626532142,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,rare_17,rare,0.5323494987020954,0.4978708459379454,-0.034478652764149964,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,antagonistic_18,antagonistic,0.8524745938457886,0.8403858263423045,-0.012088767503484088,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,antagonistic_19,antagonistic,0.81777473630106,0.7898881828571022,-0.02788655344395785,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,distributed_20,distributed,0.8423510599488935,0.8324673584429632,-0.00988370150593032,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,distributed_21,distributed,0.9384176126464077,0.933704367428085,-0.004713245218322615,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,compact_22,compact,0.6006374381072597,0.5638998472524703,-0.03673759085478934,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,compact_23,compact,0.6077961456029275,0.5701463824142357,-0.03764976318869184,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,donor_24,donor,0.8046377152587759,0.7942451561749266,-0.010392559083849284,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,128,donor_25,donor,0.7635930425159229,0.7567711529694667,-0.006821889546456128,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,broad_00,broad,0.9282033299844916,0.9228090565576229,-0.005394273426868712,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,broad_01,broad,0.8350486696996855,0.8244217129751297,-0.010626956724555825,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,broad_02,broad,0.888781784131058,0.874344399370455,-0.014437384760602967,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,broad_03,broad,0.8465994574625909,0.8308414427661903,-0.01575801469640059,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,subtype_04,subtype,0.9244544861880502,0.9196836838104981,-0.004770802377552008,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,subtype_05,subtype,0.8951794925760891,0.8873858449410659,-0.007793647635023215,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,subtype_06,subtype,0.9333079018756565,0.9243572411030554,-0.008950660772601093,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,subtype_07,subtype,0.8923020242958171,0.8817150950641257,-0.010586929231691355,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,state_08,state,0.9271312363321145,0.915253504497801,-0.01187773183431351,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,state_09,state,0.9038083439267867,0.8951913931446458,-0.008616950782140864,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,state_10,state,0.8661069472401078,0.8541119581105403,-0.011994989129567535,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,state_11,state,0.8289849026112628,0.8078577053127703,-0.02112719729849244,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,fine_12,fine,0.8955817351774182,0.8820996777541401,-0.013482057423278127,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,fine_13,fine,0.8410809760671851,0.8297164621264496,-0.011364513940735566,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,fine_14,fine,0.8027255732467228,0.7865117557842534,-0.016213817462469415,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,fine_15,fine,0.8438384911924108,0.8180243297646499,-0.02581416142776094,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,rare_16,rare,0.6363045153979747,0.5832826422295119,-0.05302187316846285,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,rare_17,rare,0.5323494987020954,0.49749503369075077,-0.03485446501134459,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,antagonistic_18,antagonistic,0.8524745938457886,0.8402472406307665,-0.012227353215022108,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,antagonistic_19,antagonistic,0.81777473630106,0.7896489185763859,-0.02812581772467415,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,distributed_20,distributed,0.8423510599488935,0.8323514155937537,-0.00999964435513978,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,distributed_21,distributed,0.9384176126464077,0.9335630863718927,-0.004854526274514992,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,compact_22,compact,0.6006374381072597,0.5639056434162757,-0.03673179469098398,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,compact_23,compact,0.6077961456029275,0.5697968355719308,-0.03799931003099666,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,donor_24,donor,0.8046377152587759,0.7942537356507899,-0.010383979607985983,True,True,False,False
PROVISIONAL - SYNTHETIC ONLY - NOT FROZEN,partial_correlation,graph_free,160,256,donor_25,donor,0.7635930425159229,0.7564395642556329,-0.007153478260290003,True,True,False,False
