status,donor_fold,prefix,median_canonical_correlation,projector_similarity
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,0,384,0.9913429021835327,0.8145554661750793
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,16,0.9941130876541138,0.9678708910942078
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,32,0.9933941960334778,0.90788733959198
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,48,0.9915661811828613,0.8675441741943359
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,64,0.9920363426208496,0.888311505317688
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,80,0.9928520917892456,0.8835018277168274
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,96,0.9933178424835205,0.8791540265083313
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,112,0.9937756061553955,0.8781472444534302
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,128,0.9940550327301025,0.8734487295150757
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,144,0.9944782257080078,0.8714774250984192
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,160,0.9945845603942871,0.8677484393119812
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,176,0.9947503209114075,0.8593403100967407
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,192,0.994735836982727,0.858734130859375
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,208,0.9947746992111206,0.8600013256072998
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,224,0.9949065446853638,0.8609739542007446
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,240,0.9948853850364685,0.8605584502220154
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,256,0.994736909866333,0.8589551448822021
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,272,0.9946526885032654,0.8590841889381409
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,288,0.9944454431533813,0.8605827689170837
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,304,0.9941437840461731,0.860602617263794
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,320,0.9936822056770325,0.8569628596305847
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,336,0.9931073188781738,0.8467252850532532
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,352,0.992457389831543,0.831962525844574
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,368,0.9916208982467651,0.8145183324813843
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,1,384,0.9908589124679565,0.796174943447113
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,16,0.9826018214225769,0.889086127281189
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,32,0.9696701765060425,0.7250484228134155
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,48,0.9231582880020142,0.6374907493591309
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,64,0.9218456149101257,0.6359604001045227
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,80,0.9314453601837158,0.6489741206169128
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,96,0.9318103790283203,0.6477553248405457
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,112,0.948125422000885,0.6529666185379028
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,128,0.9572885036468506,0.6523991823196411
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,144,0.9628211855888367,0.6538248658180237
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,160,0.9737790822982788,0.6700169444084167
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,176,0.9777312874794006,0.6727559566497803
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,192,0.9798197746276855,0.6706913113594055
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,208,0.980725884437561,0.6639100313186646
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,224,0.9814956784248352,0.6591971516609192
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,240,0.9814491868019104,0.6550577878952026
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,256,0.980871319770813,0.6527984142303467
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,272,0.9805237054824829,0.6565784215927124
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,288,0.9795651435852051,0.6604632139205933
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,304,0.9776161909103394,0.6612498760223389
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,320,0.9757190942764282,0.6617997884750366
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,336,0.9729231595993042,0.6597551703453064
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,352,0.969234824180603,0.6558533310890198
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,368,0.9648658037185669,0.6500348448753357
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,2,384,0.9585798978805542,0.6426889896392822
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,16,0.9897209405899048,0.911953866481781
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,32,0.9809004068374634,0.7303348779678345
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,48,0.9476417899131775,0.6912804245948792
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,64,0.9479612112045288,0.6956920623779297
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,80,0.9629021883010864,0.6971701383590698
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,96,0.9715272188186646,0.7128809094429016
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,112,0.9774532914161682,0.7201986312866211
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,128,0.9789836406707764,0.7123938798904419
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,144,0.9821447134017944,0.7159276604652405
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,160,0.984068751335144,0.7183864712715149
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,176,0.9858704209327698,0.7344740033149719
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,192,0.9870204925537109,0.7353959083557129
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,208,0.9876433610916138,0.7314655780792236
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,224,0.9878392219543457,0.7266295552253723
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,240,0.9879732131958008,0.7223264575004578
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,256,0.9877222776412964,0.722023606300354
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,272,0.9878132343292236,0.7199915647506714
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,288,0.9876839518547058,0.7204877138137817
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,304,0.987097978591919,0.7243303060531616
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,320,0.9861412644386292,0.7283666729927063
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,336,0.9851252436637878,0.7278308868408203
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,352,0.9839740991592407,0.723885178565979
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,368,0.9829072952270508,0.7161922454833984
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,3,384,0.9804918766021729,0.7063045501708984
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,16,0.9978909492492676,0.9343117475509644
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,32,0.9966170787811279,0.9567397832870483
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,48,0.9961117506027222,0.9605345726013184
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,64,0.9965882301330566,0.9722155332565308
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,80,0.9968202114105225,0.9699407815933228
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,96,0.9968706369400024,0.9705653190612793
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,112,0.9970532655715942,0.9658966064453125
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,128,0.9970524311065674,0.9740315079689026
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,144,0.9970852136611938,0.9778096079826355
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,160,0.997026801109314,0.9723041653633118
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,176,0.9970242381095886,0.9650773406028748
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,192,0.9970104694366455,0.9748061299324036
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,208,0.9969495534896851,0.9745649099349976
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,224,0.9969109892845154,0.9687672853469849
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,240,0.9968687295913696,0.9620277285575867
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,256,0.9967621564865112,0.9525995850563049
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,272,0.9966945648193359,0.9638923406600952
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,288,0.9965721964836121,0.9634381532669067
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,304,0.9965071082115173,0.9600663185119629
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,320,0.9964107275009155,0.9515373110771179
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,336,0.9962218403816223,0.9312145709991455
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,352,0.9960172176361084,0.9081871509552002
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,368,0.9958181977272034,0.8845513463020325
STAGE81A3R_GLOBAL_DIMENSION_RANGE_CLOSURE_COMPLETE_NOT_FROZEN,4,384,0.9954348802566528,0.8616542816162109
