factor,family,r2,representation,view
8,COEXPRESSION_BLOCK_40,0.8468696475028992,diagonalized,3
9,COEXPRESSION_BLOCK_40,0.8830914497375488,diagonalized,3
10,COEXPRESSION_BLOCK_40,0.8663294315338135,diagonalized,3
11,COEXPRESSION_BLOCK_40,0.855781078338623,diagonalized,3
12,COEXPRESSION_BLOCK_40,0.8193674683570862,diagonalized,3
13,COEXPRESSION_BLOCK_40,0.8366692662239075,diagonalized,3
14,COEXPRESSION_BLOCK_40,0.8234269618988037,diagonalized,3
15,COEXPRESSION_BLOCK_40,0.8558012247085571,diagonalized,3
16,COEXPRESSION_BLOCK_40,0.8784499168395996,diagonalized,3
17,COEXPRESSION_BLOCK_40,0.8767274618148804,diagonalized,3
18,COEXPRESSION_BLOCK_40,0.8550985455513,diagonalized,3
19,COEXPRESSION_BLOCK_40,0.8672815561294556,diagonalized,3
20,COEXPRESSION_BLOCK_40,0.8110796213150024,diagonalized,3
21,COEXPRESSION_BLOCK_40,0.8469405174255371,diagonalized,3
22,COEXPRESSION_BLOCK_40,0.8466904163360596,diagonalized,3
23,COEXPRESSION_BLOCK_40,0.8746803998947144,diagonalized,3
24,COEXPRESSION_BLOCK_40,0.9019091129302979,diagonalized,3
25,COEXPRESSION_BLOCK_40,0.874639093875885,diagonalized,3
26,COEXPRESSION_BLOCK_40,0.8519536256790161,diagonalized,3
27,COEXPRESSION_BLOCK_40,0.8669891357421875,diagonalized,3
28,COEXPRESSION_BLOCK_40,0.8283569812774658,diagonalized,3
29,COEXPRESSION_BLOCK_40,0.8661821484565735,diagonalized,3
30,COEXPRESSION_BLOCK_40,0.8466123938560486,diagonalized,3
31,COEXPRESSION_BLOCK_40,0.8839589357376099,diagonalized,3
0,COEXPRESSION_BLOCK_40,0.83089280128479,belief,3
1,COEXPRESSION_BLOCK_40,0.8964537382125854,belief,3
2,COEXPRESSION_BLOCK_40,0.8436242341995239,belief,3
3,COEXPRESSION_BLOCK_40,0.8495344519615173,belief,3
4,COEXPRESSION_BLOCK_40,0.8928170204162598,belief,3
5,COEXPRESSION_BLOCK_40,0.8381739258766174,belief,3
6,COEXPRESSION_BLOCK_40,0.8736105561256409,belief,3
7,COEXPRESSION_BLOCK_40,0.8914171457290649,belief,3
8,COEXPRESSION_BLOCK_40,0.8468703627586365,belief,3
9,COEXPRESSION_BLOCK_40,0.8830913305282593,belief,3
10,COEXPRESSION_BLOCK_40,0.8663266897201538,belief,3
11,COEXPRESSION_BLOCK_40,0.8557795286178589,belief,3
12,COEXPRESSION_BLOCK_40,0.8193694353103638,belief,3
13,COEXPRESSION_BLOCK_40,0.8366551995277405,belief,3
14,COEXPRESSION_BLOCK_40,0.8234499096870422,belief,3
15,COEXPRESSION_BLOCK_40,0.8557980060577393,belief,3
16,COEXPRESSION_BLOCK_40,0.8784486651420593,belief,3
17,COEXPRESSION_BLOCK_40,0.8767307996749878,belief,3
18,COEXPRESSION_BLOCK_40,0.8551004528999329,belief,3
19,COEXPRESSION_BLOCK_40,0.8672924041748047,belief,3
20,COEXPRESSION_BLOCK_40,0.8110805153846741,belief,3
21,COEXPRESSION_BLOCK_40,0.8469398021697998,belief,3
22,COEXPRESSION_BLOCK_40,0.846695065498352,belief,3
23,COEXPRESSION_BLOCK_40,0.8746820688247681,belief,3
24,COEXPRESSION_BLOCK_40,0.901910126209259,belief,3
25,COEXPRESSION_BLOCK_40,0.8746403455734253,belief,3
26,COEXPRESSION_BLOCK_40,0.8519536256790161,belief,3
27,COEXPRESSION_BLOCK_40,0.8669893145561218,belief,3
28,COEXPRESSION_BLOCK_40,0.8283513784408569,belief,3
29,COEXPRESSION_BLOCK_40,0.866182267665863,belief,3
30,COEXPRESSION_BLOCK_40,0.8466094136238098,belief,3
31,COEXPRESSION_BLOCK_40,0.8839585781097412,belief,3
