factor,family,r2,representation,view
10,RANDOM_40,0.8909750580787659,belief,0
11,RANDOM_40,0.8828268051147461,belief,0
12,RANDOM_40,0.8455731272697449,belief,0
13,RANDOM_40,0.8741157054901123,belief,0
14,RANDOM_40,0.859965980052948,belief,0
15,RANDOM_40,0.8649897575378418,belief,0
16,RANDOM_40,0.8884865045547485,belief,0
17,RANDOM_40,0.8737822771072388,belief,0
18,RANDOM_40,0.8722903728485107,belief,0
19,RANDOM_40,0.8877564668655396,belief,0
20,RANDOM_40,0.8734759092330933,belief,0
21,RANDOM_40,0.8690639734268188,belief,0
22,RANDOM_40,0.8582712411880493,belief,0
23,RANDOM_40,0.8834336400032043,belief,0
24,RANDOM_40,0.9300996661186218,belief,0
25,RANDOM_40,0.894798219203949,belief,0
26,RANDOM_40,0.8981377482414246,belief,0
27,RANDOM_40,0.8900847434997559,belief,0
28,RANDOM_40,0.879231333732605,belief,0
29,RANDOM_40,0.903937578201294,belief,0
30,RANDOM_40,0.8848799467086792,belief,0
31,RANDOM_40,0.8931066393852234,belief,0
0,RANDOM_40,0.8940966725349426,visible,1
1,RANDOM_40,0.9029393196105957,visible,1
2,RANDOM_40,0.874106764793396,visible,1
3,RANDOM_40,0.8868303298950195,visible,1
4,RANDOM_40,0.9017675518989563,visible,1
5,RANDOM_40,0.8734582662582397,visible,1
6,RANDOM_40,0.9015219211578369,visible,1
7,RANDOM_40,0.9182941913604736,visible,1
8,RANDOM_40,0.900682270526886,visible,1
9,RANDOM_40,0.8745610117912292,visible,1
10,RANDOM_40,0.8909032344818115,visible,1
11,RANDOM_40,0.8919545412063599,visible,1
12,RANDOM_40,0.8570753335952759,visible,1
13,RANDOM_40,0.8554673194885254,visible,1
14,RANDOM_40,0.8734206557273865,visible,1
15,RANDOM_40,0.8706790208816528,visible,1
16,RANDOM_40,0.8963615894317627,visible,1
17,RANDOM_40,0.8660184144973755,visible,1
18,RANDOM_40,0.8686418533325195,visible,1
19,RANDOM_40,0.8758877515792847,visible,1
20,RANDOM_40,0.8857171535491943,visible,1
21,RANDOM_40,0.8581449389457703,visible,1
22,RANDOM_40,0.8796077370643616,visible,1
23,RANDOM_40,0.8805339932441711,visible,1
24,RANDOM_40,0.926385760307312,visible,1
25,RANDOM_40,0.885086715221405,visible,1
26,RANDOM_40,0.882526695728302,visible,1
27,RANDOM_40,0.8770086765289307,visible,1
28,RANDOM_40,0.8917171359062195,visible,1
29,RANDOM_40,0.8785131573677063,visible,1
30,RANDOM_40,0.8874216079711914,visible,1
31,RANDOM_40,0.8980292081832886,visible,1
0,RANDOM_40,0.894474983215332,raw,1
1,RANDOM_40,0.9018206596374512,raw,1
2,RANDOM_40,0.872942328453064,raw,1
3,RANDOM_40,0.8798457980155945,raw,1
4,RANDOM_40,0.9009889364242554,raw,1
5,RANDOM_40,0.8708727359771729,raw,1
6,RANDOM_40,0.9013360142707825,raw,1
7,RANDOM_40,0.9128579497337341,raw,1
8,RANDOM_40,0.9003607630729675,raw,1
9,RANDOM_40,0.8749368190765381,raw,1
10,RANDOM_40,0.8902328014373779,raw,1
11,RANDOM_40,0.8915518522262573,raw,1
12,RANDOM_40,0.857286810874939,raw,1
13,RANDOM_40,0.8539837598800659,raw,1
14,RANDOM_40,0.8736428022384644,raw,1
15,RANDOM_40,0.8698132038116455,raw,1
16,RANDOM_40,0.8963285684585571,raw,1
17,RANDOM_40,0.8625329732894897,raw,1
18,RANDOM_40,0.8690670728683472,raw,1
19,RANDOM_40,0.8757503628730774,raw,1
20,RANDOM_40,0.885648250579834,raw,1
21,RANDOM_40,0.8572184443473816,raw,1
22,RANDOM_40,0.8795203566551208,raw,1
23,RANDOM_40,0.8767043352127075,raw,1
24,RANDOM_40,0.9187585711479187,raw,1
25,RANDOM_40,0.8839974999427795,raw,1
26,RANDOM_40,0.882965624332428,raw,1
27,RANDOM_40,0.8762598037719727,raw,1
28,RANDOM_40,0.8915711045265198,raw,1
29,RANDOM_40,0.8771131634712219,raw,1
30,RANDOM_40,0.8860204219818115,raw,1
31,RANDOM_40,0.8961100578308105,raw,1
0,RANDOM_40,0.8941097855567932,diagonalized,1
1,RANDOM_40,0.902716338634491,diagonalized,1
2,RANDOM_40,0.8742942810058594,diagonalized,1
3,RANDOM_40,0.8864805698394775,diagonalized,1
4,RANDOM_40,0.9015840888023376,diagonalized,1
5,RANDOM_40,0.8732653260231018,diagonalized,1
6,RANDOM_40,0.9015960693359375,diagonalized,1
7,RANDOM_40,0.9187070727348328,diagonalized,1
8,RANDOM_40,0.9008033275604248,diagonalized,1
9,RANDOM_40,0.8744678497314453,diagonalized,1
10,RANDOM_40,0.8908163905143738,diagonalized,1
11,RANDOM_40,0.8919129371643066,diagonalized,1
12,RANDOM_40,0.8570475578308105,diagonalized,1
13,RANDOM_40,0.8550812602043152,diagonalized,1
14,RANDOM_40,0.8733437061309814,diagonalized,1
15,RANDOM_40,0.8705530166625977,diagonalized,1
16,RANDOM_40,0.8964791893959045,diagonalized,1
17,RANDOM_40,0.8652942180633545,diagonalized,1
18,RANDOM_40,0.8693141937255859,diagonalized,1
19,RANDOM_40,0.8757296800613403,diagonalized,1
20,RANDOM_40,0.8855733275413513,diagonalized,1
21,RANDOM_40,0.858877956867218,diagonalized,1
22,RANDOM_40,0.879768431186676,diagonalized,1
23,RANDOM_40,0.8803747296333313,diagonalized,1
24,RANDOM_40,0.9263463616371155,diagonalized,1
25,RANDOM_40,0.884589433670044,diagonalized,1
26,RANDOM_40,0.8829169869422913,diagonalized,1
27,RANDOM_40,0.8766933083534241,diagonalized,1
28,RANDOM_40,0.8918327689170837,diagonalized,1
29,RANDOM_40,0.878696620464325,diagonalized,1
30,RANDOM_40,0.8873664736747742,diagonalized,1
31,RANDOM_40,0.8981201648712158,diagonalized,1
0,RANDOM_40,0.8941050171852112,belief,1
1,RANDOM_40,0.9027152061462402,belief,1
2,RANDOM_40,0.8742936849594116,belief,1
3,RANDOM_40,0.8864821195602417,belief,1
4,RANDOM_40,0.9015840291976929,belief,1
5,RANDOM_40,0.8732646107673645,belief,1
6,RANDOM_40,0.901595950126648,belief,1
7,RANDOM_40,0.9187082052230835,belief,1
8,RANDOM_40,0.9008033275604248,belief,1
9,RANDOM_40,0.8744675517082214,belief,1
10,RANDOM_40,0.890816330909729,belief,1
11,RANDOM_40,0.8919129371643066,belief,1
12,RANDOM_40,0.8570482730865479,belief,1
13,RANDOM_40,0.8550775051116943,belief,1
14,RANDOM_40,0.8733447194099426,belief,1
15,RANDOM_40,0.8705514669418335,belief,1
16,RANDOM_40,0.8964782953262329,belief,1
17,RANDOM_40,0.865294337272644,belief,1
18,RANDOM_40,0.8693149089813232,belief,1
19,RANDOM_40,0.8757299184799194,belief,1
20,RANDOM_40,0.8855714797973633,belief,1
21,RANDOM_40,0.8588768243789673,belief,1
22,RANDOM_40,0.8797668814659119,belief,1
23,RANDOM_40,0.8803744316101074,belief,1
24,RANDOM_40,0.9263461828231812,belief,1
25,RANDOM_40,0.8845875859260559,belief,1
26,RANDOM_40,0.8829166889190674,belief,1
27,RANDOM_40,0.87669438123703,belief,1
28,RANDOM_40,0.8918319344520569,belief,1
29,RANDOM_40,0.8786959052085876,belief,1
30,RANDOM_40,0.8873642086982727,belief,1
31,RANDOM_40,0.8981202244758606,belief,1
0,RANDOM_40,0.8836061358451843,visible,2
1,RANDOM_40,0.8955280184745789,visible,2
2,RANDOM_40,0.8775825500488281,visible,2
3,RANDOM_40,0.892366349697113,visible,2
4,RANDOM_40,0.9027012586593628,visible,2
5,RANDOM_40,0.8820552229881287,visible,2
6,RANDOM_40,0.8849180340766907,visible,2
7,RANDOM_40,0.9105795621871948,visible,2
8,RANDOM_40,0.8869134783744812,visible,2
9,RANDOM_40,0.8748020529747009,visible,2
10,RANDOM_40,0.8672005534172058,visible,2
11,RANDOM_40,0.8884254693984985,visible,2
12,RANDOM_40,0.8512107133865356,visible,2
13,RANDOM_40,0.8672789931297302,visible,2
14,RANDOM_40,0.8519755005836487,visible,2
15,RANDOM_40,0.8807728290557861,visible,2
16,RANDOM_40,0.892432451248169,visible,2
17,RANDOM_40,0.8811622262001038,visible,2
18,RANDOM_40,0.8716331720352173,visible,2
19,RANDOM_40,0.8928430080413818,visible,2
20,RANDOM_40,0.8815699815750122,visible,2
21,RANDOM_40,0.8621771335601807,visible,2
22,RANDOM_40,0.8632133603096008,visible,2
23,RANDOM_40,0.8877696990966797,visible,2
24,RANDOM_40,0.9286505579948425,visible,2
25,RANDOM_40,0.8837548494338989,visible,2
26,RANDOM_40,0.8739726543426514,visible,2
27,RANDOM_40,0.8933589458465576,visible,2
28,RANDOM_40,0.8849016427993774,visible,2
29,RANDOM_40,0.8846551179885864,visible,2
30,RANDOM_40,0.8888885974884033,visible,2
31,RANDOM_40,0.8895897269248962,visible,2
0,RANDOM_40,0.8843103051185608,raw,2
1,RANDOM_40,0.8940675854682922,raw,2
2,RANDOM_40,0.8757345676422119,raw,2
3,RANDOM_40,0.887180507183075,raw,2
4,RANDOM_40,0.9019681215286255,raw,2
5,RANDOM_40,0.8810195922851562,raw,2
6,RANDOM_40,0.8848832845687866,raw,2
7,RANDOM_40,0.9058438539505005,raw,2
8,RANDOM_40,0.8860388994216919,raw,2
9,RANDOM_40,0.8748932480812073,raw,2
10,RANDOM_40,0.8662409782409668,raw,2
11,RANDOM_40,0.8876383304595947,raw,2
12,RANDOM_40,0.8508497476577759,raw,2
13,RANDOM_40,0.8631991147994995,raw,2
14,RANDOM_40,0.8531802296638489,raw,2
15,RANDOM_40,0.8793471455574036,raw,2
16,RANDOM_40,0.891635537147522,raw,2
17,RANDOM_40,0.8747877478599548,raw,2
18,RANDOM_40,0.8721054792404175,raw,2
19,RANDOM_40,0.8930620551109314,raw,2
20,RANDOM_40,0.8817622661590576,raw,2
21,RANDOM_40,0.8608238697052002,raw,2
22,RANDOM_40,0.8631761074066162,raw,2
23,RANDOM_40,0.885306179523468,raw,2
24,RANDOM_40,0.9205876588821411,raw,2
25,RANDOM_40,0.881577730178833,raw,2
26,RANDOM_40,0.8734213709831238,raw,2
27,RANDOM_40,0.893222987651825,raw,2
28,RANDOM_40,0.8850338459014893,raw,2
29,RANDOM_40,0.8809887170791626,raw,2
30,RANDOM_40,0.8879571557044983,raw,2
31,RANDOM_40,0.8880807757377625,raw,2
0,RANDOM_40,0.8837404251098633,diagonalized,2
1,RANDOM_40,0.8952612280845642,diagonalized,2
2,RANDOM_40,0.8777580261230469,diagonalized,2
3,RANDOM_40,0.8921898007392883,diagonalized,2
4,RANDOM_40,0.90245121717453,diagonalized,2
5,RANDOM_40,0.8821035027503967,diagonalized,2
6,RANDOM_40,0.8850406408309937,diagonalized,2
7,RANDOM_40,0.910987138748169,diagonalized,2
8,RANDOM_40,0.8868430256843567,diagonalized,2
9,RANDOM_40,0.8746259212493896,diagonalized,2
10,RANDOM_40,0.8670107126235962,diagonalized,2
11,RANDOM_40,0.8881769180297852,diagonalized,2
12,RANDOM_40,0.8512769937515259,diagonalized,2
13,RANDOM_40,0.8671261072158813,diagonalized,2
14,RANDOM_40,0.8516949415206909,diagonalized,2
15,RANDOM_40,0.8807510137557983,diagonalized,2
16,RANDOM_40,0.8922926187515259,diagonalized,2
17,RANDOM_40,0.8800402879714966,diagonalized,2
18,RANDOM_40,0.871635377407074,diagonalized,2
19,RANDOM_40,0.8926100134849548,diagonalized,2
20,RANDOM_40,0.8815605640411377,diagonalized,2
21,RANDOM_40,0.8622525930404663,diagonalized,2
22,RANDOM_40,0.8633435964584351,diagonalized,2
23,RANDOM_40,0.8877295255661011,diagonalized,2
24,RANDOM_40,0.9283860921859741,diagonalized,2
25,RANDOM_40,0.8829730153083801,diagonalized,2
26,RANDOM_40,0.8737265467643738,diagonalized,2
27,RANDOM_40,0.8932708501815796,diagonalized,2
28,RANDOM_40,0.8849337697029114,diagonalized,2
29,RANDOM_40,0.8849418759346008,diagonalized,2
30,RANDOM_40,0.8889147043228149,diagonalized,2
31,RANDOM_40,0.88979172706604,diagonalized,2
0,RANDOM_40,0.8837370276451111,belief,2
1,RANDOM_40,0.8952615261077881,belief,2
2,RANDOM_40,0.8777580261230469,belief,2
3,RANDOM_40,0.8921903371810913,belief,2
4,RANDOM_40,0.9024510383605957,belief,2
5,RANDOM_40,0.8821033835411072,belief,2
6,RANDOM_40,0.885040819644928,belief,2
7,RANDOM_40,0.9109871983528137,belief,2
8,RANDOM_40,0.8868424296379089,belief,2
9,RANDOM_40,0.8746262788772583,belief,2
10,RANDOM_40,0.867009699344635,belief,2
11,RANDOM_40,0.8881760835647583,belief,2
12,RANDOM_40,0.8512775301933289,belief,2
13,RANDOM_40,0.8671272993087769,belief,2
14,RANDOM_40,0.8516992926597595,belief,2
15,RANDOM_40,0.8807500004768372,belief,2
16,RANDOM_40,0.8922927379608154,belief,2
17,RANDOM_40,0.8800411820411682,belief,2
18,RANDOM_40,0.8716342449188232,belief,2
19,RANDOM_40,0.8926091194152832,belief,2
20,RANDOM_40,0.8815598487854004,belief,2
21,RANDOM_40,0.8622522354125977,belief,2
22,RANDOM_40,0.8633435368537903,belief,2
23,RANDOM_40,0.8877283334732056,belief,2
24,RANDOM_40,0.9283876419067383,belief,2
25,RANDOM_40,0.8829730749130249,belief,2
26,RANDOM_40,0.8737253546714783,belief,2
27,RANDOM_40,0.8932712078094482,belief,2
28,RANDOM_40,0.8849332332611084,belief,2
29,RANDOM_40,0.8849412202835083,belief,2
30,RANDOM_40,0.8889147043228149,belief,2
31,RANDOM_40,0.8897926807403564,belief,2
0,RANDOM_40,0.8635414838790894,visible,3
1,RANDOM_40,0.9047319889068604,visible,3
2,RANDOM_40,0.8878890872001648,visible,3
3,RANDOM_40,0.8956167697906494,visible,3
4,RANDOM_40,0.9013599753379822,visible,3
5,RANDOM_40,0.8852487802505493,visible,3
6,RANDOM_40,0.8926704525947571,visible,3
7,RANDOM_40,0.9199915528297424,visible,3
8,RANDOM_40,0.8772643208503723,visible,3
9,RANDOM_40,0.8807470202445984,visible,3
10,RANDOM_40,0.8960500359535217,visible,3
11,RANDOM_40,0.8944214582443237,visible,3
12,RANDOM_40,0.8356967568397522,visible,3
13,RANDOM_40,0.8866719603538513,visible,3
14,RANDOM_40,0.8605279922485352,visible,3
15,RANDOM_40,0.8763084411621094,visible,3
16,RANDOM_40,0.8843245506286621,visible,3
17,RANDOM_40,0.8717403411865234,visible,3
18,RANDOM_40,0.8767339587211609,visible,3
19,RANDOM_40,0.890597403049469,visible,3
20,RANDOM_40,0.862526535987854,visible,3
21,RANDOM_40,0.8707526922225952,visible,3
22,RANDOM_40,0.8610489964485168,visible,3
23,RANDOM_40,0.8874657154083252,visible,3
24,RANDOM_40,0.9245981574058533,visible,3
25,RANDOM_40,0.8775473833084106,visible,3
26,RANDOM_40,0.8824456334114075,visible,3
27,RANDOM_40,0.8822638392448425,visible,3
28,RANDOM_40,0.8691760301589966,visible,3
29,RANDOM_40,0.8843364715576172,visible,3
30,RANDOM_40,0.892488420009613,visible,3
31,RANDOM_40,0.8989968299865723,visible,3
0,RANDOM_40,0.8642594218254089,raw,3
1,RANDOM_40,0.9033555388450623,raw,3
2,RANDOM_40,0.884191632270813,raw,3
3,RANDOM_40,0.8893972039222717,raw,3
4,RANDOM_40,0.9010177850723267,raw,3
5,RANDOM_40,0.8829729557037354,raw,3
6,RANDOM_40,0.8933215141296387,raw,3
7,RANDOM_40,0.9134422540664673,raw,3
8,RANDOM_40,0.8766627907752991,raw,3
9,RANDOM_40,0.8809332251548767,raw,3
10,RANDOM_40,0.8953426480293274,raw,3
11,RANDOM_40,0.8933413028717041,raw,3
12,RANDOM_40,0.8357930779457092,raw,3
13,RANDOM_40,0.8851524591445923,raw,3
14,RANDOM_40,0.8609523177146912,raw,3
15,RANDOM_40,0.8743357062339783,raw,3
16,RANDOM_40,0.8845574855804443,raw,3
17,RANDOM_40,0.8671818971633911,raw,3
18,RANDOM_40,0.8763283491134644,raw,3
19,RANDOM_40,0.8900833129882812,raw,3
20,RANDOM_40,0.8631384968757629,raw,3
21,RANDOM_40,0.8696310520172119,raw,3
22,RANDOM_40,0.8613128662109375,raw,3
23,RANDOM_40,0.8849663138389587,raw,3
24,RANDOM_40,0.9150197505950928,raw,3
25,RANDOM_40,0.8768438696861267,raw,3
26,RANDOM_40,0.8820774555206299,raw,3
27,RANDOM_40,0.8816455006599426,raw,3
28,RANDOM_40,0.8698973059654236,raw,3
29,RANDOM_40,0.8812586069107056,raw,3
30,RANDOM_40,0.8918290138244629,raw,3
31,RANDOM_40,0.8967829346656799,raw,3
0,RANDOM_40,0.8635412454605103,diagonalized,3
1,RANDOM_40,0.9046161770820618,diagonalized,3
2,RANDOM_40,0.8876471519470215,diagonalized,3
3,RANDOM_40,0.8956810832023621,diagonalized,3
4,RANDOM_40,0.9012448191642761,diagonalized,3
5,RANDOM_40,0.8854889273643494,diagonalized,3
6,RANDOM_40,0.8929831385612488,diagonalized,3
7,RANDOM_40,0.9207215309143066,diagonalized,3
8,RANDOM_40,0.877532422542572,diagonalized,3
9,RANDOM_40,0.8806830644607544,diagonalized,3
10,RANDOM_40,0.8958565592765808,diagonalized,3
11,RANDOM_40,0.8943721055984497,diagonalized,3
12,RANDOM_40,0.835878849029541,diagonalized,3
13,RANDOM_40,0.8868158459663391,diagonalized,3
14,RANDOM_40,0.8605172634124756,diagonalized,3
15,RANDOM_40,0.876264214515686,diagonalized,3
16,RANDOM_40,0.8844414949417114,diagonalized,3
17,RANDOM_40,0.8714616894721985,diagonalized,3
18,RANDOM_40,0.8767511248588562,diagonalized,3
19,RANDOM_40,0.8904205560684204,diagonalized,3
20,RANDOM_40,0.8631738424301147,diagonalized,3
21,RANDOM_40,0.8705192804336548,diagonalized,3
22,RANDOM_40,0.8610057830810547,diagonalized,3
23,RANDOM_40,0.8874036073684692,diagonalized,3
24,RANDOM_40,0.9243813753128052,diagonalized,3
25,RANDOM_40,0.8773293495178223,diagonalized,3
26,RANDOM_40,0.8822122812271118,diagonalized,3
27,RANDOM_40,0.8822507262229919,diagonalized,3
28,RANDOM_40,0.8695055842399597,diagonalized,3
29,RANDOM_40,0.8845962285995483,diagonalized,3
30,RANDOM_40,0.8926159143447876,diagonalized,3
31,RANDOM_40,0.8990678787231445,diagonalized,3
0,RANDOM_40,0.8635349273681641,belief,3
1,RANDOM_40,0.9046159982681274,belief,3
2,RANDOM_40,0.8876475691795349,belief,3
3,RANDOM_40,0.8956809043884277,belief,3
4,RANDOM_40,0.9012438654899597,belief,3
5,RANDOM_40,0.8854900002479553,belief,3
6,RANDOM_40,0.8929833173751831,belief,3
7,RANDOM_40,0.9207226037979126,belief,3
8,RANDOM_40,0.8775331377983093,belief,3
9,RANDOM_40,0.8806822299957275,belief,3
10,RANDOM_40,0.895856499671936,belief,3
11,RANDOM_40,0.8943718671798706,belief,3
12,RANDOM_40,0.8358794450759888,belief,3
13,RANDOM_40,0.8868165016174316,belief,3
14,RANDOM_40,0.8605179786682129,belief,3
15,RANDOM_40,0.8762634992599487,belief,3
16,RANDOM_40,0.8844417929649353,belief,3
17,RANDOM_40,0.871460497379303,belief,3
18,RANDOM_40,0.876752495765686,belief,3
19,RANDOM_40,0.8904201984405518,belief,3
20,RANDOM_40,0.8631706833839417,belief,3
21,RANDOM_40,0.8705182671546936,belief,3
22,RANDOM_40,0.861006498336792,belief,3
23,RANDOM_40,0.8874039053916931,belief,3
24,RANDOM_40,0.9243831038475037,belief,3
25,RANDOM_40,0.8773295879364014,belief,3
26,RANDOM_40,0.8822126388549805,belief,3
27,RANDOM_40,0.8822510838508606,belief,3
28,RANDOM_40,0.8695027232170105,belief,3
29,RANDOM_40,0.8845953345298767,belief,3
30,RANDOM_40,0.8926162719726562,belief,3
31,RANDOM_40,0.8990686535835266,belief,3
0,COEXPRESSION_BLOCK_40,0.8338300585746765,visible,0
1,COEXPRESSION_BLOCK_40,0.8978762626647949,visible,0
2,COEXPRESSION_BLOCK_40,0.8841125965118408,visible,0
3,COEXPRESSION_BLOCK_40,0.8496791124343872,visible,0
4,COEXPRESSION_BLOCK_40,0.8704065680503845,visible,0
5,COEXPRESSION_BLOCK_40,0.8839324712753296,visible,0
6,COEXPRESSION_BLOCK_40,0.8548527359962463,visible,0
7,COEXPRESSION_BLOCK_40,0.8832591772079468,visible,0
8,COEXPRESSION_BLOCK_40,0.844467043876648,visible,0
9,COEXPRESSION_BLOCK_40,0.8823385238647461,visible,0
10,COEXPRESSION_BLOCK_40,0.8692967295646667,visible,0
11,COEXPRESSION_BLOCK_40,0.8648497462272644,visible,0
12,COEXPRESSION_BLOCK_40,0.8160133957862854,visible,0
13,COEXPRESSION_BLOCK_40,0.8596024513244629,visible,0
14,COEXPRESSION_BLOCK_40,0.8222511410713196,visible,0
15,COEXPRESSION_BLOCK_40,0.8506786227226257,visible,0
16,COEXPRESSION_BLOCK_40,0.8742351531982422,visible,0
17,COEXPRESSION_BLOCK_40,0.8820316195487976,visible,0
18,COEXPRESSION_BLOCK_40,0.8334759473800659,visible,0
19,COEXPRESSION_BLOCK_40,0.8674719333648682,visible,0
20,COEXPRESSION_BLOCK_40,0.8386654853820801,visible,0
21,COEXPRESSION_BLOCK_40,0.8510180711746216,visible,0
22,COEXPRESSION_BLOCK_40,0.825060248374939,visible,0
23,COEXPRESSION_BLOCK_40,0.8619908094406128,visible,0
24,COEXPRESSION_BLOCK_40,0.8982754945755005,visible,0
25,COEXPRESSION_BLOCK_40,0.8568700551986694,visible,0
26,COEXPRESSION_BLOCK_40,0.8336021900177002,visible,0
27,COEXPRESSION_BLOCK_40,0.8610248565673828,visible,0
28,COEXPRESSION_BLOCK_40,0.8325197100639343,visible,0
29,COEXPRESSION_BLOCK_40,0.8633502721786499,visible,0
30,COEXPRESSION_BLOCK_40,0.8599601984024048,visible,0
31,COEXPRESSION_BLOCK_40,0.8614240884780884,visible,0
0,COEXPRESSION_BLOCK_40,0.828824520111084,raw,0
1,COEXPRESSION_BLOCK_40,0.8968665599822998,raw,0
2,COEXPRESSION_BLOCK_40,0.8799793124198914,raw,0
3,COEXPRESSION_BLOCK_40,0.8278928995132446,raw,0
4,COEXPRESSION_BLOCK_40,0.8689083456993103,raw,0
5,COEXPRESSION_BLOCK_40,0.8817043304443359,raw,0
6,COEXPRESSION_BLOCK_40,0.8552440404891968,raw,0
7,COEXPRESSION_BLOCK_40,0.8749808669090271,raw,0
8,COEXPRESSION_BLOCK_40,0.8443590402603149,raw,0
