"modality","target_gene","donors_with_unit","guides_D1","guides_D2","cells_D1","cells_D2","guide_count_support_ge2_both_donors","guide_level_variance_computed","engagement_scope","own_gene_status","engagement_log2fc","engagement_D1","engagement_D2"
"CRISPRi","IL1R1",2,5,5,87,59,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.57165458983578,-1.33702177740882,-1.80628740226274
"CRISPRi","IL1R2",2,5,5,85,45,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.76039221771427,-0.765860610886109,-4.75492382454243
"CRISPRi","IL1RN",2,5,4,70,46,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.63482909786562,-1.39893653457597,-1.87072166115527
"CRISPRi","IL21R",2,5,5,141,73,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-1.9054869076502,-1.90912658368471,-1.90184723161568
"CRISPRi","IL23A",2,5,5,59,25,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.643394150652269,-0.689212971905102,-0.597575329399437
"CRISPRi","IL2RA",2,5,5,58,33,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.64507286749918,-3.17597133894595,-2.11417439605241
"CRISPRi","IL2RG",2,5,5,90,70,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-3.1915524313735,-1.88784493518631,-4.49525992756069
"CRISPRi","IL6R",2,5,5,111,78,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.310959286829341,-0.433859159456699,-0.188059414201983
"CRISPRi","ILDR1",2,5,2,28,15,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.361378396081325,-0.298249348798373,-0.424507443364277
"CRISPRi","IRF5",2,5,5,67,37,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.635532658442933,-0.752007140334803,-0.519058176551062
"CRISPRi","IRF8",2,5,4,24,19,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.165686203307331,-0.532110582967972,0.20073817635331
"CRISPRi","ITGA5",2,5,5,114,59,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.05249919507835,-1.42423106705766,-0.680767323099036
"CRISPRi","ITGAL",2,5,5,136,84,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.880675154823995,-1.4392523142466,-0.322097995401389
"CRISPRi","ITGAM",2,5,5,61,29,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.51129755142885,-2.35560801482013,-2.66698708803757
"CRISPRi","ITGAX",2,5,5,54,29,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.47559793038726,-1.71364374508032,-1.2375521156942
"CRISPRi","ITGB2",2,5,5,86,34,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.07335942381554,-0.814024744754136,-1.33269410287695
"CRISPRi","ITGB3",2,5,5,109,48,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.0390395096586654,0.149732407838654,-0.227811427155985
"CRISPRi","ITM2B",2,5,4,56,30,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.543632040131801,-0.638813156975383,-0.448450923288219
"CRISPRi","ITM2C",2,5,5,104,79,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.309071768013516,0.351266610459745,0.266876925567288
"CRISPRi","LAPTM5",2,5,5,58,48,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.435372580720138,-0.464728424214108,-0.406016737226167
"CRISPRi","LDLR",2,5,3,86,43,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-1.77335782909644,-1.58029598346257,-1.96641967473031
"CRISPRi","LDLRAD3",2,5,5,145,80,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.834302876877411,-1.5535202282164,-0.115085525538428
"CRISPRi","LILRA5",2,5,5,111,75,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.15879962005725,-1.08080825397145,-1.23679098614305
"CRISPRi","LILRB4",2,4,4,95,64,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.73840253262577,-2.4329596337674,-1.04384543148414
"CRISPRi","LPAR2",2,5,5,99,48,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.12527090265349,0.302380064900232,-0.0518382595932514
"CRISPRi","LPL",2,5,5,79,76,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.38075822461947,-2.73319960254356,-0.0283168466953772
"CRISPRi","LRP1",2,5,5,33,25,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.70807620620081,-2.00746994296993,-1.40868246943168
"CRISPRi","LRP1B",2,5,4,50,22,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.97123040163147,-1.05081957582072,-0.891641227442217
"CRISPRi","LRP6",2,5,5,71,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-1.82696487715025,-2.12704557848477,-1.52688417581573
"CRISPRi","LRP8",2,5,5,96,47,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.29541385092149,-1.24627531175099,-1.34455239009198
"CRISPRi","LRRK2",2,5,5,129,61,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.0666309226299,-1.20622920960522,-0.927032635654579
"CRISPRi","LSR",2,5,5,181,84,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.209690456641444,-0.43014402103431,0.0107631077514208
"CRISPRi","LTBR",2,5,4,35,19,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.66699691521869,-2.39361961218281,-0.940374218254573
"CRISPRi","LYVE1",2,5,5,138,90,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.0532079706476201,-0.10641594129524,0
"CRISPRi","LYZ",2,5,5,110,59,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.01516554463325,-0.857987937602743,-1.17234315166376
"CRISPRi","MERTK",2,5,5,119,78,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.19521890498077,-0.344714444859379,-0.0457233651021616
"CRISPRi","MMP9",2,5,5,58,33,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.852994508994485,-1.33048180347908,-0.375507214509884
"CRISPRi","MRC1",2,5,4,37,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.37565913814645,-0.817864016716209,-1.9334542595767
"CRISPRi","MRC2",2,5,5,97,52,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.72484386866249,-1.8560469987429,-1.59364073858209
"CRISPRi","MS4A4A",2,5,5,91,38,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.22242593255939,-2.03235587062383,-2.41249599449496
"CRISPRi","MS4A6A",2,5,4,71,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.09054404131957,-2.88949156173708,-1.29159652090207
"CRISPRi","NFATC1",2,5,5,64,32,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.368947882111478,-0.411835635863758,-0.326060128359197
"CRISPRi","NFATC2",2,5,5,72,26,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.806710422392511,-0.0694446259350707,1.68286547072009
"CRISPRi","NLRC4",2,5,5,75,61,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-2.58900749023786,-2.63898429400662,-2.53903068646911
"CRISPRi","NLRP3",2,5,5,75,46,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.67002172945768,-2.22107230529648,-1.11897115361888
"CRISPRi","NPC2",2,5,5,154,78,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.513584253656801,-0.433185835205316,-0.593982672108286
"CRISPRi","NRP1",2,5,4,67,43,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.0944704637827991,-0.0185358278033156,0.207476755368914
"CRISPRi","NRP2",2,5,5,180,92,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.274649318681285,-0.254421139254018,-0.294877498108552
"CRISPRi","OLR1",2,5,5,31,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.468237667770333,-0.883893622979299,-0.0525817125613681
"CRISPRi","P2RY12",2,5,5,55,43,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.47241486987684,1.17264116690966,-0.227811427155985
"CRISPRi","P2RY13",2,5,3,52,28,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_UNDETECTED",-0.877418835086673,-0.619040337349046,-1.1357973328243
"CRISPRi","P2RY6",2,5,5,59,39,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.49622554127273,-1.6379534580664,-1.35449762447907
"CRISPRi","PILRA",2,5,5,86,41,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.96833212419029,-2.66068219857037,-1.27598204981021
"CRISPRi","PILRB",2,5,5,50,29,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",0.142114378282114,0.300479924920379,-0.0162511683561499
"CRISPRi","PLAUR",2,5,5,129,77,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.35355836743508,-0.264944381962895,-0.442172352907265
"CRISPRi","PLCB3",2,5,5,145,87,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.37132444531,-1.64100874143964,-1.10164014918036
"CRISPRi","PLCG2",2,5,5,62,33,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-0.528803040268325,-0.762318225138657,-0.295287855397993
"CRISPRi","PLEK",2,5,5,76,48,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.32977229586609,-1.37494460403915,-1.28459998769303
"CRISPRi","PTPRC",2,5,5,57,36,TRUE,FALSE,"CROSS_DONOR_MEAN","ASSAYED_DETECTED",-1.05637410264925,-1.42233494239078,-0.690413262907724
