role,path,sha256,bytes
result,C2_V3_REPRODUCTION.md,b8166a42c6d1267dac167eadceeed0fb4dd9e86d8f68e1744fd983a9adea5277,5318
result,v1_random_init/C2_CAUSAL_ADJUDICATION.json,b8c050e0a974ebb89ccb166310b26bd8ff90d056456cc2b55628b5ee4ff697bb,53725
result,v1_random_init/CONDITION_HEALTHY_SIMPLIFIED.json,46345ebf8b134f22751e6f9f54510c9290cfa8f0b646ed0c8604d0d97ee9bc8b,26252
result,v1_random_init/CONDITION_HISTORICAL_SCALE.json,a31821af59f702a28f4484785a389e422bf75f79494b9daa31381c9c41e37621,26531
result,v2_u0_bound/C2_CAUSAL_ADJUDICATION.json,7b2d742b6a3bca126e07ab901809605924352469ff4a3b86435f7c9409f084d8,54218
result,v2_u0_bound/CONDITION_HEALTHY_SIMPLIFIED.json,38235883c8ba065804488e5abc3a09ce0c48db44172acade94b870bb5e952ed7,26483
result,v2_u0_bound/CONDITION_HISTORICAL_SCALE.json,1e041ce4ae1b98c81985567ae857eb554692169d6b08f745e77d46eb382316b4,26781
result,v3_exact_path/C2_V3_CPU_NEGATIVE_CONTROL_NO_AMP.json,88b02fba991f5388026be5ce52add3291eb029aac1ee1757ca04cedf08beba15,13556
result,v3_exact_path/C2_V3_CUDA_MATCHED_GEOMETRY_AMP.json,16c06cf09a85e47065d51c23ca8b9b7986541b2cdb003f57f4d388a3393bee89,12813
result,v3_exact_path/C2_V3_D0_BASELINE_FP16.json,317f215da3d3a0266f1628252715c5dc22bc2c8a3bd6c32d300e522121fa9212,12791
result,v3_exact_path/C2_V3_D1_AUTOCAST_OFF.json,62573a35d10ca2c7f57f1b6f5e36ec0ad94092d84ecc39cc9a61ce528a9cd27c,13785
result,v3_exact_path/C2_V3_D2_AUTOCAST_BF16.json,5045d32a4607e5ca8ff98eb6b51a26d9a450ac746430e6b975d7400283872f8d,13789
result,v3_exact_path/C2_V3_D3_NO_GRADSCALER.json,c1660ba3d524cc978131ef0dfa6e82785cbf9e3b77ab7e815d1126d66338e738,12811
result,v3_exact_path/C2_V3_D4_NO_CHECKPOINTING.json,b6a41b95949ae41afa303136c781b6ba1ccdd16b0dc40a1abc39d8bf50206aeb,12819
result,v3_exact_path/C2_V3_D5_MICROBATCH_1.json,bb32ddc3865869ef886a067478200b54fa1d07a488aa90c6a379b5bd5180e8ab,12947
result,v3_exact_path/C2_V3_D6_MICROBATCH_4.json,21ae4ca4162ff9dcdc6cc13a6171a4afd8a8005ec023e81c843604613716eeee,12949
result,v3_exact_path/C2_V3_D7_TARGET_BLOCKS_4.json,577701e1c32566b6d64b390ed7a50ee890b4d858dca8a0a146454fd0054b6ddc,12813
result,v3_exact_path/C2_V3_D8_TARGET_BLOCKS_64.json,0a40ada7458c7802fce9c7061e0f22c341732e529d65cc839ff4744359d23f27,12821
result,v3_exact_path/C2_V3_E0_HISTORICAL_GEOMETRY_128x8.json,7dc7f4a73559830c2f71faa77953c670b605560445a2e3c2fc762b6a6cfafb02,12787
result,v3_exact_path/C2_V3_E1_AUTOCAST_OFF.json,1c0644e15b87210b386f93eadda4272ef35885d4aca8a92f97246efdfb946879,13753
result,v3_exact_path/C2_V3_E2_AUTOCAST_BF16.json,a40ae7450e49fa1dbe6738544bcea618c9a243ecd5fc86198da2ad3d37ac753d,13760
result,v3_exact_path/C2_V3_E3_NO_GRADSCALER.json,9fa861d87a1cf1d03ac773ea11914303b0931b3556c0c5ae2c669649d3cf9278,12592
result,v3_exact_path/C2_V3_E4_NO_CHECKPOINTING.json,0d0f3bd45477bbaaaf0460eedcebdf0b0025d05dc18e6692a8f4e17f67536fee,12791
result,v3_exact_path/C2_V3_F0_CAST_HISTORICAL.json,b7868db88f911328d72984956ffb538a4961adab232b061ff3eaa702c7c719b9,12829
result,v3_exact_path/C2_V3_F1_CAST_AFTER_PROJECTION.json,ffef2f382ab36d5f7f064d1268016a5da27d56557de035d2cb0a7aed6435bfb5,12849
result,v3_exact_path/C2_V3_G0_HISTORICAL.json,c8ac1fe7b800a6f4b8940563b8fbe9e9afc2cdf82c2d4f49c02593febfc6edf5,12819
result,v3_exact_path/C2_V3_G1_PROJECTIONS_FP32.json,76805d43799bf6a05aa29131e7c0d94c6b6abbea60ba1231f11f388f498cd751,12840
result,v3_exact_path/C2_V3_H0_HISTORICAL.json,69bd9a3b9c66b58426f2e3958f5eb22b0450c93a194f6a9534429302e594d426,12820
result,v3_exact_path/C2_V3_H1_ATTENTION_BRANCH_FP32.json,c31671de2ebd706fa0120b2ce4d0a59ab64dc9afa86d70a606f945b636029d26,12844
result,v3_exact_path/C2_V3_I0_HISTORICAL_CACHE_ON.json,e99f11c0c316c530b088b98d9f9c4d4d14bbdc8f3b7c62eaf95684c3d70a3ba1,12835
result,v3_exact_path/C2_V3_I1_AUTOCAST_CACHE_DISABLED.json,7a6ce26a22bda1970ad244c917e2dae250871a8a062ba7ba9dcfdfcfff60878d,12866
result,v3_exact_path/C2_V3_J1_NO_FP16_REDUCED_REDUCTION.json,b424e1e30585d3acfce213e33fd6ddee3565a2d0a305cdf692c6233552939906,12918
closure_critical,v3_exact_path/C2_V3_K0_HISTORICAL.json,01908fd62b1a233207092758b3cb27344f8b7ca81140f5e9295039a35987abd8,21189
closure_critical,v3_exact_path/C2_V3_K1_BACKWARD_AUTOCAST_DISABLED.json,c5b9edf17f57756c201582f130a2bd7e0c7945f40d3412d7ea8742291465d381,22837
closure_critical,v3_exact_path/C2_V3_K1_PRE_CRITERION_REPAIR.json,260b9aeef913482f1b3bff8ae6edfe7e88359284ceedf1e1562e196e4a7cc97a,19583
result,v3_exact_path/C2_V3_WIRING_SMOKE_REDUCED_SCALE.json,e7bca90af18716ecd2d989c85afae9e8f3d6d5b0127543c6f8d67995cac4b76f,35329
